[00:00:00.009 --> 00:00:02.750]  Go to GCNlive.com to order online now.
[03:17:21.417 --> 03:17:22.718]  No, I'm on a cell phone.
[03:17:23.038 --> 03:17:24.539]  It don't work very good.
[03:17:24.899 --> 03:17:32.943]  Basically, my daughter, she got her shots, her hepatitis polo, MMR shots a couple years ago.
[03:17:33.963 --> 03:17:38.646]  And right afterwards, we know that she began to have a mole on her leg.
[03:17:39.826 --> 03:17:44.669]  And when we put her in the kindergarten, you know, they told us something was wrong.
[03:17:44.689 --> 03:17:50.372]  They did a bunch of testing and they told us that she has mild autism.
[03:17:51.010 --> 03:18:04.936]  Yeah, well he just had a big study come out from a major university with veterinary medicine about massive cancer increase in the injection points in the tissues that were injected with vaccines.
[03:18:04.956 --> 03:18:06.136]  Barbara Lowe Fisher?
[03:18:18.257 --> 03:18:33.660]  Yeah, I mean certainly it's interesting that the veterinarians are doing a lot of work on the vaccines that are given to animals and the cancer, cancer as well as autoimmune problems that pets are now suffering from and actually veterinarians have backed off of
[03:18:34.212 --> 03:18:42.079]  The use of so many vaccines, interestingly ahead of the pediatricians who still don't, a lot of them don't get it.
[03:18:42.319 --> 03:18:44.742]  Hey, Barbara, I got a lot of friends that have lost their dogs.
[03:18:44.782 --> 03:18:49.286]  Every time they go in for a checkup or have the teeth cleaned, every year they inject them and their dogs die.
[03:18:49.306 --> 03:18:50.887]  They have seizures and die on the table.
[03:18:51.087 --> 03:18:53.610]  Boy, the doctor, I mean, you know, they can figure that out with a dog.
[03:18:53.630 --> 03:18:59.155]  Yeah, no, it's very interesting how the veterinarians are ahead of this.
[03:18:59.802 --> 03:19:00.583]  I don't think so.
[03:19:16.858 --> 03:19:21.960]  For weeks, I remember calling the doctor's office and the nurse said, oh, it was a bad lot of DPT vaccine, don't worry about it.
[03:19:22.000 --> 03:19:25.901]  And I was so clueless, I thought she meant it didn't work, it was too weak or something.
[03:19:26.202 --> 03:19:27.982]  And I said, should I bring him down for another one?
[03:19:28.002 --> 03:19:28.983]  And she goes, oh, no, no, no.
[03:19:29.023 --> 03:19:36.265]  But I didn't know at the time that that local kind of reaction was actually a contraindication to further pertussis vaccine, at least in Britain.
[03:19:36.565 --> 03:19:40.067]  So, you know, again, the people haven't really been informed about the risk.
[03:19:41.700 --> 03:19:47.763]  I have not actually looked at the injection site in terms of creation of a mold or something like that.
[03:19:47.803 --> 03:19:48.124]  We have.
[03:19:48.144 --> 03:19:53.146]  There's at least, I probably saw 40 studies last week when I looked into it with massive increases.
[03:19:53.186 --> 03:19:54.727]  Sir, I'm sorry to hear about your daughter.
[03:19:54.787 --> 03:19:55.448]  Detox her.
[03:19:55.728 --> 03:19:56.788]  Keep her off corn syrup.
[03:19:56.828 --> 03:19:57.789]  It's filled with mercury.
[03:19:58.689 --> 03:19:59.950]  And just God bless you.
[03:19:59.970 --> 03:20:00.450]  Anything else?
[03:20:01.751 --> 03:20:02.191]  No, Alex.
[03:20:02.311 --> 03:20:03.832]  Actually, I called your office today.
[03:20:03.872 --> 03:20:04.873]  I want to join the fight.
[03:20:05.193 --> 03:20:07.014]  If you can give me a call back.
[03:20:08.038 --> 03:20:12.380]  Basically, I'm willing to volunteer and join the fight in any way possible.
[03:20:30.703 --> 03:20:34.127]  Uh, and so you think you're getting local news, but it was, it's packaged with the video.
[03:20:34.147 --> 03:20:34.928]  They just voice it.
[03:20:35.208 --> 03:20:37.852]  Here they are saying mercury is good for your brain.
[03:20:37.892 --> 03:20:38.973]  You cannot make this up.
[03:20:39.013 --> 03:20:39.394]  Here it is.
[03:20:40.095 --> 03:20:44.901]  And sick of your glasses and contact lenses, a new corrective eye surgery is approved today.
[03:20:44.921 --> 03:20:48.165]  Here's tonight's medical headlines with medical watch reporter Suma Mathur.
[03:20:50.948 --> 03:20:56.932]  Mercury-containing vaccines may help not harm kids, according to two new studies in the journal Pediatrics.
[03:20:57.392 --> 03:21:03.836]  There have been widespread concerns that mercury-based preservatives in vaccines might impair the neurological development of children.
[03:21:03.856 --> 03:21:11.221]  These new studies suggest that the opposite, that the preservatives may actually be associated with improved behavior and mental performance.
[03:21:12.601 --> 03:21:14.022]  So, there you have it, Barbara.
[03:21:14.042 --> 03:21:16.304]  I know you kind of giggled and probably thought I was making stuff up.
[03:21:16.364 --> 03:21:19.806]  I actually have another newscast saying lead is good for children.
[03:21:21.867 --> 03:21:23.194]  Would you like to see that one?
[03:21:23.274 --> 03:21:24.944]  Oh my goodness gracious!
[03:21:26.311 --> 03:21:27.352]  But then I'm insane!
[03:21:28.112 --> 03:21:40.341]  I'm the crazy one, with all the death and destruction and annihilation of our children to my left and to my right, in front of me and in back of me, and I'm saying mercury's deadly, it attacks the neurons like no other heavy metal, and they just say, no!
[03:21:40.941 --> 03:21:41.181]  No!
[03:21:41.581 --> 03:21:42.602]  No, mercury is good!
[03:21:42.622 --> 03:21:44.383]  In fact, pull up the story during the break.
[03:21:45.044 --> 03:21:49.147]  Headline, half of corn syrup has mercury in it.
[03:21:49.487 --> 03:21:50.287]  Washington Post.
[03:21:50.908 --> 03:21:52.069]  Barbara Lowe Fisher is our guest.
[03:21:52.109 --> 03:21:53.169]  More calls straight ahead.
[03:21:53.189 --> 03:21:53.630]  Stay with us.
[03:21:54.605 --> 03:21:57.607]  We're on the march, the empire's on the run.
[03:21:58.548 --> 03:22:01.309]  Alex Jones and the GCN Radio Network.
[03:22:05.272 --> 03:22:06.593]  Hi, this is Steve Shank.
[03:22:07.193 --> 03:22:15.258]  Our government has handed over billions with no strings attached and no accountability to the very bankers who created this whole mess we're in.
[03:22:15.758 --> 03:22:19.821]  Millions have lost their jobs to corporate corruption and mismanagement.
[03:22:22.210 --> 03:22:22.930]  We're good to go.
[03:22:50.327 --> 03:22:57.072]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[03:22:57.092 --> 03:23:03.016]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[03:23:18.357 --> 03:23:24.579]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[03:23:24.939 --> 03:23:26.779]  Well, Obama's already fudging.
[03:23:26.919 --> 03:23:29.340]  He's fudged since day one in this election.
[03:23:29.420 --> 03:23:40.203]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[03:23:40.982 --> 03:23:42.283]  It's not about left or right.
[03:23:42.663 --> 03:23:44.064]  It's about a one world government.
[03:23:44.504 --> 03:23:50.827]  This film documents who Obama works for, the lies he is told, and his real agenda.
[03:23:51.427 --> 03:23:59.211]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[03:23:59.691 --> 03:24:00.832]  The Obama Deception.
[03:24:01.252 --> 03:24:02.453]  The people strike back.
[03:24:04.477 --> 03:24:11.645]  We know identity scams have grown in the past six months because identity thieves are working overtime, taking advantage of this economic crisis.
[03:24:12.146 --> 03:24:14.028]  I'm Todd Davis, CEO of LifeLock.
[03:24:14.168 --> 03:24:19.214]  I talk to people every day about identity theft, and I know a lot of you are scared and nervous.
[03:24:19.534 --> 03:24:21.355]  I'm here to tell you, you don't have to be.
[03:24:21.595 --> 03:24:29.778]  Another identity is stolen every three seconds, but you can have the security and peace of mind that comes with being protected by LifeLock for just pennies a day.
[03:24:29.978 --> 03:24:39.202]  LifeLock is number one in identity theft protection because we work to stop identity theft before it happens, or we fix it at our expense up to one million dollars.
[03:24:39.462 --> 03:24:41.303]  Don't spend another minute worrying.
[03:24:41.563 --> 03:24:42.664]  Call LifeLock now.
[03:24:45.293 --> 03:24:45.814]  We're good.
[03:25:04.840 --> 03:25:09.945]  Alright, I'm going to go to your calls a little bit quicker here, so please have your question and comment ready.
[03:25:10.666 --> 03:25:14.189]  There's Wes calling in Vegas with a devastating his daughter.
[03:25:14.209 --> 03:25:20.375]  I'll continue with Barbara Lowe Fisher here in just a moment, put her website up on screen, be sure and spread it out to people.
[03:25:20.416 --> 03:25:28.824]  Because even if you know all about this stuff, your neighbors, your friends, your family, I got people who work here, who know all about this, see the articles every day, they can't get their wives to wake up.
[03:25:30.632 --> 03:25:32.033]  Because, well, the doctor wouldn't hurt me.
[03:25:32.093 --> 03:25:32.973]  Well, no, the doctor's not bad.
[03:25:32.993 --> 03:25:33.853]  He's compartmentalized.
[03:25:33.873 --> 03:25:34.694]  She's compartmentalized.
[03:25:34.714 --> 03:25:35.474]  The nurse wouldn't hurt me.
[03:25:35.934 --> 03:25:36.934]  Well, no, they don't know.
[03:25:36.954 --> 03:25:42.637]  You know, there were a lot of good doctors, too, that carried out half a million forced sterilizations in this country that went on into the 1980s.
[03:25:43.437 --> 03:25:46.478]  By the way, it's still going on, but that's mainstream news, 1987, in Oregon.
[03:25:46.498 --> 03:25:49.979]  Before we go back to our guest,
[03:25:53.433 --> 03:25:58.879]  I want to tell folks about one of our new sponsors, and that's HomeAgain.com.
[03:25:58.919 --> 03:26:03.644]  HomeAgain.com, folks, I want to introduce you to an incredible site I found called HomeAgain.com.
[03:26:03.664 --> 03:26:10.110]  HomeAgain.com is a place to get you started buying or selling homes, finding a realtor, and getting any real estate questions answered.
[03:26:10.171 --> 03:26:15.376]  All you need to do is type in your home address and you will get an instant free estimate on your home value online.
[03:26:16.457 --> 03:26:19.399]  HomeAgain.com and see what I'm talking about.
[03:26:19.439 --> 03:26:24.804]  It's a great way to be able to monitor the value of your home from month to month or even weekly and it's free.
[03:26:25.164 --> 03:26:26.405]  There are tons of tools to help you.
[03:26:26.445 --> 03:26:31.449]  For instance, if you want to remodel your home, HomeAgain can determine whether your home improvements
[03:26:32.910 --> 03:26:39.795]  I can most increase your home value before you put it on the market and by using their home sale maximizer.
[03:26:40.295 --> 03:26:41.656]  I wish I knew about this years ago.
[03:26:42.496 --> 03:26:50.081]  Looking for Max the Orange Gorilla to help you find any real estate needs you might have.
[03:26:50.121 --> 03:26:51.022]  That's a little mascot.
[03:26:51.542 --> 03:26:52.263]  I love this site.
[03:26:52.283 --> 03:26:54.804]  You need to check it out and you will love it too.
[03:26:54.885 --> 03:26:55.825]  HomeAgain.com.
[03:26:55.845 --> 03:26:57.166]  That is HomeAgain.com.
[03:26:57.626 --> 03:26:58.527]  HomeAgain.com.
[03:26:58.787 --> 03:26:59.448]  Go there today.
[03:27:00.309 --> 03:27:03.347]  and uh... one other great sponsor that is uh...
[03:27:04.192 --> 03:27:10.296]  Helping us finance everything we're doing here, and that has natural, you know, the organic type vitamins, not from the chemical type vitamins.
[03:27:10.716 --> 03:27:13.557]  Tired of choking on fistfuls of pills and capsules?
[03:27:13.878 --> 03:27:18.880]  Try the new 10-in-1 liquid vitamin and mineral multi-formula, ilikevitamins.com.
[03:27:19.181 --> 03:27:25.464]  You get 10 different supplements in one, easy to swallow, great tasting liquid supplement at an affordable price, and you absorb it.
[03:27:25.584 --> 03:27:29.707]  Most of the pills, you don't absorb any of it, or in some cases, much of it, depending on the type of pill.
[03:27:30.367 --> 03:27:31.487]  A lot of them just go right through you.
