[00:00:00.009 --> 00:00:00.409]  Congruent.
[02:45:11.394 --> 02:45:15.215]  All kinds of little rooms downstairs in the lower level of this home.
[02:45:16.056 --> 02:45:20.457]  And one of the case workers in that county was a pedophile.
[02:45:21.057 --> 02:45:21.378]  Of course.
[02:45:21.438 --> 02:45:22.758]  Who lived in that home.
[02:45:23.799 --> 02:45:28.080]  And regularly sexually molested the children who were in the foster care.
[02:45:28.580 --> 02:45:28.760]  Ugh.
[02:45:29.821 --> 02:45:35.443]  When this came up in court, I went to court with this grandmother and sat in the back of the courtroom.
[02:45:36.278 --> 02:45:54.091]  And we had a good attorney that day who pulled the walls down, who cross-examined one of the older children in this foster home, and she admitted that there was an inappropriate relationship between the foster mother and the caseworker.
[02:45:55.112 --> 02:46:04.499]  And then it got a little worse, and then the juvenile court judge got all nervous and said, counsel, meet me in my chambers, and they went out and stayed five minutes and came back.
[02:46:04.975 --> 02:46:10.118]  And our attorney just looked at us, out loud, and said it's nothing but legal kidnapping.
[02:46:10.438 --> 02:46:12.239]  That's all it is, legal kidnapping.
[02:46:12.879 --> 02:46:14.200]  But let me tell you what happened.
[02:46:14.240 --> 02:46:15.341]  Did they get the child back?
[02:46:15.621 --> 02:46:21.664]  We pressed, it's called DFAX in Georgia, and we pressed and pressed and pressed.
[02:46:22.024 --> 02:46:25.366]  The judge said those children will be removed within a week.
[02:46:25.786 --> 02:46:29.308]  Well, a week was gone, ten days was gone, the children were still there.
[02:46:29.748 --> 02:46:32.530]  We kept leaning on them to get those children out of there.
[02:46:35.083 --> 02:46:46.245]  Out of the blue, someone called his grandmother in Florida to tell her that they were bringing the children from Georgia to the state line, which she'd drive up to pick them up.
[02:46:47.485 --> 02:46:49.126]  She, of course, said she would be there.
[02:46:49.806 --> 02:46:50.826]  She got the children.
[02:46:51.226 --> 02:46:52.766]  They didn't have any clothes.
[02:46:53.026 --> 02:46:54.447]  One was not wearing shoes.
[02:46:55.147 --> 02:47:01.188]  She took them home, and within three days, that juvenile court judge drew up a new order
[02:47:02.145 --> 02:47:12.870]  And she gave the two little girls to their father, who lived on the West Coast, who had never been involved in their lives, and who was involved in adult entertainment.
[02:47:14.371 --> 02:47:16.552]  I pulled his business up on the Internet.
[02:47:17.292 --> 02:47:18.153]  Pornographic.
[02:47:19.193 --> 02:47:19.554]  Awful.
[02:47:19.974 --> 02:47:21.234]  That's why they gave it to him.
[02:47:21.314 --> 02:47:23.896]  In fact, you come to the next point, Senator.
[02:47:24.016 --> 02:47:28.358]  Within three days, that father was knocking on the door of that grandmother,
[02:47:28.761 --> 02:47:32.058]  And took those two little girls screaming and crying to the West Coast.
[02:47:34.269 --> 02:47:38.111]  Well, it's better than that death pit down there in that house for those little kids.
[02:47:38.151 --> 02:47:42.253]  Now, for those who don't know, I found out about this because I walked into these pits.
[02:47:42.913 --> 02:47:46.355]  And I probably only saw that summer seven or eight of them, but I mean, they were all the same.
[02:47:48.556 --> 02:47:49.896]  And literally, they're hell pits.
[02:47:50.797 --> 02:47:53.918]  And Senator, you notice everything I've told you, you've seen the same thing.
[02:47:53.958 --> 02:47:56.999]  We've had the same, similar experience fighting this.
[02:47:57.480 --> 02:47:59.240]  And I just do it a little bit of the time.
[02:47:59.561 --> 02:48:02.302]  Frankly, I psychologically shy away from it because it's so...
[02:48:03.547 --> 02:48:07.849]  Well, it just makes me feel very aggressive.
[02:48:08.109 --> 02:48:14.952]  But the point is, is that when it comes right down to it, how many Homeland Security Deputy Directors of States have been caught with little kids?
[02:48:15.012 --> 02:48:18.053]  How many Senators and Congressmen, you know, with the pages?
[02:48:18.113 --> 02:48:23.296]  And how many DHS officials, you know, that want to stop child abuse, it turns out, are pedophiles?
[02:48:24.301 --> 02:48:26.382]  When you get down to it, you've got a couple groups.
[02:48:27.243 --> 02:48:34.547]  You've got children who were abused, who think that all parents are abusive and they're going to punish the family.
[02:48:34.767 --> 02:48:45.114]  Because I went to college with some people that were going to be social workers and you'd be out drinking beer and the girl would say, you know, I just can't wait to take kids from these bad parents because I was abused.
[02:48:45.394 --> 02:48:46.975]  So there's those, mentally ill people.
[02:48:47.515 --> 02:48:51.337]  Then there's pedophiles who want access to kids, and then there's scumbags that just want money.
[02:48:51.857 --> 02:49:01.641]  And I gotta say, that's basically what makes up CPS in my experience, and I think, from what I've seen, I'd probably say 30% of them are pedophiles.
[02:49:02.522 --> 02:49:07.824]  And the problem is, this crime rate, this crime spree, is just growing!
[02:49:09.405 --> 02:49:12.166]  So can you comment on that, and where is this going, how do we stop them?
[02:49:13.072 --> 02:49:17.375]  Well, I would say that there definitely are pedophiles in the system.
[02:49:17.415 --> 02:49:18.956]  There's no question about that.
[02:49:19.036 --> 02:49:23.238]  Because we know where there's children, there are pedophiles.
[02:49:24.059 --> 02:49:28.762]  They're in schools and they're in churches and they're everywhere where they can get their hands on children.
[02:49:29.062 --> 02:49:30.203]  So we know that that's true.
[02:49:30.883 --> 02:49:32.864]  And it's got to be brought to an end.
[02:49:32.924 --> 02:49:35.386]  It's got to be completely exposed for what it is.
[02:49:35.876 --> 02:49:40.718]  And in my opinion, it needs to completely be dissolved.
[02:49:40.978 --> 02:49:44.520]  I don't see any good left in Child Protective Services.
[02:49:45.220 --> 02:49:52.204]  As far as picking up a child that's being totally abused, the police could do that just as well as Child Protective Services.
[02:49:52.224 --> 02:49:54.045]  And then you have due process.
[02:49:54.565 --> 02:49:54.985]  Exactly.
[02:49:55.205 --> 02:49:57.206]  Take Texas.
[02:49:57.226 --> 02:49:58.847]  Did you hear about the Texas Youth Commission?
[02:50:00.510 --> 02:50:01.031]  I don't know.
[02:50:01.051 --> 02:50:02.292]  I mean, there's so many crimes.
[02:50:02.352 --> 02:50:03.673]  I'm not knocking you if you haven't.
[02:50:03.893 --> 02:50:07.696]  You're not talking about all those children in Texas that were picked up at one time.
[02:50:08.717 --> 02:50:08.937]  I know.
[02:50:08.957 --> 02:50:10.459]  That was what that Mormon said.
[02:50:10.519 --> 02:50:10.739]  Right.
[02:50:11.339 --> 02:50:28.514]  Did you hear about how the child jails and the child facilities had organized pornographic rings and like big rape parties for the children and the state police found out about it and then weren't allowed to stop it and now they forced the director out because he did the right thing?
[02:50:29.514 --> 02:50:34.156]  I have heard about that in other states, but I have not heard about what happened in Texas, no.
[02:50:34.236 --> 02:50:41.080]  Okay, well here in Texas it came out that every major facility was doing stuff that people wouldn't even believe.
[02:50:41.120 --> 02:50:42.340]  You can read it in the mainstream news.
[02:50:42.761 --> 02:50:46.843]  Now they used that to pass a law for more money for the agencies.
[02:50:47.063 --> 02:50:52.986]  I'm sure you heard about Florida where it turned out the directors were pedophiles and 3,000 kids were missing and all that.
[02:50:53.726 --> 02:50:54.367]  What did they get?
[02:50:54.447 --> 02:50:55.527]  More money, more power?
[02:50:55.768 --> 02:50:59.831]  The incredible thing is, the worse they get, the more money and power they get.
[02:51:01.192 --> 02:51:02.193]  It appears that way.
[02:51:02.973 --> 02:51:03.994]  It appears that way.
[02:51:05.035 --> 02:51:06.836]  But all of it is based on money.
[02:51:07.077 --> 02:51:08.998]  And that's where it's going to have to be cut off.
[02:51:09.879 --> 02:51:16.504]  The federal incentives have got to be cut off and be removed on a federal level in order to get this stopped.
[02:51:16.957 --> 02:51:20.040]  And that's where we go now in the closing minutes we have left in this interview, Senator.
[02:51:20.900 --> 02:51:25.784]  And again, we can only come in here and pray for you in this fight, and then politically going after you.
[02:51:26.565 --> 02:51:27.105]  Solutions.
[02:51:27.125 --> 02:51:28.787]  But before we hit that, I wanted to finish up.
[02:51:29.167 --> 02:51:33.070]  Specific orders for specific children that look a specific way?
[02:51:33.090 --> 02:51:35.352]  I mean, you're now saying you've discovered that?
[02:51:35.993 --> 02:51:36.633]  Right, right.
[02:51:36.973 --> 02:51:38.154]  We have discovered that.
[02:51:38.835 --> 02:51:42.578]  We haven't discovered it in every state, but we've discovered it in many states.
[02:51:42.718 --> 02:51:44.880]  And we have so many families calling.
[02:51:46.618 --> 02:51:48.319]  That are absolutely delirious.
[02:51:49.119 --> 02:51:50.559]  They are so desperate.
[02:51:50.740 --> 02:51:52.440]  They do not know where to turn.
[02:51:52.780 --> 02:51:55.962]  And actually, they have no place to turn for help.
[02:51:56.562 --> 02:52:03.164]  And of course, parents, the poorer the families are, those are the ones who are targeted.
[02:52:03.524 --> 02:52:07.886]  Because they don't have the wherewithal to fight the system or hire an attorney.
[02:52:08.586 --> 02:52:13.068]  And they are just caught up in it and many of them are because their children
[02:52:13.835 --> 02:52:19.038]  Our blue-eyed or blonde are exactly what someone wants and those families are targeted.
[02:52:19.518 --> 02:52:27.283]  So, it is just heartbreaking as to what is going on and what we've got to do in order to bring this to an end.
[02:52:27.303 --> 02:52:34.447]  Have you ever heard about what the former head FBI agent in Southern California discovered about the CPS even in the 80s?
[02:52:35.347 --> 02:52:40.150]  They have public auctions, closed auctions in Las Vegas with the kids on the block.
[02:52:41.924 --> 02:52:49.885]  Well, you know, we have some states now that put the children on the internet and you can just go through their pictures and choose the one you want.
[02:52:51.286 --> 02:52:54.826]  See how pure evil is just right out in the open now like it's no big deal?
[02:52:55.406 --> 02:53:11.049]  And then there are some children that even if you might like to, if a really good person who is really trying to help a child will choose that child, often times then they refuse to let these parents have the child.
[02:53:12.438 --> 02:53:23.687]  So if your motives are pure as the driven snow, and you're trying to really help get a child out of that system, and give them a new life, often times, they won't let the child go.
