[00:00:00.009 --> 00:00:00.129]  It's
[02:05:29.483 --> 02:05:30.384]  That's a different place.
[02:05:30.524 --> 02:05:32.166]  We're talking about Iowa here, not Illinois.
[02:05:32.446 --> 02:05:41.897]  But you know about the new Pentagon Directive for a unified force, basically taking away the state control of the National Guard.
[02:05:41.917 --> 02:05:44.220]  I mean, that word for word, what Robert Gates says they're doing.
[02:05:47.782 --> 02:05:51.246]  With respect to politics, again, I'm going to stay out of politics with you.
[02:05:51.266 --> 02:05:52.067]  That's not my job.
[02:05:52.147 --> 02:05:53.008]  Okay, we got a break, sir.
[02:05:53.048 --> 02:05:53.748]  We got a break, Colonel.
[02:05:53.768 --> 02:05:54.269]  We got a break.
[02:05:54.289 --> 02:05:55.410]  But I mean, this is not politics.
[02:05:55.430 --> 02:05:56.872]  This is your oath we're talking about.
[02:05:57.712 --> 02:05:58.453]  Just stay there, please, sir.
[02:06:05.000 --> 02:06:05.600]  We're good to go.
[02:06:35.290 --> 02:06:36.231]  We're good.
[02:06:59.499 --> 02:07:12.225]  Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[02:07:12.645 --> 02:07:19.408]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions.
[02:07:19.748 --> 02:07:23.329]  And the true perpetrators of this horrendous crime are brought to justice.
[02:07:23.689 --> 02:07:26.930]  Loose Change Final Cut is the ultimate 9-11 expose.
[02:07:27.110 --> 02:07:28.831]  From hijackers being trained at U.S.
[02:07:28.871 --> 02:07:34.632]  military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[02:07:35.012 --> 02:07:40.214]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com.
[02:07:40.414 --> 02:07:44.115]  While you're visiting the online video store, be sure to check out the huge discounts.
[02:07:44.335 --> 02:07:44.716]  We're good.
[02:08:00.006 --> 02:08:03.849]  You don't have to be in the military to enjoy military surplus savings.
[02:08:04.149 --> 02:08:09.954]  Right now at MainMilitary.com, you'll find savings on the top must-have military supplies.
[02:08:10.334 --> 02:08:12.556]  M10 gas masks for $12 or 3 for $30.
[02:08:12.596 --> 02:08:13.857]  Gas mask hoods, $4 or 3 for $10.
[02:08:13.917 --> 02:08:14.918]  Mask filters, $6 or 3 for $15.
[02:08:14.978 --> 02:08:16.539]  Save big on British chemical suits, only $12.
[02:08:16.579 --> 02:08:16.979]  Israeli gas masks, $20.
[02:08:24.045 --> 02:08:27.426]  Trigger finger gloves, $5 a pair or $36 a dozen.
[02:08:27.687 --> 02:08:32.048]  Snowshoe binding for $8 or $48 a dozen and so much more.
[02:08:32.328 --> 02:08:35.770]  Even hard to find surplus items, all at surplus prices.
[02:08:36.030 --> 02:08:40.772]  Preparing the whole family has never been so affordable at MainMilitary.com.
[02:08:41.092 --> 02:08:45.534]  MainMilitary.com, one of the last surviving true surplus stores in the country.
[02:08:45.914 --> 02:08:50.497]  Shop now at MAINEMILITARY.COM or call 877-608-0179.
[02:08:50.517 --> 02:08:51.177]  That's 877-608-0179 today.
[02:08:51.197 --> 02:08:53.259]  No matter how hard you try, you can't stop us now!
[02:08:53.279 --> 02:08:54.419]  No matter how hard you try... Cut!
[02:09:11.724 --> 02:09:16.106]  Colonel, are you guys going to have any live ammo, or will it be blanks, flashbangs?
[02:09:16.606 --> 02:09:24.370]  We've seen other drills where the Army blows up cars here in Texas, and then the Mayor announces they've really been attacked by terrorists with a Psy-Op, and then a day later announced they hadn't in Belton.
[02:09:25.391 --> 02:09:26.411]  What's going on with the ammo?
[02:09:27.392 --> 02:09:31.774]  I mean, it really depends on where it is that we're training and what the actual task is.
[02:09:31.834 --> 02:09:34.035]  Generally in training, we use blank ammunition.
[02:09:34.822 --> 02:09:44.109]  And only under very carefully controlled circumstances at a facility that can really handle a lot of live ammunition would we go to a live fire exercise.
[02:09:44.169 --> 02:09:49.452]  But generally in the state of Iowa, while we're training, it's always with some kind of blank ammunition.
[02:09:50.053 --> 02:09:50.573]  Generally?
[02:09:51.474 --> 02:09:53.215]  So that means sometimes you do have live ammo?
[02:09:54.801 --> 02:09:58.003]  We do not train in Iowa with live ammunition.
[02:09:58.363 --> 02:10:03.606]  We do do range fire here, which is to make sure that you're proficient on your particular weapons that you're assigned.
[02:10:03.626 --> 02:10:07.308]  But other than that, we don't do live fire training exercises here in Iowa.
[02:10:07.648 --> 02:10:09.569]  Well, you're pretty informed on all these issues, obviously.
[02:10:09.589 --> 02:10:10.269]  You're right in the middle of it.
[02:10:10.289 --> 02:10:17.393]  Did you hear about the mainstream news articles about Marines in California and other places helping at DWI checkpoints with citizens?
[02:10:17.433 --> 02:10:19.094]  Would that violate posse comitatus?
[02:10:19.794 --> 02:10:20.695]  I'm not aware of that.
[02:10:21.556 --> 02:10:33.609]  With respect to active duty military, that's called Title 10 when you're on active duty, and they're not allowed to participate in certain kinds of operations under the Posse Comitatus Act.
[02:10:35.091 --> 02:10:37.693]  We got secret memorandums at an army checkpoint in I-35.
[02:10:40.307 --> 02:10:59.178]  Back in 1998, it's in my film, Police State 2 The Takeover, and the FBI showed up, because the Army was telling us to get out of there, so they called the FBI, and the guy gave us the cover sheet, but actually stapled, Secret Memorandum, marked Restricted, 477 counties saying, we want to help you with warrant service at homes, we're here to help you.
[02:10:59.198 --> 02:11:01.260]  Do you guys have secret memorandums like that in Iowa?
[02:11:01.920 --> 02:11:04.602]  No, we don't participate in those kind of operations.
[02:11:04.622 --> 02:11:06.403]  You ever heard of any other states doing that?
[02:11:07.223 --> 02:11:07.664]  I have not.
[02:11:08.584 --> 02:11:14.726]  What about, like, even the National Guard, like in Alabama, comes out to sporting events and searches people's bags and things.
[02:11:15.046 --> 02:11:16.007]  Do you guys participate in that?
[02:11:16.647 --> 02:11:17.367]  No, we do not.
[02:11:18.367 --> 02:11:20.108]  Like the Army at the Super Bowl searching people?
[02:11:20.128 --> 02:11:21.529]  You guys don't take part in that?
[02:11:22.209 --> 02:11:23.289]  No, we don't take part in that.
[02:11:23.549 --> 02:11:29.791]  Does that sound like freedom to you, all over the country, to have the National Guard at big events like the Kentucky Derby and the Super Bowl searching bags?
[02:11:30.612 --> 02:11:36.814]  Well, I think if you're talking about keeping Americans safe, it's our job to do whatever we can to help them with that.
[02:11:37.489 --> 02:11:46.092]  And if our job happens to be to detect weapons of mass destruction, or other kinds of things that could harm a great deal of people, that's what we do.
[02:11:47.212 --> 02:11:54.195]  Certainly, again, we absolutely believe in the Constitution, and you won't find better patriots than people in the National Guard.
[02:11:54.715 --> 02:11:58.757]  Last time I was down in Central America, there was military out searching people.
[02:11:58.777 --> 02:12:01.217]  To me, is that the classic image of freedom?
[02:12:01.437 --> 02:12:03.938]  Keeping us safe from WMDs, searching three-year-olds' purses?
[02:12:04.258 --> 02:12:05.359]  Do we have photos of that?
[02:12:06.021 --> 02:12:11.544]  Well, I mean, all I can tell you is what we do here in Iowa and what we see in our operations.
[02:12:12.105 --> 02:12:15.927]  For instance, we were just asked to take part in the inauguration in Washington, D.C.
[02:12:16.567 --> 02:12:24.652]  Our job there was to help make sure people got in the right places, make sure that people were safe, and those are the kinds of missions that we're generally asked to do.
[02:12:25.172 --> 02:12:31.716]  But you're saying that's not a violation of posse comitatus to have the National Guard now completely federalized searching people's bags?
[02:12:32.358 --> 02:12:33.419]  No, I didn't say that.
[02:12:33.959 --> 02:12:42.924]  In fact, what I can tell you about the Iowa National Guard is we're generally in a state status on operations, unless of course we're deployed for war, then we'd be in a federal status.
[02:12:43.024 --> 02:12:49.068]  But generally, if we're going to work here in the United States somewhere, we're generally on a state status of some kind.
[02:12:50.629 --> 02:12:52.770]  Are you guys getting a lot of phone calls about this right now?
[02:12:54.111 --> 02:12:59.974]  We actually have gotten a number of phone calls about this, but I think the biggest misnomer is that once people find out
[02:13:00.552 --> 02:13:06.656]  If the actual mission is about replicating training so we can go to war, then they're okay with that.
[02:13:06.897 --> 02:13:11.580]  I think it's a misconception that has anything to do with other than combat readiness.
[02:13:12.000 --> 02:13:15.062]  Yeah, well, I've seen the documents, interviewed folks above your pay grade.
[02:13:15.183 --> 02:13:17.404]  Lieutenant Colonel, I'm sorry to tell you, you are wrong.
[02:13:17.824 --> 02:13:22.047]  You're being acclimated yourself, the police are being acclimated, the local community is being acclimated.
[02:13:22.308 --> 02:13:25.230]  For martial law, the FEMA camps are now public, no more denial.
[02:13:25.750 --> 02:13:29.513]  Lieutenant Colonel Greg Hapgood, we appreciate your time.
[02:13:29.813 --> 02:13:31.394]  We ask you to live up to your oath.
[02:13:32.174 --> 02:13:33.294]  Thanks for your opportunity.
[02:13:33.915 --> 02:13:34.335]  Thank you.
[02:13:34.375 --> 02:13:34.815]  Take care.
[02:13:35.735 --> 02:13:36.976]  We'll be back tomorrow live.
[02:13:36.996 --> 02:13:38.116]  Actually, back Sunday.
[02:13:38.596 --> 02:13:39.937]  And the rebroadcast starts now.
[02:13:40.177 --> 02:13:41.398]  Thank you for listening to GCN.
[02:13:41.418 --> 02:13:45.239]  Visit GCNlive.com today.
[02:13:49.329 --> 02:13:50.871]  Hello friends, this is Alex Jones.
[02:13:51.011 --> 02:13:55.618]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[02:13:55.758 --> 02:13:58.502]  We need to be independent, and food and water is the key.
[02:13:58.702 --> 02:14:01.586]  You'll never have to stand in a bread line if you have your own bread.
[02:14:01.766 --> 02:14:06.493]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[02:14:06.693 --> 02:14:07.634]  If you simply prepare.
[02:14:07.834 --> 02:14:10.757]  No one is going to take care of your family in the final equation but you.
[02:14:11.077 --> 02:14:17.963]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[02:14:18.063 --> 02:14:21.186]  And they do it at almost half the cost of last year's grocery prices.
[02:14:21.346 --> 02:14:21.607]  Call 1-800-409-5633.
[02:14:21.627 --> 02:14:22.888]  Or on the web, go to efoodsdirect.com.
[02:14:26.471 --> 02:14:32.535]  Visit efoodsdirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[02:14:32.735 --> 02:14:36.477]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[02:14:36.497 --> 02:14:37.998]  Again, 1-800-409-5633 or on the web at efoodsdirect.com.
[02:14:38.038 --> 02:14:38.458]  Take action today.
