[00:00:04.699 --> 00:00:06.180]  Thank you, Mr. Chairman.
[03:45:18.492 --> 03:45:20.353]  If you were a criminal, they'd like you.
[03:45:20.613 --> 03:45:23.416]  They don't like producing good red-blooded Americans.
[03:45:23.796 --> 03:45:27.339]  The MIAC report, Homeland Security, says you are the enemy.
[03:45:28.359 --> 03:45:31.162]  Right, and they were definitely showing that.
[03:45:31.302 --> 03:45:35.605]  I've been talking to people around here and showing them the 800 FEMA camps.
[03:45:36.215 --> 03:45:48.279]  And yesterday I was at the Hertford Chamber of Commerce and got the pandemic flu and you, which is to be given to the, this is a checklist for the employers.
[03:45:49.040 --> 03:46:01.884]  And right down in there, and I take and I show this right along with the detention, anyway, concentration camps under 1.2 plan for the, it says plan for the impact of a
[03:46:05.032 --> 03:46:05.332]  I'm good.
[03:46:21.892 --> 03:46:23.072]  Yeah, send that to us.
[03:46:23.132 --> 03:46:25.173]  We've seen that in the news, but it's always good.
[03:46:25.233 --> 03:46:28.173]  Send it to writers at InfoWars.com.
[03:46:28.554 --> 03:46:29.334]  God bless you, sir.
[03:46:29.354 --> 03:46:48.398]  I've got to move quick because we're almost out of time, but we just put up on screen, Vioxx maker Merck and co-drew up Dr. Hit List, an international drug company made a hit list of doctors who had to be neutralized or discredited because they criticized their anti-arthritis drug, the pharmacological giant produced,
[03:46:49.133 --> 03:46:51.657]  And it goes on to say, neutralize, neutralize.
[03:46:52.438 --> 03:46:53.900]  We're seeking to destroy teams.
[03:46:54.260 --> 03:46:55.322]  Go to where they live.
[03:46:55.642 --> 03:46:56.964]  Destroy them where they live.
[03:46:57.245 --> 03:46:58.246]  Go to their homes.
[03:46:59.408 --> 03:47:00.229]  They mean business.
[03:47:00.269 --> 03:47:02.132]  This is a hardcore savage group.
[03:47:04.375 --> 03:47:20.085]  And of course what they do is they demonize them, they marginalize them, they get them in front of a group of doctors, and they laugh at them, and it takes a lot of courage to stand up against them and say, why are you doing things that are going to damage and kill people?
[03:47:20.605 --> 03:47:32.573]  And as you said earlier, they have training manuals of how the head doctors call you in a group, they laugh, knowing the average fluoride head will laugh too, and again it's all psychology, all dog training.
[03:47:33.211 --> 03:47:39.997]  Well, I tell you what, I was in the House of Delegates of the California Medical Society for ten years.
[03:47:40.017 --> 03:47:52.448]  I finally brought the whole House of Delegates behind me, got a standing ovation, and the leaders of organized medicine still refuse to address the AIDS epidemic and to stop the unnecessary deaths.
[03:47:52.748 --> 03:47:57.312]  We've killed over a half a million people in America unnecessarily.
[03:47:57.632 --> 03:48:00.315]  Another million are infected, and they're going to die.
[03:48:01.038 --> 03:48:04.459]  But people think most are black.
[03:48:04.479 --> 03:48:07.819]  They're just going to put a red ribbon on and go to a dinner and feel good.
[03:48:08.540 --> 03:48:17.341]  So the globalists are also good at creating movements of charities around the black ops they're running to then act like they're the saviors while they do it.
[03:48:17.381 --> 03:48:18.122]  It's so sick.
[03:48:18.442 --> 03:48:20.702]  I know it really is.
[03:48:20.982 --> 03:48:29.684]  But one day Jesse Jackson and Al Sharpton are going to have to stand before the Lord and answer for what they've done and the betrayal of the black people.
[03:48:30.162 --> 03:48:30.402]  I hear you.
[03:48:30.422 --> 03:48:33.224]  We're going to have you back up soon about the whole HIV situation.
[03:48:33.724 --> 03:48:37.025]  John, is it John of North Carolina next, or is it Steve?
[03:48:38.146 --> 03:48:39.187]  Steven in Texas.
[03:48:39.207 --> 03:48:40.767]  You're on the air with Dr. Stan Monteith.
[03:48:41.268 --> 03:48:41.788]  Yeah, hi Alex.
[03:48:41.928 --> 03:48:44.229]  Hey, Dr. Monteith, good to talk to you.
[03:48:44.469 --> 03:48:53.334]  As a Bible-believing Christian, I'm sure you've heard of Jonathan Edwards, who preached the most well-known sermon in American history, hit sinners in the hands of an angry God.
[03:48:53.894 --> 03:48:55.695]  I don't know if you're aware of how he died.
[03:48:56.495 --> 03:49:06.837]  Uh, but in, and this relates to vaccines and I have something else I want to bring up if you have time, but in, uh, 1758 he was given the smallpox vaccine and that's what killed him.
[03:49:06.857 --> 03:49:15.559]  Well, I wish we had John, Jonathan Edwards back again because he led the great awakening in 1730 that saved America.
[03:49:15.839 --> 03:49:18.259]  Well, what we need is a great revival today.
[03:49:18.439 --> 03:49:21.700]  Short of that, I don't think we have any possibility of survival.
[03:49:22.358 --> 03:49:30.108]  And the other thing I wanted to ask is, have you ever heard of a book called Horrors of Vaccination Exposed and Illustrated that was published in 1920?
[03:49:33.740 --> 03:49:40.288]  Yeah, and I had sent a copy of that to Alex, but I just wanted to give you real quick some quotes right at the beginning.
[03:49:40.328 --> 03:49:41.169]  It's real short.
[03:49:41.829 --> 03:49:51.060]  Dr. James J. Garth Wilkinson in 1876 said this, this amazing act is the homicidal insanity of a whole profession.
[03:49:51.440 --> 03:49:53.243]  This is blood assassination.
[03:49:53.883 --> 03:49:54.483]  Yeah, let me stop you.
[03:49:54.503 --> 03:49:57.645]  For those that don't know, vaccination's over 300 years old, and I did get the PDF.
[03:50:22.972 --> 03:50:24.293]  We need to get a link to that up on the site.
[03:50:24.313 --> 03:50:26.315]  We have limited personnel and just can't do everything.
[03:50:26.335 --> 03:50:28.577]  I'm trying to finish a film today.
[03:50:28.597 --> 03:50:29.398]  It has to be done.
[03:50:29.798 --> 03:50:31.820]  Follow the Republic, but I appreciate your call.
[03:50:32.060 --> 03:50:35.183]  That's why everybody else should start radio shows, websites, get the word out.
[03:50:35.763 --> 03:50:37.004]  RadioLiberty.com.
[03:50:37.085 --> 03:50:39.987]  Great books, videos, materials at RadioLiberty.com.
[03:50:40.568 --> 03:50:43.350]  Dr. Monteith, thank you so much for spending time with us today.
[03:50:43.550 --> 03:50:44.491]  It's always a pleasure.
[03:50:44.531 --> 03:50:45.132]  God bless you, Alex.
[03:50:45.152 --> 03:50:45.292]  Bye-bye.
[03:50:46.281 --> 03:50:46.682]  Thank you.
[03:50:46.902 --> 03:50:50.748]  Straight ahead, more key news on the economy as we wrap up this transmission.
[03:50:51.108 --> 03:50:55.234]  I'll have to spend more time tomorrow on the overall troop takeover of America.
[03:50:56.136 --> 03:50:56.617]  Stay with us.
[03:51:01.670 --> 03:51:05.412]  Hello friends, this is Alex Jones here to tell you about Calvin Soap.
[03:51:05.552 --> 03:51:15.399]  My staff and I just love the old-fashioned pure handmade soap produced by the Calvin Soap Company, a family-owned and operated American company that's over 62 years old.
[03:51:15.719 --> 03:51:19.421]  Go to 5starsoaps.com or click on their link at InfoWars.com.
[03:51:19.641 --> 03:51:21.423]  They have been a longtime sponsor of ours.
[03:51:21.603 --> 03:51:25.125]  Calvin Soaps meet the highest standards of quality, purity, and value.
[03:51:25.425 --> 03:51:27.606]  Everyone should use their great line of products.
[03:51:27.986 --> 03:51:33.167]  I consistently hear from my listeners and friends how much they love the Calvin Pure Soap products.
[03:51:33.187 --> 03:51:38.029]  Check out their whole line of bath, hair, laundry and dish soap and more at 5starsoap.com.
[03:51:38.209 --> 03:51:43.130]  There is nothing like these factory direct, big money saving, triple concentrated soaps anywhere.
[03:51:43.590 --> 03:51:44.811]  Don't take my word for it.
[03:51:44.871 --> 03:51:48.354]  Get a free, detailed catalog by calling toll-free 1-800-340-7091.
[03:51:48.735 --> 03:51:53.379]  Or check them out online at 5starsoap.com.
[03:51:53.699 --> 03:51:57.142]  Again, go to 5starsoap.com and just try their products.
[03:51:57.242 --> 03:51:58.123]  You're gonna love them.
[03:51:58.183 --> 03:51:59.904]  You will never use anything else again.
[03:52:02.006 --> 03:52:07.491]  On September 11th, 2001, along with hundreds of my fellow troops, I went to Ground Zero.
[03:52:07.731 --> 03:52:09.072]  And we knew what to do.
[03:52:09.793 --> 03:52:10.754]  Or at least we thought we did.
[03:52:11.021 --> 03:52:17.426]  Truth Rising is a breakthrough 9-11 film that finally gives first responders a platform to tell their story.
[03:52:18.066 --> 03:52:26.593]  Whitman, EPA director on the 18th, made a statement that the air was safe to breathe.
[03:52:26.960 --> 03:52:33.762]  This film follows the growing momentum of 9-11 truth as brave souls throughout the world take action against their global masters.
[03:52:34.062 --> 03:52:37.123]  He had his hand over the radio while he was getting a countdown.
[03:52:37.223 --> 03:52:42.444]  He takes his hand off and you hear 3, 2, 1, and it was boom, boom, boom, boom, boom!
[03:52:43.004 --> 03:52:45.625]  This is an emergency transmission worldwide.
[03:52:46.085 --> 03:52:51.926]  Download Truth Rising at PrisonPlanet.tv and aggressively spread it worldwide.
[03:52:52.126 --> 03:52:54.127]  Or order the DVD at InfoWars.com.
[03:52:55.054 --> 03:53:00.016]  If we don't expose the government-sponsored terror, they're going to commit more acts and bring in martial law.
[03:53:01.717 --> 03:53:04.678]  Have you ever wanted to generate your own supply of electrical power?
[03:53:05.159 --> 03:53:05.459]  If so...
[03:53:09.377 --> 03:53:09.998]  We're good to go!
[03:53:34.281 --> 03:53:38.522]  Brownouts or blackouts, you'll never have to suffer through painful power outages again.
[03:53:38.782 --> 03:53:40.682]  When the power goes out, you'll be ready.
[03:53:41.163 --> 03:53:44.023]  With a solar power generator from Solutions from Science.
[03:53:44.403 --> 03:53:48.484]  Go to MySolarBackup.com and get off the grid today.
[03:53:48.944 --> 03:53:51.145]  That's MySolarBackup.com or call 877-327-0365.
[03:53:51.165 --> 03:53:51.325]  877-327-0365.
[03:53:51.345 --> 03:53:51.545]  Don't wait.
[03:53:51.585 --> 03:53:52.045]  Call today.
[03:54:04.301 --> 03:54:11.986]  The preacher man says it's the end of time and the Mississippi River, she's a gold drive.
[03:54:15.609 --> 03:54:21.553]  The interest is up and the stock market's down and you're only getting mugged if you go downtown.
[03:54:28.018 --> 03:54:52.272]  Alright we have Alex Jones on vacation enjoying the beach and I am Ted Anderson in case you're wondering if you don't already recognize my voice Alex called me up today he says man he says you've got to let these people know what's going on in the gold market everything's so hot and he's right man I just can't believe
[03:54:52.970 --> 03:54:57.097]  What I'm seeing and watching the economy just sort of melt down in front of my eyes.
[03:54:59.842 --> 03:55:01.825]  Alex and I have been talking about this on air.
[03:55:02.246 --> 03:55:03.628]  I've been in the gold market for 30 years.
[03:55:04.847 --> 03:55:24.813]  And, you know, I've always known that because of the fact that we have a deficit-based currency, the way that money comes into supply is by debt, that there's a flaw in the system and it's by design that it's going to destroy our economy and send us into a world-type economy and that'll be destroyed as well.
[03:55:24.853 --> 03:55:31.835]  You just simply cannot expect to take on more debt and not have the compounding interest consume you.
[03:55:32.455 --> 03:55:35.798]  And that's what's going on with the United States of America right now.
[03:55:36.259 --> 03:55:38.080]  And it's just sad to watch it happen.
[03:55:38.581 --> 03:55:44.486]  But on the other side of it, we've been talking to people about buying gold for years and years and years.
[03:55:44.566 --> 03:55:55.756]  And most everybody that has picked up gold, other than the people that have just picked it up recently, are up three, four, even in some cases 500% in their gold and silver positions.
[03:55:56.257 --> 03:55:58.659]  And I just need to say that that is just so wonderful.
[03:55:59.199 --> 03:56:09.107]  And the very fact that they bought that gold and silver from us is the reason why you have the opportunity today to listen to the Alex Jones Show, ironically enough.
[03:56:09.467 --> 03:56:21.157]  So the people that were supported the show by buying the gold and silver are now able to laugh their way to the bank while all the yuppies and the government institutions and the globalists are
[03:56:21.597 --> 03:56:29.563]  Are watching the whole thing melt apart and thinking that they're getting their teeth into the citizens by stripping away their wealth.
[03:56:30.223 --> 03:56:36.228]  The people that are listening to this show and taking advantage of the gold and silver offers are now looking at four, five, six hundred percent.
