[00:00:00.009 --> 00:00:00.069]  Wow.
[02:38:09.222 --> 02:38:19.490]  That you set it on your TV and somebody, the government or whoever, has the ability to spy on you.
[02:38:20.410 --> 02:38:23.112]  And so what I did is I opened it up to prove them wrong.
[02:38:24.834 --> 02:38:26.515]  And lo and behold,
[02:38:29.148 --> 02:38:33.270]  This is a Magnavox unit, by the way, that was purchased at Walmart.
[02:38:33.770 --> 02:38:42.453]  Lo and behold, though, as you can see, right here is a camera unit.
[02:38:43.674 --> 02:38:47.855]  There's actually a, if I can focus here, a microphone.
[02:38:49.836 --> 02:38:51.217]  Here's the RF sensor.
[02:38:52.097 --> 02:38:56.899]  So, not to confuse the camera for, you know, what you would use as a remote control,
[02:38:58.433 --> 02:38:59.633]  But clearly you can see.
[02:39:00.053 --> 02:39:00.813]  Alright, that's enough.
[02:39:00.833 --> 02:39:03.854]  This thing doesn't... We don't have a lot of time left here.
[02:39:04.354 --> 02:39:07.135]  So, we went out and bought the very same box, very same unit.
[02:39:07.895 --> 02:39:10.535]  It's the only unit Slave Mart was selling, Walmart was selling.
[02:39:11.095 --> 02:39:22.657]  It is the very same Magnavox, and you've got the little hole in there behind the black so that the infrared channel controller will work.
[02:39:22.797 --> 02:39:26.858]  This is a converter for the digital to analog.
[02:39:28.123 --> 02:39:39.594]  They said a conversion this week, and we have engineers that work here, I mean, degreed engineers, and one of them looked at this, and this is the same circuitry as you have in the video.
[02:39:39.614 --> 02:39:43.317]  So there would be extra circuitry here for a microphone, for a camera.
[02:39:45.239 --> 02:39:46.960]  And also, this is not two-way.
[02:39:47.621 --> 02:39:51.525]  This system, you know, isn't hooked up to cable, so they wouldn't have a way of getting it out.
[02:39:52.589 --> 02:39:54.530]  And so it appears it is a complete hoax.
[02:39:54.550 --> 02:39:57.752]  You know, you could say, oh well maybe just his unit had it and yours didn't.
[02:39:57.792 --> 02:39:59.794]  Well, we bought this and it didn't.
[02:40:00.294 --> 02:40:06.498]  But then when you notice that there's not the circuitry you would need for it, you know that you've got an issue here.
[02:40:07.859 --> 02:40:15.584]  Because we can look at this circuitry and look at the circuitry in his video and see it's the exact same circuitry and there's not the extra circuitry to have a camera.
[02:40:16.845 --> 02:40:18.286]  And I don't know why this guy did that.
[02:40:19.465 --> 02:40:27.774]  I don't know why, but over and over again I see, you know, we're not just here exposing the mainstream media, we're covering the alternative media.
[02:40:27.794 --> 02:40:32.379]  We're not policing it, we're just getting hundreds of calls and emails, we go and check it for ourselves.
[02:40:32.499 --> 02:40:34.741]  And so I'd say 98% chance this is a hoax.
[02:40:35.242 --> 02:40:36.643]  Now, what does that end up doing?
[02:40:37.744 --> 02:40:40.948]  Well, it ends up discrediting things like this.
[02:40:43.325 --> 02:40:44.106]  That's what it does.
[02:40:44.266 --> 02:40:48.511]  It discredits serious research in a big way.
[02:40:48.551 --> 02:40:50.653]  Because, zoom in over here for me.
[02:40:51.054 --> 02:40:56.259]  If you look at this, this little cheap $350 Acer laptop.
[02:40:56.660 --> 02:40:57.681]  Zoom in for me right here guys.
[02:40:58.502 --> 02:41:01.045]  You can see that there is a camera right there.
[02:41:03.376 --> 02:41:03.736]  Right here.
[02:41:04.797 --> 02:41:09.520]  And there is also a microphone, and Google admits, in fact, we had time, we pulled this up, I should have thought of that.
[02:41:10.741 --> 02:41:15.445]  Google, Google using microphones and cameras to record users.
[02:41:16.205 --> 02:41:21.709]  And you'll find a PrisonPlanet.com article, then it links to a Google press release, and they're scientific research.
[02:41:21.949 --> 02:41:25.271]  And then they bragged that Yahoo's doing it too, but their system's better.
[02:41:25.572 --> 02:41:28.214]  Remember the Super Bowl, the Janet Jackson malfunction with TiVo?
[02:41:29.232 --> 02:41:29.672]  Remember that?
[02:41:30.353 --> 02:41:34.135]  And then TiVo said, the Chicago Tribune, we had 2.2 million rewinds and replays.
[02:41:34.795 --> 02:41:35.836]  It was 2 point something.
[02:41:35.856 --> 02:41:36.777]  It was 2 in a million.
[02:41:37.137 --> 02:41:37.957]  It was 2 million something.
[02:41:37.977 --> 02:41:39.278]  I think it was 2.2 million.
[02:41:39.298 --> 02:41:40.279]  And they said, well, how do you know that?
[02:41:40.299 --> 02:41:42.500]  Well, the cable system is two ways.
[02:41:42.881 --> 02:41:45.962]  And the TiVo system, many of them have microphones and cameras in them.
[02:41:45.982 --> 02:41:46.443]  It's come out.
[02:41:47.043 --> 02:41:47.983]  But that's not what's important.
[02:41:48.003 --> 02:41:49.204]  They're recording what you watch.
[02:41:49.244 --> 02:41:50.264]  They know what you're doing.
[02:41:50.284 --> 02:41:54.365]  They understand your true psychological makeup and your true algorithm.
[02:41:54.505 --> 02:41:56.465]  They think with a 600 question test they can do that.
[02:41:56.745 --> 02:41:59.486]  Imagine with the hundreds of thousands of choices you make every year.
[02:41:59.526 --> 02:42:03.867]  And as the TVs and cable systems become your internet and your Xbox and all this, it's much worse.
[02:42:03.907 --> 02:42:07.028]  So you have this hidden in plain view right in front of everyone.
[02:42:08.548 --> 02:42:13.169]  And then meanwhile, people are out saying the digital converters are doing it when they're not.
[02:42:13.229 --> 02:42:14.310]  And so people go check this.
[02:42:14.330 --> 02:42:15.390]  They find out it's not true.
[02:42:16.394 --> 02:42:23.917]  And then they tell me, oh, it's been disproven that there's a camera on this or that Google or Yahoo or others brag that they have AI computers.
[02:42:23.957 --> 02:42:30.179]  And Google says, don't worry, we're just having a computer create a text of the words and audio in your home.
[02:42:30.199 --> 02:42:34.040]  And if your dog barks, we put up a dog food ad pops up, because your dog's barking.
[02:42:34.321 --> 02:42:37.162]  And the Google computer back at a network goes, oh, there's a dog.
[02:42:37.402 --> 02:42:38.102]  Put a dog food ad.
[02:42:38.422 --> 02:42:40.283]  And they say they listen to what you listen to on TV.
[02:42:40.804 --> 02:42:44.467]  And then an ad for the TV show you're listening to, because they have databases of it, pops up.
[02:42:44.987 --> 02:42:46.488]  So there you have it, ladies and gentlemen.
[02:42:46.889 --> 02:42:49.011]  The real Big Brother surveillance system.
[02:42:49.031 --> 02:42:50.512]  Cameras going up in school bathrooms.
[02:42:50.832 --> 02:42:52.734]  Face scanning cameras going up on the highways and roads.
[02:42:52.974 --> 02:42:53.734]  That's all real.
[02:42:54.615 --> 02:42:58.999]  This, a crock of bull, that only discredits the important work we're doing.
[02:42:59.519 --> 02:43:02.421]  So just because you can't trust the mainstream media, doesn't mean you can trust alternative media.
[02:43:02.782 --> 02:43:04.563]  Check everything for yourself.
[02:43:04.943 --> 02:43:06.805]  That is what we do here.
[02:43:08.021 --> 02:43:10.303]  Right now the world is a scary place.
[02:43:10.523 --> 02:43:15.729]  It's only a matter of time until we are struck again, but this time with biological and chemical attacks.
[02:43:15.969 --> 02:43:20.353]  The thought is scary, but it's important to hope for the best and prepare for the worst.
[02:43:20.553 --> 02:43:23.236]  The First Line Defense Kit allows you to do just that.
[02:43:23.416 --> 02:43:33.207]  The first line of defense kit includes Nutri-Immune and Nutri-Defense, providing top biological host defenses against pathogen entry, and provides immune NK killer cell boosting.
[02:43:33.427 --> 02:43:38.373]  Also included, the Nano-Mask Nano-Particular antiviral masks with replacement filters.
[02:43:38.733 --> 02:43:39.053]  I think.
[02:44:08.012 --> 02:44:10.533]  Terror Storm, a history of government-sponsored terror.
[02:44:10.873 --> 02:44:12.133]  Loose Change, Final Cut.
[02:44:12.434 --> 02:44:14.414]  Endgame, Blueprint for Global Enslavement.
[02:44:14.574 --> 02:44:16.335]  The True Story of the Bilderberg Group.
[02:44:16.475 --> 02:44:17.715]  The Late Great USA.
[02:44:17.955 --> 02:44:19.376]  America, Freedom to Fascism.
[02:44:19.736 --> 02:44:26.578]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[02:44:26.758 --> 02:44:30.680]  When you visit prisonplanet.com, you can connect to our amazing online store.
[02:44:30.820 --> 02:44:34.201]  Whether you're looking for survival and wellness products like Berkey water filters,
[02:44:34.521 --> 02:44:35.002]  We're good to go.
[02:44:54.535 --> 02:45:04.793]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[02:45:05.134 --> 02:45:06.597]  Join the info war today!
[02:45:07.318 --> 02:45:12.480]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[02:45:12.740 --> 02:45:21.703]  Did you know that most skin creams, body lotions, shampoos, and toothpastes are full of chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[02:45:21.963 --> 02:45:25.344]  Did you know that most multivitamin supplements are made from synthetic vitamins?
[02:45:25.384 --> 02:45:25.744]  I think so.
[02:45:47.325 --> 02:45:50.027]  Visit tobenatural.com.
[02:45:50.087 --> 02:45:52.869]  That's tobenatural.com.
[02:45:52.950 --> 02:45:54.611]  Tobenatural.com.
[02:45:54.771 --> 02:45:57.473]  Use coupon code GCN and receive a 10% discount.
[02:45:57.613 --> 02:45:57.873]  Call 1-888-417-1375.
[02:45:58.033 --> 02:46:00.035]  That's 1-888-417-1375 to order or request your free catalog today!
[02:46:11.903 --> 02:46:13.164]  Okay, final segment.
[02:46:13.264 --> 02:46:16.445]  I want to cut the audio and go into some analysis of this.
[02:46:16.465 --> 02:46:18.826]  Let's go ahead and kill that for me because I don't have a lot of time.
[02:46:19.366 --> 02:46:21.427]  We got about five minutes left here.
[02:46:22.027 --> 02:46:28.170]  Now, again, being serious, this is what's really surveilling you by tracking what you watch and what you do.
[02:46:28.230 --> 02:46:30.170]  This is a Scientific Atlantic cable box.
[02:46:31.511 --> 02:46:33.812]  And if you look inside, let's see if there's a camera in here.
[02:46:35.501 --> 02:46:37.143]  Oh, right there, hidden camera.
[02:46:37.663 --> 02:46:38.784]  Haha, it's a joke, folks.
[02:46:38.804 --> 02:46:39.385]  I'm just joking.
[02:46:39.765 --> 02:46:41.967]  And that's basically what that other guy, it looks like, did.
[02:46:42.408 --> 02:46:46.252]  Was, uh, you know, basically engaging a hoax.
[02:46:46.292 --> 02:46:50.516]  But maybe, if the guy wants to contact me, we'll have that, what looks like a hoaxer on the show.
[02:46:52.438 --> 02:46:58.420]  We've got four minutes left, ladies and gentlemen, and I wanted to bring up Ted Anderson of Midas Resources, Inc.
[02:46:58.520 --> 02:47:02.662]  because gold went up over $100 in the last week and a half.
[02:47:03.242 --> 02:47:08.064]  It is right up there at the $973 level, what it was basically yesterday.
[02:47:08.364 --> 02:47:10.485]  It went as high as $983, but it's $973.
[02:47:10.805 --> 02:47:14.186]  This is the very last offer with this when Ted bought gold at $865.
[02:47:14.566 --> 02:47:18.348]  He has priced gold and silver, silver at the $9 level,
[02:47:19.901 --> 02:47:20.262]  Go to
[02:47:36.360 --> 02:47:38.641]  No, I mean obviously that would be the wrong thing to do.
[02:48:01.434 --> 02:48:02.635]  I mean, just look at Obama.
[02:48:02.695 --> 02:48:06.478]  He's got all sorts of new ideas on how to get the economy stimulated.
[02:48:06.498 --> 02:48:08.079]  New ideas from Lenin and Marx.
[02:48:08.339 --> 02:48:12.422]  Yeah, it's all about printing money and devaluating currency.
[02:48:12.462 --> 02:48:16.424]  I mean, the foreigners are just going to get fed up and they'll be getting out of the U.S.
[02:48:16.485 --> 02:48:17.005]  Treasuries.
[02:48:17.465 --> 02:48:22.609]  And when that happens, the United States dollar is just going to fall like a rock in the lake.
[02:48:23.449 --> 02:48:27.752]  But meanwhile, I'm looking for every opportunity I can to buy gold.
[02:48:28.133 --> 02:48:29.954]  And I can tell you, you should be too.
[02:48:30.998 --> 02:48:31.839]  You're right about that.
[02:48:31.879 --> 02:48:37.081]  The francs at that $2.21 level, that supply is just about gone.
[02:48:37.101 --> 02:48:39.402]  It ran out of the British sovereigns two days ago.
[02:48:40.163 --> 02:48:44.285]  They're currently right now trading at $242 for the francs.
[02:48:45.025 --> 02:48:49.928]  The supply that I have is at $2.21, so there you can prepare yourself for that price increase.
[02:48:50.388 --> 02:48:53.550]  The Walking Liberty halves, very short in supply.
[02:48:54.210 --> 02:49:00.233]  I do have a new deal that I'll be offering later, but it's not as sweet as this one.
