[00:00:52.809 --> 00:00:53.669]  Look at this article.
[02:10:34.298 --> 02:10:37.000]  I snuck in, hid out, and got out of there.
[02:10:37.480 --> 02:10:40.242]  The few times I was out in public, I got questioned and almost got caught.
[02:10:40.582 --> 02:10:43.705]  But the issue is, then,
[02:10:46.207 --> 02:10:57.916]  In 2004, Officer Jack McClam called up and he said, my webmaster lives in California and he's applied for a job there.
[02:10:58.436 --> 02:10:59.717]  Do you want him to shoot?
[02:11:00.658 --> 02:11:01.718]  He's going to shoot video.
[02:11:01.758 --> 02:11:02.279]  Do you want it?
[02:11:02.839 --> 02:11:03.540]  And I said, no.
[02:11:03.600 --> 02:11:05.982]  I'm not going to have anything to do with anybody else going in there.
[02:11:06.402 --> 02:11:08.023]  They're going to end up charging him.
[02:11:08.063 --> 02:11:08.784]  He's going to go to jail.
[02:11:09.264 --> 02:11:10.305]  I'm not going to put anybody
[02:11:12.170 --> 02:11:17.431]  Into a position to go to jail, but I talked to Chris Jones and I said, if you want to do it, go ahead and do it.
[02:11:17.451 --> 02:11:18.612]  But I said, this isn't a joke.
[02:11:18.652 --> 02:11:19.932]  I got death threats over this.
[02:11:20.652 --> 02:11:22.292]  And I said, I'm a public figure.
[02:11:23.113 --> 02:11:24.613]  It's why they haven't come after me that bad.
[02:11:24.633 --> 02:11:26.353]  But bad stuff's happened to other people.
[02:11:27.234 --> 02:11:29.634]  And the Bohemian Grove's connected to the Polly Kloss murder.
[02:11:29.674 --> 02:11:30.854]  They found her right outside there.
[02:11:31.435 --> 02:11:33.815]  And I said, these are very serious people.
[02:11:34.295 --> 02:11:35.416]  And I said, I risk my life.
[02:11:35.456 --> 02:11:37.376]  And I advise Chris Jones not to do it.
[02:11:37.936 --> 02:11:40.697]  Well, about two weeks after the Bohemian Grove that year,
[02:11:41.895 --> 02:11:48.821]  In comes the mail, memory stick, shot off the little Sony cameras that are still cameras that also shoot video, of him getting footage.
[02:11:50.082 --> 02:11:58.688]  And I told him not to tell people, we gave him, and then finally he went public who he was, and they went and SWAT teamed him and arrested him and set him up.
[02:11:59.149 --> 02:12:10.738]  They said that because he showed Neighbors, my film, Dark Secrets Inside Bohemian Grove, that's aired on Trio Network, the footage, that that was a real murder of a child and that he did it.
[02:12:11.837 --> 02:12:12.878]  This is in the newspaper.
[02:12:13.719 --> 02:12:22.666]  That's how, and they got a jury that was so dumbed down like the Salem Witch Trials, that they believe Chris Jones had been part of a satanic ritual and had shown people.
[02:12:25.368 --> 02:12:27.050]  That's how America operates now.
[02:12:27.990 --> 02:12:33.755]  So, a lot of people talk about getting jobs or infiltrating it.
[02:12:34.176 --> 02:12:35.617]  It isn't a game.
[02:12:37.679 --> 02:12:39.100]  It isn't a game.
[02:12:40.148 --> 02:12:41.348]  We have the FBI here.
[02:12:41.368 --> 02:12:44.630]  I have all sorts of crap happen to me that I don't even want to get into.
[02:12:45.250 --> 02:12:46.830]  This is not a game, folks.
[02:12:46.870 --> 02:12:47.931]  This is not a joke.
[02:12:48.371 --> 02:12:50.412]  This is not a... And I kept telling Chris.
[02:12:50.472 --> 02:12:53.112]  I said, Chris, you've got to stop telling people who you really are.
[02:12:54.053 --> 02:13:00.115]  I said, you know... And then he went further.
[02:13:00.155 --> 02:13:01.555]  He tried to get a job there again.
[02:13:02.396 --> 02:13:03.616]  And that's when they came and arrested him.
[02:13:03.856 --> 02:13:05.997]  Four bohemian groves saying he was killing children.
[02:13:07.945 --> 02:13:09.545]  And he's in prison last time I checked.
[02:13:10.106 --> 02:13:12.226]  I mean, this is how America operates, folks.
[02:13:13.066 --> 02:13:18.848]  I mean, I could take you to a town ten miles from here where the cops will pull you over, punch you right in the face, and take your wallet and laugh at you.
[02:13:19.168 --> 02:13:20.969]  And it's on CNN and nobody's going to stop them.
[02:13:21.929 --> 02:13:23.989]  Let's go ahead and take another call here.
[02:13:24.610 --> 02:13:28.971]  Let's go ahead and talk to Kyle in California.
[02:13:29.011 --> 02:13:29.871]  Kyle, you're on the air.
[02:13:30.871 --> 02:13:31.872]  Hey, Mr. Jones, how you doing?
[02:13:32.252 --> 02:13:32.492]  Good.
[02:13:34.295 --> 02:13:35.676]  Well, it all started like this.
[02:13:35.796 --> 02:13:38.178]  We were out there interviewing Branch Davidians.
[02:13:53.612 --> 02:13:54.433]  to make a documentary
[02:14:11.741 --> 02:14:12.722]  And Mike Hanson was with me.
[02:14:12.742 --> 02:14:13.922]  He goes, oh yeah, we'll do it.
[02:14:13.962 --> 02:14:15.403]  I said, Mike, I don't have the money for that.
[02:14:15.423 --> 02:14:16.564]  He goes, oh, just ask your listeners.
[02:14:16.584 --> 02:14:17.845]  It'll be a small little shack.
[02:14:18.305 --> 02:14:19.406]  Costs a few thousand dollars.
[02:14:20.046 --> 02:14:27.430]  Then George Pullian, since deceased an architect, shows up and draws up this giant thing with 48 columns and holds 400 people.
[02:14:27.490 --> 02:14:30.152]  And so the feds can't burn it down.
[02:14:30.212 --> 02:14:31.753]  It'll be built out of hardy board.
[02:14:31.813 --> 02:14:33.954]  And it's not fancy, but it's big.
[02:14:34.374 --> 02:14:38.117]  And so that happened without even my control and just got built.
[02:14:39.071 --> 02:14:43.217]  Uh, so that's the whole... You're pretty well known for that, that uh, you know, stirring up the feathers.
[02:14:43.237 --> 02:14:49.746]  You have a lot of information on a lot of subjects and a lot of, uh... Yeah, no, no, I was just filling that in, because Wikipedia won't let me spell my name right.
[02:14:50.626 --> 02:14:54.608]  They won't let me get my info, and it says I built the Davidian church like I was with Koresh.
[02:14:54.628 --> 02:14:55.388]  I never met Koresh.
[02:14:55.708 --> 02:15:06.013]  I built a memorial church with a plaque for the officers that died as well, and the media says I am a Davidian who built the thing with Koresh, and it's all lies.
[02:15:06.753 --> 02:15:15.177]  USA Today is on InfoWars.com that says we're building a memorial church for those that died, but I'm just explaining that that's how the media twists things.
[02:15:15.457 --> 02:15:17.198]  People now think I'm a Davidian that
[02:15:17.498 --> 02:15:20.739]  That was there in the siege and firing with the B.A.T.F.
[02:15:20.799 --> 02:15:26.580]  and I barely survived and I was with Al-Qaeda and none of it's true.
[02:15:26.800 --> 02:15:30.041]  How many years after did you sneak into Bohemian Grove after you did the Waco thing?
[02:15:30.081 --> 02:15:31.001]  A year.
[02:15:31.281 --> 02:15:31.821]  A year later.
[02:15:33.502 --> 02:15:41.524]  Can you explain to me how someone like you can stir up so many feathers, ruffle up so many feathers with the elite, or if you will, the people who control the world?
[02:15:41.544 --> 02:15:42.284]  Yeah, I can explain how.
[02:15:42.324 --> 02:15:43.264]  The force is with me.
[02:15:44.505 --> 02:15:45.685]  I mean, I believe in God.
[02:15:47.997 --> 02:15:50.999]  I'm not comparing myself to Davy Crockett, but have you ever read all his exploits?
[02:15:51.719 --> 02:15:53.360]  A hundred times the man I am.
[02:15:55.121 --> 02:15:59.384]  Look, I'm in the media and I'm doing these things and I've paid a great price.
[02:15:59.884 --> 02:16:01.165]  Well, who controls the media?
[02:16:01.185 --> 02:16:01.886]  The national press?
[02:16:01.946 --> 02:16:02.286]  Reuters?
[02:16:02.326 --> 02:16:03.026]  And who owns them?
[02:16:03.086 --> 02:16:03.767]  The Rothschilds?
[02:16:04.347 --> 02:16:06.268]  And you interviewed David the Rothschild?
[02:16:07.890 --> 02:16:09.270]  Oh, this is an attack call?
[02:16:09.290 --> 02:16:11.452]  Well, let me stop you and actually answer that question.
[02:16:13.073 --> 02:16:14.674]  Have you heard that Rothschild interview?
[02:16:16.629 --> 02:16:16.910]  Kind of.
[02:16:16.950 --> 02:16:17.650]  I listen to it a little bit.
[02:16:17.670 --> 02:16:21.353]  I'm really not into the whole eco-green thing and whatnot.
[02:16:21.373 --> 02:16:24.054]  Well, you better be, because they're using that to take over.
[02:16:24.795 --> 02:16:29.778]  He put out a book, a children's book, about how the polar bears can't swim and all this.
[02:16:30.099 --> 02:16:34.602]  So let me tell you how we get big guests for all the other shows that are lazy and then think we have magical powers.
[02:16:35.262 --> 02:16:40.605]  We pick up the phone and we call up and we say, we would like to interview Mr. Rothschild.
[02:16:40.645 --> 02:16:48.809]  And she's like, well he's doing 14 interviews today and 20 tomorrow to promote his book, but we can give you 10 minutes on this day.
[02:16:49.509 --> 02:16:52.791]  And then you get him on and then you keep him on and you get in an argument with him.
[02:16:53.091 --> 02:16:57.653]  Like people thought that was staged that I was at the Republican National Convention and saw David Gergen.
[02:16:57.813 --> 02:16:58.914]  Who do you think said that?
[02:16:59.234 --> 02:17:00.695]  Sean Hannity and David Gergen.
[02:17:01.475 --> 02:17:03.277]  I walk up and talk to David Gergen.
[02:17:03.477 --> 02:17:04.398]  No, this is real.
[02:17:04.458 --> 02:17:09.863]  If you'd get up off your butt and go out and live... I mean, I'm the guy that predicted 9-11.
[02:17:10.203 --> 02:17:10.924]  Hold on, put him on hold.
[02:17:10.944 --> 02:17:11.544]  I'm gonna hold him over.
[02:17:11.825 --> 02:17:13.186]  I'm the guy that predicted 9-11.
[02:17:13.446 --> 02:17:15.208]  I'm the guy that makes the first 9-11 film.
[02:17:15.408 --> 02:17:16.949]  I'm the guy that makes the big Obama film.
[02:17:17.190 --> 02:17:18.711]  I'm the guy because I work.
[02:17:19.011 --> 02:17:19.592]  I work.
[02:17:19.972 --> 02:17:20.513]  I work.
[02:17:20.693 --> 02:17:22.054]  I bust my butt.
[02:17:22.574 --> 02:17:24.416]  I fight the New World Order.
[02:17:24.836 --> 02:17:25.977]  That's how I do it.
[02:17:26.801 --> 02:17:28.924]  Okay, I thought you were asking about the Davidians there.
[02:17:29.344 --> 02:17:31.326]  Okay, I snuck into Bohemian Grove.
[02:17:32.107 --> 02:17:35.551]  I'm the only one, the only mission in there to ever get out of there.
[02:17:36.392 --> 02:17:38.855]  Okay, and I did it because God is with me.
[02:17:39.295 --> 02:17:41.217]  And if He's with you, who can be against you?
[02:17:41.237 --> 02:17:42.299]  See, I believe in God.
[02:17:44.062 --> 02:17:52.225]  And so the fact that you would attack my credibility as if I'm not the real McCoy, because I got radio producers that know how to pick a telephone up, is baloney.
[02:17:52.706 --> 02:17:55.387]  But we'll come back to you with your BS.
[02:17:55.647 --> 02:17:57.788]  See, I'm not the bankers taking your life over.
[02:17:58.068 --> 02:17:59.228]  I'm the guy waking people up.
[02:17:59.368 --> 02:18:00.169]  I'm the good guy.
[02:18:00.649 --> 02:18:10.753]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh, nutritious vegetables will make it to your dinner table?
[02:18:11.233 --> 02:18:12.194]  Garden in a can.
[02:18:12.654 --> 02:18:13.355]  We're good to go.
[02:18:31.235 --> 02:18:32.255]  Garden in a Can.
[02:18:32.655 --> 02:18:33.516]  It's that simple.
[02:18:33.856 --> 02:18:35.736]  Fresh, healthy, easy.
[02:18:36.256 --> 02:18:40.218]  Only $69.95 for over a half acre of safe fresh vegetables.
[02:18:40.598 --> 02:18:41.518]  Ready when you are.
[02:18:42.158 --> 02:18:45.799]  Stop procrastinating and start preparing with Garden in a Can.
[02:18:46.239 --> 02:18:49.340]  For more details visit GardenInACan.com today.
[02:18:49.720 --> 02:18:52.241]  That's GardenInACan.com or call 866-598-7396.
[02:18:52.261 --> 02:18:52.301]  866-598-7396.
[02:19:00.251 --> 02:19:05.481]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[02:19:06.272 --> 02:19:11.616]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[02:19:12.157 --> 02:19:18.361]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:19:18.661 --> 02:19:20.483]  Well, Obama's already fudging.
[02:19:20.623 --> 02:19:23.025]  He's fudged since day one in this election.
[02:19:23.085 --> 02:19:33.973]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[02:19:36.275 --> 02:19:37.516]  It's not about left or right.
[02:19:37.936 --> 02:19:39.337]  It's about a one world government.
[02:19:39.797 --> 02:19:46.161]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:19:46.702 --> 02:19:54.487]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:19:54.967 --> 02:19:56.128]  The Obama Deception.
[02:19:56.548 --> 02:19:57.729]  The people strike back.
[02:19:59.224 --> 02:20:03.546]  There's a guy named MZ in Santa Cruz, California who owns one of our affiliate radio stations.
[02:20:03.746 --> 02:20:06.168]  He got laid off from a job he loved many years ago.
[02:20:06.328 --> 02:20:07.068]  He was devastated.
[02:20:07.208 --> 02:20:15.873]  But it taught him a lesson very early in life that even when you do a great job for someone and your boss tells you how much he appreciates you every day, there is no job security.
