[00:00:01.191 --> 00:00:01.611]  Michigan.
[02:37:56.390 --> 02:37:58.491]  Give the Midas Resources brokers a call.
[02:37:59.072 --> 02:38:00.774]  It's low sales pitch.
[02:38:00.814 --> 02:38:01.895]  They'll just take your order.
[02:38:02.115 --> 02:38:04.917]  When you tell them what you want, they'll deliver the order to you.
[02:38:05.237 --> 02:38:06.539]  They just want you as a customer.
[02:38:06.599 --> 02:38:07.179]  Great folks.
[02:38:07.199 --> 02:38:07.720]  Give them a call.
[02:38:08.080 --> 02:38:08.420]  800-686-2237.
[02:38:08.500 --> 02:38:13.244]  And Ted, does this deal go to midnight again?
[02:38:13.465 --> 02:38:14.726]  It goes till midnight tonight.
[02:38:14.766 --> 02:38:17.148]  We'll see what happens tomorrow, so... 800-686-2237.
[02:38:18.609 --> 02:38:20.070]  Thank you, Ted Anderson.
[02:38:20.831 --> 02:38:21.431]  Thanks, Alex.
[02:38:22.292 --> 02:38:25.515]  They've got some other specials at MidasResources.com, but they won't be that good.
[02:38:25.775 --> 02:38:26.956]  Still great deals across the board.
[02:38:27.256 --> 02:38:28.197]  That number, have you missed it?
[02:38:28.217 --> 02:38:28.437]  800-686-2237.
[02:38:28.718 --> 02:38:31.440]  All right, let's go to Jeremy in Wisconsin.
[02:38:31.460 --> 02:38:32.361]  Jeremy, you're on the air.
[02:38:32.401 --> 02:38:32.701]  Welcome.
[02:38:33.422 --> 02:38:33.762]  Hi, Alex.
[02:38:33.822 --> 02:38:34.162]  How are you?
[02:38:34.543 --> 02:38:34.883]  Good, buddy.
[02:38:35.823 --> 02:38:51.045]  Um, well just recently up here in Milwaukee there's been a lot of police activity in the city which I kind of wanted to bring to attention and some other interesting facts from somebody who had to go to an impact class about how they're going to set up breathalyzer checkpoints in the city.
[02:38:51.485 --> 02:38:52.426]  They've been planning for this.
[02:38:53.120 --> 02:38:54.380]  Yeah, that's right.
[02:38:54.420 --> 02:38:59.482]  The Feds say just to get you used to checkpoints like the airport, they're going to be in malls everywhere.
[02:38:59.502 --> 02:39:05.544]  And then if you say no to the Fourth Amendment violation, they're going to grab a needle out and start torturing you with it.
[02:39:06.665 --> 02:39:15.408]  And more interesting, the downtown area is where all the restaurants and bars and it's a pretty happening place where college students or whoever live in downtown go.
[02:39:16.970 --> 02:39:24.238]  You want to hurt these bastards, never use their prescription drugs, never use their alcohol, or if you do, do it at home.
[02:39:25.800 --> 02:39:27.302]  Look, they're the drug peddlers.
[02:39:28.563 --> 02:39:33.687]  And then cops and local governments have always run the whores and the drugs and they only shut down who they don't like.
[02:39:33.987 --> 02:39:34.928]  Don't go down there!
[02:39:34.988 --> 02:39:35.588]  Boycott it!
[02:39:35.608 --> 02:39:36.669]  Say, look you bastards!
[02:39:36.969 --> 02:39:38.390]  Look you stinking parasites!
[02:39:38.751 --> 02:39:40.592]  You go ahead and set up your checkpoints.
[02:39:40.632 --> 02:39:41.573]  We're not going down there.
[02:39:41.613 --> 02:39:41.953]  Go ahead.
[02:39:42.373 --> 02:39:47.337]  Oh yeah, well actually I stopped going down there just because recently some of the favorite places to go
[02:39:48.541 --> 02:39:50.982]  Hey, some of my favorite restaurants are on 6th Street.
[02:39:51.542 --> 02:39:55.444]  I don't go down there, hardly ever, like I used to, even though I don't drink.
[02:39:56.084 --> 02:39:57.004]  Rarely do I drink.
[02:39:57.044 --> 02:40:01.426]  The point is, I don't even go down there because I don't want to be around the steroid cops.
[02:40:01.926 --> 02:40:02.786]  So it can rot!
[02:40:02.926 --> 02:40:03.607]  It can fall!
[02:40:03.927 --> 02:40:04.507]  But they don't care.
[02:40:04.527 --> 02:40:08.268]  They're like, good, we'll just come arrest you for your garage sale, Alex.
[02:40:08.328 --> 02:40:09.269]  We want slaves!
[02:40:10.329 --> 02:40:11.790]  We've legalized slavery again.
[02:40:11.830 --> 02:40:12.590]  I'm sorry, go ahead.
[02:40:12.850 --> 02:40:17.132]  Well, they're coming right inside all the restaurants and bars and they also have their full dress.
[02:40:17.152 --> 02:40:28.259]  So, in Austin they go in the Radisson Hotel where a guy had three Miller Lights watching the football game, a commuter businessman, and they arrested him when he ordered the third Miller Light in an hour.
[02:40:28.799 --> 02:40:30.880]  I know, they're just, it's total Soviet Union!
[02:40:30.900 --> 02:40:32.441]  It is, it is.
[02:40:32.501 --> 02:40:41.426]  Everyone likes to go for the Packer games, you know, and meet up together and go somewhere, or go to the stadium of Miller Park and go there, but they've been coming into every single place in the city.
[02:40:42.185 --> 02:40:50.292]  I'm trying to warn people that, and I'm trying to get them a little more informed and going to listen to other media outlets such as yours.
[02:40:51.073 --> 02:40:54.837]  But hopefully this, you know, spreading this news around is going to help.
[02:40:55.917 --> 02:40:56.518]  Are you kidding?
[02:40:56.538 --> 02:40:57.259]  You better stop.
[02:40:57.279 --> 02:40:58.780]  The checkpoints there are next.
[02:40:59.200 --> 02:41:03.745]  The feds are paying them just like they couldn't execute that guy in two hours because it wasn't a doctor?
[02:41:03.765 --> 02:41:06.327]  Because doctors won't kill people because of the Hippocratic Oath?
[02:41:06.867 --> 02:41:08.309]  At that execution you heard about?
[02:41:09.557 --> 02:41:15.502]  The cops, it's admitted, because they've been doing it for 14 years in Arizona, they just start jamming needles in your arms.
[02:41:15.542 --> 02:41:16.944]  It's like it's fun for them.
[02:41:19.606 --> 02:41:19.886]  Sorry.
[02:41:20.827 --> 02:41:30.455]  Just saying, well, the information I got came right from a police officer who teaches the alcohol assessment classes that someone had told me that they have to go see twice a week.
[02:41:31.156 --> 02:41:34.399]  So I imagine that they're actually going to be implementing this pretty soon here.
[02:41:35.496 --> 02:41:40.219]  Yeah, the only answer, the problem is, if you don't drink or do anything, they still make other stuff illegal.
[02:41:40.639 --> 02:41:49.143]  That's why they're making homeschooling illegal, taking care of your neighbor's kids illegal, growing a garden illegal, because they're like, God, we want to arrest these slaves.
[02:41:49.804 --> 02:41:51.204]  Man, we want to beat them over the head.
[02:41:51.785 --> 02:41:52.525]  How do we do it?
[02:41:52.945 --> 02:41:54.066]  We've got to get more money.
[02:41:54.086 --> 02:41:59.609]  See, the big banks set up this system, and the locals suck the money out of you, so they hire thugs to carry it out.
[02:42:00.973 --> 02:42:06.315]  How many times have you been in a situation where having a hidden audio or video recorder would have made a difference in your life?
[02:42:06.855 --> 02:42:11.497]  In the past, owning a hidden video recorder has been expensive and too much of a bother to carry.
[02:42:11.977 --> 02:42:12.617]  That was then.
[02:42:13.198 --> 02:42:13.838]  This is now.
[02:42:14.498 --> 02:42:16.679]  Introducing DigiNet Spy Sunglasses.
[02:42:17.199 --> 02:42:22.861]  These sunglasses contain a small hidden camera that will record up to four hours of real-time audio and video.
[02:42:23.261 --> 02:42:32.105]  The DigiNet sunglasses are perfect for traffic stops, unlawful searches and seizures, town hall meetings, proving your innocence, or any other situation you'd like to record.
[02:42:32.485 --> 02:42:35.226]  And if sunglasses aren't for you, check out the DigiPen.
[02:42:35.946 --> 02:42:39.909]  It does the same great job as the sunglasses, but in the form of a functional pen.
[02:42:40.430 --> 02:42:41.450]  Video never lies.
[02:42:41.931 --> 02:42:43.091]  Watch Big Brother back.
[02:42:43.592 --> 02:42:45.053]  Visit diginet.net.
[02:42:45.393 --> 02:42:47.915]  That's D-I-G-A-N-E-T dot net.
[02:42:48.355 --> 02:42:50.557]  D-I-G-A-N-E-T dot net.
[02:42:50.957 --> 02:42:52.118]  Diginet dot net.
[02:42:52.638 --> 02:42:53.119]  Or call 1-888-344-6681.
[02:42:53.139 --> 02:42:53.339]  1-888-344-6681 today.
[02:43:01.460 --> 02:43:06.788]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[02:43:07.268 --> 02:43:14.319]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[02:43:14.855 --> 02:43:21.059]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:43:21.439 --> 02:43:23.260]  Well, Obama's already fudging.
[02:43:23.420 --> 02:43:25.821]  He's fudged since day one of this election.
[02:43:25.922 --> 02:43:36.728]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[02:43:37.489 --> 02:43:38.771]  It's not about left or right.
[02:43:39.151 --> 02:43:40.612]  It's about a one world government.
[02:43:41.013 --> 02:43:47.360]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:43:47.940 --> 02:43:55.708]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:43:56.209 --> 02:43:57.350]  The Obama Deception.
[02:43:57.770 --> 02:43:58.972]  The people strike back.
[02:44:00.919 --> 02:44:02.942]  Why are you letting that search engine spy on you?
[02:44:03.102 --> 02:44:03.903]  Spy on me?
[02:44:03.963 --> 02:44:04.244]  Yeah.
[02:44:04.284 --> 02:44:09.211]  Don't you know Google, Yahoo, and other search engines record all your searches and store them in a giant database?
[02:44:09.331 --> 02:44:10.813]  You should use Startpage instead.
[02:44:10.974 --> 02:44:11.615]  Startpage?
[02:44:11.715 --> 02:44:12.055]  Yeah.
[02:44:12.135 --> 02:44:13.117]  Startpage.com.
[02:44:13.237 --> 02:44:15.961]  The new name for Ixquik, the world's most private search engine.
[02:44:16.161 --> 02:44:19.885]  They don't record your searches or your IP address, and the search results are great.
[02:44:20.046 --> 02:44:22.969]  Plus, StartPage is third-party certified, and it's totally free.
[02:44:23.169 --> 02:44:25.552]  I don't want Big Brother watching what I do on the internet.
[02:44:25.792 --> 02:44:27.294]  I'm adding StartPage to my browser.
[02:44:27.394 --> 02:44:27.614]  Right!
[02:44:27.694 --> 02:44:30.717]  Go to StartPage.com and start searching with privacy.
[02:44:31.018 --> 02:44:32.560]  Hello folks, this is Alex Jones.
[02:44:32.940 --> 02:44:36.444]  There are some habits you need to break if you want to hold on to your privacy.
[02:44:36.784 --> 02:44:40.427]  That's why I'm inviting you to take the one-week StartPage challenge.
[02:44:40.567 --> 02:44:45.531]  The next time you're about to look something up on Google, Yahoo, or Bing, go to StartPage.com instead.
[02:44:45.711 --> 02:44:48.694]  Try seven days of StartPage and break the big brother habit.
[02:44:49.114 --> 02:44:50.695]  Do yourself and your privacy a favor.
[02:44:50.875 --> 02:44:54.778]  Try StartPage.com for seven days and start protecting your privacy.
[02:44:55.159 --> 02:44:56.239]  That's StartPage.com.
[02:45:05.509 --> 02:45:06.950]  Hey, look what a listener sent us.
[02:45:07.991 --> 02:45:09.493]  Freedom is total government.
[02:45:09.973 --> 02:45:11.394]  Freedom is no freedom.
[02:45:11.975 --> 02:45:13.336]  That's what Uncle Sam says.
[02:45:14.277 --> 02:45:14.717]  Look at these.
[02:45:15.338 --> 02:45:21.984]  It says, In Government We Trust, Slavery, 2010, with Obama with a Che Guevara hat on.
[02:45:23.885 --> 02:45:24.746]  You gotta love that.
[02:45:24.786 --> 02:45:29.631]  And there's another one that says, Caution, New World Order Ahead, Potential Hazards Include,
[02:45:31.004 --> 02:45:34.705]  Military draft, World War III, forced vaccinations.
[02:45:35.186 --> 02:45:36.366]  This sign's been out for years.
[02:45:36.406 --> 02:45:37.626]  Now I've noticed it's all happening.
[02:45:38.407 --> 02:45:43.229]  Prison industrial complex, elite-controlled depopulation.
[02:45:45.629 --> 02:45:48.130]  Smart little ideas folks have for getting the word out.
[02:45:48.170 --> 02:45:52.592]  There's my little... I'm glad this is only gold-plated, though, to show how phony it is.
[02:45:52.612 --> 02:45:55.533]  It would be too honorable to make an actual coin of Obama.
[02:45:56.233 --> 02:45:57.194]  North American Union, $1.
[02:45:59.107 --> 02:46:04.851]  No, it is corporate communism where the profits are given to them and we pay for it all.
[02:46:05.191 --> 02:46:07.293]  Let's jam in Shelly in Texas and a few others.
[02:46:07.333 --> 02:46:08.693]  Shelly, you're on the air.
[02:46:08.753 --> 02:46:09.114]  Welcome.
[02:46:10.054 --> 02:46:10.715]  Hi, Alex.
[02:46:11.095 --> 02:46:11.535]  Thank you.
[02:46:11.555 --> 02:46:18.040]  I could sit up here for hours with you, but I've got a couple of questions if you can please answer.
[02:46:18.280 --> 02:46:19.381]  Sure, I'll try.
[02:46:19.781 --> 02:46:24.404]  The last thing I heard you say in regards to the troops that have been deployed to patrol
[02:46:28.038 --> 02:46:30.279]  The streets of the U.S.
[02:46:30.359 --> 02:46:31.019]  was 379,000.
[02:46:32.880 --> 02:46:36.061]  Is that, are they, where are they moving to?
[02:46:36.161 --> 02:46:39.922]  I'm in Houston, so I'm looking at like, how soon can I expect them here?
[02:46:40.602 --> 02:46:50.005]  And my second question is, my son is four, and I wish I would have, you know, held off and kept him out of school, but I enrolled him in pre-K.
