[00:00:00.429 --> 00:00:01.670]  ...author many times over.
[02:36:46.576 --> 02:36:50.838]  Oh, I thought you were going to say there was some special trust we could sign and the feds would all go away.
[02:36:51.238 --> 02:36:52.498]  So politically changing it.
[02:36:52.738 --> 02:36:53.419]  No, no, I agree.
[02:36:53.459 --> 02:36:55.219]  Hemp is better than cotton.
[02:36:55.339 --> 02:36:57.020]  It's better than plastics.
[02:36:57.380 --> 02:36:59.961]  That's why they shut it down was Dow Chemical.
[02:37:00.561 --> 02:37:10.483]  And DuPont, on record, had it demonized and financed reefer madness, and they made crazy movies where midgets start drinking blood and turn into vampires when they smoke it.
[02:37:11.123 --> 02:37:13.064]  And all the old ladies believed it and banned it.
[02:37:13.724 --> 02:37:16.964]  Even though hundreds of varieties have no THC, they're banned too.
[02:37:17.605 --> 02:37:19.245]  Also, we could destroy American farmers.
[02:37:20.205 --> 02:37:22.526]  George Washington raised hemp, so it's gotta be banned.
[02:37:22.546 --> 02:37:24.646]  Because George Washington's anti-American.
[02:37:25.686 --> 02:37:27.867]  But Blackwater, it's American!
[02:37:27.947 --> 02:37:28.507]  Yeah!
[02:37:28.927 --> 02:37:29.507]  Oh, yeah!
[02:37:30.735 --> 02:37:35.199]  Traditional conservatism, a la Dr. Ron Paul, demands total freedom for farmers.
[02:37:35.259 --> 02:37:40.564]  And then we can save topsoil because we won't have to be cutting down all those trees to make paper and fiber.
[02:37:40.644 --> 02:37:46.249]  We've got to go along with Obama and shut down all the farms and ranches with the National ID and Premises ID.
[02:37:46.810 --> 02:37:48.491]  It's the good thing to do for the Earth.
[02:37:48.571 --> 02:37:49.872]  I appreciate your call, Ronnie.
[02:37:50.393 --> 02:37:52.114]  Tom and Missouri are on the air.
[02:37:52.174 --> 02:37:52.655]  Go ahead.
[02:37:52.675 --> 02:37:53.896]  Hello, Alex.
[02:37:53.916 --> 02:37:54.737]  Great to talk with you.
[02:37:55.457 --> 02:37:57.678]  I'm inspired by you quite a bit.
[02:37:57.698 --> 02:38:17.286]  I wanted to report to you a little bit off of the Carnahan story and I called there three days ago and talked with his staff trying to get information about town hall meetings and they said they had nothing scheduled so we're being derailed of our constitutional rights by calling into our
[02:38:18.803 --> 02:38:19.823]  Congressman's office.
[02:38:19.944 --> 02:38:20.564]  Oh yeah, no, no.
[02:38:20.684 --> 02:38:34.150]  All these congressmen, Republican and Democrat, they only tell their supporters about these meetings to stage media events to make it look like everybody's buying it, but then even their own people are grabbing them, so now they've got to have thugs to enforce.
[02:38:34.851 --> 02:38:39.153]  Well, they denied that he had anything scheduled, and he passed me off with the number to his St.
[02:38:39.233 --> 02:38:40.253]  Louis congressional office.
[02:38:40.333 --> 02:38:40.913]  I called there.
[02:38:40.953 --> 02:38:43.695]  They also denied that he had any town hall meetings scheduled.
[02:38:44.195 --> 02:38:45.275]  And that was less than 48 hours before
[02:38:46.852 --> 02:38:49.833]  I feel like my constitutional rights were denied me.
[02:38:49.853 --> 02:38:50.293]  I wasn't able to
[02:39:15.458 --> 02:39:22.420]  Be a part of the discourse at the meeting, less than 10 minutes from my home, and it's my own congressman's office, and I'm getting in for false information.
[02:39:22.460 --> 02:39:24.520]  Well, I mean, he wants your bank account, sir.
[02:39:24.540 --> 02:39:26.181]  Then Goldman Sachs needs all your money.
[02:39:26.201 --> 02:39:27.241]  You need to be his slave.
[02:39:27.781 --> 02:39:28.581]  You belong to him.
[02:39:28.621 --> 02:39:30.362]  He's not going to let a slave know about a meeting.
[02:39:30.942 --> 02:39:32.142]  This was a staged media event.
[02:39:32.162 --> 02:39:34.663]  The armed thugs had to deal with people.
[02:39:35.703 --> 02:39:39.524]  You don't have to be in the military to enjoy military surplus savings.
[02:39:39.844 --> 02:39:45.626]  Right now at mainmilitary.com you'll find savings on the top must-have military supplies.
[02:39:46.006 --> 02:39:47.767]  M10 gas masks for $12 or 3 for $30.
[02:39:47.827 --> 02:39:49.067]  Gas mask hoods $4 or 3 for $10.
[02:39:49.607 --> 02:39:50.607]  Mask filters $6 or 3 for $15.
[02:39:50.647 --> 02:39:52.208]  Save big on British chemical suits only $12.
[02:39:52.248 --> 02:39:52.648]  Israeli gas masks $20.
[02:39:59.730 --> 02:40:03.131]  Trigger finger gloves $5 a pair or $36 a dozen.
[02:40:03.371 --> 02:40:07.732]  Snowshoe binding for $8 or $48 a dozen and so much more.
[02:40:08.012 --> 02:40:11.433]  Even hard to find surplus items all at surplus prices.
[02:40:11.713 --> 02:40:16.475]  Preparing the whole family has never been so affordable at MainMilitary.com.
[02:40:16.775 --> 02:40:18.195]  MainMilitary.com.
[02:40:18.375 --> 02:40:21.236]  One of the last surviving true surplus stores in the country.
[02:40:21.596 --> 02:40:25.219]  Shop now at MAINEMILITARY.COM or call 877-608-0179.
[02:40:25.239 --> 02:40:26.040]  That's 877-608-0179 today!
[02:40:35.313 --> 02:40:40.634]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[02:40:41.355 --> 02:40:46.676]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[02:40:47.236 --> 02:40:53.378]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:40:53.658 --> 02:40:55.539]  Well, Obama's already fudging.
[02:40:55.679 --> 02:40:58.060]  He's fudged since day one in this election.
[02:40:58.160 --> 02:41:09.104]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[02:41:11.344 --> 02:41:12.605]  It's not about left or right.
[02:41:13.005 --> 02:41:14.406]  It's about a one-world government.
[02:41:14.866 --> 02:41:21.108]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:41:21.767 --> 02:41:29.532]  Get your copy of the Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:41:30.032 --> 02:41:31.173]  The Obama Deception.
[02:41:31.613 --> 02:41:32.814]  The people strike back!
[02:41:36.610 --> 02:41:40.674]  If you owe the IRS, you can't make the problem go away without professional help.
[02:41:41.134 --> 02:41:44.077]  But with the help of Dan Pilla, you can get your problem solved.
[02:41:44.498 --> 02:41:48.982]  Hi, I'm Dan Pilla, and I've been solving tax debt problems for 30 years, and I can help you too.
[02:41:49.362 --> 02:41:53.987]  We can stabilize IRS collection action and get your tax debt reduced, sometimes completely eliminated.
[02:41:54.511 --> 02:42:06.034]  And if you received a 1099 from a bank because of mortgage or other debt forgiveness, the vast majority of the time, I can show you how to completely erase it so you pay no taxes on what the IRS will consider to be taxable income.
[02:42:06.354 --> 02:42:09.195]  Call us for a free consultation to discuss the many possibilities.
[02:42:09.655 --> 02:42:10.055]  Call 1-800-34-NO-TAX.
[02:42:10.075 --> 02:42:10.436]  That's 800-34-N-O-T-A-X.
[02:42:10.456 --> 02:42:13.116]  Or go to my website at TaxHelpOnline.com.
[02:42:19.338 --> 02:42:24.164]  Dan Pilla has been protecting taxpayers from the IRS for three decades, and he can help you.
[02:42:24.624 --> 02:42:25.345]  Call us today, 800-346-6829.
[02:42:25.365 --> 02:42:25.845]  That's 800-34, no tax.
[02:42:59.683 --> 02:43:05.405]  We do have the Joker T-shirts in more varieties than anywhere else you'll find.
[02:43:06.025 --> 02:43:07.805]  We are defiling their God.
[02:43:07.825 --> 02:43:15.587]  They're gun-grabbing, America-hating, not even... Just everything about the guy's a fraud.
[02:43:15.607 --> 02:43:17.767]  He's not even really African, 6.5%.
[02:43:19.048 --> 02:43:20.948]  Just everything about this slimeball is fake.
[02:43:22.179 --> 02:43:25.941]  And we are exposing Lord Obama.
[02:43:26.222 --> 02:43:28.343]  The t-shirts are in, shipping out.
[02:43:28.463 --> 02:43:36.428]  Order all the different varieties at InfoWars.com or get your InfoWars.com Joker Obama t-shirt by calling 888-253-3139.
[02:43:36.448 --> 02:43:41.091]  And while you're at it, get the Obama Deception and make copies and get it out to everybody.
[02:43:43.312 --> 02:43:50.977]  In one hour and five minutes, I'm going to go live at PrisonPlanet.tv and on the audio streams as the Joker.
[02:43:52.810 --> 02:44:01.916]  I've never tried to be the Joker, so it'll be an acting debut for me, but I'm going to do the Joker in support of Obama.
[02:44:03.476 --> 02:44:10.681]  Okay, so kind of the spirit of Obama and the spirit of the New World Order ripping everybody off, and we'll also take some phone calls for the Joker.
[02:44:11.724 --> 02:44:16.428]  So just on record, I don't politically actually believe in any of the things I'm going to say in an hour.
[02:44:17.329 --> 02:44:23.574]  I'm saying these as if it was the true psychotic mind of the New World Order.
[02:44:24.275 --> 02:44:24.856]  You understand?
[02:44:24.876 --> 02:44:27.458]  So I'm going to get wound up!
[02:44:27.478 --> 02:44:36.526]  If you want to tune in, internet only, PrisonPlanet.tv, InfoWars.com on the audio streams coming up, and we're going to archive it too.
[02:44:38.988 --> 02:44:40.690]  The PrisonPlanet.tv area.
[02:44:40.710 --> 02:44:45.716]  We're also going to put up a YouTube, and it's gone live up on InfoWars.com.
[02:44:47.198 --> 02:44:52.965]  The new YouTube about the $1,000 contest for putting up the Obama flyers.
[02:44:53.025 --> 02:44:55.809]  People are very, very excited about that.
[02:44:57.199 --> 02:45:03.982]  And you can go out and do a contest, and even if you're not going to be part of the contest and videotape it and put it on YouTube, go out and put up the flyers everywhere.
[02:45:04.022 --> 02:45:23.989]  The Obama Joker $1,000 video contest, and I'm launching another one, a $1,000 contest for next Friday as well, we're going to post, of your best imitation of Obama the Joker, but telling us the truth, really coming out with the evil, and how he's scamming us and raping us, and how as a psychopath he enjoys it.
[02:45:25.117 --> 02:45:31.822]  And, uh, post those to YouTube and send those to us and we'll pick the best one next week and we'll post all the good ones on InfoWars.com and everywhere else.
[02:45:32.122 --> 02:45:35.304]  Look, I know I got loaded phone lines here and I want to take your calls, but I won't be here.
[02:45:35.604 --> 02:45:41.989]  The Joker will be here coming up in one hour.
[02:45:43.357 --> 02:46:00.164]  One hour from now, PrisonPlanet.TV, InfoWars.com, will not be on the AM and FM dial, will not be on Global Shortwave, will not be on the satellites, it will be internet only, special, in one hour, and the Joker will take your phone calls.
[02:46:00.204 --> 02:46:04.846]  Hey look, this Joker thing's hit a big chord, you really get to see how ghoulish he is by
[02:46:05.566 --> 02:46:19.835]  You know, cutting through the mind control of him supposedly being a wonderful, dear African-American, to the fact that he's a cold, hard, corporate psychopath!
[02:46:20.556 --> 02:46:21.556]  The Joker's coming!
[02:46:21.676 --> 02:46:22.517]  I can feel him!
[02:46:23.697 --> 02:46:25.939]  So, you'll want to stay with us for that!
[02:46:27.560 --> 02:46:28.841]  Coming up in one hour!
[02:46:29.753 --> 02:46:31.234]  We got the contest coming up.
[02:46:31.494 --> 02:46:32.954]  All over Austin, our flyers.
[02:46:33.234 --> 02:46:34.355]  They're all over New York.
[02:46:35.035 --> 02:46:36.235]  I'm getting confirmed reports.
[02:46:36.315 --> 02:46:38.036]  Send us photos of your tagging.
[02:46:39.237 --> 02:46:44.539]  I'll give a $500 prize to the person with the best photo of their tagging.
[02:46:44.559 --> 02:46:45.739]  That's a photo contest.
[02:46:45.779 --> 02:46:46.799]  But you can't be in both.
[02:46:46.980 --> 02:46:47.720]  Video and the photo.
[02:46:48.160 --> 02:46:48.980]  Oh, hell, you can.
[02:46:49.040 --> 02:46:49.380]  Whatever.
[02:46:49.941 --> 02:46:51.961]  Three contests.
[02:46:52.322 --> 02:46:52.882]  $3,000 in prizes.
[02:46:52.902 --> 02:46:54.963]  Because there's some other prizes involved.
[02:46:54.983 --> 02:46:56.043]  Some second and third places.
[02:46:57.290 --> 02:47:00.612]  Retransmission starts in just a few minutes, ladies and gentlemen.
[02:47:00.632 --> 02:47:02.793]  I want to say great job to the crew and everybody else.
[02:47:02.833 --> 02:47:04.714]  We'll go into retransmission for one hour.
[02:47:05.395 --> 02:47:10.318]  And then in 60 minutes, the Joker will be sitting right here where I'm sitting.
[02:47:10.638 --> 02:47:11.678]  You don't want to miss it.
[02:47:11.698 --> 02:47:12.859]  Tell everybody to tune in.
[02:47:16.401 --> 02:47:18.242]  Thank you for listening to GCN.
[02:47:19.523 --> 02:47:21.544]  Visit GCNlive.com today.
[02:47:24.892 --> 02:47:29.876]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[02:47:30.096 --> 02:47:33.879]  Number one, new climate legislation could easily double or triple your electric bill.
