[00:00:19.507 --> 00:00:21.928]  43 days left.
[03:43:28.341 --> 03:43:28.942]  But guess what?
[03:43:29.222 --> 03:43:29.922]  It gets better.
[03:43:30.183 --> 03:43:38.009]  When you sign up for AutoShip at InfoWarsStore.com, you get an additional 10% off that product.
[03:43:38.809 --> 03:43:39.149]  Woo!
[03:43:39.390 --> 03:43:40.410]  That's what I'm talking about.
[03:43:40.430 --> 03:43:42.012]  So what are you waiting for?
[03:43:42.412 --> 03:43:44.133]  Support the InfoWar.
[03:43:44.674 --> 03:43:49.517]  Order and click on AutoShip at InfoWarsStore.com or call 1-888-253-3139.
[03:44:04.500 --> 03:44:10.766]  After the success of Alpha Power, we decided to make a new powerhouse vitality formula built with the female biochemistry in mind.
[03:44:11.507 --> 03:44:16.391]  After searching for the incredible ingredients to meet those needs, we're proud to bring you Ultimate Female Force.
[03:44:17.152 --> 03:44:20.575]  All Info Warriors know how important keeping up with their vitality truly is.
[03:44:21.136 --> 03:44:27.502]  With all the changes to diet, stress, and other outside forces, keeping your metabolism and well-being up is getting more difficult.
[03:44:28.067 --> 03:44:31.729]  That's why Ultimate Female Force is such a powerhouse formula.
[03:44:31.749 --> 03:44:40.714]  Together with super female vitality or by itself, Ultimate Female Force is just what you need to help boost your metabolism and support your physical and mental energy levels.
[03:44:40.814 --> 03:44:45.777]  With the powerful root-based formula, Ultimate Female Force can help you reach your true peak potential.
[03:44:46.417 --> 03:44:48.118]  Don't wait to see what you can really do.
[03:44:48.318 --> 03:44:53.361]  Show the world what true female power looks like with Ultimate Female Force at InfoWarsStore.com
[03:44:58.516 --> 03:45:02.518]  Socialist Alexandria Cortez wears a $3,500 outfit.
[03:45:02.538 --> 03:45:05.620]  You know, I've never had a $3,500 outfit.
[03:45:05.680 --> 03:45:08.922]  I mean, I guess I have a little bit nicer sports jackets for their $500, $600.
[03:45:09.002 --> 03:45:12.164]  And the average politician is probably wearing like a $3,000 one.
[03:45:12.184 --> 03:45:13.365]  But wow, look at her!
[03:45:13.385 --> 03:45:14.105]  $3,500 outfit.
[03:45:14.125 --> 03:45:17.847]  I always love how they're talking about socialists, how it's bad to own things.
[03:45:17.867 --> 03:45:20.529]  It's bad to be wealthy and everybody who's rich is evil.
[03:45:20.849 --> 03:45:23.511]  But then 80% of the wealth in Congress is Democrats.
[03:45:23.671 --> 03:45:26.632]  Almost all the billionaires are socialists or Democrats because they want your money.
[03:45:26.672 --> 03:45:27.673]  I mean, they're all tax exempt.
[03:45:27.833 --> 03:45:29.873]  All the heads of Google literally pay no taxes.
[03:45:30.033 --> 03:45:32.834]  They all run international tax scams, and they're allowed to because they're part of the ruling class.
[03:45:32.874 --> 03:45:36.975]  Now, she comes from a rich family and just did the whole Barista thing as a cutout stage deal PR stunt.
[03:45:37.095 --> 03:45:45.317]  And it turns out people are now looking at her wardrobe going back years, and it appears that on an average day, she sports designer clothing of close to $1,000 on her body.
[03:45:45.777 --> 03:45:48.037]  They're making a lot of money at that bar.
[03:45:48.157 --> 03:45:50.838]  But look, she posed with a black construction work.
[03:45:51.278 --> 03:45:55.361]  But if you compare what she's wearing, it literally looks like a fashion shoot, because it is.
[03:45:55.582 --> 03:45:56.643]  They've got her all dressed up.
[03:45:56.723 --> 03:45:57.984]  I love the limousine liberals.
[03:45:58.084 --> 03:46:00.366]  I love folks like Hugo Chavez.
[03:46:00.426 --> 03:46:03.388]  All these people with their Swiss palaces, but then their people are so poor.
[03:46:03.428 --> 03:46:05.390]  But they want the poor to control you.
[03:46:05.490 --> 03:46:06.391]  It's by design.
[03:46:06.951 --> 03:46:09.513]  Once you get communism, there's no more welfare, there's no more nothing.
[03:46:09.793 --> 03:46:18.821]  You get to live in a hovel, and you get to have no running water, and you get to have secret police knock your teeth out if you don't show up for the mandatory work days.
[03:46:19.261 --> 03:46:22.223]  And you work about 65 hours a week on average and have no health care.
[03:46:22.303 --> 03:46:26.044]  But, oh, there's always universities spitting out doctors and things.
[03:46:26.084 --> 03:46:28.526]  But, but, if your eyes go bad, there's a cane.
[03:46:28.966 --> 03:46:30.167]  If he goes bad, there's a cane.
[03:46:31.367 --> 03:46:31.887]  Get cancer?
[03:46:32.268 --> 03:46:32.948]  Shoot yourself in the head.
[03:46:33.988 --> 03:46:34.308]  Okay, then.
[03:46:34.428 --> 03:46:35.749]  Because you know I'm lying.
[03:46:35.769 --> 03:46:36.349]  I'm fake news.
[03:46:36.409 --> 03:46:38.931]  Socialism and communism works so good.
[03:46:39.211 --> 03:46:41.693]  Survival Shield X2 Nascent Iodine.
[03:46:41.733 --> 03:46:53.880]  If you're interested in healthy thyroid, if you're interested in well-being, if you're interested in having a higher IQ, which this has been linked to, get your powerful Survival Shield X2 at infowarstore.com.
[03:46:58.662 --> 03:47:01.304]  You're listening to the Alex Jones Show.
[03:47:22.788 --> 03:47:25.373]  All right, Matt Bracken is hosting right now.
[03:47:25.413 --> 03:47:30.301]  We're riding shotgun with him and he'll be back with us this Wednesday when we do this big transmission 8 a.m.
[03:47:30.321 --> 03:47:30.862]  to midnight.
[03:47:32.084 --> 03:47:35.530]  So you'll want to definitely tune into that big special transmission.
[03:47:36.251 --> 03:47:36.471]  You know...
[03:47:37.622 --> 03:47:40.883]  There's so much media people don't take from what we do here seriously.
[03:47:41.123 --> 03:47:42.724]  But we're really the ones being banned.
[03:47:42.744 --> 03:47:43.744]  We're really under attack.
[03:47:44.504 --> 03:47:45.925]  We're really the ones exposing all this.
[03:47:45.945 --> 03:47:53.627]  We're going to go back to Matt Bracken and let him take over here in the final equation with the points he's got that are always very salient from EnemiesForeignDomestic.com.
[03:47:53.647 --> 03:47:56.528]  But just finishing up with how people get involved in the InfoWars Army.
[03:47:57.113 --> 03:48:02.816]  Well, we had a caller earlier, Alex, that was wondering what she can do to connect with other people that are trying to take action.
[03:48:02.876 --> 03:48:19.483]  She was calling in from the San Francisco Bay Area, and she just wanted one other InfoWars Army member, one other InfoWarrior out there, one other Patriot out there, to go out there and pull a stunt that we're doing, obviously peaceful and lawful, just red pills in the 3D world, just free food.
[03:48:19.603 --> 03:48:20.583]  Oh my God!
[03:48:20.664 --> 03:48:22.164]  What if one of your activists is a setup?
[03:48:22.464 --> 03:48:23.565]  We have a peaceful mission!
[03:48:24.105 --> 03:48:25.005]  That's their problem.
[03:48:25.045 --> 03:48:25.745]  We're not doing that.
[03:48:25.965 --> 03:48:35.547]  And we have a clear mission statement, and people that send me any ideas or anything of violence or it's illegal, I will immediately either report them or terminate them from anything involving with us.
[03:48:35.567 --> 03:48:36.448]  But I haven't even had that.
[03:48:36.508 --> 03:48:37.968]  Everybody that's been sending... It's all great.
[03:48:37.988 --> 03:48:38.648]  So get involved.
[03:48:38.688 --> 03:48:41.409]  It's like Hillary's a criminal, Bill Clinton's a rapist.
[03:48:41.429 --> 03:48:41.729]  Same deal.
[03:48:41.769 --> 03:48:42.449]  Just here's what you do.
[03:48:42.609 --> 03:48:45.749]  You go on Twitter and you use the hashtag InfoWarsArmy.
[03:48:45.769 --> 03:48:46.850]  This is until they ban us.
[03:48:46.870 --> 03:48:48.190]  We'll re-merge and regroup then.
[03:48:48.590 --> 03:48:50.191]  Hashtag InfoWarsArmy.
[03:48:50.631 --> 03:48:56.034]  You put in the city that you're in, zip code whatever, and you use the hashtag InfoWarsArmy.
[03:48:56.074 --> 03:49:01.036]  Then other people can do the same thing, and then you search the hashtag InfoWarsArmy, and you go down the list.
[03:49:01.136 --> 03:49:06.479]  You see, okay, Santa Monica, San Francisco, L.A., you know, Washington, D.C., you know, Tampa, Florida.
[03:49:06.719 --> 03:49:09.900]  But you jog down the list, and you say, oh, there's my, Billings, Montana.
[03:49:09.940 --> 03:49:10.180]  Boom.
[03:49:10.520 --> 03:49:12.061]  So that's how you connect with these people.
[03:49:12.101 --> 03:49:12.882]  So that's what we're doing.
[03:49:12.922 --> 03:49:13.602]  The caller asked.
[03:49:13.982 --> 03:49:14.962]  How can I find people?
[03:49:15.162 --> 03:49:16.163]  People are already figuring out.
[03:49:16.463 --> 03:49:22.144]  You use hashtag InfoWarsArmy, put in your area, and then you search it and you find other like-minded patriots.
[03:49:22.384 --> 03:49:25.025]  Then you can group and you can take action in the streets.
[03:49:25.105 --> 03:49:28.245]  Peaceful, lawful, citizen activism, activism, free press.
[03:49:28.265 --> 03:49:30.266]  And you're going to be on at 10 minutes with the War Room.
[03:49:30.286 --> 03:49:31.826]  Hopefully Matt gets back on there with you.
[03:49:31.886 --> 03:49:33.067]  InfoWars.com.
[03:49:33.507 --> 03:49:33.927]  Great job.
[03:49:34.247 --> 03:49:35.207]  Okay, Matt, take over.
[03:49:35.227 --> 03:49:36.427]  Sorry to hijack the hour today.
[03:49:36.447 --> 03:49:38.068]  Really appreciate you being here with us.
[03:49:38.088 --> 03:49:38.728]  Go ahead and take over.
[03:49:39.813 --> 03:49:40.254]  Yeah, thanks.
[03:49:40.695 --> 03:49:47.187]  Yeah, I'd like to talk about Thursday a little bit, because Thursday really is going to be a day for the history books.
[03:49:47.267 --> 03:49:47.688]  I agree.
[03:49:47.748 --> 03:49:50.353]  Why do you think Trump picked that date to make the Kavanaugh decision?
[03:49:53.136 --> 03:50:20.553]  I think it's a deliberate you know remember he's the master showman and I think he's been considering the whole declassification process for months also in the reality television sense of the optics and the timing you know they say in comedy and timing is everything and I think he as a businessman and a showman he understands that maybe better than any president before but on Thursday consider the optics you're going to have on the one side
[03:50:21.393 --> 03:50:23.794]  Christine Ford.
[03:50:24.834 --> 03:50:38.297]  Now, some people have said the reason, and I agree, the reason that they stalled for a week was not only to demonstrate the impotence of the Republicans, but also it's sort of like a preparation, even a drying out period for her.
[03:50:38.898 --> 03:50:47.800]  If you've seen the movie Flight with Denzel Washington, he gets drunk the night before he has to go talk to the FAA, testify to the FAA.
[03:50:48.670 --> 03:50:57.196]  And John Goodman has to come in and, you know, and literally stun him and drug him and get him ready to appear.
[03:50:57.756 --> 03:51:12.547]  And I think that both Christine Ford and the Ramirez woman are very likely to be such low credibility screwballs that they're going to actually destroy their case if and when they testify, put against them
[03:51:14.037 --> 03:51:17.539]  Brett Kavanaugh, he's a professional wordsmith.
[03:51:18.000 --> 03:51:25.005]  He convinces people, he thinks and he writes, and he convinces people for a living.
[03:51:25.085 --> 03:51:26.166]  That's what he does.
[03:51:26.587 --> 03:51:31.110]  He turns words into ideas and arguments to convince people.
[03:51:31.591 --> 03:51:35.474]  It's going to be like Babe Ruth going up against, you know... No, I agree.
[03:51:35.574 --> 03:51:39.037]  So they did this to stall, to have more women make more false allegations.
[03:51:40.071 --> 03:51:54.157]  But now it's gone to the farce period with creepy porn lawyer Avenetti saying that Judge and Kavanaugh were leading drug rape orgies.
[03:51:54.718 --> 03:51:59.200]  So it's gone to the farce level and it loses all credibility.
[03:52:00.340 --> 03:52:06.522]  The intermediaries, the intermediaries between the deep state, remember that Bob Kramer guy?
[03:52:06.982 --> 03:52:15.764]  He was in the White House hundreds of times under Obama and he was the one responsible for triggering lunatics to go, you know, cause fights at Trump rallies.
[03:52:16.164 --> 03:52:25.807]  So those intermediaries that have an arm in the anti-fump wing and an arm in the Hillary Clinton Obama deep state,
[03:52:26.494 --> 03:52:33.690]  They're probably panicking at the thought that on Thursday, their witnesses are going to look like crazy screwballs.
[03:52:34.432 --> 03:52:38.453]  And Kavanaugh is going to make a better impression, say, than Oliver North.
[03:52:38.513 --> 03:52:41.934]  For folks that go back to the Iran-Contra era, remember that.
[03:52:42.334 --> 03:52:51.117]  He was expected to be a damaging item to Reagan, but he turned out to be like a super patriot, super credible.
[03:52:51.497 --> 03:52:52.857]  And it turned the whole thing.
[03:52:53.397 --> 03:53:00.119]  So, if Kavanaugh looks highly credible and his arguments are super persuasive, remember, that's what he does for a living.
[03:53:01.315 --> 03:53:13.004]  This is probably a very frightening prospect to these Bob Kramer type intermediaries that work between the Antifa street rebels and the Hillary Clinton Obama team.
[03:53:13.064 --> 03:53:14.545]  No, I agree.
[03:53:15.206 --> 03:53:16.947]  They can't help but start the fight, but now they're in it.
