[00:00:20.575 --> 00:00:26.477]  From the front lines!
[03:27:56.000 --> 03:28:01.785]  And that's why myself, Infowars Alex Jones, people like Jerome Corsi, of course Roger Stone,
[03:28:02.759 --> 03:28:03.339]  So many others.
[03:28:03.339 --> 03:28:11.201]  We fought so hard to bring information to the public and show what the Obama police state was really all about.
[03:28:11.201 --> 03:28:30.085]  My film, Dreams of My Real Father, I demonstrated that Obama's real father was a Soviet agent and that Obama was radicalized into this Marxist worldview that held that Americans are deplorable and they must be controlled and guided toward socialism.
[03:28:30.085 --> 03:28:30.505]  Coming up,
[03:28:31.227 --> 03:28:42.820]  Iconic Hollywood director and writer Lionel Chetwynd is going to reveal what's really been going on in Hollywood and how the bias in Hollywood is affecting free speech.
[03:28:42.820 --> 03:28:44.942]  Coming up right after the break with Lionel Chetwynd.
[03:28:53.311 --> 03:28:54.211]  It's a no-brainer.
[03:28:54.211 --> 03:28:56.613]  A Big Berkey water filter is the one you need, period.
[03:28:56.613 --> 03:29:04.737]  You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA and other endocrine disruptors, pesticides, bacteria, viruses and much more, right?
[03:29:04.737 --> 03:29:06.678]  And does it all at only two cents per gallon.
[03:29:06.678 --> 03:29:10.380]  Get the original and most trusted name in gravity water filtration, Big Berkey.
[03:29:10.380 --> 03:29:15.102]  And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[03:29:15.102 --> 03:29:19.564]  Call or click 1-877-99-BERKEY or bigberkeywaterfilters.com.
[03:29:19.564 --> 03:29:20.205]  That's 1-877-99-BERKEY.
[03:29:23.502 --> 03:29:25.382]  Healthcare reform is confusing.
[03:29:25.382 --> 03:29:33.984]  But whether it's finding an affordable insurance plan, keeping your doctor, or being able to afford needed prescriptions, navigating the healthcare system has become a challenge.
[03:29:33.984 --> 03:29:37.665]  Control your own healthcare costs and choices with Liberty HealthShare.
[03:29:37.665 --> 03:29:39.625]  Liberty HealthShare is not insurance.
[03:29:39.625 --> 03:29:45.667]  It is an association of self-paid patients who unite with like-minded people to share the cost of each other's medical needs.
[03:29:45.667 --> 03:29:47.167]  Neighbor helping neighbor.
[03:29:47.167 --> 03:29:49.727]  Learn more now by going to libertyoncall.org.
[03:29:49.727 --> 03:29:51.608]  That's libertyoncall.org.
[03:29:54.485 --> 03:30:00.069]  You know, if I tried to sit here and tell you about the 60-plus products, we have it in four's life.
[03:30:00.069 --> 03:30:00.930]  It'd take hours.
[03:30:00.930 --> 03:30:03.371]  MycoZX Plus now has a lower price.
[03:30:03.371 --> 03:30:04.552]  It's stronger.
[03:30:04.552 --> 03:30:06.153]  It's the other equation in probiotics.
[03:30:06.153 --> 03:30:09.375]  It knocks out the yeast, the mold, the candida.
[03:30:09.375 --> 03:30:10.516]  It's back in stock.
[03:30:10.516 --> 03:30:13.678]  The Real Red Pill, it's been sold out for months.
[03:30:13.678 --> 03:30:17.001]  It's got the preglanone that's the precursor to all the natural hormones in your body.
[03:30:17.441 --> 03:30:17.661]  That's
[03:30:36.187 --> 03:30:38.168]  High quality silver and a lot more.
[03:30:38.168 --> 03:30:39.569]  Without you, we couldn't do it.
[03:30:39.569 --> 03:30:49.496]  So thank you all for remembering InfoWareStore.com and remembering that it's not just you that's already awake, but it's other people that aren't awake, and it's so essential to spread the word.
[03:30:49.496 --> 03:30:53.939]  Again, thank you so much for being part of the Second American Revolution.
[03:30:53.939 --> 03:30:55.841]  Mike in Arizona, you're on the air worldwide.
[03:30:55.841 --> 03:30:56.141]  Go ahead.
[03:30:57.077 --> 03:30:59.020]  Oh, Alex, you can rant any day of the week.
[03:30:59.020 --> 03:31:08.413]  Thank you, sir, for doing what you do and being a patriot and doing your best to save America and encouraging us as fellow patriots to do that in our local areas as well.
[03:31:09.213 --> 03:31:15.975]  And as a long-time InfoWars listener, I want to say thanks for the awesome BrainForce AnthroPlex.
[03:31:15.975 --> 03:31:18.236]  My girlfriend would like to say thanks for the AnthroPlex, too.
[03:31:18.236 --> 03:31:19.296]  Thank you.
[03:31:19.296 --> 03:31:21.777]  I use the BioTrue Selenium, the Super Blue toothpaste.
[03:31:21.777 --> 03:31:26.099]  For you folks who aren't big normal toothpaste fans, the Super Blue is awesome.
[03:31:26.099 --> 03:31:29.120]  And thank you so much, Alex, for the InfoWars Life products.
[03:31:29.120 --> 03:31:30.440]  They are quality.
[03:31:30.440 --> 03:31:32.161]  I can't wait to get some more.
[03:31:32.161 --> 03:31:35.062]  And thank you so much for doing that for us to keep us healthy.
[03:31:35.062 --> 03:31:35.582]  Absolutely.
[03:31:36.122 --> 03:31:49.036]  Because then we could all, as educated patriots, help our other countrymen and women understand that there's bigger problems going on, and if we can get our houses in order, and be good to each other and ourselves, we can take our country back.
[03:31:54.426 --> 03:31:55.207]  I'm so excited.
[03:31:55.207 --> 03:32:05.354]  The new product at Infowarslife.com, in a glass bottle, two month servings, filled to the brim, filled to the absolute top, the real red pill.
[03:32:05.354 --> 03:32:13.881]  This is a heart and brain pill, a nootropic that doesn't have any stimulants in it, but boy does it stimulate, because it's beyond that.
[03:32:13.881 --> 03:32:22.668]  Quite frankly, I just went off what I saw medical doctors prescribing to their patients, but it wasn't prescription, but they were charging people $100, $200.
[03:32:24.738 --> 03:32:35.002]  For the formulae, and I came up with our own formula, working with some scientists and developers, non-GMO, made right here in America, 120 capsules.
[03:32:35.002 --> 03:32:44.327]  And ladies and gentlemen, you add the preglanone to it, which is the precursor to all the hormones that your body has to have to even make the hormones in your glands.
[03:32:44.327 --> 03:32:47.008]  It is amazing!
[03:32:47.008 --> 03:32:51.970]  Red Pill, now available at InfoWarsStore.com, and your purchase fugs the operation.
[03:32:56.886 --> 03:33:10.453]  You're listening to The Alex Jones Show.
[03:33:10.453 --> 03:33:18.858]  Discover trends and global developments years before they happen, right here on The Alex Jones Show.
[03:33:23.285 --> 03:33:25.546]  Welcome back to the Alex Jones Show.
[03:33:25.546 --> 03:33:28.647]  Joel Gilbert coming to you right from the left coast.
[03:33:28.647 --> 03:33:32.308]  You know me from my recent film, of course, is Trump the Art of the Insult.
[03:33:32.308 --> 03:33:38.250]  Don't forget to go to the Alex Jones Store, support InfoWars, and get this great new film.
[03:33:38.250 --> 03:33:41.171]  Gonna be taking some calls shortly for my guest.
[03:33:41.171 --> 03:33:41.751]  It's gonna be 1-877-789-2539.
[03:33:41.751 --> 03:33:42.131]  That's 877-789-ALEX.
[03:33:50.629 --> 03:33:55.591]  My guest is the iconic Hollywood film director and writer.
[03:33:55.591 --> 03:34:03.775]  He's known for such films as Miracle on Ice, Hanoi Hilton, Ruby Ridge, Kissinger, Nixon, so many more films.
[03:34:03.775 --> 03:34:07.976]  He was one of the founders of the Hollywood conservative group Friends of Abe.
[03:34:07.976 --> 03:34:11.378]  Let's take a quick look at some movie clips to remind you of Lionel's films.
[03:34:16.587 --> 03:34:18.731]  There were 20 of them.
[03:34:18.731 --> 03:34:21.175]  They didn't know how they were going to do it.
[03:34:21.175 --> 03:34:22.658]  But they knew they wanted to win.
[03:34:40.143 --> 03:34:45.227]  Just a few of the films from Lionel Chatwin joining us now from the Hollywood Hills.
[03:34:45.227 --> 03:34:47.209]  Lionel, welcome to InfoWars.
[03:34:47.209 --> 03:34:48.310]  I'm very happy to be here.
[03:34:48.310 --> 03:34:50.292]  Thanks for having me, Joel.
[03:34:50.292 --> 03:35:01.802]  OK, well, before we get into the Hollywood left liberal bias and everything going on in Hollywood, today Harvey Weinstein was finally brought into court.
[03:35:02.563 --> 03:35:05.605]  Can you give us some perspective being in Hollywood all this time?
[03:35:05.605 --> 03:35:07.566]  Does the Me Too movement have it right?
[03:35:07.566 --> 03:35:13.670]  Or is there more to this scenario than people really understand?
[03:35:13.670 --> 03:35:23.035]  Well, you know, Hollywood, the entertainment business generally, there's always been something of a twilight in terms of morality, in terms of the way people interact.
[03:35:23.035 --> 03:35:25.997]  It's just in the nature of the beast.
[03:35:25.997 --> 03:35:30.240]  And clearly there is abuse, abuse of attitudes of
[03:35:31.319 --> 03:35:33.260]  People towards one another.
[03:35:33.260 --> 03:35:37.563]  But it has less to do with gender than what would be led to believe.
[03:35:37.563 --> 03:35:46.548]  When in the very beginning of my career, most of the people for whom I worked were men, development executives and development was largely male preserved.
[03:35:46.548 --> 03:35:51.151]  By the 1990s, it was almost universally women.
[03:35:51.151 --> 03:35:55.553]  And I mean, there are all kinds of stories at two levels.
[03:35:55.553 --> 03:35:58.495]  One are women in power who exploited that power.
[03:35:59.524 --> 03:36:03.826]  To enhance their entertainment or however you'd like to say that.
[03:36:03.826 --> 03:36:12.189]  And so the abusive behavior in Hollywood is not only a function of gender, it's really a function of power.
[03:36:12.189 --> 03:36:21.753]  And those who are in power will tend to exploit that power for their own pleasure, enjoyment or whatever.
[03:36:21.753 --> 03:36:27.496]  The other thing is, you'll hear this from people who have
[03:36:28.437 --> 03:36:31.058]  One person in particular had a hilarious story.
[03:36:31.058 --> 03:36:32.718]  They weren't hilarious, actually.
[03:36:32.718 --> 03:36:45.142]  But during the casting sessions for programs, women, young women, particularly the shows that were headed or aimed at a younger audience, they'd come into audition and they'd do what's called the Sharon Stone.
[03:36:45.142 --> 03:36:53.565]  You know, they'd flash, sending a clear message of availability should the right thing turn out.
[03:36:53.565 --> 03:36:53.705]  So
[03:36:54.782 --> 03:37:00.526]  So, the sexual abuse is real, it's dehumanizing, it's unpleasant.
[03:37:00.526 --> 03:37:10.174]  I know many men, including myself when I was younger and looked a little better and was in better shape, I suppose, who have experienced it on the other side.
[03:37:10.174 --> 03:37:13.236]  So, it's endemic.
[03:37:13.236 --> 03:37:19.120]  I'm glad they're catching up to thugs like Harvey Weinstein, because Harvey is a thug, was a thug, and everyone knew he was a thug.
[03:37:19.120 --> 03:37:21.302]  The only person I ever saw up to him, actually, was Brad Pitt.
[03:37:22.006 --> 03:37:23.306]  Okay, well, as a
[03:37:51.572 --> 03:38:03.405]  You're known as a filmmaker who's told these great American stories of freedom, trying to explain the stories of American heroism and courage and American values for many years.
[03:38:03.405 --> 03:38:08.150]  What have you been up against in Hollywood in the past, you know, in your career?
[03:38:08.150 --> 03:38:09.792]  And has it gotten worse?
[03:38:09.792 --> 03:38:13.555]  Are these stories true that liberals and the left don't want to hear?
[03:38:14.309 --> 03:38:19.311]  Conservatives' points of view or conservative films, even if it would make them a ton of money.
[03:38:19.311 --> 03:38:20.712]  Can you give us the background?
[03:38:20.712 --> 03:38:31.777]  Yeah, I think there are various reasons why the liberal point of view prevailed, in spite of the fact that it was really counterintuitive in terms of the economic interest in the studios.
[03:38:34.338 --> 03:38:37.604]  The problem today are the streaming services.
[03:38:37.604 --> 03:38:44.456]  Netflix, and Amazon, Hulu, and some of the newer channel stars, and so on and so forth.
[03:38:45.015 --> 03:38:47.337]  They're concerned with their business, not ratings.
[03:38:47.337 --> 03:38:50.219]  Ratings no longer kind of generate in that world.
[03:38:50.219 --> 03:38:51.740]  It's what they call churn.
[03:38:51.740 --> 03:38:57.305]  And churn is the difference between the number of people who sign on in a month and the number of people that don't sign on.
[03:38:57.305 --> 03:39:02.129]  And if you've got more people signing on than quitting, then you have a positive churn if more quit than.
[03:39:02.129 --> 03:39:04.751]  And so they feel the best way to improve their churn
