[00:00:10.245 --> 00:00:14.268]  You are listening to an InfoWars.com Frontline Report.
[03:22:35.881 --> 03:22:42.586]  She gets a lot of ridicule, mainly because she once struggled to tell the difference between a slash tyre and a dry rot tyre.
[03:22:43.286 --> 03:22:45.688]  I had her on my show and I made her play Rot or Not.
[03:22:46.188 --> 03:22:50.971]  I put pictures of tyres up and I have to tell you, she had a very good strike rate.
[03:22:52.003 --> 03:22:53.244]  So maybe it was just the one-off.
[03:22:53.984 --> 03:23:00.509]  Anyway, Laura's been up there and there's a, there's a, um, there is a Ted Deutsch, I guess his name is?
[03:23:00.849 --> 03:23:01.950]  Is that how you say it in America?
[03:23:02.010 --> 03:23:08.174]  Ted Deutsch lying to his constituents, telling them AR-15s are assault weapons and were banned before 2004.
[03:23:08.534 --> 03:23:15.639]  All this is a lie and this was a gun control meeting hosted by Everytown, one of the nation's largest anti-gun organizations.
[03:23:15.819 --> 03:23:20.742]  Laura went to confront this guy for lying to his constituents.
[03:23:20.902 --> 03:23:21.563]  Here's what happened.
[03:23:24.282 --> 03:23:26.365]  I'll actually let me just go before you ask any questions.
[03:23:26.385 --> 03:23:27.547]  You're from Infowars?
[03:23:28.087 --> 03:23:28.348]  Yes.
[03:23:28.568 --> 03:23:29.790]  Here's my message to you.
[03:23:29.830 --> 03:23:38.002]  The fact that you're, I won't even call it a publication, I don't know what it is, but the fact that you
[03:23:39.244 --> 03:23:49.273]  called What Happened in Sandy Hook a Hoax, refused to apologize for it, is among the most obscene things that has ever been broadcast anywhere.
[03:23:49.894 --> 03:23:51.055]  You should be ashamed.
[03:23:51.495 --> 03:23:55.919]  Anyone who reads the garbage like that that you post should be ashamed.
[03:23:56.320 --> 03:23:58.582]  And I will never give an interview to you.
[03:23:59.617 --> 03:24:05.958]  So you're calling about 40% of the country absolute garbage?
[03:24:05.998 --> 03:24:15.360]  You know, as a congressman, you're supposed to represent Republicans and Democrats, not just the base that you want to pander to and lie to during your speech about gun control.
[03:24:15.380 --> 03:24:16.241]  Let me tell you something.
[03:24:16.401 --> 03:24:18.801]  Every Republican that I know... He can't resist.
[03:24:18.921 --> 03:24:19.881]  Pause that for a second.
[03:24:19.901 --> 03:24:20.422]  Pause that for a second.
[03:24:20.822 --> 03:24:21.542]  He can't resist.
[03:24:21.822 --> 03:24:23.282]  This is the... Look.
[03:24:24.542 --> 03:24:26.583]  The Sandy Hook thing, you know,
[03:24:28.393 --> 03:24:37.016]  Let's take the uncharitable perspective, and let's take the uncharitable route and say that, you know, say somebody messed up on a... You know what?
[03:24:38.176 --> 03:24:38.896]  Let's generalize it.
[03:24:39.496 --> 03:24:42.657]  Breitbart, Infowars, Daily Caller, Gateway Pundit.
[03:24:43.458 --> 03:24:44.158]  All make mistakes.
[03:24:44.498 --> 03:24:45.578]  Everybody makes mistakes.
[03:24:46.638 --> 03:24:47.639]  Everybody makes mistakes.
[03:24:47.699 --> 03:24:48.879]  It's in the business of doing news.
[03:24:48.939 --> 03:24:51.660]  It's called process journalism, you people call it.
[03:24:52.480 --> 03:24:54.101]  You tell the facts as you know them at the time.
[03:24:54.541 --> 03:24:55.181]  You speculate.
[03:24:55.461 --> 03:24:57.042]  You interpolate.
[03:24:57.062 --> 03:24:57.682]  You interpret.
[03:24:58.459 --> 03:25:00.400]  You do the best you can with what you have available at the time.
[03:25:01.361 --> 03:25:16.589]  The difference, though, between Breitbart and Infowars and whatever, as far as I can see it, is that they do the best job, we all do the best job, when you're watching the Milo Show, whatever, we all do the best job of telling you what's happening as best we see it.
[03:25:17.450 --> 03:25:25.875]  That pales in comparison to the deliberate outright mendacity of the New York Times and the Washington Post and CNN, who pose as neutral
[03:25:27.338 --> 03:25:44.989]  And through their haughty moral grandstanding, presumed to pass judgment on people who make far fewer mistakes than they do, and who do so with the best of intentions and with good hearts in service of freedom and freedom of speech and the protection of American liberties, and who do not...
[03:25:45.714 --> 03:25:46.935]  That's an outright lie!
[03:25:47.776 --> 03:25:49.678]  CNN has been caught in so many outright lies.
[03:25:49.958 --> 03:26:08.254]  And you see in this guy's response, the canned, prepared remarks of somebody who is more interested in moral grandstanding, much more interested in pandering to whoever the women were behind him, than he is in engaging in debate.
[03:26:08.274 --> 03:26:09.855]  And he walks away, but he can't resist.
[03:26:10.216 --> 03:26:11.457]  He cannot help himself.
[03:26:12.878 --> 03:26:18.462]  But get drawn further in, so he can issue further exhortations of moral grandstanding.
[03:26:18.742 --> 03:26:24.185]  Let's let him carry on, because you know, unlike their side, we like letting people have their say.
[03:26:24.646 --> 03:26:33.812]  We enjoy giving people a platform they deny to others, mostly because they tend to fall straight off it and into the dirt, break their noses when given the platform.
[03:26:34.352 --> 03:26:35.673]  We don't shy away from debate.
[03:26:35.913 --> 03:26:38.855]  We encourage, warmly encourage
[03:26:40.609 --> 03:26:41.469]  Classical liberalism.
[03:26:42.410 --> 03:26:45.031]  The open marketplace of ideas.
[03:26:45.551 --> 03:26:53.774]  Even if liberals misuse it to bully, intimidate, harass, smear and demean instead of bringing facts, reason and logic.
[03:26:53.914 --> 03:26:55.575]  But let's let this guy go on.
[03:26:55.675 --> 03:26:58.336]  One of the things I like about Laura is how dogged she is.
[03:26:58.356 --> 03:27:00.276]  She won't let the guy go.
[03:27:00.316 --> 03:27:00.957]  She's got his trouser leg.
[03:27:00.997 --> 03:27:01.317]  Carry on.
[03:27:07.631 --> 03:27:08.833]  That Sandy Hook was a hoax.
[03:27:08.873 --> 03:27:10.214]  We're not talking about Sandy Hook.
[03:27:10.234 --> 03:27:15.681]  We're talking about you lying on stage telling your constituents right now that you're calling them assault weapons.
[03:27:15.921 --> 03:27:17.022]  You're telling them, you lied to them.
[03:27:17.042 --> 03:27:17.943]  You said that they were banned in 2004.
[03:27:18.104 --> 03:27:19.846]  The guns were not banned.
[03:27:19.886 --> 03:27:22.148]  What was banned were the suppressors and the accessories.
[03:27:22.169 --> 03:27:24.371]  So why are you lying to your constituents to push gun control?
[03:27:24.391 --> 03:27:25.332]  Here's what I'm telling you.
[03:27:26.313 --> 03:27:35.161]  That every Republican I know thinks that your efforts to characterize Sandy Hook as a hoax... We're not talking about Sandy Hook, Congressman.
[03:27:35.181 --> 03:27:36.882]  We're talking about the shooting in Parkland.
[03:27:36.902 --> 03:27:40.785]  Because you come to my community... And you taking this tragedy to push for gun control?
[03:27:40.806 --> 03:27:43.228]  What does this have to do with FBI incompetence, Congressman?
[03:27:43.248 --> 03:27:47.371]  If you're going to listen to me, you coming to my community, where we just experienced... I'm a journalist.
[03:27:47.391 --> 03:27:48.792]  I have a right to ask you a question.
[03:27:48.812 --> 03:27:50.073]  And as a public official, you have to answer me.
[03:27:50.113 --> 03:27:54.197]  Where we just experienced the worst, most horrific shooting in a school
[03:27:54.537 --> 03:27:55.798]  That'll probably do.
[03:27:55.878 --> 03:28:05.004]  I think what, you know, what tends to happen, the dynamic of this is, for instance with Breitbart, I think it's something called, it's Acorn, which predates my time at Breitbart.
[03:28:05.024 --> 03:28:06.024]  I was at Breitbart for a little while.
[03:28:07.065 --> 03:28:16.811]  There's that one iconic thing that people are upset at you about, that they just sort of bang on and on and on and use it as an excuse to not answer questions, to not address the facts.
[03:28:17.332 --> 03:28:23.636]  And it's like Breitbart always gets so much stuff for Acorn, and it is by no means clear
[03:28:24.747 --> 03:28:28.911]  At all, who is in the right with the question of ACORN.
[03:28:28.951 --> 03:28:41.743]  And it is absolutely true, which is, you know, when Alex says on this show that there is something weird about the way the media covers up and the bulldozing of buildings after these shootings, there is something weird about it.
[03:28:41.823 --> 03:28:44.185]  And it is new and it's hardly surprising people ask questions.
[03:28:44.225 --> 03:28:48.028]  And when the FBI covers up what's going on, doesn't tell people what's happening,
[03:28:48.849 --> 03:28:53.259]  And the media is remarkably incurious about the motivations of people after these things.
[03:28:53.419 --> 03:28:55.604]  It is weird, and it's hardly surprising people ask questions.
[03:28:55.624 --> 03:28:59.492]  And after the break, we'll have Laura Loomer on a Vibe video, so we'll be right back.
[03:29:03.772 --> 03:29:08.695]  New from Emmerich's Essentials, fragrance-free natural deodorant for your body care needs.
[03:29:09.476 --> 03:29:12.398]  Playing basketball in the dry summer heat really makes me sweat.
[03:29:13.078 --> 03:29:15.880]  To maintain my game, I need all the confidence I can get.
[03:29:16.501 --> 03:29:21.384]  That's why I use Emmerich's Essentials natural deodorant, made with organic ingredients.
[03:29:21.744 --> 03:29:28.048]  This deodorant combines mineral crystals with natural botanicals to ionize odor, keeping me fresh throughout the day.
[03:29:28.408 --> 03:29:33.572]  While shooting hoops, the last thing I want is sweaty armpits making my hands slippery and the ball wet.
[03:29:34.232 --> 03:29:37.653]  That's why I recommend Emrix Essentials Fragrance-Free Deodorant.
[03:29:38.233 --> 03:29:46.056]  Even though it's unscented, it's effective at combating strong body odor, and I don't have to worry about any unwanted allergic reactions to my sensitive skin.
[03:29:46.636 --> 03:29:50.957]  Whether you're a guy or gal, the last thing you want to be worried about is your deodorant.
[03:29:51.298 --> 03:29:55.239]  No petroleum-based ingredients, 100% natural and cruelty-free.
[03:29:55.539 --> 03:29:59.360]  Stay in the game with Emrix Essentials Fragrance-Free Natural Deodorant.
[03:29:59.600 --> 03:30:01.261]  Available at InfoWarsStore.com.
[03:30:08.669 --> 03:30:13.973]  My good friend, I've gotten to know him really well over the years, knew his dad before I even knew him, Mike Norris is here with us in the studio.
[03:30:13.993 --> 03:30:16.915]  He's got a new film we'll talk about in the next segment, The Crossroads of Hunter Wilde.
[03:30:17.315 --> 03:30:27.582]  Hollywood free, made in Texas, funded in Texas, and then of course the big films you produced for Hollywood, but also for cable television, Lifetime, Hallmark, you name it.
[03:30:28.163 --> 03:30:32.746]  Very successful, but now you've got The Crossroads of Hunter Wilde sitting back, the state of the world,
[03:30:33.386 --> 03:30:39.709]  I mean, I don't think we've turned the tide yet, but man, there was really nobody fighting back except a few folks before.
[03:30:40.049 --> 03:30:41.450]  The world has really changed.
[03:30:41.510 --> 03:30:45.451]  What period in time do you think we're in right now, Mike Norris?
[03:30:46.192 --> 03:30:47.432]  We're in the greatest time ever.
[03:30:47.452 --> 03:30:49.993]  I mean, we're making America great again.
[03:30:50.354 --> 03:30:54.675]  We've got great people around just speaking the truth everywhere.
[03:30:55.096 --> 03:30:56.816]  And I think the elites are going down.
[03:30:57.337 --> 03:31:00.118]  And I think this is such an exciting time.
[03:31:00.138 --> 03:31:01.258]  And I'm happy to be alive.
[03:31:01.318 --> 03:31:02.519]  I'm proud to witness it.
[03:31:03.817 --> 03:31:04.918]  Making America great again.
[03:31:05.218 --> 03:31:09.041]  You've made films about the globalists, the New World Order, you've been speaking about it for decades, fighting it.
[03:31:10.582 --> 03:31:13.664]  This is super positive, but they are striking back.
[03:31:14.004 --> 03:31:14.885]  Yeah, absolutely.
[03:31:14.905 --> 03:31:20.269]  And the thing with this film, Crossroads of Hunter Wilde, after we did America, and that was such a large film, it took
