[00:00:23.232 --> 00:00:27.943]  Yeah, I think.
[03:51:00.889 --> 03:51:13.955]  They uploaded over a hundred videos of, like, how to make your own body armor at home, how to make a rainwater collection system, how to grow food with hydroponics, how to defend off attackers if you don't have a gun.
[03:51:14.455 --> 03:51:16.377]  There's so many amazing videos.
[03:51:16.377 --> 03:51:20.101]  It's like how to make your own laundry detergent, how to make a penny can stove.
[03:51:20.101 --> 03:51:26.807]  There's all these how-to videos and somebody just said, hey, I'm just going to upload this whole library because this could be useful.
[03:51:26.807 --> 03:51:30.210]  So you can find that at Real.Video and that's what I love about the platform.
[03:51:30.210 --> 03:51:32.212]  There's really practical stuff.
[03:51:32.212 --> 03:51:33.694]  There's also a video site
[03:51:34.739 --> 03:51:36.800]  Put together by the Utah Gun Exchange.
[03:51:36.800 --> 03:51:41.484]  It's called UGE Tube or U-G-E Tube.
[03:51:41.484 --> 03:51:43.365]  UGE stands for Utah Gun Exchange.
[03:51:43.365 --> 03:51:48.588]  It's a pro-Second Amendment video community and InfoWars also uploads their videos there.
[03:51:48.588 --> 03:51:49.829]  I've talked to those guys.
[03:51:49.829 --> 03:51:51.710]  They're good guys.
[03:51:51.710 --> 03:51:56.613]  Their team also goes out and protests some of the anti-gun protesters.
[03:51:56.613 --> 03:51:57.534]  So these are the pro-gun
[03:51:57.534 --> 03:51:58.014]  We're good to go.
[03:52:23.484 --> 03:52:27.126]  Put your channel on every one of these platforms, because redundancy is great.
[03:52:27.126 --> 03:52:28.507]  We all want that.
[03:52:28.507 --> 03:52:30.828]  We don't want one dominant platform.
[03:52:30.828 --> 03:52:34.050]  We don't want any central authority that can censor your speech.
[03:52:34.050 --> 03:52:36.072]  I don't want to be your central authority.
[03:52:36.072 --> 03:52:39.794]  We don't want Minds.com to be a central authority.
[03:52:39.794 --> 03:52:41.595]  We don't want BitChute to be a central authority.
[03:52:41.595 --> 03:52:43.296]  We want massive decentralization.
[03:52:43.917 --> 03:52:50.822]  And the way that you help us achieve that is you post your content to all these different platforms, and you also visit and support these platforms.
[03:52:50.822 --> 03:52:56.006]  Every one of them has some kind of revenue model, ad revenue, or a crypto revenue model.
[03:52:56.006 --> 03:53:05.592]  Support those revenue models, take part in this, and all of us together, we will protect these platforms so that you can have access to this life-saving information.
[03:53:05.592 --> 03:53:12.257]  Can you imagine, you know, when the next big false flag comes, which seems imminent, I don't know what it's going to be,
[03:53:13.391 --> 03:53:23.819]  But we know that, for example, Hezbollah has all of these terrorist cells now planted all across America, ready to be activated at a moment's notice, like sleeper cells, right?
[03:53:23.819 --> 03:53:32.265]  The most obvious thing for these people to do is attack the power substations and have a coordinated nationwide grid-down scenario, right?
[03:53:32.265 --> 03:53:34.347]  That's kind of the obvious thing.
[03:53:34.347 --> 03:53:37.709]  All they need is some explosives and they can, frankly, carry that out.
[03:53:37.709 --> 03:53:40.812]  And I don't know how many of these sleeper cells there are, but can you imagine
[03:53:41.627 --> 03:53:56.843]  How much it would suck to be sitting there thinking, oh, like yesterday I could have downloaded all these videos of how to make my own body armor, or how to defend myself against attackers, or how to harden the doors of my house so people can't kick them in.
[03:53:56.843 --> 03:54:02.630]  But then now all of a sudden, you have no electricity, you're offline, the country's offline, you don't have access to any videos.
[03:54:02.630 --> 03:54:03.591]  So I say,
[03:54:04.151 --> 03:54:13.235]  Get on these websites, get this information now, download these videos now, download PDFs, how-to manuals, start saving your own home archive of all this information.
[03:54:13.235 --> 03:54:17.157]  I've downloaded, by the way, I downloaded this from YouTube, actually I had a staffer do it.
[03:54:17.157 --> 03:54:26.140]  We downloaded gun assembly and disassembly how-to videos, over a thousand of them, covering all the popular guns, and we have them on an optical drive.
[03:54:26.140 --> 03:54:26.841]  I mean,
[03:54:27.828 --> 03:54:28.428]  Why did I do that?
[03:54:28.428 --> 03:54:32.389]  Because YouTube's not going to be there forever in certain circumstances.
[03:54:32.389 --> 03:54:32.909]  All right.
[03:54:32.909 --> 03:54:35.410]  Other alternatives.
[03:54:35.410 --> 03:54:38.210]  An alternative to Google News is something that we built.
[03:54:38.210 --> 03:54:40.111]  It's called Censored.News.
[03:54:40.111 --> 03:54:41.391]  There are no ads on it.
[03:54:41.391 --> 03:54:47.032]  It features InfoWars headlines and natural news headlines and many, many other sites.
[03:54:47.032 --> 03:54:48.872]  I mean, I think it's a couple of dozen sites now.
[03:54:48.872 --> 03:54:50.693]  They're near real-time headlines.
[03:54:51.873 --> 03:54:56.175]  Mostly pro-Liberty, pro-Patriot headlines across the board.
[03:54:56.175 --> 03:55:00.416]  Censored.News, just make it your new alternative to Google News, and we update that.
[03:55:00.416 --> 03:55:01.576]  It's got Breitbart on it.
[03:55:01.576 --> 03:55:08.639]  It's got, I think, Zero Hedges on there, Gateway Pundit, SGT Reports, so many independent media organizations.
[03:55:08.639 --> 03:55:12.960]  In near real-time, you can get those headlines, and you can also view it on your mobile device.
[03:55:13.803 --> 03:55:22.874]  And then also if you want to search the independent media, for a couple years we've been running goodgopher.com as an independent media search engine.
[03:55:22.874 --> 03:55:31.385]  It's not a big search engine like Google, it doesn't search everything, but it searches all these independent media websites that we spider as part of censored.news.
[03:55:31.385 --> 03:55:32.406]  You just go to goodgopher.com
[03:55:34.189 --> 03:55:37.491]  And search for anything there, and you can search the independent media.
[03:55:37.491 --> 03:55:45.274]  Infowars is included in that search result, as well as Newswars, I believe, and other websites, and we're expanding it all the time.
[03:55:45.274 --> 03:55:55.159]  So, from Gabs, Minds, you know, Real Video, BitChute, Censored.News, all these platforms are alternatives, and I apologize if I've left anybody out of this.
[03:55:55.159 --> 03:55:59.141]  I'm trying to get a pretty comprehensive list here of alternatives where you can go.
[03:55:59.141 --> 03:56:01.262]  And we want to see more of these built.
[03:56:02.097 --> 03:56:04.079]  And I know Alex does as well.
[03:56:04.079 --> 03:56:12.745]  Alex doesn't want to be beholden to one platform or two platforms because that's an easy target for the establishment to try to discredit and take down or DDoS attacks.
[03:56:12.745 --> 03:56:19.951]  Because think about it, let's say BitChute is suffering a DDoS attack one day, well you can go over to Real.Video probably and find many of the same videos.
[03:56:19.951 --> 03:56:25.315]  Or if we're under DDoS at Real.Video and we're down, you can go over to BitChute and see the videos there.
[03:56:25.895 --> 03:56:30.018]  So, this decentralization structure is very healthy for society.
[03:56:30.018 --> 03:56:35.843]  And that's what I support, and I know that the other creators of these technology solutions also support that.
[03:56:35.843 --> 03:56:38.805]  And we all support InfoWars' right to free speech as well.
[03:56:38.805 --> 03:56:46.171]  So, these are good projects to support, and we're not built on Google Chrome code.
[03:56:46.171 --> 03:56:48.773]  You know, it's not like the Red Core China browser.
[03:56:48.773 --> 03:56:50.935]  You know, communists at your fingertips!
[03:56:50.935 --> 03:56:53.917]  You know, we don't use that technology.
[03:56:53.917 --> 03:56:55.178]  In fact, we don't track users.
[03:56:56.403 --> 03:56:57.243]  We don't spy on you.
[03:56:57.243 --> 03:56:58.404]  We don't use Google code.
[03:56:58.404 --> 03:57:01.225]  We don't have AdSense or AdWords or any of that garbage.
[03:57:01.225 --> 03:57:02.906]  None of that stuff.
[03:57:02.906 --> 03:57:05.047]  Our goal is to be 100% Google-free.
[03:57:05.047 --> 03:57:11.890]  I mean, there might be some tiny snippet somewhere that uses some JavaScript library somewhere, but we try to get rid of Google.
[03:57:11.890 --> 03:57:13.691]  It's almost impossible, but we try.
[03:57:13.691 --> 03:57:15.212]  And I think we've done a good job.
[03:57:15.212 --> 03:57:17.253]  But anyway, those are some solutions for you.
[03:57:17.253 --> 03:57:19.034]  I appreciate your watching today.
[03:57:19.034 --> 03:57:23.016]  This is Mike Adams here filling in for Alex on the fourth hour of the Alex Jones Show.
[03:57:23.636 --> 03:57:32.487]  We are fighting for your liberty every single day and we are here to continue to protect your right to speak and to protect our constitutional republic.
[03:57:32.487 --> 03:57:33.969]  God bless America!
[03:57:33.969 --> 03:57:35.932]  You know, make America great again.
[03:57:35.932 --> 03:57:38.675]  Help us do that and we'll help you and we can win this.
[03:57:38.675 --> 03:57:40.277]  So thank you all for your support.
[03:57:40.277 --> 03:57:41.819]  Until next time, this is Mike Adams.
[03:57:41.819 --> 03:57:42.180]  Take care.
[03:57:44.116 --> 03:57:48.800]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[03:57:48.800 --> 03:57:59.248]  Our organic formula is made from high-quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[03:58:00.129 --> 03:58:04.931]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[03:58:04.931 --> 03:58:13.313]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[03:58:13.313 --> 03:58:21.055]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[03:58:21.055 --> 03:58:22.996]  Wake up refreshed and take on the day.
[03:58:23.476 --> 03:58:31.425]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[03:58:31.425 --> 03:58:35.109]  Get the sleep you deserve and experience the power of knockout.
[03:58:35.109 --> 03:58:39.474]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[03:58:39.474 --> 03:58:41.056]  That's InfoWarsLife.com
[03:58:44.329 --> 03:58:48.310]  Staying healthy on the go is just as important as staying healthy at home.
[03:58:48.310 --> 03:58:51.051]  But sometimes supplements don't work fast enough.
[03:58:51.051 --> 03:58:55.852]  That's why InfoWars Life has created a powerful new addition to the Super Blue line.
[03:58:55.852 --> 03:58:58.273]  Super Blue Silver Immune Gargle.
[03:58:58.273 --> 03:59:01.294]  Available in 1 oz., 3.5 oz., and 16 oz.
[03:59:01.294 --> 03:59:04.615]  bottles, Immune Gargle is perfect for the bathroom, kitchen,
[03:59:04.955 --> 03:59:06.377]  Or wherever you go.
[03:59:06.377 --> 03:59:13.083]  The incredible new purifying formula is dentist recommended for daily use whenever you feel like you need to stay clean.
[03:59:13.083 --> 03:59:21.212]  As a powerful hand purifier or oral cleansing formula, just a small spray will help you stay clean when you feel surrounded by toxins.
