[00:00:10.893 --> 00:00:12.954]  ["Ramblin' Man"]
[03:19:19.780 --> 03:19:26.547]  We got demonized because we have the sources, we have the research, we have the understanding of the globalist model, and we know how to defeat it.
[03:19:26.587 --> 03:19:33.554]  So whatever you do, spread the word about InfoWars.com and NewsWars.com today and realize we're under attack because we know what we're talking about.
[03:19:33.854 --> 03:19:45.759]  And if you want to find out what's going to happen next week, next month, next year, just like we told you in the past and we're right, then tune in today and spread the word because it's you out there that helps us get around the electronic Berlin Wall of shadow banning and all the rest of it.
[03:19:45.779 --> 03:19:47.180]  And because of you, we're winning.
[03:19:47.540 --> 03:19:54.183]  And whatever you do, download the new free official InfoWars app at InfoWars.com forward slash app and tell everybody you know to download it as well.
[03:19:54.323 --> 03:20:01.486]  It's the best way to get new people to tune into the show and find out what's so verboten, what's so forbidden that the whole deep state hates us.
[03:20:05.453 --> 03:20:11.699]  You're listening to The Alex Jones Show.
[03:20:19.667 --> 03:20:20.148]  News.
[03:20:20.708 --> 03:20:21.529]  Analysis.
[03:20:22.070 --> 03:20:22.730]  Reports.
[03:20:23.491 --> 03:20:25.613]  It's The Alex Jones Show.
[03:20:26.434 --> 03:20:29.197]  And now, your host, David Knight.
[03:20:32.557 --> 03:20:32.997]  Welcome back.
[03:20:33.037 --> 03:20:34.757]  We have an article up at InfoWars.com.
[03:20:34.797 --> 03:20:39.539]  Patriots rally behind InfoWars amid tech's total communist censorship.
[03:20:40.499 --> 03:20:41.059]  That's right, folks.
[03:20:41.079 --> 03:20:42.139]  This is the way China works.
[03:20:43.079 --> 03:20:48.800]  It's the way that the quizlings for China, Apple, Google, they have shown that they will do anything for a buck.
[03:20:48.820 --> 03:20:53.682]  You don't think that they'll do this same type of censorship for the deep state here in America?
[03:20:53.822 --> 03:20:54.442]  Of course they will.
[03:20:54.722 --> 03:20:55.262]  Of course they will.
[03:20:56.401 --> 03:20:58.463]  We have established what they are.
[03:20:59.063 --> 03:21:01.886]  We're just haggling over the price, right?
[03:21:01.926 --> 03:21:05.849]  That's the way that this works for Apple and for Google.
[03:21:06.309 --> 03:21:15.556]  But I have some quotes here I want to read you from some of the people that have tweeted out in support of InfoWars and in support, I would say, of the principle of free speech that we have lost.
[03:21:16.377 --> 03:21:19.158]  Any value for in Western civilization.
[03:21:19.239 --> 03:21:26.162]  It's interesting that every one of these tweets, the people will come back, they know that people are going to come back and say, I hate Infowars, I think they're phony, they're fake news, so forth.
[03:21:26.322 --> 03:21:26.802]  All right, fine.
[03:21:27.142 --> 03:21:28.323]  You don't like what we have to say?
[03:21:29.524 --> 03:21:33.366]  What about the old adage that we had from Voltaire?
[03:21:33.566 --> 03:21:37.368]  And again, it wasn't an exact quote from him, but it was a compilation of what he'd had to say.
[03:21:37.528 --> 03:21:40.829]  I may despise what you say, but I will defend to the death your right to say it.
[03:21:40.889 --> 03:21:41.110]  Why?
[03:21:41.410 --> 03:21:42.690]  Because that's my freedom, too.
[03:21:43.971 --> 03:21:45.512]  See, I despise CNN.
[03:21:46.889 --> 03:21:49.351]  But I will defend their right to broadcast.
[03:21:49.691 --> 03:21:55.256]  As a matter of fact, they give us great content to comment on all the time because it's so patently absurd.
[03:21:56.397 --> 03:22:01.341]  But they can't handle our content, which tells you that it's not patently absurd.
[03:22:01.541 --> 03:22:03.283]  I document what I talk about.
[03:22:04.103 --> 03:22:05.705]  I document it very carefully.
[03:22:06.826 --> 03:22:13.852]  And they quite frankly can't win that argument, so they want to shut us down, just as we saw the people who were protesting, counter-protesting,
[03:22:15.176 --> 03:22:18.739]  People who were standing out at the Planned Parenthood facility here in Austin.
[03:22:18.759 --> 03:22:19.940]  I've talked about this many times.
[03:22:21.061 --> 03:22:22.261]  My wife went with my daughter.
[03:22:22.922 --> 03:22:27.365]  And other people from InfoWars are holding up signs to stop the black genocide.
[03:22:28.366 --> 03:22:30.207]  These Antifa people showed up at the time.
[03:22:30.227 --> 03:22:32.148]  They hadn't started calling themselves Antifa.
[03:22:32.168 --> 03:22:35.291]  And folks, if you don't understand that they're not anti-fascist, they are fascist.
[03:22:36.069 --> 03:22:38.350]  They're anti-FA, anti-First Amendment.
[03:22:38.390 --> 03:22:41.752]  They showed up with black signs and they would put them over my wife's sign.
[03:22:41.772 --> 03:22:46.215]  And then, you know, she'd put her sign down low, they would put their black sign down low, she'd put it up high, they'd go up high.
[03:22:46.235 --> 03:22:47.776]  You know, just like Michelle Obama said.
[03:22:49.397 --> 03:22:50.538]  But they had nothing to say.
[03:22:51.118 --> 03:22:52.639]  They just wanted to shut you down.
[03:22:52.679 --> 03:22:53.500]  They can't win an argument.
[03:22:53.540 --> 03:22:59.103]  These are people who have been weaned and raised on post-modernism.
[03:22:59.863 --> 03:23:00.464]  They don't argue.
[03:23:01.394 --> 03:23:03.355]  They use invectives and censorship.
[03:23:03.975 --> 03:23:06.176]  That's what the fascists of the left do.
[03:23:06.216 --> 03:23:07.316]  But here's what some of the people said.
[03:23:07.336 --> 03:23:16.080]  Nigel Farage, whether you like real Alex Jones and Infowars or not, he is undeniably the victim today of collusion by big tech giants.
[03:23:16.680 --> 03:23:18.901]  What is the price of free speech that you're willing to pay?
[03:23:19.841 --> 03:23:24.483]  And of course, one of the videos has been taken down, of course, is an interview that I had
[03:23:25.540 --> 03:23:27.644]  With Nigel Farage, had over a half million views.
[03:23:27.664 --> 03:23:32.212]  It was an interview that I had with him, the debate that was in Las Vegas.
[03:23:32.312 --> 03:23:37.502]  We went there, we talked about the fact that Brexit was their declaration of independence.
[03:23:38.527 --> 03:23:45.330]  And you know what they're seeing now, in Great Britain, is they're now seeing that the attempts to pull that back is now their War of 1812.
[03:23:46.571 --> 03:23:49.532]  Because the Empire continues to strike back.
[03:23:50.153 --> 03:23:52.334]  And that's exactly what WikiLeaks tweeted out.
[03:23:52.354 --> 03:23:53.294]  The Empire strikes back.
[03:23:53.414 --> 03:23:58.397]  Apple, Spotify, Facebook, Google, YouTube all purge InfoWars and Alex Jones today.
[03:23:58.457 --> 03:24:00.578]  Yes, InfoWars, they said, has frequent nonsense.
[03:24:00.598 --> 03:24:02.639]  They don't agree with everything we have to say.
[03:24:02.679 --> 03:24:03.099]  That's fine.
[03:24:04.220 --> 03:24:06.981]  But they say that we're also a state power critic.
[03:24:08.203 --> 03:24:17.490]  Which publisher in the world with millions of subscribers will be next to be wiped out for cultural transgression, says Wikileaks.
[03:24:18.011 --> 03:24:21.053]  We have Katie Hopkins out of the UK responding to somebody.
[03:24:21.093 --> 03:24:22.754]  She says, oh, I'm glad that they shut down Infowars.
[03:24:22.774 --> 03:24:23.575]  She said, you're glad?
[03:24:24.416 --> 03:24:32.242]  You're glad that unelected tech tyrants now decide what their quizlings are allowed to hear?
[03:24:34.132 --> 03:24:34.673]  Very succinct.
[03:24:35.113 --> 03:24:36.114]  Very good job, Katie.
[03:24:36.754 --> 03:24:37.375]  Another one.
[03:24:37.615 --> 03:24:38.576]  Cassandra Fairbanks.
[03:24:38.696 --> 03:24:39.036]  Yikes!
[03:24:39.276 --> 03:24:41.138]  Love Info Wars or hate them, this is terrible.
[03:24:41.478 --> 03:24:42.018]  Mark Dice.
[03:24:42.199 --> 03:24:46.222]  Alex Jones is now an un-person, straight out of the plot of George Orwell's 1984.
[03:24:46.562 --> 03:24:49.184]  Regardless of what you think of him, remember?
[03:24:50.105 --> 03:24:54.528]  You may despise what somebody has to say in the press, or just an individual.
[03:24:55.589 --> 03:24:57.470]  But if you want to have free speech,
[03:24:58.499 --> 03:24:59.963]  You must defend that, right?
[03:25:00.143 --> 03:25:03.572]  Freedom is the only thing that we can't have unless we give it to other people.
[03:25:03.592 --> 03:25:04.955]  It's just that simple.
[03:25:05.836 --> 03:25:15.264]  And so Mark Dice says, whether or not you like InfoWars, this is the equivalent of digital book burning, and it sets a horrible precedent for mass censorship by big tech.
[03:25:15.284 --> 03:25:17.426]  This is what they have designed here, folks.
[03:25:17.887 --> 03:25:18.848]  Absolutely what they've designed.
[03:25:18.868 --> 03:25:19.708]  So how do you get around that?
[03:25:19.768 --> 03:25:21.110]  Well, we've got a couple of things.
[03:25:21.170 --> 03:25:24.112]  If you want to go to InfoWars.com, you can click at the top there.
[03:25:24.553 --> 03:25:26.494]  We have a button that says subscribe.
[03:25:26.995 --> 03:25:28.856]  Subscribe to the band show.
[03:25:29.557 --> 03:25:33.622]  Yes, we have been banned, not just in Boston, where the censors just operate.
[03:25:34.163 --> 03:25:41.051]  We have been banned globally by the people who think that they are lords of the internet.
[03:25:42.132 --> 03:25:43.674]  And we need to make sure that that doesn't happen.
[03:25:44.355 --> 03:25:45.656]  There is a way that we can get around that.
[03:25:45.957 --> 03:25:47.479]  And if you want to support us financially,
[03:25:48.120 --> 03:25:50.962]  We have some sales at Infowarsstore.com to help you do that.
[03:25:50.982 --> 03:25:52.623]  Of course, we've got a lot of other products that you can buy.
[03:25:52.643 --> 03:25:53.964]  A lot of products to support your health.
[03:25:54.305 --> 03:25:55.966]  Here are some of the sales that we have, though.
[03:25:56.626 --> 03:25:57.747]  We have Nascent Iodine.
[03:25:57.787 --> 03:25:59.268]  That's our Survival Shield X2.
[03:25:59.288 --> 03:26:00.069]  That's the brand name.
[03:26:00.089 --> 03:26:01.170]  But it's Nascent Iodine, 25% off.
[03:26:02.841 --> 03:26:07.665]  If you want to get vitamin D, and of course this time of year when it is so hot, many people are not getting outside in the sun.
[03:26:08.266 --> 03:26:12.509]  Vitamin D, our winter sun is what we call it, 40% off.
[03:26:13.110 --> 03:26:16.673]  Our vitamin B12, we call that Secret 12, that is also 40% off.
[03:26:16.813 --> 03:26:20.156]  And you can get $100 off of Alexa Pure Breeze.
[03:26:20.236 --> 03:26:24.520]  That is a very effective way to purify the air in your house.
[03:26:24.600 --> 03:26:27.643]  Very attractive, very silent, very effective.
[03:26:27.843 --> 03:26:29.384]  $100 off of Alexa Pure Breeze.
[03:26:30.245 --> 03:26:31.267]  I'll give you one more special.
[03:26:31.307 --> 03:26:32.629]  This is from our morning show here.
[03:26:33.350 --> 03:26:37.938]  If you want to get 20% off of our Wake Up America Patriot Blend coffee...
[03:26:38.880 --> 03:26:47.703]  It is non-GMO, it is 100% Arabica bean blend, and you can get 20% off with the code REALNEWS.
[03:26:48.364 --> 03:26:49.784]  We still have that program in the morning.
[03:26:50.084 --> 03:26:51.785]  Google hasn't been able to shut that down.
[03:26:51.925 --> 03:26:55.266]  We're going to continue to broadcast that out so you can get those broadcasts.
[03:26:55.386 --> 03:27:05.350]  If you subscribe to the band shows, that banner that we have at the top of Infowars.com, and you can also get our free app.
