[00:00:05.885 --> 00:00:08.086]  Hitler took the guns.
[03:16:55.241 --> 03:16:58.464]  I'm talking thick, meaty, center-cut, presidential bacon.
[03:16:58.464 --> 03:17:00.065]  Savory and delicious.
[03:17:00.065 --> 03:17:02.906]  I buy some, I use some, I store some.
[03:17:02.906 --> 03:17:03.567]  Awesome.
[03:17:03.567 --> 03:17:06.649]  No refrigeration needed with a 10-year shelf life.
[03:17:06.649 --> 03:17:08.210]  NASA PAC Technology.
[03:17:08.210 --> 03:17:08.830]  Bacon.
[03:17:08.830 --> 03:17:12.993]  Fully cooked, fully hydrated, ready-to-eat right from the pack bacon.
[03:17:12.993 --> 03:17:14.434]  Or warm and served.
[03:17:14.434 --> 03:17:16.476]  Life-saving, ready-to-eat bacon.
[03:17:16.476 --> 03:17:18.437]  10-year shelf life bacon.
[03:17:18.437 --> 03:17:21.199]  Ships free at FullyCookedBacon.com.
[03:17:21.199 --> 03:17:22.439]  FullyCookedBacon.com.
[03:17:23.700 --> 03:17:24.921]  Hear that?
[03:17:24.921 --> 03:17:30.303]  That's the sound of a house being trashed while a gang of thieves ransack the place.
[03:17:30.303 --> 03:17:33.204]  And what they don't steal will be destroyed.
[03:17:33.204 --> 03:17:36.786]  This year, resolve not to be the next victim of a break-in.
[03:17:36.786 --> 03:17:44.349]  Go to Faketv.com and discover a device that creates the illusion someone inside is watching TV, even when you're miles away.
[03:17:44.349 --> 03:17:48.951]  Security is a mindset, and Faketv should be part of your security solution.
[03:17:48.951 --> 03:17:51.392]  Be vigilant, but not fearful.
[03:17:51.392 --> 03:17:51.813]  Faketv.com
[03:17:54.901 --> 03:17:58.302]  Introducing CellForce by InfoWars Life.
[03:17:58.302 --> 03:18:02.283]  CellForce focuses on mitochondria efficiency and protection.
[03:18:02.283 --> 03:18:05.624]  Mitochondria produce over 95% of your energy.
[03:18:05.624 --> 03:18:08.144]  They are your body's cellular engines.
[03:18:08.144 --> 03:18:12.886]  CellForce helps promote your cellular energy production by supporting mitochondria.
[03:18:12.886 --> 03:18:15.226]  Much like a cellular engine overhaul.
[03:18:15.226 --> 03:18:21.608]  Because when your mitochondria don't run at 100% efficiency, then they start producing reactive oxygen species.
[03:18:22.248 --> 03:18:30.435]  Top scientists agree that aging is most likely caused by cellular damage, resulting from these reactive oxygen species.
[03:18:30.435 --> 03:18:35.500]  The antioxidants found in cell force are some of the most powerful available on the market.
[03:18:35.500 --> 03:18:42.486]  The stronger the antioxidant, the better its ability to scavenge for these reactive oxygen species and other free radicals.
[03:18:43.126 --> 03:18:49.028]  I want to plow into all of this, but I'm going to spend a few minutes here first just encouraging listeners to understand that
[03:19:03.539 --> 03:19:14.390]  When you buy t-shirts, or water filtration systems, or books, or videos, or other material from InfoWarsTore.com, you are funding the revolution.
[03:19:14.390 --> 03:19:16.512]  I mean, I cannot say it any clearer.
[03:19:16.512 --> 03:19:20.516]  And so it is essential that you purchase the products at InfoWarsTore.com.
[03:19:20.516 --> 03:19:21.717]  I want to thank everybody that has, but
[03:19:21.957 --> 03:19:27.741]  We've got the best fluoride-free toothpaste with colloidal silver and with high-quality atomic iodine in it.
[03:19:27.741 --> 03:19:30.143]  You cannot beat that for children and adults.
[03:19:30.143 --> 03:19:32.784]  We've got the best mouthwash designed by Dr. Jones.
[03:19:32.784 --> 03:19:33.705]  That's my dad.
[03:19:33.705 --> 03:19:35.566]  With colloidal silver and iodine as well.
[03:19:35.566 --> 03:19:38.068]  Infowarslife.com or 888-253-3139.
[03:19:38.068 --> 03:19:47.254]  And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[03:19:47.254 --> 03:19:51.697]  And that's who they are, and they know we know who they are, and they're coming back against us, so we need your support.
[03:19:57.930 --> 03:20:00.536]  You're listening to the Alex Jones Show!
[03:20:20.387 --> 03:20:30.773]  John Rappaport here in the fourth hour on InfoWars.
[03:20:30.773 --> 03:20:37.058]  Before I finish that story, I want to tell you about one of the products the InfoWars store.
[03:20:37.058 --> 03:20:44.883]  Alexa Pure Breeze air purifier is now $50 off with free shipping only for a limited time.
[03:20:46.241 --> 03:20:51.722]  Houses are filled with dust, bacteria, allergens, and so forth.
[03:20:51.722 --> 03:21:03.545]  With this purification system, Alexa Pure Breeze, you can remove up to 99.97% of airborne toxins and contaminants.
[03:21:03.545 --> 03:21:05.385]  It's a game changer.
[03:21:05.385 --> 03:21:07.686]  Comparable units cost as much as $800.
[03:21:07.686 --> 03:21:14.547]  We're bringing it to you for a special $50 off with free shipping.
[03:21:15.663 --> 03:21:21.848]  Look into this and know you're contributing to the Infowar.
[03:21:21.848 --> 03:21:35.077]  To get the truth out there about what's happening in our world and what the difference is between a fake future and a real future for all of us.
[03:21:35.077 --> 03:21:38.100]  Products at InfowarStore.com.
[03:21:38.100 --> 03:21:41.402]  The Alexa Pure Breeze Air Purifier.
[03:21:41.402 --> 03:21:44.104]  $50 off with free shipping for a limited time.
[03:21:47.342 --> 03:21:58.934]  So I was talking about DeWitt Clinton before the break and how he masterminded and envisioned and pushed forward this fantastic thing called the Erie Canal in 1825.
[03:21:58.934 --> 03:22:01.777]  Well, he did something else in New York.
[03:22:01.777 --> 03:22:05.841]  If you've ever been to Manhattan, you know it's a grid.
[03:22:05.841 --> 03:22:07.343]  It's laid out as a grid.
[03:22:08.067 --> 03:22:13.510]  The avenues go north and south, 1st Avenue, 2nd Avenue, 3rd Avenue, 4th, and so forth.
[03:22:13.510 --> 03:22:15.791]  Some with names, most with numbers.
[03:22:15.791 --> 03:22:25.056]  And the streets across 14th Street, 15th, 16th, 17th, 23rd, etc., etc., all the way up to the top of Manhattan.
[03:22:25.056 --> 03:22:32.100]  Well, in the early days of Manhattan, most people lived at the bottom.
[03:22:32.100 --> 03:22:34.581]  And when you look north, what did you see?
[03:22:36.053 --> 03:22:41.975]  Hills, valleys, forests, and so on and so forth.
[03:22:41.975 --> 03:22:45.576]  How would you build a city there?
[03:22:45.576 --> 03:22:51.458]  A metropolitan city such as New York became.
[03:22:51.458 --> 03:22:56.239]  DeWitt Clinton said, this is what we're going to do.
[03:22:56.239 --> 03:23:05.622]  We're going to take the area, the uninhabited area north of where people are living, and we're going to flatten it.
[03:23:07.273 --> 03:23:08.835]  What?
[03:23:08.835 --> 03:23:10.137]  Yeah, we're going to flatten it.
[03:23:10.137 --> 03:23:16.765]  We're going to carve away all those hills, everything, and we're going to make it flat, and we're going to build a giant city there.
[03:23:16.765 --> 03:23:25.256]  Now, some people say, oh my God, that's horrible and whatever, whatever, whatever, but this is how the magnificent achievement called New York City, Manhattan,
[03:23:26.030 --> 03:23:26.570]  Developed.
[03:23:26.570 --> 03:23:28.051]  That's how it was done.
[03:23:28.051 --> 03:23:35.755]  And again, all the little scurrilous creatures were trying to nip at his heels and say this was insane and you couldn't do it.
[03:23:35.755 --> 03:23:36.556]  It couldn't be done.
[03:23:36.556 --> 03:23:39.137]  He said it's going to be done.
[03:23:39.137 --> 03:23:40.758]  And it was.
[03:23:40.758 --> 03:23:44.900]  And that's why Manhattan is pretty flat.
[03:23:44.900 --> 03:23:49.103]  And that's why the city extended north of where it was.
[03:23:49.103 --> 03:23:54.505]  And that's how this magnificent achievement called New York City came to being.
[03:23:54.505 --> 03:23:55.246]  Achievement.
[03:23:57.691 --> 03:24:03.056]  The young do not hear this word the way it used to be heard.
[03:24:03.056 --> 03:24:06.138]  It's not taught the way it used to be taught.
[03:24:06.138 --> 03:24:20.551]  This is what comes out of freedom, real freedom, and this is what terrifies the controllers who want to make this planet into a machine in which the humans are machines.
[03:24:20.551 --> 03:24:23.713]  Achievement.
[03:24:23.713 --> 03:24:24.814]  Your achievement.
[03:24:24.814 --> 03:24:25.555]  My achievement.
[03:24:27.066 --> 03:24:30.609]  Every individual's achievement.
[03:24:30.609 --> 03:24:40.877]  Okay, so you've heard a great deal now about the secret house memo and what it contains and what it might contain and what happens if it's released and so forth and so on.
[03:24:40.877 --> 03:24:53.228]  Well, there's a secret, another secret memo, which I call, for purposes of discussion, the secret medical memo.
[03:24:53.228 --> 03:24:54.769]  This is a blockbuster.
[03:24:56.795 --> 03:25:00.116]  But the funny thing about it is, is that it's not secret at all.
[03:25:00.116 --> 03:25:01.436]  It's open.
[03:25:01.436 --> 03:25:02.836]  Information.
[03:25:02.836 --> 03:25:06.497]  The information has already been published.
[03:25:06.497 --> 03:25:08.938]  In open journals.
[03:25:08.938 --> 03:25:11.958]  It's there.
[03:25:11.958 --> 03:25:23.121]  It accuses, by implication, one of the biggest agencies of the federal government, several actually, of mass murder.
[03:25:23.121 --> 03:25:24.201]  And yet nothing has happened.
[03:25:26.388 --> 03:25:29.870]  The medical memo.
[03:25:29.870 --> 03:25:33.612]  Story number two.
[03:25:33.612 --> 03:25:40.216]  I'm going to read from my piece today, why the FDA should be charged with murder.
[03:25:40.216 --> 03:25:51.063]  If you work for a federal agency that was killing people at the rate of 100,000 a year, every year like clockwork, and if you knew it, wouldn't you feel compelled to say or do something about it?
[03:25:52.714 --> 03:25:59.759]  I think I can assure that 99.9999% of the people listening to this program would say, you bet.
[03:25:59.759 --> 03:26:00.940]  Absolutely.
[03:26:00.940 --> 03:26:07.365]  And yet the people who are committing these crimes do not feel that way at all.
[03:26:07.365 --> 03:26:09.747]  They are not like you or me.
[03:26:09.747 --> 03:26:13.910]  They are different.
[03:26:13.910 --> 03:26:17.093]  Smoking guns.
[03:26:17.093 --> 03:26:20.175]  On the memo.
[03:26:20.175 --> 03:26:21.236]  Open secrets.
[03:26:22.092 --> 03:26:30.934]  In the literature, I don't usually make the citations on air, but I'm going to just to show you that it's there.
[03:26:30.934 --> 03:26:38.076]  BMJ, British Medical Journal, online, June 7th, 2012.
[03:26:38.076 --> 03:26:48.099]  Author, Gene Lenzer, refers to a report by the Institute for Safe Medication Practices, quote,
[03:26:49.026 --> 03:26:57.129]  It, the report, calculated that in 2011 prescription drugs were associated with two to four million people in the U.S.
[03:26:57.129 --> 03:27:03.451]  experiencing, quote, serious, disabling, or fatal injuries, including 128,000 deaths.
[03:27:03.451 --> 03:27:04.791]  Prescription drugs associated with that in 2011.
[03:27:15.114 --> 03:27:28.082]  The report called this, quote, one of the most significant perils to humans resulting from human activity, end quote.
[03:27:28.082 --> 03:27:30.523]  It's quite a smoking gun, wouldn't you say?
[03:27:30.523 --> 03:27:42.550]  And the final dagger, the report was compiled by outside researchers who went into the FDA's own database of serious adverse medical drug events.
[03:27:43.769 --> 03:27:48.332]  Otherwise known as death and destruction.
[03:27:48.332 --> 03:27:55.835]  Now, therefore you can't say that the FDA, the Food and Drug Administration, was unaware of all of this.
[03:27:55.835 --> 03:27:59.878]  Of course they have been aware of all of this.
[03:27:59.878 --> 03:28:09.743]  In fact, they are the agency, the only agency in America, that approve medical drugs for public use.
[03:28:10.615 --> 03:28:16.438]  If you don't get their seal of approval, you can't sell your drugs in America.
[03:28:16.438 --> 03:28:22.442]  They approve as safe and effective.
[03:28:22.442 --> 03:28:27.865]  128,000 deaths a year from the drugs they approve?
[03:28:27.865 --> 03:28:29.226]  We'll have more after the break.
[03:28:29.226 --> 03:28:32.988]  This is John Rappaport sitting in for Alex in the fourth hour at InfoWars.
[03:28:53.820 --> 03:28:58.942]  The answer to being in control of your own health care is freedom from insurance.
[03:28:58.942 --> 03:29:04.644]  Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[03:29:04.644 --> 03:29:09.826]  Individual share amounts begin at $107 a month and $347 for families.
[03:29:09.826 --> 03:29:11.787]  Choose from three health sharing programs.
[03:29:11.787 --> 03:29:14.168]  Holistic treatments may be eligible for sharing.
[03:29:14.168 --> 03:29:15.108]  See guidelines.
[03:29:15.108 --> 03:29:18.389]  Discount programs available for dental, vision, and pharmacy.
[03:29:18.389 --> 03:29:20.350]  Go to LibertyOnCall.org.
