[00:00:01.668 --> 00:00:03.073]  We are drugged out!
[03:40:21.123 --> 03:40:23.785]  Because we're the ones who pay for the war with our money and our lives.
[03:40:24.285 --> 03:40:34.413]  Oh, and by the way, on August 18th, I'll be down in Washington, D.C., and I have the great honor and great privilege of being one of the speakers
[03:40:35.197 --> 03:40:42.362]  At Ron Paul's conference coming up on August 18th in Washington, D.C.
[03:40:42.942 --> 03:40:45.664]  So please, if you could make it, come on down!
[03:40:46.324 --> 03:40:55.290]  And we're going to talk about the media, how it's controlled, how they sell war, and about freedom, peace, and prosperity.
[03:40:56.150 --> 03:41:01.714]  Because, you know, as an older cat that's been around a while, I like to check out creating peace.
[03:41:01.914 --> 03:41:03.515]  That's my vision for the future.
[03:41:04.463 --> 03:41:10.125]  So going back to what Trump is doing in Afghanistan, we believe he's going to do the same thing in Syria.
[03:41:10.905 --> 03:41:13.506]  We believe they're going to do the same thing with South Korea.
[03:41:14.306 --> 03:41:31.131]  Bringing home the troops, one country after another, and giving the troops real skills they can use after they leave the service, rather than waging wars by rebuilding our infrastructure
[03:41:31.747 --> 03:41:34.448]  And bringing it into the 21st century.
[03:41:35.928 --> 03:41:44.470]  And again, if you want peace and prosperity as well and truth and freedom, do what you can to support InfoWars.
[03:41:45.170 --> 03:41:46.991]  Put your money where your mind is.
[03:41:47.891 --> 03:41:49.011]  Buy their products.
[03:41:49.791 --> 03:41:52.932]  They have a great special that's being offered right now.
[03:41:52.952 --> 03:41:56.833]  They're introducing a powerful line of fish oils.
[03:41:58.404 --> 03:42:04.528]  From Info Wars Life, 25% off each bottle, 40% off the combo.
[03:42:05.148 --> 03:42:13.253]  Ultimate Fish Oil, Ultimate Krill Oil, and Honor Roll, all 40% off.
[03:42:14.214 --> 03:42:17.976]  They have the combo available for all those that want to try it.
[03:42:19.637 --> 03:42:22.199]  So again, it's all tied together.
[03:42:22.879 --> 03:42:26.922]  High products of quality, high endeavors for life.
[03:42:29.005 --> 03:42:31.126]  You know what the slogan of Occupy Peace is?
[03:42:32.286 --> 03:42:35.647]  Liberty, love, joy, and beauty.
[03:42:37.048 --> 03:42:39.089]  Join the evolution.
[03:42:39.929 --> 03:42:41.350]  Let's all rise higher.
[03:42:43.210 --> 03:42:50.113]  And we believe that's going to start to happen very shortly, with the troops coming home and rebuilding America.
[03:42:50.813 --> 03:42:51.814]  We'll be back in a little bit.
[03:42:52.934 --> 03:42:53.514]  Stay tuned!
[03:43:03.467 --> 03:43:09.071]  Together we're going to restore safety to our streets and peace to our communities.
[03:43:09.572 --> 03:43:15.896]  And we're going to destroy the vile criminal cartel MS-13 and many other gangs.
[03:43:17.077 --> 03:43:20.079]  But MS-13 is particularly violent.
[03:43:20.840 --> 03:43:23.402]  They don't like shooting people because it's too quick.
[03:43:24.142 --> 03:43:25.003]  It's too fast.
[03:43:25.864 --> 03:43:31.428]  I was reading one of these animals was caught and explaining they like to knife them and cut them.
[03:43:32.458 --> 03:43:37.905]  And let him die slowly because that way it's more painful and they enjoy watching that much more.
[03:43:37.945 --> 03:43:38.706]  These are animals.
[03:43:38.966 --> 03:43:40.889]  Did you hear him call MS-13 animals?
[03:43:40.989 --> 03:43:41.650]  Yes, I did.
[03:43:41.670 --> 03:43:42.551]  What did you think about that?
[03:43:42.811 --> 03:43:43.672]  I think he's a pig.
[03:43:43.692 --> 03:43:45.254]  An animal.
[03:43:45.314 --> 03:43:46.936]  I mean, you know, you smell your own, I guess.
[03:43:47.057 --> 03:43:48.839]  Maybe not all people in that group are animals.
[03:43:49.159 --> 03:43:50.300]  No, they're not animals at all.
[03:43:50.320 --> 03:43:51.721]  They're human beings just like all of us.
[03:43:52.021 --> 03:43:52.882]  I think he's a pig.
[03:43:52.902 --> 03:43:59.006]  He's just using that as an excuse to, I don't know, justify his being such a racist.
[03:43:59.187 --> 03:44:01.829]  And then this week Trump made the comment about MS-13 being animals.
[03:44:01.849 --> 03:44:02.469]  Did you hear about that?
[03:44:02.489 --> 03:44:03.210]  I did.
[03:44:03.230 --> 03:44:04.170]  What do you think about that?
[03:44:04.190 --> 03:44:08.133]  I think he's criticizing his own American people.
[03:44:08.253 --> 03:44:09.494]  What can you say about this guy?
[03:44:09.574 --> 03:44:10.195]  He's the animal.
[03:44:11.072 --> 03:44:13.335]  Would you agree that not all MS13 members are animals?
[03:44:13.615 --> 03:44:14.116]  Absolutely.
[03:44:14.657 --> 03:44:14.817]  Cool.
[03:44:14.837 --> 03:44:16.239]  And then, um, it kind of, yeah, exactly.
[03:44:16.259 --> 03:44:18.962]  It's just like a negative, always negative in the news, always negative in the news.
[03:44:18.982 --> 03:44:22.086]  The guys that are running around gangbanging and killing people, they're animals.
[03:44:22.627 --> 03:44:22.867]  You know?
[03:44:23.367 --> 03:44:25.991]  But the rest of the gang, it's a big gang, you know?
[03:44:26.331 --> 03:44:29.916]  I can't decide whether I should laugh at this or it's like a punch to my gut.
[03:44:31.270 --> 03:44:32.671]  Yeah, I feel the same way.
[03:44:32.891 --> 03:44:36.372]  And I feel like it's a punch to the gut a lot of times.
[03:44:36.632 --> 03:44:44.395]  And people with that last video, a lot of them say, oh, you probably interviewed a ton of people and picked the five people that actually supported MS-13.
[03:44:44.915 --> 03:44:48.816]  And Owen, I swear to you, those are the five people I interviewed.
[03:44:49.096 --> 03:44:50.357]  Those were the five reactions.
[03:44:50.437 --> 03:44:51.477]  I went five for five.
[03:44:51.677 --> 03:44:54.598]  Every single person I asked, MS-13, are they animals?
[03:44:55.158 --> 03:44:57.359]  Every single person I asked in West Hollywood said no.
[03:44:58.059 --> 03:44:58.940]  So it's scary.
[03:44:58.980 --> 03:45:08.729]  We're in a really weird spot right now where the left, just to spite Trump, is doubling down on things that are in no way at all American or American values.
[03:45:08.789 --> 03:45:18.218]  And I think one of the only reasons the left is able to get away with these ridiculous stories, these ridiculous claims, is because their base audience has such a short attention span.
[03:45:18.838 --> 03:45:22.363]  So they basically engineered, like, the perfect resistor in a way.
[03:45:22.383 --> 03:45:26.489]  It's people with short attention spans, people that don't actually pay attention to politics.
[03:45:26.569 --> 03:45:34.180]  A lot of times they think they're educated because they went to college and are in debt, and for that reason they feel like they're oppressed and they know more than everybody.
[03:45:34.820 --> 03:45:38.424]  And a lot of what we're seeing now, I think, is going beyond politics.
[03:45:38.484 --> 03:45:41.006]  I think it's basically coming down to good versus evil.
[03:45:41.326 --> 03:45:44.729]  And I think it's coming down to establishment versus anti-establishment.
[03:45:45.130 --> 03:45:56.380]  And it's scary to see the left head in this direction because not too long ago, liberals were the ones who were for free speech, who were against censorship, who wanted to expose government corruption.
[03:45:56.741 --> 03:45:58.943]  And now we're seeing them side with things that
[03:45:59.603 --> 03:46:05.168]  I don't think anyone should ever side with, and it's just at a base level, anti, you know, un-American, anti-American.
[03:46:05.208 --> 03:46:24.905]  But I think the good news is, every time the left takes a stand and supports MS-13, or, you know, promotes the Me Too movement, meanwhile they're all sexual predators in Hollywood, and every time they take a stand and contradict themselves, I think their audience shrinks just a little bit, and it's the people in the middle, the rational people, the centrists,
[03:46:25.365 --> 03:46:32.650]  The independents, the maybe even classical liberals, who are now looking around and saying, wait, why is my party defending MS-13?
[03:46:33.070 --> 03:46:36.152]  Why are we pretending that Hollywood isn't a toxic culture?
[03:46:36.492 --> 03:46:40.694]  And these are the people that are going to start heading to the right, just like we're seeing, you know, across the board.
[03:46:41.155 --> 03:46:49.660]  So while the far left will always be the far left and the protesters will always be pretty much brainwashed and convinced that Trump is the devil himself,
[03:46:50.220 --> 03:46:56.742]  Everyone else in the middle who is somewhat rational will start waking up and their audience I think is shrinking by the day for that reason.
[03:47:03.964 --> 03:47:06.605]  You're listening to the Alex Jones Show!
[03:47:15.505 --> 03:47:33.971]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones on the GCN Radio Network.
[03:47:38.348 --> 03:47:40.070]  Hello, welcome back, welcome back.
[03:47:40.110 --> 03:47:48.197]  This is Gerald Cilenti, hosting this hour on InfoWars, and I want to thank Alex Jones and all the staff for having me on.
[03:47:48.758 --> 03:47:55.243]  It's always a great privilege and an honor to do this, to speak the truth at a time when it's very hard to find.
[03:47:55.764 --> 03:47:58.787]  It's not only fake news out there, it's dumbed-down news.
[03:47:59.605 --> 03:48:03.126]  You know, when this whole thing really started to get dumbed down, I'll never forget when it happened.
[03:48:03.566 --> 03:48:05.546]  When the old Jay Simpson story hit.
[03:48:05.826 --> 03:48:13.108]  I remember I was on this show called 48 Hours on CBS, and after they filmed it, I said, what's going on with this coverage?
[03:48:13.648 --> 03:48:14.708]  It's every day.
[03:48:15.428 --> 03:48:20.889]  You know, and you look at the newspapers today, and they're a shadow of what they used to be.
[03:48:20.909 --> 03:48:23.470]  I mean, here's the toilet paper record.
[03:48:24.949 --> 03:48:26.110]  The New York Times.
[03:48:26.190 --> 03:48:27.110]  And I read everything.
[03:48:27.150 --> 03:48:28.511]  I want to get everybody's viewpoint.
[03:48:28.931 --> 03:48:30.592]  But look at all the photos here.
[03:48:31.092 --> 03:48:35.655]  You look at the old New York Times with story after story after story after story.
[03:48:36.175 --> 03:48:41.798]  And now all they are is photos after photos after photos after photos.
[03:48:42.178 --> 03:48:43.499]  I'm not making this up.
[03:48:44.799 --> 03:48:47.801]  We see all these pictures used to be print.
[03:48:48.703 --> 03:48:55.707]  So you're getting very few stories, and what you're getting is really not worth very much money.
[03:48:56.668 --> 03:49:01.330]  After three decades, he's turning in her keys to Montauk Lighthouse.
[03:49:01.571 --> 03:49:01.851]  Great.
[03:49:02.031 --> 03:49:03.212]  Isn't that a wonderful story?
[03:49:03.352 --> 03:49:03.592]  Yep.
[03:49:05.473 --> 03:49:12.857]  One huge picture after another, and no, hardly any print.
[03:49:13.137 --> 03:49:13.598]  Look at this.
[03:49:15.777 --> 03:49:21.718]  So that's why you tune in to Infowars and of course the Trends Journal Hour Magazine to read history before it happens.
[03:49:22.519 --> 03:49:27.840]  And again, just to remind everyone, I'll be in on August 18th down in Washington, D.C.
[03:49:27.860 --> 03:49:30.561]  at Ron Paul's Summer Conference.
[03:49:30.641 --> 03:49:31.701]  It's a great honor for me.
[03:49:31.761 --> 03:49:36.322]  So if you can make it down there, love to see you go to Ron Paul's website.
[03:49:37.362 --> 03:49:42.383]  And for liberty, peace and prosperity and for all of the details.
[03:49:43.204 --> 03:49:44.644]  I want to stay on again with this
[03:49:45.191 --> 03:49:49.734]  Harry, all things are connected in our field of forecasting trends.
[03:49:50.595 --> 03:50:10.368]  I'm talking about a lot with what I believe Trump is going to be ending the wars overseas, closing down the bases, bringing the troops home from South Korea, from maybe even Okinawa and other useless bases in Germany and in Italy and around the world.
[03:50:10.388 --> 03:50:12.089]  What do we have, 800 bases in 80 countries?
[03:50:12.109 --> 03:50:12.410]  For what?
[03:50:15.501 --> 03:50:18.844]  To put the troops to work rebuilding America.
[03:50:19.725 --> 03:50:22.527]  As I say, the business of America has been war.
[03:50:23.668 --> 03:50:25.810]  But you know what our real war is going to be?
[03:50:25.930 --> 03:50:27.491]  It's going to be an economic war.
[03:50:27.531 --> 03:50:28.712]  And you know who it's going to be with?
[03:50:29.292 --> 03:50:29.653]  China.
[03:50:30.533 --> 03:50:32.715]  Because the business of China is business.
[03:50:33.816 --> 03:50:37.279]  China has about 440 million people in the middle class.
[03:50:38.320 --> 03:50:39.561]  We have a nation of only 320 million.
[03:50:39.581 --> 03:50:40.321]  They have 1.3 billion people.
[03:50:44.028 --> 03:50:55.613]  So I did a little something today to show you what China's doing in the business of business, while America still too concentrates on the business of war.
[03:50:58.435 --> 03:51:04.498]  Chinese build wind farm in Ethiopia, Africa's second largest.
[03:51:09.140 --> 03:51:11.481]  President Xi meets Brazilian President
[03:51:12.162 --> 03:51:15.084]  Calling for more solidarity, coordination.
[03:51:15.384 --> 03:51:17.345]  This is just within the last week, by the way.
[03:51:19.126 --> 03:51:26.791]  Chinese President Xi, on Thursday, met with Brazilian counterpart Michael Temer.
