[00:00:00.109 --> 00:00:01.310]  Agenda 2030.
[02:53:59.805 --> 02:54:01.346]  Is anybody shocked by that?
[02:54:01.766 --> 02:54:02.687]  Of course not!
[02:54:03.588 --> 02:54:07.310]  Because these people are showing up to replace every single one of you.
[02:54:08.031 --> 02:54:10.913]  Don't let anyone tell you that's a conspiracy theorist.
[02:54:11.133 --> 02:54:13.135]  Don't let anyone tell you that that's a lie.
[02:54:14.656 --> 02:54:18.059]  Anyone goes down there themselves, this is what you see.
[02:54:19.378 --> 02:54:20.499]  And you see it immediately.
[02:54:20.879 --> 02:54:23.940]  In just three hours, I also asked the Border Patrol agent.
[02:54:25.561 --> 02:54:27.042]  Hundreds of illegals crossed.
[02:54:28.543 --> 02:54:34.045]  He said more than 20 countries represented in that short amount of time.
[02:54:34.085 --> 02:54:37.927]  At that point, when I asked that question last night, only three hours passed.
[02:54:38.627 --> 02:54:42.789]  And he said more than 20 countries have already breached the United States of America.
[02:54:42.809 --> 02:54:47.652]  And yes, it angers you that these individuals are just facilitating this.
[02:54:48.550 --> 02:54:58.174]  This is why they're trying to remove good men and women out of law enforcement to get people in that will just facilitate the New World Order, their regime, and their plans.
[02:54:59.374 --> 02:55:02.296]  Because right now, that is what defund the police was.
[02:55:02.936 --> 02:55:04.737]  That is what the woke military is.
[02:55:05.897 --> 02:55:10.479]  Going after the three-letter agencies and weaponizing them by infiltrating them with evil people.
[02:55:11.556 --> 02:55:14.657]  And that's the same thing you're seeing with the Border Patrol as well.
[02:55:14.917 --> 02:55:28.223]  That is why Secretary, DHS Secretary, will sit there and push real misinformation to the American public, to the entire world, that at the removal... Guys, Title 42, I was there last night.
[02:55:28.283 --> 02:55:29.543]  This is the night before.
[02:55:29.704 --> 02:55:30.984]  I'm going back again tonight.
[02:55:31.424 --> 02:55:34.165]  You're seeing it in El Paso, in Brownsville.
[02:55:34.446 --> 02:55:35.226]  It's chaos.
[02:55:36.084 --> 02:55:42.446]  Thousands, tens of thousands are staging in Mexico on the opposite side, Juarez, you name it.
[02:55:43.446 --> 02:55:48.047]  Different regions staging, preparing for the floodgates to open tonight.
[02:55:48.147 --> 02:55:52.488]  It's been bad, you guys, but it's going to get a hell of a lot worse.
[02:55:52.988 --> 02:55:54.729]  This agenda is here.
[02:55:56.292 --> 02:55:56.933]  It is here.
[02:55:56.953 --> 02:55:58.974]  It is being fully implemented.
[02:55:59.275 --> 02:56:05.840]  Title 42 being removed is the full-scale invasion of the United States of America.
[02:56:06.961 --> 02:56:08.262]  Military-aged men.
[02:56:08.282 --> 02:56:10.764]  There's a lot of men down there.
[02:56:10.784 --> 02:56:13.506]  And they claim that it's innocent people.
[02:56:13.546 --> 02:56:15.067]  They claim that it's refugees.
[02:56:15.388 --> 02:56:18.350]  They claim that it's individuals fleeing persecution.
[02:56:18.710 --> 02:56:24.375]  When it's a lot of men down there that are coming into this country illegally.
[02:56:24.995 --> 02:56:25.736]  Isn't that interesting?
[02:56:26.641 --> 02:56:28.062]  The New World Order knows they need men.
[02:56:29.764 --> 02:56:52.722]  They push this dehumanizing agenda, Dylan Mulvaney's, these beta homosexuals, they feminize American culture because when they make their replacement, they know that they're going to actually need males, okay, to rule with an iron fist and to enforce their tyranny and their New World Order regime.
[02:56:52.942 --> 02:56:54.043]  They know they need males.
[02:56:55.976 --> 02:56:58.437]  But that's why their hypocrisy is all by design.
[02:56:59.137 --> 02:57:04.739]  The hypocrisy is all to dismantle what is good and normal so that it's a transfer of powers.
[02:57:05.079 --> 02:57:06.779]  And they're doing it without firing a shot.
[02:57:06.979 --> 02:57:10.540]  This invasion is happening without a shot being fired!
[02:57:12.381 --> 02:57:14.501]  In some cases, the cartels do get violent.
[02:57:15.022 --> 02:57:18.242]  You see that down at the southern border, the formerly known southern border?
[02:57:18.923 --> 02:57:20.023]  These people are not vetted.
[02:57:20.043 --> 02:57:23.204]  We have no idea who the hell these people are, you guys.
[02:57:24.457 --> 02:57:28.400]  And they get an Uber service, bought and paid for by you.
[02:57:28.860 --> 02:57:30.141]  What a slap in the face, isn't it?
[02:57:30.702 --> 02:57:32.063]  Bought and paid for by you.
[02:57:32.083 --> 02:57:40.589]  The federal government facilitating human smuggling, human trafficking, Uber servicing these people and giving them a new ride.
[02:57:40.629 --> 02:57:44.432]  I asked this black lady, I don't know if she was from Nigeria.
[02:57:44.932 --> 02:57:46.093]  I don't care, she's illegal.
[02:57:47.154 --> 02:57:49.976]  I asked her last night, I said, was it hard for you to get in here?
[02:57:50.936 --> 02:57:51.757]  She said, no, not at all.
[02:57:52.685 --> 02:57:56.606]  I said, was it easy to cross the United States southern border?
[02:57:57.146 --> 02:57:58.067]  No, no.
[02:57:58.607 --> 02:58:00.308]  I said, did you receive any opposition?
[02:58:00.388 --> 02:58:04.569]  Was there anything standing in your way to cross that line?
[02:58:05.069 --> 02:58:06.029]  No, not at all.
[02:58:06.910 --> 02:58:10.651]  And then I also asked her, do you think President Biden has something to do with this?
[02:58:12.211 --> 02:58:15.432]  Opening up the doors to individuals to come into this country?
[02:58:15.833 --> 02:58:16.853]  She said, absolutely.
[02:58:16.873 --> 02:58:30.555]   I said, do you appreciate President Biden, I specifically said this, do you appreciate President Joe Biden, this puppet, right, for letting you come into this country illegally?
[02:58:30.936 --> 02:58:32.316]  She said, absolutely.
[02:58:32.336 --> 02:58:34.096]  I am very appreciative.
[02:58:35.217 --> 02:58:38.457]  Of course, because these people are being used.
[02:58:38.978 --> 02:58:45.557]   And then the NGOs come They manipulate, Alex and I have talked about this, they manipulate people's goodwill.
[02:58:45.617 --> 02:58:49.899]  They think that they're out there helping the migrants, helping the illegals.
[02:58:50.200 --> 02:58:53.241]  No, these NGOs are proxies.
[02:58:54.542 --> 02:59:01.005]  Organizations being used by the New World Order to facilitate this agenda.
[02:59:02.037 --> 02:59:30.032]  That is all inspired by the United Nations, by the globalist regime, the replacement migration to replace the Patriot, replace the Patriot, replace the Christian, replace the Western woman, replace the Western man, replace the individual that loves the American Constitution, replace the individual that loves the flag, that loves the Pledge of Allegiance, that loves the National Anthem, that loves any form of American traditionalism.
[02:59:30.272 --> 02:59:31.413]  Replace them all!
[02:59:32.239 --> 02:59:38.205]  So we can have the global citizen that questions nothing, can't even speak the language of the land.
[02:59:38.485 --> 02:59:44.250]  There is no language of the land because we rule your entire life through centralized systems.
[02:59:44.550 --> 02:59:46.672]  You don't even need to be able to talk for yourself.
[02:59:47.033 --> 02:59:47.973]  They will rule all.
[02:59:48.234 --> 02:59:49.795]  Guys, this is getting real.
[02:59:49.774 --> 03:00:03.934]  I'll see you later.
[03:00:03.934 --> 03:00:06.514]  (upbeat music)
[03:00:05.332 --> 03:00:11.577]  Live from the Infowars.com studios, it's Alex Jones.
[03:00:11.757 --> 03:00:15.219]  The silent majority is no longer silent.
[03:00:15.540 --> 03:00:19.062]  This is The War Room with Owen Schroyer.
[03:00:20.384 --> 03:00:22.145]  Please stand by for further details.
[03:00:22.165 --> 03:00:24.447]  We return you now to your regularly scheduled program.
[03:00:27.660 --> 03:00:34.484]  So, Gen Z workers are not going to be faring too well in the workplace, and that doesn't spell good for us in the future.
[03:00:34.624 --> 03:00:41.509]  One thing I could recommend is I think we need to get some of these Gen Zers on TurboForce, which you can get at InfoWarsStore.com.
[03:00:41.529 --> 03:00:42.990]  Didn't see the plug coming, did you?
[03:00:43.010 --> 03:00:46.772]  But here it is, TurboForce from InfoWarsLife.
[03:00:46.992 --> 03:00:51.955]  25% off, it's back, it's reformulated, it's in a canister, so you can scoop out as much as you need.
[03:00:51.975 --> 03:00:52.736]  You want a full scoop?
[03:00:52.756 --> 03:00:53.716]  You want a heaping scoop?
[03:00:53.956 --> 03:00:54.737]  You want half a scoop?
[03:00:55.037 --> 03:01:00.098]  You can get it all now by just going to InfoWarsStore.com and ordering TurboForce.
[03:01:00.158 --> 03:01:04.900]  More strength, more power, more energy when you need it, and it's long-lasting.
[03:01:04.940 --> 03:01:12.220]   It's got vitamin C, it's got niacin, B6, taurine, beta alanine, acetyl L-carnitine, L-theanine,
[03:01:12.220 --> 03:01:18.619]   green leaf extract, coffee berry, guanacid extract, herbamonte, and oliva ATP.
[03:01:18.619 --> 03:01:21.540]  Just some of the ingredients packed into TurboForce.
[03:01:21.540 --> 03:01:22.860]  It's in a powder form.
[03:01:22.860 --> 03:01:23.860]  It's in a canister.
[03:01:23.860 --> 03:01:26.060]  You saw the commercial earlier.
[03:01:26.060 --> 03:01:27.899]  People were fighting over the last little bag.
[03:01:27.899 --> 03:01:30.340]  They don't even know we got it now in a canister.
[03:01:30.340 --> 03:01:33.899]  So go to InfoWarsStore.com and pick up your TurboForce.
[03:01:33.899 --> 03:01:35.899]  I don't know what you're waiting for.
[03:01:35.983 --> 03:01:38.383]  And that's my really my only plug today.
[03:01:38.403 --> 03:01:39.083]  I feel bad.
[03:01:39.123 --> 03:01:43.264]  I forgot to do it all throughout because we had so much information going on an amazing interview.
[03:01:43.664 --> 03:01:45.285]  But we got another amazing interview.
[03:01:45.365 --> 03:01:47.886]  Infowarsstore.com and support what we're doing.
[03:01:48.005 --> 03:01:53.126]   It's you out there that fuel the jet engines that keep this whole thing twirling about.
[03:01:53.126 --> 03:01:58.284]  [MUSIC]
[03:01:58.284 --> 03:02:02.524]   It's been said that my people perish for lack of knowledge.
[03:02:03.219 --> 03:02:05.563]  When Christ said that, we know it's totally true.
[03:02:06.183 --> 03:02:06.924]  Knowledge is power.
[03:02:07.505 --> 03:02:10.369]  It's also been said that God helps those that help themselves.
[03:02:11.430 --> 03:02:15.395]  Well, ladies and gentlemen, it's time to help yourself and help your family and help your community.
[03:02:16.505 --> 03:02:29.876]  If you research the iodine conspiracy and discover that in the US and in China and many other countries, IQs were dropping, deformities were exploding, the 20s and 30s and 40s, so the government put iodine in the food.
[03:02:30.316 --> 03:02:41.907]   Not high quality iodine, it was still bound iodine to other elements, it was really cheap iodine, but it boosted IQs, knocked out the infertility, Really did great things to stop a lot of the mutations and deformities.
[03:02:42.267 --> 03:02:43.048]  Look it up for yourself.
[03:02:43.389 --> 03:02:52.158]  Just look up the iodine deficiency on Wikipedia and it's got all the links to the UN, the Lancet Medical Journal, everything about the number one cause of cognitive disability in the world.
[03:02:52.178 --> 03:02:54.621]  The number one cause of intellectual disability.
[03:02:54.881 --> 03:03:06.269]   The number one cause of all these different health problems is lack of iodine and how These bad halogens that counter and block iodine are purposely putting the food in water.
[03:03:06.470 --> 03:03:07.510]  They even admit that here!
[03:03:08.031 --> 03:03:12.954]  And then we wonder why people are so dumb and why society is falling apart all around us.
[03:03:13.634 --> 03:03:17.676]  Ladies and gentlemen, we have the cleanest, best, highest quality iodine.
[03:03:18.117 --> 03:03:28.123]  We have all three types, the nascent, deep earth crystal, pure atomic iodine, and then two other types that help synergistically boost that, according to the experts that we did the research with.
[03:03:28.703 --> 03:03:37.808]  This product's been sold out for more than six months, but it's finally back in stock at InfoWarsStore.com or call toll-free, 888-253-3139.
