[00:00:00.069 --> 00:00:00.850]  I understand.
[02:42:25.982 --> 02:42:32.986]  And tell your friends and your family members that are retards, that are mocking you, to be ready as well.
[02:42:33.006 --> 02:42:34.767]  And you know what?
[02:42:35.587 --> 02:42:37.488]  They'll be the first to die if they don't want to listen.
[02:42:38.721 --> 02:42:51.385]  I know there are Infowarriors that understand this, but we have to continue to remain to sound the alarm because you have conservative media right now, you have left-wing media right now that are trying to get everybody to pick a side in this whole damn thing.
[02:42:52.426 --> 02:42:52.946]  You know what?
[02:42:53.729 --> 02:43:02.293]  If they launch these terror cells, these sleeper cells in the United States of America, you are not going to give a damn what's going on in Israel if these people start slaughtering your family.
[02:43:02.513 --> 02:43:05.174]  If you do, you're just a cock and a retard.
[02:43:05.314 --> 02:43:11.817]  You're like the equivalent to these woke whites that are just like, oh, black people, yeah, take our wives.
[02:43:12.417 --> 02:43:16.359]  Let us lick the bottom of your feet because we're, yeah, we're the oppressors.
[02:43:16.559 --> 02:43:17.259]  Oh my goodness.
[02:43:17.399 --> 02:43:19.580]  Oh, black people, we love black supremacy.
[02:43:19.859 --> 02:43:22.099]  I'm a white supremacist because I'm white.
[02:43:22.099 --> 02:43:33.739]   If these terror cells get activated and kill squads get activated, inner city suburbs in the United States of
[02:43:33.739 --> 02:43:37.038]   America, and you are a sitting duck, you are not armed up to the
[02:43:37.038 --> 02:43:37.619]  teeth.
[02:43:37.619 --> 02:43:47.619]  [BLANK_AUDIO]
[02:43:39.577 --> 02:43:43.919]  You're not going to be thinking about what side are you on when it comes to Israel.
[02:43:44.259 --> 02:43:47.460]  You're not going to be thinking about the babies in Israel.
[02:43:47.480 --> 02:43:50.221]  You're not going to be thinking about the innocent people in Israel.
[02:43:50.421 --> 02:43:55.983]  You're not going to be thinking about the babies in Palestine or the innocent people in Palestine.
[02:43:56.143 --> 02:43:57.163]  Let's be real, dude.
[02:43:57.463 --> 02:43:58.924]  You're going to be thinking about you.
[02:44:00.845 --> 02:44:01.705]  As you should be.
[02:44:01.725 --> 02:44:06.967]  And at that point, it might be a little too late to be America first.
[02:44:08.098 --> 02:44:18.787]  Because at that point, you'll be getting decapitated, shot in the back of the head, incinerated alive, tied to the back of a Tacoma, and dragged around like a trophy, naked, male or female.
[02:44:20.909 --> 02:44:27.695]  And your image, posted somewhere, they'll livestream it on your own phone and send it to your family, somewhere else.
[02:44:30.100 --> 02:44:33.142]  Yeah, at that point, it'll be a little too late to be America first, don't you think?
[02:44:33.642 --> 02:44:34.842]  Oh, Drew, that could never happen.
[02:44:34.922 --> 02:44:35.263]  Alright.
[02:44:35.743 --> 02:44:36.243]  That's fine.
[02:44:36.523 --> 02:44:37.224]  Keep thinking that.
[02:44:37.684 --> 02:44:38.824]  Freakin' retard, dude.
[02:44:39.044 --> 02:44:42.586]  Imagine thinking- Imagine having that mindset, thinking that could never happen.
[02:44:44.287 --> 02:44:48.049]  Imagine that mindset, thinking that something like that could never take place.
[02:44:49.830 --> 02:44:54.192]  Obviously, if you live in a town, you live in a neighborhood that's armed to the teeth, yes!
[02:44:55.052 --> 02:44:56.233]  F around and find out!
[02:44:57.236 --> 02:44:59.657]  If they try it, they are going to find out.
[02:44:59.917 --> 02:45:00.738]  I agree with you.
[02:45:01.038 --> 02:45:08.462]  That's why I'm trying to get people, everyone on that wavelength, because they should be.
[02:45:09.362 --> 02:45:12.944]  Not sitting here pissing and moaning about which side of the conflict they're on.
[02:45:15.345 --> 02:45:19.407]  There are threats here to the West, and this current government is not going to be there to help you.
[02:45:20.259 --> 02:45:25.422]  You're not going to care if these people get activated with what's going on in Israel, what's going on in Palestine?
[02:45:25.442 --> 02:45:32.147]  You're not going to have time to open up your phone and be like, oh my god, oh my god, you don't care about the innocent people in Israel?
[02:45:32.687 --> 02:45:36.169]  Oh my god, you don't care about the innocent people in Palestine?
[02:45:36.189 --> 02:45:43.053]  Yeah, while you're getting your head chopped off, while you're getting incinerated, while your wife is getting raped by Hamas in this country, are you going to sit there and have time to do that?
[02:45:43.094 --> 02:45:43.534]  No, you're not.
[02:45:43.554 --> 02:45:45.195]  Give me a break.
[02:45:46.542 --> 02:45:51.124]  We should be America first in the situation right now, especially under these circumstances.
[02:45:52.965 --> 02:45:54.346]  But this is a huge red pill moment.
[02:45:55.747 --> 02:45:57.768]  This is a huge red pill moment for a lot of people.
[02:45:58.348 --> 02:46:06.612]  I'm having I'm having a lot of family members, normies, getting messages, emails, people calling me, dude, I'm buying a gun tomorrow.
[02:46:07.513 --> 02:46:09.434]  Like I should have done this a long time ago.
[02:46:10.454 --> 02:46:19.109]   This that we cannot You know, be naive, like, I'm not... Listen, I understand people that understand this understand it, okay?
[02:46:20.249 --> 02:46:30.615]  But we always have to remember communicating and redpilling to those that need to be pulled out of the matrix is something that's always going to need to happen over and over because that builds our resistance.
[02:46:33.016 --> 02:46:35.958]  We could truly redpill people, wake them up, pull them out of the matrix.
[02:46:36.318 --> 02:46:37.439]  That only grows our numbers.
[02:46:37.979 --> 02:46:38.659]  And that's been happening.
[02:46:38.679 --> 02:46:39.960]  This is a huge redpill moment.
[02:46:41.239 --> 02:46:43.220]  The gun control people are not happy about this one.
[02:46:44.120 --> 02:46:47.802]  Because the increase in firearms and ammunition is going to skyrocket.
[02:46:49.042 --> 02:47:00.167]  Because when people encounter reality, and you're encountering real terrorism and real terrorist threats here in the United States of America, what is America's reaction?
[02:47:00.607 --> 02:47:04.528]  Go and buy, don't buy a gun, buy many guns.
[02:47:05.029 --> 02:47:09.090]  Don't buy some ammo, buy lots of ammo.
[02:47:09.190 --> 02:47:10.431]  Thousands of rounds.
[02:47:12.045 --> 02:47:12.906]  And I've always said this.
[02:47:13.326 --> 02:47:14.567]  America First is inevitable.
[02:47:14.927 --> 02:47:18.771]  And unfortunately, it's going to have to take some serious circumstances to get the normies there.
[02:47:19.792 --> 02:47:20.492]  Unfortunately.
[02:47:21.053 --> 02:47:23.495]  The last thing we want to see is bloodshed here in this country.
[02:47:24.269 --> 02:47:31.251]  Because I'd rather see people live and not be all like woke and retarded and led to their destruction, but you reap what you sow.
[02:47:31.751 --> 02:47:43.935]  So, and that's kind of the situation with all these woke retards in the United States of America, you know, getting stabbed and shot by like, you know, criminal black people that are all like, Oh yeah, I was BLM ACAB.
[02:47:44.095 --> 02:47:44.455]  Oh yeah.
[02:47:44.575 --> 02:47:47.576]  Oh no, I'm getting killed by a black person, but don't call the cops.
[02:47:47.636 --> 02:47:48.096]  It's okay.
[02:47:48.116 --> 02:47:48.736]  Cause I'm white.
[02:47:49.516 --> 02:47:50.377]  Same concept.
[02:47:51.077 --> 02:47:51.757]  Same concept.
[02:47:52.577 --> 02:47:55.258]  Unfortunately, that's what it's going to have to take to wake people up.
[02:47:55.578 --> 02:47:56.418]  And you guys know this.
[02:47:57.359 --> 02:48:05.922]  No matter how many words we say, no matter how many facts get dropped, some people just refuse to wake up until there's some violence going on.
[02:48:05.962 --> 02:48:06.722]  I'm not calling for that.
[02:48:07.122 --> 02:48:08.262]  All right, we are back!
[02:48:08.282 --> 02:48:10.803]  I want to thank you guys for tuning in.
[02:48:10.843 --> 02:48:12.424]  I'm your guest host, Drew Hernandez.
[02:48:13.264 --> 02:48:18.166]  Fourth hour of the Alex Jones Show, the most banned show in the universe.
[02:48:18.931 --> 02:48:22.433]  Make sure to support the broadcast by going to InfoWarsStore.com.
[02:48:22.453 --> 02:48:23.973]  Go check out some of the products.
[02:48:24.674 --> 02:48:25.374]  You need to prepare.
[02:48:25.394 --> 02:48:29.216]  If anybody's mocking you for over-preparing, that's just fine.
[02:48:29.236 --> 02:48:32.457]  Because I think you'd rather be over-prepared than under-prepared.
[02:48:32.978 --> 02:48:35.079]  So always remember to support the broadcast.
[02:48:35.559 --> 02:48:36.799]  Support InfoWars.com.
[02:48:36.859 --> 02:48:38.200]  InfoWarsStore.com.
[02:48:38.220 --> 02:48:40.921]  Go check out some of the great products right now.
[02:48:41.562 --> 02:48:42.162]  InfoWars.
[02:48:42.842 --> 02:48:45.824]  We'll stay alive and we'll remain according to you.
[02:48:46.104 --> 02:48:46.924]  It's in your hands.
[02:48:47.464 --> 02:48:48.445]  It's up to you guys.
[02:48:49.025 --> 02:48:50.246]  We are supported by the people.
[02:48:50.286 --> 02:49:06.014]  We the people, that is you the people, the viewers, the listeners, those that have been with InfoWars and Alex Jones for decades, continue to support true alternative media that takes a stance against these satanic, Luciferian globalists.
[02:49:07.121 --> 02:49:11.484]  24-hour flash sale going on now at InfoWarsStore.com.
[02:49:11.844 --> 02:49:12.984]  Make sure to go check it out.
[02:49:13.004 --> 02:49:16.767]  And also guys, I want to invite you guys to check out some of my shows.
[02:49:16.787 --> 02:49:18.948]  Go to Rumble.com slash Drew Hernandez.
[02:49:19.328 --> 02:49:21.289]  Rumble.com slash Drew Hernandez.
[02:49:21.789 --> 02:49:24.491]  I go live Monday through Friday at 8 p.m.
[02:49:24.531 --> 02:49:24.971]  Pacific.
[02:49:25.391 --> 02:49:26.072]  That's 11 p.m.
[02:49:26.132 --> 02:49:27.192]  Eastern Standard Time.
[02:49:27.893 --> 02:49:30.194]  Again, and just follow me on Twitter at Drew H. Live.
[02:49:30.634 --> 02:49:33.776]  But always remember to support InfoWars, InfoWarsStore.com.
[02:49:33.836 --> 02:49:36.017]  Alright guys, I'm gonna be honest with you.
[02:49:37.549 --> 02:49:39.129]  I'm going to be 100% honest with you.
[02:49:39.149 --> 02:49:40.990]  We don't have time.
[02:49:41.830 --> 02:49:42.990]  We don't have the resources.
[02:49:43.770 --> 02:49:48.272]  We don't have the money to continue to fund another never-ending war in the Middle East.
[02:49:49.312 --> 02:49:50.732]  And I think Olin covered it earlier.
[02:49:50.752 --> 02:49:54.193]  When I turned on the broadcast, I was listening in.
[02:49:54.233 --> 02:49:58.574]  You're seeing these reports of Zelensky is making a trip to Israel.
[02:49:59.338 --> 02:50:02.179]  Because Zielinski knows, he's getting a little jelly.
[02:50:02.199 --> 02:50:03.900]  He's getting a little jelly.
[02:50:03.920 --> 02:50:08.461]  He's got like the only child syndrome, you know what I'm saying?
[02:50:09.081 --> 02:50:12.303]  Zielinski has like the only child syndrome.
[02:50:12.803 --> 02:50:25.127]  Where they need all the attention, they want all the presents, and if all the attention is not on them, they get all pissy, they start complaining and acting out, and they gotta do stuff to get everyone's attention again.
[02:50:25.327 --> 02:50:26.708]  You know dogs do this, you know what I'm saying?
[02:50:26.748 --> 02:50:27.248]  Like puppies.
[02:50:28.126 --> 02:50:30.368]  Like, if you have one dog, they do this kind of stuff?
[02:50:30.828 --> 02:50:31.649]  That's Zelensky!
[02:50:32.410 --> 02:50:48.243]  Okay, and now that all eyes are on Israel, and hundreds of billions of dollars are now gonna start going to Israel, and quietly, I can guarantee you, hundreds of billions of dollars will eventually be going to the Palestinians for their relief and for aid.
[02:50:50.006 --> 02:50:52.488]  Zelensky's viewing that and he's getting worried.
[02:50:53.228 --> 02:51:01.534]  Apparently he told a French reporter, a broadcaster, that this is problematic because the global stage is going to get distracted from the Ukraine war front here against Russia.
[02:51:02.094 --> 02:51:02.715]  Of course.
[02:51:03.215 --> 02:51:04.996]  And you know what the United States is going to do?
[02:51:05.016 --> 02:51:11.601]  This cucked out, infiltrated, New World Order, Build Back Better, Great Reset administration is going to do?
[02:51:11.901 --> 02:51:17.244]   They're going to continue To fund it all and rape you of all of your taxes.
[02:51:17.605 --> 02:51:20.506]  They are going to rape you of all of your income.
[02:51:20.686 --> 02:51:21.627]  You're going to get raped.
[02:51:21.867 --> 02:51:26.550]  You're going to get sodomized of all the money you make so you can feel better about yourselves.
[02:51:27.290 --> 02:51:28.871]  Pat yourself on the back, dude.
[02:51:29.212 --> 02:51:31.153]  Yeah, keep funding Ukraine.
[02:51:31.633 --> 02:51:32.854]  Oh, I'm such a good person.
[02:51:33.734 --> 02:51:35.415]  Keep sending all my money to Israel.
[02:51:35.595 --> 02:51:37.817]  I'm going to keep sending all my money to the Palestinians.
[02:51:38.097 --> 02:51:39.178]  Oh, because I feel so bad.
[02:51:39.398 --> 02:51:39.978]  What about us?
[02:51:40.418 --> 02:51:41.799]  You sound like Mike Pence now.
[02:51:42.159 --> 02:51:42.940]  You see how that works?
[02:51:43.922 --> 02:51:44.643]  I don't understand it.
[02:51:45.003 --> 02:51:52.508]  How come people have such a heart on, you know, sending all this money to Israel, sending all this money to Palestine, right?
[02:51:53.069 --> 02:51:55.911]  But like, oh, but we should not do that for Ukraine.
[02:51:57.452 --> 02:51:57.992]  Shut up.
[02:51:58.553 --> 02:51:59.093]  Shut up.
[02:51:59.233 --> 02:51:59.854]  You know what I mean?
