[00:00:00.029 --> 00:00:00.509]  Guess what?
[03:00:23.123 --> 03:00:27.004]  The average Joe hears that and says, that sounds fishy.
[03:00:27.144 --> 03:00:30.765]  What's your understanding of what your son was doing for an extraordinary amount of money?
[03:00:31.506 --> 03:00:32.926]  I don't know what he was doing.
[03:00:32.986 --> 03:00:34.167]  I know he was on the board.
[03:00:34.187 --> 03:00:36.587]  I found out he was on the board after he was on the board.
[03:00:36.607 --> 03:00:37.688]  And that was it.
[03:00:38.328 --> 03:00:40.229]  And there's nobody... Well, you've had a lot of time.
[03:00:40.289 --> 03:00:41.830]  Isn't this something you want to get to the bottom of?
[03:00:42.190 --> 03:00:43.631]  No, because I trust my son.
[03:00:44.092 --> 03:00:46.053]  But that doesn't pass the smell test.
[03:00:46.093 --> 03:00:48.454]  Like, when you're vice president, isn't there a higher standard?
[03:00:48.474 --> 03:00:50.715]  Don't you need to know what's happening with your family?
[03:00:50.776 --> 03:00:53.057]  Don't you need to put down some guardrails?
[03:00:53.837 --> 03:00:57.980]  Unless there was something that was... there was something on his face that was wrong.
[03:00:58.440 --> 03:01:00.902]  There was nothing on his face that was wrong.
[03:01:00.942 --> 03:01:05.484]  Look, if you want to talk about problems, you know, let's talk about Trump's family.
[03:01:06.585 --> 03:01:07.185]  I mean, come on.
[03:01:07.526 --> 03:01:07.826]  This is...
[03:01:10.086 --> 03:01:11.027]  These guys are amazing.
[03:01:12.328 --> 03:01:15.110]  So you think that everything that happened was kosher?
[03:01:15.531 --> 03:01:22.476]  You know there's not one single bit of evidence, not one little tiny bit, to suggest anything done was wrong.
[03:01:23.297 --> 03:01:23.798]  You know that.
[03:01:24.218 --> 03:01:25.579]  But you keep asking me these questions.
[03:01:25.639 --> 03:01:26.180]  It's okay.
[03:01:26.780 --> 03:01:29.322]  You know, you're doing what you have to do.
[03:01:30.123 --> 03:01:31.164]  But I'm not worried about it.
[03:01:31.364 --> 03:01:32.665]  Look, the American public knows me.
[03:01:33.286 --> 03:01:34.286]  Last one on this.
[03:01:35.968 --> 03:01:36.628]  Say you're elected.
[03:01:37.189 --> 03:01:37.970]  You're in office.
[03:01:38.534 --> 03:01:44.774]   What guardrails would you have to be sure that your son, your brother Jimmy doesn't do anything to trade?
[03:01:44.774 --> 03:01:51.494]   That was during the campaign, they stole the election, now it's all confirmed.
[03:01:51.494 --> 03:01:57.093]   Chinese communist agents. Dr. Sotomayor is our guest. Now let's talk about people getting ready.
[03:01:57.093 --> 03:02:04.694]   And I can't illustrate this any easier than the fact that I tested negative for COVID twice this week.
[03:02:04.854 --> 03:02:06.715]  You were here last week when I was first starting to get sick.
[03:02:07.256 --> 03:02:08.256]  I hardly ever get sick.
[03:02:08.577 --> 03:02:09.577]  I know what COVID feels like.
[03:02:09.637 --> 03:02:10.298]  Can't breathe.
[03:02:10.758 --> 03:02:11.679]  It's a different type of deal.
[03:02:12.079 --> 03:02:14.420]  I believe that I have one of these new variants, things that are going on.
[03:02:14.440 --> 03:02:15.661]  We see the hospitals all of it.
[03:02:15.941 --> 03:02:17.102]  There's definitely something going on.
[03:02:17.142 --> 03:02:18.023]  They know what's going on.
[03:02:20.084 --> 03:02:23.126]  I got on the inhalable steroids that you sent me.
[03:02:23.426 --> 03:02:24.006]  B-desonide, right?
[03:02:24.086 --> 03:02:25.387]  And what's the other one?
[03:02:25.587 --> 03:02:26.788]  B-desonide and Abiro.
[03:02:27.128 --> 03:02:28.148]  And it knocked it all out.
[03:02:28.509 --> 03:02:29.129]  And I didn't know why.
[03:02:29.489 --> 03:02:31.930]  Last week you're here, you're like, let me help you.
[03:02:31.950 --> 03:02:32.531]  I'll give it to you now.
[03:02:32.551 --> 03:02:33.611]  I'm like, no, I'm fine.
[03:02:34.171 --> 03:02:35.652]  And a few days ago, I'm like, give it to me.
[03:02:35.872 --> 03:02:36.553]  Instantly better.
[03:02:37.173 --> 03:02:38.374]  Took it last night.
[03:02:38.554 --> 03:02:40.256]  I could not do the show yesterday.
[03:02:40.796 --> 03:02:42.618]  I'm like 95% better today.
[03:02:42.638 --> 03:02:48.062]  I mean, this is so no-brainer, but they're not going to give people this at the hospitals, most of them.
[03:02:48.303 --> 03:03:00.813]  They're not going to tell the people, the doctors you've got, the telemedicine system you've got, they're ready to help people, not once they start getting sick and get sent away from the hospital to get sick and come back and put on a ventilator, but to get stockpiled beforehand.
[03:03:01.153 --> 03:03:06.614]   So now I'm going to ask you, to talk about how people go to drstellamd.com,
[03:03:06.614 --> 03:03:11.374]   use promo code Alex to get a 10% discount, in some cases even more depending on the product,
[03:03:11.374 --> 03:03:17.774]   drstellamd.com, tell people about your amazing line of products that are over the counter,
[03:03:17.774 --> 03:03:19.494]  but also the telemedicine you've got.
[03:03:19.494 --> 03:03:24.014]   Yeah, let's talk about the telemedicine first, because that's the most important part, you know?
[03:03:24.382 --> 03:03:30.148]  During Delta, we're seeing 700-800 patients a day calling prescriptions to pharmacies.
[03:03:30.208 --> 03:03:35.994]  Pharmacies will just cancel the scripts and then we'll be calling from 3-4 pharmacies to just get prescriptions to people.
[03:03:36.454 --> 03:03:37.254]  We're going through a lot.
[03:03:37.314 --> 03:03:43.717]  So we called, in fact, I think I came on Alex Show at that time, and we called and we said, get patients out there.
[03:03:43.957 --> 03:03:48.939]  And, you know, we called, like I said, mom and pop pharmacies from all over the country.
[03:03:49.299 --> 03:03:53.160]  And these mom and pop pharmacies, they came on and they joined our team.
[03:03:53.240 --> 03:04:00.343]  And we created a team with mom and pop pharmacies all over the country that will ship these medications directly to your house.
[03:04:00.843 --> 03:04:21.527]  So what you really do is that you go on DrStellaMD.com, you do a telemedicine appointment, you fill all your medical information, we review it, our nurses call you, we review all your information, look at your allergies, your weight, and all that, and then we prescribe the medication according to your medical history, according to your weight, according to, you know, other medications that you're taking.
[03:04:21.927 --> 03:04:25.728]  And then we ship it to you, and then you take it and you keep it in your medicine cabinet.
[03:04:25.768 --> 03:04:42.221]   We have a package we've put together called Yes, it has hydroxychloroquine, it has ivermectin, it has budesonide, and it has this cute little nebulizer that we created that you can actually just charge it with your power bank, you know?
[03:04:42.521 --> 03:04:47.426]  So you get the nebulizer, so it gets you Z-Pak, and then you get the steroids that you need.
[03:04:47.466 --> 03:04:49.788]  So you have everything that you need if you get sick.
[03:04:50.248 --> 03:04:54.653]  So we, and then when we give that to you, if you get sick you can call us and we can direct you if you need direction.
[03:04:54.953 --> 03:04:57.015]  But everything is done and given you with direction.
[03:04:57.056 --> 03:05:05.465]  So you keep it in your medicine cabinet so that when you get sick, by the time you get sick and you call us and it takes three days to ship to you, you're sick and you're scared and you're terrified.
[03:05:05.745 --> 03:05:10.951]  So I tell people that please, I am screaming from the rooftop, America please listen to me.
[03:05:11.391 --> 03:05:15.273]  Get Hydroxychloroquine and Ivermectin in your medicine cabinet right now.
[03:05:15.593 --> 03:05:20.976]  Some people just get Ivermectin, some people just get Hydroxychloroquine, some people get the whole COVID complete pack.
[03:05:21.376 --> 03:05:30.460]  But while we can help you, while you're still alive and strong and can do it, do it now, now, today.
[03:05:30.920 --> 03:05:31.881]  Get it in your medicine cabinet.
[03:05:31.901 --> 03:05:33.742]  Before they're choking you to death.
[03:05:33.982 --> 03:05:37.183]  Yeah, before they decide to shut down the internet or something.
[03:05:38.604 --> 03:05:40.866]  The way we work, Alex, everything we do is legal.
[03:05:40.886 --> 03:05:41.567]  You know what I'm saying?
[03:05:41.807 --> 03:05:44.009]  Our licensing and everything is very great.
[03:05:44.029 --> 03:05:44.549]  It's very legal.
[03:05:44.569 --> 03:05:50.695]  So we have to go through everything that we need to make sure that we're getting everything done for you properly.
[03:05:51.015 --> 03:05:53.017]  We go through your medical record.
[03:05:53.057 --> 03:05:53.978]  We take a review.
[03:05:54.018 --> 03:05:55.599]   So everything is done Fine.
[03:05:55.660 --> 03:06:01.847]  And we can see patients, we have doctors that can see patients in all 50 states and pharmacies that can ship to you in all 50 states.
[03:06:01.867 --> 03:06:04.950]  So that's why I'm saying, America, please just listen to me.
[03:06:05.210 --> 03:06:07.693]  People call me all the time to come and get them out of hospital.
[03:06:07.713 --> 03:06:11.397]  People call me all the time crying because somebody's in the hospital and you don't know what to do.
[03:06:11.638 --> 03:06:15.698]   People call me, people come to us when they're already too sick and you're
[03:06:15.698 --> 03:06:20.068]   coughing and you're going through this and then at the end of the day you might end up with COVID
[03:06:20.068 --> 03:06:22.378]   lung symptoms and your lungs are...
[03:06:22.378 --> 03:06:26.577]   And we saw what Fauci and them did trying to block the therapeutics because they can't
[03:06:26.577 --> 03:06:30.179]   have the panic if we're prepared and God gave us the compounds.
[03:06:30.179 --> 03:06:31.179]  Yes.
[03:06:31.179 --> 03:06:33.378]   Hydroxychloroquine and Ivermectin have been around for years.
[03:06:33.734 --> 03:06:35.175]  They are safe medications.
[03:06:35.495 --> 03:06:38.017]  They are over-the-counter in many countries.
[03:06:38.397 --> 03:06:41.219]  It's only in this country where you... Talk about that.
[03:06:41.239 --> 03:06:44.722]  I'll bring this up because you're from Africa.
[03:06:44.742 --> 03:06:45.862]  6% of Africans took the shot.
[03:06:46.383 --> 03:06:47.724]  That's a global UN poll.
[03:06:48.064 --> 03:06:50.606]  They had the lowest COVID rate of the world.
[03:06:50.626 --> 03:06:55.269]  It was like less than 1% because the Africans, I guess, already knew about these drugs.
[03:06:55.612 --> 03:06:56.413]  Yes, listen.
[03:06:56.453 --> 03:06:57.013]  Talk about that.
[03:06:57.334 --> 03:06:58.475]  You know, malaria.
[03:06:59.135 --> 03:07:01.798]  Most places that are malaria endemic do not get COVID like that.
[03:07:02.319 --> 03:07:05.862]  So, when COVID left Wuhan, China, I was going all over the world.
[03:07:06.302 --> 03:07:08.445]  It seeded into Nigeria at the same time.
[03:07:08.465 --> 03:07:11.888]  You cannot social distance in the slums of Ajegunde.
[03:07:12.208 --> 03:07:15.692]  But when COVID got into Nigeria, people were leaving Wuhan to Nigeria.
[03:07:15.731 --> 03:07:20.111]   they were forced to take anti-malarias and he knocked the COVID out of their system.
[03:07:20.111 --> 03:07:25.291]   And even when people got COVID in back home, hydroxychloroquine, chloroquine, camoquinine,
[03:07:25.291 --> 03:07:26.971]  mefloquine, they're all over the counter.
[03:07:26.971 --> 03:07:30.731]   So when people get malaria or they get any kind of fever, - They already know.
[03:07:30.731 --> 03:07:33.031]  The first thing they do is treat it for malaria.
[03:07:33.031 --> 03:07:35.811]  And when they treat it for malaria, it knocks out the COVID.
[03:07:35.811 --> 03:07:40.211]   So it's not just hydroxychloroquine that treats COVID, it's most of the quinolones like, you know,
[03:07:40.211 --> 03:07:44.251]   mefloquine, flavoquine, camoquinine, they're all, quinine, they all work.
[03:07:44.251 --> 03:07:46.251]  Some of them have more side effects.
[03:07:46.159 --> 03:07:46.819]  What do they do?
[03:07:46.859 --> 03:07:47.960]  What's the active thing?
[03:07:49.440 --> 03:07:50.680]  You know, it's the quinine.
[03:07:50.720 --> 03:07:58.322]  The old days, the British knew to give their sailors limes so they wouldn't get scurvy, and they knew to put in their gin the quinine.
[03:07:58.462 --> 03:08:00.303]  They had scientists.
[03:08:00.643 --> 03:08:02.464]  That's how the British beat everybody.
