[00:00:00.000 --> 00:00:00.500]  [BEEP]
[03:31:17.220 --> 03:31:22.063]  So, of course, they want to push this electric so they could turn your bike off whenever they want.
[03:31:22.343 --> 03:31:30.012]   So if there's another situation where there's a medical reason why everybody needs to stay home, They could just turn everything off.
[03:31:30.092 --> 03:31:31.374]  That's why they want the electric.
[03:31:31.414 --> 03:31:35.974]   Could you imagine living in a world where they just turn your bike off, turn your car off?
[03:31:58.773 --> 03:32:03.894]   Anything of real quality, anything of lasting durability, anything that's really satisfying
[03:32:03.894 --> 03:32:08.934]  and empowering and fulfilling is going to be hard to attain.
[03:32:09.133 --> 03:32:12.275]  And when it comes to information, boy is that true today.
[03:32:12.295 --> 03:32:24.724]  We see the entire global corrupt, anti-human, depopulation, Great Reset Combine trying to collapse our society to build on its ashes, their transhumanist nightmare vision.
[03:32:25.444 --> 03:32:31.929]  Suppressing the voices of good people all around the world and of doctors and scientists and engineers.
[03:32:32.649 --> 03:32:41.073]  That are exposing all their lies, their COVID hysteria, their world's gonna end in 2030, carbon tax, global warming bull, all of it.
[03:32:41.293 --> 03:32:47.796]  And none of it can succeed, none of it can actually be carried out unless everybody is silenced and gas lit.
[03:32:48.456 --> 03:32:52.458]  That's why truth comes with hard work and with research and with diligence.
[03:32:52.498 --> 03:32:56.360]  That's why it's hard to share InfoWars links and Bandai video links.
[03:32:56.400 --> 03:32:58.301]  That's why we've got to share them now more than ever.
[03:33:02.375 --> 03:33:06.482]  Leading a frontal assault on the lies of the New World Order.
[03:33:06.802 --> 03:33:08.563]  It's Alex Jones.
[03:33:08.563 --> 03:33:21.843]  Welcome back to the fourth hour of the Alex Jones Show.
[03:33:21.920 --> 03:33:23.860]  I'm your guest host, Jay Dyer of Jason Alces.
[03:33:23.900 --> 03:33:39.465]  I want to remind you that you can come see me and my wife, Jamie Henshaw, live in Los Angeles as we'll be performing at a live five-hour event at the Van Nuys Airport in The Hangar with Jamie Kennedy.
[03:33:40.148 --> 03:33:41.189]  You know who Jamie Kennedy is.
[03:33:41.469 --> 03:33:43.010]  He's a brilliant comedian.
[03:33:43.530 --> 03:33:46.292]  One of the best comedy shows of all time, The Jamie Kennedy Experiment.
[03:33:46.332 --> 03:33:47.233]  He'll be doing stand-up.
[03:33:47.293 --> 03:33:51.316]  I'll be doing some of my own so-called stand-up and impressions.
[03:33:51.336 --> 03:33:57.820]  I'll also be doing a talk on my most recent book, Metanarratives, The Philosophy of Symbolism.
[03:33:58.921 --> 03:34:03.464]  And my wife will be doing a presentation on Hollywood and film symbolism.
[03:34:03.484 --> 03:34:04.745]  So it's going to be a lot of fun.
[03:34:04.785 --> 03:34:06.246]  You can get your book signed.
[03:34:06.286 --> 03:34:07.788]  You can learn.
[03:34:08.128 --> 03:34:08.788]  Get your learn on.
[03:34:10.605 --> 03:34:11.706]  And get those tickets.
[03:34:11.726 --> 03:34:21.033]  If you head over to my website, over to my Twitter, you'll see those are pinned and you can get that locked in before it's no longer available.
[03:34:21.834 --> 03:34:25.597]  So we were talking with Brittany about the roots of feminism.
[03:34:25.617 --> 03:34:32.642]  By the way, I forgot to go into the ancient goddess worship and all the crazy cults in the ancient world.
[03:34:32.662 --> 03:34:36.285]  It's almost like they're bringing back a lot of these ancient goddess cults.
[03:34:36.917 --> 03:34:42.782]  And I noticed that some of those cults were all, were basically centered around the most degenerate practices.
[03:34:42.822 --> 03:34:52.071]  I mean, I'm not stuff I can't name on air, but I mean, stuff involving bodily fluids and actually castrating and changing your biology.
[03:34:52.771 --> 03:35:02.340]  So a lot of these ancient Mesopotamian and, and, and, you know, cults in the, in Babylon and so forth, they were really into these nasty, disgusting practices.
[03:35:03.101 --> 03:35:18.647]  And one thing that people don't know is that the social engineers, people, for example, at Tavistock Institute, who have most recently been pushing the gender ideology and changing your gender, those people actually have studied to a very precise degree ancient history.
[03:35:19.347 --> 03:35:27.590]  And so, for example, Tavistock, in its earliest days, they studied Spengler's decline of the West.
[03:35:28.631 --> 03:35:33.393]   And what Spengler posits is that you know civilizations have a life cycle, a
[03:35:33.393 --> 03:35:35.963]  birth cycle, life cycle, apex, and then a death cycle.
[03:35:35.963 --> 03:35:41.662]   And he notices this for a lot of you know ancient civilizations or empires. And
[03:35:41.662 --> 03:35:45.862]   and although Spengler wasn't writing about how to destroy the West,
[03:35:45.862 --> 03:35:51.943]   he did at times discuss the possibility of the West declining and being destroyed from within through certain
[03:35:51.943 --> 03:35:53.662]  factors like what we're talking about.
[03:35:53.774 --> 03:35:59.937]  And one of those key factors is attacking the fundamental building blocks of society, like the family.
[03:36:00.637 --> 03:36:03.419]  You can't have a society getting rid of the family.
[03:36:03.459 --> 03:36:10.059]   And so many of today's technocrats are so deluded and saying they think No, we can just create babies out of test tubes.
[03:36:10.300 --> 03:36:11.721]  We don't need moms and dads anymore.
[03:36:11.741 --> 03:36:18.307]  We'll get rid of all that and we'll just engineer a future post-human society that is the next phase of evolution.
[03:36:18.848 --> 03:36:24.533]  But none of this could have happened, not even the trans stuff, without feminism.
[03:36:24.633 --> 03:36:28.437]  Feminism is the predecessor in terms of the modern West, right?
[03:36:28.477 --> 03:36:30.158]  We'll go back to say the French Revolution.
[03:36:30.339 --> 03:36:40.607]   Do you agree with that assessment that That it's all sort of this victimhood narrative that women have been oppressed by being moms and by being, you know, being the household.
[03:36:40.627 --> 03:36:41.028]  For sure.
[03:36:41.908 --> 03:36:48.570]  I mean, it's very obviously, as you alluded to before, it's a form of Marxism because it's based on the haves and the have-nots.
[03:36:49.090 --> 03:37:04.154]   And if you don't believe in God, if you don't believe in a natural moral order and that people have their various roles in life, that they live out to the best of their ability in order to, of course, merit heaven, then This world is basically all there is.
[03:37:04.275 --> 03:37:05.895]  That's the best it's going to get.
[03:37:05.955 --> 03:37:06.835]  There's nothing else.
[03:37:06.875 --> 03:37:11.716]  So it makes total sense that these people believe that everyone should then receive things equally.
[03:37:12.456 --> 03:37:14.857]  Things that bring you the most pleasure, joy, and happiness.
[03:37:15.177 --> 03:37:24.959]  Because suffering, God forbid, and being a victim, these are the absolute worst possible things you can endure because there is no higher purpose and there's nothing for us to merit through these things.
[03:37:25.019 --> 03:37:28.460]  So I think, yeah, it's quite not a surprise.
[03:37:29.718 --> 03:37:39.943]  You know, it's weird too, because there's a mix of all kinds of weird philosophies in this, whatever we're in today, you know, old classic Marxism, which I'm not a fan of at all.
[03:37:40.404 --> 03:37:45.366]  But the odd part is like they, they weren't into any of the, you know, uh, rainbow stuff.
[03:37:45.446 --> 03:37:46.807]  They weren't into Skittle stuff.
[03:37:47.507 --> 03:37:54.331]  And the class, all of the famous Marxists actually have these really derogatory statements about homosexuality.
[03:37:55.032 --> 03:37:59.577]  And even the old Soviet party was like, you know, they weren't for a lot of these things.
[03:37:59.617 --> 03:38:11.709]  So it's weird to me that Marxism eventually shifted away from, or what we call Marxism in terms of like academia, it's shifted into this weird postmodern thing where everything is a social construct.
[03:38:12.369 --> 03:38:14.732]  To me it's just very bizarre, it's almost magical thinking.
[03:38:16.128 --> 03:38:17.550]  I do think it was predictable, though.
[03:38:18.831 --> 03:38:27.480]  Because when the most persecuted and victimized group deserves the most and receives the most, then it's naturally going to devolve into intersectionality.
[03:38:27.560 --> 03:38:31.905]  Because it's like that saying, I think it goes like, the revolution always kills its children.
[03:38:32.264 --> 03:38:37.144]   The feminists, they used to be the biggest victims, then it was, you know, it got very
[03:38:37.144 --> 03:38:39.385]  racial and now it's the trans people.
[03:38:39.385 --> 03:38:42.023]  So there's so much to gain from being a victim.
[03:38:42.023 --> 03:38:45.064]   And if you're part of too large of a group, then you're going to receive less.
[03:38:45.064 --> 03:38:48.704]   So might as well become more and more intersectional and break it up as much as possible.
[03:38:48.704 --> 03:38:49.943]  Because then you get more.
[03:38:49.943 --> 03:38:50.943]  Yeah.
[03:38:50.943 --> 03:38:56.983]   And then the next victim has to be the most fringe, the next level of, you know, oppressed,
[03:38:57.576 --> 03:38:59.557]  So now it'll be the pedophiles, right?
[03:38:59.697 --> 03:39:02.819]  Oh, no, we're the really top of the protocol oppressed people.
[03:39:02.859 --> 03:39:06.261]  But the irony is that all of this is really just the most wicked.
[03:39:06.281 --> 03:39:08.483]  Yeah.
[03:39:09.303 --> 03:39:09.503]  Yeah.
[03:39:10.904 --> 03:39:15.007]  Well, and what is inversion, but what Satan does, right?
[03:39:15.067 --> 03:39:18.949]  To what is an order that's in nature that God established, right?
[03:39:19.009 --> 03:39:19.970]  So what is Satan doing?
[03:39:20.885 --> 03:39:25.189]  Attempts to put in place an inversion of that, like the reverse of that, right?
[03:39:25.469 --> 03:39:25.909]  Exactly.
[03:39:26.149 --> 03:39:34.536]  Well, evil, I think evil can be best defined as the, it's, it's so God created, of course, a moral order.
[03:39:34.696 --> 03:39:36.898]  And this is the absence of the moral order.
[03:39:36.958 --> 03:39:39.380]  So everything that goes against it and is an inversion of it.
[03:39:39.420 --> 03:39:43.403]  That's why you even see in Satanism, their black mass is just an inversion of the mass.
[03:39:43.979 --> 03:39:44.879]  Like the real mess.
[03:39:44.959 --> 03:39:46.800]  So they have to invert everything.
[03:39:47.160 --> 03:39:48.060]  Men become women.
[03:39:48.100 --> 03:39:49.001]  Women become men.
[03:39:49.621 --> 03:39:51.962]  We not even having children correctly anymore.
[03:39:51.982 --> 03:39:53.782]  They want to have it artificially done.
[03:39:54.342 --> 03:39:55.543]  Everything is an inversion.
[03:39:55.723 --> 03:39:57.303]  And this, of course, is evil.
[03:39:59.524 --> 03:39:59.784]  Yeah.
