[00:00:00.000 --> 00:00:02.480]  [BEEPING]
[03:16:00.511 --> 03:16:01.812]  We got more when we come back from the break.
[03:16:01.832 --> 03:16:02.232]  Stay with us.
[03:16:02.252 --> 03:16:11.947]   Please remember, We are listener supported and we've got something back in stock that everybody needs that is so good to have in your medicine cabinet and supports the broadcast.
[03:16:12.247 --> 03:16:14.709]  We've got the best 30 parts per million coital silver out there.
[03:16:15.189 --> 03:16:16.150]  It's Silver Bullet.
[03:16:16.951 --> 03:16:19.053]  It's at infowarestore.com.
[03:16:19.813 --> 03:16:23.676]  And if you want to support the show, plus have something in your medicine cabinet, have to give to others.
[03:16:23.736 --> 03:16:24.357]  It's topical.
[03:16:24.377 --> 03:16:25.398]  You can also take it orally.
[03:16:26.198 --> 03:16:28.180]  It really does a lot of amazing things.
[03:16:28.300 --> 03:16:29.561]  Anti-infection, you name it.
[03:16:29.981 --> 03:16:32.984]  Nothing's a silver bullet, but it's as close to a silver bullet as you're going to get.
[03:16:33.004 --> 03:16:34.165]  Silver Bullet, back in stock.
[03:16:34.465 --> 03:16:34.945]  Discounted.
[03:16:35.366 --> 03:16:37.387]  Infowarstore.com.
[03:16:37.407 --> 03:16:42.250]  And we also have Brain Force Ultra, the incredible, fast-acting, nootropic back in stock.
[03:16:43.271 --> 03:16:44.272]  60% off part of the big sale.
[03:16:44.592 --> 03:16:48.755]  The new sale we've got, immune support, organic green fibers, 50% off.
[03:16:48.775 --> 03:16:49.655]  Those are both incredible.
[03:16:50.016 --> 03:16:51.537]  Vitamin D3 gummies, amazing.
[03:16:52.097 --> 03:16:54.319]  Infowarsstore.com or 888-253-3139.
[03:16:54.138 --> 03:16:59.138]  Or 888-253-3139.
[03:16:59.138 --> 03:17:08.138]   A lot of listeners have complained in the last two years that our amazing high quality coffee has not been available.
[03:17:08.560 --> 03:17:12.963]  And that's because the prices went up too high for the raw beans and the quality had gone down some.
[03:17:13.403 --> 03:17:15.865]  I turned down so many companies that wanted to work with us.
[03:17:16.425 --> 03:17:25.811]  But now, we have brought back the coffee and it's even better from a national supplier that's veteran-owned and veteran-operated.
[03:17:26.011 --> 03:17:28.653]  It's powered by the company Minuteman Coffee.
[03:17:29.233 --> 03:17:37.276]  Ladies and gentlemen, this is the best-tasting, best-smelling, strongest coffee that I have ever drank.
[03:17:37.756 --> 03:17:39.156]  It is game-changing.
[03:17:39.617 --> 03:17:41.817]  All you gotta do is buy a bag of it and try it.
[03:17:41.857 --> 03:17:44.958]  I know you're gonna be hooked, which will then fund your Operation A360 win.
[03:17:45.198 --> 03:17:49.200]  Go to InfoWarsTore.com right now for Escape the Prison Planet Light Roast.
[03:17:49.220 --> 03:17:52.681]  That's the strongest, the amazing medium-roast wig of America.
[03:17:53.141 --> 03:18:00.385]  And finally, the best tasting dark roast tip of the spear, now exclusively available at InfoWarsTore.com.
[03:18:00.645 --> 03:18:01.426]  Get your coffee now!
[03:18:02.901 --> 03:18:07.204]  The InfoWars Live Silver Bullet Colloidal Silver has finally returned.
[03:18:07.425 --> 03:18:15.431]  To celebrate this powerful product's long-awaited homecoming, we're slashing $10 off the asking price, passing the savings on to you.
[03:18:15.811 --> 03:18:27.721]  Silver Bullet is the answer to Alex's extensive search for a powerful colloidal silver product that utilizes high quality processes and has applications for both preparedness and regular use.
[03:18:28.041 --> 03:18:38.975]  Concentrated to 30 parts per million in a pure base of deionized water, this survival silver is the perfect fit for you and your family's routine and emergency supply.
[03:18:38.995 --> 03:18:44.823]  Veloidil Silver is an amazing natural product that can assist your body's many healing processes.
[03:18:45.103 --> 03:18:53.166]  Do a deep dive, research the possibilities of colloidal silver yourself, and don't miss out on this limited time offer of $10 off.
[03:18:53.326 --> 03:18:57.188]  Try InfoWars Life Silver Bullet Colloidal Silver today.
[03:18:57.408 --> 03:19:01.750]  Available right now at InfoWarsStore.com.
[03:19:04.851 --> 03:19:08.253]  The satanic New World Order is betting against humanity.
[03:19:09.533 --> 03:19:10.553]  They're betting on our weakness.
[03:19:10.714 --> 03:19:13.735]  They believe they can destabilize civilization.
[03:19:15.017 --> 03:19:16.718]  And bring us down to the ashes of history.
[03:19:17.079 --> 03:19:21.742]  But the trap they've laid for us will be their destruction, not ours.
[03:19:22.643 --> 03:19:40.576]  If we trust in God, and if we are valiant, and have courage to speak the truth, and not comply, and engage in civil disobedience, and not join the masses, who have decided that they are the scum of the earth, who have decided they will join with this soulless corporate system.
[03:19:41.477 --> 03:19:50.004]   As for InfoWars, We're going to steadfastly continue to fight in the information war with our weapon, the truth, against the enemies of humanity.
[03:19:50.625 --> 03:19:56.430]  And we put our faith, and we put our trust, and we put our destiny in the hands of God.
[03:19:56.650 --> 03:20:01.414]  Because it's been said a trillion times, if God be with us, who can be against us?
[03:20:04.296 --> 03:20:08.856]   leading a frontal assault on the lies of the New World Order.
[03:20:08.856 --> 03:20:10.856]  It's Alex Jones.
[03:20:10.856 --> 03:20:24.116]  [Music]
[03:20:24.156 --> 03:20:25.617]  Be on high alert.
[03:20:25.657 --> 03:20:26.618]  Head on a swivel.
[03:20:27.618 --> 03:20:28.960]  As Bongino has been saying.
[03:20:30.181 --> 03:20:31.141]  Know your surroundings.
[03:20:32.403 --> 03:20:34.644]  Be fully aware whenever you're going out in public.
[03:20:34.664 --> 03:20:36.326]  I mean, you should be this way always.
[03:20:37.227 --> 03:20:38.448]  Concealed carry is great.
[03:20:38.768 --> 03:20:42.051]  I'm all and will always be an advocate for self-defense.
[03:20:42.991 --> 03:20:43.312]  Always.
[03:20:44.318 --> 03:21:05.408]  But also, I want you guys to understand that, you know, when it comes to dealing with enemies of America, when it comes to dealing with Islamic terrorists, when it comes to dealing with CCP commies, there's a fundamental ideology that's in total opposition and hatred towards you.
[03:21:06.868 --> 03:21:10.730]  So a lot of people, especially like the woke retards out there, that's why they try to water it down.
[03:21:11.693 --> 03:21:15.055]  They try to water it down that it's not actually that big of a threat than it actually is.
[03:21:15.615 --> 03:21:16.136]  No, it is.
[03:21:17.396 --> 03:21:18.717]  These Islamic terrorists hate you.
[03:21:19.698 --> 03:21:21.979]  These Islamic terrorists, this is their faith.
[03:21:22.499 --> 03:21:23.860]  This is their religion.
[03:21:23.880 --> 03:21:25.581]  This is their existence.
[03:21:26.141 --> 03:21:30.924]  This is why they call and they echo the chants, not only death to Israel, but death to America.
[03:21:30.984 --> 03:21:33.625]  This is why you should 100% be concerned.
[03:21:33.645 --> 03:21:37.948]  And this is why you've been seeing them fully activated across the United States of America.
[03:21:38.979 --> 03:21:45.105]  Virtually overnight, the former founder of Hamas called for a global day of jihad within 48 hours.
[03:21:45.785 --> 03:21:49.709]  They mobilized across the United States of America immediately.
[03:21:49.729 --> 03:22:04.557]   Hit the streets and then now we're finding out, which is no surprise, reports are now confirming that just like BLM and Antifa affiliated organizations are all funded by Soros, by Proxy and his organization.
[03:22:04.897 --> 03:22:12.200]  So are pro-Hamas organizations in the United States of America with all of their t-shirts, with all of their signs, with all of their scripts.
[03:22:12.800 --> 03:22:16.101]  I mean, you even saw this in high schools in San Francisco, in California.
[03:22:16.121 --> 03:22:19.763]  You had a bunch of teenagers that have no idea what's going on.
[03:22:20.882 --> 03:22:25.927]  In defense of Hamas and Gaza, all against Jews, which is crazy!
[03:22:26.808 --> 03:22:30.831]  And literally, they were given a script by these proxy organizations that are funded by Soros.
[03:22:30.851 --> 03:22:35.496]  So, you know, there's also the financial component that's engineering all of this.
[03:22:36.217 --> 03:22:37.638]  And then people get sucked into it.
[03:22:37.658 --> 03:22:45.165]  And that's how you get sucked into a war, because you are forced to choose a side through the propaganda on both sides.
[03:22:46.451 --> 03:22:48.973]  So, I don't know about you guys, the side that I choose is America.
[03:22:48.993 --> 03:22:49.974]  And that's fine.
[03:22:49.994 --> 03:22:52.436]  If I get cancelled for that, I mean, ultimately, Christ is King.
[03:22:52.837 --> 03:22:53.657]  Christ is Supreme.
[03:22:53.677 --> 03:22:55.479]  I'm always siding with Christ.
[03:22:56.300 --> 03:23:02.145]  But my country that God has given me to live in is America, so I will always put America first.
[03:23:02.685 --> 03:23:05.728]  And if I get cancelled for that, then freaking so be it, dude.
[03:23:05.748 --> 03:23:06.848]  You know what I mean?
[03:23:06.868 --> 03:23:07.649]  Like, I don't care.
[03:23:08.570 --> 03:23:10.071]  All cucks, get in line.
[03:23:10.591 --> 03:23:14.675]  All cucks and leftist homosexual pedophiles, get in line, dude.
[03:23:14.995 --> 03:23:17.036]  There's a long damn line, dude.
[03:23:17.337 --> 03:23:25.383]   There's a long damn line out there for everyone coming up for the chance to slander and discredit and You know, come after me.
[03:23:25.463 --> 03:23:26.965]  So, you know, what else is new?
[03:23:27.385 --> 03:23:28.867]  I just don't care at this point, you know?
[03:23:29.548 --> 03:23:30.148]  I really don't.
[03:23:30.448 --> 03:23:46.224]  But anyways, to further drive this nail home of how we have been infiltrated, not only intel analysts are coming out and, you know, stating the obvious, but we have to go over these reports because there's normies out there that are still buying the lie that that's not happening here.
[03:23:47.805 --> 03:23:50.167]  Here's another report from the Gateway Pundit.
[03:23:50.948 --> 03:23:53.630]  More terror suspects reaching the United States.
[03:23:53.750 --> 03:24:00.757]  Here are known unknowns of the Biden border crisis, which is an intentional collapse of American sovereignty.
[03:24:01.097 --> 03:24:03.279]  I've stopped calling it a border crisis because it's not.
[03:24:03.339 --> 03:24:07.563]  That implies that this is just happening because it's due to incompetency.
[03:24:08.124 --> 03:24:10.506]  No, this is happening by design.
[03:24:10.546 --> 03:24:13.829]  Let's take a look at this report.
[03:24:15.160 --> 03:24:21.163]  Although the terrorist threat linked to the border crisis is impossible to quantify, some experts find the available numbers alarming.
[03:24:21.723 --> 03:24:30.166]  During Biden's first three years, a record-shattering 6.5 million-plus illegals have been encountered by border authorities.
[03:24:30.247 --> 03:24:31.367]  That pace is increasing.
[03:24:31.547 --> 03:24:36.349]  The most recent monthly figure, September, showed another record number of monthly encounters, 269,000.
[03:24:39.082 --> 03:24:50.945]  At the same time, federal officials have seen an alarming increase in border crossers listed on the United States Terror Screening Dataset, the official name for what is commonly called the terrorist watch list.
[03:24:51.265 --> 03:24:56.327]  Now, obviously, that's mostly Trump supporters now, but a lot of this is most likely outdated.
[03:24:56.367 --> 03:24:57.207]  I can guarantee you that.
[03:24:57.567 --> 03:25:02.009]  In fiscal 2023, which ends this month, Border Patrol agents have apprehended 172 such people.
[03:25:04.148 --> 03:25:17.231]  All but three of them along the southwest border, when all United States places of entry are added by land, sea, and air, another 564 people on the watch list, the terrorist watch list, were caught, bringing the total to 736.
[03:25:19.272 --> 03:25:27.514]  By way of comparison, between fiscal 2017 and 2019, Border Patrol agents apprehended a total of 11 people on the terrorist watch list.
[03:25:28.106 --> 03:25:33.047]  Scott sounded an alarm to Congress in the 2021 period when the total jumps to 16.
[03:25:33.508 --> 03:25:38.689]  When a number doubles, it gets your attention, he said, and we've moved way beyond that.
[03:25:39.629 --> 03:25:46.311]  Yet, the known unknowns, to use Defense Secretary Donald Rumsfeld's famous phrase, indicate the problem is even worse.
[03:25:46.731 --> 03:25:53.233]  According to experts, for one, the terrorist watch list is only as good as the information that has been entered into it.
[03:25:53.273 --> 03:25:53.973]  Here's what he said.
[03:25:54.334 --> 03:25:55.694]  Not everybody's on the watch list.
[03:25:55.854 --> 03:25:57.295]  I mean, this is very clear, guys.
[03:25:57.114 --> 03:26:01.514]   who has tracked Central American immigration routes and the southern border for years with
[03:26:01.514 --> 03:26:05.793]   the Center for Immigration Studies and is the author of Overrun, How Joe Biden Unleashed
[03:26:05.793 --> 03:26:08.155]  the Greatest Border Crisis in US History.
[03:26:08.155 --> 03:26:11.395]   He said there have been thousands and thousands, tens of thousands of people from the Middle
[03:26:11.395 --> 03:26:15.395]   East who have entered and it's completely reasonable, even the president has acknowledged
[03:26:15.395 --> 03:26:20.555]   it, to worry that some of those could be and could become terrorist threats, Bensman said.
