[00:00:00.149 --> 00:00:01.670]  So this is now in our country, folks.
[02:52:21.112 --> 02:52:23.153]  And I mean, a million times over.
[02:52:23.153 --> 02:52:25.593]  Our presidents get vetted over there.
[02:52:25.593 --> 02:52:31.233]   So it makes no sense that we have to publicly say now we resolute.
[02:52:31.154 --> 02:52:32.034]  What does that even mean?
[02:52:32.215 --> 02:52:33.836]  It's just a resolution on paper?
[02:52:33.856 --> 02:52:36.178]  I don't know what that means because we're already there?
[02:52:36.198 --> 02:52:37.419]  That makes no sense.
[02:52:37.839 --> 02:52:44.705]  And then they said that they had to get a speaker, which Scalise seems to be the choice, a speaker or they're paralyzed.
[02:52:44.725 --> 02:52:46.267]  They can't do anything without a speaker.
[02:52:46.287 --> 02:52:50.550]  They don't have power without a speaker?
[02:52:50.570 --> 02:52:54.614]  I don't remember or recall seeing that in the Constitution ever.
[02:52:55.535 --> 02:52:55.775]  Do you?
[02:52:57.737 --> 02:53:00.378]  Anyway, but yeah, they can't do anything.
[02:53:00.398 --> 02:53:01.138]  They're just paralyzed.
[02:53:01.158 --> 02:53:02.098]  They don't do anything anyway.
[02:53:03.158 --> 02:53:04.379]  This is just their latest excuse.
[02:53:04.959 --> 02:53:05.979]  Remember the scriptures?
[02:53:06.639 --> 02:53:09.660]  And you know I have to bring up some scripture in this because I read scripture every day.
[02:53:10.560 --> 02:53:11.800]  Wars and rumors of wars.
[02:53:12.140 --> 02:53:13.541]  Do you know what I used to think that meant?
[02:53:14.741 --> 02:53:16.661]  And apparently I was so wrong.
[02:53:16.821 --> 02:53:21.059]   I used to think that meant wars and then maybe Rumblings of war.
[02:53:21.459 --> 02:53:21.780]  Okay.
[02:53:22.120 --> 02:53:23.841]  Wars, rumblings of war.
[02:53:24.362 --> 02:53:25.723]  And I used to think that's what it meant.
[02:53:26.123 --> 02:53:31.948]  But when you look up the word rumor, it actually means disseminating half-truths.
[02:53:33.109 --> 02:53:34.750]  So then I started wondering why it's in there.
[02:53:35.270 --> 02:53:36.371]  Why is that written in there?
[02:53:37.352 --> 02:53:42.176]  Because I could see saying there'll be wars, but why the rumor of wars?
[02:53:43.937 --> 02:53:46.700]  It's a really interesting phrase, isn't it?
[02:53:47.140 --> 02:53:48.401]  And it didn't need to be said.
[02:53:49.332 --> 02:53:49.652]  Really?
[02:53:49.752 --> 02:53:51.033]  You could have just said wars.
[02:53:52.515 --> 02:53:53.495]  But rumors of wars.
[02:53:55.177 --> 02:54:05.405]  That's kind of an interesting piece because when I look back, like I just said, on all the wars that we've had, there have been a lot of half-truths behind them as it came out later.
[02:54:05.625 --> 02:54:09.688]  And it always took a long time for it to come out because we are a very emotional people.
[02:54:09.728 --> 02:54:12.170]  We get involved and we want to help people.
[02:54:12.270 --> 02:54:13.511]  And that's the good part about us.
[02:54:13.651 --> 02:54:14.532]  I wouldn't change that.
[02:54:14.772 --> 02:54:15.413]  I really wouldn't.
[02:54:16.033 --> 02:54:40.818]   But I think that In people's guts, they're feeling like the timing of this was very strange, almost too strange, with the government shutdown looming because there were monies that were going to go to Ukraine, possibly shutting down, and all of a sudden you have this ramped up effort, for no reason, there wasn't a reason, except very minor, minor things that have been happening all along, to provoke this.
[02:54:41.519 --> 02:54:43.660]  So the timing's really strange, okay?
[02:54:44.221 --> 02:54:47.203]  And I don't know that we can not see that, or mention it.
[02:54:48.058 --> 02:55:08.565]  And right away the stories of grandmothers and babies being killed and raping women and I'm sorry but you're going into a country that is obviously well armed to take you out and those are the first things you're doing when you're up against an army that could take you out in two seconds?
[02:55:10.379 --> 02:55:11.840]  And are they going in for territory?
[02:55:11.860 --> 02:55:13.740]  Because it's not really clear what they're doing.
[02:55:13.921 --> 02:55:15.381]  They're just going in to wreak havoc.
[02:55:15.421 --> 02:55:16.602]  I'm not understanding that.
[02:55:16.622 --> 02:55:17.902]  That usually isn't the case.
[02:55:19.763 --> 02:55:31.588]  And like I said, people here, you know, when they talk about immediately, they said within three days that the United States, this is Reuters and AP, so you know where it's coming from, said that they were going to come here.
[02:55:31.968 --> 02:55:33.709]  Well, people were saying, well, yeah, we have an open border.
[02:55:33.769 --> 02:55:34.149]  We do.
[02:55:34.169 --> 02:55:37.531]  And they said ISIS was going to do the same thing, but they didn't.
[02:55:38.607 --> 02:55:40.468]  And then they're saying Hamas cells are here.
[02:55:41.088 --> 02:55:41.608]  Could there be?
[02:55:41.908 --> 02:55:42.229]  Yes.
[02:55:43.429 --> 02:55:43.949]  Plausible.
[02:55:44.349 --> 02:55:44.649]  Okay.
[02:55:44.730 --> 02:55:45.990]  We don't know who's coming through that border.
[02:55:46.950 --> 02:55:49.291]  And our government isn't defending our border.
[02:55:50.012 --> 02:55:52.993]  At the same time, we have a country that's 90% armed.
[02:55:54.113 --> 02:55:58.515]  So the likelihood of something like that happening, knowing that, might not be.
[02:55:59.255 --> 02:56:00.576]  But you know what the problem here is?
[02:56:01.836 --> 02:56:03.017]  Here's the real crux of it.
[02:56:04.141 --> 02:56:15.871]  They want you to feel paralyzed with fear over the perception of illness, obviously with COVID, and the perception of fear of violence happening anywhere at any time.
[02:56:16.432 --> 02:56:16.712]  Why?
[02:56:17.492 --> 02:56:22.477]  Why do they want you to perceive fear on both fronts?
[02:56:24.018 --> 02:56:28.902]  Because then you no longer move around anonymously and freely, dear citizen.
[02:56:29.583 --> 02:56:30.904]  They just take more liberty.
[02:56:31.522 --> 02:56:33.283]  A way for safety on both fronts.
[02:56:33.444 --> 02:56:34.985]  Be right back on the Alex Jones Show.
[02:56:35.145 --> 02:56:36.326]  I'm Kate Dally, your guest host.
[02:56:36.966 --> 02:56:37.467]  Stay with me.
[02:56:37.727 --> 02:56:38.388]  You got to stay with me.
[02:56:39.889 --> 02:56:41.890]  Back here with you on the Alex Jones Show.
[02:56:42.211 --> 02:56:42.971]  Glad to be with you.
[02:56:42.991 --> 02:56:45.713]  I'm Kate Dally, your guest host from katedallyradio.com.
[02:56:46.834 --> 02:56:47.875]  I'm asking questions.
[02:56:48.075 --> 02:57:00.646]   I feel like we should be because we're Americans when things don't make sense, but I also feel like right now Things are very emotional out there and people are very quick to jump down each other's throats and tell them how to think.
[02:57:01.026 --> 02:57:04.808]  And that thought process has to come from mainstream media.
[02:57:04.888 --> 02:57:11.410]  And the weird part is, is that we know our government lies to us about everything, our health and banking.
[02:57:11.710 --> 02:57:14.011]  And I mean, you name it, they're lying.
[02:57:14.952 --> 02:57:15.272]  Okay.
[02:57:16.572 --> 02:57:20.974]  But when it comes to foreign affairs, they're suddenly always telling the truth.
[02:57:21.234 --> 02:57:22.675]  I've never understood that.
[02:57:23.314 --> 02:57:29.558]  It's a very bizarre thought to have that you would believe them in foreign affairs, but in nothing else.
[02:57:29.778 --> 02:57:30.998]  Because once a liar, a liar.
[02:57:32.639 --> 02:57:34.440]  So I think you have to question at this point.
[02:57:35.341 --> 02:57:38.362]  And I know people get upset at the thought of questioning.
[02:57:38.763 --> 02:57:39.283]  I know they do.
[02:57:39.323 --> 02:57:40.023]  And I don't know why.
[02:57:40.043 --> 02:57:45.647]  I actually think questions actually kind of give me peace because I feel like I'm still thinking.
[02:57:46.007 --> 02:58:18.415]   I feel like I'm still critically thinking about something and I'm not on the emotional Side of things and it's easy to get emotional because you don't want to think people are being you know harmed and raped and murdered and things like that and I get that and I would always feel bad for any real victims in that situation and I'm sure there are and That's despicable and we should always condemn that That's why I say I would fly a flag that says I stand with the people of Israel But I don't trust their government because I don't trust any government in January of this year
[02:58:19.124 --> 02:58:22.892]  They had a massive war game between Israel and the United States.
[02:58:24.455 --> 02:58:26.519]  With both of us on the same page, obviously.
[02:58:27.170 --> 02:58:44.159]  And this was dubbed Juniper Oak 2023 and it involved over a hundred and, oh my gosh, there were so many, 140 aircraft, 12 naval vessels, artillery systems, both nations drilling in Israel and Eastern Mediterranean.
[02:58:44.259 --> 02:58:45.900]  These games went down in January.
[02:58:45.960 --> 02:58:56.726]  There's a huge amount of footage coming from these because they had professional photographers come and videographers and they captured a lot of footage from this.
[02:58:57.478 --> 02:59:02.862]  And the footage looks very real, and I mean extremely real, as if it's a real attack.
[02:59:02.922 --> 02:59:09.087]  I mean, smoke in the background and people being harmed and all kinds of things, okay, were being shown.
[02:59:09.547 --> 02:59:19.855]  And this war game, you know, went on for a little while here in January, and I started seeing some of the footage of this being passed off as what was going on now.
[02:59:19.915 --> 02:59:34.639]   Now, that could be a mistake, of course, but it was really strange because I was seeing the same pictures from the drills, And then seeing the pictures on TV, and I remember with COVID, we saw hospitals, right?
[02:59:34.659 --> 02:59:37.543]  And they were claiming to have these hospitals in certain locations.
[02:59:37.563 --> 02:59:42.910]  And then, of course, it came out that these hospitals were not in those locations and they were not filled to the brim with people.
[02:59:43.290 --> 02:59:45.973]  So it's not like we haven't been lied to before.
[02:59:46.594 --> 02:59:48.875]  Um, and I thought that that was kind of strange.
[02:59:49.055 --> 03:00:00.999]  And the footage, I mean, I mean, we're talking all kinds of blood and all kinds of things in these footage, pieces of footage coming, which make you really, I mean, it looks like a real battle.
[03:00:01.039 --> 03:00:04.440]  I mean, it was very realistic, which I'm sure drills, do they need to be?
