[00:00:00.369 --> 00:00:01.290]  FBI report?
[02:51:55.082 --> 02:51:55.422]  That!
[02:51:56.371 --> 02:51:57.893]  Is harming your own citizens.
[02:51:57.913 --> 02:51:59.535]  You are turning against your own people.
[02:51:59.856 --> 02:52:01.738]  That's the real domestic terrorism.
[02:52:01.778 --> 02:52:03.100]  And where does that thinking come from?
[02:52:03.400 --> 02:52:05.042]  It comes from the World Economic Forum.
[02:52:05.062 --> 02:52:10.709]  So anyone that comes from this organization is a danger to society.
[02:52:11.110 --> 02:52:12.552]  I am fully convinced of that.
[02:52:12.732 --> 02:52:14.314]  No one will convince me otherwise.
[02:52:14.694 --> 02:52:25.043]  And if you think that that's too much of a stretch, let me ask every single person that's listening to this, would you ever go to the World Economic Forum to just check it out and see if you want to be a part of this club?
[02:52:25.083 --> 02:52:27.906]  No, you wouldn't because these people are insane!
[02:52:29.424 --> 02:52:33.026]  Nothing that they stand for is for the betterment of humanity.
[02:52:33.307 --> 02:52:36.749]  It is for complete control and the destruction of humanity.
[02:52:36.989 --> 02:52:38.790]  They stand for depopulation.
[02:52:39.130 --> 02:52:41.071]  They stand for silencing speech.
[02:52:41.371 --> 02:52:44.553]  They stand for having sex with children.
[02:52:46.134 --> 02:52:54.439]  This is what the United Nations and the World Economic Forum and the WHO and any one of these people stand for.
[02:52:54.760 --> 02:52:58.622]  Would you ever go and be part of them just to be part of the conversation?
[02:53:00.157 --> 02:53:04.100]  Can you change these people's minds?
[02:53:04.120 --> 02:53:11.886]  Are you, you know, going to be more influential than Satan in their lives because that's who they worship?
[02:53:13.988 --> 02:53:28.833]   Now again, I won't judge too early, but I'm putting this out there because I have never seen one normal human being come out Of the Young Global Leaders Program or anything to do with the World Economic Forum.
[02:53:29.013 --> 02:53:34.555]  And this is why I'm telling you about this e-safety commissioner in Australia who we'll go on to talk about in a minute.
[02:53:34.935 --> 02:53:39.916]  It's relevant to everyone because they're going to implement this one arbiter of truth in every country.
[02:53:39.956 --> 02:53:42.277]  They already tried it in the United States, failed once.
[02:53:42.917 --> 02:53:46.118]  You can rest assured that they will try again.
[02:53:46.138 --> 02:53:48.239]  We'll keep going right after the break.
[02:53:48.259 --> 02:53:48.859]  Don't go anywhere.
[02:53:49.873 --> 02:53:51.636]  Imagine life without Infowars.
[02:53:52.076 --> 02:53:57.985]  Imagine life without independent media being able to give you the truth to tell you what's really going on in this world.
[02:53:58.326 --> 02:54:04.094]  Imagine only having the propaganda media like in 1984.
[02:54:05.638 --> 02:54:07.859]  Just spewing lies, spewing lies.
[02:54:08.259 --> 02:54:10.519]  Imagine all you heard was lies.
[02:54:10.779 --> 02:54:12.260]  It would be absolute hell on earth.
[02:54:12.320 --> 02:54:15.981]  The truth is such a precious, precious thing that we have.
[02:54:16.041 --> 02:54:19.441]  So please, I'm asking everyone that's listening and watching this, do support InfoWars.
[02:54:19.742 --> 02:54:21.642]  Go and get a product, go and get a t-shirt today.
[02:54:21.662 --> 02:54:25.383]  It is so, so vital to keep broadcasts like this on the air.
[02:54:25.863 --> 02:54:31.186]  Now, I want to go back to this e-safety commissioner because it is really coming to every single country.
[02:54:31.226 --> 02:54:32.726]  They're trying it here in Australia first.
[02:54:33.287 --> 02:54:47.033]  It says here, you know, she's joined forces or e-safety has joined forces with the White House Gender Policy Council and Government of Denmark on the Global Partnership for Action on Gender-Based Harassment and Abuse.
[02:54:47.093 --> 02:55:05.712]   Now, first of all, The White House Gender Policy Council, we're talking about the White House that literally hired a diversity hire, Sam Brinton, just because he has a moustache and dresses like a woman, with very limited experience, as their nuclear waste expert.
[02:55:07.033 --> 02:55:08.174]  And he's a baggage thief.
[02:55:09.895 --> 02:55:17.041]  So we're using the White House here as, you know, to back up Julie's credentials.
[02:55:18.835 --> 02:55:23.065]  The White House that employs a luggage thief just because he's trans.
[02:55:23.707 --> 02:55:26.032]  I mean, you know what I mean?
[02:55:26.052 --> 02:55:28.879]  Do I need to spell it out any clearer for everyone?
[02:55:29.844 --> 02:55:34.328]  But this eSafety, they talk about action on gender-based harassment and abuse.
[02:55:34.368 --> 02:55:37.571]  So, you know, all these people are now worried about Julie Inman Grant.
[02:55:37.951 --> 02:55:40.513]  What are you going to be doing to police speech?
[02:55:40.553 --> 02:55:47.440]  Well, if the team can pull up the video of Julie Inman Grant, it's called Julie Inman Grant, W-E-F.
[02:55:47.480 --> 02:55:50.142]  Take a look at this and what she has to say about policing speech.
[02:55:51.092 --> 02:56:06.378]  It's important to point out that we're not policing the internet for harmful material, that we actually rely on citizens to collect evidence to report to the platform first, and then report to us if seriously harmful content isn't taken down.
[02:56:06.838 --> 02:56:12.181]  So we were really set up as a safety net when some of this falls through the cracks.
[02:56:12.461 --> 02:56:15.602]  We're not seeking to become the content moderators ourselves.
[02:56:16.242 --> 02:56:19.324]  You know, we believe that the platforms build the digital roads.
[02:56:19.404 --> 02:56:25.667]  They also need to erect the digital guardrails and the safety guardrails and be, you know, applying the virtual seatbelts.
[02:56:28.346 --> 02:56:29.887]  Applying the virtual seatbelts.
[02:56:29.927 --> 02:56:33.450]  And of course it won't be the one arbiter of truth coming after you.
[02:56:33.951 --> 02:56:36.733]  You know, she's not policing it, eSafety's not policing it.
[02:56:37.413 --> 02:56:41.356]  They're just going to enforce social media platforms to police it.
[02:56:41.737 --> 02:56:47.942]  Except when you look at the eSafety report and some of our online safety laws, that's absolutely not the case.
[02:56:48.122 --> 02:56:54.507]  And we actually have an example of the flexing of their powers that's already occurred.
[02:56:55.441 --> 02:56:58.523]  There was an activist in Australia who spoke out.
[02:56:58.663 --> 02:57:12.892]  She's from an organization that works to protect children from the pedophile agenda that lies underneath the trans agenda, and protect women as well, because she believes in protecting women.
[02:57:13.332 --> 02:57:14.533]  That's a great thing, isn't it?
[02:57:14.813 --> 02:57:18.776]  That's what all these people believe in, all these people that are working on gender equality.
[02:57:18.796 --> 02:57:19.797]  We want to protect women.
[02:57:19.877 --> 02:57:24.920]  Okay, how about we protect them from being smashed in women's sports, because that's exactly what happened.
[02:57:25.606 --> 02:57:35.051]  In February, this particular activist that I'm talking about, who we can't even talk about because there's a court order not to talk about this situation.
[02:57:35.591 --> 02:57:36.531]  And who was involved?
[02:57:36.571 --> 02:57:40.213]  Julie Inman Grant, who's not personally policing social media, apparently.
[02:57:41.034 --> 02:57:51.879]  So this activist spoke about this dude that previously was a viral YouTuber that said, if you're not sexually attracted to trans people, you're transphobic.
[02:57:53.197 --> 02:58:05.700]  Who, as far as I'm aware, isn't a professional footballer, decided overnight to join women's football, injured three women on the field, one to the point of hospitalisation.
[02:58:07.000 --> 02:58:10.441]  So this activist spoke up about it and said, this is so wrong.
[02:58:10.481 --> 02:58:11.801]  These women are in danger.
[02:58:11.841 --> 02:58:13.982]  We need to protect women in women's sports.
[02:58:14.322 --> 02:58:24.171]   Men are physically Regardless of how you dress up and what hormones you take, you have a higher bone density, more muscle mass.
[02:58:24.271 --> 02:58:36.475]  I don't need to list all of the advantages that biological men will always have over biological women, no matter how they butcher their bodies and how many dresses they put on.
[02:58:38.846 --> 02:58:40.908]  And so one of these women ended up in hospital.
[02:58:40.948 --> 02:58:42.589]  So this activist spoke up about it.
[02:58:42.629 --> 02:58:53.437]  Julie Inman Grant herself, according to reports, has gone after this one woman who's talking about women being abused physically by men in women's sports.
[02:58:55.154 --> 02:59:03.019]  So they say they're not personally policing, they say that it's just about, you know, strengthening online safety, and then they come after these people.
[02:59:03.399 --> 02:59:16.888]  So now this activist who lives, I think, over, if I'm not mistaken, at least 200 kilometres away from this dude posing as a woman in sports, she's been given an apprehended violence order.
[02:59:17.572 --> 02:59:18.772]  She can't go near him.
[02:59:18.812 --> 02:59:22.374]  She doesn't live anywhere near him, never called for any violence against him.
[02:59:22.654 --> 02:59:28.836]  She's been issued with an apprehended violence order because she's spoken about the risks to these women on the field.
[02:59:29.656 --> 02:59:35.438]  And Julianne McGrann, according to reports, was personally responsible for shutting down this woman's social media.
[02:59:36.558 --> 02:59:40.019]  Hey, if I disappear off social media, you know where to look.
[02:59:41.238 --> 02:59:54.823]  So, you know, over 47,000 followers on Facebook, and again, according to reports, this one person, this one arbiter of truth, Julie Inman Grant, was responsible for taking down this activist from Facebook.
[02:59:56.084 --> 02:59:59.745]  So that brings us to the new Twitter CEO.
[03:00:01.406 --> 03:00:08.161]   You know, you see people like Julie aligned With the WEF and the thinking that they have.
[03:00:08.581 --> 03:00:15.063]  And the Twitter files showed us just how far, you know, the left will go.
[03:00:15.083 --> 03:00:22.044]  That's just people that are indoctrinated by the thing of the day.
[03:00:22.604 --> 03:00:26.164]  What about people that have been through years of indoctrination by the WEF?
[03:00:27.205 --> 03:00:39.926]   What about people that have sat in their meetings and participated in the discussions about the future and hacking the human brain and Making sure that we address extremism and gender equality.
[03:00:42.388 --> 03:00:54.973]  Let me tell you, as a woman, I have never felt more attacked than I do now by all these men claiming that they're women.
[03:00:55.985 --> 03:01:04.108]  And diminishing what it is to be a woman just because, what, they got some plastic surgery and, you know, they're flaunting their chest.
