[00:00:00.169 --> 00:00:00.910]  It's official.
[03:06:53.945 --> 03:06:56.547]  This is, to me, this is like hot dog.
[03:06:56.587 --> 03:06:57.667]  I'm, I'm on the trail.
[03:06:57.687 --> 03:06:59.749]  Otherwise they would be leaving me alone.
[03:07:00.578 --> 03:07:08.429]  And so just like you and I, we were really hot on them and in our state on their move to remove the power of the sheriff.
[03:07:09.130 --> 03:07:14.937]  And so they went after me with the, like you said, the checkpoint blocking my home with the DUI checkpoint blocking my home.
[03:07:15.758 --> 03:07:20.701]  Mysterious burnings, the attempted kidnapping of my daughter, and now this.
[03:07:21.062 --> 03:07:34.170]  And so, you know, I've been talking about how satanic ritual abuse is a real thing and showing the links with government officials and other people in society, showing its link across the country.
[03:07:34.791 --> 03:07:39.774]  And so with my own sheriff that had to have signed off on this.
[03:07:40.354 --> 03:08:12.592]   And then what's interesting is the judge that signed off on this warrant, his wife, Works for CPS is something that I've come to to learn and so is is my understanding and so it's kind of interesting that the the spouse of what I believe to be a CPS attorney is signing off on a warrant after I you know exposed CPS and show that they had that last time they went after me they claimed that I was starving my daughter and the guy had never met me and never met my daughter claimed that I was not allowing her to drink you know fluids
[03:08:13.548 --> 03:08:17.969]  And when I expose that lie, they go away, they disappear.
[03:08:18.569 --> 03:08:34.172]  And so this is the thing is we've got to go forward and continue to expose them and not be afraid because when we expose them, then it shows that if any retaliation happens, that it's obviously retaliation and they start to lose their credibility and the people start to wake up.
[03:08:34.492 --> 03:08:50.405]   And so this is an important thing that, like you said, is to support those that are doing this, but as well as to stand up yourself and become a part of that because That exposure because all of these things are going on from satanic ritual abuse to corruption Trashing on the Constitution.
[03:08:50.546 --> 03:08:59.326]   It's rampant and it needs to stop now a hundred percent I'm with you on this and We've both been censored in our state.
[03:08:59.586 --> 03:09:10.175]  And I even have a text message from a county commissioner bragging about the fact that he had a local hour of mine removed off the air because we were targeting the politicians.
[03:09:10.855 --> 03:09:15.279]  Nothing, though, to what you've been going through and what you've been going through.
[03:09:15.299 --> 03:09:17.701]  I mean, honestly, I applaud.
[03:09:18.301 --> 03:09:23.005]  I applaud your exposing, Ben, because a lot of citizens are not going to take the time to do it.
[03:09:23.065 --> 03:09:24.767]  They're not going to take the time to do the research.
[03:09:25.547 --> 03:09:34.692]  And you have been a very, very vocal opponent of the legislature and the state senators and the governor in our state and talking about the things they're doing.
[03:09:35.232 --> 03:09:36.332]  You're not making anything up.
[03:09:36.352 --> 03:09:38.093]  You're just exposing what they're doing.
[03:09:38.333 --> 03:09:59.030]   And it's amazing to me how in a conservative state they strive To silence anyone that brings to light what they're doing, because they're all doing it under the Republican banner, as were the nice conservatives in our state, and our state has the majority.
[03:09:59.450 --> 03:10:02.231]  And it's been interesting to watch them scatter.
[03:10:02.291 --> 03:10:05.252]  I mean, it's disgusting to me.
[03:10:05.272 --> 03:10:06.412]  The evil is disgusting.
[03:10:06.951 --> 03:10:14.670]   But you have paid a high cost and he's so right about being targeted with a medical kidnapping
[03:10:14.670 --> 03:10:19.431]   of his daughter and then of course with CPS, your home burns down, you have checkpoints
[03:10:19.431 --> 03:10:23.350]   out to suddenly pop up outside your house and there's only one way to get out
[03:10:23.350 --> 03:10:28.831]   and so you have to go by these checkpoints or they just wanted to make sure they were right there.
[03:10:28.831 --> 03:10:31.150]  It has been amazing to watch what they've done.
[03:10:31.150 --> 03:10:37.711]   They took Ammon Bundy's home, the hospital and as he stood up for a little child
[03:10:37.711 --> 03:10:42.551]   with another medical kidnapping from the hospital and it's amazing 'cause I know one of the people
[03:10:42.551 --> 03:10:47.551]   that works at that hospital and he was just thinking, he was just so prideful about everything
[03:10:47.551 --> 03:10:50.931]   that was going on and he was right and I thought you, it was already proven
[03:10:50.931 --> 03:10:53.791]  that that little baby had nothing wrong with it.
[03:10:54.291 --> 03:10:56.132]  And so they took Ammon Bundy's home.
[03:10:56.472 --> 03:10:57.853]  There's a big price to pay.
[03:10:57.873 --> 03:11:06.458]  But wouldn't you say at the end of this you'd rather be on the side of truth and on the side of cowering in your living room and not exposing any of these people?
[03:11:07.745 --> 03:11:15.152]  Oh, it just reminds me of the scripture that talks about that if you are living in Christ Jesus, that you will receive persecution.
[03:11:15.833 --> 03:11:23.080]  And so, you know, if I were to cower, that would mean I didn't want to pay the price of living my life as I best as I can in Christ Jesus.
[03:11:23.921 --> 03:11:27.024]  And so it's, you know, that the option to me isn't there.
[03:11:27.939 --> 03:11:40.951]  And I think one of the most recent things that I've done to expose them is my new book, Invasion Volume 2, which I show what Alex has done on the international level, showing the conspiracy and the internationalists and how they invade through, you know, into our nations.
[03:11:41.371 --> 03:11:46.796]  But I've shown how Skull and Bones, the United Nations, Bohemian Grove have actually infiltrated local communities.
[03:11:47.036 --> 03:11:53.202]  And so I think that they're having this written out for everyone to be able to see is something that they're also afraid of.
[03:11:54.511 --> 03:11:56.033]  His book, Invasion, is amazing.
[03:11:56.093 --> 03:11:59.356]  Pick that up and give it to somebody you know.
[03:11:59.816 --> 03:12:07.524]  Because if we can educate a nation, it's one thing to get somebody in a seat at a public meeting or whatnot.
[03:12:08.183 --> 03:12:16.246]  Get somebody to do something, but it's another one to have them fully understand what they're fighting for and why they're fighting for it and then what to do about it.
[03:12:16.706 --> 03:12:21.088]  And so that level of education, we need to we need to get that to rise in this nation.
[03:12:21.268 --> 03:12:22.808]  Otherwise, we don't save this nation.
[03:12:22.868 --> 03:12:24.489]  And I think Steve Coyle was right.
[03:12:24.569 --> 03:12:28.290]  Repentance is the is the biggest thing that we need to do as a nation.
[03:12:28.370 --> 03:12:29.611]  And then we need to be educated.
[03:12:29.651 --> 03:12:31.351]  And you've done such a fine job at this.
[03:12:31.391 --> 03:12:32.792]  You've done such an amazing job.
[03:12:33.359 --> 03:12:37.141]  And I'm really grateful to you for all of the exposing that you've done.
[03:12:37.241 --> 03:12:40.242]  You can clearly see who the bad guys are in this scenario.
[03:12:40.262 --> 03:12:50.147]  The ones that had to paint you as a drug dealer to try to do a no-knock warrant, never coming to your home, never just knocking on the door and you could have had a conversation with them asking you.
[03:12:50.227 --> 03:12:51.108]  No, they had to escalate.
[03:12:52.288 --> 03:12:58.676]  They had to bring it into a no-knock warrant and then think they're all that to try to justify this in some way.
[03:12:58.776 --> 03:13:06.105]  Because all the guys that show up all in their vests and their guns and puffed up in pride and looking like they are these badasses, right?
[03:13:07.735 --> 03:13:10.897]  They are somehow justified in doing this to another citizen.
[03:13:11.298 --> 03:13:12.299]  What brings that?
[03:13:12.779 --> 03:13:14.841]  What happens to people when that happens?
[03:13:14.881 --> 03:13:15.401]  You know what I mean?
[03:13:15.481 --> 03:13:19.444]  So it's always been curious to me how we work against our fellow man.
[03:13:19.865 --> 03:13:26.670]  But please go to TreeofLibertySociety.com and help Ben out because these are our truth tellers on the ground.
[03:13:26.710 --> 03:13:28.212]  These are our boots on the ground.
[03:13:29.193 --> 03:13:31.935]  TreeofLibertySociety.com.
[03:13:31.955 --> 03:13:33.156]  He's got a wonderful book there too.
[03:13:33.854 --> 03:13:35.194]  But he does an amazing job.
[03:13:35.614 --> 03:13:36.815]  Thank you so much, Ben.
[03:13:36.835 --> 03:13:39.215]  I really appreciate you coming on and sharing your story.
[03:13:39.535 --> 03:13:39.895]  Thank you.
[03:13:39.915 --> 03:13:40.835]  I appreciate the opportunity.
[03:13:40.875 --> 03:13:41.155]  Thank you.
[03:13:42.576 --> 03:13:45.256]  I'll be right back on the Alex Jones Show, so don't go anywhere.
[03:13:45.296 --> 03:13:50.437]  I've got a couple of things to say about Leave the World Behind and a couple of things... Welcome back to the Alex Jones Show.
[03:13:50.537 --> 03:13:53.878]  So grateful to be here and so grateful that you're tuning in as well.
[03:13:54.098 --> 03:13:56.958]  And a big thank you to Ben McClintock.
[03:13:57.018 --> 03:13:58.919]  You know, he has been at this a long time.
[03:14:00.439 --> 03:14:08.988]  And I feel I could not even believe it when I heard that there was a no knock warrant issued and such ridiculous accusations.
[03:14:09.008 --> 03:14:10.930]  I mean, you couldn't get more ridiculous if you knew him.
[03:14:11.070 --> 03:14:13.433]  I mean, it was amazing that they could come up with that.
[03:14:14.033 --> 03:14:20.500]  But you know, it tells me that the FBI gets a green light maybe from some people higher up to go after the truth tellers.
[03:14:21.281 --> 03:14:27.132]   And There's a lot of people, I think, that are going to be in more situations like this, and this is where we need to help.
[03:14:27.313 --> 03:14:34.058]  We need to make sure that they're shored up and not just left out by their lonesome after they do such a great service for others.
[03:14:35.279 --> 03:14:36.260]  That's a big deal.
[03:14:36.500 --> 03:14:46.629]  It takes a lot and it's a toll on a family to do the research, to tell the truth, and to come out with messages that are against the New World Order.
[03:14:47.182 --> 03:14:49.924]  You get so much coming at you when that happens.
[03:14:49.984 --> 03:14:53.927]  And I know personally, I've taken that, that toll personally, not like Ben.
[03:14:54.387 --> 03:15:03.894]  Ben has really had a lot to deal with and it has been excruciating to have to watch because you're just thinking this guy is so obviously targeted.
[03:15:04.374 --> 03:15:10.178]  But there are many people out there that are trying to tell the truth that if they feel like they're alone, they're going to stop doing it.
[03:15:10.698 --> 03:15:13.300]  And then you and I don't get the messages that we need.
[03:15:13.480 --> 03:15:15.662]  You and I don't get educated in what we need to do.
[03:15:16.073 --> 03:15:18.472]  And that's the downfall of the country.
[03:15:18.472 --> 03:15:19.972]  There was a new tool.
[03:15:19.972 --> 03:15:22.473]  I interviewed Paul Allen about the Citizen Portal.
