[00:00:00.169 --> 00:00:07.411]  Elon Musk's brain computer company Neuralink receives FDA approval to launch human clinical trial.
[02:55:01.624 --> 02:55:16.677]  And he says that in order to bring about this transformation into this new era of the, you know, austerity, you know, new age, depopulation, Malthusian model, he said that we needed a new model of what humans were.
[02:55:17.898 --> 02:55:18.099]  Right.
[02:55:18.219 --> 02:55:21.842]  And there's a book I just got, one of the global elite texts, it's really rare.
[02:55:22.820 --> 02:55:33.731]  It's the Molecular Vision of Life by Lily Kay and that's a book produced by the Rockefeller Foundation and my buddy Tristan, he's done talks on this on his YouTube channel for many years and it was hard to get.
[02:55:33.751 --> 02:55:39.016]  I finally got a copy of it and it's amazing because it's actually what Copper's talking about.
[02:55:39.056 --> 02:55:49.818]   He's saying that Rockefeller Foundation played a key role in sort of co-opting medicine and that would be a key way in which Cultural transformation would occur kind of backdoor.
[02:55:50.278 --> 02:55:59.684]  We always think about, oh, it's going to be the 1984 Big Brother government that's going to put the boot up on our necks and, you know, squish us and all this stuff, which, yeah, that happens.
[02:56:00.004 --> 02:56:08.530]  But the real way that the system would transfer into this great reset and credit model is actually through medicine.
[02:56:09.391 --> 02:56:15.895]  The new world order coming into view through giant insurance corporations and through giant medical conglomerates.
[02:56:16.701 --> 02:56:22.123]  And so we needed a new vision of what the human being was and what biology was.
[02:56:23.284 --> 02:56:34.009]  And so we got that through these entities taking over and reframing medicine and reframing then everything else on the basis of the new biology.
[02:56:34.969 --> 02:56:35.590]  And what does that mean?
[02:56:35.610 --> 02:56:39.291]  Well, just simply put, man isn't a being made in the image of God.
[02:56:39.311 --> 02:56:41.352]  We need a changing image of man.
[02:56:42.473 --> 02:56:46.899]   Man is a Cog in the wheel or the machine of the cosmos.
[02:56:46.939 --> 02:56:51.123]  Man is a cell on the surface of Mother Gaia's skin.
[02:56:53.645 --> 02:56:58.268]  And this you see when we view man as a piece in a holistic system.
[02:57:00.230 --> 02:57:02.311]  Now it's a collectivist oligarchic model.
[02:57:03.452 --> 02:57:11.118]  And now we have the justification for the good of society, for the good of Mother Earth, to shut down, suppress, destroy, etc.
[02:57:11.218 --> 02:57:12.499]  under emergency measures.
[02:57:17.133 --> 02:57:17.473]  Growth.
[02:57:20.114 --> 02:57:20.774]  Reproduction.
[02:57:22.194 --> 02:57:22.815]  Economics.
[02:57:23.795 --> 02:57:24.195]  Etc.
[02:57:26.416 --> 02:57:28.156]  Mother Earth is a life cycle, right?
[02:57:28.596 --> 02:57:32.437]  So maybe you should be recycling and sharing your property, bro.
[02:57:33.518 --> 02:57:35.098]  You need a circular economy.
[02:57:35.438 --> 02:57:38.399]  You need an app where you share your whitey tighties with the other people in you.
[02:57:38.439 --> 02:57:40.000]  You don't need two pairs of whitey tighties.
[02:57:40.060 --> 02:57:43.901]  Just share that with your neighbors in your coom pod complex.
[02:57:44.161 --> 02:57:46.161]  Literally.
[02:57:46.161 --> 02:57:53.680]  You see everything must be reformed and changed.
[02:57:53.759 --> 02:57:56.160]  It's no different than what The Great Reset is about.
[02:57:56.220 --> 02:57:59.440]  These are the same people in the same circles with the same plans.
[02:58:00.701 --> 02:58:02.601]  And every week, it's almost two years now.
[02:58:03.121 --> 02:58:06.482]  Two years I've been coming on The Fourth Hour reading you from their texts.
[02:58:11.203 --> 02:58:15.264]  The new age requires, Copper says, a new economics.
[02:58:15.864 --> 02:58:22.428]   This will be an economics of integrated systems Recycling a circular economy, right?
[02:58:22.488 --> 02:58:28.291]  Ida Elkin, buddies with Klaus and all them, the World Economic Forum, she gives TED Talks on circular economy.
[02:58:28.951 --> 02:58:30.692]  We need to recycle.
[02:58:32.253 --> 02:58:37.836]  Everything will be reintegrated into a holistic systems approach.
[02:58:39.537 --> 02:58:41.038]  What's the dark side of growth?
[02:58:42.819 --> 02:58:44.300]  Well, growth can't go on.
[02:58:44.500 --> 02:58:45.480]  It must be stopped.
[02:58:45.500 --> 02:58:46.341]  It must be halted.
[02:58:46.761 --> 02:58:48.222]  We need limits to growth.
[02:58:49.420 --> 02:58:52.662]  That's their phraseology, terminology, that's their white papers and documents.
[02:58:52.742 --> 02:58:59.487]  Limits to growth in all areas, economy and population.
[02:59:01.048 --> 02:59:06.231]  In fact, some of these people have posited since the 1970s, ZPG, zero population growth.
[02:59:09.513 --> 02:59:19.398]   Growth must cease, cease he says, because we've learned through the study of nature that Beings in nature don't continue to grow.
[02:59:19.878 --> 02:59:20.398]  They die.
[02:59:21.658 --> 02:59:24.138]  So you must accept this death process.
[02:59:25.259 --> 02:59:25.959]  It's a death cult.
[02:59:28.119 --> 02:59:32.600]  And you must be willing to die for the holistic system.
[02:59:34.601 --> 02:59:38.561]  Holistic health, holistic ecology, holistic systems analysis.
[02:59:39.321 --> 02:59:41.802]  He says all of this will undergo radical change.
[02:59:42.529 --> 02:59:45.870]  Now, by the way, I'm not opposed to holistic organic food and health.
[02:59:45.910 --> 02:59:47.010]  That's not what he's talking about.
[02:59:47.830 --> 02:59:55.332]  He's saying that health movements, which are getting popular in the 1980s, right, eating fresh food, this kind of stuff, which is all great.
[02:59:55.712 --> 02:59:59.553]  He's saying that needs to be utilized and co-opted exactly what Alvin Toffler said.
[03:00:00.053 --> 03:00:08.395]  Toffler said, we will tie the vegetarian and vegan movement into political revolutionary social movements.
[03:00:10.484 --> 03:00:13.205]  To eventually control people's diets.
[03:00:13.945 --> 03:00:15.225]  And Toffler cited Plato.
[03:00:17.486 --> 03:00:20.767]  And here he is citing the systems view.
[03:00:20.927 --> 03:00:24.628]  This is directly from the Arthur Kessler book.
[03:00:25.648 --> 03:00:26.208]  The Holons.
[03:00:27.569 --> 03:00:31.450]  Goes to the machine, discusses systems analysis of nature.
[03:00:32.390 --> 03:00:37.432]  And you see everything in nature is part of a holistic system, so therefore you don't have individual rights.
[03:00:37.271 --> 03:00:44.271]  That's the logic of this.
[03:00:44.271 --> 03:00:49.271]   Hierarchies in nature, he says, are there because they promote the holistic view.
[03:00:49.191 --> 03:00:50.491]  And here's the craziest part of this book.
[03:00:51.112 --> 03:01:01.239]  He says that when it comes to wholeness and health, we're going to have to have a new process to how we integrate human beings into society.
[03:01:03.062 --> 03:01:08.405]  He actually said, I'm not joking, he actually says, now this is after the 1960s counterculture revolution, right?
[03:01:08.525 --> 03:01:09.485]  So this is 1982.
[03:01:10.086 --> 03:01:14.508]  He says we've got quantum theory, quantum physics, everything's new, everything's changing.
[03:01:15.808 --> 03:01:28.975]  And he says that when we look at the studies that were done of Gregory Bateson studying schizophrenics, now Gregory Bateson was one of the in culture doctors.
[03:01:29.645 --> 03:01:34.206]  And Bateson famously said, you know, if you want to control mankind, control and capture his imagination.
[03:01:36.107 --> 03:01:42.388]  And he studied families and schizophrenic members of families and whether this might be genetic.
[03:01:42.588 --> 03:01:47.289]  And he actually says, schizophrenia is not a bad thing.
[03:01:47.549 --> 03:01:56.471]  In fact, maybe there's a kind of a mystical interplay that's a good thing for dissociative states.
[03:01:56.591 --> 03:02:01.685]   He says mystics in societies, shamans, Well, they are basically like schizophrenics.
[03:02:02.406 --> 03:02:08.029]  Religions, religious people hearing and seeing visions, that's all just schizophrenia.
[03:02:08.909 --> 03:02:10.970]  And maybe they play a key role in society.
[03:02:10.990 --> 03:02:19.135]  He says, why don't we have initiation monies that initiate people into a kind of a shamanistic new religion?
[03:02:19.155 --> 03:02:21.636]  And he cites Gregory Bateson for this.
[03:02:22.757 --> 03:02:24.538]  He says that would be a better approach to religion.
[03:02:25.287 --> 03:02:34.009]  Getting everybody to just be initiated through LSD, and then they'll be integrated into the global system, because people that do these drugs typically think they want to, oh, we're all one, dude!
[03:02:34.289 --> 03:02:36.569]  We need to be united, because we're all one, dude!
[03:02:37.850 --> 03:02:41.570]  So, basically, Brave New World, is what this chapter argues.
[03:02:41.590 --> 03:02:49.552]  This chapter argues we need a mass induction into eco-worship.
[03:02:50.962 --> 03:03:23.541]   through everybody taking drugs and then he says we'll be into deep ecology you'll realize mother earth's alive and all this is basically ancient paganism and these approaches he says will lead to a new society and they'll finally will have you know a balance between men and women but he couldn't pass up the opportunity to say that what we really need in terms of world religion is a goddess if we can just go back to the image of the goddess Then we will resolve the one-in-the-many problem.
[03:03:24.322 --> 03:03:27.742]  The one-in-the-many being, should we have a balance between the one-in-the-many?
[03:03:27.822 --> 03:03:30.023]  Should the one rule or should the many rule?
[03:03:30.883 --> 03:03:38.024]  Democracy, collectivism, fascism, socialism, those are all social manifestations of the one-in-the-many question of ancient philosophy.
[03:03:42.865 --> 03:04:02.487]   And he says that the 60s counterculture revolution that was actually a CIA promoted thing, he says that That is part of the evolutionary process to bring in the new age, the new era, which will be an era where we live in harmony and we don't try to have children and we just submit to living in a coon pod.
[03:04:02.527 --> 03:04:03.168]  That's what he says.
[03:04:04.368 --> 03:04:10.513]  So there you have it, yet another text where we find out that Brave New World was not a fiction thing.
[03:04:12.333 --> 03:04:16.577]  Random usings of some fringe academic literary nerd.
[03:04:16.657 --> 03:04:29.009]  No, they were part of a structure, a super structure, a super class that writes many, many, many super boring books that lay all of this out as the actual plan of where they want to go.
[03:04:30.391 --> 03:04:33.554]  How many times does it have to be shown to you from their own text?
[03:04:34.269 --> 03:04:36.069]  That it's a coordinated belief and agenda.
[03:04:36.109 --> 03:04:40.051]  Now, I want to remind you guys, head on over to my website and you can see the upcoming live events.
[03:04:40.691 --> 03:04:43.131]  Under any one of those posts, it will list the live events.
[03:04:43.691 --> 03:04:47.792]  We got July 6th in Los Angeles together with Jamie Kennedy from Screen.
[03:04:47.812 --> 03:04:49.573]  You've seen Jamie Kennedy and other friends of mine.
