[00:00:00.029 --> 00:00:01.792]  Drudge Report captured operation.
[03:11:29.902 --> 03:11:37.185]  But we do encourage contact tracing, where you download our app to your phone and then use it to log everywhere you go and everything you do and everyone you interact with.
[03:11:37.405 --> 03:11:39.526]  Sounds like a precursor to vaccine passports.
[03:11:39.666 --> 03:11:40.887]  No way, that's crazy!
[03:11:40.947 --> 03:11:41.487]  Crazy.
[03:11:41.767 --> 03:11:45.329]  Hey, by the way, we sent an investigative team to figure out the origins of the virus.
[03:11:45.429 --> 03:11:46.510]  Oh, so you're investigating the lab?
[03:11:46.690 --> 03:11:46.830]  No.
[03:11:47.530 --> 03:11:49.611]  Okay, well, who are you sending to investigate?
[03:11:49.752 --> 03:11:50.632]  The guy who runs the lab.
[03:11:50.992 --> 03:11:52.253]  Yeah, this sounds suspicious.
[03:11:52.853 --> 03:11:53.133]  It's not.
[03:11:54.054 --> 03:11:55.575]  I mean, the whole thing sounds sketchy.
[03:11:55.615 --> 03:12:05.340]  Nothing you're saying really makes any sense, and it seems like the same people imposing the masks and lockdowns are the same people that are benefiting from it, and it seems like it's going to have way worse long-term effects than the virus itself.
[03:12:05.580 --> 03:12:07.521]  I mean, all of this seems arbitrary and expensive.
[03:12:08.061 --> 03:12:09.682]  Well, it's only until we get the vaccine.
[03:12:09.922 --> 03:12:13.763]  And actually, it's going to be a wonderful, revolutionary, new mRNA vaccine.
[03:12:14.183 --> 03:12:16.364]  So, you know, thank God we have Bill Gates helping us with this.
[03:12:16.724 --> 03:12:25.106]  Bill Gates, isn't he the one who thinks the most pressing issue the Earth faces is overpopulation and that the best way to reduce population is through vaccines?
[03:12:25.126 --> 03:12:26.567]  Didn't he give a TED Talk to that effect?
[03:12:26.627 --> 03:12:27.087]  No, shut up.
[03:12:27.107 --> 03:12:27.487]  He loves you.
[03:12:31.468 --> 03:12:32.229]  Oh, hello!
[03:12:32.629 --> 03:12:37.652]  Fit another communist Chinese dragon here with an important public service announcement.
[03:12:38.113 --> 03:12:51.582]  Live in your poop and needles, and human sex trafficking, and open borders, and buy slave goods from China, and do what the Justice Department say, and put all the good Americans in prison, and stay asleep.
[03:12:52.082 --> 03:13:04.632]   Your master, Xi Jinping, has arrived, and our puppet Biden bowed down to him, Governor Newsom has also visited and bowed down to our leader, who is also your master.
[03:13:05.093 --> 03:13:12.399]  The shithole city of San Francisco, like all the other communist cities we control, has been flooded with fentanyl.
[03:13:12.880 --> 03:13:16.964]  But when the dear leader arrives, they clean the streets for him.
[03:13:18.641 --> 03:13:20.182]  Hello, poop people!
[03:13:20.202 --> 03:13:21.142]  Ha ha ha!
[03:13:21.202 --> 03:13:22.823]  That's what your master, G.G.
[03:13:22.863 --> 03:13:23.444]  Pink, calls you.
[03:13:23.704 --> 03:13:26.745]  But he does not look at the poop and needles that you live in.
[03:13:27.206 --> 03:13:30.067]  Oh, all the homeless taken away when you're a great leader there.
[03:13:30.487 --> 03:13:35.810]  And our puppet, Nathan Newsome, tell you, oh, we only clean it for G.G.
[03:13:35.870 --> 03:13:37.131]  Pink, not for you.
[03:13:37.711 --> 03:13:42.374]  I know folks say, oh, they're just cleaning up this place because all those fancy leaders are coming into town.
[03:13:43.054 --> 03:13:44.275]  Um, that's true.
[03:13:45.583 --> 03:13:46.424]  Because it's true.
[03:13:46.844 --> 03:13:49.266]  That's how we rub the poop in.
[03:13:49.666 --> 03:13:52.368]  Enjoy your shithole cities.
[03:13:52.548 --> 03:13:54.429]  You are done.
[03:13:56.711 --> 03:13:58.672]  We own Hollywood.
[03:13:59.152 --> 03:14:00.774]  We own TikTok.
[03:14:01.214 --> 03:14:03.395]  We own almost everything.
[03:14:03.455 --> 03:14:05.277]  Now we buy up your farmland.
[03:14:06.621 --> 03:14:09.064]  You eat sabayas while we eat the steak.
[03:14:09.965 --> 03:14:15.332]  The last group to take out is any leadership that is resisting us, like Donald Trump.
[03:14:15.372 --> 03:14:16.754]  He will soon be in prison.
[03:14:17.254 --> 03:14:21.780]  And then, of course, we must silence any populace that resists us.
[03:14:22.181 --> 03:14:24.023]  And that is our next move.
[03:14:25.224 --> 03:14:27.125]  Good FBI.
[03:14:27.565 --> 03:14:29.646]  Good Justice Department.
[03:14:30.106 --> 03:14:31.927]  Good Merrick Garland.
[03:14:32.407 --> 03:14:33.787]  Good Jack Smith.
[03:14:34.287 --> 03:14:35.908]  Put Trump in jail.
[03:14:36.348 --> 03:14:38.709]  Put political dissidents in jail.
[03:14:39.129 --> 03:14:40.450]  Silence free speech.
[03:14:40.910 --> 03:14:42.150]  Censor everyone.
[03:14:42.450 --> 03:14:46.472]  Also we're very focused on the data we're collecting from surveillance efforts.
[03:14:46.832 --> 03:14:49.393]  What's being said on social media platforms.
[03:14:49.993 --> 03:14:53.957]  Every person on social media should be verified by their name.
[03:14:54.717 --> 03:15:06.728]  We have launched an effort to be able to counter some of the negativity and reach out to people when we see hate speech being spoken about on online platforms.
[03:15:07.308 --> 03:15:14.868]   They need to verify every single person on their outlet, because, and I want it by name.
[03:15:14.868 --> 03:15:18.348]  My slaves, repeat after me.
[03:15:18.348 --> 03:15:21.308]  I am going to stay asleep.
[03:15:21.308 --> 03:15:23.667]  I am going to do nothing.
[03:15:23.667 --> 03:15:29.428]   I am going to be politically correct and have your son's genitals removed.
[03:15:29.428 --> 03:15:36.347]   Also do not support independent media like Infowars.com and do not get the Great Awakening,
[03:15:36.347 --> 03:15:42.468]  the book at infostore.com. Stay asleep!
[03:15:40.779 --> 03:15:41.840]  Do not get booked.
[03:15:41.960 --> 03:15:43.081]  No, no, no.
[03:15:43.821 --> 03:15:46.704]  I am giving you your order, slave Americans.
[03:15:47.304 --> 03:15:55.572]  Do not go to Infowarsstore.com and do not get the best-selling book, The Great Awakening, by the evil top criminal, Alex Jones.
[03:15:56.032 --> 03:16:00.215]  And whatever you do, do not get a fundraiser signed copy.
[03:16:00.576 --> 03:16:02.618]  That might keep them on the air.
[03:16:03.058 --> 03:16:05.260]  It will demoralize people greatly.
[03:16:05.700 --> 03:16:12.343]  Once we have shut down Alex Jones, and we're working with many people at the Justice Department to do it.
[03:16:12.503 --> 03:16:19.186]  Because if there is Great Awakening, then we cannot fully enslave and destroy you.
[03:16:19.386 --> 03:16:21.627]  Bing, bing, bong, bong, bing, bing, bing.
[03:16:21.667 --> 03:16:23.508]  This is Oda from CCP.
[03:16:23.668 --> 03:16:25.489]  I am the Ringy Ping.
[03:16:25.769 --> 03:16:28.050]  Do not visit infowatchshow.com.
[03:16:28.130 --> 03:16:30.331]  Do not, do not, do not.
[03:16:31.578 --> 03:16:31.938]  Winter is coming.
[03:16:33.059 --> 03:16:33.380]  Winter is coming.
[03:16:34.201 --> 03:16:34.521]  Winter is coming.
[03:16:35.322 --> 03:16:35.682]  Winter is coming.
[03:16:36.783 --> 03:16:37.163]  Winter is coming.
[03:16:38.064 --> 03:16:38.505]  Winter is coming.
[03:16:39.586 --> 03:16:40.006]  Winter is coming.
[03:16:41.267 --> 03:16:41.768]  Winter is coming.
[03:16:42.669 --> 03:16:43.189]  Winter is coming.
[03:16:44.290 --> 03:16:44.611]  Winter is coming.
[03:16:45.511 --> 03:16:45.892]  Winter is coming.
[03:16:46.693 --> 03:16:47.053]  Winter is coming.
[03:16:47.854 --> 03:16:48.254]  Winter is coming.
[03:16:49.115 --> 03:16:49.475]  Winter is coming.
[03:16:50.316 --> 03:16:50.757]  Winter is coming.
[03:16:51.517 --> 03:16:52.078]  Winter is coming.
[03:16:53.139 --> 03:16:53.619]  Winter is coming.
[03:16:54.420 --> 03:16:54.860]  Winter is coming.
[03:16:55.661 --> 03:16:56.002]  Winter is coming.
[03:16:56.022 --> 03:16:56.342]  Winter is coming.
[03:16:56.562 --> 03:17:07.744]  Winter Sun Plus is a powerful vitamin D-based formula bringing you straight vitamin D3 free of toxic chemicals, allergens, preservatives, artificial colors, and GMOs.
[03:17:08.184 --> 03:17:18.886]  Our vitamin D3 formula supports the body's natural immune system, promotes calcium absorption for healthy bones and teeth, and helps sustain healthy tissue and systems of the body.
[03:17:19.266 --> 03:17:21.786]  When the winters come, they come cold.
[03:17:21.966 --> 03:17:25.667]  So weather the storm and supplement with Winter Sun Plus.
[03:17:26.267 --> 03:17:30.792]  40% off for a limited time at InfowarsStore.com.
[03:17:31.393 --> 03:17:41.043]  So ladies and gentlemen, this bus, they have dozens if not hundreds of these buses all throughout El Paso, all throughout Texas, taking illegal immigrants everywhere.
[03:17:41.483 --> 03:17:49.707]   And it's more important to protect the illegal immigrants and drive this bus through a ravine across the border so they can get them on without the
[03:17:49.707 --> 03:17:51.268]  American media seeing them.
[03:17:51.268 --> 03:17:54.988]   And this bus is going to take them somewhere deep in the heart of Texas and drop them off.
[03:17:54.988 --> 03:18:00.028]   But Border Patrol tells us the border is secure, nobody is crossing, nobody is coming in illegally
[03:18:00.028 --> 03:18:02.467]  as it happens right in front of our face.
[03:18:02.467 --> 03:18:03.468]  Move back.
[03:18:03.468 --> 03:18:04.468]  Move back.
[03:18:04.468 --> 03:18:05.468]  Move back.
[03:18:05.468 --> 03:18:06.468]  Thank you.
[03:18:06.468 --> 03:18:14.468]  Yeah, get out of the way Americans.
[03:18:14.612 --> 03:18:15.693]  There's illegals coming in!
[03:18:16.633 --> 03:18:18.234]  Get out of the way, dirty Americans!
[03:18:18.254 --> 03:18:19.914]  We got non-citizens we gotta help!
[03:18:21.274 --> 03:18:23.035]  You dirty, stinking Americans!
[03:18:23.055 --> 03:18:24.836]  This isn't your country!
[03:18:25.496 --> 03:18:26.456]  Get out of the way!
[03:18:26.496 --> 03:18:27.836]  She cued the Imperial March.
[03:18:28.257 --> 03:18:32.258]  Dun, dun, dun, dun, da-dun, dun, da-dun!
[03:18:35.000 --> 03:18:40.524]  I'm so glad that we're making sure that the media can't see Biden's border invasion.
[03:18:41.265 --> 03:18:47.549]  They drive, they drive 30 foot buses through ravines so the media can't see Biden's border invasion.
[03:18:47.970 --> 03:18:50.552]  And they send border agents out here telling us it's not happening.
[03:18:51.712 --> 03:18:57.117]  So are they going to block our cameras too?
[03:18:57.957 --> 03:18:59.158]  Yeah, make sure we can't see it.
[03:18:59.959 --> 03:19:00.779]  Very nice.
[03:19:01.520 --> 03:19:03.962]  Make sure nobody can see Biden's border invasion.
[03:19:04.961 --> 03:19:07.643]  Major, nobody can see the illegal immigrants!
[03:19:07.983 --> 03:19:09.725]  You dirty, stinking Americans!
[03:19:09.885 --> 03:19:10.425]  I'm sorry?
[03:19:10.545 --> 03:19:12.607]  Your country gets more... Yeah, you dirty Americans!
[03:19:12.627 --> 03:19:13.207]  Get out of the way!
[03:19:13.228 --> 03:19:14.669]  This is the illegal immigrants' country!
[03:19:15.009 --> 03:19:16.050]  What do you guys think you're doing?
[03:19:16.070 --> 03:19:17.351]  This country's for illegal immigrants!
[03:19:17.371 --> 03:19:18.652]  You guys are dirty Americans!
[03:19:19.012 --> 03:19:19.773]  Get out of the way!
[03:19:20.453 --> 03:19:21.274]  How rude of you.
[03:19:21.974 --> 03:19:24.036]  How rude of you to think you have a country anymore.
[03:19:24.536 --> 03:19:26.998]  Hey, let's get another truck up here so no media can see this.
[03:19:27.198 --> 03:19:28.679]  In fact, let's just ban the media.
[03:19:28.959 --> 03:19:31.021]  Hey guys, we're going to need you to shut your cameras off.
[03:19:31.061 --> 03:19:33.743]  We cannot document Biden's border invasion, okay?
[03:19:34.143 --> 03:19:35.564]  Everybody shut your cameras down.
[03:19:35.604 --> 03:19:36.205]  No free speech.
[03:19:36.225 --> 03:19:38.226]  The border patrol's here to tell me to shut up too.
[03:19:38.606 --> 03:19:40.087]  Sir, sir, he says.
[03:19:40.408 --> 03:19:41.669]  An American citizen.
[03:19:42.089 --> 03:19:43.750]  An American citizen.
[03:19:43.910 --> 03:19:44.651]  Unbelievable.
[03:19:45.331 --> 03:19:46.092]  Unbelievable!
[03:19:46.112 --> 03:19:46.652]  This guy's ridiculous!
[03:19:46.672 --> 03:19:48.733]  Please allow the other media to be able to cover this.
[03:19:48.753 --> 03:19:49.713]  No, no, no media!
[03:19:50.073 --> 03:19:51.434]  No, no, no media though!
[03:19:51.694 --> 03:19:52.495]  Hey, no media!
[03:19:52.855 --> 03:19:54.356]  Nobody see the illegal immigrants!
[03:19:54.376 --> 03:19:55.516]  It's not happening!
[03:19:56.096 --> 03:19:56.917]  It's not happening!
[03:19:57.917 --> 03:19:59.198]  Sir, am I okay to be upset?
[03:19:59.218 --> 03:20:00.879]  Do I have the right to redress grievances here?
[03:20:01.099 --> 03:20:03.780]  But you're not being, you're being discourteous to your country.
[03:20:03.800 --> 03:20:04.621]  I'm being discourteous!
[03:20:04.681 --> 03:20:05.701]  A wide open border!
[03:20:05.861 --> 03:20:07.102]  But I'm being discourteous!
[03:20:07.862 --> 03:20:08.603]  Oh, I love it.
[03:20:08.663 --> 03:20:09.684]  I love it.
[03:20:09.804 --> 03:20:10.445]  They can record.
[03:20:10.485 --> 03:20:11.826]  Nobody's stopping them.
[03:20:11.866 --> 03:20:13.327]  Nobody's stopping them except you guys.
[03:20:13.548 --> 03:20:14.829]  Look, she's trying to stop the media.
[03:20:15.029 --> 03:20:16.210]  You guys don't want us to see this.
[03:20:16.510 --> 03:20:18.312]  You drove a bus through a ravine.
[03:20:18.572 --> 03:20:21.115]  You drove a bus through a ravine so we couldn't see this.
[03:20:21.375 --> 03:20:23.297]  Do you think the American people are stupid?
[03:20:24.574 --> 03:20:27.195]  Do you guys think the American people are stupid?
[03:20:27.235 --> 03:20:28.755]  Do you guys like this?
[03:20:28.855 --> 03:20:30.396]  Get out of the way, dirty Americans!
[03:20:30.456 --> 03:20:31.776]  Shut off your cameras!
[03:20:32.056 --> 03:20:33.297]  Nobody's allowed to see!
[03:20:33.957 --> 03:20:35.737]  There is no Biden border invasion!
[03:20:36.117 --> 03:20:37.258]  Shut your cameras off!
[03:20:38.058 --> 03:20:39.058]  Everybody go home!
[03:20:39.538 --> 03:20:41.859]  Excuse me?
[03:20:41.959 --> 03:20:44.700]  What does that have to do with anything?
[03:20:44.780 --> 03:20:45.820]  What have they done for the country?
[03:20:46.740 --> 03:20:47.681]  I pay for their bills!
[03:20:47.961 --> 03:20:48.801]  I pay taxes!
[03:20:50.742 --> 03:20:51.742]  Okay, so what's your point?
[03:20:53.860 --> 03:20:55.741]  So you're okay with the illegal immigration?
[03:20:55.802 --> 03:20:58.083]  You're cool with that?
[03:20:58.103 --> 03:20:59.905]  Should we fund endless wars in Ukraine?
[03:21:00.105 --> 03:21:02.166]  Should we fund endless illegal immigration?
[03:21:02.226 --> 03:21:03.047]  Is that your policy?
[03:21:03.067 --> 03:21:03.547]  You like that?
[03:21:03.968 --> 03:21:04.228]  Yes!
