[00:00:00.000 --> 00:00:13.000]  [MUSIC]
[02:13:49.991 --> 02:13:53.772]  But thanks to you supporting us at InfoWarsStore.com, your steadfastness.
[02:13:54.212 --> 02:13:55.892]  We're still at InfoWars.com slash show.
[02:13:55.932 --> 02:14:10.639]   We've launched Bandot video where you can get all of our content and more content, too, with others like Tom Pappert on there with Will Johnson, Firepower and other great hosts and commentators like Millie Weaver and Caitlin Bennett and John Bowne and We got more coming.
[02:14:10.699 --> 02:14:15.469]  So, Tom, before we let you go, what's coming next on your docket?
[02:14:15.509 --> 02:14:16.571]  What's on the national file?
[02:14:17.961 --> 02:14:19.742]  Well, I don't want to ruin anything.
[02:14:19.762 --> 02:14:28.344]  We're working on a couple fascinating stories unfolding who else might have relations through energy companies or otherwise with Ukraine.
[02:14:28.645 --> 02:14:31.786]  And, of course, we discuss usually everything, all the major stories.
[02:14:31.866 --> 02:14:41.229]  We write every single night on Firepower, which you can find on Band.Video, an hour after the War Room, every single night from 7 until 9 p.m.
[02:14:42.609 --> 02:14:53.887]  With me and the wonderful Will Johnson, who is helping keep Alex Jones, the general in this meme army, safe and sound in the battle tank tonight in Dallas.
[02:14:54.901 --> 02:14:55.801]  Literally the battle tank.
[02:14:55.841 --> 02:14:56.422]  All right, Tom.
[02:14:57.082 --> 02:14:57.522]  Oh, man.
[02:14:57.602 --> 02:15:01.244]  Who is Tom, with the national file, going to get tomorrow tied into Ukraine?
[02:15:01.644 --> 02:15:05.926]  I think it's either going to be, I'm going to take a wild guess, Mitt Romney or Chuck Schumer.
[02:15:06.026 --> 02:15:06.326]  I don't know.
[02:15:06.406 --> 02:15:07.026]  I really don't know.
[02:15:07.126 --> 02:15:07.967]  I'm really just guessing.
[02:15:08.207 --> 02:15:12.569]  You'll have to check the national file or Tom Papert on with Will Johnson later.
[02:15:12.609 --> 02:15:14.069]  Tom, thank you so much.
[02:15:14.089 --> 02:15:14.750]  Godspeed, friend.
[02:15:15.850 --> 02:15:16.410]  Thank you.
[02:15:16.510 --> 02:15:17.311]  Great show, Will.
[02:15:17.351 --> 02:15:18.251]  Thanks for having me with you.
[02:15:18.651 --> 02:15:18.951]  All right.
[02:15:19.312 --> 02:15:20.172]  Leanne, final comments?
[02:15:21.471 --> 02:15:21.811]  I don't know.
[02:15:21.831 --> 02:15:22.853]  Make America Great Again.
[02:15:22.913 --> 02:15:23.974]  Everybody's gotta show up.
[02:15:24.034 --> 02:15:26.056]  You can't just... Yeah, I'm not Will, by the way.
[02:15:26.116 --> 02:15:27.638]  You know, Tom... Oh, I'm sorry.
[02:15:27.718 --> 02:15:29.200]  I've gotta scold Tom Pappard.
[02:15:29.220 --> 02:15:30.000]  How dare you?
[02:15:31.082 --> 02:15:32.603]  I just thought I saw dreadlocks.
[02:15:32.683 --> 02:15:33.304]  I'm so sorry.
[02:15:33.324 --> 02:15:33.484]  I know.
[02:15:33.504 --> 02:15:34.846]  All of us black people look alike.
[02:15:34.906 --> 02:15:35.767]  Way to go, racist.
[02:15:36.900 --> 02:15:41.946]  Yeah, I guess that's at least a good argument for being colorblind because you and Will could be the same person.
[02:15:41.986 --> 02:15:43.128]  Now, I apologize.
[02:15:43.328 --> 02:15:46.131]  Owen, a war room every single day.
[02:15:46.151 --> 02:15:47.093]  Hey, it's been a long day.
[02:15:47.133 --> 02:15:49.596]  I've only been on air for like seven hours or something.
[02:15:49.676 --> 02:15:50.617]  Alright, alright, Tom.
[02:15:50.897 --> 02:15:51.418]  Get out of here.
[02:15:51.478 --> 02:15:52.199]  Go get some sleep.
[02:15:52.239 --> 02:15:53.280]  You'll be back on tomorrow.
[02:15:53.721 --> 02:15:54.381]  Sorry, Leanne.
[02:15:54.422 --> 02:15:55.202]  You were cut off.
[02:15:55.243 --> 02:15:55.523]  Go ahead.
[02:15:55.643 --> 02:15:57.485]  Yeah, I'm just saying, people gotta show up.
[02:15:57.825 --> 02:16:05.312]  It's one thing to show up in numbers at the rallies, but it's a whole other thing to get your butt to the voting booth, and that's what people really need to do.
[02:16:05.332 --> 02:16:12.638]  And you know, you were saying too, like, the whole Democrat Party could have a rally and they could market it and put every candidate, they still wouldn't get half that crowd.
[02:16:13.279 --> 02:16:21.005]  How can they convince, and this is the crazy thing too, it's like they really have this weird brainwashing on the public where somehow the television is more important than reality.
[02:16:21.966 --> 02:16:26.487]  If you can't get people energized to go to a Democrat event, you really think they're going to go vote for you?
[02:16:26.887 --> 02:16:38.629]  Right, and I forget who it was, but she was basically calling out Beyonce, saying, why doesn't Beyonce, she's got, you know, 40 million fans or whatever, why doesn't she tell every single one of her fans to go and vote?
[02:16:38.949 --> 02:16:39.749]  Then we would win.
[02:16:39.849 --> 02:16:45.871]  And it's like, did you not see where not only Beyonce, but also her husband, Jay-Z, had the concert?
[02:16:46.311 --> 02:16:47.211]  LeBron James.
[02:16:47.871 --> 02:16:54.498]  Like, they did tell all of their, but that's not, that doesn't translate to people wanting to go and vote for a candidate.
[02:16:54.578 --> 02:16:56.660]  Just because their favorite rapper likes them.
[02:16:56.941 --> 02:16:57.621]  Do you hear that?
[02:16:59.203 --> 02:17:00.504]  Does anybody else hear that?
[02:17:00.745 --> 02:17:02.747]  There's some soft whimpering in the background.
[02:17:03.407 --> 02:17:07.572]  Oh, that's Joe Biden because Obama endorsed Trudeau, but not him.
[02:17:08.524 --> 02:17:09.224]  That's right.
[02:17:09.564 --> 02:17:10.565]  Aw, poor little Joe.
[02:17:10.585 --> 02:17:15.847]  He actually said he really enjoyed working with Trudeau and just total... Seriously though... Frickets on Biden.
[02:17:16.027 --> 02:17:22.850]  Obama not endorsing Biden really makes you wonder what's coming because he's holding out his endorsement for someone.
[02:17:23.130 --> 02:17:23.630]  You think so?
[02:17:24.371 --> 02:17:24.811]  Oh yeah.
[02:17:26.064 --> 02:17:32.668]  I think it's like Joe Biden, you know, the synapses are not firing right in the brain.
[02:17:33.068 --> 02:17:34.649]  He's had multiple strokes.
[02:17:34.849 --> 02:17:37.431]  Cutting, clipping coupons at the stock market.
[02:17:37.451 --> 02:17:38.511]  You don't clip coupons?
[02:17:38.871 --> 02:17:39.512]  At the stock market?
[02:17:39.552 --> 02:17:39.772]  On the 17th?
[02:17:41.653 --> 02:17:44.494]  I was like, maybe that's just a stock market term.
[02:17:44.554 --> 02:17:45.014]  I don't know.
[02:17:45.094 --> 02:17:45.534]  No, it's not.
[02:17:45.614 --> 02:17:46.014]  I'm not.
[02:17:46.214 --> 02:17:48.635]  They put their coupons and they ring the bell.
[02:17:48.975 --> 02:17:49.415]  I don't know.
[02:17:49.716 --> 02:17:51.756]  But it just.
[02:17:51.796 --> 02:17:52.216]  No, no.
[02:17:52.757 --> 02:18:01.199]  Obama, working alongside Biden for so long, probably had already started to see some of that brain not firing correctly.
[02:18:01.239 --> 02:18:04.020]  So for him, he's like, you know, Joe, don't run.
[02:18:04.040 --> 02:18:05.941]  He did it anyway.
[02:18:06.121 --> 02:18:09.782]  Creepy uncle, grandpa, cousin, lover Joe.
[02:18:10.666 --> 02:18:12.612]  Cuddly old Joe Biden.
[02:18:13.635 --> 02:18:14.838]  Would you get in a phone booth with Joe?
[02:18:17.202 --> 02:18:18.762]  All right, we'll just leave it at that.
[02:18:18.862 --> 02:18:22.483]  Okay, ladies and gentlemen, I want to give a big shout out to the audience for tuning in.
[02:18:22.523 --> 02:18:23.343]  Thank you guys so much.
[02:18:23.383 --> 02:18:25.284]  Big shout out to the crew that's been here all day.
[02:18:25.924 --> 02:18:26.964]  Big love to you guys.
[02:18:27.724 --> 02:18:30.064]  Thanks to everybody for supporting us at InfowarsStore.com.
[02:18:30.084 --> 02:18:31.185]  Don't forget about the big specials.
[02:18:31.225 --> 02:18:33.665]  We have free shipping right now at InfowarsStore.com.
[02:18:34.065 --> 02:18:36.426]  Don't end up like a Joe Biden that can't speak clearly.
[02:18:36.686 --> 02:18:37.866]  Get yourself some brain force.
[02:18:38.146 --> 02:18:39.126]  Be like President Trump.
[02:18:39.426 --> 02:18:40.406]  Drink the turbo force.
[02:18:40.546 --> 02:18:41.427]  Have dragon energy.
[02:18:41.667 --> 02:18:43.087]  It's all at InfowarsStore.com.
[02:18:43.527 --> 02:18:44.368]  We'll see you guys tomorrow.
[02:18:44.428 --> 02:18:45.309]  David Knight, 8am.
[02:18:45.389 --> 02:18:46.329]  Alex Jones, 11am.
[02:18:46.349 --> 02:18:47.170]  I'll be live at 3.
[02:18:47.851 --> 02:18:48.611]  Keep kicking ass.
[02:18:48.631 --> 02:18:49.712]  You stay classy, America.
[02:18:49.732 --> 02:18:50.893]  InfoWars.
[02:18:50.933 --> 02:18:52.234]  The most banned network in the world.
[02:18:52.113 --> 02:19:04.234]  InfoWars, the most banned network in the world.
[02:19:04.234 --> 02:19:11.433]   I have warned viewers and listeners of the InfoWars that there are times in history when
[02:19:11.433 --> 02:19:14.792]  everything starts to ignite.
[02:19:15.424 --> 02:19:19.327]  Good things accelerate, bad things accelerate.
[02:19:20.327 --> 02:19:24.970]  People awaken, but also other people dig in and become more evil and more corrupt.
[02:19:25.330 --> 02:19:29.992]  Many people give up on humanity and decide to serve evil because finally they want some power.
[02:19:31.353 --> 02:19:34.655]  Then they find out they're nothing more than slaves, trapped by the evil.
[02:19:34.995 --> 02:19:36.176]  At least they believe so.
[02:19:37.349 --> 02:19:37.929]  But with U.S.
[02:19:37.969 --> 02:19:55.018]  Special Forces getting killed in Syria and the acceleration of the impeachment against President Trump and the coming out of all of the different pedophile rings, one of the sexualized children, the admissions that babies are being kept alive and their organs being harvested.
[02:19:56.859 --> 02:19:59.300]  We're living in really important times.
[02:20:00.121 --> 02:20:02.842]  You know, it's an old Chinese proverb, may you live in interesting times.
[02:20:04.966 --> 02:20:06.068]  Most Chinese were farmers.
[02:20:06.228 --> 02:20:07.851]  They didn't want any trouble.
[02:20:08.252 --> 02:20:10.016]  So something good could turn into something bad.
[02:20:10.456 --> 02:20:11.819]  Something bad could turn into something good.
[02:20:12.220 --> 02:20:14.043]  So it means double-edged sword.
[02:20:14.644 --> 02:20:17.550]  We certainly do live in very, very interesting times.
[02:20:19.019 --> 02:20:21.239]  And we were supposed to be off the air by now.
[02:20:21.460 --> 02:20:26.621]  The establishment didn't want us here when they made their big move against Trump in America to still be on air.
[02:20:27.441 --> 02:20:28.701]  We sucker punched him with Trump.
[02:20:29.281 --> 02:20:31.202]  Well, they don't want to be caught off guard this time.
[02:20:31.262 --> 02:20:38.663]  But the truth is they underestimated you and how you've spread the word, how you've prayed for the broadcast, and how you financially supported us.
[02:20:39.263 --> 02:20:45.925]  And we make it really easy to support the Infowar because we have products that support you and your family and your own health.
[02:20:46.345 --> 02:20:54.408]   All of this is about Not laying down to the establishment, and in the process of not laying down to these evil globalists, we get stronger, like lifting weights or going for a jog.
[02:20:54.588 --> 02:21:02.011]  Speaking of getting stronger, we're running a special right now that's part of our InfoWars Everything Must Go special that is one of the biggest sales in our history.
[02:21:02.031 --> 02:21:13.196]  We just keep topping our previous sales, where you can get immune wall, beta, glucans, and olive leaf for $19.95 with a bottle of Silver Bullet high-quality coiled silver.
[02:21:13.356 --> 02:21:14.736]  Both of these together are $19.95.
[02:21:16.437 --> 02:21:19.265]  The normal sale price of Silver Bullet is $19.95.
[02:21:19.546 --> 02:21:20.268]  That's a great deal.
[02:21:20.669 --> 02:21:22.935]  This is the top brand in the country, private label by us.
[02:21:23.953 --> 02:21:32.019]  Then you've got immune wall and all the things that these two compounds do on record to boost your immune system against bacteria, viruses, you name it.
[02:21:32.459 --> 02:21:35.881]  This is what myself and my family take and they're just amazing.
[02:21:36.021 --> 02:21:39.384]  Well, we've got the special combo deal going right now.
[02:21:39.404 --> 02:21:42.586]  360 immune defense combo, limited supply.
[02:21:42.686 --> 02:21:45.428]  We have plenty of the colloidal silver because it always sells out by Christmas.
[02:21:45.548 --> 02:21:52.514]   So we've got a lot of it right now, but we don't have a lot of the immune wall, but I wanted to make it Very, very close to cost.
[02:21:52.855 --> 02:21:54.718]  We're making like six, seven dollars on this combo.
[02:21:55.799 --> 02:22:04.092]  So that you and your family will have a better shot of having a healthy, good Christmas and winter coming up.
[02:22:05.026 --> 02:22:07.528]  Now is the time to get outdoors and exercise.
[02:22:07.588 --> 02:22:10.009]  Now is the time to meditate and, you know, pray.
[02:22:10.569 --> 02:22:12.591]  Now is the time to be politically engaged.
[02:22:12.651 --> 02:22:24.198]  And now is the time to eat healthy, drink a lot of purified water, and take immune wall, beta-glucans, and olive leaf, and to have the cloyal silver for topical or for ingestion and all the great things the cloyal silver does.
[02:22:24.778 --> 02:22:26.179]  This is a very special combo.
[02:22:26.539 --> 02:22:27.760]  I hope you'll take advantage of it.
[02:22:27.780 --> 02:22:30.222]  360 Immune Defense Combo at InfoWarShore.com.
