[00:00:00.029 --> 00:00:00.571]  Oh, no!
[02:41:33.364 --> 02:41:45.971]  They're taking their national and state parks and public lands and giving it to the same big brokerage firms that entice their government to get involved in all this fraud and to sign on to the derivatives that they created.
[02:41:46.951 --> 02:41:48.372]  So to bail out the bankers
[02:41:50.532 --> 02:41:52.375]  You then also give them your property.
[02:41:52.735 --> 02:42:04.412]  So back in 97 I learned about the executive order Bill Clinton had put into place transferring our national parks and other key monuments and public lands and buffer zones worth trillions of dollars overall.
[02:42:04.873 --> 02:42:05.875]  The minerals, everything.
[02:42:06.475 --> 02:42:07.816]  Over to the U.N.
[02:42:08.236 --> 02:42:10.697]  as collateral to the IMF and World Bank.
[02:42:11.117 --> 02:42:15.078]  Just as you see happen in third world countries where the IMF and World Bank come in and take the land.
[02:42:15.298 --> 02:42:18.119]  We had the executive order, we had the Kentucky legislature talking about it.
[02:42:18.579 --> 02:42:24.221]  I traveled around the country and I would pull into the Grand Canyon, you name it, and politely walk in and say, I'd like to talk about the U.N.
[02:42:24.261 --> 02:42:28.443]  plaque, I'd like to talk about what's happening, and they would blow up and threaten to arrest me.
[02:42:28.463 --> 02:42:31.604]  And that's on tape at the Grand Canyon and other places in America.
[02:42:31.624 --> 02:42:32.224]  I swear by design.
[02:42:33.240 --> 02:42:39.830]  So I've decided to travel back across the Southwest and visit some of the same national parks and some others that I hadn't visited in that film.
[02:42:40.351 --> 02:42:42.714]  Like Carlsbad Caverns here in Southern New Mexico.
[02:42:42.734 --> 02:42:46.580]  And that's why InfoWars.com, InfoWars Nightly News is here.
[02:42:46.881 --> 02:42:48.864]  That's why we're covering this information.
[02:42:49.224 --> 02:42:50.886]  Now I came here several times as a child.
[02:42:51.426 --> 02:42:52.307]  I came here in college.
[02:42:52.407 --> 02:42:55.370]  I came here six years ago with my wife and two children.
[02:42:55.730 --> 02:42:56.791]  Now I have a third child.
[02:42:56.911 --> 02:42:59.614]  I wanted her to see it before she gets too big.
[02:42:59.794 --> 02:43:02.757]  We're here again as part of this research project.
[02:43:02.797 --> 02:43:04.578]  I brought my family along on the RV.
[02:43:05.953 --> 02:43:08.554]  From the minute we get here, it's changed from six years ago.
[02:43:08.574 --> 02:43:10.115]  I'm going to run over just some of it.
[02:43:10.375 --> 02:43:11.916]  Because one thing alone is not a big deal.
[02:43:12.617 --> 02:43:16.899]  But as it added and built up, Richard kept saying, well, I wonder what's going to happen next.
[02:43:17.439 --> 02:43:28.845]  We walk in, and I see some of the park rangers with tasers and guns walking around an old tough guy like they're in an airport or something, and terrorists must be everywhere.
[02:43:29.126 --> 02:43:29.446]  OK?
[02:43:30.006 --> 02:43:31.207]  So I think, well, whatever.
[02:43:32.147 --> 02:43:33.748]  Maybe they're Forest Service or something.
[02:43:33.768 --> 02:43:35.089]  I don't know why they need guns and tasers.
[02:43:36.215 --> 02:43:36.515]  Okay.
[02:43:36.956 --> 02:43:38.016]  Everything's okay in America.
[02:43:38.057 --> 02:43:39.678]  Same visitor center I've been to many times.
[02:43:39.718 --> 02:43:41.699]  The elevator ride down, 800 feet and all of it.
[02:43:43.041 --> 02:43:49.165]  So then I go up to the counter and I go up and I was wondering why there was one group ahead of us and why it took so long to get them through.
[02:43:49.185 --> 02:43:50.827]  And I thought, man, these people are slow.
[02:43:51.087 --> 02:43:53.109]  So I get up there, there's hardly any tourists here today.
[02:43:53.129 --> 02:43:57.272]  There's literally more park rangers than there are tourists.
[02:43:57.712 --> 02:43:58.553]  I probably saw 40 or 50 total.
[02:44:00.054 --> 02:44:01.234]  About 20 at one time.
[02:44:01.835 --> 02:44:03.515]  So I get up there and I find out why.
[02:44:03.615 --> 02:44:04.715]  I'm being interrogated.
[02:44:05.115 --> 02:44:06.196]  I'm being told rules.
[02:44:06.956 --> 02:44:10.717]  And I'm being asked if I've ever been in mineshafts or caves recently.
[02:44:10.737 --> 02:44:11.557]  And where?
[02:44:11.597 --> 02:44:12.177]  And I said, no.
[02:44:12.558 --> 02:44:13.438]  Six years ago, here.
[02:44:14.058 --> 02:44:16.359]  I thought it was small talk, but she was asking it real stern.
[02:44:16.759 --> 02:44:18.439]  Like I was, you know, TSA or something.
[02:44:19.339 --> 02:44:20.640]  She was TSA and I was at the airport.
[02:44:21.600 --> 02:44:23.801]  And I said, no, I told you I'm here six years ago.
[02:44:23.821 --> 02:44:24.441]  And she goes, really?
[02:44:25.121 --> 02:44:27.363]  Not anywhere on the East Coast or anywhere there.
[02:44:27.944 --> 02:44:29.104]  And I said, no.
[02:44:30.045 --> 02:44:31.346]  I said, I've been here in the last cave.
[02:44:31.747 --> 02:44:33.068]  Well, what other caves have you been to?
[02:44:33.668 --> 02:44:36.691]  One in Mexico one time, a decade ago or more.
[02:44:37.471 --> 02:44:38.512]  A couple around Texas.
[02:44:38.912 --> 02:44:40.194]  What caves in Texas?
[02:44:42.397 --> 02:44:43.338]  I don't remember the names.
[02:44:43.498 --> 02:44:44.619]  And I was like, what's this all about?
[02:44:44.659 --> 02:44:45.901]  She goes, you don't worry about that.
[02:44:45.941 --> 02:44:46.541]  Here's your tickets.
[02:44:47.162 --> 02:44:48.523]  And then I went and asked the other ranger.
[02:44:48.563 --> 02:44:50.265]  I said, is it that white-nose fungus stuff?
[02:44:50.285 --> 02:44:50.926]  And he said, yeah.
[02:44:51.446 --> 02:44:59.094]  And my mom's so educated, she goes, so informed, she goes, but the Mexican brown bat isn't susceptible to that.
[02:44:59.875 --> 02:45:01.437]  And he goes, wow, how do you know that?
[02:45:01.477 --> 02:45:05.201]  But the point is, then we walk past that and a ranger waves the kids over.
[02:45:05.221 --> 02:45:07.123]  I'm like, oh, thank God, a nice ranger.
[02:45:07.143 --> 02:45:08.144]  He wants to talk to the kids.
[02:45:08.784 --> 02:45:10.967]  And he goes, hi, do you know what animal this is?
[02:45:10.987 --> 02:45:11.767]  He has a table out.
[02:45:12.168 --> 02:45:13.149]  We're trying to go to the elevators.
[02:45:13.429 --> 02:45:14.510]  Couldn't get past these people.
[02:45:15.151 --> 02:45:16.512]  You know, he wanted his pound of flesh.
[02:45:17.353 --> 02:45:29.661]  And so, he holds up a white-tailed deer and a puma, and shows us a puma skull, and then he goes, one last thing, and he holds up a map of the park, underground, and he says, 90% of this is off-limits to humans.
[02:45:30.022 --> 02:45:31.242]  That's for the animals.
[02:45:31.923 --> 02:45:33.044]  Animals need a place too!
[02:45:33.784 --> 02:45:35.405]  I'm like, oh God, does it never end?
[02:45:35.425 --> 02:45:37.026]  This anti-human brainwashing.
[02:45:37.266 --> 02:45:39.607]  You know, 90 plus percent of the planet is totally untouched.
[02:45:40.067 --> 02:45:41.868]  The globalists are the ones destroying the environment.
[02:45:41.888 --> 02:45:44.409]  They've got a fake environmentalism to grab property and control.
[02:45:44.449 --> 02:45:45.089]  But I didn't say that.
[02:45:45.330 --> 02:45:46.270]  I'm like, thank you!
[02:45:46.290 --> 02:45:50.432]  Because we need to get through the park and get on the next leg of our investigative journey.
[02:45:50.792 --> 02:45:52.853]  As my children are basically apprenticing with me.
[02:45:53.934 --> 02:45:54.714]  I'm like, thank you!
[02:45:54.854 --> 02:45:58.296]  So then we walk out and go down to the natural entrance, because you can't just take the elevators down.
[02:45:59.113 --> 02:45:59.633]  If you're lazy.
[02:46:16.218 --> 02:46:16.818]  This hadn't happened.
[02:46:17.319 --> 02:46:23.822]  So then we walked down to the cave, and a hundred yards in, there's a camera and a sign that says, Cave Watch.
[02:46:23.903 --> 02:46:26.024]  If you see anything illegal, call this number.
[02:46:26.044 --> 02:46:28.585]  3030, and you know, have the code.
[02:46:28.865 --> 02:46:31.887]  Before those were there if you slipped and fell or needed help or whatever.
[02:46:32.167 --> 02:46:36.310]  Now it's tattled on people and cameras everywhere, hidden up in cave crevices.
[02:46:36.710 --> 02:46:37.770]  And this goes on and on.
[02:46:38.011 --> 02:46:42.013]  And we finally, we don't see any of the, uh, of the, uh,
[02:46:42.313 --> 02:46:47.079]  Park Ranger, so we get down to the bottom, 800 feet down, and they're all there bossing people around and stuff.
[02:46:47.559 --> 02:46:49.501]  I talked to some, they were a little bit nice.
[02:46:50.543 --> 02:47:10.958]  Then I went and got back on the elevator where they have a little gift shop down at the bottom, went back up to the top, I got back off, saw more park rangers with guns and tasers, my family walked in the bathroom, I turned around, and a guy goes, Sir, did you just come in because you need to buy a ticket right now, or this is the last five minutes to buy a ticket?
[02:47:11.198 --> 02:47:15.822]  But he kind of said it, and I was like, okay, thank you, no, I've already been down, thank you.
[02:47:16.622 --> 02:47:21.404]  And it's just this oppressive culture of the American people are bad.
[02:47:21.464 --> 02:47:23.485]  The American people can't be trusted.
[02:47:23.625 --> 02:47:24.825]  Only government is good.
[02:47:25.145 --> 02:47:33.969]  They've got new Homeland Security ads in Denver that are airing and training manuals that Paul Watson wrote about yesterday where they say even your best friend can't be trusted.
[02:47:34.209 --> 02:47:35.009]  They could be a terrorist.
[02:47:35.289 --> 02:47:37.550]  Really, what about the government caught shipping drugs in the country?
[02:47:37.730 --> 02:47:39.631]  What about the government caught beating people to death?
[02:47:39.791 --> 02:47:44.332]  What about the government letting big mega banks rob people and putting their people in as federal regulators?
[02:47:44.973 --> 02:47:45.313]  What about
[02:47:47.210 --> 02:47:50.733]  All these other companies taking people's bank accounts like MF Global.
[02:47:51.154 --> 02:47:52.014]  I mean, what about that?
[02:47:52.115 --> 02:47:58.260]  See, this is about us learning to be perps, us learning to be criminals, us learning that we're bad, we have guilt, we're evil.
[02:47:59.561 --> 02:48:00.442]  And it just went on and on.
[02:48:00.482 --> 02:48:02.164]  There was a bunch of other nanny state stuff.
[02:48:02.244 --> 02:48:03.925]  So many I had to write it down.
[02:48:05.287 --> 02:48:08.389]  But again, this part, 90%, is off limits to you.
[02:48:08.750 --> 02:48:09.751]  In the final equation,
[02:48:11.846 --> 02:48:19.549]  If they discovered this cave like they did a hundred and something years ago, today, they would guaranteed not let it be open to the public.
[02:48:19.589 --> 02:48:27.353]  There are already caves they found in the US, Canada, France, and other areas that are huge, that they just say are off limits, vital biosphere area.
[02:48:27.733 --> 02:48:29.074]  It's all about treating us.
[02:48:29.094 --> 02:48:29.934]  We have no rights.
[02:48:30.234 --> 02:48:36.975]  We're scum, we're trash, we have no value, and the government is there with the big mega banks to basically pick up the garbage and throw it away.
[02:48:37.535 --> 02:48:38.416]  That's what's going on.
[02:48:38.976 --> 02:48:42.336]  And more and more, I mean I've gone to state parks where they're super rude.
[02:48:43.396 --> 02:48:51.858]  Aaron Dykes tried to go to a state park, McKinney Ruffs, with his girlfriend a few weeks ago, and he said they interrogated him, nice clean cut guy, nice clean cut girlfriend.
[02:48:52.278 --> 02:48:56.259]  They interrogated him like he'd done something wrong and said, is anybody else hiding in the car?
[02:48:57.339 --> 02:48:59.381]  It's like when you go rent a car, they interrogate you.
[02:48:59.401 --> 02:49:00.021]  Where are you going?
[02:49:00.061 --> 02:49:00.682]  What are you doing?
[02:49:01.002 --> 02:49:01.322]  Oh, really?
[02:49:01.362 --> 02:49:02.043]  Who are you visiting?
[02:49:02.063 --> 02:49:03.684]  It all goes in a Patriot Act database.
[02:49:04.024 --> 02:49:05.005]  And this is all fact!
[02:49:05.406 --> 02:49:06.586]  I mean, this is like Stasi.
[02:49:08.300 --> 02:49:09.401]  East Germany or something.
[02:49:09.621 --> 02:49:18.868]  So I wanted to follow this boil down before I also post the videos we shot in there today inside the cave that cover some of what we just broke down here.
[02:49:19.208 --> 02:49:20.469]  But it's just all off the charts.
[02:49:20.529 --> 02:49:26.493]  So here's kind of a final boil down before I post all the pieces that were shot live inside the cave.
[02:49:26.893 --> 02:49:29.675]  Again, I'm Alex Jones signing off from the Southwest.
[02:49:29.976 --> 02:49:32.217]  I'll be reporting throughout the weekend and next week.
[02:49:32.437 --> 02:49:36.060]  You'll see our reports posted at PrisonPlanet.tv and InfoWars.com.
