[00:00:00.009 --> 00:00:00.780]  Radio Network.
[02:39:06.705 --> 02:39:17.613]  By the way, all three times my wife has been pregnant, we go in and we allow the one ultrasound, even though it's probably not good, but at the end of the second trimester, and then they say, let us do genetic testing.
[02:39:17.953 --> 02:39:22.497]  We say no, but then they advertise, because if we learn what the genetic
[02:39:22.677 --> 02:39:23.378]  I don't think so.
[02:39:41.790 --> 02:39:50.554]  More and more big pharmas coming in and trying to patent vitamin D and then put out a pharmaceutical grade.
[02:39:50.934 --> 02:40:01.739]  They're coming in now with regular female hormones with women that have low levels of progesterone that they would take as a supplement to not have miscarriages and they're now
[02:40:02.099 --> 02:40:07.762]  Patenting that and saying they're not going to let the compounding pharmacies put it out that have done such a good job.
[02:40:08.002 --> 02:40:14.866]  I mean, so they've been attacking vitamins and minerals from one end, but quietly they're trying to take it over and say nobody can sell these but us.
[02:40:16.126 --> 02:40:16.867]  Well, exactly right.
[02:40:17.067 --> 02:40:22.870]  I'm the guy that sued the FDA to be able to say that omega-3s can prevent stroke and coronary thrombosis.
[02:40:23.390 --> 02:40:24.851]  I sued the FDA on that one.
[02:40:25.330 --> 02:40:32.236]  And now the pharmaceutical companies have come out with a prescription-grade omega-3, and it's like 150 times the cost of what ours is.
[02:40:32.656 --> 02:40:38.241]  And then you have something like niacin, vitamin B3, which we know will lower your cholesterol levels.
[02:40:38.642 --> 02:40:42.425]  They came out with Niospam now, which is sort of a time-release niacin.
[02:40:42.445 --> 02:40:45.848]  They're charging you 150 times what we charge for niacin.
[02:40:46.608 --> 02:40:48.350]  And the vitamin D3, as you point out,
[02:40:48.931 --> 02:40:56.258]  And it's just kind of interesting that we do all the work, and they poo-poo us and say we're quacks, and then they put a little carbon unit on one end of the thing.
[02:40:56.699 --> 02:41:07.329]  Insignificant, but they're manufacturing it, so to speak, and therefore they get the patent, and insurance will pay for their clunky little thing that's synthetic, and not for the natural stuff.
[02:41:07.529 --> 02:41:14.693]  Okay, now Doctor, racing through this, tell us from the research, and as we do it, my team can just put it in Google and pull up mainstream news confirming it.
[02:41:14.713 --> 02:41:16.634]  That's what we've been doing here if you're a radio listener.
[02:41:17.175 --> 02:41:19.836]  But just type in whatever I say and then you can pull it up for yourself.
[02:41:20.056 --> 02:41:32.904]  Mainline, this is not even hidden, race through some of the other mineral and cofactor deficiencies that are the triggers or one of the big things contributing towards many of these chronic diseases that are skyrocketing.
[02:41:33.604 --> 02:41:39.974]  Okay, well, let's see, you know, Elizabeth Taylor just died of congestive heart failure, which is a simple thiamine deficiency, vitamin B1.
[02:41:40.375 --> 02:41:47.206]  I get thousands of people off the heart transplant list every year by giving them the Alex pack and throwing in what we call de-stress capsules.
[02:41:47.879 --> 02:41:52.161]  Two capsules give you 3,000 times the minimum daily requirement of B1.
[02:41:52.621 --> 02:42:02.084]  And B1 deficiency, thiamine deficiency, can cause congestive heart failure and also a disease, a dementia that looks exactly like Alzheimer's disease.
[02:42:02.104 --> 02:42:03.925]  It's called Korsakoff syndrome.
[02:42:04.445 --> 02:42:08.966]  And so we can get rid of that disease, that one you can get rid of in two weeks, called Korsakoff syndrome.
[02:42:08.986 --> 02:42:16.609]  That's right, because they admit that they will mislabel things as new diseases or another disease when they know full well it's a vitamin or mineral deficiency syndrome.
[02:42:18.066 --> 02:42:19.227]  You're exactly right, Alex.
[02:42:19.667 --> 02:42:21.749]  And then, of course, mustard dystrophy.
[02:42:21.769 --> 02:42:23.990]  We got rid of the animal industry because muscle is meat.
[02:42:24.450 --> 02:42:26.271]  And Jerry Lewis is still running around.
[02:42:26.291 --> 02:42:26.711]  I love him.
[02:42:26.752 --> 02:42:34.316]  I'm sure the medical system is duping him that he doesn't realize that for 54 years, we've already known the cause, prevention, and cure of mustard dystrophy.
[02:42:34.816 --> 02:42:37.698]  It's a simple deficiency of the traceral selenium during pregnancy.
[02:42:38.490 --> 02:42:45.851]  And then when you go to, again, menopause and the progesterone, there's actually a 150-year-old formula.
[02:42:45.931 --> 02:42:47.011]  It's an herbal formula.
[02:42:47.031 --> 02:42:49.792]  It was called Lydia Pinkham's back 150 years ago.
[02:42:50.172 --> 02:42:54.633]  Today it's called Woman's FX, and you can get it through the InfoWarsTeam.com.
[02:42:55.253 --> 02:42:56.353]  It's called Woman's FX.
[02:42:56.433 --> 02:43:01.414]  It actually gets women to slide through menopause very quickly, very healthily.
[02:43:01.434 --> 02:43:07.275]  They do have to eat about four to six eggs a day to get enough cholesterol so they can make their progesterone and their estrogens.
[02:43:08.093 --> 02:43:10.376]  And then there's erectile dysfunction in men.
[02:43:10.916 --> 02:43:11.857]  That's a new disease.
[02:43:12.278 --> 02:43:13.919]  That's actually a cholesterol deficiency.
[02:43:13.939 --> 02:43:15.121]  What about thyroid?
[02:43:15.841 --> 02:43:25.391]  A low thyroid is actually a deficiency, not only of iodine, but the people forget, Alex, that your thyroid gland needs all 90 essential nutrients that's actually in the Alex pack.
[02:43:25.992 --> 02:43:28.995]  And the medical system is focused on iodine.
[02:43:29.522 --> 02:43:37.706]  Because it's the metal that's actually on the carbon chain to make the thyroid hormone, but your thyroid really needs the other 89 nutrients as well.
[02:43:38.747 --> 02:43:45.791]  And if you don't have those, explain to people that the thyroid will grab other toxic things in the environment that they use, like in white flour.
[02:43:45.851 --> 02:43:46.331]  Breakdown.
[02:43:46.371 --> 02:43:49.313]  If you don't give your thyroid what it needs, what it does.
[02:43:50.658 --> 02:43:52.559]  Okay, well, it'll get goiter.
[02:43:52.579 --> 02:43:59.302]  You actually get this huge, sort of grapefruit-sized thyroid gland that's non-functional called goiter, and all you have to do is give it the nutrients and it goes away.
[02:43:59.342 --> 02:44:04.885]  But this is, you'd hit the nail on the head again for what's pertinent now, because we're now getting radioactive iodine.
[02:44:04.905 --> 02:44:16.171]  This was just on the news, on the Foxcrawler here, that they're finding now radioactive iodine from the rainfall out in our kids' milk, in the milk supply now in the United States.
[02:44:16.693 --> 02:44:17.754]  From this thing in Japan.
[02:44:17.794 --> 02:44:18.654]  They found it today.
[02:44:19.254 --> 02:44:20.075]  Radioactive iodine.
[02:44:20.095 --> 02:44:25.677]  And this will be rapidly taken up by the thyroid gland of these kids and put them at high risk for thyroid cancer.
[02:44:26.498 --> 02:44:31.360]  And we have to get these kids to supplement properly with the Alex Pack.
[02:44:31.400 --> 02:44:37.683]  And I would also throw in what we call Ocean's Gold or CellShield RTQ.
[02:44:37.703 --> 02:44:44.247]  These are things that have the normal, organically bound iodine with plant material.
[02:44:44.267 --> 02:44:45.127]  They're organically bound.
[02:44:45.692 --> 02:44:51.277]  And once the thyroid gland has those, it will not be eager to take up the radioactive iodine.
[02:44:51.297 --> 02:44:52.438]  So it's a protection.
[02:44:52.678 --> 02:44:54.080]  That's why I call it cell shield.
[02:44:54.180 --> 02:45:04.609]  So you're saying from your research, they don't need generally the big mega dose of the medical grade iodine that even lower levels will keep it from wanting to absorb as much of this?
[02:45:05.710 --> 02:45:06.291]  Oh, exactly.
[02:45:06.351 --> 02:45:11.876]  So if you take these nutrients, the Alex Pack and Cell Shield RTQ, Ocean's Gold, if you take these things every day,
[02:45:12.697 --> 02:45:16.582]  Then you don't have to worry about this low-grade radioactive iodine.
[02:45:31.101 --> 02:45:36.163]  Tell folks what's in the Tangy Tangerine, beyond Tangy Tangerine, because that's what my wife and I just love.
[02:45:36.203 --> 02:45:40.865]  And I just got it in the house, set it there, didn't even, you know, sell her on it.
[02:45:40.925 --> 02:45:41.945]  She's like, what is this stuff?
[02:45:41.985 --> 02:45:44.126]  I'm having incredible energy working out.
[02:45:44.146 --> 02:45:45.227]  She's a big workout person.
[02:45:46.127 --> 02:45:46.407]  Okay.
[02:45:46.827 --> 02:45:54.771]  Well, usually, you know, the health nuts used to have to take 50 different bottles and take all their different vitamin C, vitamin D, vitamin A, calcium.
[02:45:55.351 --> 02:45:57.812]  And what we've done and put it into one, um,
[02:45:58.437 --> 02:46:04.681]  A product using the same technology that has been used for coffee crystals, so that every crystal is identical.
[02:46:04.741 --> 02:46:09.163]  It's not like powder where there's variations in the value of the dust that's in there.
[02:46:09.503 --> 02:46:18.288]  Well this is, every crystal is perfect, and it has 130 nutrients, vitamins, amino acids, and minerals, and it has 115 berries, fruits, and vegetables in it.
[02:46:18.648 --> 02:46:21.210]  Think of that Alex, 115 berries, fruits, and vegetables.
[02:46:21.570 --> 02:46:23.951]  Most medical doctors can't name 10, let alone 115.
[02:46:25.239 --> 02:46:35.628]  And this gives you the antioxidant points to support your immune system and fend off a lot of these chronic diseases, including things like rheumatoid arthritis, which is an infection.
[02:46:36.329 --> 02:46:42.574]  Chronic things like irritable bowel syndrome, inflammatory bowel disease, lupus.
[02:46:43.114 --> 02:46:49.920]  There's a 41-year-old lady who died in South Side Chicago just a couple of days ago from lupus, a simple mineral deficiency disease.
[02:46:50.361 --> 02:46:51.922]  You take the Healthy Starter Pack,
[02:46:52.389 --> 02:46:56.792]  So it's really a type of scurvy, they just rename it lupus?
[02:47:16.556 --> 02:47:17.338]  Yeah, exactly.
[02:47:17.398 --> 02:47:19.983]  It's scurvy, fibromyalgia, sarcoidosis.
[02:47:20.323 --> 02:47:22.528]  All these are connective tissue diseases, including...
[02:47:23.101 --> 02:47:36.891]  A vitamin C, which is the big one for what we call... By the way, two-time Nobel Prize winner, what, 50-something years ago, Linus Pauling, I mean, he confirmed that megadoses of naturally occurring vitamin C are magic.
[02:47:37.332 --> 02:47:42.836]  And I go back to this, the British, what was it, 300 years ago plus, they discovered the limeys.
[02:47:42.856 --> 02:47:47.920]  They were called limeys because, and the Spanish, everybody laughed at them, bags of limes they would put
[02:47:49.861 --> 02:47:58.546]  It in the rum, two parts water, one part rum, knowing that the sailors would only drink it because it was seen, you know, that kind of stuff was bad for you then.
[02:47:59.166 --> 02:48:07.771]  But the British Royal Academy of Sciences, they had secretly discovered this and actually kept it as a closely guarded secret why they made everybody drink limes.
[02:48:08.031 --> 02:48:13.875]  So you'd have a ship 10,000 miles away when it met with a Spanish galleon in the trading routes in the Indian Ocean.
[02:48:14.655 --> 02:48:27.628]  And they would be able to absolutely smash them because the Spanish or the Portuguese or the Dutch would be laying around half dead on the deck and the Brits would pull up absolutely in great shape ready to kill with their sabers in their hands because they were getting the vitamin C they needed.
[02:48:28.789 --> 02:48:38.198]  And also as a result Linus Pauling died at 94, 40 years longer than the average medical doctor, although the medical doctors poo-pooed him for taking all that vitamin C.
[02:48:39.002 --> 02:48:42.367]  So, I'm on your side, I'm on Linus Pauling's side.
[02:48:42.707 --> 02:48:52.260]  By the way, you know he was one of the discoverers of DNA as well, and a top eugenicist, so I guess in a way, they kind of got to him and said, look, don't give the slaves this info, shut up.
[02:48:54.076 --> 02:49:00.520]  Well, he actually was left out of the Nobel Prize, unfortunately, for the double helix thing.
[02:49:01.661 --> 02:49:04.063]  From my research, he was one of the guys that discovered it, yeah.
[02:49:04.463 --> 02:49:04.883]  That's right.
[02:49:04.943 --> 02:49:06.244]  Actually, he came up with it first.
[02:49:06.284 --> 02:49:08.586]  The other guys just confirmed it, and they got the Nobel Prize.
[02:49:08.606 --> 02:49:09.647]  He should have gotten it for that.
[02:49:10.547 --> 02:49:13.009]  And by the way, that's in the encyclopedia, folks, if you want to pull that up.
