[00:00:00.009 --> 00:00:01.982]  This is Alex Jones.
[03:47:36.397 --> 03:47:46.102]  Well, it was in ABC News that Top Military Brass, a week before it canceled their September 11th flight to New York, Mayor Willie Brown, San Francisco Chronicle, this was confirmed, called Condoleezza.
[03:47:46.802 --> 03:47:49.543]  No, she called him and said, don't fly to New York.
[03:47:49.884 --> 03:48:04.751]  I mean, these guys are just red-handed caught, then lying about never hearing chatter about flying planes into buildings, when on record they ordered FBI agents nationwide who were on the trail of the legend they were building, the fake decoy history.
[03:48:05.191 --> 03:48:07.672]  You know, it's time again that I say we have our own Tahiriri Square.
[03:48:07.712 --> 03:48:10.594]  The young kids of Egypt went forth and did what they did.
[03:48:10.614 --> 03:48:12.335]  America needs a second revolution.
[03:48:12.615 --> 03:48:15.376]  That second revolution has to entail
[03:48:35.006 --> 03:48:42.912]  The peaceful means by which we can get rid of this type of capital cronyism, corruption, and criminal activity.
[03:48:43.152 --> 03:48:45.554]  It's again, we were born of a revolution.
[03:48:45.754 --> 03:48:46.775]  A real revolution.
[03:48:47.155 --> 03:48:48.456]  We fought England twice.
[03:48:48.716 --> 03:48:49.857]  Not once, but twice.
[03:48:50.991 --> 03:48:57.875]  And we need to now understand that our government has no longer served the people, for the people, by the people.
[03:48:57.995 --> 03:48:59.696]  And that's why I came back on your show.
[03:48:59.816 --> 03:49:09.782]  I was so disgusted to hear this nonsense about Osama bin Laden being resurrected and that they had shot him, unless they attacked a mortuary.
[03:49:10.382 --> 03:49:24.383]  I have no idea what this nonsense was, but the point is it underlied another cancerous administration with lies, deceit, betrayal, including the Republicans and Democrats and the legislation.
[03:49:26.025 --> 03:49:27.186]  You know, a right-winger.
[03:49:27.587 --> 03:49:29.469]  I'm not a conspiracist.
[03:49:29.709 --> 03:49:31.731]  I trained at Harvard, MIT.
[03:49:31.791 --> 03:49:33.133]  I've been under five presidencies.
[03:49:33.173 --> 03:49:47.908]  So no matter what the press tells you, no matter what they'll say, Alex Jones had the courage enough to put me on the air, and I had the gall enough to go on the air, which is, by the way, not unusual for me because I told some presidents to leave.
[03:49:48.348 --> 03:49:51.109]  Go screw yourself, but because I save lives.
[03:49:51.309 --> 03:49:55.291]  My job isn't to take down countries only, it's to save hostages.
[03:49:55.431 --> 03:49:57.632]  I saved many hundreds of hostages lives.
[03:49:58.152 --> 03:50:04.935]  Now, I was so disgusted, I went back on your show to thank you for allowing me to address the incredible public.
[03:50:05.115 --> 03:50:05.716]  Well, thank you.
[03:50:05.756 --> 03:50:06.936]  Thank you, Dr. Bushenica.
[03:50:07.016 --> 03:50:10.898]  At the moment that they... This is enough, and that's all I want to say.
[03:50:11.098 --> 03:50:11.638]  Wow, wow.
[03:50:11.658 --> 03:50:13.059]  Let's jam some calls in here.
[03:50:13.299 --> 03:50:16.340]  This is an unbelievable interview, ladies and gentlemen.
[03:50:16.520 --> 03:50:22.122]  It's all of our job to get this interview on the podcast and the YouTubes and the audio of it out to everybody.
[03:50:22.682 --> 03:50:24.083]  Let's talk to Alex in Michigan.
[03:50:24.103 --> 03:50:24.963]  You're on the air, Alex.
[03:50:25.003 --> 03:50:25.363]  Go ahead.
[03:50:25.383 --> 03:50:28.384]  Hi, Mr. Jones and Dr. Breschenik.
[03:50:29.105 --> 03:50:38.108]  My question for you, doctor, is that when we deal with this, as you aptly put, this nonsense with Osama bin Laden allegedly being captured and killed,
[03:50:39.156 --> 03:50:43.997]  This operation was allegedly authorized and carried out a couple of weeks ago in April.
[03:50:44.497 --> 03:50:52.199]  So why did Obama wait that long a time and then announce this, out of all places, Sunday night at 1030?
[03:50:53.079 --> 03:51:06.382]  And my second part of the question to that is, if we go back a week ago, after bin Laden would have supposedly been killed, we see the shuffle with Panetta and Petraeus into the Defense Department and CIA.
[03:51:06.842 --> 03:51:08.022]  What does all of this mean?
[03:51:08.542 --> 03:51:10.284]  What is the purpose of waiting?
[03:51:10.945 --> 03:51:12.467]  It's a very good question.
[03:51:13.188 --> 03:51:15.751]  The timing, I can speculate.
[03:51:15.771 --> 03:51:18.814]  Basically, they did it so late so that nobody could comment on it.
[03:51:18.934 --> 03:51:24.441]  The reason for the timing, and now at this particular point in time, is Gates is leaving.
[03:51:24.961 --> 03:51:25.361]  I think so.
[03:51:42.934 --> 03:51:52.004]  Secondly, you have to remember now, the CIA is not the CIA of the Cold War or the people, the brave people I worked with in the 80s and 90s.
[03:51:52.024 --> 03:51:54.507]  This is a very different CIA now.
[03:51:54.967 --> 03:51:58.571]  80% of the CIA right now are contract employees.
[03:51:58.731 --> 03:51:59.692]  Listen to what I'm saying.
[03:51:59.733 --> 03:52:01.534]  That means they're mercenaries.
[03:52:01.655 --> 03:52:04.618]  We have primarily mercenaries underneath Panetta.
[03:52:05.058 --> 03:52:08.721]  But don't mercenaries open you up to total infiltration?
[03:52:24.150 --> 03:52:26.251]  Oh yeah, because you don't know who they're loyal to.
[03:52:26.311 --> 03:52:27.551]  Only one thing, the dollar.
[03:52:27.971 --> 03:52:34.953]  The American public has to understand, we have primarily mercenaries in most of what we have in contract offices.
[03:52:34.973 --> 03:52:37.533]  When I say we have contractees, we have mercenaries.
[03:52:38.173 --> 03:52:52.077]  Many of our troops are very disgusted with that because I've got a soldier who makes $35,000 and next to him, I have the same man making a quarter of a million with no taxes whatsoever and no restrictions in terms of... Yeah, he has immunity.
[03:52:52.717 --> 03:52:53.597]  Alex, I appreciate your...
[03:52:53.717 --> 03:53:03.405]  Basic, Alex, what I'm saying to you is the timing had to do with Gates leaving, Panetta having been switched into the Secretary of Defense, although I suspect he didn't really want to be SecDef.
[03:53:03.465 --> 03:53:21.259]  He wanted to remain as DCI, Director of the CIA, and Petraeus is heading up the CIA, which is unusual for a general because he ran the Special Forces units and CENTCOM, and he ran much of the war in Afghanistan and Iraq, and he knows the drones, and he knows the so-called Al Qaeda.
[03:53:21.319 --> 03:53:22.219]  We've got to jump here.
[03:53:23.280 --> 03:53:24.481]  Sure, and I agree with you.
[03:53:24.941 --> 03:53:35.066]  10 o'clock at night, so the papers were already lined up to not question, to then have total control of the message the next morning, to control the entire week with the announcement, and the whole thing was scripted.
[03:53:35.506 --> 03:53:36.547]  Let's talk to Adrian.
[03:53:37.487 --> 03:53:38.368]  You agree, Dr. Pachinik?
[03:53:39.048 --> 03:53:39.488]  I'm sorry?
[03:53:39.608 --> 03:53:40.449]  No, I mean, you said something?
[03:53:41.529 --> 03:53:42.410]  I'm sorry, did you say?
[03:53:42.450 --> 03:53:43.530]  No, I didn't say anything.
[03:53:43.610 --> 03:53:46.752]  Okay, Adrian in Missouri, you're on the air.
[03:53:46.772 --> 03:53:48.913]  Hi, doctor.
[03:53:49.253 --> 03:53:50.454]  My question is,
[03:53:51.340 --> 03:54:15.871]  After all of this shenanigans that's going on with Osama being dead and everything and Obama trying to get re-elected, after all of this is done, you know, after that announcement in 2012 that he has won the presidency again or whatever, how do you think America is going to react?
[03:54:16.131 --> 03:54:16.692]  You know what I'm saying?
[03:54:16.712 --> 03:54:19.413]  Like, what is the approval rating going to be?
[03:54:20.177 --> 03:54:26.004]  And if they stoop so low again, how will you try to get America back on board?
[03:54:26.064 --> 03:54:28.887]  That's an excellent question, Adrian.
[03:54:29.007 --> 03:54:33.191]  I really think about it and I don't know the answer, but this is what I would speculate.
[03:54:33.351 --> 03:54:35.434]  Our unemployment is still remaining high.
[03:54:36.101 --> 03:54:45.505]  We have had capital investments, but we're not doing it into major projects like railroads, which we need, bridges that have to be reconstructed, houses that have to go.
[03:54:45.525 --> 03:54:49.727]  We need to get that unemployment 10 to 19 million people back on the job.
[03:54:50.227 --> 03:54:56.850]  He will get re-elected and he will probably do whatever he needs to do, which is an agenda that is not clear at this point.
[03:54:57.290 --> 03:55:01.972]  But he will continue to push through Obamacare, which will be a disaster for our health program.
[03:55:02.072 --> 03:55:04.173]  Unemployment will probably remain high.
[03:55:05.093 --> 03:55:09.777]  And he will keep the military positioned in the areas where we don't need it.
[03:55:10.417 --> 03:55:14.600]  And basically our capital cronyism will continue.
[03:55:14.781 --> 03:55:16.582]  But I warn of two things.
[03:55:16.642 --> 03:55:19.944]  The food prices and gas prices will continue to rise.
[03:55:20.545 --> 03:55:25.268]  Food prices have risen 35% because we decreased the value of the dollar.
[03:55:25.589 --> 03:55:27.050]  The commodity prices went up.
[03:55:27.070 --> 03:55:28.791]  But Adrian, it's an excellent question.
[03:55:29.785 --> 03:55:32.126]  The seat does not change his color.
[03:55:32.306 --> 03:55:35.366]  I mean, basically, he's going to be what he's always been.
[03:55:35.446 --> 03:55:42.348]  He's going to accommodate to the moment and to the interests of the people for whom he works, which is not the United States of America.
[03:55:42.488 --> 03:55:46.069]  The banking, primarily in Wall Street and the transnational corporation.
[03:55:46.429 --> 03:55:47.769]  But it's an excellent question.
[03:55:47.949 --> 03:55:53.350]  I can't really further detail things out other than the fact that we're headed for more and more economic crisis.
[03:55:53.730 --> 03:55:57.491]  If we default on our debt, we are in major, major problem.
[03:55:57.955 --> 03:56:00.896]  And that's already basically happening with the monetization.
[03:56:00.916 --> 03:56:03.257]  They're just not doing it in one big bang.
[03:56:03.297 --> 03:56:06.438]  They're slowly killing it.
[03:56:06.498 --> 03:56:08.738]  But Geithner wanted to raise the debt ceiling.
[03:56:08.778 --> 03:56:14.260]  Now Treasury is announcing that they are maybe going to keep it under.
[03:56:14.320 --> 03:56:14.940]  Here's the headline.
[03:56:15.240 --> 03:56:17.581]  Treasury to take steps to stay below debt ceiling.
[03:56:17.921 --> 03:56:19.182]  That's what Standard & Poor's said.
[03:56:19.222 --> 03:56:20.622]  They said it's the increased spending.
[03:56:21.182 --> 03:56:23.263]  Raising the debt ceiling is why we have a
[03:56:23.863 --> 03:56:30.727]  Negative outlook on you keeping AAA, and then he came out two weeks ago and said that if we didn't raise it, that would cause the default.
[03:56:31.047 --> 03:56:34.389]  But now they're shifting gears saying, okay, they may have to cut.
[03:56:34.689 --> 03:56:36.970]  Are they starting to get some reality, Dr. Pachinnik?
[03:56:37.870 --> 03:56:38.610]  No, not really.
[03:56:38.670 --> 03:56:40.211]  What they're doing is playing with money.
[03:56:40.371 --> 03:56:45.292]  Remember, every currency is denominated still in the dollar system.
[03:56:45.312 --> 03:56:48.834]  And as long as the dollar system is there, the Federal Reserve will control it.
[03:56:49.214 --> 03:56:56.356]  Bretton Woods, right after World War II in New Hampshire, a lot of smart men made sure that everything around the world was denominated in dollars.
[03:56:56.856 --> 03:57:03.761]  Where we're going to have a major problem and crisis is that we will have an inflationary spiral that they cannot control.
[03:57:04.321 --> 03:57:07.063]  And so that's why gold keeps going up out of fear.
[03:57:07.583 --> 03:57:13.367]  Yeah, in and of itself, gold has no value other than the historical value, aesthetic value, whatever.
[03:57:13.507 --> 03:57:19.151]  But the bottom line is economically, we're not in a position unless we keep manufacturing.
[03:57:19.311 --> 03:57:26.456]  One of the great things about the state of Texas is that you really are very independent in many ways in terms of resources, manufacturing and oil.
[03:57:26.936 --> 03:57:29.878]  We have enough oil in the United States to start drilling here.
[03:57:30.318 --> 03:57:34.901]  Gas, oil, everywhere from Montana to down in Texas, Oklahoma.
[03:57:34.921 --> 03:57:42.466]  But the cronies want to keep it shut down so they can make more money on their foreign investments and other form of artificial scarcity.
