[00:00:00.049 --> 00:00:01.230]  More on corruption.
[02:43:19.467 --> 02:43:30.853]  Sure, if you're not a completely unconscious moron, you pull up and there's, it's like watching a guy run out of a bank with a mask on and a bag of money, you know, you pull up and there's feds running around in their, in their full gear right after it happens.
[02:43:31.234 --> 02:43:32.274]  You're like, well, what's going on?
[02:43:32.294 --> 02:43:33.035]  They're like, oh, nothing.
[02:43:33.355 --> 02:43:36.977]  In fact, there were doctors and people there who they would say, patch me up.
[02:43:37.057 --> 02:43:38.858]  I was up on the ninth floor and the doctors are like,
[02:43:39.358 --> 02:43:40.758]  Well, there's nothing wrong with you.
[02:43:40.778 --> 02:43:41.539]  You weren't up there.
[02:43:41.559 --> 02:43:44.900]  And he's like, well, you're going to end up dead if you don't do what I say.
[02:43:44.940 --> 02:43:46.240]  I mean, this death-threatening.
[02:43:46.500 --> 02:43:51.822]  I just can't imagine people just, I'm a fed, and I'm going to death-threat police and everybody else because I'm God.
[02:43:51.842 --> 02:43:53.922]  I mean, it sounds like a bunch of lunatics.
[02:43:55.803 --> 02:44:02.945]  It was interesting, like I said, with Terry, in that when Terry died,
[02:44:04.855 --> 02:44:06.957]  He was not treated as a normal police officer.
[02:44:06.977 --> 02:44:09.078]  There was no autopsy performed.
[02:44:10.179 --> 02:44:19.806]  He, of course, was viewed by a medical examiner and they did complete the death certificate and follow-up reports.
[02:44:21.367 --> 02:44:28.793]  But no autopsy, nothing to describe why the injuries that Terry had suffered.
[02:44:30.856 --> 02:44:33.618]  Where they came from or what type of injuries those were.
[02:44:33.898 --> 02:44:35.799]  But we do have, thanks to Col.
[02:44:35.819 --> 02:44:47.666]  Craig Roberts going from memory, we do have the basic medical examiner's drawings and of course you guys have talked to some of the witnesses and some of the sheriff's department I know from the county over that did show up reportedly.
[02:44:47.706 --> 02:44:51.149]  And to go over this in detail, the feds are like digging dirt up.
[02:44:52.029 --> 02:44:53.870]  Terrence Yiggy's obviously been tortured.
[02:44:54.230 --> 02:44:56.472]  I mean as a police officer, go over what happened to him.
[02:44:57.819 --> 02:45:05.145]  Terry had numerous lacerations on his wrist, across his elbows, on both arms.
[02:45:05.225 --> 02:45:12.031]  He had a long cut that began just underneath his right ear and extended past his Adam's apple.
[02:45:13.332 --> 02:45:16.614]  There was another small hesitation cut on the left side of his throat.
[02:45:20.498 --> 02:45:24.381]  You think that was when they were just threatening him to slit his throat to get the answers of where the stuff was?
[02:45:25.023 --> 02:45:30.946]  Well, I was towed by the district attorney when I went to the grand jury that was due to EMTs trying to save Jerry's life.
[02:45:32.007 --> 02:45:32.107]  Oh.
[02:45:33.468 --> 02:45:40.632]  And of course, he'd been dead... Well, I mean, let's go over... I mean, let's talk about how he died because, I mean, he was telling his partner, I got feds behind me last time he was heard from, right?
[02:45:41.740 --> 02:45:46.203]  Terry was transporting documents and evidence that he had collected.
[02:45:46.544 --> 02:45:47.764]  He called his friend.
[02:45:47.784 --> 02:45:53.468]  The police officer said, let's meet for dinner as soon as I shake these feds who are following me will meet.
[02:45:53.989 --> 02:45:55.189]  Terry went to El Reno.
[02:45:55.269 --> 02:45:56.790]  Terry grew up in El Reno, Oklahoma.
[02:45:56.830 --> 02:46:02.014]  He knew all the back roads and his car is found on federal property.
[02:46:02.134 --> 02:46:03.595]  El Reno has a federal prison.
[02:46:03.975 --> 02:46:09.679]  The reason the federal government was able to come in and take control of the investigation was that his body was found on federal land.
[02:46:09.699 --> 02:46:10.700]  Yeah, so they did that again.
[02:46:10.720 --> 02:46:10.860]  Wow.
[02:46:11.740 --> 02:46:12.241]  Exactly.
[02:46:12.881 --> 02:46:18.326]  And when he had handcuff marks on his wrists, there was mud packed into his wounds.
[02:46:18.766 --> 02:46:31.456]  There was no way he could have drug himself through the mud a mile and a half through creeks and trees while bleeding and then decided to shoot himself at an angle at the top of his head coming out the lower part of his jaw.
[02:46:31.636 --> 02:46:32.597]  Sure, so let me ask this.
[02:46:32.677 --> 02:46:34.079]  Cops, everybody shows up.
[02:46:34.199 --> 02:46:39.906]  I mean, you talk about the county shows up, and they said, yeah, the feds were covering it up, and the police all just stand around and, well, they killed him.
[02:46:39.946 --> 02:46:42.449]  That's, I mean, because all the police we've talked to, yeah, they killed him.
[02:46:43.030 --> 02:46:45.012]  And I guess that's just what, feds are God.
[02:46:45.052 --> 02:46:45.873]  They want to kill cops?
[02:46:45.893 --> 02:46:46.554]  Go ahead, you know.
[02:46:47.250 --> 02:47:07.678]  Well that's what was interesting to me at that point was anytime we had a police officer involved in an automobile accident or anything outside of the city limits, the city still sent investigative officers out to investigate the accident if nothing else to supplement whatever agency did do the investigation.
[02:47:09.118 --> 02:47:15.401]  With Terry, basically our agency just washed their hands of it and turned it completely over to the FBI.
[02:47:18.999 --> 02:47:21.301]  Yeah, whenever a police officer dies in Oklahoma City, there's always an autopsy.
[02:47:21.341 --> 02:47:23.222]  A couple years ago, a police officer died in a car wreck.
[02:47:23.862 --> 02:47:26.264]  Um, and there was no question about why he had died.
[02:47:26.284 --> 02:47:26.924]  He was on duty.
[02:47:27.184 --> 02:47:28.145]  He was responding to a call.
[02:47:28.385 --> 02:47:35.950]  They still performed an autopsy, yet they find a police officer just a couple years before, in a field, cut, uh, bleeding.
[02:47:36.270 --> 02:47:41.574]  A year after, a year after he's the hero of Oklahoma City on the cover of Newsweek and police officer of the year.
[02:47:42.134 --> 02:47:45.636]  Shot in the head, and they do not perform an autopsy.
[02:47:46.077 --> 02:47:48.698]  Once again, it does not hold up to scrutiny at all.
[02:47:48.738 --> 02:47:51.320]  Well, who was this police chief?
[02:47:51.680 --> 02:47:54.542]  I mean, who was either purely wicked or the biggest coward on the planet?
[02:47:57.824 --> 02:48:00.506]  Chief Gonzalez was from the Dallas-Fort Worth area.
[02:48:00.526 --> 02:48:04.268]  He had been on Dallas PD prior to his being hired with Oklahoma City.
[02:48:04.308 --> 02:48:05.229]  He really didn't have
[02:48:06.483 --> 02:48:13.970]  Uh, connections to Oklahoma City, um, and would frequently leave, uh, for extended weekends to go play golf in Dallas.
[02:48:14.411 --> 02:48:19.455]  Um, uh, really never did feel like he was a portion of our department at all.
[02:48:19.495 --> 02:48:21.898]  So he was just a, just a placeholder?
[02:48:22.358 --> 02:48:22.658]  Yes, sir.
[02:48:23.419 --> 02:48:25.962]  He was also a young, uh, patrolman in Dallas on November 22nd, 1963.
[02:48:29.838 --> 02:48:30.359]  Oh, really?
[02:48:31.800 --> 02:48:33.261]  So he's a very trustworthy person?
[02:48:33.982 --> 02:48:37.645]  I don't know if he had any involvement with that, but that is his background.
[02:48:38.486 --> 02:48:39.266]  I like Dan Rather.
[02:48:39.767 --> 02:48:44.791]  Okay, continuing here, there's a lot of other points here that are important.
[02:48:44.811 --> 02:48:49.195]  Can you tell us about the horse patrol being mobilized for crowd control prior to the bombing?
[02:48:50.416 --> 02:48:51.477]  Yes, sir.
[02:48:51.757 --> 02:48:53.819]  Again, that was one of the things that kind of surprised me.
[02:48:53.859 --> 02:48:54.960]  The horse patrol basically
[02:48:57.165 --> 02:49:08.249]  through the week did not patrol any area they maybe once or twice one or two of the officers would settle up and they would go into the stockyards area.
[02:49:09.549 --> 02:49:11.210]  Horses are for special events right?
[02:49:11.250 --> 02:49:11.990]  I mean big crowds.
[02:49:12.010 --> 02:49:12.390]  Yes sir.
[02:49:13.751 --> 02:49:26.535]  Interestingly they had anytime we did work a big event they would have the County Reserve would also come in and supplement the with horses and manpower and they would act out together.
[02:49:27.893 --> 02:49:32.894]  The morning of the bombing, the horse patrol was going downtown in force.
[02:49:35.235 --> 02:49:37.956]  They claim they really don't know why they were going down there.
[02:49:37.976 --> 02:49:39.516]  It wasn't necessary for crowd control.
[02:49:39.536 --> 02:49:42.577]  They were just going down to work the downtown area.
[02:49:43.417 --> 02:49:49.159]  This was about a week before what we were scheduled to have an art festival.
[02:49:50.484 --> 02:49:52.806]  That would mandated that they would have had to be there.
[02:49:52.886 --> 02:49:54.748]  So it was it.
[02:49:54.788 --> 02:49:59.253]  They were they were coming up with some time frame where a lot of overtime was going to be required.
[02:49:59.273 --> 02:50:10.043]  So it's kind of surprising that they would just out of the blue decide to gather and go downtown to do this this quite large work patrol.
[02:50:10.063 --> 02:50:10.784]  There was probably
[02:50:12.056 --> 02:50:15.619]  Somewhere between 8 to 10 riders and horses that were en route.
[02:50:15.900 --> 02:50:18.902]  Was that order to saddle up given before the bombing?
[02:50:19.463 --> 02:50:26.188]  Yes sir, they were actually leaving and would have already been downtown by the time the bomb went off according to one of the supervisors.
[02:50:26.989 --> 02:50:35.496]  Had it not been for one of our officers, it was slow in getting ready and they were just pulling out of the K-9 decoying center when the bomb detonated.
[02:50:36.923 --> 02:50:46.727]  All right, when we come back, I'm going to ask you, what do the rank and file Oklahoma City police think 16, 17 years after this tragedy that's been used to butcher the Bill of Rights and Constitution?
[02:50:46.747 --> 02:50:56.430]  This is another super disgusting thing we have to discuss, but I mean, it's only going to get worse if we don't wake up to false flag terror.
[02:50:56.891 --> 02:51:04.053]  Don Browning, retired Oklahoma City police officer, one of the first on the scene as our guest, along with one of the filmmakers, Holland Vanden Neuwenhoff.
[02:51:04.113 --> 02:51:04.894]  I'm Alex Jones.
[02:51:06.673 --> 02:51:10.215]  Digestive health is the key to wellness and elimination of toxins.
[02:51:10.555 --> 02:51:11.275]  That bears repeating.
[02:51:11.575 --> 02:51:15.117]  Digestive health is the key to wellness and elimination of toxins.
[02:51:15.457 --> 02:51:19.719]  And Pro-EM1 Daily Probiotic Cleanse is the key to digestive health.
[02:51:20.019 --> 02:51:25.482]  Pro-EM1 is a powerful liquid probiotic, strong enough to cleanse, gentle enough to use every day.
[02:51:25.862 --> 02:51:28.083]  Pro-EM1 is dairy, wheat, and soy free.
[02:51:28.343 --> 02:51:30.603]  Contains all natural and certified organic ingredients.
[02:51:30.843 --> 02:51:32.744]  Contains no preservatives or animal products.
[02:51:32.984 --> 02:51:34.944]  Supports a healthy digestive and immune system.
[02:51:35.084 --> 02:51:35.825]  Supports weight loss.
[02:51:36.105 --> 02:51:37.605]  Improves absorption of food nutrients.
[02:51:37.905 --> 02:51:39.305]  Aids in controlling yeast infections.
