[00:00:01.169 --> 00:00:01.309]  I think.
[01:54:14.098 --> 01:54:32.767]  Along with our pal, firearms instructor and gunsmith, Matt Williams, we're Texans and Americans who support and celebrate the Second Amendment, which makes all of us Brothers in Arms.
[01:54:32.927 --> 01:54:36.329]  We're out here at the ranch, shooting guns.
[01:54:38.117 --> 01:54:39.577]  You know, doing what we did growing up.
[01:54:39.778 --> 01:54:41.718]  We brought Matt along, who's our gun expert.
[01:54:42.158 --> 01:54:43.739]  Did you guys bring anything out to shoot today?
[01:54:44.019 --> 01:54:46.420]  I brought my H&K .45.
[01:54:49.461 --> 01:54:52.621]  Also brought my shotgun, as well as my custom lever gun.
[01:54:54.882 --> 01:54:55.943]  I know you brought some guns, too.
[01:54:55.983 --> 01:54:56.683]  What'd you bring?
[01:54:56.823 --> 01:54:59.424]  Yeah, I brought my trusty Desert Eagle .44.
[01:54:59.824 --> 01:55:01.964]  I got the .338 Lapua.
[01:55:02.665 --> 01:55:03.385]  And the AR-15.
[01:55:05.725 --> 01:55:07.547]  Alright boys, ready to go throw out some lead?
[01:55:07.567 --> 01:55:08.027]  All right.
[01:55:09.749 --> 01:55:11.390]  Kicking off the show, we had to go with the staple.
[01:55:11.591 --> 01:55:12.511]  Melons on a stick.
[01:55:12.531 --> 01:55:14.173]  It's very much like a head on a pike.
[01:55:28.547 --> 01:55:30.789]  I just had to take a couple shots myself at the melons.
[01:55:39.905 --> 01:55:42.166]  The .338 Lapua was my most recent purchase.
[01:55:43.747 --> 01:55:45.067]  This is the first chance that I got to shoot it.
[01:55:50.569 --> 01:55:50.849]  Sip it.
[01:55:53.690 --> 01:55:55.791]  Where are you putting your crosshair?
[01:55:55.811 --> 01:55:57.272]  Making a watermelon move.
[01:55:57.792 --> 01:55:59.533]  Yeah, with a shockwave, absolutely.
[01:55:59.633 --> 01:56:00.653]  I think it jumped out of the way.
[01:56:04.795 --> 01:56:08.016]  One thing about this shoot was getting to re-sight in all my weapons.
[01:56:21.477 --> 01:56:27.244]  The interesting thing about the .338 Lapua Magnum is it was the very first cartridge developed for the sniper role.
[01:56:27.764 --> 01:56:33.591]  This thing is so powerful and so fast, it doesn't even see the benefits ballistically until it reaches 500 to 1,000 yards.
[01:56:33.671 --> 01:56:34.211]  It's an amazing round.
[01:56:58.112 --> 01:57:05.058]  Somebody at the last minute had the great idea to bring these hairspray cans out, and we decided to hit them with the tracer rounds, see if they'd do anything.
[01:57:05.238 --> 01:57:12.044]  I didn't really actually think they would catch on the way they did, but we got some pretty cool explosions out of them.
[01:57:12.284 --> 01:57:16.828]  The AR-15 was about two inches off, and had to use a little Kentucky windage.
[01:57:24.611 --> 01:57:29.881]  I was just amazed that the bullets, even though traveling that fast, the tracer rounds were still able to ignite the propellant.
[01:57:32.105 --> 01:57:33.728]  Actually, you can feel some heat coming off of those, too.
[01:57:39.512 --> 01:57:43.835]  I think one thing that we can agree on is that you shouldn't make bad decisions with a firearm.
[01:57:43.955 --> 01:57:44.175]  No.
[01:57:44.356 --> 01:58:00.987]  You know, and so that's why I think that the training comes in handy, practice, coming out to, you know, and honestly, I mean, how can you have more fun than coming outside and, you know, being on a beautiful ranch and just grabbing a bunch of guns and shooting melons and barrels and, I mean, I think we're going to... Propane tanks.
[01:58:01.007 --> 01:58:01.748]  Propane tanks.
[01:58:02.068 --> 01:58:03.069]  You know, we're going to think a lot of things.
[01:58:03.089 --> 01:58:03.369]  Safety first.
[01:58:03.389 --> 01:58:04.390]  I'll have to do that tonight.
[01:58:07.298 --> 01:58:10.541]  This is a .45 caliber RBCD round out of San Antonio.
[01:58:10.601 --> 01:58:11.702]  It's a fragmentation round.
[01:58:11.722 --> 01:58:14.205]  We're shooting it into clay here to show its dramatic effect.
[01:58:21.221 --> 01:58:38.134]  Fragmentation is really designed to destabilize on impact, and what it does, although it doesn't penetrate on a nominal level, which is usually about 11 to 12 inches in a body cavity, it does explode rapidly, and it creates such a dramatic wound channel.
[01:58:38.154 --> 01:58:41.417]  Well, it's not even a wound channel, really, it just splits your target in half.
[01:58:42.177 --> 01:58:45.140]  So, even if it doesn't kill them immediately, they'll die of shock.
[01:58:50.834 --> 01:58:55.176]  Now we're going to look at what the 338 Lapua Magnum is going to do to this clay block.
[01:59:04.101 --> 01:59:08.203]  There's really not much difference between the 338 Lapua Magnum round and the 45.
[01:59:08.303 --> 01:59:12.165]  One cuts it in half, and the other one splatters it everywhere.
[01:59:12.526 --> 01:59:15.487]  At the end of the day, I don't think anyone's riding home to mom after this one.
[01:59:18.905 --> 01:59:22.694]  The 45-70 is a much slower round than the .338 Lapua.
[01:59:23.215 --> 01:59:28.347]  Probably half the speed, but it's a much wider diameter bullet offering destructive power at closer ranges.
[01:59:29.284 --> 01:59:37.832]  So if a situation's going on in your house, and you don't have time to get out and practice in the field a lot, or your wife doesn't, do you think the shotgun is a little better to use?
[01:59:37.972 --> 01:59:40.575]  I think with the right basic instruction, absolutely.
[01:59:40.835 --> 01:59:44.098]  Do you think birdshot would be a good round for home defense?
[01:59:44.158 --> 01:59:46.000]  I think birdshot's actually pretty sufficient.
[01:59:46.040 --> 01:59:48.743]  You know, number six load, all the way up to trap load.
[01:59:48.783 --> 01:59:52.607]  So you don't have to worry about actually shooting through the wall and going into your kid's room?
[01:59:52.647 --> 01:59:52.827]  Right.
[01:59:52.927 --> 01:59:59.610]  Why don't we do a demonstration to show the differences between a handgun and a shotgun as far as accuracy and penetration.
[02:00:00.010 --> 02:00:05.012]  Yeah, the shotgun, when he hits the melons behind us, they're going to pretty much liquefy.
[02:00:05.752 --> 02:00:09.073]  Let's do a little test, see how the shotgun stacks up against the .44.
[02:00:09.113 --> 02:00:10.094]  Let's do it.
[02:00:10.274 --> 02:00:10.914]  Pick your poison.
[02:00:11.854 --> 02:00:12.555]  I'll take them both.
[02:00:12.715 --> 02:00:13.295]  Alright, here we go.
[02:00:13.315 --> 02:00:17.297]  Yeah, I'll go first.
[02:00:39.448 --> 02:00:41.010]  Man, the melons are just vaporizing.
[02:00:41.030 --> 02:00:41.811]  I think I like mine.
[02:00:42.112 --> 02:00:43.353]  Imagine what that would do to an intruder.
[02:00:48.357 --> 02:00:51.918]  No, and for hitting that melon, it didn't hit any of the rest of the... I mean, it's pretty accurate.
[02:00:51.938 --> 02:00:52.838]  It's a backboard barrel.
[02:00:53.238 --> 02:00:53.618]  I gotcha.
[02:00:53.958 --> 02:00:56.819]  It tightens the pattern, so it's half the scatter.
[02:00:57.279 --> 02:00:59.119]  You could actually do surgery at 50 yards.
[02:00:59.199 --> 02:01:08.801]  And also, even though we hit the melon, it probably went on and would have gone through a couple of walls and... What if I step back 10 steps and shoot a melon?
[02:01:09.081 --> 02:01:09.521]  There you go.
[02:01:16.143 --> 02:01:16.963]  Sort of like shooting a pool.
[02:01:18.208 --> 02:01:18.948]  Curving around the 8.
[02:01:18.988 --> 02:01:20.049]  There you go!
[02:01:29.232 --> 02:01:33.293]  Within 50 yards, there's not a weapon on the planet outside of miniguns that'll match a 12 gauge.
[02:01:33.333 --> 02:01:35.994]  And I understand this is a little more bulky to get around.
[02:01:36.354 --> 02:01:40.995]  I just think if I have to shoot and I feel like my life's in jeopardy, I would have more confidence.
[02:01:41.215 --> 02:01:41.896]  Full force, man.
[02:01:42.176 --> 02:01:42.696]  Absolutely.
[02:01:42.816 --> 02:01:43.276]  Absolutely.
[02:01:43.689 --> 02:01:55.935]  Also what we see in the 55-gallon steel drum is the difference between a full 30-round magazine fired into a 55-gallon drum versus one shot out of a 12-gauge with double-odd buck.
[02:01:56.635 --> 02:01:59.677]  Within 50 yards, the 12-gauge double-odd buck has no rival.
[02:02:10.669 --> 02:02:14.293]  And from our own grassy knoll, right here in Texas, we shot up this barrel.
[02:02:14.734 --> 02:02:17.637]  Would you believe, just like Kennedy's car, only two bullets did this?
[02:02:18.157 --> 02:02:18.998]  Yes, they're magic.
[02:02:20.140 --> 02:02:22.682]  Next, the propane tank goes sky high.
[02:02:23.183 --> 02:02:25.686]  And then, tracers light up the evening sky.
[02:02:26.206 --> 02:02:28.289]  All this and more on Brothers in Arms.
[02:02:30.896 --> 02:02:36.199]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[02:02:36.439 --> 02:02:38.661]  Start purifying your water with ProPure.
[02:02:38.861 --> 02:02:44.424]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure.
[02:02:44.624 --> 02:02:47.866]  And it's available discounted at InfoWars.com.
[02:02:48.026 --> 02:02:51.248]  Its filters are silver impregnated to prevent bacterial growth.
[02:02:51.509 --> 02:02:52.949]  There's no priming required.
[02:02:53.210 --> 02:02:55.251]  It's NSF-42 certified.
[02:02:55.491 --> 02:02:57.992]  Optional fluoride filters can reduce fluoride up to 95%.
[02:02:59.073 --> 02:03:00.414]  Easy to set up and use.
[02:03:00.614 --> 02:03:01.915]  Doesn't require electricity.
[02:03:02.036 --> 02:03:04.918]  Purify water from lakes, streams, ponds, and wells.
[02:03:05.238 --> 02:03:08.421]  This filter system leaves in beneficial minerals, which is key.
[02:03:08.641 --> 02:03:10.423]  Save money by not buying bottled water.
[02:03:10.543 --> 02:03:12.644]  And avoid BPA that leaches from the plastic.
[02:03:12.805 --> 02:03:15.427]  ProPure is the best gravity-fed filter out there.
[02:03:15.567 --> 02:03:16.868]  It's what my family uses.
[02:03:17.148 --> 02:03:20.371]  Infowars.com already has the lowest price on ProPure.
[02:03:20.471 --> 02:03:26.176]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[02:03:26.356 --> 02:03:27.517]  You can also call to order.
[02:03:28.358 --> 02:03:32.281]  We lined up about eight Aquanet hairspray cans and we fired through all of them.
[02:03:32.301 --> 02:03:33.742]  Perfect shot, but they didn't ignite.
[02:03:56.834 --> 02:04:01.797]  Tommy's barrel didn't have the preferred rifling, so not all of the tracer bullets were igniting.
[02:04:06.800 --> 02:04:10.582]  But that was okay, we just used some Boy Scout ingenuity to get a fire going.
[02:05:11.075 --> 02:05:12.136]  And now the propane.
[02:05:13.197 --> 02:05:16.760]  We decided to put the fully loaded propane tank inside the barrel.
[02:05:18.102 --> 02:05:20.264]  Notice the fire extinguisher there by the barrel.
[02:05:20.284 --> 02:05:21.365]  Now that was not an accident.
[02:05:22.105 --> 02:05:26.970]  We put it there as the first remote detonated fire suppression unit.
[02:05:51.497 --> 02:05:53.118]  First, let's look at this in slow-mo.
[02:06:06.885 --> 02:06:07.945]  This has got to be a first.
[02:06:08.266 --> 02:06:14.269]  Tommy actually shot the fire extinguisher seconds after shooting the propane tank, and basically extinguished the fire.
[02:06:14.629 --> 02:06:16.790]  And all of it was pre-planned, and it worked!
[02:06:39.639 --> 02:06:42.940]  I've always thought there's something magic about tracers in the evening sky.
[02:06:43.560 --> 02:06:45.581]  It's like something out of a science fiction movie.
[02:06:46.021 --> 02:06:48.982]  But seeing it in high def, now that's something.
[02:07:00.973 --> 02:07:03.794]  Well, that's it for this first installment of Brothers in Arms.
[02:07:04.494 --> 02:07:08.016]  But coming up, our next episode is literally going to blow this one away.
[02:07:08.036 --> 02:07:10.057]  It's coming soon to the Info Ward.
[02:07:10.097 --> 02:07:11.818]  You can see it at PrisonPlanet.tv.
[02:07:28.823 --> 02:07:38.211]  Now, all the other hundreds of gun shows on YouTube and the web don't have to do disclaimers, but because we get white glove inspected, obviously don't do this at home.
[02:07:38.231 --> 02:07:43.416]  If you're going to buy a firearm, go out and get some basic training so you know how to use it and have it
[02:07:43.956 --> 02:07:44.036]  Yes.
[02:08:07.489 --> 02:08:10.252]  Accustomed to using it, and it's like a duck to water.
[02:08:10.732 --> 02:08:15.657]  Women are incredibly good with guns, in many cases better than men, but they culturally don't get into it.
[02:08:16.297 --> 02:08:19.961]  It's very exciting, and your car is about a hundred times more dangerous than a gun.
[02:08:20.521 --> 02:08:28.008]  So, if you are getting into the Second Amendment and self-defense and getting out of the victimhood mentality, I suggest you go take a local firearms class.
[02:08:28.549 --> 02:08:31.151]  Get a shotgun for your home, a revolver to start off with.
[02:08:32.192 --> 02:08:35.034]  And a concealed carry is great as well, so the system won't harass you.
