[00:00:00.029 --> 00:00:00.549]  Alex Jones!
[02:46:02.927 --> 02:46:05.748]  Obviously, your comments yesterday about secession were not in a vacuum.
[02:46:05.848 --> 02:46:11.629]  It's, oh, it's Georgia, so it's the Deep South, it's racist, it's conspiracy kooks, it's Alex Jones talk.
[02:46:11.930 --> 02:46:16.291]  And they're mad because they invited the whole Republican caucus, and a lot of them actually went.
[02:46:17.972 --> 02:46:18.712]  No, no, no.
[02:46:18.752 --> 02:46:19.933]  Because they've got their U.N.
[02:46:19.973 --> 02:46:20.593]  paid operatives.
[02:46:20.653 --> 02:46:25.996]  We can go in and show them the article with all the video links in a 20-minute meeting with one of these guys.
[02:46:26.276 --> 02:46:27.937]  Here's Herman Von Ruppe, head of the EU.
[02:46:27.997 --> 02:46:29.058]  Here's the head of the ECB.
[02:46:29.298 --> 02:46:30.418]  They say they've conquered us.
[02:46:30.598 --> 02:46:31.819]  Here they are on CNBC.
[02:46:31.879 --> 02:46:32.700]  Here's the documents.
[02:46:32.940 --> 02:46:33.720]  Here's the plan.
[02:46:34.200 --> 02:46:34.901]  And you win!
[02:46:35.001 --> 02:46:35.861]  Because it's over!
[02:46:36.041 --> 02:46:36.582]  It's over!
[02:46:37.162 --> 02:46:38.883]  Well, they've ruined themselves.
[02:46:38.923 --> 02:46:45.109]  They're doing that Media Matters plan where they say, oh, it's associated with Alex Jones, it's kooky, it's conspiracy, it ain't gonna work.
[02:46:45.189 --> 02:46:46.710]  People are finding out about this issue.
[02:46:47.070 --> 02:46:50.393]  It's in the Marietta Daily Journal, that's a local Georgia paper.
[02:46:50.773 --> 02:46:53.155]  It's in the Atlanta TV station Eleven.
[02:46:53.175 --> 02:46:58.800]  This is why we're gonna beat them, because they still think they control reality with their fraud, like Karl Rove said.
[02:46:59.180 --> 02:46:59.800]  Not anymore.
[02:47:00.141 --> 02:47:03.864]  Everyone hates them so much that the minute they demonize us, they all come right to us.
[02:47:04.144 --> 02:47:05.125]  Yeah, it's not going to work.
[02:47:05.185 --> 02:47:12.429]  You've got the Atlanta news station saying global control theorists meet with Georgia GOP leaders and... Global control theorists!
[02:47:12.589 --> 02:47:15.571]  You notice these insiders were telling Ron Paul don't talk about New World Order?
[02:47:15.791 --> 02:47:16.932]  He just kicked all them out.
[02:47:17.172 --> 02:47:19.774]  And now he goes and gives his speech and says world governments conquered us.
[02:47:20.054 --> 02:47:22.397]  He said world government has taken over America.
[02:47:22.798 --> 02:47:23.919]  That is the end.
[02:47:24.220 --> 02:47:25.762]  That is cyanide to these people.
[02:47:25.782 --> 02:47:27.104]  That's what they show in the news piece.
[02:47:27.124 --> 02:47:32.330]  They show world government control and then they say if you like environmentalism you might be part of the problem.
[02:47:32.351 --> 02:47:36.136]  That's according to these Tea Party activists and the GOP in Georgia.
[02:47:36.576 --> 02:47:38.697]  And they make a big, like, make-it-fun-of-em conspiracy theory.
[02:47:38.717 --> 02:47:41.618]  Let's get Kauffman's quick take on this and then we'll continue with this stack of articles.
[02:47:41.938 --> 02:47:43.659]  But, Doc, it isn't working anymore.
[02:47:43.999 --> 02:47:54.324]  I mean, I mean, real environmentalists know that this is just taking control of their movement for eugenics, uh, and trying to tax carbon dioxide that plants breathe instead of doing real environmentalism.
[02:47:54.944 --> 02:48:00.086]  I think the majority of people, maybe a small majority at this point, are beginning to start to see through it.
[02:48:00.806 --> 02:48:04.367]  And basically, it goes back and again to the 1800s.
[02:48:04.727 --> 02:48:07.548]  The only way they can win is by demonizing their opposition.
[02:48:07.608 --> 02:48:11.530]  This has been done decade after decade after decade and now...
[02:48:12.210 --> 02:48:19.932]  Because of the internet and because of programs like yours and so forth is being exposed and people are saying, wait a minute, you know, I think Benghazi is a classic example.
[02:48:19.972 --> 02:48:31.214]  Anybody who watches Fox News, and I'm not a real strong supporter of Fox News, but at least they're trying to cover the issue, realizes that the whole thing was a cover-up right from the beginning.
[02:48:31.294 --> 02:48:37.376]  Obama stood down while that guy got killed over seven hours and they had a CIA base down the street full of troops.
[02:48:37.836 --> 02:48:39.236]  Why didn't they killed him?
[02:48:39.776 --> 02:48:42.638]  They were running that Al Qaeda group, that was the head of security.
[02:48:43.339 --> 02:48:52.306]  It's clear, Obama, and I've talked to top military, off record, I've talked to Colonel Schaefer on air, and he can go off air, he's like, no, that's what's going on, well I'm not going to get into it.
[02:48:52.526 --> 02:48:55.309]  The point is, it's an Obama hit on that guy.
[02:48:55.969 --> 02:48:59.752]  Yeah, it's really, and same with Petraeus and so forth.
[02:49:00.292 --> 02:49:08.059]  Now, Petraeus did what he did, and deserves what he got, but nonetheless... No, no, no, he was mad about the stand down, and that's why they've relieved five generals now.
[02:49:08.719 --> 02:49:08.939]  Right.
[02:49:09.080 --> 02:49:10.401]  I totally agree.
[02:49:10.681 --> 02:49:11.702]  It's all political.
[02:49:11.762 --> 02:49:12.563]  It's all vindictive.
[02:49:12.883 --> 02:49:16.787]  There hasn't been a single decision by this administration that wasn't political in its nature.
[02:49:16.887 --> 02:49:18.208]  Not a single one.
[02:49:18.928 --> 02:49:22.211]  Not any that would help or benefit... We're going to finish up with that in a moment.
[02:49:22.251 --> 02:49:23.493]  Finish up with your articles, Aaron.
[02:49:23.513 --> 02:49:26.035]  We're going to go to break, but show folks some of the other articles you've got here.
[02:49:26.135 --> 02:49:27.296]  Yeah, I mean, it's just interesting.
[02:49:27.316 --> 02:49:36.801]  They've got stuff we talked about in our InfoWars reports on Agenda 21 on the Delphi technique, how they use that to sell you on your own enslavement, and it is all about control.
[02:49:36.881 --> 02:49:40.423]  And Mother Jones and others are admitting they're using it to brainwash us.
[02:49:40.443 --> 02:49:41.183]  Look at this headline.
[02:49:41.243 --> 02:49:50.408]  It says, Top Georgia GOP lawmakers host briefing on secret Obama mind control plot, and they've got the mind control graphic, and yet it all... But we've been to the meetings.
[02:49:50.448 --> 02:49:51.469]  They admit they're using it.
[02:49:51.869 --> 02:49:58.051]  Oh yeah, and when we went to the meetings, the little minders let us know they've been watching our videos and they've been reading up on our points too.
[02:49:58.411 --> 02:50:09.575]  They've got secession and conspiracy theories about mind control and domestic watch lists, and they're trying to tie together Florida and Georgia secession with the Agenda 21 thing, acting again like it's... No, no, no!
[02:50:09.635 --> 02:50:13.537]  If you don't want the UN coming in and taking over, you're a secessionist!
[02:50:13.577 --> 02:50:20.079]  No, they're acting like it's a Civil War thing when all 50 states are saying, let's get out of this federal, you know, all this stuff... No, no, that's how they show liberals.
[02:50:20.359 --> 02:50:24.901]  You don't want to be a stupid toothless white person from the South, a scum.
[02:50:24.921 --> 02:50:27.622]  I mean, I love how on TV they attack people from the South.
[02:50:28.162 --> 02:50:31.323]  I mean, it's absolutely bigoted and I'm sick of it.
[02:50:31.343 --> 02:50:33.284]  Dr. Michael Kaufman is our guest.
[02:50:33.324 --> 02:50:34.164]  Final segment with him.
[02:50:34.184 --> 02:50:35.244]  Some phone calls coming up.
[02:50:35.584 --> 02:50:39.946]  Aaron, do a report on this because headline, they're going to damage panic.
[02:50:40.126 --> 02:50:42.989]  Have you ever wanted to generate your own supply of electrical power?
[02:50:43.250 --> 02:50:44.912]  Even save money on your electric bill?
[02:50:45.212 --> 02:50:48.496]  If so, this could be one of the most important messages you will ever hear.
[02:50:48.816 --> 02:50:50.878]  Solar power generators are now available.
[02:50:51.018 --> 02:50:54.983]  These emergency backup systems provide life-saving electrical power, unlike gas.
[02:50:55.063 --> 02:51:00.410]  With gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[02:51:00.651 --> 02:51:04.016]  It's like having an electrical power plant running quietly in your own home.
[02:51:04.336 --> 02:51:12.107]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling, whether it's hurricanes, ice storms, brownouts, or blackouts.
[02:51:12.287 --> 02:51:14.748]  You'll never suffer through painful power outages again.
[02:51:14.968 --> 02:51:16.008]  And here's the best news.
[02:51:16.228 --> 02:51:19.170]  A remarkable fall truckload sale is going on right now.
[02:51:19.390 --> 02:51:23.151]  It gets you $1,700 in bonuses when you buy a solar generator.
[02:51:23.271 --> 02:51:30.934]  To find out why these solar generators are the best generators and get $1,700 in bonuses for doing so, go to falltruckloadsale.com.
[02:51:31.074 --> 02:51:32.915]  That's falltruckloadsale.com.
[02:51:33.135 --> 02:51:35.175]  Generate your own supply of electricity.
[02:51:35.295 --> 02:51:37.216]  Go to falltruckloadsale.com.
[02:51:37.336 --> 02:51:39.097]  That's falltruckloadsale.com.
[02:51:40.652 --> 02:51:44.036]  In more ways than one, it's gonna be a November to remember!
[02:51:45.037 --> 02:51:51.864]  Going on now, and just in time for the holidays, Emergency Essentials offers a huge Mountain House sale only at BePrepared.com!
[02:51:52.044 --> 02:51:54.347]  All Mountain House cans are 20-32% off!
[02:51:54.467 --> 02:51:57.430]  For example, a can of Mountain House Chili Mac, regularly $25.49, is now only $17.24!
[02:51:57.470 --> 02:51:58.691]  Scrambled eggs with bacon, usually $31.89,
[02:52:02.455 --> 02:52:02.875]  Now only $21.56!
[02:52:04.416 --> 02:52:06.976]  And save 26% on a 3-Day Emergency Kit!
[02:52:07.056 --> 02:52:11.378]  Or save $123 on a 1-Month Supply of Freeze-Dried and Dehydrated Foods!
[02:52:11.478 --> 02:52:12.178]  Gift Shoppers!
[02:52:12.338 --> 02:52:15.239]  Check out the Katadyn Varia Water Filter at 26% off!
[02:52:15.379 --> 02:52:20.040]  Or get special pricing on the Gerber Suspension Multi-Tool and the Volcano Stove Collapsible Cooking Combo!
[02:52:20.100 --> 02:52:27.242]  For details, call 800-999-1863 to experience exceptional customer service and Emergency Essentials Low Price Guarantee!
[02:52:27.362 --> 02:52:27.882]  But hurry!
[02:52:28.022 --> 02:52:30.123]  The November to Remember Sale ends November 30th!
[02:52:30.663 --> 02:52:31.284]  That's 800-999-1863.
[02:52:32.765 --> 02:52:34.206]  The choice is clear.
[02:52:34.406 --> 02:52:36.809]  Be unprepared or beprepared.com.
[02:52:39.191 --> 02:52:43.315]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[02:52:43.975 --> 02:52:46.117]  I want you to know some very important information.
[02:52:46.838 --> 02:52:55.326]  In 1985, President Ronald Reagan requested that carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[02:52:55.954 --> 02:53:00.895]  Now, 27 years later, carnivore capsules are used around the world to keep people healthy.
[02:53:01.515 --> 02:53:12.477]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[02:53:12.877 --> 02:53:19.879]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[02:53:20.559 --> 02:53:24.823]  Call 1-866-VENUSFLY or order from carnivora.com.
[02:53:24.863 --> 02:53:28.025]  That's C-A-R-N-I-V-O-R-A dot com.
[02:53:28.466 --> 02:53:35.412]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
