[00:00:00.129 --> 00:00:07.975]  So... Big Brother.
[02:49:39.152 --> 02:49:42.095]  That is so symbolic of the idiocy.
[02:49:42.575 --> 02:49:52.726]  And, you know, people always, you know, they went after me for having condemned FEMA for so long and voting against it in spite of the fact that I took care of a coastal district.
[02:49:53.626 --> 02:50:03.312]  I won that argument over with my constituents because I did more to help them get around the bureaucracy and get through the bureaucracy.
[02:50:03.352 --> 02:50:09.756]  When the police or the feds wouldn't allow them to go in and get their property, we would go to bat for them.
[02:50:09.816 --> 02:50:14.860]  The people themselves are a little bit further ahead than the politicians and the media people think they are.
[02:50:15.794 --> 02:50:16.455]  Absolutely.
[02:50:16.795 --> 02:50:19.777]  Congressman, moving quickly now in the last ten minutes we have left with you.
[02:50:21.298 --> 02:50:24.500]  What do you expect Obama to do now that he's got four more years?
[02:50:24.621 --> 02:50:28.904]  In his victory speech, he talked about how we're a collective, we're not individuals.
[02:50:29.504 --> 02:50:32.006]  Very creepy kind of you-didn't-build-it statements again.
[02:50:32.766 --> 02:50:37.430]  He's got constituents literally that just beg incoherently for their free Obama phones.
[02:50:37.750 --> 02:50:40.792]  I'm not trying to be mean, it's just very, very sad what dependency does to people.
[02:50:41.873 --> 02:50:42.333]  And now,
[02:50:43.234 --> 02:50:46.496]  They are just racing ahead saying, you end gun treaty.
[02:50:46.756 --> 02:50:51.440]  And now Dianne Feinstein, it's on record, says she physically wants California style.
[02:50:51.680 --> 02:50:53.621]  Not just a ban on sale of semi-autos.
[02:50:53.861 --> 02:50:55.202]  They want you to turn them in.
[02:50:55.602 --> 02:50:57.644]  I mean, that could cause a civil war, Congressman.
[02:50:57.844 --> 02:50:59.405]  People are not turning their guns in.
[02:51:01.326 --> 02:51:02.006]  That's right.
[02:51:02.247 --> 02:51:05.929]  And, you know, politically, they generally back off on that.
[02:51:05.949 --> 02:51:08.691]  You know, in the last several presidential elections, even this one,
[02:51:10.040 --> 02:51:12.742]  Obama didn't campaign on stricter gun control.
[02:51:12.762 --> 02:51:22.270]  That doesn't mean he won't work for them, but he knows politically it's not popular, and I think those are the, you know, drawing the lines in the sand.
[02:51:22.650 --> 02:51:28.375]  If they knock on the door, they want your gold and want your gun, I don't think people are going to give them up.
[02:51:29.015 --> 02:51:32.859]  But that doesn't put them out of business to harass us.
[02:51:33.119 --> 02:51:41.206]  They're going to maybe put more limits on buying ammunition, you know, more taxes on it.
[02:51:41.266 --> 02:51:48.812]  They're going to make it more difficult for you to sell your gold or use your gold and maybe have 50, 70% tax on your gold.
[02:51:49.673 --> 02:51:56.899]  And they will do this, but that'll just drive the underground economy, you know, to a much greater height.
[02:51:57.619 --> 02:52:00.281]  But they will continue to do that.
[02:52:00.301 --> 02:52:02.682]  I don't know how this treaty will pan out.
[02:52:02.842 --> 02:52:08.106]  I keep always wanting to be a bit optimistic and say, they can't possibly do that.
[02:52:08.346 --> 02:52:10.807]  That's going against the grain.
[02:52:10.827 --> 02:52:17.291]  So once again, it's going to be up to us to reach people and not reach in our hardcore friends.
[02:52:17.671 --> 02:52:25.136]  I mean, that's why we have to reach out to a new audience as well and say that they have to join us in these efforts.
[02:52:25.716 --> 02:52:37.186]  And I'm hopeful for that because we do have the Internet, you know, and I know they're trying to attack us there, but we're still able to get more information.
[02:52:37.206 --> 02:52:46.014]  Right now, we're riding high on our Internet abilities compared to the three major TV networks.
[02:52:46.174 --> 02:52:46.774]  Absolutely.
[02:52:46.794 --> 02:52:53.400]  Are you concerned about the Internet kill switch, cybersecurity, and all these calls to reinstate the Fairness Doctrine for talk radio?
[02:52:54.053 --> 02:53:06.604]  Yeah, I am concerned, but I also hope that technology is so big and so broad that, you know, the private market is able to overcome any obstacle.
[02:53:06.964 --> 02:53:09.926]  And I don't understand exactly how all that works.
[02:53:09.966 --> 02:53:11.087]  Sure.
[02:53:11.187 --> 02:53:15.971]  I hope I'm not naive to think that people can, you know, develop their own protection.
[02:53:16.292 --> 02:53:21.656]  But ultimately, the only thing that counts, whether it's guns, or gold, or the Internet, or war, is to
[02:53:22.557 --> 02:53:22.798]  Sure.
[02:53:28.376 --> 02:53:33.921]  Sure, expanding on that in the limited time we have left, going to move quick now, Congressman, because I want to get to several other points here.
[02:53:34.602 --> 02:53:41.048]  I'm very glad to see that you've taken back over Campaign for Liberty now that you're not running for president and about to finish up there with Congress.
[02:53:41.288 --> 02:53:42.669]  So congratulations on that.
[02:53:42.709 --> 02:53:49.435]  Very exciting to see you in there, because I know you know like nobody else can drive it right with all the grassroots.
[02:53:49.916 --> 02:53:54.080]  What do you make of the Republicans and this new spin that Republicans need to get
[02:53:54.680 --> 02:53:56.020]  I don't think so.
[02:54:14.181 --> 02:54:21.466]  Yeah, it's just diversion, because from where we are in this country today, and when we look at our political system, we only have one party.
[02:54:21.486 --> 02:54:22.547]  So we're already there.
[02:54:22.987 --> 02:54:25.588]  It's just tone and rhetoric is slightly different.
[02:54:25.849 --> 02:54:27.950]  But yeah, they may move a little bit in that direction.
[02:54:27.990 --> 02:54:31.452]  And what they say has nothing much to do with what they do.
[02:54:31.472 --> 02:54:36.696]  And that's why, you know, we have to watch what they do and where they go.
[02:54:38.017 --> 02:54:41.479]  But going in that direction, of course, would be the obviously wrong thing.
[02:54:41.859 --> 02:54:50.465]  And I think it's becoming more clear, because we don't know the exact numbers of support that we had in the campaign, but it's bigger than they gave us credit for.
[02:54:51.006 --> 02:54:55.209]  And I keep thinking of those 12 million that refused to vote.
[02:54:55.269 --> 02:54:58.451]  Some of them, a large number of those are sympathetic to us.
[02:54:59.632 --> 02:55:05.076]  So therefore, you know, our numbers outside are significant.
[02:55:05.396 --> 02:55:05.776]  Sure.
[02:55:20.370 --> 02:55:21.031]  Absolutely.
[02:55:21.171 --> 02:55:23.333]  They can only steal from one group to give it to the other.
[02:55:23.993 --> 02:55:27.276]  And as it gets clearer and clearer that big government doesn't work, it'll finally implode.
[02:55:27.296 --> 02:55:29.818]  That's why we've just got to keep working, keep getting the word out.
[02:55:30.499 --> 02:55:37.965]  Congressman, is it time for people to apologize to you and myself and others for talking about the Bilderberg Group and the Davos New World Order crowd?
[02:55:38.245 --> 02:55:44.831]  Because now in the Financial Times of London, Reuters, AP, they say there is a global government, technocrats, mega bankers,
[02:55:45.211 --> 02:55:50.577]  They're going to run the countries, they're going to appoint the leaders, they're going to get us at a fiscal cliff, hold us hostage.
[02:55:50.597 --> 02:55:56.163]  I want to play you a brief clip here from the Kudlow Report where they announced we're slaves to international bankers.
[02:55:56.423 --> 02:55:57.945]  Here's that clip, Congressman Paul.
[02:55:58.986 --> 02:56:00.908]  Mostly what they do is hold summits.
[02:56:01.748 --> 02:56:06.291]  I think that right now the question is, do we all work for central bankers?
[02:56:06.331 --> 02:56:08.553]  That's what I want to address to our guest tonight.
[02:56:09.113 --> 02:56:11.154]  Is this global governance at last?
[02:56:11.254 --> 02:56:13.696]  Is it one world, the central bankers in charge?
[02:56:13.756 --> 02:56:18.619]  Jim Iorio, you say we've got some downside here, a correction in the markets.
[02:56:18.719 --> 02:56:19.079]  Fine.
[02:56:19.399 --> 02:56:22.902]  But aren't we all just living and dying for what the central banks do?
[02:56:23.002 --> 02:56:26.384]  Aren't we all just counting on the fact that there's a Bernanke putt
[02:56:27.124 --> 02:56:35.914]  And then all four guests agree we're under world government.
[02:56:35.954 --> 02:56:40.779]  They're bragging we're under world government, but then I hear we're not supposed to talk about it, Congressman.
[02:56:41.139 --> 02:56:43.362]  Isn't this our strength and not our weakness?
[02:56:43.582 --> 02:56:44.923]  That we've been right about this?
[02:56:45.244 --> 02:56:47.967]  Instead now we're being told we should not talk about this?
[02:56:49.244 --> 02:56:51.286]  Well, obviously we should talk about it.
[02:56:51.306 --> 02:56:54.249]  The fact that they don't want us to means that we really have to talk about it.
[02:56:54.689 --> 02:57:06.060]  I've written a speech that hopefully I get enough time to give on the House floor, a farewell speech, and I listed five major problems that we face, and one of those five is international government.
[02:57:06.200 --> 02:57:10.144]  You know, the fact that it's the UN, WTO, IMF, and
[02:57:10.684 --> 02:57:17.151]  And the World Bank taking over, deciding when we go to war and how to deal with trade.
[02:57:17.571 --> 02:57:18.332]  The whole works.
[02:57:18.692 --> 02:57:25.699]  So I would say giving up our national sovereignty is bad enough that we've given up individual and state sovereignty to our federal government.
[02:57:26.019 --> 02:57:29.701]  But I see the giving up of our national sovereignty to internationalism.
[02:57:30.241 --> 02:57:33.543]  And they claim, well, they need the WTO to have free trade.
[02:57:33.803 --> 02:57:38.406]  They need the WTO to protect the powerful trading special interests, the internationalists.
[02:57:38.426 --> 02:57:40.907]  So, yes, that is a big issue.
[02:57:41.207 --> 02:57:48.111]  But don't hold your breath on getting your apology, because I don't think Chris Matthews is going to call you or Rush Limbaugh is going to call you in the next week or two.
[02:57:48.491 --> 02:57:49.111]  Absolutely.
[02:57:49.151 --> 02:57:50.952]  Well, we've only got a minute and a half left.
[02:57:51.012 --> 02:57:52.873]  Congressman, I hope you can come back again soon.
[02:57:52.893 --> 02:57:55.654]  I don't want to kill you, literally, and making you work so hard.
[02:57:55.674 --> 02:57:58.595]  But thank you so much for coming on the broadcast.
[02:57:58.755 --> 02:58:02.076]  In closing, we just want to thank you for all you've done.
[02:58:02.096 --> 02:58:12.940]  And can you talk about also the vindication that they now admit all over the news, LA Times, you name it, that al-Qaeda was put in by the UN and NATO and our government in Libya, now in Syria.
