[00:00:06.038 --> 00:00:07.880]  Ladies and gentlemen,
[02:44:06.568 --> 02:44:12.632]  But don't worry, they're going to keep us safe now with more highway checkpoints and pat-downs at movie theaters and shopping malls.
[02:44:13.252 --> 02:44:16.955]  All of this is coming, and ladies and gentlemen, you cannot
[02:44:17.775 --> 02:44:19.436]  Uh, you know, have pat-downs for evil.
[02:44:19.476 --> 02:44:21.196]  There is always going to be evil out there.
[02:44:21.556 --> 02:44:22.737]  The answer is guns.
[02:44:22.797 --> 02:44:25.458]  I want to show people a brief clip they're watching on TV.
[02:44:25.958 --> 02:44:27.559]  If not, just go to Infowars.com.
[02:44:27.859 --> 02:44:32.120]  And there's an article there from Natural News by our own Mike Adams.
[02:44:32.921 --> 02:44:39.043]  And he shows, of course, that video from earlier last week of the old man in the internet cafe
[02:44:40.323 --> 02:44:52.990]  And they don't want people thinking like this and understanding that the answer to people coming at you with guns is that you have a gun.
[02:44:53.010 --> 02:44:56.352]  And here he is when two thugs come in with their mask on.
[02:44:56.952 --> 02:44:58.613]  He comes in and is able to stop them.
[02:44:58.653 --> 02:44:59.874]  Let's go ahead and roll that video.
[02:45:04.196 --> 02:45:08.399]  And then we can, after that, we can also direct people.
[02:45:11.488 --> 02:45:15.853]  A patron at Palms Internet Cafe shot two robbers July 13th.
[02:45:15.993 --> 02:45:18.335]  The suspects survived and were arrested.
[02:45:19.056 --> 02:45:22.479]  And they come in, one with a baseball bat, one with a handgun.
[02:45:23.080 --> 02:45:24.141]  They come in to rob everybody.
[02:45:26.463 --> 02:45:28.806]  Everybody's got to watch this video and get it out to everybody they know.
[02:45:29.667 --> 02:45:33.471]  And then a senior citizen, in the back,
[02:45:39.983 --> 02:45:42.765]  Shoots them and chases them out of the building.
[02:45:45.767 --> 02:45:51.550]  And again, it's already scrolled off the top news stories on InfoWars.
[02:45:52.111 --> 02:45:54.512]  So I'm going to have it reposted up there so everybody can see it.
[02:45:54.532 --> 02:45:56.233]  It's also at our Twitter.
[02:45:56.253 --> 02:46:01.397]  Twitter.com forward slash realalexjones.
[02:46:03.516 --> 02:46:07.737]  Says the media doesn't want you to know how the massacre could have been stopped.
[02:46:08.258 --> 02:46:11.899]  The link to the video is right there, twitter.com forward slash realalexjones.
[02:46:12.259 --> 02:46:15.900]  Go there, get it out to everybody you know with the article.
[02:46:16.881 --> 02:46:21.542]  So again, getting back into mind control, what about McVeigh and mind control?
[02:46:21.582 --> 02:46:22.762]  They think we're so stupid.
[02:46:23.083 --> 02:46:25.183]  His doctor was Jolly and West.
[02:46:25.543 --> 02:46:26.884]  Tell us about that, Chris Emery.
[02:46:27.679 --> 02:46:37.226]  He's what we consider the Prince of Darkness, one of the worst mind control, well as far as most competent, but one of the worst on a civil level.
[02:46:37.767 --> 02:46:42.610]  I believe he had Sirhan Sirhan, Patty Hearst, and Jack Ruby as clients?
[02:46:42.991 --> 02:46:44.111]  Exactly, exactly.
[02:46:44.312 --> 02:46:48.535]  After when Lee Harvey Oswald was shot a couple days after he was being blamed for the assassination of JFK,
[02:46:50.696 --> 02:46:55.361]  They had to come up with a new way of neutralizing these patsies without making it obvious that they were shooting a witness.
[02:46:55.801 --> 02:46:59.265]  Sirhan Sirhan was demonstrably a mind control victim.
[02:46:59.405 --> 02:47:02.768]  I mean, his own psychiatrist testified to this.
[02:47:03.108 --> 02:47:07.293]  Several psychiatrists testified to the fact that this man is controlled by other parties.
[02:47:07.893 --> 02:47:13.599]  And his doctor was Dr. Jolene West, who actually got his start at the University of Oklahoma and had to leave
[02:47:14.179 --> 02:47:17.803]  After killing an elephant with LSD under MKUltra funding.
[02:47:17.843 --> 02:47:19.305]  He later went to UCLA.
[02:47:19.605 --> 02:47:22.528]  He worked on the Sirhan Sirhan case, the Patty Hearst case.
[02:47:22.928 --> 02:47:34.280]  And we know now that the SLA, the Symbionese Liberation Army, which kidnapped Patty Hearst and brainwashed her, started out of the Bakaville Medical Facility a mind control MKUltra
[02:47:34.840 --> 02:47:36.040]  A medical experiment.
[02:47:36.080 --> 02:47:36.941]  That is proven.
[02:47:37.441 --> 02:47:40.202]  And so Dr. Charlie West worked on that.
[02:47:40.462 --> 02:47:47.344]  He later consulted and worked on the Jonestown case where 900 people were killed under questionable circumstances.
[02:47:47.804 --> 02:47:49.644]  Jim Jones had a lot of CIA ties.
[02:47:49.664 --> 02:47:55.186]  They found tons of psychotropic drugs on the premises there that are being used to control these people.
[02:47:55.666 --> 02:48:00.707]  The whole embassy there in Guyana was a CIA substation.
[02:48:00.987 --> 02:48:02.948]  There was no diplomatic personnel at all.
[02:48:02.968 --> 02:48:06.189]  So it was obvious that there was some kind of CIA operation going on with that.
[02:48:06.989 --> 02:48:08.690]  Dr. Jolion West worked on that.
[02:48:09.130 --> 02:48:13.851]  He later worked on Waco with the FBI, advising them on how to treat the Davidians.
[02:48:13.891 --> 02:48:14.971]  We saw how that turned out.
[02:48:15.271 --> 02:48:21.413]  Then after the catastrophic fire, Dr. Jolion West is the go-to man for the media.
[02:48:21.753 --> 02:48:26.997]  Explaining to the American people why the Davidians decided to kill themselves, which of course was a lie.
[02:48:27.037 --> 02:48:28.398]  They were murdered by the FBI.
[02:48:29.398 --> 02:48:46.570]  After the bombing, immediately after the bombing, even before he was brought on to be the Dr. Bertin McVeigh, Dr. Jolion West was flown here from California and actually mentioned by name by Vice President Al Gore in a speech as soon as he got to Oklahoma City as coming here to treat the victims.
[02:48:47.350 --> 02:48:49.471]  But that's not all Jolly West did here.
[02:48:49.791 --> 02:48:56.134]  He was actually helping, he was actually treating the first responders and fixing inconvenient memories.
[02:48:56.674 --> 02:48:57.995]  We know this for a fact.
[02:48:58.035 --> 02:49:08.120]  We have talked to first responders who were brought to federal mental health facilities and told to change their minds about the bombs they had seen inside the building that they had actually come from the ATF bomber.
[02:49:08.140 --> 02:49:09.200]  That happened at lunch on 9-11!
[02:49:09.300 --> 02:49:10.781]  Dr. Jolly West was working on that.
[02:49:11.081 --> 02:49:12.982]  That happened in 9-11 at the Pentagon.
[02:49:13.022 --> 02:49:16.343]  They would take people and say, you need to go to the hospital because of what you saw.
[02:49:16.423 --> 02:49:18.184]  And then they would black out.
[02:49:18.204 --> 02:49:21.826]  Well, they've got, again, Devil's Breath, Halcyon, all of these.
[02:49:22.526 --> 02:49:28.809]  But again, he's in congressional testimony as the second most famous mind control doctor in world history.
[02:49:29.029 --> 02:49:32.150]  And then he's McVeigh's doctor and nobody in the media points this out.
[02:49:32.471 --> 02:49:38.413]  And now the new Joker guy, Holmes, is obviously bombed out of his brain right now.
[02:49:38.493 --> 02:49:39.714]  And no one's going to talk about that.
[02:49:40.942 --> 02:49:51.326]  Exactly, and after McVeigh was incarcerated, Dr. Julian West actually had his protege, Dr. John Smith, be Tim McVeigh's direct psychologist from day to day.
[02:49:52.026 --> 02:50:05.752]  And Dr. John Smith, who was Tim McVeigh's psychologist and psychiatrist, later turned out, a couple years later, to be chief of psychiatry at Guantanamo Bay, which we know and has been proven is a mind control laboratory.
[02:50:06.052 --> 02:50:07.834]  Stop even mainstreaming it!
[02:50:27.836 --> 02:50:28.836]  Yeah, we've got to go to break here.
[02:50:28.856 --> 02:50:44.099]  I don't want to come back and give most of the final segment to Chris Emery, but it's actually been in mainstream news that they have a CIA mind control base, psychiatric base within X-Ray, where they're, quote, testing drugs on controlling people, and then they release them out of there.
[02:50:44.419 --> 02:50:48.620]  The suicide bomber last week in Europe was an alumni of that program.
[02:50:48.660 --> 02:50:50.661]  I mean, how obvious does this have to get?
[02:50:51.381 --> 02:50:52.201]  Unbelievable.
[02:50:53.081 --> 02:50:55.003]  We're going to be covering all the nightly news tonight.
[02:50:55.703 --> 02:50:58.005]  Boy, I tell you, my head is spinning right now.
[02:50:58.625 --> 02:50:59.606]  Chris Emery, stay there.
[02:50:59.626 --> 02:51:00.627]  We'll come right back to you.
[02:51:01.087 --> 02:51:05.331]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[02:51:05.631 --> 02:51:09.694]  Number one, new climate legislation could easily double or triple your electric bill.
[02:51:09.974 --> 02:51:15.358]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[02:51:15.699 --> 02:51:16.139]  It's true.
[02:51:16.459 --> 02:51:20.983]  Total government control of electricity in the name of smart grid technology is coming.
[02:51:21.303 --> 02:51:21.803]  Number 3.
[02:51:22.103 --> 02:51:25.385]  In some areas of the country, the power grid is dangerously overloaded.
[02:51:25.685 --> 02:51:29.406]  And now, new socialist legislation is only compounding the problem.
[02:51:29.606 --> 02:51:30.146]  Number 4.
[02:51:30.406 --> 02:51:32.747]  Dangerous weather is always a threat to local grids.
[02:51:33.147 --> 02:51:36.529]  Every year, thousands of families lose their power from weather-related outages.
[02:51:36.809 --> 02:51:37.029]  Number 5.
[02:51:37.589 --> 02:51:41.511]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:51:41.751 --> 02:51:46.473]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:51:46.773 --> 02:51:50.795]  You can get more information at www.mysolarbackup.com.
[02:51:50.935 --> 02:51:52.496]  That's mysolarbackup.com.
[02:51:52.736 --> 02:51:57.318]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[02:52:00.686 --> 02:52:02.387]  Now at DeseretFoodStore.com.
[02:52:02.627 --> 02:52:06.529]  Sign up for a one-month supply of delicious food for only $99 with free shipping.
[02:52:06.689 --> 02:52:07.389]  That's right, only $99!
[02:52:07.809 --> 02:52:11.031]  Gourmet restaurant-style meals with a 30-year shelf life.
[02:52:11.251 --> 02:52:14.292]  Packaged in heavy-duty Mylar bags for easy transport and freshness.
[02:52:14.572 --> 02:52:19.294]  Meals like stroganoff, lasagna, teriyaki, five-bean chili, granola pancakes, and much more.
[02:52:19.454 --> 02:52:21.195]  Visit DeseretFoodStore.com.
[02:52:21.395 --> 02:52:24.637]  Spell D-E-S-E-R-E-T FoodStore.com.
[02:52:24.777 --> 02:52:25.217]  Or call 801-444-1444.
[02:52:25.317 --> 02:52:25.737]  Food for now.
[02:52:25.897 --> 02:52:26.477]  Food for life.
[02:52:30.663 --> 02:52:34.526]  In a coming apart world, you need something to keep it tied together.
[02:52:34.806 --> 02:52:36.507]  That something is Atwood Rope.
[02:52:36.668 --> 02:52:38.729]  The highest quality rope made in the USA.
[02:52:38.789 --> 02:52:44.373]  From exotic braids for military, rescue, arborists, shipyards, tow line, or boating.
[02:52:44.593 --> 02:52:48.096]  Quality rope at affordable prices you and your customers can depend on.
[02:52:48.256 --> 02:52:51.659]  Find a dealer or shop online at atwoodrope.net.
[02:52:51.859 --> 02:52:56.622]  Enter promo code RADIO to receive 100 feet of 550 paracord free with purchase.
[02:52:56.963 --> 02:52:57.663]  Atwood Rope.
[02:52:57.843 --> 02:52:59.705]  Working to keep the world tied together.
[02:53:00.495 --> 02:53:04.017]  Digestive health is the key to wellness and elimination of toxins.
[02:53:04.357 --> 02:53:05.097]  That bears repeating.
[02:53:05.378 --> 02:53:08.919]  Digestive health is the key to wellness and elimination of toxins.
