[00:00:00.403 --> 00:00:02.709]  Genesis Communications Radio Network
[02:32:05.478 --> 02:32:07.861]  This is Alex Jones for survivalseedbank.com.
[02:32:08.769 --> 02:32:09.750]  Let me ask you a question.
[02:32:09.990 --> 02:32:11.151]  What does freedom mean to you?
[02:32:11.491 --> 02:32:12.311]  The freedom to choose?
[02:32:12.391 --> 02:32:13.112]  The freedom to vote?
[02:32:13.352 --> 02:32:14.092]  The freedom to worship?
[02:32:14.353 --> 02:32:16.334]  How about the freedom to take control of your own future?
[02:32:16.554 --> 02:32:21.717]  My friends at eFoods Direct are celebrating freedom this month while helping you take control of your greatest dependency, food.
[02:32:22.038 --> 02:32:29.222]  Right now you receive one of their new Patriot Packs free with every $289 you spend on their highly nutritious and great tasting food.
[02:32:29.503 --> 02:32:33.165]  The Patriot Pack is a 30-day supply of eFoods Quick Fix, easy to store food.
[02:32:33.405 --> 02:32:38.090]  For example, purchase a one-year supply and get five Patriot Packs, which is five months of food free.
[02:32:38.310 --> 02:32:41.894]  Use the extra food for everyday use and save hundreds off your grocery bill.
[02:32:42.134 --> 02:32:47.379]  Give your free Patriot Pack as a gift to a friend or relative or simply add more food to your long-term supply for free.
[02:32:47.620 --> 02:32:53.606]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex and get your free Patriot Pack with purchase.
[02:32:53.886 --> 02:32:55.046]  Operators are standing by.
[02:32:55.066 --> 02:32:59.368]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[02:32:59.668 --> 02:33:02.889]  eFoods is so affordable, the more you store and eat, the more you save.
[02:33:03.149 --> 02:33:06.190]  Go to efoodsdirect.com forward slash Alex or call 800-409-5633 right now.
[02:33:06.230 --> 02:33:06.830]  It's mind control.
[02:33:06.850 --> 02:33:07.450]  Mind control.
[02:33:07.470 --> 02:33:14.012]  Corruption of your dog's head.
[02:33:19.544 --> 02:33:21.985]  Alright, we're back on the Alex Jones Show.
[02:33:22.005 --> 02:33:24.245]  Thank you for continuing with us.
[02:33:24.285 --> 02:33:25.506]  This is Mike Adams filling in.
[02:33:26.026 --> 02:33:28.967]  Today, we're continuing our interview with Sean Nimai, U.S.
[02:33:29.047 --> 02:33:41.070]  Army medic, who was just telling us what happened to him with the experimental military vaccines that he didn't want to give to his men because he thought, well, they might not be safe, and there was no literature that came with him.
[02:33:41.110 --> 02:33:43.331]  So, sorry about the interruption there, Sean.
[02:33:43.471 --> 02:33:46.311]  Go right on ahead with relating your story, please.
[02:33:46.351 --> 02:33:46.571]  Go ahead.
[02:33:49.289 --> 02:34:08.233]  So like I was saying, part of the preparation for the next upcoming deployment was we would have to go and have our medical records screened, get whatever immunization shots, eye tests, dental screenings as needed in order to go overseas.
[02:34:09.374 --> 02:34:10.974]  At that point, I decided
[02:34:11.693 --> 02:34:18.498]  Well, I'd already decided up until that point that I wasn't going to receive any more of the immunizations vaccines.
[02:34:19.318 --> 02:34:34.229]  I talked with my wife and we were in agreement that because of our religious convictions that it wasn't right for us anymore for me to be receiving these.
[02:34:34.429 --> 02:34:39.493]  At that point, I put in what's called a religious exemption request
[02:34:40.615 --> 02:34:53.480]  To, uh, basically give me an exemption from any and all vaccines, immunizations, um, prophylactic, uh, medications such as the, uh, malaria pills.
[02:34:53.800 --> 02:34:54.060]  Yes.
[02:34:54.080 --> 02:34:56.241]  I'm sorry?
[02:34:56.481 --> 02:34:57.241]  I said, I said yes.
[02:34:57.281 --> 02:35:00.743]  And now that's, that's a normal accepted procedure in the military.
[02:35:00.883 --> 02:35:05.465]  So why wasn't that accepted in the chain of command?
[02:35:05.505 --> 02:35:06.125]  What happened there?
[02:35:06.905 --> 02:35:09.066]  Well, part of the problem is the,
[02:35:10.659 --> 02:35:22.130]  That sort of an exemption is only approval denial up until company level commander.
[02:35:22.771 --> 02:35:24.673]  It doesn't have to go any higher than that.
[02:35:25.653 --> 02:35:29.237]  And my company level commander in a cavalry unit is called a troop.
[02:35:31.294 --> 02:35:32.735]  I don't think he liked me very much.
[02:35:35.898 --> 02:35:37.960]  I have an affidavit here.
[02:35:37.980 --> 02:35:39.982]  I'm sorry, your voice cut out.
[02:35:40.933 --> 02:35:41.433]  That's okay.
[02:35:42.133 --> 02:36:01.301]  I was just saying that there had been a history between him and myself during different training exercises and such and I really don't think he liked me very much so he had already made up his mind before he had looked into the regulations and whether or not I was even allowed to request such a thing.
[02:36:01.321 --> 02:36:08.304]  I'm pretty sure he already made up his mind that he was going to deny it and give me an order to go get shots.
[02:36:08.905 --> 02:36:17.341]  So it sounds like this was a punitive, vengeful type of action targeted to you personally because of personal disagreements.
[02:36:17.421 --> 02:36:19.064]  Is that a fair characterization?
[02:36:19.845 --> 02:36:21.127]  I would definitely say so, yes.
[02:36:21.932 --> 02:36:44.933]  And then I have an affidavit here, sworn affidavit by a Sergeant Medic Team Leader, Anthony Komow, who supports your story and says that this captain began to refer to you as, quote, Bacteria Man, and said they want to throw you inside a wall locker and throw a hand grenade in with you.
[02:36:44.953 --> 02:36:46.154]  Correct.
[02:36:47.350 --> 02:36:53.552]  So that's a pretty serious accusation and a serious crime in the military, if true indeed.
[02:36:54.312 --> 02:36:55.533]  Yes.
[02:36:55.813 --> 02:37:01.955]  Even the act of stating anything about fratricide is actually a crime.
[02:37:02.015 --> 02:37:04.235]  It's against the Uniform Code of Military Justice.
[02:37:04.876 --> 02:37:15.479]  So even if he didn't ever try to go through with any kind of a plan like that, just stating that he was thinking about it is actually a crime in the military.
[02:37:16.795 --> 02:37:26.138]  Okay, wow, and so there were witnesses to this threat that, according to this paper, was made by Captain Repaskey?
[02:37:26.358 --> 02:37:27.578]  Is that the name?
[02:37:27.598 --> 02:37:27.798]  Correct.
[02:37:28.319 --> 02:37:29.259]  Captain Repaskey, yes.
[02:37:29.399 --> 02:37:30.519]  Captain Repaskey.
[02:37:30.979 --> 02:37:32.700]  And so, what happened next?
[02:37:33.000 --> 02:37:37.821]  I mean, you're out of the military now, so how did you, did you get out with an honorable discharge?
[02:37:37.862 --> 02:37:39.082]  What was the situation?
[02:37:39.824 --> 02:37:55.178]  Well, right after he denied my request for religious exemption, he immediately gave me a direct order to go get all the vaccines and shots and so on and so forth that I needed for the upcoming deployment.
[02:37:55.659 --> 02:38:04.307]  I told him at that point, sir, with all due respect to your grade and position, I cannot in good conscience do that because it violates my religious beliefs.
[02:38:05.493 --> 02:38:21.257]  And at that point he had one of the other NCOs in the medical platoon escort me to the readiness center, at which time I told the team leader there, I'm not getting shots, you know, go ahead and take me back.
[02:38:21.977 --> 02:38:25.077]  Did they try to force the shots onto you at that point?
[02:38:26.598 --> 02:38:27.298]  No, no.
[02:38:29.338 --> 02:38:36.223]  With the smaller women that are nurses at the Readiness Center, I don't think anybody was going to force me to do anything.
[02:38:36.823 --> 02:38:40.766]  Okay, so you stood your ground, and then what happened?
[02:38:41.447 --> 02:38:52.695]  We get back to the unit area, and I'm informed at that moment that Kepner Paskey was going to be filing papers.
[02:38:53.656 --> 02:38:55.658]  Uh, to request an Article 15.
[02:38:56.539 --> 02:39:12.576]  And what an Article 15 is, it's a, uh, it's again another kind of, um, another kind of punishment under Uniform Code of Military Justice to where I could lose all the rank that I had gained, lose a large sum of money,
[02:39:14.249 --> 02:39:18.753]  I could be put onto restrictions, so on and so forth.
[02:39:18.773 --> 02:39:26.580]  There's a long list of possible punishments that go along with an Article 15 punishment.
[02:39:26.820 --> 02:39:33.426]  By the way, give out your website for those who want to learn more about this after the show.
[02:39:33.486 --> 02:39:37.390]  What's the web address where people can hear or read about your experience?
[02:39:38.137 --> 02:39:40.097]  Yeah, I have a blog.
[02:39:40.177 --> 02:39:43.798]  It's vaccinebattles.wordpress.com.
[02:39:44.018 --> 02:39:46.539]  Okay, vaccinebattles.wordpress.com.
[02:39:46.719 --> 02:39:47.859]  That's a good name.
[02:39:48.979 --> 02:39:54.860]  So, are you continuing to blog there and give updates to the developing elements of the story?
[02:39:55.960 --> 02:39:57.261]  I'm trying to keep up with it.
[02:39:57.781 --> 02:40:02.401]  I'm a husband and father, so I'm getting a little busy.
[02:40:02.441 --> 02:40:04.402]  I'm getting ready to go to school next month, too.
[02:40:05.342 --> 02:40:09.723]  All right, so section or Article 15, they tried to get you on to that.
[02:40:10.043 --> 02:40:11.804]  Did they succeed or what happened?
[02:40:13.644 --> 02:40:28.748]  The interesting thing about this is that under an Article 15 proceeding, I have the right to either accept the punishment from Article 15 or request court-martial, which is basically I go to court,
[02:40:29.656 --> 02:40:36.640]  Tell the judge my side, possibly tell the jury of my peers, so to speak, my side of it.
[02:40:37.661 --> 02:40:43.945]  And we let the judge decide instead of letting the commander just go ahead and decide what he wants to do with it.
[02:40:44.825 --> 02:40:51.769]  So, I obviously requested court-martial because I firmly believe that I was right.
[02:40:53.270 --> 02:40:55.732]  I don't remember ever signing away my religious rights.
[02:40:56.787 --> 02:41:00.708]  Or any other constitutionally guaranteed rights, when I signed up for the military.
[02:41:00.968 --> 02:41:01.188]  Right.
[02:41:02.188 --> 02:41:12.131]  So, I requested court-martial, at which point, pretty much everybody in the room, honestly, I thought that everybody had saw a ghost at that moment.
[02:41:14.251 --> 02:41:17.272]  Apparently, people don't request court-martials very often.
[02:41:17.652 --> 02:41:19.473]  Well, it's military justice.
[02:41:20.633 --> 02:41:22.133]  So, take us through that.
[02:41:22.173 --> 02:41:24.094]  What happened at the court-martial hearing?
[02:41:24.861 --> 02:41:29.483]  Well, the court-martial proceedings actually lasted for over a year.
[02:41:30.823 --> 02:41:38.226]  At which point, I'd gotten a court-ordered military attorney.
[02:41:40.087 --> 02:41:42.368]  Guess that I don't mention his name.
[02:41:42.928 --> 02:41:43.568]  Yes.
[02:41:43.888 --> 02:41:48.610]  I'd also acquired for myself civilian attorney, Patricia Fitt.
[02:41:51.151 --> 02:41:54.032]  Between the two of them, they kept me going.
[02:41:54.944 --> 02:41:58.066]  Um, one of them would say, just take whatever deal you can get.
[02:41:58.086 --> 02:41:59.807]  The other one would say, keep fighting.
[02:42:00.408 --> 02:42:07.132]  And then, you know, the prosecution would come back with another offer, and then it would be role reversal.
[02:42:07.232 --> 02:42:08.793]  One would say, that sounds like a pretty good deal.
[02:42:08.813 --> 02:42:10.414]  The other one would say, no, keep fighting.
[02:42:10.815 --> 02:42:17.299]  So it went back and forth, and I was under no impression that I was ever going to give up, because I felt that I was right.
[02:42:17.879 --> 02:42:18.580]  And if that meant
[02:42:19.221 --> 02:42:25.883]  Being convicted and going to federal prison at Fort Leavenworth for a year, then that's what I would do.
[02:42:26.083 --> 02:42:27.444]  Let me ask you this, though.
[02:42:27.584 --> 02:42:33.826]  What was the opinion of the soldiers whose health you were responsible for as a medic?
[02:42:34.566 --> 02:42:40.809]  Did they support your decision not to have them injected with an experimental vaccine, or did they want the vaccine?
[02:42:40.849 --> 02:42:41.489]  What was their take?
[02:42:42.455 --> 02:42:47.280]  Well, I would say that an overwhelming number were very supportive.
[02:42:48.541 --> 02:42:54.287]  I had already known most of those soldiers for a couple of years, and they trusted me implicitly.
[02:42:55.148 --> 02:43:02.896]  If I said, you don't need this, then they would fight to the end saying, I don't need this injection, this shot.
[02:43:03.376 --> 02:43:04.177]  If Doc says it,
[02:43:05.063 --> 02:43:07.105]  And it's the word of God as far as I'm concerned.
[02:43:24.284 --> 02:43:29.566]  And we know that the H5N1 pandemic was a fraud designed to sell vaccines.
[02:43:29.606 --> 02:43:36.228]  So, as you monitor all of this news coming out, doesn't this really vindicate your decision?
[02:43:36.508 --> 02:43:41.609]  I mean, there was no pandemic happening over there that that vaccine would have stopped.
[02:43:42.349 --> 02:43:44.670]  Right.
[02:43:44.690 --> 02:43:50.992]  The worst part about all of that is that the entire time that we were deployed during the supposed pandemic,
[02:43:52.373 --> 02:43:58.980]  I got reports on a weekly basis about in-country medical status for all the units in country.
[02:43:59.921 --> 02:44:03.005]  And I don't remember seeing a single soldier.
[02:44:03.627 --> 02:44:09.493]  That was positive with H1N1, H5N1, or any other swine flu derivative.
