[00:00:09.882 --> 00:00:10.362]  Media.
[02:53:14.792 --> 02:53:21.115]  They love the idea, as the head of a big company, that they're going to kill millions of people and that the hospitals are going to cover it up.
[02:53:21.175 --> 02:53:23.836]  I mean, it's like a really big rush for them.
[02:53:24.656 --> 02:53:33.821]  Zbigniew Brzezinski writes books and brags about how he triggered a group to kill millions and how cool it is, you know, that he helped put Pol Pot in, who killed 30% of his population.
[02:53:34.241 --> 02:53:37.669]  And when he goes and gives a speech, the globalists are in awe of him.
[02:53:37.749 --> 02:53:39.694]  It's like, my God, he killed a lot of people!
[02:53:39.874 --> 02:53:40.696]  He's really tough!
[02:53:41.037 --> 02:53:41.999]  I mean, these are demons!
[02:53:43.817 --> 02:53:48.861]  Well, once you scapegoat a part of the population, then they're marked for death.
[02:53:49.301 --> 02:53:52.863]  So, in America, the poor have been scapegoated.
[02:53:53.164 --> 02:53:58.568]  I mean, during World War II, obviously, ethnic groups were scapegoated, they were vilified, and they were slaughtered.
[02:53:59.008 --> 02:54:02.190]  In America, the scapegoating goes on in terms of the poor people.
[02:54:02.270 --> 02:54:08.435]  Poor people are considered to be strictly misfits, and that they are basically being targeted.
[02:54:08.735 --> 02:54:11.577]  And all the rhetoric out there, like a Mitt Romney character, for example,
[02:54:11.977 --> 02:54:17.420]  seems to put over this idea like he just said for example, Alex, I gotta ask you this question.
[02:54:18.381 --> 02:54:26.826]  He said, talking about Israel and Palestine, that Israel was more successful than Palestine because they were culturally superior.
[02:54:27.106 --> 02:54:32.289]  How is that different than the same Genesis message of Hitler in the 30s and 40s?
[02:54:34.270 --> 02:54:37.492]  Now we see this, we see this more and more and
[02:54:39.510 --> 02:54:42.113]  Look, we have become a very, very dark culture.
[02:54:42.953 --> 02:54:46.256]  And even those of us that don't like it have just become accustomed to it.
[02:54:46.616 --> 02:54:48.898]  Because when you dance with the devil, he doesn't change, he changes you.
[02:54:48.918 --> 02:54:52.221]  I want to go to some calls, but they're getting ready for all these big wars.
[02:54:53.002 --> 02:54:55.864]  Let me ask you this, because I want to do one more segment after this, but I want to go to calls right now.
[02:54:56.285 --> 02:55:01.849]  What do you make of the fact that, yeah, I mean, a year ago it was in a few newspapers that the West was putting Al Qaeda in Libya.
[02:55:02.149 --> 02:55:03.431]  Now it's all over the news.
[02:55:04.171 --> 02:55:07.174]  And the London Guardian's like, well, Al-Qaeda's got good discipline.
[02:55:07.194 --> 02:55:15.883]  I mean, they're actually saying Al-Qaeda are good guys and work for the West, but then I need to give my rights up because Al-Qaeda's hiding under the table.
[02:55:17.093 --> 02:55:19.934]  Well, I saw something today that made me laugh.
[02:55:20.314 --> 02:55:29.696]  You know, Vladimir Putin came out with a big statement today and said that he believes that NATO should stay in Afghanistan until the job is done.
[02:55:29.716 --> 02:55:37.658]  When you think about it, that's such a beautiful statement because, of course, that's where Russia, the Soviet Union, basically died in Afghanistan.
[02:55:37.698 --> 02:55:39.318]  It's where empires go to die.
[02:55:39.958 --> 02:55:41.179]  And so the U.S.
[02:55:41.659 --> 02:55:46.480]  is embroiled in this Mideast conflagration that looks like it's going to end up
[02:55:47.040 --> 02:55:48.141]  The death of the U.S.
[02:55:48.221 --> 02:55:49.061]  Empire as well.
[02:55:49.462 --> 02:55:56.046]  And so there's Vladimir Putin basically just smiling and saying, yes, you know, go forward America.
[02:55:56.586 --> 02:55:59.028]  Stay, NATO should stay in Afghanistan.
[02:55:59.328 --> 02:56:03.051]  And of course, Al Qaeda was working for us back then.
[02:56:03.071 --> 02:56:04.332]  Then they switched sides.
[02:56:04.392 --> 02:56:06.333]  Now they're working for us again on our side.
[02:56:06.633 --> 02:56:07.553]  They go back and forth.
[02:56:07.593 --> 02:56:10.314]  They were with us, they were against us, they were with us.
[02:56:10.374 --> 02:56:12.955]  And also, you mentioned HSBC earlier, Alex.
[02:56:13.535 --> 02:56:18.196]  Now it's come out in the last week, again, to follow up a story you've been covering for 10 years on 9-11.
[02:56:18.456 --> 02:56:24.597]  It now has come out that HSBC funded the 9-11 terrorists.
[02:56:24.898 --> 02:56:34.520]  If you connect all the dots, money that they were laundering for terrorists, that's now a headline in major newspapers all over the world, extends back 10 years.
[02:56:35.040 --> 02:56:36.761]  So now we know where the funding came from.
[02:56:36.821 --> 02:56:39.323]  Half a million dollars needed to do the 9-11 attacks.
[02:56:39.403 --> 02:56:40.684]  It came in part from HSBC.
[02:56:40.784 --> 02:56:42.385]  And again, it's not just funding it.
[02:56:42.425 --> 02:56:43.105]  They're running it.
[02:56:43.165 --> 02:56:46.788]  It's like Wells Fargo running the aircraft for the Sinaloa Group.
[02:56:47.068 --> 02:56:48.409]  I mean, this is who they are.
[02:56:48.869 --> 02:56:49.690]  They run it.
[02:56:49.770 --> 02:56:51.030]  They are the organized crime.
[02:56:51.271 --> 02:56:52.732]  And they're going to take everything we've got.
[02:56:52.772 --> 02:56:54.753]  And they've got the police training right now to kill us.
[02:56:55.173 --> 02:56:57.194]  And we better reach out to the police now and wake them up.
[02:56:57.495 --> 02:56:58.855]  Let's go to Scott in Idaho.
[02:56:59.136 --> 02:57:00.477]  You're on the air with Max Keiser.
[02:57:00.517 --> 02:57:00.837]  Go ahead.
[02:57:01.829 --> 02:57:03.170]  Hi Alex, hi Max.
[02:57:03.270 --> 02:57:07.111]  Thank you both for your efforts in the battle for liberty and the cause of freedom.
[02:57:07.552 --> 02:57:12.354]  I have a very brief comment and a question for Max and or yourself.
[02:57:13.174 --> 02:57:19.557]  My comment is, what I think I hear you saying Alex, is that we're fast approaching the stage of the ultimate inversion.
[02:57:19.957 --> 02:57:23.719]  The stage where the government is free to do anything it pleases while the citizens
[02:57:24.184 --> 02:57:31.911]  Can act only by permission, which is the stage of the darkest periods of human history, the stage of rule by brute force.
[02:57:32.532 --> 02:57:38.597]  My question is, Alex and Max, it's been my experience over the past few decades
[02:57:39.062 --> 02:57:48.633]  That shortly after waking up, many people experience bouts of depression due to the paradigm shift, the new reality, the new and true reality.
[02:57:48.974 --> 02:57:52.538]  What advice can you give people listening to deal with this?
[02:57:52.778 --> 02:57:55.321]  I would say fight, fight in the infowar, get aggressive.
[02:57:55.722 --> 02:57:57.624]  Don't get, you're depressed if you're doing nothing.
[02:57:57.944 --> 02:58:09.093]  You're going to be exhilarated and become more vicious with the truth as you fight, as you take scalps of enemies, as you crush the enemy who needs to be driven out.
[02:58:09.153 --> 02:58:09.734]  Max Keiser.
[02:58:11.235 --> 02:58:21.842]  No, it's a real good question because, you know, you have to weigh the pros and cons of being awake and maybe suffering the reality of being awake.
[02:58:22.142 --> 02:58:25.685]  Or, you know, it's like that scene in The Matrix where he decides to go back into the Matrix.
[02:58:25.745 --> 02:58:26.966]  This steak tastes great.
[02:58:28.026 --> 02:58:30.548]  I don't care that I'm a slave living in the Matrix.
[02:58:30.728 --> 02:58:32.109]  I love the taste of this steak.
[02:58:32.209 --> 02:58:34.150]  And he wants to go back into the Matrix.
[02:58:34.391 --> 02:58:36.132]  It's a very profound moment in that film.
[02:58:36.292 --> 02:58:38.013]  Hold on, more calls coming up.
[02:58:38.413 --> 02:58:39.134]  We'll be right back.
[02:58:39.174 --> 02:58:40.294]  This Matrix leads to death.
[02:58:44.340 --> 02:58:46.263]  Thank you for listening to GCN.
[02:58:47.766 --> 02:58:49.969]  Visit GCNlive.com today.
[02:58:54.721 --> 02:58:58.342]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[02:58:58.682 --> 02:59:06.805]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[02:59:07.545 --> 02:59:11.586]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[02:59:12.186 --> 02:59:22.990]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[02:59:23.630 --> 02:59:32.638]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[02:59:33.139 --> 02:59:38.203]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[02:59:38.584 --> 02:59:45.750]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[02:59:46.070 --> 02:59:48.472]  That's www.SilverLungs.com.
[02:59:53.792 --> 02:59:56.655]  Coast to coast, direct from Austin.
[02:59:57.376 --> 03:00:00.579]  You're listening to the Alex Jones Broadcasting Network.
[03:00:12.415 --> 03:00:14.616]  All right, I'm going to take a few more calls with Max Keiser.
[03:00:14.636 --> 03:00:20.318]  You know, I really can't do justice to this, who the winner of the $10,000 contest is.
[03:00:21.399 --> 03:00:24.220]  I'm not going to announce it now, because this sheet was in there.
[03:00:24.260 --> 03:00:25.380]  I needed it in the last segment.
[03:00:25.420 --> 03:00:25.880]  It wasn't.
[03:00:26.261 --> 03:00:28.522]  We're in overdrive now, and some stations don't carry this.
[03:00:29.042 --> 03:00:30.562]  I'm going to leave these right here, folks.
[03:00:30.582 --> 03:00:32.243]  This is a direct thing in front of the whole office.
[03:00:32.643 --> 03:00:34.104]  I'm going to leave the winner right here.
[03:00:35.182 --> 03:00:38.284]  I'm going to lay it down right here on top of the Time Magazine over here.
[03:00:39.025 --> 03:00:48.151]  And at the start of the show tomorrow, I will announce the winner and we will have a piece put together that we will play on the show with some excerpts from some of the runners-up as well.
[03:00:48.792 --> 03:00:50.073]  Okay, and you'll get your $10,000.
[03:00:50.413 --> 03:00:52.154]  It's indescribable the great job everybody did.
[03:00:53.675 --> 03:00:55.957]  Look, you've got to get aggressive with these tyrants.
[03:00:56.497 --> 03:00:59.860]  And they can't get away with this if you won't let the TSA stick their hands down your pants.
[03:00:59.960 --> 03:01:01.541]  Because that's going to be everywhere.
[03:01:01.581 --> 03:01:02.962]  Like I told you, that's the new America.
[03:01:03.362 --> 03:01:05.824]  It's just a bunch of minders poking at you, yelling at you.
[03:01:06.564 --> 03:01:07.885]  Because they're getting you ready to be a slave.
[03:01:07.905 --> 03:01:09.346]  They're getting ready to get rid of America.
[03:01:10.167 --> 03:01:10.807]  Get rid of freedom.
[03:01:12.028 --> 03:01:14.570]  Braun in Alabama, you're on the air with Max Keiser.
[03:01:14.610 --> 03:01:15.211]  Thanks for holding.
[03:01:15.251 --> 03:01:15.531]  Welcome.
[03:01:17.045 --> 03:01:18.105]  Thanks for taking my call.
[03:01:18.125 --> 03:01:41.353]  I have a specific question about the economy, or rather some strategy, but to speak to what that last caller said, if I can for a minute, I think what people have trouble with in confronting all this stuff about the Matrix and the New World Order is that they also have to confront the fact that they were living in that false system and that they were fooled by it and maybe it's an embarrassment or it's
