[00:00:00.669 --> 00:00:01.590]  Alex Jones.
[02:48:27.641 --> 02:48:29.382]  We've got a big stack of news on that front.
[02:48:29.402 --> 02:48:30.903]  I already mentioned this, but it's big.
[02:48:30.923 --> 02:48:37.287]  DHS officers armed with semi-automatics set up unannounced ID checkpoints with submachine guns in Florida.
[02:48:37.387 --> 02:48:38.648]  I mean, you just can't make that up.
[02:48:43.150 --> 02:48:47.413]  Speaking of genetic engineering, I had a big stack of news on that, but let me get to that in a minute when I find it.
[02:48:48.339 --> 02:48:53.665]  Proposed DNA Bank could ensnare New York graffiti artists, and it just goes through.
[02:48:54.246 --> 02:48:55.727]  England already does this in many cities.
[02:48:55.747 --> 02:48:59.892]  You get pulled over for speeding, they take your DNA out of the cheek.
[02:49:00.532 --> 02:49:01.353]  They can just swab it.
[02:49:01.714 --> 02:49:03.636]  They put it in the database, of course, to frame you.
[02:49:03.916 --> 02:49:06.039]  It's not... The cop doing it doesn't know that.
[02:49:06.659 --> 02:49:11.182]  But it's mainly to frame you and get your... I mean, they take your blood at birth for 40 years worldwide.
[02:49:11.562 --> 02:49:17.785]  Everywhere it's under the global system, there's a few countries that are mopping up and don't worry, they fly over there and spray stuff on them.
[02:49:17.805 --> 02:49:18.786]  They're not getting away with anything.
[02:49:18.806 --> 02:49:24.509]  They're gonna be mutated and murdered by these criminals just as... I mean, just devil ghouls we're dealing with.
[02:49:25.950 --> 02:49:29.532]  There's that report out of Reuters.
[02:49:32.573 --> 02:49:32.974]  We've got...
[02:49:35.495 --> 02:49:36.576]  I'm digging up my reporter.
[02:49:36.596 --> 02:49:37.956]  The problem is I've got too much news.
[02:49:37.976 --> 02:49:39.157]  This is just totally insane.
[02:49:39.177 --> 02:49:42.578]  I've got a whole stack of news here about genetic engineering and stuff.
[02:49:43.579 --> 02:49:44.019]  Here it is.
[02:49:44.759 --> 02:49:46.100]  Welcome to a brave new world.
[02:49:46.140 --> 02:49:52.343]  Genetic scientists create franken- freakish man-made monster ants with huge heads and jaws.
[02:49:52.723 --> 02:49:54.364]  I'm going to cover this on the nightly news tonight.
[02:49:55.024 --> 02:49:55.584]  Here's another one.
[02:49:56.084 --> 02:49:57.665]  Meet the chimera monkey.
[02:49:57.705 --> 02:49:58.526]  This is Daily Mail.
[02:49:58.906 --> 02:50:01.207]  Made from the cells of six different animals.
[02:50:03.598 --> 02:50:05.067]  You know what that does zoologically?
[02:50:05.127 --> 02:50:06.898]  The viral mutations that creates.
[02:50:07.830 --> 02:50:14.653]  I mean, folks, it's going to start now not being cancer at 2,000% or 3,000% what it was 50 years ago.
[02:50:14.693 --> 02:50:26.037]  It's going to start being just everybody dying around you are being cut up and sliced up as the whole financial system goes bankrupt by design and the medical system goes bankrupt, which is designed to do.
[02:50:26.658 --> 02:50:29.499]  They create the medical crisis, soft killing everybody.
[02:50:29.839 --> 02:50:30.879]  Then it collapses.
[02:50:31.099 --> 02:50:36.762]  Then you got government run health care, which will deliver the murdering system that much more deadly.
[02:50:37.882 --> 02:50:38.402]  Pure evil.
[02:50:41.264 --> 02:50:45.246]  If you're taking one, two, five or more nutritional supplements, please stop.
[02:50:45.866 --> 02:50:51.970]  Simplify your supplementation with BioSuperfood, the most advanced nutritional whole food supplement you can buy.
[02:50:52.250 --> 02:50:58.873]  Men, women, children, even Olympic athletes the world over have discovered BioSuperfood from BioAge.com.
[02:50:59.013 --> 02:51:02.195]  And now take just one nutritional supplement instead of many.
[02:51:02.355 --> 02:51:08.763]  The Biosuperfood formulas are whole food products composed with four of the most nutrient-dense algae found on Earth.
[02:51:08.984 --> 02:51:12.728]  Biosuperfood for the brain helps with focus, memory, clarity, and mood.
[02:51:12.989 --> 02:51:16.413]  If you can increase brain health, the rest of the body is a no-brainer.
[02:51:16.613 --> 02:51:20.779]  Biosuperfood has zero toxicity and is safe for you and your family.
[02:51:20.919 --> 02:51:25.101]  Learn more and order your Bio Superfood formulas at BioAge.com.
[02:51:25.261 --> 02:51:26.521]  Spelled B-I-O-A-G-E.com.
[02:51:26.721 --> 02:51:27.441]  BioAge.com.
[02:51:27.642 --> 02:51:27.902]  Or call 877-288-9116.
[02:51:27.922 --> 02:51:28.322]  That's 877-288-9116.
[02:51:28.342 --> 02:51:28.682]  BioAge.
[02:51:28.702 --> 02:51:30.263]  The age of advanced organics.
[02:51:43.012 --> 02:51:47.755]  Well that's what it sounds like when a burglar kicks in the door of a dark house that looks like no one is home.
[02:51:48.215 --> 02:51:49.936]  Don't let your home be the next target.
[02:51:50.076 --> 02:51:53.258]  Make it look like someone is home watching television with Fake TV.
[02:51:53.599 --> 02:51:57.901]  Fake TV is a small electronic device that makes the same light as a real television.
[02:51:58.102 --> 02:52:00.783]  So from outside it looks like someone is home watching TV.
[02:52:01.083 --> 02:52:05.286]  Fake TV plugs in just like a lamp on a timer, but is far more convincing to burglars.
[02:52:05.586 --> 02:52:11.310]  Fake TV deters burglars, costs far less than an alarm, and is highly recommended by numerous police departments.
[02:52:11.650 --> 02:52:13.231]  Use it anytime you're away from home.
[02:52:13.451 --> 02:52:17.935]  To order your fake TV for only $34.95, go to faketv.com.
[02:52:18.235 --> 02:52:19.776]  Or call 1-877-5-FAKE-TV.
[02:52:20.116 --> 02:52:23.018]  Each additional fake TV is only $29.95.
[02:52:23.979 --> 02:52:25.920]  So get one for you and one for a loved one.
[02:52:26.060 --> 02:52:28.762]  For safety, security, and peace of mind for both of you.
[02:52:29.063 --> 02:52:30.644]  Call 877-5-FAKE-TV.
[02:52:32.685 --> 02:52:34.547]  Or go to faketv.com.
[02:52:34.787 --> 02:52:36.148]  Faketv.com.
[02:52:36.488 --> 02:52:37.749]  The Burglar Deterrent.
[02:52:39.298 --> 02:52:46.584]  Did you know nuclear radiation is still spewing out of the melted-down reactors in Fukushima, Japan and making its way across the entire U.S.
[02:52:46.624 --> 02:52:49.407]  continent, contaminating the air, water, and food?
[02:52:49.647 --> 02:52:52.409]  Dangerously high levels of radiation are a reality here.
[02:52:52.650 --> 02:52:57.254]  As a result, radiation poisoning is a distinct possibility for anyone living in the U.S.
[02:52:57.434 --> 02:52:59.396]  unless you do something to protect yourself.
[02:52:59.636 --> 02:52:59.936]  How?
[02:53:00.196 --> 02:53:02.638]  With liquid zeolite from RestoreYourHealthNow.com.
[02:53:03.419 --> 02:53:07.983]  Without a doubt, Liquid Zeolite is by far the best product to remove radiation from your body.
[02:53:08.203 --> 02:53:12.826]  It safely removes toxins and heavy metals, boosts energy levels, and promotes a strong immune system.
[02:53:13.046 --> 02:53:16.629]  Liquid Zeolite is so powerful, it was used to clean up contamination in Chernobyl.
[02:53:16.789 --> 02:53:18.851]  Yet so gentle, you won't even know you're taking it.
[02:53:19.071 --> 02:53:24.575]  Liquid Zeolite comes with a money-back guarantee, but is only available at RestoreYourHealthNow.com.
[02:53:24.755 --> 02:53:27.497]  Learn how to get free bottles of Liquid Zeolite by calling 800-880-9976.
[02:53:27.557 --> 02:53:27.737]  That's 800-880-9976.
[02:53:27.757 --> 02:53:29.198]  Or go to RestoreYourHealthNow.com.
[02:53:29.218 --> 02:53:30.639]  That's RestoreYourHealthNow.com.
[02:53:43.578 --> 02:53:46.359]  Folks, this is a scientific dictatorship.
[02:53:46.399 --> 02:53:49.520]  They look at you in their little lab coats like an animal.
[02:53:50.361 --> 02:53:53.282]  They've set up a whole system to control and manipulate you.
[02:53:55.903 --> 02:54:00.785]  Schools across the country are admittedly watching kids at home on their laptops.
[02:54:02.185 --> 02:54:03.986]  I mentioned this earlier, Big Brother in St.
[02:54:04.046 --> 02:54:12.990]  Louis, schools plan to monitor students' activity at home with these medical wristbands, all the students tracking their heart rates, everything, just training you that you're a prisoner.
[02:54:14.151 --> 02:54:16.052]  And a sea of the parents will go along with it.
[02:54:16.492 --> 02:54:25.497]  And now California is inoculating school students without parental consent, and we've caught schools before doing it and claiming it's an accident.
[02:54:25.897 --> 02:54:31.240]  They take your blood at birth and tell you it's for a blood test, and they're liars and they're caught lying.
[02:54:31.880 --> 02:54:36.082]  And they were just saying, Alex, you haven't mentioned the article about how the new window's coming out.
[02:54:36.863 --> 02:54:38.764]  It won't have a mouse, it'll be eye-tracked.
[02:54:40.819 --> 02:54:41.640]  Well, absolutely.
[02:54:41.940 --> 02:54:44.623]  What do you think the Kinect put out by Microsoft does?
[02:54:45.904 --> 02:54:46.925]  It's a face scan.
[02:54:48.206 --> 02:54:52.711]  See, the technology all is, it's not even a Trojan horse.
[02:54:53.392 --> 02:54:59.698]  The reason you think you have a computer, the reason you think you go on Google is the side vestigial reason.
[02:55:00.178 --> 02:55:02.701]  It's all designed to track and control you.
[02:55:05.646 --> 02:55:14.805]  Microsoft said a decade ago that they're going to have Internet ID by law, but before that, it won't matter because you're going to thumbprint and face scan to activate your computer.
[02:55:14.885 --> 02:55:16.027]  It will not turn on.
[02:55:17.836 --> 02:55:26.183]  Now, even local banks are trying to pressure us when we get wires in from advertisers or we're going to wire money or something to do a voice print deal.
[02:55:26.223 --> 02:55:34.049]  Not even a code or not even a... I mean, it's just... And then again, they can tax and trace and shut you down.
[02:55:34.910 --> 02:55:37.251]  They can put any fees they want on you.
[02:55:37.632 --> 02:55:41.335]  It's a system where you're like a rat in a big computerized maze.
[02:55:42.970 --> 02:55:52.272]  And then now I see all the big Republican talk show hosts freaking out over Obama saying, I'll just have, you know, I'll just appoint judges now in America.
[02:55:52.672 --> 02:55:54.572]  They're saying, but this has never been done before.
[02:55:54.672 --> 02:55:56.192]  These aren't recess appointments.
[02:55:56.692 --> 02:55:57.512]  We're not in recess.
[02:55:57.552 --> 02:55:58.673]  These are permanent appointments.
[02:55:59.573 --> 02:56:00.153]  Remember the quote?
[02:56:00.553 --> 02:56:03.253]  Believe me, the idea of doing things on my own is very tempting.
[02:56:04.094 --> 02:56:04.654]  Remember Bush?
[02:56:05.034 --> 02:56:09.254]  Things would be a heck of a lot easier if this was a dictatorship, just so long as I'm the dictator.
[02:56:09.274 --> 02:56:11.375]  Remember that?
[02:56:11.415 --> 02:56:12.035]  You can pull that up.
[02:56:14.557 --> 02:56:17.960]  I mean, it's open creepiness in your face.
[02:56:19.021 --> 02:56:20.943]  Beyond what you could even imagine.
[02:56:23.485 --> 02:56:25.407]  And it's just going to get more insane from here on out.
[02:56:26.172 --> 02:56:27.933]  And you're like, well, at least we're on the air talking about it.
[02:56:28.274 --> 02:56:29.935]  Yeah, now they're talking about shutting people down.
[02:56:29.995 --> 02:56:33.698]  I mean, it's everyone going along with this, we're destroying ourselves.
[02:56:34.138 --> 02:56:35.119]  That's what's so frustrating.
[02:56:35.620 --> 02:56:38.242]  99% of people are compartmentalized.
[02:56:38.542 --> 02:56:42.645]  They may even hate the New World Order, but you still go along with it because it's all around you.
[02:56:42.685 --> 02:56:46.749]  We've got to start really realizing this is the big issue.
[02:56:46.829 --> 02:56:47.689]  This is everything.
[02:56:48.390 --> 02:56:52.593]  All the other stuff, the football, the dramas, it's all drama.
[02:56:53.379 --> 02:56:54.380]  We're under attack.
[02:56:54.420 --> 02:56:55.601]  Let's get conscious to it.
[02:56:55.901 --> 02:57:06.110]  The globalists know that if it's incremental... Do you think a deer, here's an analogy, would walk out into a beautiful green field if it knew that the whole field was a giant bear trap?
[02:57:06.471 --> 02:57:07.632]  I just thought of a graphic of that.
[02:57:08.773 --> 02:57:13.997]  It's the same thing of like a well, a pond being poisoned, where deer come to drink.
[02:57:14.258 --> 02:57:16.340]  If they don't taste the poison, they're going to drink it and all die.
[02:57:17.302 --> 02:57:19.684]  It's because it's not in your face, but now it is in your face.
[02:57:20.185 --> 02:57:27.811]  Because it grew slowly, like the frog in the pot, people are almost totally wide open to it, and it's almost like a deer.
[02:57:27.831 --> 02:57:34.316]  You know, the public's a deer walking out into a field, and you see the whole field slammed shut, and it's a giant Venus flytrap.
[02:57:35.697 --> 02:57:37.719]  You know, and the trees and stuff are just its teeth.
