[00:00:00.069 --> 00:00:01.109]  The radio starts here.
[02:38:42.024 --> 02:38:46.307]  We took herbicide and pesticide courses and
[02:38:47.589 --> 02:38:56.135]  I know you'll be really surprised about this, but they had these little junior VPs from Monsanto that actually taught the class.
[02:38:56.295 --> 02:38:56.616]  Wow.
[02:38:57.476 --> 02:39:00.278]  And the guy came up there and it was his practice.
[02:39:00.318 --> 02:39:01.459]  He was well known for this.
[02:39:02.119 --> 02:39:03.741]  And at the beginning of every year...
[02:39:04.561 --> 02:39:19.077]  With the new class, he would take a bottle of Roundup, pop the cap on it, pull the metal seal off to prove that it was, you know, hadn't been tampered with, and pour a one ounce shot glass full and throw it back and drink it.
[02:39:20.510 --> 02:39:26.332]  And this was done to, as an example to us, as to how safe it was.
[02:39:26.412 --> 02:39:28.732]  He taught us how safe it was.
[02:39:28.932 --> 02:39:32.633]  No, he couldn't be drinking Roundup.
[02:39:33.254 --> 02:39:45.897]  And as a result, years later, at the age of 46, I found out that I had Atrazine, Malathion, and a number of other chemicals in my bone marrow.
[02:39:46.397 --> 02:39:49.099]  Well, that's incredible that they infiltrated the education process.
[02:39:49.119 --> 02:39:52.602]  I wonder what happened to that guy that was claiming to be chugging shot glasses of Roundup.
[02:40:06.514 --> 02:40:06.955]  He's probably dead.
[02:40:25.392 --> 02:40:28.173]  And this was all from chemical poisoning.
[02:40:29.233 --> 02:40:36.695]  The second thing I want to talk about was that I noticed that you mentioned that deal about feeding the gummy worms to the cattle and such.
[02:40:37.175 --> 02:40:42.216]  But there might be a slightly different perspective on that that you might consider.
[02:40:42.236 --> 02:40:44.476]  And I have a friend that's in Indiana.
[02:40:45.136 --> 02:40:47.717]  I spoke with him, gosh, a couple weeks ago.
[02:40:48.637 --> 02:41:02.483]  And he said that 70% of the corn crop has failed out in the Midwest and in the corn production areas, and that the 30% that's left over has got a government mandate.
[02:41:02.503 --> 02:41:04.744]  They're using it to make ethanol.
[02:41:06.064 --> 02:41:21.439]  Corn is so expensive now that using ethanol, which was supposed to lower the cost of gas, is actually making the cost of gas go up because they're using that 30% of the corn that they do have to make ethanol.
[02:41:22.220 --> 02:41:27.165]  So we're putting our food in our gas tanks and then we're feeding our cows candy.
[02:41:29.867 --> 02:41:37.112]  And then we're injecting little girls with birth control in school, and we're all eating poison GMOs, and this is all called normal?
[02:41:37.752 --> 02:41:37.993]  Wow!
[02:41:59.907 --> 02:42:02.548]  The fact is they don't have anything to feed to them.
[02:42:02.628 --> 02:42:03.088]  Yeah, I get that.
[02:42:03.108 --> 02:42:27.339]  So they're going up there and getting tractor-trailer truckloads of Oreo crumbs, like you said, gummy bears, cereals, floor sweepings, the stuff they clean out of the equipment that they make these products with, and bringing that back to feed to the animals, not necessarily to fatten them faster, but just to keep them alive to start with so they don't lose their stock.
[02:42:28.019 --> 02:42:39.167]  And because it's got so much corn syrup in it that he says that they're getting at least a small fraction of the nutrition out of the corn, which I argued with him about it.
[02:42:39.407 --> 02:42:40.508]  The point is well taken.
[02:42:57.879 --> 02:43:03.083]  Maybe in the Midwest they can take their cows trick-or-treating and just eat up all the candy that are given out by the households.
[02:43:03.103 --> 02:43:08.046]  It might take a while to unwrap all those little gummy bear packages though, wouldn't it?
[02:43:08.386 --> 02:43:09.307]  It's just insane, man.
[02:43:09.347 --> 02:43:09.927]  It's insane.
[02:43:09.947 --> 02:43:14.150]  We're feeding the cows this food with artificial color and this candy.
[02:43:14.710 --> 02:43:15.831]  You almost can't call it food.
[02:43:16.171 --> 02:43:17.232]  But good points, John.
[02:43:17.272 --> 02:43:18.953]  I'm really glad you shared all that with us.
[02:43:19.233 --> 02:43:22.015]  Let's go to another caller, Harry in Pennsylvania.
[02:43:22.395 --> 02:43:23.336]  Harry, you're on the air.
[02:43:23.376 --> 02:43:23.956]  Go ahead, sir.
[02:43:23.996 --> 02:43:24.597]  What's on your mind?
[02:43:25.800 --> 02:43:30.785]  I'd like to know if canola oil is a GE type of food.
[02:43:30.805 --> 02:43:31.445]  Should we avoid it?
[02:43:31.666 --> 02:43:34.768]  Most canola oil is genetically engineered, yes, but not all.
[02:43:35.629 --> 02:43:37.111]  And hence the need for labeling.
[02:43:37.451 --> 02:43:41.675]  Wouldn't you like to know the difference if you're at the store and you're buying canola oil?
[02:43:42.015 --> 02:43:46.840]  Wouldn't you like it to say either no GMOs or yes, it contains GMOs so you can make a decision?
[02:43:46.880 --> 02:43:49.162]  But yeah, a lot of canola is genetically engineered.
[02:43:49.602 --> 02:43:58.573]  And it's used throughout most salad dressings that you buy at the grocery store, another form of hidden food ingredients that you don't know what they are.
[02:43:58.773 --> 02:44:03.719]  And of course canola oil used to be called rapeseed oil before they changed the name for marketing reasons.
[02:44:03.739 --> 02:44:04.560]  What do you think about that?
[02:44:05.578 --> 02:44:06.679]  Well, Mike, you're right.
[02:44:06.699 --> 02:44:18.889]  In fact, I found out also that even if something says sugar, you have to call and ask them if it is 100% cane sugar or also contains beet sugar.
[02:44:19.630 --> 02:44:22.893]  And if it contains beet sugar, are the beets GMO.
[02:44:23.013 --> 02:44:25.215]  So you can't even dictate by it saying sugar.
[02:44:25.555 --> 02:44:26.836]  You are exactly right, sir.
[02:44:26.956 --> 02:44:27.477]  Good point.
[02:44:27.597 --> 02:44:28.537]  You're educated, man.
[02:44:28.598 --> 02:44:28.938]  I love it.
[02:44:29.899 --> 02:44:32.761]  The GMO beets were planted for quite some time.
[02:44:32.801 --> 02:44:35.023]  I don't think they're allowed to plant them this year.
[02:44:35.203 --> 02:44:37.785]  We should check with Jeffrey Smith on that fact-checking.
[02:44:37.805 --> 02:44:42.108]  But they're definitely pushing for GMO sugar beets to be allowed again.
[02:44:42.989 --> 02:44:44.470]  And they want everything to be GMO.
[02:44:44.590 --> 02:44:45.291]  That's what they want.
[02:44:45.631 --> 02:44:46.112]  Everything.
[02:44:46.572 --> 02:44:47.473]  Everything GMO.
[02:44:47.753 --> 02:44:48.754]  So thank you for your call.
[02:44:49.214 --> 02:44:50.375]  Very good points there, Harry.
[02:44:50.675 --> 02:44:52.156]  Let's go to Dave in Florida.
[02:44:52.196 --> 02:44:53.297]  Dave, you're on the air.
[02:44:53.337 --> 02:44:53.738]  Go ahead, sir.
[02:44:55.191 --> 02:44:58.573]  Hey Mike, thank you for all your great work on the healthy foods.
[02:44:59.074 --> 02:45:02.316]  I got a question about synthetic vitamins and minerals.
[02:45:02.436 --> 02:45:03.036]  Yeah.
[02:45:03.196 --> 02:45:22.809]  I'm purchasing the longevity products and my sister also works in supplemental vitamins and she was telling me that some of the stuff has acetate, palatate, or isolate in it and could you tell us if that synthetic stuff is bad for you or if it's actually good for you?
[02:45:23.210 --> 02:45:23.810]  And about HCL.
[02:45:25.791 --> 02:45:30.674]  Okay, well, in my view, I always prefer to get nutrients from food, and I love food-based nutrition.
[02:45:30.975 --> 02:45:38.159]  The Yongevity product is a great supplement, especially for those who have been nutritionally deficient for a long period of time, and there is benefit to them.
[02:45:38.199 --> 02:45:43.803]  But, personally, I like to get food-based nutrients from superfoods and things like that.
[02:45:44.283 --> 02:45:48.966]  One of the great benefits of Yongevity, by the way, though, is the minerals, the mineral elements that are in it.
[02:45:49.666 --> 02:46:01.578]  A lot of elements that you normally aren't going to get the trace minerals from, and I know some people have criticized that there are trace levels of some light metals in there, but the level is so trace.
[02:46:02.038 --> 02:46:06.782]  Look, people, you got to understand, it's the dose that is either the benefit or the poison.
[02:46:07.243 --> 02:46:08.904]  I mean, I expose the product.
[02:46:09.545 --> 02:46:09.945]  I don't know.
[02:46:24.660 --> 02:46:30.823]  A small amount of aluminum in a natural matrix that's full of all the other elements, that's actually perfectly safe.
[02:46:31.364 --> 02:46:33.685]  And, as I understand it, those elements are from plants.
[02:46:33.745 --> 02:46:40.869]  So, in my view, I would prefer to get vitamins from plant and whole food forms.
[02:46:41.429 --> 02:46:42.890]  And so there are lots of choices for that.
[02:46:43.310 --> 02:46:49.253]  I don't know everything about longevity products, but I'm sure someone else here will be able to answer those questions in more detail.
[02:46:49.833 --> 02:46:50.614]  Does that help?
[02:46:51.792 --> 02:46:52.892]  Yeah, great answer.
[02:46:52.952 --> 02:46:54.973]  How about the HCL?
[02:46:56.394 --> 02:46:57.394]  Well, it depends on the source.
[02:46:57.714 --> 02:47:03.876]  Sometimes the source for HCL can be from animals, which I wouldn't necessarily want to take.
[02:47:04.496 --> 02:47:06.877]  I'm not familiar with what source is being used in Longevity.
[02:47:06.897 --> 02:47:07.878]  I apologize.
[02:47:07.918 --> 02:47:11.519]  I haven't gone, you know, line by line on that product to know exactly what's in it.
[02:47:12.619 --> 02:47:15.121]  But, you know, the results speak for themselves.
[02:47:15.301 --> 02:47:15.882]  That's for sure.
[02:47:16.022 --> 02:47:19.644]  I mean, people here in the office get fantastic results on the product.
[02:47:20.165 --> 02:47:24.168]  I'm not affiliated with the company and I don't, you know, I don't promote it or sell it.
[02:47:24.228 --> 02:47:27.030]  So I'm sort of an independent point of view on that.
[02:47:27.110 --> 02:47:28.691]  But you can't argue with the results.
[02:47:29.071 --> 02:47:30.472]  A lot of people are getting benefits from it.
[02:47:30.512 --> 02:47:31.293]  No question about that.
[02:47:32.890 --> 02:47:37.452]  Okay, I was thinking of growing organic food on my property.
[02:47:37.532 --> 02:47:48.218]  I'm a retired military member, and I was just wondering, what do you think about the government's rules about home farming and stuff?
[02:47:48.843 --> 02:47:52.864]  Well, I'm a little freaked out by some of their rules.
[02:47:52.904 --> 02:47:56.526]  They're trying to criminalize farming and home gardening.
[02:47:56.566 --> 02:48:00.887]  We've seen the attacks on Julie Bass in Oak Park, Michigan, for example.
[02:48:01.748 --> 02:48:05.589]  The woman in Tulsa, Oklahoma, whose garden was destroyed by the local authorities.
[02:48:06.169 --> 02:48:08.010]  They don't want you to be able to grow your own food.
[02:48:08.630 --> 02:48:12.992]  Now, and remember your first question was about really where should you get your nutrients?
[02:48:13.533 --> 02:48:24.719]  Ideally, and I've always said this and I will continue to say this even if I promote a supplement, you should always get your nutrients first choice from food that you grill yourself.
[02:48:25.379 --> 02:48:27.741]  Supplementation is always the backup plan.
[02:48:27.821 --> 02:48:29.502]  It's always the next best choice.
[02:48:30.262 --> 02:48:35.646]  But it's so much better to get it from supplementation than to try to just eat the standard diet, which is nutrient depleted.
[02:48:35.686 --> 02:48:42.630]  So remember, real food that you grow at home is always, always, always your number one choice of live nutrition.
[02:48:43.110 --> 02:48:52.777]  Supplementation is always just the second backup plan to bring you the things that you can't grow because of time or because of soils or climate or whatever the case may be.
[02:48:53.057 --> 02:48:54.338]  Does that help answer your question?
[02:48:55.626 --> 02:48:56.366]  Very much so.
[02:48:56.486 --> 02:48:57.126]  Amen, brother.
[02:48:57.166 --> 02:48:57.887]  Thank you very much.
[02:48:57.967 --> 02:48:58.287]  Thank you.
[02:48:58.327 --> 02:48:59.147]  Thank you for your questions.
[02:48:59.187 --> 02:49:00.007]  Really appreciate that.
[02:49:00.507 --> 02:49:02.648]  All right, let's go to Pat in California.
[02:49:02.748 --> 02:49:03.848]  Pat, you're on the air.
[02:49:03.908 --> 02:49:04.308]  Go ahead.
[02:49:04.328 --> 02:49:07.229]  Hi, thanks for taking my call.
[02:49:08.049 --> 02:49:09.289]  I want to make two quick points.
[02:49:09.789 --> 02:49:23.332]  In regards to GMO, I want people to remember, if they remember the situation with the bee populations dying off, they found out 10 years ago in France, the farmers did tests on certain pesticides.
[02:49:23.912 --> 02:49:28.755]  And they realized that the bees weren't dying off when they were exposed to these pesticides.
[02:49:29.375 --> 02:49:34.478]  Well, it's interesting because it was even in the New York Times March of this year.
