[00:00:00.109 --> 00:00:01.490]  A really good idea.
[02:48:03.608 --> 02:48:07.931]  On the Israel situation,
[02:48:11.707 --> 02:48:16.869]  A member came out over a year ago, Cy Hirsch, New Yorker Magazine, that the U.S.
[02:48:16.889 --> 02:48:27.493]  had transferred a bunch of bunker-busting nukes to Israel to be used on Iran, and they'd built a bunch more over here in the U.S.
[02:48:27.573 --> 02:48:28.233]  for other use.
[02:48:31.434 --> 02:48:36.216]  And then all these experts came out and said, well, wait a minute, you don't even need nukes to knock out these facilities.
[02:48:39.600 --> 02:48:49.208]  I mean, you can certainly cave in all the entrances and seriously damage them and bomb everything in the vicinity and keep that facility, you know, out of... you don't need to use nukes.
[02:48:49.829 --> 02:48:53.252]  And they're just like, we don't care, we want to set the precedent to use nuclear weapons.
[02:48:54.833 --> 02:48:56.735]  Hell, they already use dirty bombs, do you?
[02:48:57.455 --> 02:48:57.916]  Why not?
[02:48:57.936 --> 02:49:01.419]  I think everybody's hysterical that somebody's going to DU us.
[02:49:01.739 --> 02:49:03.340]  We're DUing our troops every day.
[02:49:04.001 --> 02:49:06.223]  Israel DUed itself, hitting Lebanon with it.
[02:49:07.276 --> 02:49:08.097]  That's the thing, man.
[02:49:08.157 --> 02:49:09.339]  These globalists are nuts.
[02:49:10.099 --> 02:49:19.691]  You go to Bilderberg Rip, you see them drinking Diet Coke full of aspartame, you see them talking on cell phones, you see them smoking cigarettes, old men, old royalty just smoking cigarettes.
[02:49:20.872 --> 02:49:24.316]  They'll send their grandson off to fight in a war and have him breathe DU.
[02:49:24.617 --> 02:49:25.818]  They just don't care, man.
[02:49:25.858 --> 02:49:27.140]  These people are just nuts!
[02:49:30.353 --> 02:49:35.736]  I've talked to families whose sons and daughters are over there, and they go, yeah, I know DU's bad, but it's a good weapon.
[02:49:35.756 --> 02:49:38.378]  That's real funny!
[02:49:41.040 --> 02:49:43.021]  Because they're living one minute to the next, folks.
[02:49:43.061 --> 02:49:44.822]  They're not thinking about anything.
[02:49:45.502 --> 02:49:47.323]  There's no long-term strategic thinking.
[02:49:47.343 --> 02:49:47.924]  There's nothing.
[02:49:50.365 --> 02:49:51.606]  And so Israel comes out.
[02:49:52.677 --> 02:50:00.162]  It's in the London Independent, Times of London, but the reason you're hearing all this is because top Israeli officials said this over the weekend.
[02:50:02.223 --> 02:50:06.326]  Military strike is the only way to stop Iran, says top Israeli strategist.
[02:50:06.706 --> 02:50:14.611]  A top Israeli strategic analyst says armed forces is the only way to stop Iran acquiring nuclear weapons if the international community does not impose effective sanctions.
[02:50:15.631 --> 02:50:16.132]  The ZV
[02:50:17.382 --> 02:50:30.667]  Shetouber, director of the Tel Aviv University Institute for National Security Studies, was speaking last night after the Foreign Ministry denied a report in the Sunday Times that Israeli pilots were already training to strike three targets with low-yield nuclear weapons.
[02:50:31.448 --> 02:50:39.451]  Mark Regev, the Foreign Ministry spokesman, said Israel was focusing on giving full support to diplomatic actions and the implementation of a U.N.
[02:50:39.471 --> 02:50:42.832]  Security Council resolution imposing limited sanctions on Tehran.
[02:50:45.743 --> 02:50:50.807]  And again, the average American hears the headline, sees the headline, Iran goes nuclear.
[02:50:51.508 --> 02:50:53.049]  Peaceful nuclear weapons.
[02:50:53.550 --> 02:50:54.991]  Conservatively.
[02:50:56.432 --> 02:50:57.413]  Five years away.
[02:51:00.856 --> 02:51:02.557]  Five to nine, depending on which assessment.
[02:51:04.058 --> 02:51:08.682]  And hell, Pakistan's running around with a whole bunch of nukes and medium-range missiles.
[02:51:11.845 --> 02:51:12.826]  Nobody's worried about that.
[02:51:16.036 --> 02:51:18.700]  No, just Iran's an archenemy of Israel.
[02:51:19.761 --> 02:51:21.304]  And so it's going to get blown off the map.
[02:51:22.445 --> 02:51:24.147]  And boy, is the economy going to tank.
[02:51:25.069 --> 02:51:25.870]  We'll be right back.
[02:51:25.910 --> 02:51:27.873]  I'll get into a little bit more on this.
[02:51:27.893 --> 02:51:28.594]  I'll take a few calls.
[02:51:33.087 --> 02:51:36.273]  It's here, after a year in production and traveling to distant lands.
[02:51:36.613 --> 02:51:38.536]  My new film Terror Storm is complete.
[02:51:38.917 --> 02:51:46.570]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:51:47.259 --> 02:51:54.322]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:51:54.702 --> 02:52:06.107]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[02:52:06.447 --> 02:52:09.949]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[02:52:10.409 --> 02:52:12.330]  It's an anthology of government crimes.
[02:52:12.670 --> 02:52:16.492]  Terror Storm is a film that everyone who wants to be truly informed must see.
[02:52:17.093 --> 02:52:24.563]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[02:52:30.265 --> 02:52:38.613]  Hello folks, Alex Jones here introducing Prudent Places USA, an interactive CD book that is your premier resource for hard-to-find information.
[02:52:38.793 --> 02:52:48.842]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[02:52:49.322 --> 02:52:55.164]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[02:52:55.384 --> 02:53:06.128]  Find out everything from where to get water in an emergency, the geographic income levels, housing prices, complete with over 3 gigabytes of detailed information on the 3,000 plus counties in the U.S.
[02:53:06.288 --> 02:53:12.771]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[02:53:13.031 --> 02:53:18.173]  Order Prudent Places USA now for only $29, plus shipping by calling New Millennium
[02:53:18.393 --> 02:53:20.438]  Call us at 888-803-4438 and tell them Alex Jones sent you.
[02:53:20.478 --> 02:53:22.122]  That's 888-803-4438 or order online at murkywater.com.
[02:53:29.953 --> 02:53:37.897]  For years you've been hearing about Herbal Healer Academy and how it's remained the leader in effective alternative and natural medicine and education.
[02:53:38.357 --> 02:53:41.459]  But how can they continue to hold that title for years on end?
[02:53:41.899 --> 02:53:44.961]  The answer is high quality and huge selection.
[02:53:45.321 --> 02:53:50.183]  Just visit HerbalHealer.com and shop online or request a free catalog.
[02:53:50.564 --> 02:53:52.925]  You're bound to find the alternative you're looking for.
[02:53:53.645 --> 02:53:58.326]  Did you know that Herbal Healer carries the latest, safest and effective weight loss products?
[02:53:58.846 --> 02:54:04.708]  You can also count on Herbal Healer for the largest selection of safe and natural supplements just for children.
[02:54:05.028 --> 02:54:06.208]  And don't forget your pets.
[02:54:06.648 --> 02:54:12.329]  Herbal Healer even has natural mineral supplements for all your animals, including horses, cows and birds.
[02:54:12.769 --> 02:54:19.111]  Take a peek at their online calendar and you're sure to find everything you need and maybe something you didn't realize you need.
[02:54:19.711 --> 02:54:24.512]  Visit HerbalHealer.com and don't forget to sign up for the free Herbal Healer newsletter.
[02:54:25.012 --> 02:54:28.473]  HerbalHealer.com, working with the power of nature.
[02:54:29.613 --> 02:54:31.753]  Big John.
[02:54:32.493 --> 02:54:35.674]  Big John.
[02:54:35.694 --> 02:54:38.254]  Every morning at the mine you could see him arrive.
[02:54:38.294 --> 02:54:41.115]  He stood six foot six and weighed 245.
[02:54:41.155 --> 02:54:43.915]  Kind of broad at the shoulders and narrow at the hips.
[02:54:43.975 --> 02:54:47.296]  And everybody knew you didn't give no lip to Big John.
[02:54:56.349 --> 02:55:02.932]  Look, in the past, Americans especially knew that people wanted to scam you, wanted to enslave you, wanted to dominate you.
[02:55:03.873 --> 02:55:14.358]  And now, we just after World War II, we decided we were the good guys, and the government was good, and it could do no wrong, and we got taken for a ride, and they, these elites owned really fancy public relations firms,
[02:55:15.097 --> 02:55:20.541]  They'll have, you know, people pay millions of dollars a year just to come up with names of stuff and how to twist things.
[02:55:22.862 --> 02:55:27.225]  And it's just sick to see people so conned.
[02:55:29.907 --> 02:55:36.351]  And to think that they lied to us into war with Iraq, claiming they had weapons of mass destruction.
[02:55:38.612 --> 02:55:41.134]  And now they're going to lie us into war with Iran.
[02:55:42.105 --> 02:55:43.887]  And of course I'm not saying Iran's perfect.
[02:55:44.227 --> 02:55:45.308]  Humanity is evil.
[02:55:45.808 --> 02:55:50.332]  Leaders are always more evil, or almost always more evil, than their populations.
[02:55:51.353 --> 02:55:53.214]  But I'm totally against attacking Iran.
[02:55:55.856 --> 02:55:59.039]  I'm just so tired of hearing how Israel's our best buddy.
[02:55:59.619 --> 02:56:01.521]  Israel's totally controlled by the globalists.
[02:56:03.507 --> 02:56:12.511]  Look, there is no Israel, there is no U.S., there is no... All of these western countries are controlled by the Global Crime Syndicate, by the big central banks.
[02:56:13.291 --> 02:56:19.253]  Anything they do is simply one step towards knocking out any other sovereign nations.
[02:56:22.074 --> 02:56:30.998]  The U.S., England, Israel, they're all used as engines to expand this global empire.
[02:56:34.013 --> 02:56:36.934]  And that's why David Rockefeller and the rest of them call it the New World Order.
[02:56:36.954 --> 02:56:38.974]  That's why we say we fight the New World Order.
[02:56:38.994 --> 02:56:40.274]  That's their name for it.
[02:56:42.875 --> 02:56:43.495]  Here's another one.
[02:56:43.515 --> 02:56:45.736]  The Israeli divulge his plan to nuke Iran.
[02:56:46.616 --> 02:56:47.236]  Not to worry.
[02:56:47.296 --> 02:56:56.818]  The many nukes Israel will use against Iran's facility and the heavy water reactor would each have a force equivalent to one-fifteenth of the Hiroshima bomb.
[02:56:57.158 --> 02:57:01.079]  Thus, we should not worry about the downwinders, mostly Iranians.
[02:57:02.719 --> 02:57:12.342]  Two Israeli Air Force squadrons are trying to blow up an Iranian facility using low-yield nuclear bunker busters, according to several Israeli military sourcers reports the Sunday Times.
[02:57:12.802 --> 02:57:19.885]  The attack will be the first with nuclear weapons since 1945, when the United States dropped atomic bombs on Hiroshima and Nagasaki.
[02:57:23.546 --> 02:57:24.126]  Oh, man.
[02:57:24.146 --> 02:57:32.149]  And of course, that'll just further demonize America in the eyes of the world and make more countries dump the dollar.
[02:57:34.022 --> 02:57:35.522]  So your money will be worth even less?
[02:57:40.203 --> 02:57:45.844]  I mean, China, their head general threatened last year to nuke every major US city.
[02:57:45.864 --> 02:57:47.005]  He had a press conference.
[02:57:47.625 --> 02:57:49.945]  And our media is all, China's our friend.
[02:57:50.485 --> 02:57:51.806]  North Korea threatening to nuke us.
[02:57:52.366 --> 02:57:53.086]  Pakistan.
[02:57:54.326 --> 02:57:55.186]  Over 20 nukes.
[02:57:55.326 --> 02:57:56.847]  Delivery system's not a problem.
[02:57:57.207 --> 02:57:57.727]  Iran.
[02:57:57.747 --> 02:58:03.088]  And it's all the things our government's done to them.
[02:58:03.740 --> 02:58:08.041]  But again, the average person can't find it on a map, doesn't know what we've done to Iran.
[02:58:08.461 --> 02:58:09.401]  It's horrible!
[02:58:09.901 --> 02:58:11.622]  No wonder they hate us so much!
[02:58:12.802 --> 02:58:16.903]  This is like somebody we've been stomping on in a ditch, who's trying to crawl up.
[02:58:16.943 --> 02:58:18.403]  We're going, look, he's crawling up!
[02:58:18.463 --> 02:58:19.024]  He's evil!
[02:58:21.224 --> 02:58:22.164]  It's just incredible.
[02:58:22.184 --> 02:58:22.744]  I'm out of time.
[02:58:22.764 --> 02:58:23.605]  Sorry to the callers.
[02:58:23.805 --> 02:58:25.085]  I'll be back tomorrow.
[02:58:25.105 --> 02:58:27.506]  I've got some big guests lined up this week.
[02:58:28.506 --> 02:58:29.046]  And, uh...
[02:58:33.527 --> 02:58:35.288]  We're gonna continue to fight the New World Order.
[02:58:36.228 --> 02:58:38.389]  I just get frustrated seeing them scam people.
[02:58:39.229 --> 02:58:41.070]  I wish they didn't get away with it so much.
[02:58:41.130 --> 02:58:43.992]  I wish people knew how they were being manipulated.
[02:58:44.992 --> 02:58:48.634]  I mean, the level of just... Look, the government's totally corrupt.
[02:58:48.954 --> 02:58:49.854]  Totally corrupt.
[02:58:50.194 --> 02:58:52.595]  The corporations that control it are totally corrupt.
[02:58:53.776 --> 02:58:55.056]  And heaven help us.
[02:58:55.897 --> 02:58:58.338]  Heaven help us, because, man, they just get hungrier.
[02:58:58.978 --> 02:59:01.199]  The bigger they get, the more they gotta consume.
[02:59:02.344 --> 02:59:04.747]  And they want to put us all in prison, sterilize us?
[02:59:05.248 --> 02:59:06.330]  These are some bad people.
[02:59:06.590 --> 02:59:07.111]  God bless!
[02:59:09.674 --> 02:59:13.600]  If you would like a copy of this show, come to GCNlive.com and reserve it today.
