[00:00:00.029 --> 00:00:01.021]  Bidding talk rates.
[02:30:38.203 --> 02:30:41.647]  For only $22.95 plus shipping, MediCleanse is shipped directly to you.
[02:30:41.807 --> 02:30:42.428]  Or call them at 1-800-317-9547.
[02:30:42.448 --> 02:30:42.648]  That's 1-800-317-9547.
[02:30:42.668 --> 02:30:42.928]  Call today.
[02:31:11.498 --> 02:31:13.139]  Here's my call.
[02:31:13.179 --> 02:31:14.519]  Here's my call to action.
[02:31:14.559 --> 02:31:16.820]  I'll stop beating around the bush.
[02:31:40.695 --> 02:31:45.422]  We are creating this site that has all the answers on the vaccines.
[02:31:45.482 --> 02:31:47.005]  It has the info, the angles.
[02:31:47.025 --> 02:31:51.531]  It's going to get bigger and bigger, but very simple at the top and then get into more detail.
[02:31:53.134 --> 02:31:53.955]  We need your help.
[02:31:54.075 --> 02:31:55.978]  All the thousands of articles about
[02:31:57.436 --> 02:31:59.738]  Vaccinating children in Africa, and they all die.
[02:31:59.798 --> 02:32:01.879]  AP Reuters, all the years going back.
[02:32:02.600 --> 02:32:06.082]  Government documents, State Department Plan 200, we've got that.
[02:32:06.322 --> 02:32:08.764]  Where they said they were going to do all this, all the information.
[02:32:09.004 --> 02:32:14.468]  But it starts out with, hey, these things are bad, here's why they're bad, instead of just Jenny McCarthy, who hadn't gone down the rabbit hole yet.
[02:32:15.568 --> 02:32:24.754]  Though she calls her new book, Louder Than Words, that's the name of the loose change production company I'm partnered with, until they know what's going on, about autism.
[02:32:25.095 --> 02:32:27.016]  Well, it's a lot bigger than just that.
[02:32:27.668 --> 02:32:30.030]  Why is diabetes up 3,000 plus percent?
[02:32:30.270 --> 02:32:31.351]  It's not just the corn syrup.
[02:32:31.611 --> 02:32:37.575]  It's a cocktail of things, and they know what's going on, and in many cases, they're behind it and want it to happen.
[02:32:39.856 --> 02:32:41.117]  It's like Logan's Run, folks.
[02:32:41.137 --> 02:32:51.484]  They implant you with these cancer viruses that then, after a certain amount of cell replications, activate, and it's generally right after you've finished your working year, so they can suck all your savings out to the medical system.
[02:32:51.805 --> 02:32:55.087]  I mean, this is cold-blooded, done with military precision.
[02:32:56.554 --> 02:33:00.557]  I want you to tell everybody about the new section we're just now posting at PrisonPlanet.com.
[02:33:00.597 --> 02:33:05.181]  You know, when you're getting your hair cut, go, go, hey, have you heard about vaccines hurting children?
[02:33:05.201 --> 02:33:06.242]  They'll go, yeah, yeah!
[02:33:06.262 --> 02:33:08.364]  Everybody will start talking, if they're not already talking about it.
[02:33:08.624 --> 02:33:14.669]  And tell them, yeah, go to PrisonPlanet.com, and on the left or right-hand side, we're going to put a permanent link, and they can click on that section.
[02:33:14.949 --> 02:33:22.335]  You can post, you're welcome to grab all the material we post, we want you to, and put it on your site, clone it, add to it.
[02:33:23.056 --> 02:33:25.258]  This is just about warning people!
[02:33:27.173 --> 02:33:31.017]  I mean, I want you to catch the same bug I've got.
[02:33:31.037 --> 02:33:35.702]  I want you to catch the same spirit I've got of wanting to warn people.
[02:33:35.722 --> 02:33:41.287]  I mean, I almost just tear myself apart with desire, of just frustrated desire to want to warn people.
[02:33:41.868 --> 02:33:46.253]  I mean, I don't... I mean, imagine, we can save millions of children from autism.
[02:33:46.833 --> 02:33:48.495]  It's millions and millions and millions.
[02:33:49.620 --> 02:33:51.522]  Tens of millions globally every couple years.
[02:33:51.602 --> 02:33:54.665]  We can save people from drinking sodium and stannous fluoride.
[02:33:55.225 --> 02:33:58.388]  We can hurt the enemy and make them push it on us different ways.
[02:33:58.428 --> 02:33:59.809]  We can stop them.
[02:33:59.849 --> 02:34:08.237]  We can stop... We can stop using cell phones up against our heads and use our hands free so we don't get the brain tumors that they absolutely admit they cause.
[02:34:08.317 --> 02:34:08.837]  No debate.
[02:34:08.857 --> 02:34:11.039]  We're going to create sections on all that.
[02:34:11.079 --> 02:34:12.380]  The whole eugenics attack.
[02:34:12.440 --> 02:34:13.161]  This is the key.
[02:34:13.521 --> 02:34:15.022]  We're going to post it at whatistheendgame.com.
[02:34:17.585 --> 02:34:22.688]  TruthNews.us, I'm asking you to make this the movement.
[02:34:23.808 --> 02:34:27.210]  I mean, you know, I said 9-11 was the key six years ago.
[02:34:27.470 --> 02:34:31.712]  Before 9-11 happened, I said government-sponsored terror is the key, and it's still one of the big keys.
[02:34:32.052 --> 02:34:33.012]  And we've exposed that.
[02:34:33.072 --> 02:34:35.453]  People now, psychologically, are aware of it.
[02:34:36.094 --> 02:34:38.375]  We now need to expose the eugenics program.
[02:34:38.555 --> 02:34:41.236]  That's their overarching operation.
[02:34:42.507 --> 02:34:44.428]  Because really no one's talking about this.
[02:34:44.468 --> 02:34:45.788]  They have little pieces of it.
[02:34:46.108 --> 02:34:47.448]  The government's dumb.
[02:34:48.009 --> 02:34:51.150]  They're dumb and don't know they didn't take the mercury out.
[02:34:52.070 --> 02:34:53.870]  They're not lying, they're just dumb.
[02:34:54.390 --> 02:34:55.871]  Of course they're lying!
[02:34:56.471 --> 02:35:10.395]  We've got the minutes of the heads of the CDC board, Centers for Disease Control, in 2000 with the head of the CDC saying, I don't give this to my grandchildren, tell all your families don't take it, but we've got to continue this operation.
[02:35:11.773 --> 02:35:12.593]  I mean, they know.
[02:35:12.653 --> 02:35:15.254]  Believe me, ladies and gentlemen, they know all about it.
[02:35:15.675 --> 02:35:16.815]  They made AIDS.
[02:35:17.615 --> 02:35:20.376]  We even have the Navy war funding for it in the 70s.
[02:35:21.077 --> 02:35:21.917]  They made it all.
[02:35:23.258 --> 02:35:26.199]  And you need to understand that.
[02:35:26.579 --> 02:35:29.180]  People need to stop hearing, oh, I heard AIDS was engineered.
[02:35:29.240 --> 02:35:30.140]  No, here's the documents.
[02:35:30.440 --> 02:35:32.681]  Oh, I heard they put cancer viruses in the vaccines.
[02:35:32.761 --> 02:35:33.682]  No, here's the documents.
[02:35:34.222 --> 02:35:35.902]  Oh, I heard you don't have to take a shot.
[02:35:35.982 --> 02:35:37.203]  Here's the waiver for your state.
[02:35:38.607 --> 02:35:39.908]  And by the way, the waiver's even a fraud.
[02:35:39.928 --> 02:35:40.608]  You don't even need that.
[02:35:40.628 --> 02:35:43.029]  You know, we need to educate people.
[02:35:43.129 --> 02:35:43.929]  I know they're dumb.
[02:35:43.969 --> 02:35:44.930]  I know they're brain damaged.
[02:35:45.230 --> 02:35:46.310]  I know they've been programmed.
[02:35:46.410 --> 02:35:48.231]  I'm beginning to realize it's not their fault.
[02:35:48.711 --> 02:35:51.332]  From birth, they were put in front of the television four hours a day.
[02:35:51.832 --> 02:35:53.153]  Patented, admitted mind control.
[02:35:53.173 --> 02:35:54.973]  They teach it in basic RTF.
[02:35:55.153 --> 02:35:59.315]  The public doesn't know there's mind control subliminals and flickering on TV when it's admitted in college.
[02:36:00.115 --> 02:36:00.916]  That's not even hidden.
[02:36:01.136 --> 02:36:01.616]  They don't know.
[02:36:02.076 --> 02:36:03.157]  Just like there's an NAU.
[02:36:03.197 --> 02:36:03.677]  They don't know.
[02:36:04.297 --> 02:36:05.057]  Alright, I'm gonna... Listen.
[02:36:05.538 --> 02:36:06.478]  I'm asking you.
[02:36:08.795 --> 02:36:11.958]  To please educate everyone now.
[02:36:14.340 --> 02:36:17.523]  This is an area that the people are listening, the people are waking up.
[02:36:17.543 --> 02:36:18.764]  It is now the time.
[02:36:19.085 --> 02:36:20.266]  Flashpoint has occurred.
[02:36:20.606 --> 02:36:21.807]  100th Monkey Syndrome has occurred.
[02:36:22.107 --> 02:36:24.209]  The people now are ready to hear the truth.
[02:36:24.490 --> 02:36:27.552]  And once they learn about the vaccines, they will directly go down the rabbit hole.
[02:36:27.833 --> 02:36:31.596]  That is a nexus doorway into learning about the big picture.
[02:36:31.856 --> 02:36:33.298]  We have to do this.
[02:36:34.435 --> 02:36:35.696]  We can do it.
[02:36:35.776 --> 02:36:37.497]  We can win with God's help.
[02:36:37.737 --> 02:36:39.498]  We can save a lot of people from this.
[02:36:40.839 --> 02:36:44.141]  I don't know if we can save the whole system and the whole thing, but I know we can save a lot of individuals.
[02:36:45.062 --> 02:36:51.786]  Now, I'm begging you, internet people, radio people, I'm begging other talk show hosts, you don't have to plug Alex Jones.
[02:36:51.806 --> 02:36:53.547]  You can say it's all your idea.
[02:36:53.567 --> 02:36:54.788]  In fact, that makes me safer.
[02:36:56.329 --> 02:36:57.950]  I don't care about all that stuff.
[02:36:57.970 --> 02:36:59.371]  You see, I see the big picture.
[02:37:00.936 --> 02:37:03.597]  I want to save people from being killed and being brain damaged.
[02:37:03.897 --> 02:37:05.418]  There's only one small area of it.
[02:37:06.558 --> 02:37:11.481]  So you go and talk about it and start websites and make films about it.
[02:37:12.441 --> 02:37:14.742]  We need to make this a major issue.
[02:37:17.803 --> 02:37:24.666]  Also, before I get into the financial news and some other global news here in the last 40 minutes of the transmission today.
[02:37:24.686 --> 02:37:26.507]  40 minutes, 20 minutes.
[02:37:26.587 --> 02:37:28.008]  We're 40 minutes in.
[02:37:30.504 --> 02:37:31.084]  Please!
[02:37:31.304 --> 02:37:33.726]  I've been so busy I didn't even plug in-game in the second hour.
[02:37:33.826 --> 02:37:36.447]  I'm going to show it in Austin next Monday, Tuesday, and Wednesday.
[02:37:36.467 --> 02:37:39.349]  And the next week, Monday, Tuesday, and Wednesday, I'll be at the Monday shows.
[02:37:39.369 --> 02:37:41.069]  If you want tickets, InfoWars.com.
[02:37:41.110 --> 02:37:41.690]  Link's over there.
[02:37:42.170 --> 02:37:42.910]  It always sells out.
[02:37:42.930 --> 02:37:43.531]  I hope to see you there.
[02:37:43.551 --> 02:37:44.111]  Go ahead and get them.
[02:37:45.132 --> 02:37:47.113]  And also, go ahead and pre-order the DVD.
[02:37:47.153 --> 02:37:48.693]  I mean, it ships out November 1st.
[02:37:49.254 --> 02:37:50.294]  And we've got them.
[02:37:50.314 --> 02:37:55.137]  We're packaging them, getting them ready, shipping them out to you November 1st.
[02:37:56.590 --> 02:38:02.174]  We're shipping them out to you November 1st, or you can get a PrisonPlanet.tv membership and watch it in super high quality.
[02:38:02.194 --> 02:38:03.294]  It'll be out October 26th.
[02:38:03.595 --> 02:38:04.735]  That's only eight days away.
[02:38:05.856 --> 02:38:11.840]  And while you're at it, you can watch all my other films, and my book, and Paul Watson's book, and a bunch of other films that have been authorized to post, weekly TV reports.
[02:38:11.860 --> 02:38:15.983]  You can burn them to disk and use that as an armory of resistance to get the word out to people.
[02:38:17.484 --> 02:38:20.145]  Please get Endgame, Blueprint for Global Enslavement.
[02:38:20.505 --> 02:38:22.367]  When you get it, please make copies of it.
[02:38:22.427 --> 02:38:24.228]  Please get it out to everybody you know.
[02:38:25.467 --> 02:38:29.293]  Please, please, please, please, please, please, please.
[02:38:30.299 --> 02:38:31.780]  Please warn people.
[02:38:32.181 --> 02:38:34.763]  Stop letting these murdering criminals get away with everything.
[02:38:34.783 --> 02:38:35.804]  That's all I ask.
[02:38:36.404 --> 02:38:47.153]  Infowars.com to order the DVD, PrisonPlanet.tv, 15 cents a day to get a membership, to endgame and everything else, thousands of pieces of media, or call 888-253-3139, 888-253-3139, or write to me, Alex Jones, 3001 South Lamar, Suite 100, Austin, Texas 78704.
[02:39:02.074 --> 02:39:02.774]  Our sponsors.
[02:39:03.414 --> 02:39:13.257]  That's how we fund this broadcast, but I bring you sponsors, and that's how I pay for the employees and the bandwidth and everything we do so we can just basically give you the films in many cases.
[02:39:13.838 --> 02:39:14.958]  I just want to get the word out.
[02:39:17.199 --> 02:39:19.439]  Now, I told you to buy gold when it was $325 an ounce in 2000.
[02:39:23.936 --> 02:39:24.076]  I think?
[02:39:46.064 --> 02:39:49.226]  That's all we had left, because the industry's gone, the intellectual property's gone.
[02:39:49.426 --> 02:39:57.310]  We're a mess already, and now they're killing what we had left, so we could engage in trade and have at least service jobs schlepping baubles.
[02:39:58.391 --> 02:40:03.733]  And Condoleezza Rice, big story on Tuesday, we broke here, is out bragging about how they're going to lower our wages.
[02:40:04.474 --> 02:40:10.717]  All these other global leaders, former Fed Chairman Greenspan says they want to hurt our... I mean, they want to hurt us!
[02:40:10.757 --> 02:40:11.397]  They say it!
[02:40:11.738 --> 02:40:12.958]  This is about global government!
[02:40:12.998 --> 02:40:14.439]  This is the destruction of the country!
[02:40:15.504 --> 02:40:16.984]  The yuppies just see the stock market at 14,000.
[02:40:17.184 --> 02:40:23.666]  They don't understand that's a 63% devalued dollar since 2000 euro index comparison.
