[00:00:00.049 --> 00:00:01.150]  Do Our City Pass.
[02:40:57.577 --> 02:41:00.539]  And then Schumer's basically for gun ban.
[02:41:00.780 --> 02:41:03.381]  And so people would watch that, and they'd be with O'Reilly.
[02:41:03.542 --> 02:41:05.523]  They'd been moved one step closer to gun control.
[02:41:06.364 --> 02:41:06.924]  I didn't see it.
[02:41:06.964 --> 02:41:08.165]  Is that what happened?
[02:41:08.265 --> 02:41:09.686]  Basically, that's what happened.
[02:41:09.726 --> 02:41:12.248]  But Bill O'Reilly said that this new gun bill that's
[02:41:13.789 --> 02:41:21.411]  Supposedly going to sail through Congress, would only be opposed by those crazies out in the Rockies in Colorado.
[02:41:21.431 --> 02:41:23.052]  The militia type.
[02:41:23.472 --> 02:41:24.993]  So it's worse than I thought.
[02:41:25.213 --> 02:41:26.593]  He was actually anti-gun.
[02:41:27.213 --> 02:41:27.833]  Absolutely.
[02:41:28.514 --> 02:41:37.496]  He specifically smeared the word militia, having no idea that every able-bodied man is required under the Second Amendment.
[02:41:37.537 --> 02:41:40.177]  What night did that gun-grabbing pig say that?
[02:41:41.218 --> 02:41:42.198]  I wrote down some notes.
[02:41:42.580 --> 02:41:51.264]  That was the 23rd, and Schumer, like I said, O'Reilly said that he smeared the militias.
[02:41:51.804 --> 02:42:00.809]  If anybody's read anything by Dr. Edwin Vera and his amazing... So this was Monday night, that pig, and now neocons are going to watch this and they're going to be anti-gun?
[02:42:01.109 --> 02:42:01.789]  Absolutely.
[02:42:01.809 --> 02:42:07.172]  Because if he says it, I told you folks, if they are anti-gun, it will now be liberal to be pro-gun.
[02:42:07.572 --> 02:42:07.832]  I know.
[02:42:08.412 --> 02:42:09.513]  It was absolutely...
[02:42:10.382 --> 02:42:12.284]  I'm going to do something on it here shortly.
[02:42:12.304 --> 02:42:14.767]  You know, conservative is whatever these pigs say it is.
[02:42:15.167 --> 02:42:17.790]  Devi, it's clear I've got to get you up for a full hour very soon.
[02:42:18.250 --> 02:42:19.331]  You write for News With Views.
[02:42:19.371 --> 02:42:20.352]  Anything else you want to plug?
[02:42:20.613 --> 02:42:22.675]  No, just stay well and keep on fighting.
[02:42:22.855 --> 02:42:24.236]  Devi, God bless you and thanks for coming on.
[02:42:24.256 --> 02:42:24.657]  Thank you.
[02:42:24.677 --> 02:42:25.998]  Bye-bye.
[02:42:26.038 --> 02:42:27.159]  Man, that lady's incredible.
[02:42:27.179 --> 02:42:32.985]  I meant to get her on just for like 10 minutes about the truckers, and of course I went with her for like 40 minutes, but I've got to get her back up.
[02:42:33.025 --> 02:42:33.446]  Great lady.
[02:42:34.438 --> 02:42:35.058]  And too bad.
[02:42:35.538 --> 02:42:41.240]  That trucker thing just wasn't promoted enough, and I guess it's my fault as usual, but I'll try better next time.
[02:42:42.621 --> 02:42:46.682]  You know, she was... I don't know.
[02:42:46.702 --> 02:42:52.704]  There's so many things running through my head when I'm doing one of these shows, and I've been gone a few days, because I really get more centered when I'm gone.
[02:42:52.724 --> 02:42:55.865]  It gives me time to kind of pull out of things and see it from the outside.
[02:42:57.406 --> 02:43:03.268]  But, you know, I do what I do with pure motives, and I
[02:43:05.948 --> 02:43:11.272]  I really believe in what I'm saying and what I'm doing, and that's precious to me.
[02:43:11.292 --> 02:43:15.815]  That's my identity, and I know it's rooted right in the base of my heart and soul.
[02:43:15.895 --> 02:43:16.836]  I know it's the truth.
[02:43:16.936 --> 02:43:18.337]  I know what I'm doing is the right course.
[02:43:18.357 --> 02:43:23.361]  It doesn't mean I sell that course exactly right, but I know what the right course is, and I'm trying my best.
[02:43:23.897 --> 02:43:42.868]  You know, it's like I've got the wheel, it's connected to the rudder in a high storm, and I'm fighting as hard as I can, because all of us are fallen, in everything in my life, to be truthful, to be honorable, to be strong, to help people, and I'm just trying as hard as I can to keep the ship aimed in the right direction in my life.
[02:43:43.769 --> 02:43:47.331]  And there's so many trials and tribulations, and I'm not whining, I'm just saying there are.
[02:43:48.010 --> 02:43:56.813]  And sometimes a big wave hits and I let go of the wheel, I get knocked down on the deck and I'm going the wrong direction and the sails are all screwed up and I try to get them back in order and start going in the right direction.
[02:43:57.853 --> 02:44:08.696]  And it shouldn't make me mad when neocons and activists in our own camp and everybody says that I have bad motives or I'm a liar or I'm this or that, because I should know who I am.
[02:44:08.716 --> 02:44:10.077]  And I do.
[02:44:10.097 --> 02:44:13.578]  And it shouldn't matter what other people think.
[02:44:13.718 --> 02:44:17.119]  And I've tried to get myself in my life where it's hard to push my buttons and hard to
[02:44:18.417 --> 02:44:24.938]  I mean, I try to be centered and focused and unshakable, but none of us are, completely.
[02:44:25.679 --> 02:44:35.321]  And it does, it enrages me sometimes when people have the nerve to claim that my motives are bad, or that I'm lying, or that I'm doing conniving things.
[02:44:35.541 --> 02:44:38.641]  It just absolutely makes me see red.
[02:44:40.862 --> 02:44:42.402]  It absolutely makes me see red.
[02:44:43.777 --> 02:44:48.140]  And there's just so much subterfuge and so much manipulation in this society.
[02:44:50.121 --> 02:44:50.761]  God help us.
[02:44:51.382 --> 02:44:52.362]  Just God help us.
[02:44:52.922 --> 02:44:57.085]  Steve Watson did a really important article for InfoWars.net.
[02:44:57.145 --> 02:45:02.388]  You know, Aaron, without me even asking, has been writing like one or two articles a day at JonesReport.com.
[02:45:02.708 --> 02:45:07.651]  A lot of exclusive stuff there, but up on InfoWars.net, Steve Watson, of course, is just on fire.
[02:45:08.972 --> 02:45:12.454]  And there's a bunch of big articles up on PrisonPlanet.com, and all I ask is that
[02:45:13.070 --> 02:45:24.981]  You help us, or if you've got ideas or information, you've been writing a lot of articles, a lot of blurbs, a lot of stuff for us at PrisonPlanet.com and Infowars.com, get it up to us so we can get it posted.
[02:45:25.001 --> 02:45:30.827]  If you've got some website you want to promote, more than happy to have that at the end of the story to get some synergy going.
[02:45:30.887 --> 02:45:36.872]  Rising Tide raises all ships as we get in position to continue our assault on the New World Order.
[02:45:36.892 --> 02:45:37.553]  This is war.
[02:45:38.351 --> 02:45:47.137]  But the mystery of the 9-11 car bombs, evidence points to multiple roaming backup teams with vans full of explosives, in case I guess bombs inside didn't go off.
[02:45:47.517 --> 02:46:01.607]  A much under-reported aspect of 9-11 attacks is one that concerns transmissions, sightings, reports and statements alluding to multiple mysterious suspects in different vans, packed with explosives that were stopped and detained in New York while the towers were burning, and in the aftermath of the attacks.
[02:46:01.707 --> 02:46:04.789]  Some evidence even suggests that some of the vehicles actually exploded,
[02:46:05.623 --> 02:46:15.169]  And at least one was reported by mainstream media, sourcing FBI as having been parked at the base of one of the towers when it exploded and aided in the collapse of the tower.
[02:46:15.369 --> 02:46:16.810]  Let's play that Dan Rather first.
[02:46:16.850 --> 02:46:18.071]  We got like 10 minutes of this stuff.
[02:46:18.091 --> 02:46:19.612]  Let's play Dan Rather short clip.
[02:46:19.632 --> 02:46:19.972]  Here it is.
[02:46:21.133 --> 02:46:28.598]  A very recently tonight, within the last few minutes, repeated that he believes that there are some people still alive in the rubble in and around the World Trade Center.
[02:46:29.138 --> 02:46:35.102]  And word laid tonight that two suspects are in FBI custody after a truckload of explosives was discovered
[02:46:35.598 --> 02:46:41.122]  Around the George Washington Bridge, that bridge links New York to New Jersey over the Hudson River.
[02:46:41.543 --> 02:46:54.993]  Whether the discovery of those explosives had anything to do with other events of the day is unclear, but the FBI has two suspects in hand, said the truck loaded explosives, enough explosives were in the truck to do great damage to the George Washington Bridge.
[02:46:55.373 --> 02:46:58.355]  But they arrested the two suspects and they're questioning them as we speak.
[02:46:59.136 --> 02:47:04.220]  President Bush says the death toll at the World Trade Center and today's other targets is in the thousands.
[02:47:05.069 --> 02:47:06.049]  Some people will move.
[02:47:07.310 --> 02:47:08.210]  That's Dan Rather.
[02:47:08.310 --> 02:47:10.851]  Somebody shot off their television, hence the echo.
[02:47:10.891 --> 02:47:17.734]  Let's just play as much as we can as we go into break of a compilation of newscasts and emergency responder tapes talking about the truck bombs.
[02:47:17.774 --> 02:47:18.054]  Here it is.
[02:47:18.074 --> 02:47:21.035]  This morning, I saw the plane come at this point.
[02:47:21.535 --> 02:47:23.756]  It was factory directed to the building.
[02:47:24.036 --> 02:47:25.797]  Was it the first plane or the second plane?
[02:47:25.817 --> 02:47:26.757]  Yes, it was the first plane.
[02:47:26.797 --> 02:47:27.638]  The second plane.
[02:47:27.998 --> 02:47:28.678]  No, second plane.
[02:47:28.698 --> 02:47:29.358]  It was a bomb.
[02:47:29.939 --> 02:47:30.859]  Bombing another building.
[02:47:30.919 --> 02:47:31.619]  Not second plane.
[02:47:32.880 --> 02:47:33.460]  It was a bomb.
[02:47:34.802 --> 02:47:42.487]  But then there were other doors that were locked, so we were brought into another floor when there was another explosion and they finally let us continue to go down.
[02:47:43.227 --> 02:47:44.408]  What was happening around you?
[02:47:44.448 --> 02:47:45.288]  People screaming?
[02:47:45.368 --> 02:47:47.129]  No, no, people were pretty calm.
[02:47:47.990 --> 02:47:51.352]  When we got down to sixth floor, there was like another shake or another explosion.
[02:47:51.392 --> 02:47:57.676]  Everyone started panicking, but... Rick Sanchez has been there throughout this morning for us.
[02:47:57.756 --> 02:47:59.917]  Rick, tell us where you are and what the latest is.
[02:48:00.652 --> 02:48:16.659]  I spoke with some police officials moments ago, Chris, and they told me that they have reason to believe that one of the explosions at the World Trade Center may have been caused by a van that was parked in the building that may have had some type of explosive device in it.
[02:48:17.859 --> 02:48:20.020]  Joining me is Jack Kelly.
[02:48:20.120 --> 02:48:21.821]  Now, he is a foreign correspondent.
[02:48:22.341 --> 02:48:24.702]  He has some information about these attacks.
[02:48:24.842 --> 02:48:27.263]  Jack, what can you tell us happened first in New York?
[02:48:28.326 --> 02:48:41.670]  Apparently what appears to happen was that at the same time two planes hit the building that the FBI most likely thinks that there was a car or truck packed with explosives underneath the buildings which also exploded at the same time and brought both of them down.
[02:48:41.950 --> 02:48:43.611]  Now that's the first time we're hearing that.
[02:48:43.631 --> 02:48:48.132]  So two planes and explosives that were in the building, is that correct?
[02:48:48.252 --> 02:48:50.093]  That is the working theory at this point.
[02:48:50.153 --> 02:48:53.654]  That is still unconfirmed but that is what the FBI is going on at this point.
[02:48:55.004 --> 02:48:58.185]  NBC's Pat Dawson is close to the scene of that attack.
[02:48:58.225 --> 02:48:58.425]  Pat?
[02:48:58.705 --> 02:49:04.008]  Just moments ago, I spoke to the Chief of Safety for the New York City Fire Department.
[02:49:04.048 --> 02:49:07.269]  He received word of the possibility of a secondary device.
[02:49:07.289 --> 02:49:08.729]  That is another bomb going off.
[02:49:08.909 --> 02:49:10.990]  There was another explosion which took place.
[02:49:11.010 --> 02:49:16.432]  According to his theory, he thinks that there were actually devices that were planted in the building.
[02:49:18.293 --> 02:49:20.394]  Yeah, here's one of the guys who can tell you I'm okay, alright?
[02:49:20.874 --> 02:49:22.555]  Here, hold on.
[02:49:22.595 --> 02:49:23.535]  You wanna call your mother or something?
