[00:00:00.089 --> 00:00:00.549]  So much more.
[02:23:20.026 --> 02:23:23.528]  Okay, well, give us the Southwest Radio Church website.
[02:23:23.829 --> 02:23:27.771]  Tell us where my listeners, there's millions of them, can find out when you're on.
[02:23:27.951 --> 02:23:33.895]  Okay, it's www.swrc.com.
[02:23:34.356 --> 02:23:35.356]  Our toll-free number, 1-800-652-1144.
[02:23:39.736 --> 02:23:42.159]  Okay, well, I'm going to let you finish up doing your radio show.
[02:23:42.479 --> 02:23:44.561]  I know you've got to do those end tags, I would imagine.
[02:23:45.022 --> 02:23:47.645]  And thank you for having me on any time you want me on.
[02:23:48.246 --> 02:23:55.133]  I would love to do it, and I'm going to have Trey call you and set you up for a couple hours on the show, because I bet you've got some stories to tell as a New York State Trooper.
[02:23:55.474 --> 02:23:56.214]  Oh, it'll be great.
[02:23:56.415 --> 02:23:56.895]  Thank you, sir.
[02:23:57.195 --> 02:23:57.536]  Thank you.
[02:23:57.576 --> 02:23:57.976]  Bye now.
[02:23:59.057 --> 02:24:00.579]  Okay, ladies and gentlemen, I think
[02:24:02.608 --> 02:24:03.529]  How many hours have I done?
[02:24:03.609 --> 02:24:05.790]  Five hours and twenty-four minutes?
[02:24:06.370 --> 02:24:07.791]  Dun-da-da-da-dun!
[02:24:07.891 --> 02:24:09.232]  Dun-da-da-dun!
[02:24:09.572 --> 02:24:10.773]  Dun-da-da-da-dun!
[02:24:11.113 --> 02:24:12.014]  Dun-da-da-dun!
[02:24:13.395 --> 02:24:14.275]  InfoWars Money Bomb.
[02:24:14.295 --> 02:24:15.496]  I'm going to go ahead and get behind this.
[02:24:15.516 --> 02:24:16.697]  Now we've got to make it a big success.
[02:24:17.117 --> 02:24:20.019]  All the money you give us, go to InfoWarsMoneyBomb.com.
[02:24:20.039 --> 02:24:23.621]  We'll go to buy cameras, equipment, and do a cable TV news show.
[02:24:24.582 --> 02:24:32.227]  It's very inexpensive, comparatively, to do a couple hours a week on the Dish Network, and we can use that to magnify and do a lot of other stuff, but I need the money to do it.
[02:24:32.667 --> 02:24:33.988]  So, the InfoWars Money Bomb.
[02:24:34.008 --> 02:24:35.389]  I'm glad this popped up out of nowhere.
[02:24:35.970 --> 02:24:36.810]  Nice focal point.
[02:24:37.210 --> 02:24:41.113]  Go pledge to give May 31st, and I hope you'll support us there.
[02:24:41.153 --> 02:24:45.516]  I'm totally exhausted, and I've got to go fight traffic to see my family, so I've got to come back and work tonight.
[02:24:46.056 --> 02:24:48.378]  I've got all these guest ideas I wanted to have on today.
[02:24:48.398 --> 02:24:53.121]  I hope I haven't forgotten all those people that I said I was going to be having on the show.
[02:24:53.141 --> 02:24:54.202]  I've got to go give those to Trey.
[02:24:55.082 --> 02:24:56.964]  And we are out of time.
[02:24:57.384 --> 02:24:58.084]  You know what, though?
[02:24:58.665 --> 02:25:00.906]  At the end of the show, actually, we're going to go out with the music.
[02:25:00.926 --> 02:25:04.169]  At the end of the show, though, I want to play that New World Order and diet it again.
[02:25:04.769 --> 02:25:05.269]  That was pretty good.
[02:25:05.289 --> 02:25:05.990]  You think we ought to do that?
[02:25:08.031 --> 02:25:08.412]  Okay.
[02:25:08.772 --> 02:25:10.293]  Actually, this is Question Your Reality.
[02:25:10.633 --> 02:25:11.334]  This is even better.
[02:25:11.734 --> 02:25:14.716]  We're going to end the show in a few minutes with this.
[02:25:15.917 --> 02:25:19.519]  And then you can
[02:25:21.272 --> 02:25:28.798]  After that happens, when this ends in about eight minutes, this question and reality rant I did, it's an excellent edit somebody did.
[02:25:29.799 --> 02:25:33.241]  We will go to retransmission on Infowars.com with David J. Smith.
[02:25:33.802 --> 02:25:35.763]  You'll hear that rebroadcast, so be sure and watch that.
[02:25:35.783 --> 02:25:37.444]  Okay?
[02:25:39.326 --> 02:25:42.148]  And I'm going to go ahead and play this now.
[02:25:42.288 --> 02:25:42.688]  Here we go.
[02:25:42.889 --> 02:25:43.269]  Bye-bye.
[02:25:43.289 --> 02:25:47.212]  Oh, I need to go ahead and, I guess, punch up the computer here.
[02:25:48.133 --> 02:25:49.534]  Running everything in here myself.
[02:25:50.120 --> 02:25:52.705]  We can see a new world coming into view.
[02:25:53.887 --> 02:25:57.793]  A world in which there is a very real prospect of a new world order.
[02:26:06.224 --> 02:26:11.285]  It is a new world order with significantly different and radically new challenges for the future.
[02:26:11.305 --> 02:26:30.309]  The question is, will they kill untold millions as they did in the last century?
[02:26:45.506 --> 02:27:03.140]  It is not the elite cockroaches that determine that.
[02:27:03.240 --> 02:27:03.480]  It is you!
[02:27:26.048 --> 02:27:27.289]  I am only one man.
[02:27:30.571 --> 02:27:41.998]  But I am a representation, as all of you are, regardless of your race, color, or creed, of the human spirit.
[02:27:45.760 --> 02:27:50.323]  I am blasted by the responsibility I have
[02:27:53.271 --> 02:28:00.757]  I am humbled by the knowledge that I have accrued.
[02:28:04.960 --> 02:28:20.192]  I do not have the words or the intellect as primitive and weak as I am to somehow reach out to your human soul.
[02:28:22.233 --> 02:28:31.057]  An attempt to activate the spirit of the universe that is in all of our souls.
[02:28:35.740 --> 02:28:43.563]  I stand before you blunted, bludgeoned, weakened.
[02:28:46.505 --> 02:28:50.587]  I have been programmed by the society, by the peer pressure,
[02:28:52.349 --> 02:28:54.631]  By the lust and needs implanted in me.
[02:28:56.292 --> 02:29:00.155]  I grew up in Dallas, Texas, drinking sodium fluoridated water.
[02:29:01.376 --> 02:29:06.280]  All the scientific studies show my IQ has been reduced by at least 20 points.
[02:29:08.321 --> 02:29:15.007]  But the shadow of who I would have been calls out from the grave.
[02:29:16.496 --> 02:29:22.642]  The shadow of who you would have been hauls out from the soul that is humanity.
[02:29:24.824 --> 02:29:26.365]  Your families are being broken up.
[02:29:27.026 --> 02:29:30.769]  Your children are being trained to commit suicide.
[02:29:30.869 --> 02:29:32.411]  Our world is in crises.
[02:29:33.752 --> 02:29:35.154]  Everything is parasitic.
[02:29:37.774 --> 02:29:43.978]  Every fulcrum, every benchmark, every root of wholesomeness is under assault.
[02:29:44.478 --> 02:29:51.382]  Because our enemy vengefully seeks to destroy all that is pure, all that is beautiful, and all that is strong.
[02:29:54.384 --> 02:30:03.710]  But from the grave that is humanity, I call out, and I say to the elite, what a great mischief you have wrought.
[02:30:03.930 --> 02:30:06.852]  What a great dark wickedness you have created.
[02:30:08.223 --> 02:30:12.848]  What a blight you are on a beautiful species that had so much promise!
[02:30:16.532 --> 02:30:26.882]  I look into the eyes of the elite, windows into their souls, and I see weak, decadent people who revel in the raw exercise of power.
[02:30:29.673 --> 02:30:32.435]  They enjoy murdering the innocent child.
[02:30:33.116 --> 02:30:35.157]  They revel in killing the widow.
[02:30:35.638 --> 02:30:43.103]  They revel in dumbing down the tiny green shoots that are children that would grow into mighty oak trees.
[02:30:44.424 --> 02:30:46.446]  Everything they are is anathema.
[02:30:47.727 --> 02:30:52.831]  Everything they are is counterbalanced against the spirit of the universe.
[02:30:53.948 --> 02:31:04.012]  Everything they are is a fraud against life and a crime against life that every fiber of my soul cries out against.
[02:31:12.136 --> 02:31:17.218]  It is a great pain to me to see their work.
[02:31:20.680 --> 02:31:23.201]  It savages the core of my soul.
[02:31:24.707 --> 02:31:39.715]  To witness the innocence, degradated, pulled down, bludgeoned, destroyed, burned, decimated, annihilated, kindled to flames that only sparkle in the eye of the psychopath.
[02:31:41.736 --> 02:31:43.377]  We are at the crossroads.
[02:31:43.397 --> 02:31:47.500]  We are entering a dangerous time in the development of our species.
[02:31:51.722 --> 02:31:52.782]  The least you can do
[02:31:54.019 --> 02:31:54.840]  is investigate.
[02:31:56.241 --> 02:32:04.247]  The minimum that is expected of you as a sentient being is to question your reality.
[02:32:06.009 --> 02:32:17.919]  The minimum is that you realize you are in a box and you are being controlled and you are being fed and you are having buttons in your mind pushed
[02:32:19.475 --> 02:32:20.836]  You talk about raw will.
[02:32:20.876 --> 02:32:22.978]  The raw will it takes to have the studies from the 1920s.
[02:32:46.929 --> 02:33:10.876]  In the 1930s, where they knew that sodium fluoride and its derivatives caused bone fractures, cancer, destruction of the kidneys, hypothalamus, pituitary, but most importantly brain tissue and IQ.
[02:33:11.036 --> 02:33:12.717]  And to put it in our water,
[02:33:16.283 --> 02:33:18.705]  And to hurt millions of people.
[02:33:23.549 --> 02:33:26.751]  To eat holes in every person's brain listening.
[02:33:28.232 --> 02:33:32.996]  To take everything you want to be in and to destroy it!
[02:33:35.758 --> 02:33:42.183]  That's who you face from the cold depths of the ninth circle of hell!
[02:33:47.116 --> 02:33:52.102]  None of this even means anything and I cover all their tyranny on the face of it.
[02:33:52.603 --> 02:33:53.804]  Total tyranny.
[02:33:53.924 --> 02:33:56.227]  What does it even matter anymore?
[02:33:57.709 --> 02:33:59.270]  What does it even mean?
[02:34:04.096 --> 02:34:05.698]  I have been robbed!
[02:34:10.171 --> 02:34:28.159]  At the end of the day, I know we're hurtling into martial law and there's this great wicked intelligence that's scientifically diagrammed and chronicled every single button they have to push to control you to the point of you can't even understand what I'm saying, most of you!
[02:34:28.219 --> 02:34:29.280]  You're bringing me in.
[02:34:29.320 --> 02:34:30.340]  All the time.
[02:34:36.203 --> 02:34:37.003]  I've told you the truth.
[02:34:37.843 --> 02:34:38.704]  I've told you what's happening.
[02:34:39.747 --> 02:34:47.772]  We have a scientific dictatorship, an elite using scientific technologies to dumb down, control, poison you, sterilize you.
[02:34:47.792 --> 02:34:49.333]  We're all under attack.
[02:34:49.473 --> 02:34:56.357]  Every one of you has had your IQ, your mind, your intellect, your soul, who you are, massively reduced by them.
[02:34:56.377 --> 02:34:59.779]  We have our own documents from the 20s when they said they were going to put it in the water and dump you down.
[02:35:01.299 --> 02:35:05.722]  And now you're so dumbed down, mainstream news can admit it's deadly poison, it doesn't reduce your IQ.
[02:35:06.860 --> 02:35:12.866]  That matter of the American Medical Association finally gets pressure to say, don't give fluoride to babies, it's in all the baby water.
[02:35:14.736 --> 02:35:16.457]  You can rebel as a species, though.
[02:35:16.498 --> 02:35:17.759]  You can say no.
[02:35:18.439 --> 02:35:23.643]  You cannot just count on Alex Jones to start your own access show, your own website, your own newsletter.
[02:35:24.044 --> 02:35:25.105]  Call into talk shows.
[02:35:25.445 --> 02:35:27.146]  Get your kids off sodium fluoride.
[02:35:27.206 --> 02:35:29.148]  Stop eating MSG and fast food.
[02:35:29.508 --> 02:35:31.089]  Stop eating Jimmy GMO.
[02:35:31.430 --> 02:35:32.951]  Wake your neighbor up who's a cop.
[02:35:33.691 --> 02:35:35.613]  There are thousands of things you can do.
[02:35:35.633 --> 02:35:37.915]  The elite is behind schedule.
[02:35:39.296 --> 02:35:41.218]  Their new world order is in trouble.
[02:35:42.409 --> 02:35:43.790]  They admit they're behind.
[02:35:43.990 --> 02:35:45.370]  They're trying to accelerate.
[02:35:45.710 --> 02:35:47.251]  Things are getting more and more obvious.
[02:35:48.391 --> 02:35:49.812]  You can do things to fight this.
[02:35:50.032 --> 02:35:52.653]  You don't have to let them just have their way with you.
[02:35:52.673 --> 02:35:54.474]  You don't have to let them just win.
