[00:00:00.655 --> 00:00:01.636]  Initiate launch.
[02:46:27.981 --> 02:46:31.544]  But they're lying to them saying, you'll be a citizen soldier, you'll be right here at home.
[02:46:33.306 --> 02:46:34.507]  So this is people that don't want to fight.
[02:46:34.927 --> 02:46:37.549]  They're saying, you join the National Guard, you support the real troops,
[02:46:38.530 --> 02:46:39.251]  Here in the U.S.
[02:46:39.931 --> 02:46:42.453]  They've been deploying over 80% of the National Guard.
[02:46:43.674 --> 02:46:48.377]  They're getting rid of the National Guard and completely federalizing it for combat duty, domestically and internationally.
[02:46:48.717 --> 02:46:56.843]  So this video ought to show National Guard confiscating people's guns, going into people's houses, taking down their American flags, stealing their property.
[02:46:56.863 --> 02:47:00.766]  It ought to show the troops at a bank helping the bankers steal all the pension funds.
[02:47:01.447 --> 02:47:02.788]  Then this would be an accurate video.
[02:47:04.226 --> 02:47:05.947]  And again, we're not against the troops here.
[02:47:05.987 --> 02:47:08.569]  We're against you being propagandized and brainwashed.
[02:47:09.049 --> 02:47:10.110]  So, so, continue.
[02:47:10.150 --> 02:47:11.751]  It's just every five seconds is pure lies.
[02:47:11.771 --> 02:47:12.212]  Go back to it.
[02:47:15.214 --> 02:47:16.415]  Alright, hit pause right there.
[02:47:16.655 --> 02:47:18.696]  Oh, I stormed the beaches of Normandy.
[02:47:18.736 --> 02:47:20.518]  See, they're going back through all the heritage.
[02:47:21.879 --> 02:47:22.859]  Meanwhile, it was big U.S.
[02:47:22.919 --> 02:47:24.761]  and British banks that actually installed Hitler.
[02:47:24.981 --> 02:47:30.445]  He was Time Magazine Man of the Year twice and worshipped in the United States and told to go ahead and invade those countries.
[02:47:30.745 --> 02:47:32.046]  Then they set him up and brought him down.
[02:47:33.117 --> 02:47:34.418]  They create these evil demons.
[02:47:35.099 --> 02:47:37.200]  Just like Saddam Hussein and some have been lying to all of them.
[02:47:38.681 --> 02:47:45.487]  So they're equating joining the National Guard with all this when the National Guard is openly going to be used against the American people in gun confiscation.
[02:47:45.527 --> 02:47:45.887]  Continue.
[02:47:46.427 --> 02:47:57.236]  Ken Thomas, he loves his wife.
[02:47:57.296 --> 02:47:58.717]  They just tug on every heart string.
[02:47:59.097 --> 02:48:00.458]  He's kissing his ring.
[02:48:00.838 --> 02:48:01.279]  Family.
[02:48:01.319 --> 02:48:02.840]  So you're watching this, it makes you think of your wife.
[02:48:05.382 --> 02:48:06.764]  So that's for the old people watching.
[02:48:07.625 --> 02:48:17.497]  This is all unified propaganda to sell the public on war, to sell the public on tyranny, to get young people to join the National Guard thinking they won't be shipped overseas, they'll be backing up the citizen soldiers.
[02:48:17.937 --> 02:48:18.298]  Continue.
[02:48:37.657 --> 02:48:41.719]  Okay, so they mix war in with soldiers helping people here in the U.S.
[02:48:41.819 --> 02:48:42.599]  More propaganda.
[02:48:42.980 --> 02:48:47.242]  In truth, the National Guard would be there confiscating the firearms, as they do all over the country, and there's a disaster now.
[02:48:48.062 --> 02:48:52.624]  So, again, just like Barack Obama says, well, I'm for compulsory soup kitchens.
[02:48:53.265 --> 02:48:55.666]  But really behind that is domestic police brigades.
[02:48:56.346 --> 02:48:58.968]  So see, this is all just propaganda they put in here.
[02:48:59.048 --> 02:48:59.408]  Continue.
[02:49:04.813 --> 02:49:07.134]  I always place the mission first.
[02:49:07.515 --> 02:49:08.555]  Then they say pray.
[02:49:08.615 --> 02:49:14.378]  You know, the governments are destroying religion when they don't like it, or using it to control people when they can.
[02:49:14.859 --> 02:49:16.139]  With the clergy response teams.
[02:49:16.399 --> 02:49:25.184]  Right out of Red Dawn, the local preachers trained to tell American citizens to turn their guns in and go to FEMA camps.
[02:49:25.704 --> 02:49:26.945]  I will never accept defeat.
[02:49:27.405 --> 02:49:30.087]  Defeat to them is leaving an occupied country.
[02:49:31.778 --> 02:49:34.700]  And now Obama's basically saying the Tribs will just stay in Iraq forever.
[02:49:35.060 --> 02:49:38.262]  They're going to increase the Tribs in other areas of the world, like Afghanistan.
[02:49:38.762 --> 02:49:41.404]  And the message is, I never show a white flag.
[02:49:41.424 --> 02:49:42.504]  We never retreat.
[02:49:42.544 --> 02:49:43.185]  We never leave.
[02:49:43.785 --> 02:49:44.806]  They said we'd be there six months.
[02:49:44.826 --> 02:49:45.446]  They promised we would.
[02:49:45.826 --> 02:49:47.847]  But the documents said they were going to be there forever.
[02:49:49.028 --> 02:49:49.849]  A hundred year war.
[02:49:50.549 --> 02:49:53.511]  So, again, just every five seconds, pure propaganda.
[02:49:53.531 --> 02:49:53.851]  Continue.
[02:49:55.346 --> 02:49:56.247]  We're good to go.
[02:50:06.525 --> 02:50:09.986]  Okay, the strongest among you may not wear a crown.
[02:50:10.006 --> 02:50:12.087]  You have the Redcoats coming to confiscate guns.
[02:50:12.367 --> 02:50:13.107]  That's how it started.
[02:50:13.647 --> 02:50:15.328]  You have the militia shooting them.
[02:50:16.048 --> 02:50:17.328]  And now they cut to U.S.
[02:50:17.389 --> 02:50:20.930]  military doing a breach entry, blowing open a door for gun confiscation.
[02:50:21.210 --> 02:50:22.990]  The Redcoats are coming to take the guns.
[02:50:23.931 --> 02:50:26.511]  They show you the image of the Minutemen firing back.
[02:50:27.012 --> 02:50:28.832]  Then it cuts to U.S.
[02:50:28.872 --> 02:50:31.313]  military doing an entry for gun confiscation.
[02:50:32.733 --> 02:50:33.914]  Back it up a few seconds here.
[02:50:34.892 --> 02:50:35.612]  They've all been trained.
[02:50:35.632 --> 02:50:37.893]  They're coming back to be cops and domestic military.
[02:50:38.033 --> 02:50:39.953]  They've been kicking down doors thousands of times.
[02:50:40.253 --> 02:50:40.913]  They're trained in it.
[02:50:40.933 --> 02:50:45.734]  They brought back the main brigade, who are the top folks in this, to the United States for this.
[02:50:47.014 --> 02:50:49.455]  This play out, we're going to come back and finish it up.
[02:50:49.715 --> 02:50:52.275]  I meant to get to all these calls, but I started analyzing propaganda.
[02:50:53.076 --> 02:50:55.556]  It's just, you know, fructose corn syrup's good for you.
[02:50:55.856 --> 02:50:57.996]  A early study finds high fructose corn syrup contains mercury.
[02:50:58.317 --> 02:51:00.397]  Half of brands tested had high levels of mercury.
[02:51:01.596 --> 02:51:06.560]  But on the ads they go, there's no proof there's anything wrong, corn syrup, it's a conspiracy theory.
[02:51:06.961 --> 02:51:07.982]  You know, everything's fine.
[02:51:12.341 --> 02:51:16.164]  You don't have to be in the military to enjoy military surplus savings.
[02:51:16.484 --> 02:51:22.289]  Right now at MainMilitary.com, you'll find savings on the top must-have military supplies.
[02:51:22.669 --> 02:51:24.651]  M10 gas masks for $12 or 3 for $30.
[02:51:24.771 --> 02:51:25.732]  Gas mask hoods, $4 or 3 for $10.
[02:51:26.252 --> 02:51:27.253]  Mask filters, $6 or 3 for $15.
[02:51:27.313 --> 02:51:28.874]  Save big on British chemical suits, only $12.
[02:51:28.914 --> 02:51:29.314]  Israeli gas masks, $20.
[02:51:36.380 --> 02:51:39.763]  Trigger finger gloves, $5 a pair or $36 a dozen.
[02:51:40.023 --> 02:51:43.146]  Snowshoe binding for $8 or $48 a dozen.
[02:51:43.346 --> 02:51:44.387]  And so much more.
[02:51:44.667 --> 02:51:48.110]  Even hard to find surplus items, all at surplus prices.
[02:51:48.370 --> 02:51:53.114]  Preparing the whole family has never been so affordable at MainMilitary.com.
[02:51:53.434 --> 02:51:54.855]  MainMilitary.com.
[02:51:55.035 --> 02:51:57.978]  One of the last surviving true surplus stores in the country.
[02:51:58.258 --> 02:52:01.901]  Shop now at M-A-I-N-E Military.com.
[02:52:02.161 --> 02:52:02.761]  Or call 877-608-0179.
[02:52:06.164 --> 02:52:10.305]  That's 877-608-0179 today.
[02:52:11.546 --> 02:52:14.086]  Terror Storm, a history of government-sponsored terror.
[02:52:14.406 --> 02:52:15.687]  Loose Change Final Cut.
[02:52:15.967 --> 02:52:17.967]  Endgame, blueprint for global enslavement.
[02:52:18.127 --> 02:52:19.888]  The True Story of the Bilderberg Group.
[02:52:20.008 --> 02:52:21.268]  The Late Great USA.
[02:52:21.508 --> 02:52:22.909]  America, freedom to fascism.
[02:52:23.269 --> 02:52:30.111]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[02:52:30.291 --> 02:52:34.192]  When you visit prisonplanet.com, you can connect to our amazing online store.
[02:52:34.372 --> 02:52:46.100]  Whether you're looking for survival and wellness products like Berkey water filters, or you would like a book on the history of the Federal Reserve, we've got the most well-researched and documented titles, all available at PrisonPlanet.com.
[02:52:46.360 --> 02:52:51.403]  Or if you'd like, you can give the info or store a call at 888-253-3139.
[02:52:52.043 --> 02:52:57.027]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[02:52:58.307 --> 02:52:59.889]  It's a new year full of uncertainties.
[02:52:59.909 --> 02:53:01.070]  People are being laid off in record numbers.
[02:53:01.090 --> 02:53:03.412]  The price of food continues to rise and the economy continues to falter.
[02:53:23.283 --> 02:53:25.025]  You know that you need to prepare.
[02:53:25.405 --> 02:53:28.407]  And maybe you've been putting it off, but the time to act is now.
[02:53:28.788 --> 02:53:31.790]  That's why you need to visit OrganicaSeed.com.
[02:53:32.111 --> 02:53:43.480]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds and survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[02:53:43.880 --> 02:53:50.306]  Imagine growing your very own fresh vegetables, wheatgrass, fruits, herbs, rice, tea, coffee, and tobacco.
[02:53:50.666 --> 02:53:56.373]  With detailed growing guides available to you at no charge, you can maximize your harvest and investment.
[02:53:56.694 --> 02:53:57.394]  And the best part?
[02:53:57.755 --> 02:53:59.997]  All orders ship within 24 hours.
[02:54:00.458 --> 02:54:03.201]  So head over to OrganicaSeed.com.
[02:54:03.482 --> 02:54:08.027]  That's O-R-G-A-N-I-C-A-Seed.com.
[02:54:08.448 --> 02:54:10.130]  OrganicaSeed.com today!
[02:54:14.008 --> 02:54:15.068]  Yeah, propaganda.
[02:54:15.128 --> 02:54:17.169]  Sooner or later, God's gonna cut you down.
[02:54:17.830 --> 02:54:18.810]  You can throw your rock.
[02:54:18.830 --> 02:54:20.231]  You can hide your hand.
[02:54:20.251 --> 02:54:21.931]  Work in the dark against your fellow man.
[02:54:21.951 --> 02:54:26.913]  But what you do in the dark will be brought to light.
[02:54:26.973 --> 02:54:28.174]  We're doing that right now.
[02:54:31.875 --> 02:54:34.276]  Sooner or later, gonna cut you down.
[02:54:34.376 --> 02:54:34.717]  Alright.
[02:54:35.317 --> 02:54:37.338]  Let's go ahead and go back to the propaganda piece.
[02:54:38.238 --> 02:54:40.259]  So he's fighting gun confiscators right here.
[02:54:40.279 --> 02:54:40.999]  They don't tell you that.
[02:54:41.019 --> 02:54:42.960]  Next it cuts to gun confiscators.
[02:54:50.362 --> 02:55:00.891]  Oh yeah?
[02:55:00.971 --> 02:55:09.118]  The feds left.
[02:55:11.932 --> 02:55:12.913]  More than 10,000 U.S.
[02:55:13.233 --> 02:55:14.173]  troops for the Soviets.
[02:55:14.213 --> 02:55:15.994]  They grabbed out of German camps, didn't even care about them.
[02:55:16.014 --> 02:55:17.215]  They'll leave you behind in a minute.
[02:55:17.455 --> 02:55:19.036]  They'll inject you with deadly vaccines.
[02:55:19.276 --> 02:55:25.220]  They're also now taking the promise of free health care for life from World War II and Korean War vets.
[02:55:25.620 --> 02:55:28.522]  And they're taking the Second Amendment right away from vets right now.
[02:55:28.862 --> 02:55:32.564]  That's what the new White House Chief of Staff is basically pushing.
[02:55:33.905 --> 02:55:34.745]  Join the Republic.
[02:55:34.825 --> 02:55:35.926]  Fight for the Republic now.
[02:55:36.006 --> 02:55:37.287]  Fight the New World Order, folks.
[02:55:37.827 --> 02:55:40.309]  Join the real fight for liberty, not this phony counterfeit.
[02:55:40.329 --> 02:55:40.829]  Go back to it.
[02:55:45.522 --> 02:55:48.444]  I stepped forward when the towers fell, when the globalists blew them up.
[02:55:49.005 --> 02:55:51.907]  And then they breathed deadly dust and they won't give them treatment, even though it's admitted.
[02:55:52.107 --> 02:55:52.667]  Okay, continue.
[02:56:08.078 --> 02:56:12.521]  We are free because they are brave.
[02:56:13.162 --> 02:56:15.804]  That might have been the truth in the past, but this isn't our military anymore.
[02:56:17.044 --> 02:56:21.768]  And the sooner we start realizing that and facing up to that, the sooner we can turn this Republic back.
[02:56:21.788 --> 02:56:28.553]  The people running our country are openly in the Wall Street Journal announcing that they're getting rid of the dollar, bringing in an Amaro, and creating a North American Union.
[02:56:28.953 --> 02:56:30.314]  Everything we told you is now admitted.
[02:56:30.614 --> 02:56:31.575]  It's all happening.
[02:56:31.755 --> 02:56:32.776]  They're making their move!
[02:56:33.536 --> 02:56:34.938]  I love this country more than anything.
[02:56:34.958 --> 02:56:36.699]  This is where my family's been for hundreds of years.
[02:56:37.000 --> 02:56:41.004]  I had family on the Mayflower, family in the Revolutionary War, family right here in Texas.
[02:56:41.044 --> 02:56:42.445]  We raised Colonel Travis's son.
[02:56:42.826 --> 02:56:44.908]  My family's been here since, you know, 1829.
[02:56:45.369 --> 02:56:47.371]  Folks, I love Texas.
[02:56:47.471 --> 02:56:48.292]  I love the Republic.
[02:56:48.812 --> 02:56:51.574]  And I'm telling you right now, this is the New World Order period.
