[00:00:00.433 --> 00:00:02.796]  Organicacede.com today!
[02:35:27.489 --> 02:35:33.171]  The Moon is the nearest place in space where human beings can homestead.
[02:35:34.512 --> 02:35:52.540]  The resources are there to once settlements are established, the resources are there not only to support those settlements with the water and oxygen and food and other things that you need, independently of the Earth, but
[02:35:53.618 --> 02:36:05.064]  There is one resource that's there that allows for an economy that can, through the export of that resource, to the Earth.
[02:36:05.164 --> 02:36:12.287]  And that's a light isotope of helium called Helium-3, which is a nearly ideal fuel for fusion power generation.
[02:36:13.368 --> 02:36:15.789]  And so that's what the book is all about.
[02:36:15.829 --> 02:36:19.231]  It tries to put together, in a very, very broad way,
[02:36:20.432 --> 02:36:30.678]  The beginnings of a plan for the private sector to initiate the settlement of the Moon and to provide the Earth with a major new energy resource.
[02:36:31.879 --> 02:36:32.339]  Amazing.
[02:36:33.199 --> 02:36:44.085]  Now, just because your bio is so lengthy, in a nutshell, tell us about your career as a AAA astronaut, you know, lunar astronaut.
[02:36:44.526 --> 02:36:45.426]  Tell us about that.
[02:36:45.586 --> 02:36:48.528]  Tell us about the missions, just in a nutshell, and then I've got some questions.
[02:36:49.875 --> 02:37:00.040]  Well, my career started as a geologist, the son of a geologist actually, in southern New Mexico.
[02:37:00.481 --> 02:37:03.082]  Caltech trained and then a Harvard PhD.
[02:37:03.762 --> 02:37:06.084]  I did a lot of field work in Norway and Alaska.
[02:37:06.944 --> 02:37:17.790]  And when NASA and the National Academy of Sciences asked for volunteers for the first selection of scientist astronauts, I thought about 10 seconds and raised my hand.
[02:37:18.656 --> 02:37:21.878]  And figuring that if I didn't, I'd probably regret it.
[02:37:22.118 --> 02:37:23.298]  And I would have, obviously.
[02:37:25.519 --> 02:37:42.127]  But while at Harvard, I became increasingly concerned about the direction that Harvard-trained so-called public servants were taking us, and figured that if I was that concerned, that sometime in my life I'd better think about getting into politics.
[02:37:42.808 --> 02:37:45.309]  That opportunity came after my astronaut career.
[02:37:46.244 --> 02:37:51.469]  I had essentially been completed and I was elected to the United States Senate.
[02:37:51.489 --> 02:37:56.793]  Spent six years there learning a great deal about how sausage is made.
[02:37:57.874 --> 02:38:00.256]  More than most people would like to know, I think.
[02:38:01.777 --> 02:38:08.143]  And then in the middle of the depression of the recession of 1982, I lost my seat.
[02:38:12.595 --> 02:38:25.845]  Here in New Mexico and went into an accelerated learning experience in the private sector and free enterprise and business related activities.
[02:38:26.305 --> 02:38:30.308]  Well that's awesome and again the book is Return to the Moon available everywhere.
[02:38:31.189 --> 02:38:32.450]  Harrison Smith is our guest.
[02:38:32.890 --> 02:38:35.052]  How many moon missions were you involved in in total?
[02:38:35.472 --> 02:38:40.976]  Well I was involved in essentially all the moon missions but I only flew on Apollo 17.
[02:38:42.453 --> 02:38:43.974]  The last of the Apollo series.
[02:38:46.336 --> 02:38:51.320]  My involvement in other missions was multifaceted.
[02:38:51.460 --> 02:39:01.408]  I was primarily responsible for setting up the Lunar Science and Geological Science training program for the pilot astronauts.
[02:39:02.348 --> 02:39:09.033]  I was responsible for overseeing for the astronaut office the development of various scientific experiments.
[02:39:11.505 --> 02:39:17.530]  And you also have discovered a lot of the most important rocks.
[02:39:18.891 --> 02:39:23.875]  Which mission put that laser up that the University of Texas contacts?
[02:39:24.615 --> 02:39:28.839]  It was actually deployed on the moon three different times.
[02:39:28.859 --> 02:39:38.046]  The first one by Apollo 11, as a matter of fact, 40 years ago, was a reflector and the various
[02:39:39.675 --> 02:39:56.433]  Uh, observatories now shoot that, those reflectors, the three of them, that were finally deployed, with laser beams, and have been able to, uh, very, very precisely determine distance from the Earth to the Moon, as well as the motion to the Continent.
[02:39:57.628 --> 02:40:01.392]  Alright, we're running down on time and you've agreed to come back on in the future on science issues.
[02:40:01.412 --> 02:40:02.773]  It's just amazing having you.
[02:40:03.274 --> 02:40:13.224]  But I will be broiled and skewered and drawn and quartered and hung and then tanned if I don't bring this up because we talk about hoaxes.
[02:40:13.264 --> 02:40:18.550]  We have this giant government hoax of global warming right now, clearly trying to get control.
[02:40:20.211 --> 02:40:30.055]  Before I ask this, I want to say I have a friend, Raymond Teague, who worked on the main mission control on repeated Apollos, ran RCA cameras, and then RCA cameras on Skylab.
[02:40:30.635 --> 02:40:36.337]  And I've known Raymond for 14 years, and he says the whole thing's real, none of it's faked.
[02:40:36.897 --> 02:40:39.278]  You know, the whole nine yards, and I know he's the real deal.
[02:40:39.758 --> 02:40:48.182]  I have other people I know being here in Texas who worked on the mission, and they say, if there was any chicanery, then they were conning us too, and that's pretty darn hard to do.
[02:40:48.283 --> 02:40:54.646]  Forty years later, and I never really cover this issue, but I get calls every day, emails about it, TV shows everywhere.
[02:40:54.966 --> 02:41:05.531]  What is your take on the people more and more believing, I've seen polls as high as 30 percent, that aspects of the whole thing was faked?
[02:41:06.820 --> 02:41:13.646]  Well, I think in a serious vein that it is another reflection on the government-run school system.
[02:41:13.686 --> 02:41:15.267]  That system does not teach history.
[02:41:16.988 --> 02:41:25.075]  There are several generations now who have come through it that have had very little exposure to American history or world history in an objective way.
[02:41:26.036 --> 02:41:36.364]  And right now you have a population that has not learned the complexities that had to be
[02:41:36.994 --> 02:41:37.715]  We're good to go.
[02:41:59.458 --> 02:42:03.719]  But in a way that, I mean, that's a positive thing to not be totally trusting.
[02:42:03.739 --> 02:42:04.719]  The founders said that.
[02:42:05.139 --> 02:42:07.360]  I think a lot of it's so much government lying.
[02:42:07.980 --> 02:42:11.041]  People are so untrusting now, they don't even trust me on a lot of issues.
[02:42:11.381 --> 02:42:12.781]  I mean, people don't trust their neighbors.
[02:42:13.622 --> 02:42:16.342]  And society does seem to be degenerating a bit.
[02:42:17.162 --> 02:42:21.944]  My only issue is, that said, that I know people that worked on the mission who say it was absolutely real.
[02:42:22.304 --> 02:42:24.784]  And you can watch famous films of them in mission control.
[02:42:24.804 --> 02:42:26.645]  People I know, they're not making it up.
[02:42:29.207 --> 02:42:34.809]  For a conspiracy like that to work, you would have to have conned 450,000 Americans.
[02:42:34.849 --> 02:42:38.270]  Because that's how many worked on the program.
[02:42:38.290 --> 02:42:40.511]  That's how many worked, and you just couldn't do it.
[02:42:40.571 --> 02:42:51.456]  Look, people have to remember that there's still, when you have a population of the world as large as we have, a very, very micro percentage is still a significant number.
[02:42:51.956 --> 02:42:54.817]  And some of those people actually still believe the Earth is black.
[02:42:55.796 --> 02:42:59.208]  So if a few of them want to believe that we didn't go to the moon, let them.
[02:42:59.950 --> 02:43:02.499]  It's not an issue that comes up in my presentation.
[02:43:03.871 --> 02:43:07.353]  Well, I mean, the earth being flat, that's clearly ridiculous.
[02:43:07.633 --> 02:43:13.955]  Though I've actually been contacted by some flat earthers saying I'm covering up the fact that it's some Atlantean conspiracy.
[02:43:13.995 --> 02:43:17.897]  But the reason, I mean, obviously you know this has been building.
[02:43:18.297 --> 02:43:24.339]  I would imagine you get asked that sometimes because there are issues that make people question.
[02:43:24.739 --> 02:43:26.480]  And so let me just throw a few of those out to you.
[02:43:28.081 --> 02:43:28.981]  Wait a minute.
[02:43:30.001 --> 02:43:35.423]  I think there are more important things to talk about, but just let me say that when I'm out talking to the public, I do not get that question.
[02:43:35.463 --> 02:43:40.705]  I only get that question from talk show hosts.
[02:43:40.745 --> 02:43:41.685]  Really, that's true.
[02:43:42.326 --> 02:43:44.947]  And so I think we ought to spend our time on more important issues.
[02:43:45.387 --> 02:43:48.808]  Okay, why haven't we been back to the moon in 40 years?
[02:43:51.906 --> 02:44:12.891]  Well, that's a really long topic, but the most immediate is that even though George W. Bush articulated a very good return to the moon and on beyond policy, neither his budget office or the Congress properly funded that.
[02:44:13.351 --> 02:44:18.052]  Had it been properly funded, we would be well on our way as we speak.
[02:44:18.692 --> 02:44:20.673]  But in the absence of adequate funding,
[02:44:21.740 --> 02:44:25.481]  We have had to flip schedules in order to keep the program alive.
[02:44:26.042 --> 02:44:38.466]  Now you have an administration that, for all indications, is not going to pursue an aggressive role for the United States in deep space.
[02:44:38.726 --> 02:44:44.388]  And they're going to leave that to the Chinese, potentially the Indians and the Japanese, and maybe Europe.
[02:44:45.494 --> 02:44:48.015]  And that, I think, is an extraordinary mistake.
[02:44:48.095 --> 02:44:54.357]  It's as big a mistake in the long term as we could make relative to protecting liberty here on this planet.
[02:44:54.957 --> 02:44:55.217]  Sure.
[02:44:55.237 --> 02:45:06.521]  If you have non-democratic regimes dominant in deep space, dominant on the moon and elsewhere, then it's going to be very, very difficult to continue to protect liberty on this planet.
[02:45:07.017 --> 02:45:07.217]  Sure.
[02:45:07.497 --> 02:45:34.637]  Have you heard of, I guess you were in the Senate around that time, Dr. Bob Bowman, who worked on some of the Star Wars program before it was declassified in the early 80s, and he's saying, and he's told me, he said, look Alex, not only is there a space program, but there's a lot of it you don't know about and I can't tell you about it, but he's mentioned a few things that have slipped out or been declassified, you know, the whole robotic program, and they admit that a lot of the shuttles have been military secret missions.
