[00:00:04.696 --> 00:00:06.177]  Thank you, Mr. Chairman.
[03:24:32.165 --> 03:24:48.075]  And then to see the poverty pimps, the liberals, Margaret Sanger, hired by the Rockefellers, 90-something years ago, and I sent off to the universities and got her actual copies of her letters, not just quotes in books, calling blacks subhuman, garbage, weeds that have to be killed.
[03:24:48.075 --> 03:24:51.698]  She came as a liberal lover to the blacks.
[03:24:51.698 --> 03:24:52.298]  W.E.B.
[03:24:52.298 --> 03:24:54.820]  Du Bois, they hired him to go out.
[03:24:55.700 --> 03:25:00.624]  And they've destroyed their family with the welfare, paid the women not to have men in the house.
[03:25:00.624 --> 03:25:02.346]  They've done it to everybody else's community now.
[03:25:02.346 --> 03:25:03.667]  Blacks were the test.
[03:25:03.667 --> 03:25:05.989]  They sold the narcotics in their communities.
[03:25:05.989 --> 03:25:07.931]  They put the Planned Parenthood in their communities.
[03:25:07.931 --> 03:25:14.096]  And then the liberals on TV, Chris Matthews says, if you don't agree with Obama, you're a racist.
[03:25:14.096 --> 03:25:18.100]  So the real eugenicists, the real hardcore people that hate blacks,
[03:25:18.840 --> 03:25:23.601]  I've documented, they're the ones that pose as the liberals.
[03:25:23.601 --> 03:25:29.943]  You see, blacks, you don't have to worry about the FBI-controlled Ku Klux Klan wearing the sheets.
[03:25:29.943 --> 03:25:32.203]  The real killers are the liberals.
[03:25:32.203 --> 03:25:33.203]  The so-called liberals.
[03:25:33.203 --> 03:25:34.264]  They're not liberal.
[03:25:34.264 --> 03:25:37.404]  They got all these well-meaning idiots under them that don't understand what they're part of.
[03:25:37.404 --> 03:25:40.565]  But Bill and Melinda Gates, Bill Gates is part of Planned Parenthood.
[03:25:41.474 --> 03:25:44.735]  He's given over $80 billion with Warren Buffett to their foundation.
[03:25:44.735 --> 03:25:46.296]  I have the article somewhere in the stack.
[03:25:46.296 --> 03:25:47.917]  Guys, pull it up on screen.
[03:25:47.917 --> 03:25:54.200]  Times of London, Rich Meat, secret meeting for population control in New York four months ago.
[03:25:54.200 --> 03:25:55.580]  Dr. Monteith, short segment.
[03:25:55.580 --> 03:26:00.602]  We're going to come back and talk to Chris, John, Steve, Mark, and Rob, and then let you go.
[03:26:00.602 --> 03:26:01.983]  But you're an expert on eugenics.
[03:26:01.983 --> 03:26:03.644]  You were talking about this before I was born.
[03:26:04.644 --> 03:26:07.207]  I'm 35 years old, I've been doing this for over 40.
[03:26:07.207 --> 03:26:10.530]  Explain to them what his global vaccine program is.
[03:26:10.530 --> 03:26:13.672]  He wants to release mosquitoes that have vaccines in them.
[03:26:13.672 --> 03:26:19.398]  Explain to people how his father was the former head of Planned Parenthood, who we're dealing with.
[03:26:19.398 --> 03:26:25.203]  Well, Bill indicates that the foundation is funding all sorts of terrible things.
[03:26:26.184 --> 03:26:30.308]  One of the worst things, of course, is this massive vaccine program for Africa.
[03:26:30.308 --> 03:26:45.165]  Now, of course, here in the United States, why they've taken the mercury out of childhood vaccines, the vaccines that are given for childhood diseases, unfortunately they've left it in the vaccines that are given to children.
[03:26:45.985 --> 03:26:47.586]  Uh, what a clever study.
[03:26:47.586 --> 03:26:56.650]  In fact, now they've mandated that children as young as six months of age start getting regular influenza shots with a full dose of mercury.
[03:26:56.650 --> 03:27:02.573]  Now with the swine flu vaccine, they're going to be able to get them four times as much because they want two shots of regular.
[03:27:03.533 --> 03:27:12.456]  Seasonal vaccine, two shots of swine vaccine, starting at six months of age but through the maximum amount of damage as far as the mercury.
[03:27:12.456 --> 03:27:19.819]  And they know about it because we have their study, it's called the Southwood Study, it was actually a report, it was a meeting that was held.
[03:27:20.299 --> 03:27:21.220]  We're good to go.
[03:27:42.196 --> 03:27:45.439]  Because if they knew this, they wouldn't take our vaccine.
[03:27:45.439 --> 03:27:47.941]  So we know that they know what they're doing.
[03:27:47.941 --> 03:27:59.893]  They destroyed the lives of our children between 1 in 60 and 1 in 90 American boys is now autistic, and their lives are destroyed, and they know what they're doing.
[03:27:59.893 --> 03:28:02.175]  But Bill and Melinda Gates Foundation,
[03:28:02.961 --> 03:28:11.864]  Our funding, the vaccine program in Africa, and we left the mercury of the vaccines we're giving to the African children.
[03:28:11.864 --> 03:28:16.746]  Now that not only destroyed their minds, they destroyed their fertility.
[03:28:16.746 --> 03:28:22.448]  And their fertility is destroyed in this generation and in subsequent generations.
[03:28:22.448 --> 03:28:29.231]  And not just this generation, they destroyed fertility, but you know, with their children and their children's children.
[03:28:29.231 --> 03:28:31.632]  One of the most persistent, horrible, and
[03:28:32.148 --> 03:28:33.889]  Yeah, that's 1 plus 1 equals 100.
[03:28:33.889 --> 03:28:34.890]  It doesn't make sense.
[03:28:34.890 --> 03:28:37.171]  In fact, put that article back up.
[03:28:58.232 --> 03:29:02.618]  Secret meeting with the Rockefellers, the Gateses, Warren Buffett, Ted Turner.
[03:29:02.618 --> 03:29:05.242]  Ted Turner who calls us useless eaters and feeders.
[03:29:05.242 --> 03:29:07.886]  Billionaire club in bid to curb overpopulation.
[03:29:07.886 --> 03:29:12.051]  And they said a secret meeting of how to carry this out.
[03:29:12.051 --> 03:29:13.594]  Go ahead.
[03:29:13.594 --> 03:29:15.136]  Don't forget George Soros was there.
[03:29:15.755 --> 03:29:16.435]  Yes.
[03:29:16.435 --> 03:29:21.358]  Basically, you have to try to say, why would rational people do this?
[03:29:21.358 --> 03:29:23.859]  Well, these are not rational people.
[03:29:23.859 --> 03:29:27.201]  They're people who've gone over to the dark side.
[03:29:27.201 --> 03:29:31.002]  And basically, there is an organization in the United States.
[03:29:31.002 --> 03:29:32.383]  They have a newsletter.
[03:29:32.383 --> 03:29:36.305]  They have offices in New York City, in Geneva, London.
[03:29:36.305 --> 03:29:37.566]  They're very well funded.
[03:29:37.566 --> 03:29:40.387]  Some of the richest people in the world fund them.
[03:29:40.387 --> 03:29:42.488]  And of course, they're called the Lucius Trust.
[03:29:43.129 --> 03:29:51.855]  Tell us about Lucia's Trust in phone calls straight ahead.
[03:29:51.855 --> 03:29:53.256]  We're on the march.
[03:29:53.256 --> 03:29:55.778]  The Empire's on the run.
[03:29:55.778 --> 03:29:58.480]  Alex Jones and the GCN Radio Network.
[03:30:01.946 --> 03:30:05.331]  Have you ever wanted to generate your own supply of electrical power?
[03:30:05.331 --> 03:30:08.935]  If so, this is going to be the most important message you will ever hear.
[03:30:08.935 --> 03:30:13.521]  Solar power generators are now available from Solutions from Science in Thompson, Illinois.
[03:30:13.521 --> 03:30:19.129]  These emergency backup systems provide life-saving electrical power when you need it most, unlike gas generators.
[03:30:19.389 --> 03:30:24.174]  A solar generator runs quietly, emits no fumes, and produces electricity for free.
[03:30:24.174 --> 03:30:27.797]  It's like having an electric power plant running quietly in your own home.
[03:30:27.797 --> 03:30:32.622]  Run sump pumps, shortwave radios, computers, and even keep food from spoiling.
[03:30:32.622 --> 03:30:39.188]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[03:30:39.188 --> 03:30:41.130]  When the power goes out, you'll be ready.
[03:30:41.610 --> 03:30:44.811]  With a solar power generator from Solutions from Science.
[03:30:44.811 --> 03:30:49.312]  Go to MySolarBackup.com and get off the grid today.
[03:30:49.312 --> 03:30:51.532]  That's MySolarBackup.com or call 877-327-0365.
[03:30:51.532 --> 03:30:51.872]  877-327-0365.
[03:30:51.872 --> 03:30:52.092]  Don't wait.
[03:30:52.092 --> 03:30:52.493]  Call today.
[03:30:52.493 --> 03:30:53.033]  Big idea.
[03:30:53.033 --> 03:30:55.013]  A new world order in the near future.
[03:31:08.087 --> 03:31:11.149]  Earth is dominated by a powerful world government.
[03:31:11.149 --> 03:31:13.971]  It's known as the Bilderberg Group.
[03:31:13.971 --> 03:31:16.773]  Could their objective be world domination?
[03:31:16.773 --> 03:31:19.956]  For thousands of years, their dark order grew.
[03:31:19.956 --> 03:31:27.261]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[03:31:30.285 --> 03:31:35.729]  For the first time in history, the elite's plan for world government is blown wide open.
[03:31:35.729 --> 03:31:39.131]  You will learn the secret that drives the entire New World Order agenda.
[03:32:01.566 --> 03:32:06.751]  Hi, it's MZ wondering how many of us Alex Jones fans intend to take the swine flu vaccine?
[03:32:06.751 --> 03:32:10.234]  I'm not, don't trust it, but then I don't want to get the disease either.
[03:32:10.234 --> 03:32:15.960]  So I use PureWorks, a unique disinfectant that comes in foam or spray form.
[03:32:15.960 --> 03:32:18.522]  PureWorks is not your typical hand disinfectant.
[03:32:18.522 --> 03:32:23.086]  There is no alcohol to dry your skin and it lasts for hours, not minutes.
[03:32:23.086 --> 03:32:25.789]  Use PureWorks to protect yourself from disease and infection.
[03:32:26.229 --> 03:32:31.957]  You can find out all about it and order it online at NoGerms.info.
[03:32:31.957 --> 03:32:34.220]  That's NoGerms.info.
[03:32:34.220 --> 03:32:42.791]  Don't introduce potentially dangerous chemicals or toxins into your body to keep you well when they could actually cause the sickness you want to avoid.
[03:32:42.791 --> 03:32:43.793]  Don't pick your nose.
[03:32:44.153 --> 03:32:48.719]  Don't shake hands and don't handle banisters, rails, and doorknobs.
[03:32:48.719 --> 03:32:53.845]  Do try PureWorks, available online at wholesale pricing to Alex Jones listeners.
[03:32:53.845 --> 03:32:55.588]  Go to NoGerms.info.
[03:32:55.588 --> 03:32:57.810]  That's NoGerms.info.
[03:32:57.810 --> 03:32:59.532]  Be well and stay well.
[03:32:59.532 --> 03:33:00.273]  Best MZ!
[03:33:08.578 --> 03:33:09.238]  I mean, I almost
[03:33:38.174 --> 03:33:39.115]  Broke down and cried.
[03:33:39.115 --> 03:34:00.872]  A week and a half ago, my kids are playing out in the front yard, in the neighbor's yard, and two different groups of neighborhood kids out of four groups, you know, four different groups of kids from different parents in the neighborhood, I know all their parents, were coming up showing me their flu shot bandages on their arms, and these are sweet little smart little kids, and, uh,
[03:34:03.507 --> 03:34:03.767]  I don't know.
[03:34:22.899 --> 03:34:32.343]  Then they're over at my house, playing in the backyard, and one of their mothers calls and says, tell her son's name to come home in 20 minutes for dinner.
[03:34:32.343 --> 03:34:34.404]  And she goes, I go, how are you doing?
[03:34:34.404 --> 03:34:35.265]  How you been doing?
[03:34:35.265 --> 03:34:37.586]  To the lady three doors down.
[03:34:37.586 --> 03:34:38.826]  And she goes, oh, I'm good.
[03:34:38.826 --> 03:34:44.529]  I just got both, you know, both my kids flu shots today.
[03:34:44.529 --> 03:34:47.390]  And I just didn't even say anything to her.
[03:34:47.390 --> 03:34:48.471]  I know I was supposed to.
[03:34:49.741 --> 03:34:52.983]  Well, you call it denial is the term, but the truth of the matter is
[03:35:17.518 --> 03:35:26.441]  Alex, it is so hard to believe that the doctor who you know and you trust would give something to your child that would be harmful to them.
[03:35:26.441 --> 03:35:39.185]  But what you must understand, I don't know if you've ever seen the DVD or heard the talk put out by Dr. Blaylock, and I know you don't know Russell, but he has a talk on vaccines and brain development pointing out
[03:35:39.645 --> 03:35:44.846]  That the vaccines actually stunt brain development, the younger they're given.
[03:35:44.846 --> 03:35:48.347]  Why, of course, the younger the child is, the more damage they do.
[03:35:48.347 --> 03:35:59.330]  But every time you take a vaccine, why, it triggers off not only the immune response in the body, but the immune response in the brain.
