[00:00:04.821 --> 00:00:05.461]  It is Monday.
[03:29:48.806 --> 03:29:51.767]  This is the GCN Radio Network.
[03:29:51.767 --> 03:29:53.168]  We're on the march.
[03:29:53.168 --> 03:29:54.669]  The empire's on the run.
[03:29:55.703 --> 03:30:01.166]  Alex Jones and the GCN Radio Network.
[03:30:01.166 --> 03:30:05.408]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[03:30:05.408 --> 03:30:07.409]  Do you really know what's in your tap water?
[03:30:07.409 --> 03:30:15.933]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[03:30:15.933 --> 03:30:21.476]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[03:30:21.476 --> 03:30:23.097]  Now what are you going to do about it?
[03:30:23.337 --> 03:30:29.840]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[03:30:29.840 --> 03:30:40.905]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[03:30:40.905 --> 03:30:42.266]  That's right, clean water.
[03:30:42.546 --> 03:30:42.766]  We're good.
[03:31:01.553 --> 03:31:03.536]  Our beloved republic is on her knees.
[03:31:03.536 --> 03:31:07.161]  The forces of globalism are destroying national sovereignty worldwide.
[03:31:07.161 --> 03:31:09.644]  But in liberty's darkest hour, there is hope.
[03:31:09.644 --> 03:31:12.708]  The first time in modern history, the people are beginning to wake up.
[03:31:12.708 --> 03:31:16.493]  It is essential that patriots worldwide accelerate their fellow man's understanding.
[03:31:16.493 --> 03:31:16.873]  Let's do it!
[03:31:40.148 --> 03:31:44.311]  From tainted vaccines to martial law can be found in this online video library.
[03:31:44.311 --> 03:31:49.175]  By weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[03:31:49.175 --> 03:31:52.037]  The Info War is waiting for you to set it free.
[03:31:52.037 --> 03:31:54.118]  Join PrisonPlanet.tv.
[03:31:54.118 --> 03:31:56.120]  Burn the info bombs to disk.
[03:31:56.120 --> 03:31:58.262]  Put them on the file sharing networks.
[03:31:58.262 --> 03:32:00.063]  Bring down the New World Order.
[03:32:00.063 --> 03:32:00.803]  PrisonPlanet.tv.
[03:32:01.977 --> 03:32:07.861]  How many times have you been in a situation where having a hidden audio or video recorder would have made a difference in your life?
[03:32:07.861 --> 03:32:12.984]  In the past, owning a hidden video recorder has been expensive and too much of a bother to carry.
[03:32:12.984 --> 03:32:14.205]  That was then.
[03:32:14.205 --> 03:32:15.486]  This is now.
[03:32:15.486 --> 03:32:18.228]  Introducing DigiNet Spy Sunglasses.
[03:32:18.228 --> 03:32:24.271]  These sunglasses contain a small hidden camera that will record up to 4 hours of real-time audio and video.
[03:32:24.271 --> 03:32:29.555]  The DigiNet Sunglasses are perfect for traffic stops, on lawful searches and seizures, town hall meetings,
[03:32:29.815 --> 03:32:33.479]  Proving your innocence, or any other situation you'd like to record.
[03:32:33.479 --> 03:32:36.962]  And if sunglasses aren't for you, check out the DigiPen.
[03:32:36.962 --> 03:32:41.426]  It does the same great job as the sunglasses, but in the form of a functional pen.
[03:32:41.426 --> 03:32:42.947]  Video never lies.
[03:32:42.947 --> 03:32:44.609]  Watch Big Brother back.
[03:32:44.609 --> 03:32:46.391]  Visit diginet.net.
[03:32:46.391 --> 03:32:49.373]  That's D-I-G-A-N-E-T dot net.
[03:32:49.373 --> 03:32:51.976]  D-I-G-A-N-E-T dot net.
[03:32:51.976 --> 03:32:53.057]  Diginet dot net.
[03:33:00.640 --> 03:33:11.044]  We're good to go.
[03:33:23.939 --> 03:33:25.500]  And I was just talking to Rob Jacobson.
[03:33:25.500 --> 03:33:26.701]  I just talked to him during the break.
[03:33:26.701 --> 03:33:32.245]  It looks like it's going to the Supreme Court of the state to reopen the 9-11 investigation.
[03:33:32.245 --> 03:33:37.708]  So, they've gotten the 80,000 plus signatures to do that.
[03:33:37.708 --> 03:33:41.811]  We're going to be talking to him either today or tomorrow, briefly at the end of the show.
[03:33:41.811 --> 03:33:44.333]  But there can be no longer any doubt.
[03:33:45.902 --> 03:33:49.643]  Tyranny is here, marching on every front against humanity.
[03:33:49.643 --> 03:33:55.364]  Big corporations have issued themselves tens of trillions in liquid fiat cash on our backs.
[03:33:55.364 --> 03:33:59.885]  They know they've got to squeeze the labor and taxes out of it to now pay for it all.
[03:33:59.885 --> 03:34:01.105]  And so they're letting us know.
[03:34:01.105 --> 03:34:05.386]  And they've hired police and military and told them the public is scum, trash.
[03:34:05.386 --> 03:34:06.627]  Beat the hell out of them.
[03:34:06.627 --> 03:34:07.227]  They're enemies.
[03:34:08.032 --> 03:34:14.321]  They're training them to take your guns, they're training InfraGard and Clergy Response to tell the public to go along with it.
[03:34:14.321 --> 03:34:15.964]  I mean, this is the real deal.
[03:34:15.964 --> 03:34:22.493]  This is PSYOPs, and if you just become aware of the PSYOPs, we can turn this country around and save our society.
[03:34:23.254 --> 03:34:28.517]  But if we don't, the police are more far gone than I thought watching this G20 stuff.
[03:34:28.517 --> 03:34:32.179]  I mean, when an old woman walks out of a store with a bag and says, what is this officer?
[03:34:32.179 --> 03:34:34.701]  And the cop lets a dog loose to bite her.
[03:34:34.701 --> 03:34:41.325]  See, they love this zero tolerance thing of no one allowed on the streets of Pittsburgh or Oakland, Pennsylvania.
[03:34:41.325 --> 03:34:47.749]  So they drive by neighborhoods and kids are out throwing a football and they go and the cops just swing the sound cannon around and hit them.
[03:34:48.936 --> 03:34:51.318]  The military tortured Luke in jail.
[03:34:51.318 --> 03:34:55.541]  The FBI was running it in a detention center just like Pier 57 in New York.
[03:34:55.541 --> 03:34:59.524]  Just, I mean, folks, this is bad news.
[03:34:59.524 --> 03:35:01.545]  And these guys would torture children in Iraq.
[03:35:01.545 --> 03:35:04.487]  They did, I mean, I've had Marine Corps officers on that talk about it.
[03:35:04.487 --> 03:35:07.329]  How people would just shoot kids for fun.
[03:35:07.329 --> 03:35:11.992]  And all the videos of them shooting families out of their cars for fun and raping kids.
[03:35:11.992 --> 03:35:15.215]  And see, it's a lowest common denominator.
[03:35:15.215 --> 03:35:16.816]  The scum get honored
[03:35:18.548 --> 03:35:20.089]  And so you got Marines.
[03:35:20.089 --> 03:35:24.873]  Remember when the Marines killed the puppy and the neocon site said that's a fake robot dog?
[03:35:24.873 --> 03:35:28.356]  Everybody could see it was pulling its legs up, it was a real puppy.
[03:35:28.356 --> 03:35:36.063]  And then we posted scores of videos of them killing dogs, killing horses, shooting cows, shooting sheep, hand-grenading people, shooting humans.
[03:35:36.063 --> 03:35:41.808]  But see, humans have been taught not to care if they see fellow humans dying through all the murder simulations on TV and movies.
[03:35:43.166 --> 03:35:45.488]  But you see a dog get killed.
[03:35:45.488 --> 03:35:48.610]  Starving dog comes up begging the Marines, laughing, just shoot it.
[03:35:48.610 --> 03:35:51.412]  You know, the army running over dogs, laughing.
[03:35:51.412 --> 03:35:55.035]  People didn't care about seeing kids getting killed.
[03:35:55.035 --> 03:35:57.697]  And there have been hundreds of murders in Iraq of soldiers.
[03:35:57.697 --> 03:36:04.783]  Not officers this time, but soldiers that say, hey, don't shoot this family or don't rape these little girls.
[03:36:04.783 --> 03:36:05.203]  You know what?
[03:36:05.203 --> 03:36:06.344]  They shoot you right in the head.
[03:36:07.560 --> 03:36:12.803]  And all the cases where they come into a family, rape the ten-year-old girl, then grease the whole family.
[03:36:12.803 --> 03:36:18.006]  And then it's all, their officers come in and say, badass men, you've done a great job.
[03:36:18.006 --> 03:36:19.927]  They give them all drop weapons.
[03:36:19.927 --> 03:36:23.770]  When they get upset or get drunk and shoot innocent people, they just drop a weapon on.
[03:36:23.770 --> 03:36:25.971]  They're all coming back to be cops.
[03:36:25.971 --> 03:36:28.973]  And they've got a hunger to kill, a hunger to murder U.S.
[03:36:28.973 --> 03:36:34.016]  citizens, a hunger to rape your wives and children, a hunger, a bloody, vampiric hunger.
[03:36:34.830 --> 03:36:41.873]  I remember videos of the helicopters landing, playing death metal, with skulls hanging off and 666 spray painted on the side.
[03:36:41.873 --> 03:36:44.334]  I mean, it's Hellforce.
[03:36:44.334 --> 03:36:48.616]  And the good men and women in the military that don't go along with this, they get fragged.
[03:36:48.616 --> 03:36:51.757]  They get killed.
[03:36:51.757 --> 03:36:54.538]  And so they are ready to come to your homes and take your guns.
[03:36:54.538 --> 03:36:56.299]  And they know you're trained to stand down.
[03:36:56.299 --> 03:36:58.300]  That encourages them.
[03:36:58.300 --> 03:36:59.120]  They enjoy it.
[03:37:01.256 --> 03:37:03.658]  Our army is an army of darkness now.
[03:37:03.658 --> 03:37:07.161]  It is an army of Satan, an army of Lucifer.
[03:37:07.161 --> 03:37:10.103]  Guys, get me a glass of water, please.
[03:37:10.103 --> 03:37:14.947]  I engulf lunch during a three-minute break, and then a little bit of pepper in there.
[03:37:14.947 --> 03:37:21.392]  Now, I know the whole military isn't evil, and I know our police aren't evil, but the leadership is evil in almost every case.
[03:37:22.293 --> 03:37:26.674]  Abu Ghraib, Halliburton, Dyncor, and Middley Run child kidnapping rings.
[03:37:26.674 --> 03:37:27.634]  It comes out in Congress.
[03:37:27.634 --> 03:37:29.095]  Nobody gets in trouble.
[03:37:29.095 --> 03:37:36.357]  The Army's own report admit they raped children with flashlights with battery acid on them in front of their parents.
[03:37:36.357 --> 03:37:37.037]  They raped them.
[03:37:37.037 --> 03:37:41.938]  They beat them to death with pleasure at camps all over the planet.
[03:37:41.938 --> 03:37:44.059]  This is the system, and this is in the reports.
[03:37:44.932 --> 03:37:46.053]  And they're here now.
[03:37:46.053 --> 03:37:47.534]  They are now among us.
[03:37:47.534 --> 03:37:48.594]  Their minds are blown.
[03:37:48.594 --> 03:37:50.075]  Their souls are gone.
[03:37:50.075 --> 03:37:52.737]  They love the black uniforms they're given by their masters.
[03:37:52.737 --> 03:37:54.218]  They love the injections they're given.
[03:37:54.218 --> 03:37:56.379]  They love the injections they'll force you to take.
[03:37:56.379 --> 03:37:57.980]  They love the evil.
[03:37:57.980 --> 03:38:00.061]  And they're gonna gun people down in the back.
[03:38:00.061 --> 03:38:04.184]  Just like Chicago police announced, if you run now, your car runs, they will shoot you.
[03:38:05.044 --> 03:38:07.006]  They're announcing everywhere they will kill you.
[03:38:07.006 --> 03:38:07.846]  They will kill.
[03:38:07.846 --> 03:38:08.647]  They will kill.
[03:38:08.647 --> 03:38:09.627]  They will kill.
[03:38:09.627 --> 03:38:13.050]  Because the control freak doesn't just want your tax money and to run your life.
[03:38:13.050 --> 03:38:15.531]  They want to be able to kill you.
[03:38:15.531 --> 03:38:17.293]  It's what tyrants have done throughout history.
[03:38:17.293 --> 03:38:19.794]  Stalin, Mao, all of them.
[03:38:19.794 --> 03:38:20.935]  Hitler.
[03:38:20.935 --> 03:38:27.440]  It is the same system over and over and over again.
[03:38:27.440 --> 03:38:28.961]  This is their New World Order system.
[03:38:30.063 --> 03:38:33.646]  I want to tell you about some final sponsors in this hour, then I'm going to hurry through your calls.
[03:38:33.646 --> 03:38:34.547]  So be ready, everybody.
[03:38:34.547 --> 03:38:35.948]  We're going to go to you here in a moment.
[03:38:35.948 --> 03:38:37.869]  One of them is New Silver Solution.
[03:38:37.869 --> 03:38:41.092]  People all over the world are discovering the benefits of supernatural silver.
[03:38:41.092 --> 03:38:48.578]  The powerful new nanotechnology is a natural antibiotic, and you can read all the information and facts they have about the power of
[03:38:49.278 --> 03:38:55.461]  A Silver Against Bacteria and Viruses there at the website SupernaturalSilver.com.
[03:38:55.461 --> 03:39:05.066]  Go to SupernaturalSilver.com today and click on the InfoWars.com link or Prison Planet link to check out this first line of defense.
[03:39:05.066 --> 03:39:06.947]  You cannot afford to miss this opportunity.
[03:39:06.947 --> 03:39:11.869]  Find out all the information they have there posted at the site SupernaturalSilver.com.
[03:39:11.869 --> 03:39:13.450]  That's one word, SupernaturalSilver.com.
[03:39:15.205 --> 03:39:17.086]  Another sponsor is the great Acola Blue.
[03:39:17.086 --> 03:39:22.650]  They have a whole line of products, but their smaller unit does seven and a half gallons a day.
