[00:00:09.810 --> 00:00:10.250]  Oh, Willie.
[02:14:00.376 --> 02:14:01.797]  They started going to city council meetings.
[02:14:02.057 --> 02:14:03.038]  They went before the board.
[02:14:03.258 --> 02:14:06.239]  They had 80 protesters outside saying, you can't put this into law.
[02:14:06.499 --> 02:14:07.620]  So that's a good place to start.
[02:14:07.940 --> 02:14:08.660]  Start locally.
[02:14:08.920 --> 02:14:10.201]  You know, same thing in Schenectady.
[02:14:10.301 --> 02:14:14.323]  When they started saying, oh, we might declare martial law, Schenectady residents got up in arms.
[02:14:14.343 --> 02:14:15.884]  They started calling their city council members.
[02:14:15.904 --> 02:14:17.224]  They started calling the mayor's office.
[02:14:17.265 --> 02:14:17.765]  They said no.
[02:14:18.325 --> 02:14:19.966]  You know, we have to say no at some point.
[02:14:20.286 --> 02:14:26.189]  I think that, you know, we should have some recourse against the Supreme Court with their 5-4 decision that you no longer have a lawyer.
[02:14:26.569 --> 02:14:30.511]  Now, as far as Kevin Trudeau goes, look, you know, a lot of the things that he promotes are real.
[02:14:30.571 --> 02:14:35.033]  The Law of Attraction, for instance, you know, I'm a strong believer in the Law of Attraction.
[02:14:35.073 --> 02:14:41.836]  Maybe not in the hokey New Age way it's presented in the book The Secret or the movie The Secret, but some of that stuff is definitely true.
[02:14:42.116 --> 02:14:42.957]  I wouldn't be here
[02:14:43.357 --> 02:14:51.102]  Without the will to do what I do and believing that it was actually possible and setting goals for myself and working towards that.
[02:14:51.162 --> 02:14:53.143]  So Trudeau is a big purveyor of that.
[02:14:53.463 --> 02:14:56.205]  Some of his debt cures in his latest book are real.
[02:14:56.465 --> 02:14:58.086]  I've read some of the information.
[02:14:58.126 --> 02:14:59.227]  They're absolutely real.
[02:14:59.367 --> 02:15:03.470]  Some of his natural cures are the same things that you'll see on our sponsors' websites.
[02:15:03.770 --> 02:15:07.032]  So I think that he is a very ingenuitive guy.
[02:15:07.472 --> 02:15:11.614]  You know, whether or not he's 100% honest, I don't know if anybody's 100% honest.
[02:15:12.274 --> 02:15:13.315]  Is there room for criticism?
[02:15:13.335 --> 02:15:24.180]  There's room for criticism of everybody, but he is able to reach a massive audience, and for some reason the FTC went after him with a $37 million fine.
[02:15:24.260 --> 02:15:26.901]  He reaches literally millions and millions of people.
[02:15:27.661 --> 02:15:31.663]  You gotta ask yourself, why are they targeting this guy if he's not a threat to their establishment?
[02:15:32.663 --> 02:15:33.584]  Million dollars?
[02:15:33.684 --> 02:15:34.604]  That's a lot of debt.
[02:15:34.884 --> 02:15:36.065]  I mean, I don't care who you are.
[02:15:36.721 --> 02:15:39.322]  No, 37 mil is a lot of cheese, my friend.
[02:15:39.362 --> 02:15:51.064]  Hey, if they ever enact Executive Order 13375, where you're supposed to take mask quarantines or go to prison, and they can prison for one year or up to a $250,000 fine, I can't afford the 250 G's.
[02:15:51.084 --> 02:15:51.764]  I don't know about you.
[02:15:51.804 --> 02:15:52.785]  I ain't got a rolling around.
[02:15:54.245 --> 02:15:59.406]  No, but I definitely think that the only way they take a person like me is with bullets or something like that.
[02:15:59.446 --> 02:16:03.927]  You know, I'm not, I'm not going to subscribe to this like open handed, you know, open tyranny.
[02:16:04.403 --> 02:16:08.647]  You know, that these evil globalists really want to push, you know.
[02:16:09.749 --> 02:16:11.490]  It's really disgusting, you know.
[02:16:12.331 --> 02:16:15.735]  La Raza, what La Raza stands for is just absurd.
[02:16:15.775 --> 02:16:19.178]  Well, you know what La Raza stands for at the upper echelons.
[02:16:19.278 --> 02:16:23.563]  When you're a council member, a board member like she is, yes, it is more than absurd.
[02:16:24.243 --> 02:16:26.406]  But at the lower levels, people don't understand what it is.
[02:16:26.446 --> 02:16:27.286]  It's just like, you know,
[02:16:28.271 --> 02:16:40.961]  People who think that the Al Gore and the carbon credit system are going to save the world and people are getting behind the Green Movement and they're joining Greenpeace and they think they're going to make a difference if they join PETA for animals.
[02:16:40.981 --> 02:16:43.403]  They don't understand it's all corrupt at the top.
[02:16:43.423 --> 02:16:45.145]  They don't understand what the real message is.
[02:16:45.885 --> 02:16:50.869]  I don't want to just say every member of La Raza is automatically a racist.
[02:16:51.390 --> 02:16:57.595]  I would say every member of La Raza that doesn't realize that there's race implications and race bias is ignorant.
[02:16:58.055 --> 02:17:00.917]  You know, and there are some at the top that are openly racist.
[02:17:01.217 --> 02:17:20.452]  I mean, you know, old habits are hard to break, and some people just cannot get it in their head hard enough that, again, you should base your judgments on people by the content of their character, the fruits of their actions, what they stand for, you know, not, you know, the color or creed or religion of a person.
[02:17:20.492 --> 02:17:21.633]  It's absolutely ludicrous.
[02:17:21.854 --> 02:17:22.814]  I thank you for the call.
[02:17:23.915 --> 02:17:25.656]  Let's go to Nora in Florida.
[02:17:25.676 --> 02:17:26.257]  Nora, you're online.
[02:17:27.537 --> 02:17:28.337]  Hello, can you hear me?
[02:17:28.837 --> 02:17:29.157]  I can.
[02:17:29.918 --> 02:17:31.278]  Okay, cool.
[02:17:31.418 --> 02:17:37.760]  I'm glad that the last caller brought up the issue of La Raza, because I think you guys are confused on which La Raza you're looking at.
[02:17:37.780 --> 02:17:46.402]  Alright, well listen, let's talk about La Raza on the other side, and I'm gonna get your take on Sonia Sotomayor, soon to be the next Supreme Court Justice.
[02:17:46.642 --> 02:17:50.243]  It's the Alex Jones Show, PrisonPlanet.TV, InfoWars.com.
[02:17:55.836 --> 02:17:57.097]  Hi, this is Alex Jones.
[02:17:57.137 --> 02:18:02.499]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[02:18:02.739 --> 02:18:07.361]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[02:18:07.761 --> 02:18:12.823]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[02:18:13.323 --> 02:18:18.025]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[02:18:18.545 --> 02:18:20.426]  They call it a survival seed bank.
[02:18:20.854 --> 02:18:25.458]  And it can produce an endless supply of nutrient-dense food for you and your family.
[02:18:25.658 --> 02:18:26.558]  And here's the best part.
[02:18:26.779 --> 02:18:29.521]  These seeds have not been genetically modified in any way.
[02:18:29.541 --> 02:18:33.163]  And you actually get enough seeds to plant a full acre crisis garden.
[02:18:33.464 --> 02:18:36.326]  So visit them today at survivalseedbank.com.
[02:18:36.666 --> 02:18:38.548]  That's survivalseedbank.com.
[02:18:38.888 --> 02:18:39.809]  Or give them a call at 877-327-0365.
[02:18:39.829 --> 02:18:40.209]  That's 877-327-0365.
[02:18:40.229 --> 02:18:41.130]  Remember, in a real crisis,
[02:18:49.966 --> 02:18:52.189]  Non-hybrid seeds are the ultimate barter item.
[02:18:52.510 --> 02:18:54.953]  This is Alex Jones for survivalseedbank.com.
[02:18:56.295 --> 02:19:01.543]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[02:19:02.333 --> 02:19:07.657]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[02:19:08.197 --> 02:19:14.401]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:19:14.701 --> 02:19:16.522]  Well, Obama's already fudging.
[02:19:16.682 --> 02:19:19.064]  He's fudged since day one in this election.
[02:19:19.124 --> 02:19:30.011]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[02:19:32.319 --> 02:19:33.560]  It's not about left or right.
[02:19:33.980 --> 02:19:35.380]  It's about a one world government.
[02:19:35.840 --> 02:19:42.183]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:19:42.743 --> 02:19:50.526]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:19:51.006 --> 02:19:52.166]  The Obama Deception.
[02:19:52.586 --> 02:19:53.767]  The people strike back.
[02:19:55.367 --> 02:20:02.332]  You already know that drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[02:20:02.572 --> 02:20:06.875]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[02:20:07.135 --> 02:20:12.238]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[02:20:12.739 --> 02:20:19.843]  Using Plasma pH Drops is one of the best ways to make your water alkaline to help you get rid of acid and regain your health and energy.
[02:20:20.284 --> 02:20:25.167]  Simply put 10 drops per liter of water you drink to raise the pH to the ultimate level.
[02:20:25.647 --> 02:20:31.088]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[02:20:31.488 --> 02:20:36.989]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[02:20:37.289 --> 02:20:43.011]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[02:20:43.231 --> 02:20:45.751]  That's A-L-K-A Vision dot com.
[02:20:46.011 --> 02:20:46.731]  Or by calling 269-216-9767.
[02:20:46.751 --> 02:20:46.971]  269-216-9767 today!
[02:20:58.014 --> 02:21:01.658]  I make a living off the land.
[02:21:22.332 --> 02:21:26.077]  But not much longer, cause the government's taking my land away.
[02:21:26.297 --> 02:21:30.322]  I can't grow no more vegetables, cause they're organic and good for you.
[02:21:30.983 --> 02:21:32.825]  There's no GMO in my food.
[02:21:32.845 --> 02:21:33.226]  Alright.
[02:21:35.305 --> 02:21:36.425]  I gotta get off this subject.
[02:21:36.445 --> 02:21:38.626]  We're gonna go back to Nora in a moment.
[02:21:38.846 --> 02:21:46.309]  But I want to remind everybody, if you missed any of the broadcast, chock full of Alex Jones, chock full of this EMT being assaulted by police officers.
[02:21:46.389 --> 02:21:46.889]  Yeah, that's right.
[02:21:47.069 --> 02:21:52.811]  We pull over ambulances now and, you know, try to arrest EMTs that are saving people's lives.
[02:21:53.091 --> 02:21:54.252]  That's the new America.
[02:21:54.672 --> 02:21:57.533]  And we're talking Sonia Sotomayor and La Raza with Nora.
[02:21:57.573 --> 02:21:58.133]  What's your take?
[02:21:59.332 --> 02:22:00.893]  I wanted to suggest a movie idea to you.
[02:22:00.913 --> 02:22:01.614]  It's called 9-11, The Big Setup.
[02:22:25.969 --> 02:22:39.652]  It would exclusively cover all of the great volume of evidence that this great atrocity was carried out by the global shadow government, acting through its minions at the highest levels of the most recent Bush administration in the U.S.
[02:22:40.072 --> 02:22:55.196]  intelligence community, putting the evidential spotlight, in a very big way, on the actual individuals, global and domestic, who conceived, planned, and implemented this great crime from which all of the current crimes against Americans come out of.
[02:22:55.973 --> 02:23:00.417]  I thought it might be powerful, Jason, and I know you're a great filmmaker, so I wanted to suggest that to you.
[02:23:00.717 --> 02:23:11.767]  Well, I'll tell you what's going around the office right now, you know, outside of the Invisible Empire movie that I'm doing, and I'm going to have some pretty big high profiles on Kissinger, on Brzezinski.
[02:23:12.267 --> 02:23:19.153]  I'm gonna probably stay away from the subject of 9-11 just because it's too intricate, and I'm trying to fit this into a, you know, 120-minute picture.
[02:23:19.594 --> 02:23:22.997]  But we're thinking, and again, this is maybe in the future, who knows,
[02:23:23.337 --> 02:23:24.438]  We don't have a huge staff.
[02:23:24.458 --> 02:23:25.779]  They're working on Obama 2.
[02:23:25.899 --> 02:23:27.440]  Right now, the JFK 2 film.
[02:23:27.460 --> 02:23:29.062]  A lot of people are asking about that.
[02:23:29.082 --> 02:23:30.243]  That's kind of on hold.
[02:23:30.523 --> 02:23:33.245]  You know, we're talking about a Chemtrails movie with Rosalind Peterson.
[02:23:33.786 --> 02:23:35.307]  We're doing these Best Of DVDs.
[02:23:35.647 --> 02:23:40.691]  But down the line, what we would like to do, kind of a Profiles of the New World Order.
