[00:00:01.869 --> 00:00:02.489]  Engage!
[02:10:34.013 --> 02:10:39.776]  Now, the government programs that deal with recessions came when there was a sharp turndown in the economy in 1929-1930.
[02:10:42.297 --> 02:10:50.201]  And the Hoover administration started the government programs, and Roosevelt just followed on with it with the New Deal.
[02:10:50.862 --> 02:11:03.648]  And what they did, they turned what would have been in 1930, what would have been at the maximum, a three-year sharp downturn in the economy, they turned it into a 16-year affair.
[02:11:03.708 --> 02:11:05.949]  That is, the Great Depression was not over until 1946.
[02:11:07.409 --> 02:11:16.513]  And Japan has now 12, 13 years doing the same thing, and I'm studying those panics, as they called them, and those depressions.
[02:11:17.114 --> 02:11:28.699]  They were much shorter, they were much more localized back before the Federal Reserve, back before government got involved, back before private interest got involved with government in this unholy alliance.
[02:11:29.220 --> 02:11:33.302]  And they promised, we'll never have another run on the bank, we'll never have another recession or depression.
[02:11:33.982 --> 02:11:42.869]  And then, 1913 to 1929, they then take that depression and just exacerbate it with all the price controls and the rest of it.
[02:11:42.909 --> 02:11:43.649]  Oh yeah, absolutely.
[02:11:44.370 --> 02:11:45.511]  And you're right, Martin.
[02:11:45.831 --> 02:11:51.155]  The current set of problems that we face now is a direct result of Congress.
[02:11:51.415 --> 02:12:01.503]  I always suggest to people that the fundamentals of the American economy are, even now, still reasonably sound.
[02:12:01.983 --> 02:12:04.805]  We have this huge problem in the financial sector.
[02:12:04.845 --> 02:12:09.489]  The financial sector is a big problem, and it's affecting some other parts of the economy.
[02:12:09.890 --> 02:12:21.259]  But Congress is the cause of the problems in the financial sector, particularly those that stem from the subprime loans and the housing market.
[02:12:21.579 --> 02:12:28.445]  It's been enabling it and demanding it and prodding it all along, and then now is enabling it further.
[02:12:28.465 --> 02:12:32.588]  $14.8 trillion in seven months, Bloomberg reported.
[02:12:32.608 --> 02:12:35.951]  I mean, my God, that's more than the GDP in seven months.
[02:12:36.212 --> 02:12:36.652]  That's right.
[02:12:36.892 --> 02:12:42.357]  And the American people, I don't know what to say about my fellow Americans.
[02:12:42.797 --> 02:12:48.521]  But they're asking Congress to come and help us out, to change things.
[02:12:48.801 --> 02:12:59.469]  That is, to ask Congress to help us, that's very much like seeing a building on fire and you calling the arsons who set it on fire to help you put it out.
[02:13:00.089 --> 02:13:00.970]  That's the same thing.
[02:13:02.130 --> 02:13:04.612]  And Congress is the cause of the problem.
[02:13:04.992 --> 02:13:11.677]  And you know what gets me about the, I call it, stupidity of Americans, or either the ignorance of Americans, is that
[02:13:12.432 --> 02:13:14.633]  Well, it's unbelievable.
[02:13:15.353 --> 02:13:16.673]  Bloomberg reported that nine
[02:13:32.694 --> 02:13:35.557]  Point three trillion would pay off all the mortgages in the country.
[02:13:36.038 --> 02:13:40.983]  So if it's 14.8 so far, where is all the money going?
[02:13:42.385 --> 02:13:43.346]  I mean, this is ridiculous.
[02:13:43.406 --> 02:13:48.091]  And they're admitting now that it's driven up mortgage prices because the banks have got all this money.
[02:13:48.351 --> 02:13:50.594]  They're just wanting to hoard it or to buy up other banks.
[02:13:50.894 --> 02:14:05.571]  Oh, that's right, and see what Congress should do, what should happen is that people who got in over their heads in the housing market, they bought houses they cannot afford, they should just lose their house and they should be foreclosed on.
[02:14:05.891 --> 02:14:08.935]  That is, if you, you know, I think it was Herbert Spencer said,
[02:14:09.956 --> 02:14:10.696]  I believe it was him.
[02:14:10.756 --> 02:14:11.917]  It could have been somebody else.
[02:14:12.518 --> 02:14:17.823]  If you protect people from the folly of their ways, you create a nation of fools.
[02:14:18.163 --> 02:14:18.964]  And that's what we're doing.
[02:14:18.984 --> 02:14:23.588]  We're protecting people from their folly and therefore creating a nation of fools.
[02:14:24.248 --> 02:14:32.696]  And see, the problem is that too many of us want to blame politicians for our problems.
[02:14:32.936 --> 02:14:36.359]  And yes, we can blame politicians just a little bit.
[02:14:37.153 --> 02:14:40.695]  But the bulk of the blame lies with the American people.
[02:14:41.035 --> 02:14:46.797]  That is because politicians are doing precisely what American people elect them to office to do.
[02:14:47.337 --> 02:14:49.558]  And what do we elect them to office to do?
[02:14:49.979 --> 02:14:52.800]  We elect them to office to use the power of their office
[02:14:53.420 --> 02:14:57.263]  To take the property of one American and give it to us.
[02:14:57.723 --> 02:14:58.644]  Now, let's shift gears.
[02:14:58.684 --> 02:15:01.726]  Let's shift gears, sir, into Barack Obama.
[02:15:01.826 --> 02:15:04.308]  Clearly, George Bush's size of government triples.
[02:15:04.789 --> 02:15:05.889]  I thought that was bad.
[02:15:06.350 --> 02:15:10.593]  Now, under Obama, he's doubling the government in one year.
[02:15:11.133 --> 02:15:18.499]  If you project that out ten times by the time he leaves office, or even more so specifically, sir,
[02:15:20.243 --> 02:15:23.424]  I don't know whether that's sustainable, but surely that's what he's doing.
[02:15:23.524 --> 02:15:25.024]  And that's what the American people want.
[02:15:25.924 --> 02:15:26.845]  That's what they want.
[02:15:26.885 --> 02:15:31.645]  Look, if you doubt what I'm saying, what the American people want, let me ask you a question.
[02:15:32.026 --> 02:15:37.687]  Now, suppose I, Walter Williams, was running for the United States Senate from Texas.
[02:15:38.687 --> 02:15:46.368]  And I go back and forth across the state of Texas, telling my fellow Texans, look, I've read the United States Constitution.
[02:15:46.869 --> 02:15:49.089]  I know what Congress is authorized to do.
[02:15:49.901 --> 02:16:00.910]  And if you elect me to the Senate, don't expect for me to bring back aid to higher education funds, highway construction funds, prescription drugs, Meals on Wheels.
[02:16:01.291 --> 02:16:05.554]  Do you think I would get elected to the Senate from Texas?
[02:16:06.015 --> 02:16:14.542]  No, because, maybe in Texas, but in other states, no, because they don't understand the feds take a dollar of our money, send 30 cents back with strings attached.
[02:16:15.242 --> 02:16:17.084]  But you know, see, here's the problem, Alex.
[02:16:18.138 --> 02:16:28.341]  Is that the people of Texas would be absolutely right not electing anybody who respects the United States Constitution to the United States Senate.
[02:16:28.662 --> 02:16:38.645]  The reason why is that, for example, if I am the Senator, and if I don't bring back billions of dollars to Texans, that doesn't mean that Texans will pay a lower federal income tax.
[02:16:38.705 --> 02:16:39.205]  Exactly.
[02:16:39.285 --> 02:16:42.166]  All that it means is that Oklahoma will get it instead.
[02:16:42.186 --> 02:16:47.468]  That is, once legalized theft begins, it's safe for everybody to participate.
[02:16:48.121 --> 02:16:49.062]  Oh, that's a great point.
[02:16:49.102 --> 02:16:49.842]  I hadn't thought of that.
[02:16:50.302 --> 02:16:51.723]  That's what Ron Paul's always saying.
[02:16:51.983 --> 02:17:02.530]  They say he's a hypocrite because he votes against the bills, the spending bills, but once the money comes in, he says, look, I'm going to earmark this because the money was spent.
[02:17:02.870 --> 02:17:04.551]  I mean, now you're paying these taxes.
[02:17:04.611 --> 02:17:09.314]  You don't want it to come back for the shrimp fisheries of the Gulf Coast.
[02:17:09.614 --> 02:17:11.135]  I mean, I represent the Gulf Coast.
[02:17:11.595 --> 02:17:15.958]  And so if I don't take this earmark, it's going to go to foreign aid or something.
[02:17:16.619 --> 02:17:19.322]  That is absolutely right.
[02:17:19.442 --> 02:17:24.609]  It makes people who would otherwise be moral, they become immoral.
[02:17:24.829 --> 02:17:33.440]  Because if you don't participate in the legalized theft, you're going to wind up holding the brown end of the stick, if you get what I mean.
[02:17:33.480 --> 02:17:33.680]  Wow.
[02:17:36.201 --> 02:17:36.662]  Amazing.
[02:17:37.102 --> 02:17:38.764]  Sir, you've been around a while.
[02:17:38.865 --> 02:17:40.787]  You've made a lot of predictions I've seen come true.
[02:17:41.748 --> 02:17:44.592]  What do you see happening with Obama with this false hope?
[02:17:45.153 --> 02:17:46.955]  He knows government health care isn't going to work.
[02:17:47.015 --> 02:17:51.461]  He knows trillions spent is just going to, down the road, make things even worse.
[02:17:53.183 --> 02:18:03.986]  I mean, I guess the special interests want all this money, and they're the ones that put him in office, but how do you see this ending with Barack Obama and all these people that followed him and believe he's really gonna give him a free house, give him a free car?
[02:18:04.046 --> 02:18:08.148]  You know, the people you see on TV saying, all my problems are solved because of Obama.
[02:18:09.949 --> 02:18:19.154]  You know, I don't know what to predict, but however, the current state of affairs is unsustainable.
[02:18:19.554 --> 02:18:24.677]  I mean, just one aspect, forget about the healthcare and all this other spending.
[02:18:25.342 --> 02:18:34.569]  It turns out that the unfunded liability of Social Security and Medicare is a hundred and one trillion dollars.
[02:18:35.049 --> 02:18:45.737]  Now, what that means, when I say unfunded liability, and even the Social Security Administration's report, they say it's the unfunded liability that's huge, 101 trillion dollars.
[02:18:46.498 --> 02:18:49.200]  What that means is that in order for Congress
[02:18:50.009 --> 02:19:01.964]  To make good on the promises it's already made to people who are living today, in terms of Medicare and Social Security, they would have to put trillions of dollars in the bank today.
[02:19:02.967 --> 02:19:07.269]  Earning at least a 6% rate of interest in order to make good for it.
[02:19:07.529 --> 02:19:09.570]  And they're not going to do that.
[02:19:10.371 --> 02:19:32.021]  And according to some estimates, such as the National Center for Policy Analysis in Dallas, Texas, they point out that by 2040, I believe something like, you know, given the current state of affairs, if it continues the way it's going now, that 80% of the federal budget will be spent on Social Security and Medicare.
[02:19:35.501 --> 02:19:36.041]  Amazing.
[02:19:36.662 --> 02:19:37.402]  Eighty percent.
[02:19:37.422 --> 02:19:40.204]  Let's talk more about that in our final segment with Walter E. Williams.
[02:19:40.224 --> 02:19:41.445]  Walterewilliams.com.
[02:19:42.065 --> 02:19:43.186]  He is our guest.
[02:19:43.266 --> 02:19:44.987]  I hope he'll come back again with us soon.
[02:19:45.668 --> 02:19:47.369]  I want to talk to him about GM.
[02:19:47.769 --> 02:19:58.736]  Not only is there a bailout of GM, but the bailout money under World Trade Organization rules, part of it has to go overseas, so we're paying to ship it to China and Brazil and Europe.
[02:19:59.176 --> 02:19:59.617]  Stay with us.
[02:20:00.762 --> 02:20:06.665]  How would you like to cook any meal using no electricity or gas and cook your meals off the grid?
[02:20:06.985 --> 02:20:07.825]  Well, now you can!
[02:20:08.065 --> 02:20:09.386]  Thanks to the Survival Oven.
[02:20:09.606 --> 02:20:17.089]  The Survival Oven is the most amazing off-grid solar oven that can cook anything that a conventional oven can without the energy bills.
[02:20:17.369 --> 02:20:26.934]  By condensing sunlight, the Survival Oven can produce temps up to 350 degrees, cook delicious and nutritious meals, sterilize water, dehydrate food, and so much more.
[02:20:27.354 --> 02:20:27.454]  All
[02:20:27.834 --> 02:20:28.635]  We're good to go!
[02:20:47.911 --> 02:20:52.154]  And less than 10 pounds, you can take Survival Solar Oven with you anywhere.
[02:20:52.354 --> 02:20:53.455]  Call 877-642-1553 or go to survivaloven.com.
[02:20:53.655 --> 02:20:54.796]  That's survivaloven.com.
[02:21:00.546 --> 02:21:00.986]  Gold.
[02:21:01.327 --> 02:21:02.628]  It's like nothing else on Earth.
[02:21:02.888 --> 02:21:08.972]  From the Romans through the Renaissance, from the Industrial Age to the Space Age, gold has weathered the test of time.
[02:21:09.152 --> 02:21:12.975]  For 6,000 years, gold has remained the ultimate store of wealth.
