[00:00:19.180 --> 00:00:20.163]  We are back live.
[02:37:33.823 --> 02:37:44.671]  And they also may try a false flag incident, that they're going to say we have to, you know, because of this incident, we have to restrict your rights, just like they pushed through the Patriot Act.
[02:37:45.371 --> 02:37:54.098]  And of course, we also know that Obama as well voted to reinstate the Patriot Act, and is bringing it to new levels as well.
[02:37:54.678 --> 02:37:57.220]  So we see more and more restrictions,
[02:37:57.665 --> 02:38:02.537]  And there's going to be more and more of a clampdown, and net neutrality is going to be a huge issue.
[02:38:06.820 --> 02:38:10.441]  The media tried to spin it, except for Agency French Press and a few others.
[02:38:10.861 --> 02:38:13.762]  The media tried to spin that he had rebuked torture.
[02:38:14.042 --> 02:38:20.644]  But when you read the orders and the statements, he says, we've got to protect our professionals that did the torture and followed orders.
[02:38:20.984 --> 02:38:28.226]  So what he really did in precedent was overthrow what was decided at Nuremberg, that just following orders doesn't cut it.
[02:38:28.526 --> 02:38:35.968]  He now says, no, you're going to be protected in government if you follow orders to commit brutal crimes, including torturing children with insects.
[02:38:37.133 --> 02:38:37.954]  Yeah, I know.
[02:38:39.675 --> 02:38:42.138]  Again, this is where the country is heading.
[02:38:42.798 --> 02:38:45.941]  And people better, as I said, they better wake up quickly.
[02:38:46.642 --> 02:38:52.908]  Not only are we going to lose our rights, but before you know it, you're going to lose all your money, too.
[02:38:53.488 --> 02:38:57.692]  Because they're also talking about this new reserve currency.
[02:38:58.473 --> 02:39:02.577]  We see with China, they're not dumping dollars, they're buying up assets.
[02:39:03.157 --> 02:39:19.535]  We still believe the dollar is going to dive hyperinflation, and we're still very bullish on gold, and it's very important now that people again take proactive measures in anticipation of what's to come.
[02:39:19.815 --> 02:39:23.239]  We're already seeing the breaks again now in the stock market.
[02:39:23.652 --> 02:39:26.354]  Today the market's down well over 200 points.
[02:39:26.834 --> 02:39:29.916]  Banks are now again reporting weak earnings.
[02:39:30.517 --> 02:39:32.458]  It's just the beginning.
[02:39:32.778 --> 02:39:34.319]  There's no way out.
[02:39:54.172 --> 02:39:58.935]  Well, what they're doing is, as you well know, for example, let's take it with unemployment.
[02:40:00.056 --> 02:40:04.818]  There's the official unemployment number, and then there's the total unemployment number.
[02:40:04.858 --> 02:40:12.362]  When you look at total unemployment, according to some statisticians at the University of Maryland, it's at 17%.
[02:40:12.883 --> 02:40:22.548]  These include people that no longer are looking for work because they've given up, they can't find jobs, they're off the unemployment rolls, and people that are working
[02:40:23.175 --> 02:40:25.817]  Part-time, and they want full-time work.
[02:40:26.177 --> 02:40:31.501]  We're going to see unemployment rolls hitting unemployment, real unemployment, at about 25%.
[02:40:31.601 --> 02:40:36.225]  They're going to keep spinning the data as much as they can.
[02:40:36.585 --> 02:40:37.746]  They do it all the time.
[02:40:37.786 --> 02:40:43.430]  They come out with numbers, and then they adjust them after a month later, and they're much worse than they are.
[02:40:43.710 --> 02:40:45.511]  And then that way... Go ahead.
[02:40:46.052 --> 02:40:48.734]  We also have to look at what's going on globally.
[02:40:49.634 --> 02:40:52.076]  We're seeing coming out of Japan, for example,
[02:40:52.900 --> 02:40:58.442]  Last month, February's numbers, exports were off 49%.
[02:40:59.602 --> 02:41:02.803]  Taiwan, exports are off 42%.
[02:41:02.963 --> 02:41:10.186]  The Eastern European, what used to be called the Eastern European bloc, they're underwater.
[02:41:10.506 --> 02:41:14.447]  Latvia, Lithuania, Hungary, Romania, they're gone.
[02:41:14.947 --> 02:41:18.008]  You saw riots in Iceland, that was just the beginning.
[02:41:18.568 --> 02:41:20.409]  Spain, Ireland.
[02:41:20.896 --> 02:41:26.580]  You name the country, the UK, we're going into the greatest depression.
[02:41:27.060 --> 02:41:30.202]  This is no joke, it's not pessimism porn.
[02:41:30.703 --> 02:41:41.069]  The people that believe the opposite again, they're taking the drug, they're drinking the Kool-Aid, their brains are washed, and they're dying from optimism opium.
[02:41:41.350 --> 02:41:43.071]  They better take measures now.
[02:41:43.391 --> 02:41:44.512]  That was my next question.
[02:41:45.646 --> 02:41:46.966]  They announced this G20.
[02:41:47.026 --> 02:41:48.227]  They've engineered the crisis.
[02:41:48.287 --> 02:41:51.968]  Now the very banks that engineered it say, we're setting up a bank of the world.
[02:41:52.368 --> 02:41:54.869]  You're going to pay carbon taxes to us.
[02:41:55.629 --> 02:41:59.551]  They're going to cut the carbon in the U.S., but not in China and India.
[02:41:59.811 --> 02:42:01.451]  That'll further destroy our economy.
[02:42:03.212 --> 02:42:05.513]  They don't care about our economy.
[02:42:06.053 --> 02:42:07.713]  It's about bottom line.
[02:42:08.333 --> 02:42:09.834]  We know that from the top.
[02:42:10.555 --> 02:42:20.860]  And that's why the discrepancy between the average worker and the CEO, depending on whose numbers you look at, could range as high as 500 to 1.
[02:42:21.340 --> 02:42:27.843]  When I was a young man getting into the workforce in the late 1960s, it was 20 to 1.
[02:42:28.503 --> 02:42:32.425]  That's the only thing they're interested in, is bottom line profit.
[02:42:32.905 --> 02:42:35.326]  You're going to start seeing some major failures.
[02:42:35.787 --> 02:42:38.808]  Remember the commercial real estate collapse I was talking about?
[02:42:39.408 --> 02:42:40.549]  It's starting to happen.
[02:42:40.729 --> 02:42:43.750]  Let's talk about that in the final segment with Gerald Cilente.
[02:42:44.111 --> 02:42:46.092]  FriendsResearch.com is the website.
[02:42:46.132 --> 02:42:47.252]  Put it up on screen for folks.
[02:42:47.632 --> 02:42:49.893]  There in the bright watching at PrisonPlanet.tv.
[02:42:50.234 --> 02:42:52.335]  I'm Alex Jones, InfoWars.com.
[02:42:59.565 --> 02:43:04.909]  With an economy that continues to plummet, many of us will have to make the difficult decision to cut back on our expenses.
[02:43:05.530 --> 02:43:08.192]  One thing we cannot afford to cut back on, though, is our health.
[02:43:08.653 --> 02:43:15.939]  If you suffer from chronic illness, stress, a weak immune system, or just always feel tired, you need to visit Shentrition.com.
[02:43:16.419 --> 02:43:20.943]  The philosophy at Shentrition is to feed the body what it needs, plus heal the body with food.
[02:43:21.603 --> 02:43:22.064]  We're good.
[02:43:36.832 --> 02:43:40.175]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[02:44:05.897 --> 02:44:11.241]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[02:44:11.761 --> 02:44:17.965]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:44:18.265 --> 02:44:20.086]  Well, Obama's already fudging.
[02:44:20.226 --> 02:44:22.628]  He's fudged since day one of this election.
[02:44:22.708 --> 02:44:33.595]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[02:44:35.885 --> 02:44:37.125]  It's not about left or right.
[02:44:37.545 --> 02:44:38.926]  It's about a one world government.
[02:44:39.406 --> 02:44:45.708]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:44:46.308 --> 02:44:54.090]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[02:44:54.570 --> 02:44:55.730]  The Obama Deception.
[02:44:56.131 --> 02:44:57.351]  The people strike back.
[02:44:58.945 --> 02:45:04.431]  Did you know many vitamin and mineral supplements on the market are made from rocks and ground up shells?
[02:45:04.931 --> 02:45:05.632]  Think about that.
[02:45:05.672 --> 02:45:08.334]  Would you swallow a handful of shells you found at the beach?
[02:45:08.815 --> 02:45:11.738]  Our body wasn't designed to digest rocks and shells.
[02:45:12.018 --> 02:45:21.808]  Hello, my name is Dr. David Friedman, formulator of Chews for Health, a delicious tasting, chewable dietary supplement derived from 16 fruits, vegetables, and antioxidants.
[02:45:22.248 --> 02:45:22.548]  I think?
[02:45:40.879 --> 02:45:43.520]  Call now and receive a free copy of my best-selling CD, America's Unbalanced Diet.
[02:45:43.540 --> 02:45:43.680]  1-800-210-1922.
[02:45:43.780 --> 02:45:44.640]  Or go to orderchoose.com.
[02:46:10.542 --> 02:46:12.883]  It's sundown on the Union.
[02:46:13.203 --> 02:46:22.605]  And they're now trying to make home gardens in places like Tulsa, Oklahoma illegal.
[02:46:22.785 --> 02:46:25.186]  It is happening.
[02:46:25.206 --> 02:46:29.547]  This government is totally tyrannical.
[02:46:29.747 --> 02:46:31.847]  I want to get into home.
[02:46:34.750 --> 02:46:39.994]  Well we're asking for an intellectual revolution and that's the only thing that we can see changing this in the terms that
[02:47:04.386 --> 02:47:06.146]  The systems are totally corrupt.
[02:47:06.446 --> 02:47:08.587]  We have a two-headed, one-party system.
[02:47:09.307 --> 02:47:13.828]  Our financial institutions, Wall Street, it's a criminal gang.
[02:47:13.908 --> 02:47:15.308]  I mean, it's a D.C.
[02:47:15.368 --> 02:47:16.088]  heist.
[02:47:16.148 --> 02:47:18.009]  Wall Street's taken over Washington.
[02:47:18.529 --> 02:47:22.710]  And the media's monopolizing our minds with this moron talk.
[02:47:23.090 --> 02:47:24.310]  They have these buffoons.
[02:47:24.350 --> 02:47:32.052]  You know, when I talked about, you know, Fox, I'm not talking about, you know, people like Hannity or O'Reilly.
[02:47:32.092 --> 02:47:33.592]  I mean, to me, these guys are
[02:47:34.045 --> 02:47:37.387]  You know, there's nothing about them that I would support.
[02:47:37.407 --> 02:47:39.529]  I want to make that really clear.
[02:47:39.589 --> 02:47:45.232]  I was talking about just the group of people I know on Happy Hour and a few others.
[02:47:46.833 --> 02:47:51.096]  So we have to stop this mind poison that they keep killing us with.
[02:47:51.657 --> 02:47:59.442]  And people, my father may have saw Rest in Peace, used to say to me when I would repeat anything that everybody else was saying, he'd say to me in Italian,
[02:48:02.082 --> 02:48:05.343]  Stop repeating what everybody else is saying and think for yourself.
[02:48:06.163 --> 02:48:09.064]  And this is a time when people need to think for themselves.
[02:48:09.664 --> 02:48:26.988]  The only way that we can get out of this is by coming up with intelligent decisions rather than having the president go out on comedy shows and put out these spin and throwing out these one-line sound bites and making decisions based on that.
[02:48:27.328 --> 02:48:29.889]  And the other president, you know, he didn't go on comedy shows
[02:48:30.325 --> 02:48:32.906]  But he had this whole soundbite thing down as well.
[02:48:33.426 --> 02:48:36.147]  This is very, we're at a critical time in our nation.
[02:48:36.547 --> 02:48:47.311]  And either the nation is going to go under in fascism and control, or we could emerge as a better nation in terms of looking toward the future in a more positive way.
[02:48:47.771 --> 02:48:57.695]  And in saying that, by the way, one of the things, as you know, we have said is that the only thing that could get us out of the financial crisis is a productive capacity.
[02:48:58.812 --> 02:49:06.920]  You're hearing now more and more again about coal fusion, which a lot of people believe that was suppressed by the big energy companies.
[02:49:07.541 --> 02:49:14.207]  And there's going to be an alternative energy, and people should start looking in those directions for opportunities as well.
[02:49:14.868 --> 02:49:22.055]  So, in talking about an intellectual revolution, these are the kind of things that we're talking about.
