[00:00:00.369 --> 00:00:06.454]  We are changed.
[02:40:07.503 --> 02:40:10.445]  So, you know, certainly love to see people.
[02:40:10.545 --> 02:40:15.628]  And our job, of course, is to wake up all the Fox News people that are going to be there.
[02:40:16.788 --> 02:40:18.749]  Absolutely.
[02:40:18.929 --> 02:40:24.452]  I think about 750 places, citizens out in front of the news cameras as we take over the media, as we take over the coverage.
[02:40:24.872 --> 02:40:26.893]  Same thing with the Tea Party, same things with all of it.
[02:40:26.973 --> 02:40:27.634]  We're on the march.
[02:40:28.678 --> 02:40:31.279]  Empire is on the run, and I salute every one of you out there.
[02:40:31.299 --> 02:40:32.339]  That's why we're having this effect.
[02:40:33.039 --> 02:40:38.120]  Real fast, Ted Anderson, I wanted to get you on today, because gold is up 15-something bucks last time I checked.
[02:40:38.600 --> 02:40:42.961]  You've got gold and silver, again, that you buy when it's low, you keep the price low, when it's high.
[02:40:43.261 --> 02:40:45.182]  That's how you beat everybody out there in the industry.
[02:40:45.402 --> 02:40:48.622]  So I wanted to bring you on just for a minute or two, Ted, to tell folks about today's offer.
[02:40:48.642 --> 02:40:51.223]  Alex, thanks for having me up again.
[02:40:51.263 --> 02:40:55.844]  I tell you, gold did hit about $860, and I was buying as much as I could at that point.
[02:40:56.403 --> 02:41:01.467]  I did get into some Franks at $2.14 and I've got the British Sovereigns at $2.67.
[02:41:01.867 --> 02:41:09.412]  But one of the things I ran into here, interestingly enough just here now, is the Lakota coin, the Lakota Silver Round.
[02:41:09.512 --> 02:41:12.354]  Most everybody is selling them from $20 to $25.
[02:41:13.074 --> 02:41:14.916]  And I have the Lakota Silver Rounds right now at $18.50.
[02:41:17.370 --> 02:41:17.971]  I don't know.
[02:41:36.209 --> 02:41:43.760]  The Franks currently right now at 214, that's the same coin that was at 227 here just about 3-4 weeks ago.
[02:41:44.180 --> 02:41:49.348]  British Sovereigns at 267, same coin that was at 290 here just a few weeks ago.
[02:41:49.668 --> 02:41:52.092]  So obviously, yeah, the time is now to be buying in.
[02:41:52.612 --> 02:41:57.374]  But that Lakota coin at $18.50, that's a good price for a silver round.
[02:41:57.714 --> 02:41:59.194]  Ted, will you save me five of those?
[02:41:59.534 --> 02:42:00.735]  Yeah, I'd be happy to, of course.
[02:42:00.855 --> 02:42:03.796]  Yeah, definitely, because these are collector coins.
[02:42:04.316 --> 02:42:08.117]  It's kind of like the Ron Paul Liberty coin that goes for $300, you could buy for $16.
[02:42:10.218 --> 02:42:14.382]  These things really go up and so get that Lakota Nation coin 1-800-686-2237.
[02:42:14.402 --> 02:42:14.442]  800-686-2237.
[02:42:15.723 --> 02:42:21.668]  The brokers will be there till tonight.
[02:42:22.149 --> 02:42:22.989]  How much is gold up?
[02:42:23.009 --> 02:42:24.551]  I know it was climbing last time I checked.
[02:42:24.751 --> 02:42:26.873]  Well, I tell you, it hit almost $900 an ounce.
[02:42:26.893 --> 02:42:27.473]  It actually went over $950.
[02:42:27.533 --> 02:42:28.034]  Right now it's up
[02:42:32.014 --> 02:42:34.215]  $12.60 at the moment.
[02:42:34.235 --> 02:42:35.895]  1-800-686-2237.
[02:42:36.175 --> 02:42:37.856]  And that's with all the banker manipulation.
[02:42:38.216 --> 02:42:39.556]  They're killing the dollar, folks.
[02:42:40.397 --> 02:42:42.457]  It's a great time to get into precious metals.
[02:42:42.477 --> 02:42:42.517]  800-686-2237.
[02:42:42.617 --> 02:42:44.418]  Thank you, Ted.
[02:42:44.458 --> 02:42:46.679]  Yeah, thanks for having me up, Alex.
[02:42:46.699 --> 02:42:46.959]  You bet.
[02:42:46.979 --> 02:42:47.719]  Joe Banas is our guest.
[02:42:47.739 --> 02:42:48.059]  Stay with us.
[02:42:55.248 --> 02:42:56.669]  So you want to stop smoking.
[02:42:56.709 --> 02:42:57.830]  Well, here's what I want you to do.
[02:42:57.990 --> 02:43:00.751]  Go to a drugstore and take a stop smoking product off the shelf.
[02:43:00.871 --> 02:43:04.693]  Go to the cashier, tell him you don't want to pay for the product, you just want to take it home and try it.
[02:43:04.873 --> 02:43:08.415]  And if, and only if, you stop smoking, will you then come back and pay for it.
[02:43:08.636 --> 02:43:10.597]  Most likely, if you try this, you'd be arrested.
[02:43:10.637 --> 02:43:14.579]  But as silly as this sounds, this is exactly what the Smokefree free trial offer is.
[02:43:14.959 --> 02:43:17.741]  Smokefree is a complete all-natural stop smoking system.
[02:43:17.861 --> 02:43:21.603]  And when you call today, they'll send you a 30-day supply of the program absolutely free.
[02:43:22.023 --> 02:43:35.472]  This program eliminates withdrawals and cravings and includes a 30 day supply of the smoke-free capsules, a guide to living smoke-free book, an audio support program, capsule holder, and a bottle of weight loss capsules just in case you're worried about gaining weight while you're trying to quit.
[02:43:35.672 --> 02:43:37.954]  To find out if you qualify for this free trial offer,
[02:43:38.214 --> 02:43:41.177]  Join the tens of thousands who have quit for life with Smokefree.
[02:43:41.377 --> 02:43:41.898]  Call 1-800-426-6186 today!
[02:43:41.918 --> 02:43:42.158]  That's 1-800-426-6186.
[02:43:42.178 --> 02:43:44.140]  This is a limited time offer, so call 1-800-426-6186 now!
[02:43:44.260 --> 02:43:48.305]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[02:44:01.585 --> 02:44:06.927]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[02:44:07.468 --> 02:44:13.650]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[02:44:13.890 --> 02:44:15.771]  Well, Obama's already fudging.
[02:44:15.931 --> 02:44:18.312]  He's fudged since day one of this election.
[02:44:18.392 --> 02:44:29.277]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[02:44:31.585 --> 02:44:32.826]  It's not about left or right.
[02:44:33.246 --> 02:44:34.626]  It's about a one world government.
[02:44:35.106 --> 02:44:41.409]  This film documents who Obama works for, the lies he is told, and his real agenda.
[02:44:42.009 --> 02:44:49.772]  Get your copy of The Obama Deception today at Infowars.com or download it in super high quality at PrisonPlanet.tv.
[02:44:50.272 --> 02:44:51.412]  The Obama Deception.
[02:44:51.832 --> 02:44:53.033]  The people strike back.
[02:44:55.919 --> 02:44:57.540]  Hello, this is Steve Schenck.
[02:44:57.760 --> 02:45:02.182]  You might not be able to spell Constitution, but you sure know how important it is.
[02:45:02.582 --> 02:45:08.184]  You might not be missing any shirts from your closet, but you have given the shirt off your back hundreds of times.
[02:45:08.724 --> 02:45:13.686]  You might not understand the thousands of laws that exist, but you do live by the Ten Commandments.
[02:45:14.026 --> 02:45:19.909]  You might not know who the bad guys are, or what you should be complaining about, but you do know what to be thankful for.
[02:45:20.329 --> 02:45:23.490]  You might not be looking for a government handout, but you do know how to
[02:45:27.500 --> 02:45:27.920]  I don't know.
[02:45:55.178 --> 02:46:00.800]  He's the T-Rex of political talk, Alex Jones, on the GCN Radio Network.
[02:46:02.740 --> 02:46:07.481]  I cannot stress enough for listeners, you better study history.
[02:46:07.521 --> 02:46:08.462]  I know a lot of you have.
[02:46:08.822 --> 02:46:09.502]  Some of you haven't.
[02:46:10.142 --> 02:46:11.463]  Tyranny is not fun.
[02:46:12.123 --> 02:46:13.523]  Being a slave is not fun.
[02:46:14.003 --> 02:46:20.945]  We've had it good so long, but we got seduced by evil and now, we're already financially destroyed.
[02:46:21.065 --> 02:46:22.506]  I mean, this country's going into a depression.
[02:46:22.866 --> 02:46:23.686]  Anyway, you slice it.
[02:46:24.693 --> 02:46:25.753]  But we can come out of it.
[02:46:25.773 --> 02:46:28.214]  If you have liberty, you can regenerate everything very quickly.
[02:46:28.574 --> 02:46:31.396]  That's the engine of freedom and capital.
[02:46:31.796 --> 02:46:34.217]  You don't have that, nothing can bring it back.
[02:46:34.837 --> 02:46:40.619]  And so just know, as things get worse and worse, the solution is freedom and liberty, not big government, not tyranny, not control.
[02:46:40.979 --> 02:46:44.501]  Joe Bannister, freedomoffortune.com, that's what it comes down to.
[02:46:45.081 --> 02:46:47.822]  He that is willing to lay down his life will win his life, will gain it.
[02:46:48.735 --> 02:46:50.575]  He who is willing to lose his fortune will gain it.
[02:46:51.316 --> 02:46:52.996]  And it's not some magical thing, folks.
[02:46:53.076 --> 02:46:55.997]  It's if you're a coward and don't fight back, you're going to be a slave.
[02:46:56.057 --> 02:46:58.657]  But if you're willing to fight back, you're probably not going to be a slave.
[02:46:59.598 --> 02:47:03.179]  If you're willing to stand up for yourself and lose your fortune, you're the type that's probably going to win your fortune.
[02:47:03.979 --> 02:47:06.939]  A nation of sheep will be governed by a nation of wolves.
[02:47:07.300 --> 02:47:08.420]  And I said I'd take calls.
[02:47:08.580 --> 02:47:11.981]  We need to have Joe back up for a full hour in the near future.
[02:47:12.001 --> 02:47:13.701]  I apologize for getting him on late.
[02:47:13.721 --> 02:47:14.481]  There's just so much.
[02:47:14.861 --> 02:47:17.282]  Valerie in Alaska, you're on the air with Joe Bannister.
[02:47:19.128 --> 02:47:19.908]  Hi, how are you doing?
[02:47:21.349 --> 02:47:30.033]  I learned about this back in the 70s, what's going on today, when I was a teenager, and now my teenagers are learning about it, and they're spreading the word at their school.
[02:47:30.473 --> 02:47:38.796]  My daughter's even writing a paper this week about the bird flu for her class, and she's going to share it with the whole class.
[02:47:38.836 --> 02:47:42.158]  That's going to be kind of eye-opening to a lot of the kids.
[02:47:43.786 --> 02:47:47.253]  There was a few things I wanted to cover, but I know you don't probably have time.
[02:47:47.754 --> 02:47:50.219]  There was a woman that came out here last week.
[02:47:50.640 --> 02:47:52.163]  She's in the Holocaust Museum.
[02:47:52.264 --> 02:47:54.067]  She works there, and she was in the Holocaust.
[02:47:54.830 --> 02:48:01.174]  She said she'd be willing to do an interview with you sometime, so if you have time, you know, after this call, I'll give you her phone number.
[02:48:01.194 --> 02:48:15.124]  And I told her a little bit about the FEMA camp, and her eyes just, like, opened up, and you could see the fear came over her eyes, and, I mean, she spent... Well, Glenn Beck says... She was a ten-year-old child, and she spent two years in the forest by herself as a ten-year-old.
[02:48:16.191 --> 02:48:19.392]  And not talking to anyone, and that story is something else.
[02:48:19.532 --> 02:48:23.813]  Well, it doesn't matter, according to... It doesn't matter if congressmen admit they're building camps.
