[00:00:00.782 --> 00:00:03.355]  The Alex Jones Show!
[02:39:04.798 --> 02:39:08.400]  Well, I think it's time to lock and load, if you know what I mean.
[02:39:09.724 --> 02:39:13.886]  I think that's the only way we're going to get this thing under control.
[02:39:15.427 --> 02:39:24.431]  Another thing, I think it'd be a great idea to make a deck of Neocon cards and play their same games that they're playing with us.
[02:39:24.451 --> 02:39:27.472]  Put their Neocon cards out there.
[02:39:27.512 --> 02:39:34.496]  Let the customers buy them cards and learn who they're fighting.
[02:39:35.216 --> 02:39:37.517]  That would be a helpful thing, I think, and
[02:39:38.061 --> 02:39:40.782]  And on top of that, I'd be smearing it right in their face.
[02:39:41.203 --> 02:39:42.663]  That's about all I've got to say.
[02:39:42.763 --> 02:39:43.744]  Thank you very much.
[02:40:01.187 --> 02:40:04.350]  And when you become a leader and get involved, that's when things get turned around.
[02:40:04.370 --> 02:40:08.973]  If they didn't build the New World Order overnight, it would already be a total place if we weren't fighting it.
[02:40:11.435 --> 02:40:12.156]  Two more calls.
[02:40:12.336 --> 02:40:13.637]  Robert in Texas, go ahead.
[02:40:16.599 --> 02:40:17.640]  Good to talk to you, Robert.
[02:40:18.280 --> 02:40:19.461]  Hey, good to talk to you.
[02:40:19.781 --> 02:40:28.288]  I just want to let you and the audience know, last week in Round Rock, I've seen the police and the military working together.
[02:40:30.248 --> 02:40:31.468]  I don't know what they were doing.
[02:40:32.289 --> 02:40:34.529]  They were off of McNeil over there.
[02:40:35.650 --> 02:40:38.150]  That's the first time I've ever seen that in my life.
[02:40:38.230 --> 02:40:40.651]  Sir, speak clearly for us.
[02:40:41.231 --> 02:40:44.912]  You saw the police and the military off McNeil Road north of Austin and round around.
[02:40:45.232 --> 02:40:46.353]  What exactly did you see?
[02:40:46.373 --> 02:40:49.393]  They were just all grouped up together.
[02:40:49.754 --> 02:40:52.434]  I don't know what they were fixing to do.
[02:40:52.914 --> 02:40:54.615]  I hadn't seen them like that myself.
[02:40:56.456 --> 02:41:00.477]  So all of a sudden, the highway, how many military, what were they doing?
[02:41:00.497 --> 02:41:08.579]  There was probably about eight military vehicles and three Ground Rock police cars.
[02:41:09.059 --> 02:41:17.221]  They were just standing there talking on private property, but it looked like they were getting ready to do something.
[02:41:17.241 --> 02:41:18.961]  I had an appointment I couldn't stop and
[02:41:20.103 --> 02:41:25.725]  Well, you know, we have video of up and down 35 troops running checkpoints.
[02:41:25.905 --> 02:41:28.245]  Have you seen the takeover, the video?
[02:41:28.825 --> 02:41:30.026]  Yes, sir.
[02:41:30.326 --> 02:41:32.346]  I have 9-11 and Police State, too.
[02:41:33.427 --> 02:41:36.588]  And I've made copies of both, handed them out.
[02:41:37.008 --> 02:41:43.469]  Well, I mean, I was just bringing that up for folks, that this really is going on around here, long before 9-11, and it gets worse and worse.
[02:41:44.210 --> 02:41:46.130]  Well, thank you for the call, Robert.
[02:41:46.170 --> 02:41:46.850]  Good to hear from you.
[02:41:47.751 --> 02:41:48.431]  Let's talk to...
[02:41:50.023 --> 02:41:51.644]  Who's that caller in Arizona, Stephanie?
[02:41:52.325 --> 02:41:53.186]  Sheldon, go ahead.
[02:41:53.226 --> 02:41:53.826]  Last caller.
[02:41:54.367 --> 02:41:54.827]  Hi, Alex.
[02:41:54.927 --> 02:42:00.532]  I was wondering if you had obtained my new Model State Emergency Health Powers Act thing.
[02:42:01.933 --> 02:42:15.924]  Yeah, I've seen the new legislation they've got, and the feds passed it at the federal level in the Homeland Security Package, page 76, and now there's a new version of it out that they're trying to get the states to pass.
[02:42:16.625 --> 02:42:17.926]  Would you like to tell folks about it?
[02:42:19.059 --> 02:42:22.220]  Well, it's pretty much the same as the old Model Act.
[02:42:22.501 --> 02:42:32.025]  It came out about September of 2003, and it's got the same provisions for quarantining people, forced drugging, etc.
[02:42:34.786 --> 02:42:37.347]  Yeah, the first one had your gun confiscation, too.
[02:42:39.168 --> 02:42:45.030]  Yeah, I haven't seen that anywhere in this one, but I know it was in the first one that they came out with.
[02:42:45.050 --> 02:42:48.272]  Another thing, Alex...
[02:42:49.495 --> 02:43:08.569]  Just recently I've seen the military, well I think they're trying to militarize the Sheriff's Department here around Tucson because the other night I was coming home and I seen a Humvee pulled over with the lights flashing on top and it was the Sheriff's Department taking care of somebody on the road there.
[02:43:09.688 --> 02:43:12.670]  Well, yeah, they're not just bringing the regular military into our lives.
[02:43:12.750 --> 02:43:15.811]  As the head of NORTHCOM has said, they'll be running our lives, General Eberhardt.
[02:43:16.752 --> 02:43:19.093]  Now they've militarized the police.
[02:43:19.133 --> 02:43:19.733]  Thanks for the call.
[02:43:19.773 --> 02:43:20.453]  Good to hear from you.
[02:43:20.934 --> 02:43:22.254]  And I'm sorry to all the other callers.
[02:43:22.314 --> 02:43:24.215]  I just got a bunch of news I've got to cover here.
[02:43:25.336 --> 02:43:27.317]  Again, I told you on Monday and Tuesday.
[02:43:28.220 --> 02:43:40.043]  About the TiVo cable boxes, watching everything you watch, tracking it, shelling the data to the government and others, and here it is, Chicago Sun-Times, TiVo users beware, Big Brother is watching.
[02:43:40.843 --> 02:43:45.405]  Turns out there was a spy in your room with you, taking notes, keeping track of every click of your remote control.
[02:43:45.745 --> 02:43:50.126]  Your TiVo box may have been paying closer attention to what you were watching than you were.
[02:43:52.114 --> 02:44:02.219]  And it goes, Monday's revelation was based on TiVo boxes and TiVo's announcement that the owners of those boxes were unaware that they were being tracked during the Super Bowl.
[02:44:03.139 --> 02:44:07.021]  TiVo says it knows next to nothing about the box owners, owners like you, like me.
[02:44:07.301 --> 02:44:08.241]  And that's totally untrue.
[02:44:08.281 --> 02:44:09.942]  We have it from the cable companies, all of them.
[02:44:10.262 --> 02:44:12.463]  You have your ID number, that cable box.
[02:44:13.043 --> 02:44:21.107]  Every national program ads have a psychological Q score, but they build these complex algorithms...
[02:44:22.071 --> 02:44:26.833]  From it to get the whole mindset that you have, very detailed.
[02:44:28.553 --> 02:44:30.954]  BBC News, dangerous thinking.
[02:44:31.674 --> 02:44:36.936]  Now remember, on Monday they reported that the government wants to go after people for thought crime.
[02:44:38.837 --> 02:44:48.660]  Home Secretary David Blomkamp, this is England, same thing's happening here, says he wants to tackle terror attacks before they happen and is proposing new laws which he says will help do it.
[02:44:49.508 --> 02:44:53.471]  But the idea of predicting who might commit crimes is an extremely tricky area.
[02:44:53.871 --> 02:44:59.995]  And it goes on to say it allows secret arrests, secret trials, all of it.
[02:45:00.055 --> 02:45:06.159]  And as part of this, what you buy, what you sell, where you live, what you do, this complex control grid.
[02:45:06.739 --> 02:45:09.381]  At your state level, it's called the matrix system.
[02:45:10.242 --> 02:45:11.522]  And, yeah, I'm not kidding.
[02:45:11.562 --> 02:45:13.204]  And you'll laugh now and you'll see it on the news.
[02:45:13.944 --> 02:45:15.185]  And it's hooked in.
[02:45:15.205 --> 02:45:18.347]  And everything you do, everything you buy, what phone calls you make,
[02:45:19.234 --> 02:45:23.425]  All into this, and it builds this in NASA at five airports.
[02:45:23.485 --> 02:45:26.232]  It's put brain scanners in, and they're doing that in England too.
[02:45:27.364 --> 02:45:38.611]  Mr. Blunkett's plans revealed this week on a six-day trip to India and Pakistan include keeping sensitive evidence from defendants and secret trials before specifically vetted judges, select judges.
[02:45:39.131 --> 02:45:43.253]  He also discussed lowering the standard of proof required by a court to secure a conviction.
[02:45:43.674 --> 02:45:52.479]  The Home Office has said it will be releasing a paper outlining portions of the renewal of the 2001 Anti-Terrorism Crime and Security Bill next month.
[02:45:54.560 --> 02:45:56.341]  And this new system...
[02:45:58.041 --> 02:45:59.342]  Again, it isn't just for terrorists.
[02:45:59.362 --> 02:46:01.402]  The definition of terrorism is all crimes.
[02:46:01.983 --> 02:46:08.585]  And the next headline is thought crime, but it said the overall aim of the legislation would be to tackle terror attacks before they happen.
[02:46:09.746 --> 02:46:20.690]  Mr. Blunkett says he is determined to avoid September 11th-style atrocity occurring on British soil, but the idea of preemptive justice, for instance, locking people up before they have committed a crime, is fraught with danger.
[02:46:21.530 --> 02:46:23.031]  And this is a four-page article.
[02:46:23.111 --> 02:46:23.771]  It gets into...
[02:46:24.991 --> 02:46:29.433]  All the mind control systems.
[02:46:29.493 --> 02:46:30.213]  It's hard to believe.
[02:46:30.273 --> 02:46:31.173]  It's just amazing.
[02:46:32.613 --> 02:46:33.094]  Oh, boy.
[02:46:35.234 --> 02:46:38.755]  Popping pills in preschool, Wired Magazine.
[02:46:39.716 --> 02:46:42.697]  Anywhere else, her revelation might have been a bombshell.
[02:46:43.077 --> 02:46:51.379]  But no one flinched when a child psychiatrist told a conference of parents and the counselors last month that she had prescribed antidepressants to children as young as three and a half.
[02:46:51.839 --> 02:46:53.480]  They're giving them to 12-month-old babies, folks.
[02:46:55.117 --> 02:47:00.301]  Audience members at the San Diego conference, after all, were quite familiar with the concept of preschoolers on Prozac.
[02:47:00.341 --> 02:47:08.268]  Many of the parents in the audience have children who suffer from debilitating forms of shyness called selective mutism.
[02:47:09.148 --> 02:47:15.853]  One of the handful of mental disorders thought to strike children younger than six, and several have put their kids on drugs despite the misgivings.
[02:47:15.893 --> 02:47:16.834]  Yeah, over 200,000.
[02:47:17.234 --> 02:47:20.837]  And well-publicized concerns about effects of antidepressants upon teenagers.
[02:47:21.037 --> 02:47:24.340]  Yeah, the increased suicide rate in adults, children, doesn't matter.
[02:47:25.459 --> 02:47:32.605]  It's still one of those things that my husband and I struggle with, admitted Texas preschool teacher, Jaina Chaplin, whose seven-year-old daughter takes Prozac.
[02:47:33.385 --> 02:47:36.708]  You have to wonder if she's doing the right thing until we get the results.
[02:47:36.908 --> 02:47:37.628]  Oh, yeah.
[02:47:38.169 --> 02:47:49.818]  According to experts, a growing number of parents are finding themselves in Chaplin's position, reluctantly agreeing to treat their young children with antidepressants, even though their effects on the brains of adults, let alone children, are a little understood.
[02:47:49.958 --> 02:47:51.499]  Oh, it causes major problems.
[02:47:51.539 --> 02:47:52.420]  We do know.
[02:47:53.100 --> 02:47:53.901]  This is ignorance.
[02:47:54.938 --> 02:48:03.860]  In the broadest sense of the term, said Dr. Glenn R. Elliott, a child psychiatrist at the University of California, San Francisco, we don't know if it's a good idea or not.
[02:48:05.401 --> 02:48:12.343]  And it says the United Kingdom already has outlawed the use of antidepressants, with the exception of Prozac by minors.
[02:48:13.303 --> 02:48:21.845]  The debate over the drugs, however, has largely left out kids under the age of 10, generally considered too young to kill themselves, but too young to suffer from disabling mental disorders.
[02:48:21.885 --> 02:48:24.126]  And it goes on with how wonderful this is for you.
[02:48:25.149 --> 02:48:29.192]  Memories of World War II internment camps revived after September 11th.
[02:48:29.893 --> 02:48:31.054]  Idaho State Journal.
[02:48:32.895 --> 02:48:38.440]  And it goes into how there's a big discussion now of camps and how the camps are being discussed.
[02:48:38.520 --> 02:48:40.262]  And, you know, are camps good?
[02:48:41.923 --> 02:48:46.166]  Defense officials to boost budget for nonlethal weapons.
[02:48:46.226 --> 02:48:49.049]  This is out of National Journal Technology Daily.
[02:48:49.804 --> 02:48:56.449]  And all over the country, they're mounting helicopters with spray bottles with knockout gas, Humvees with huge microwave guns.
[02:48:56.790 --> 02:49:01.874]  The feds are militarizing local police with so-called long lethal weapons so they can engage us for no reason.
[02:49:03.315 --> 02:49:08.699]  They're actually a training aid to train police to shoot unarmed, defenseless, nonviolent people.
[02:49:08.739 --> 02:49:09.460]  That's all this is.
[02:49:10.440 --> 02:49:13.423]  When the White House unveils its fiscal 05 budget proposal,
[02:49:14.562 --> 02:49:20.073]  The funding for a new science technology program to develop nonlethal weapons to combat urban warfare and terrorism.
[02:49:21.573 --> 02:49:28.896]  The time has come now to develop new technology, said Al Schaefer, the Director of Programs and Plans for Defense Research and Engineering.
[02:49:29.236 --> 02:49:44.461]  Schaefer, with Susan Levine and Colonel David Harcher, top officials with the Joint Nonlethal Weapons Directorate, told National Journal of Technology Daily that the new program aims to give soldiers, the urban environments who are fighting terrorism, more choices to make better decisions.
[02:49:46.442 --> 02:49:50.403]  My grandfather was involved in the nonlethal weapons program in the 60s, folks.
[02:49:50.993 --> 02:49:51.453]  We're good to go.
[02:49:51.473 --> 02:49:51.613]  I think?
[02:50:20.518 --> 02:50:23.161]  This is out of the Desert News, Desert Morning News.
[02:50:23.321 --> 02:50:25.023]  Matrix may die in Utah.
[02:50:25.043 --> 02:50:28.006]  As people find out how serious it is, the state may not accept it.
[02:50:28.486 --> 02:50:30.768]  Caps gains in TSA requests.
[02:50:30.788 --> 02:50:35.233]  The new labeling of each American according to a security threat level.
[02:50:36.414 --> 02:50:38.196]  And, well, much more.
[02:50:38.276 --> 02:50:43.881]  We'll hit the final segment, do a news blitz here for you, and end this transmission.
[02:50:43.921 --> 02:50:44.422]  Stay with me.
[02:50:47.389 --> 02:50:50.330]  What really happened September 11th, and who stands to gain?
[02:50:50.990 --> 02:50:52.270]  Alex Jones here, America.
