[00:00:05.805 --> 00:00:07.366]  Hello, my friends!
[02:41:26.010 --> 02:41:28.231]  He pushed little old ladies down staircases.
[02:41:28.632 --> 02:41:30.533]  He played polo with human skulls.
[02:41:30.934 --> 02:41:33.416]  As a child, his favorite game was kick the cat.
[02:41:33.796 --> 02:41:35.037]  He was a heinous creature.
[02:41:35.097 --> 02:41:39.941]  However, Christians and conservatives can now go back to sleep because the dreaded boogeyman is gone.
[02:41:40.441 --> 02:41:43.804]  The order of death member of Skull and Bones, Bush's cousin, I would add.
[02:41:44.304 --> 02:41:47.127]  After all, snoozing is what Christians and conservatives do best.
[02:41:47.627 --> 02:41:49.729]  Their naps come in four-year increments.
[02:41:50.640 --> 02:41:57.486]  Disturbed only every presidential election cycle by the pounding footsteps of the latest Democratic boogeyman.
[02:41:57.546 --> 02:42:01.429]  And now that the boogeyman is gone, they can go back to sleep and buddy-bye.
[02:42:02.671 --> 02:42:13.560]  In the event, however, that a few Christians and conservatives are still only putting on their pajamas and have not yet quite made it back to the sack, let me tell you what you missed
[02:42:14.201 --> 02:42:24.851]  In the last four years, while you were unconscious, your knight in shining armor, George W. Bush, superintended over the deaths of more than 4 million innocent unborn babies, and did nothing to stop their slaughter.
[02:42:25.431 --> 02:42:31.937]  And now he controls, with a bigger majority, the House and Senate, the Supreme Court, 7 of the 9, the Executive, 34 state governors,
[02:42:34.611 --> 02:42:35.292]  Let's continue.
[02:42:35.692 --> 02:42:42.699]  Your anointed leader increased federal funding for abortions at home and abroad to record levels, including for forced abortions in China.
[02:42:43.200 --> 02:42:48.686]  Your pro-family president appointed numerous open homosexuals to high office within the federal government.
[02:42:49.206 --> 02:42:56.534]  Went after, I would add, New Jersey governor, who's a Democrat, but is protecting David Dreyer of California!
[02:42:57.797 --> 02:42:59.598]  Again, you've also got selective amnesia.
[02:42:59.978 --> 02:43:05.542]  Your conservative president increased federal spending more than any administration, Republican or Democrat, in modern history.
[02:43:06.002 --> 02:43:17.670]  This staunch defender of limited government increased the size and scope of the federal government by pushing through Congress legislation creating federal police powers that can only be described as despotic and tyrannical.
[02:43:18.230 --> 02:43:24.274]  Your hero of conservative increased funding for virtually every great society program ever invented.
[02:43:24.938 --> 02:43:32.080]  He increased funding for the Department of Education, the National Endowment for the Arts, the Legal Services Corporation, etc., etc., etc., etc.
[02:43:33.300 --> 02:43:42.683]  This wonderful president, who desires to keep America safe and secure, proposed granting amnesty to millions of illegal aliens, all of whom are criminals, and many of whom are potential terrorists.
[02:43:43.203 --> 02:43:46.944]  Before you went to sleep four years ago, gasoline prices were less than $1.25.
[02:43:47.764 --> 02:43:53.046]  Now, when you got out of bed, did you happen to notice that Bush's energy policies, gas prices now exceed $2 a gallon?
[02:43:56.539 --> 02:43:57.440]  Hold the page here.
[02:43:59.081 --> 02:44:06.707]  I could tell you much, much more of what you missed while you were sleeping, but it only might cause you to stay awake, and we mustn't not let that happen.
[02:44:06.987 --> 02:44:10.510]  So have a good four-year snap, and know that the boogeyman is gone.
[02:44:10.810 --> 02:44:13.972]  I'm sure you'll wake up in time to chase away the next Democratic boogeyman in 08.
[02:44:15.193 --> 02:44:18.276]  And I would add, who will be Hillary, and you can elect Schwarzenegger.
[02:44:18.576 --> 02:44:21.418]  More liberal voting record than Hillary, if it's possible.
[02:44:22.236 --> 02:44:35.762]  Of course, we can't know how many more liberties we'll lose, and how many more unborn babies will be killed, and how many more tax dollars our federal government will be spending by 2008, but that's one of the great advantages to being asleep, isn't it?
[02:44:36.082 --> 02:44:36.602]  Good night.
[02:44:37.022 --> 02:44:38.363]  See you in four years.
[02:44:42.384 --> 02:44:45.426]  And then, speed reading for me again.
[02:44:45.466 --> 02:44:48.547]  Let's go ahead and... I know it's still slow, but I'm not good at speed reading.
[02:44:49.007 --> 02:44:51.048]  This is on Infowars.com.
[02:44:52.694 --> 02:44:53.915]  American Sunset!
[02:44:54.035 --> 02:44:56.437]  Look, dear, don't the Kendrills look lovely tonight?
[02:44:56.497 --> 02:44:57.377]  John Kaminsky.
[02:44:58.618 --> 02:45:02.300]  Oh, the gnashing of teeth, the beating of breasts, the wailings of woe.
[02:45:02.781 --> 02:45:04.462]  Bush and the Republicans stole the election.
[02:45:04.502 --> 02:45:05.643]  Big surprise, eh?
[02:45:06.063 --> 02:45:10.706]  The neocon Nazis have done nothing but break the law since before they ever took office.
[02:45:11.126 --> 02:45:13.648]  You're expecting fair play from them, perchance?
[02:45:14.429 --> 02:45:35.394]  Much as I admire many of my friends who have desperately been trying to tell everyone that the exit polls match the election results in all the states with a paper trail, but didn't in the states without one, suspiciously and substantially favoring Bush instead, they all are, to put it politely,
[02:45:38.109 --> 02:45:39.091]  Blowing hot air.
[02:45:39.211 --> 02:45:45.324]  Perhaps they hope to find a prosecutor aspiring to career suicide.
[02:45:45.364 --> 02:45:49.533]  Or maybe a judge who wishes to see his family killed in some kind of odd accident.
[02:45:50.268 --> 02:45:52.249]  An inexplicable plane crash, perhaps.
[02:45:52.949 --> 02:46:14.296]  Of course, it is of some substantive concern that the American electoral process has been placed in the hands of partisan corporations, guaranteeing about as much integrity as typical government reports saying antidepressants are good for children, or the feds have no idea who committed the anthrax murders, or corporations should not be held liable for their lethal products.
[02:46:15.825 --> 02:46:17.226]  Because it's bad for business.
[02:46:17.807 --> 02:46:21.611]  Your vote didn't count last time, why would you expect it to count now?
[02:46:22.151 --> 02:46:24.774]  And anyway, here's a more important question.
[02:46:25.474 --> 02:46:37.146]  How in an election year where the central questions should have been about waging wars based on well-known lies and throwing away the lives of American soldiers, chasing phantoms who don't exist, as well as
[02:46:37.873 --> 02:46:45.195]  Questioning the cynical cover-up of the greatest crime in American history, where 3,000 Americans were murdered by these same phantoms.
[02:46:45.735 --> 02:46:53.917]  How could these momentous questions be overshadowed on election day by relatively irrelevant brouhaha about gay marriage?
[02:46:54.017 --> 02:46:56.958]  Which again is important, but not to the globalists.
[02:46:56.978 --> 02:46:57.958]  It's a red herring to them.
[02:46:58.798 --> 02:47:01.839]  And not to mention debates about Vietnam.
[02:47:03.803 --> 02:47:10.710]  In fact, it was because the loyal opposition chose not to mention these issues, but instead participated in the media cover-up of these crimes.
[02:47:11.571 --> 02:47:15.575]  Because, in fact, there is only one party in this country, the party of the banks.
[02:47:16.956 --> 02:47:19.239]  On that level, this election was a complete sham.
[02:47:19.499 --> 02:47:26.606]  There was no real contest, so why are you so upset about the results of an election in which both candidates were saying the same thing?
[02:47:27.489 --> 02:47:33.713]  It's only too appropriate that the results were manipulated given the insincere similarity of the candidates.
[02:47:34.953 --> 02:47:40.696]  Evil electronic electioneering and deliberately distracting debates are not the top stories of this election.
[02:47:41.857 --> 02:47:50.662]  When all was said and done, her vote didn't really matter because John Kerry essentially agreed with everything Bush had done during his capital crime-plagued first term.
[02:47:51.983 --> 02:47:54.304]  Terry promised to increase the war effort in Iraq.
[02:47:54.544 --> 02:47:58.885]  He accepts the reality of the cover story of Arab hijackers.
[02:47:59.105 --> 02:48:01.545]  He helped write the Patriot Act 15 years ago.
[02:48:01.825 --> 02:48:06.666]  He helped cover up the BCCI scandal, another one of those great robberies in American history.
[02:48:07.146 --> 02:48:18.489]  So why are so many upset that Republicans, vote counting executives, stole the election for Bush in Ohio, Florida, Georgia, and who knows where else?
[02:48:19.477 --> 02:48:26.685]  We know having Kerry, Bush's fraternity brother in the White House, would have made absolutely no difference in terms of government policy.
[02:48:28.667 --> 02:48:29.648]  That's all I have time to read.
[02:48:29.668 --> 02:48:32.831]  I'll take a few final calls and hit a few final news stories in the next segment.
[02:48:34.072 --> 02:48:35.554]  And just think about this.
[02:48:37.876 --> 02:48:39.278]  Just think about it.
[02:48:39.298 --> 02:48:41.220]  There's no real difference between these individuals.
[02:48:42.236 --> 02:48:44.677]  Infowars.com, prisonplanet.tv, stay with us.
[02:48:46.078 --> 02:48:52.942]  Hey folks, Alex Jones here, and I'm very excited to announce the release of my bombshell documentary film, 9-1-1, The Road to Tyranny, on DVD.
[02:48:53.242 --> 02:48:54.603]  That's right folks, DVD.
[02:48:54.803 --> 02:48:57.024]  The original film was 144 minutes long.
[02:48:57.144 --> 02:48:59.246]  The DVD version is 170 minutes.
[02:48:59.506 --> 02:49:04.448]  If you want to wake up your friends and family to the truth of what happened on September 11th, this is the film for you.
[02:49:04.789 --> 02:49:08.831]  The Road to Tyranny is already sending shockwaves through Washington and across the United States.
[02:49:09.071 --> 02:49:10.833]  You absolutely must see this DVD.
[02:49:10.913 --> 02:49:21.583]  It covers the history of government-sponsored terrorism, the police state and homeland security, the nightmare UN population control programs, the cashless society control grid, satellite tracking and plentiful microchips, and much, much more.
[02:49:21.723 --> 02:49:23.625]  Bottom line, this film is waking people up.
[02:49:23.825 --> 02:49:27.709]  Order your copy on VHS or DVD today, and man the guns in the Info War.
[02:49:27.789 --> 02:49:29.071]  Order right now by calling 1-888-2533-139.
[02:49:32.794 --> 02:49:34.496]  That's 888-2533139.
[02:49:34.677 --> 02:49:39.883]  Or order online at Infowars.com or Infowars.net.
[02:49:40.144 --> 02:49:40.845]  Again, that number, 888-2533139.
[02:49:45.268 --> 02:49:48.290]  More than 700 chemicals have been found in our drinking water.
[02:49:48.590 --> 02:49:53.513]  And did you know that you can have greater exposure to these chemicals by taking hot showers than when you drink the water?
[02:49:53.774 --> 02:49:58.136]  That's because many chemicals are inhaled when they evaporate, and others are absorbed through the skin.
[02:49:58.437 --> 02:50:07.342]  The KDF shower filter is designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus in your shower.
[02:50:07.563 --> 02:50:11.165]  The media is non-toxic, environmentally sound, and is recyclable.
[02:50:11.465 --> 02:50:16.494]  The KDF shower filter will typically last 10,000 gallons or one year, whichever comes first.
[02:50:16.795 --> 02:50:23.547]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[02:50:24.007 --> 02:50:24.568]  What about you?
[02:50:25.288 --> 02:50:30.651]  Order your KDF shower filter, normally $49, for our special price of only $35, a $14 savings.
[02:50:30.711 --> 02:50:31.792]  Call now to order at 1-888-803-4438.
[02:50:31.872 --> 02:50:33.773]  Order today and save $14 by calling 1-888-803-4438.
[02:50:46.385 --> 02:50:47.006]  We're good to go.
[02:51:01.727 --> 02:51:02.327]  I think so.
[02:51:24.301 --> 02:51:26.362]  Simply log on to HerbalHealer.com.
[02:51:26.542 --> 02:51:30.984]  Check out our online member testimonials and our hundreds of exceptional products.
[02:51:31.204 --> 02:51:34.286]  We have been working hard since 1988 to save the remnant.
[02:51:34.466 --> 02:51:40.309]  That's HerbalHealer.com, your website for safe, effective natural alternatives and education.
[02:51:50.097 --> 02:52:13.987]  Alright, before we take a few final calls here at the end of this worldwide broadcast against tyranny, I have made 11 films and we now have discounts where if you buy one of my videos, we're offering this on 9-11 The Road to Tyranny, we're offering it on my new video, American Dictators, when you buy one copy for the regular price, you then get each additional copy for $5.95 on DVD, $9.95 on VHS, because VHS costs a lot more for us.
