[00:00:00.000 --> 00:00:09.759]   *silence* *sad music*
[01:50:41.479 --> 01:50:43.000]  Okay, so tell us those stories.
[01:50:43.812 --> 01:50:45.653]  Explain it, because we're not understanding your point.
[01:50:45.673 --> 01:50:46.034]  Go ahead.
[01:50:48.335 --> 01:51:01.786]  So, individual lawsuits had started to happen in 2018 to where I was actually out of the state and a lawsuit appeared at my neighbor's door saying that I was a defendant in the case in Connecticut.
[01:51:01.826 --> 01:51:02.987]  Which case, though, sir?
[01:51:03.027 --> 01:51:04.388]  Which case and what were you defending?
[01:51:05.629 --> 01:51:06.649]  There was only one case.
[01:51:06.669 --> 01:51:08.831]  Do you want to explain it for the audience?
[01:51:08.871 --> 01:51:09.852]  Do you want to explain it?
[01:51:09.872 --> 01:51:11.473]  Because no one understands what you're talking about.
[01:51:13.100 --> 01:51:17.563]  Pretend like someone doesn't know what you're talking about at all, and say, guess what?
[01:51:17.943 --> 01:51:21.525]  X happened and I was involved because of Y. Go ahead.
[01:51:21.965 --> 01:51:22.246]  Okay.
[01:51:23.406 --> 01:51:42.638]  Because I was so caught off guard, I was served with a lawsuit about a binder book thick, being claimed as a defendant, again, with Alex Jones, with multiple other defendants, in which parties here in the state of Connecticut had served a defamation case against us.
[01:51:43.553 --> 01:51:46.074]  Why were you a defendant in the case?
[01:51:45.894 --> 01:51:51.054]   no no understanding of I didn't know who the defendants I'm sorry any of the
[01:51:51.054 --> 01:51:53.944]  other defendants were or any other plaintiffs except mr.
[01:51:53.944 --> 01:51:59.583]   Hal big that was quoted in the case problem is I didn't understand why Alex
[01:51:59.583 --> 01:52:03.923]   Jones was actually brought into the case at all because I personally did not
[01:52:03.923 --> 01:52:08.733]   know him why were you a defense look why were you a defendant in the case
[01:52:08.733 --> 01:52:14.654]   according to the actual complaint in which mr. any of these guys right here Brian
[01:52:14.654 --> 01:52:19.356]   you two can bring up I just explained to me.
[01:52:19.477 --> 01:52:31.881]  I, I, I allegedly, uh, created a marketing scheme and business transaction slash, uh, I don't even know what you would word it as some sort of scheme to create money for Alex Jones.
[01:52:32.801 --> 01:52:35.082]  That's an absolute, it's a lie.
[01:52:35.542 --> 01:52:36.462]  This is a guy that owes us.
[01:52:36.562 --> 01:52:37.563]  This is a guy that owes us $1.5 billion.
[01:52:39.588 --> 01:52:42.390]  Yeah, so they just use you as a nexus point.
[01:52:43.931 --> 01:52:54.379]  Yeah, they not only use me as a nexus point, I have received some little friends on my doorstop in multiple locations, including my family members.
[01:52:56.140 --> 01:53:01.023]  Particularly from... I remember you, you're the guy that called the FBI head that set this up, right?
[01:53:03.145 --> 01:53:03.645]  I did not.
[01:53:03.765 --> 01:53:08.549]  Actually, I did not even know the FBI head except one of my co-workers that actually knew him.
[01:53:09.292 --> 01:53:17.416]  Which threw it for a foul, because that's when I actually found out he was the legal head of the New Haven FBI.
[01:53:18.116 --> 01:53:27.101]  And I knew individuals up here that knew him, and until it's brought into court of law, that testimony will be brought forward eventually.
[01:53:27.801 --> 01:53:30.662]  But he will say he's never met me in his entire life.
[01:53:34.644 --> 01:53:35.424]  If that makes any sense.
[01:53:35.444 --> 01:53:36.185]  Man, I don't know.
[01:53:36.245 --> 01:53:38.526]  I just covered the internet question in the shooting.
[01:53:38.885 --> 01:53:39.766]  You did nothing wrong, Alex.
[01:53:39.786 --> 01:53:46.490]  And to hear for BAT, what really happened was that certain attorneys were working with the actual plaintiff's attorneys in this case.
[01:53:46.350 --> 01:53:51.229]  the FBI. I don't know anymore, Matt. This is totally insane.
[01:53:51.229 --> 01:53:57.070]   You did nothing wrong, Alex. And to hear for that, what really happened was that certain
[01:53:57.070 --> 01:54:03.270]   attorneys were working with the actual plaintiff's attorneys in this case. And when I found out
[01:54:03.270 --> 01:54:11.470]   the USAA was actually attempting to try and garnish a judgment to where nobody would be
[01:54:11.470 --> 01:54:13.310]  able to be covered under insurance.
[01:54:13.350 --> 01:54:14.431]  I fired my attorney.
[01:54:14.471 --> 01:54:16.112]  That's actually representative in the case.
[01:54:17.453 --> 01:54:23.457]  All of a sudden, 48 hours later, the plaintiffs give me a call and literally removed me from the case.
[01:54:24.678 --> 01:54:26.799]  So no other further questions or statements.
[01:54:26.899 --> 01:54:28.821]  Nothing binding ever happened.
[01:54:28.841 --> 01:54:31.642]  Yeah, they were using you to tie me into the state.
[01:54:31.683 --> 01:54:34.124]  Yeah, absolutely.
[01:54:34.144 --> 01:54:35.425]  And that's absolutely unfair.
[01:54:35.605 --> 01:54:41.545]   And what I didn't understand is within that case, How do you have other federal employees suing other federal employees?
[01:54:43.606 --> 01:54:48.830]  So look, I think most of the audience I'm getting messages still don't understand what tricks I'm saying.
[01:54:48.850 --> 01:54:52.332]  So Chase, if you understood what he says, can you kind of explain it to the audience?
[01:54:53.211 --> 01:54:54.292]  I don't understand anything.
[01:54:54.893 --> 01:55:00.738]  I'm not saying that he's full of shit or anything, I just don't get it.
[01:55:00.898 --> 01:55:01.999]  No, no, I'm not saying that.
[01:55:02.039 --> 01:55:04.662]  It just means he's not communicating his position.
[01:55:04.682 --> 01:55:06.343]  Well, it's just so complicated, it's hard.
[01:55:06.944 --> 01:55:09.226]  Chase, is this part of the Sandy Hook case?
[01:55:09.626 --> 01:55:12.009]  What case is he referring to specifically, sir?
[01:55:12.640 --> 01:55:14.041]  I don't know why you think I know.
[01:55:14.102 --> 01:55:15.443]  I've just been working here for one year.
[01:55:15.483 --> 01:55:16.484]  I'm trying to keep us on air.
[01:55:16.524 --> 01:55:18.286]  That's all.
[01:55:19.006 --> 01:55:28.035]  The only case in Connecticut is the Sandy Hook case to where basically my fellow taxpayers were suing me as another fellow taxpayer for no reason and lied within the case.
[01:55:28.075 --> 01:55:28.335]  Right.
[01:55:28.415 --> 01:55:28.896]  One second.
[01:55:28.916 --> 01:55:29.617]  Let's break that.
[01:55:29.677 --> 01:55:30.517]  I want you to break it down.
[01:55:30.538 --> 01:55:35.002]  So the Sandy Hook case, you were a defendant in the case, correct?
[01:55:36.488 --> 01:55:39.069]  Yes, it's the only way according to the law that could happen.
[01:55:39.129 --> 01:55:43.171]  I'm just going to ask you a question that you need to answer because I kind of let it go for like 10-15 minutes.
[01:55:43.191 --> 01:55:44.251]  Yeah, how did you get ahead of me?
[01:55:44.831 --> 01:55:51.174]  Yeah, so what was the reason why you were a defendant in the Sandy Hill case?
[01:55:52.434 --> 01:55:53.775]  Please explain, concisely.
[01:55:53.795 --> 01:55:57.736]  To begin with, it all started over a public hearing.
[01:55:57.756 --> 01:55:59.477]  No, no, no, no, no.
[01:55:59.557 --> 01:56:01.298]  One second, I don't want to know why it started.
[01:56:01.798 --> 01:56:06.739]   I want to know from you, what is the claim That they made against you.
[01:56:08.160 --> 01:56:10.182]  That I was directly in business with Alex Jones.
[01:56:10.222 --> 01:56:19.810]  So they claim, but why is it that you being directly in business with Alex Jones makes you liable for the Sunday Hook?
[01:56:22.312 --> 01:56:25.375]  My point is, is that it doesn't make me liable at all.
[01:56:25.535 --> 01:56:28.197]  It was because... But why did they claim it?
[01:56:29.158 --> 01:56:33.862]  Mario, you're not... I don't think anyone... Painting the conspirator in Connecticut.
[01:56:34.431 --> 01:56:35.931]  So they randomly picked this guy?
[01:56:37.332 --> 01:56:37.572]  Yes.
[01:56:38.012 --> 01:56:52.996]  Because a film crew that happened to be in a FOIA office that was allegedly around my face, they decided to use me because there's the only Connecticut defendant there that they could tie to any individual that was in the office.
[01:56:53.016 --> 01:56:54.897]  Yeah, they need to kill conspirator in the state.
[01:56:55.461 --> 01:57:00.047]  Which my lawyers always wondered, how do they put you in the state?
[01:57:00.648 --> 01:57:01.670]  Who is your co-person?
[01:57:01.690 --> 01:57:02.651]  I said, I don't know anybody.
[01:57:03.092 --> 01:57:08.179]  Now this guy calls in, they randomly pick some dude to get it put in the state as a conspiracy.
[01:57:09.207 --> 01:57:21.635]  It sounds like what he's describing is that they used this guy to get jurisdiction for Connecticut, and then he was removed later from the case, which should have removed their jurisdiction.
[01:57:22.175 --> 01:57:24.496]  Yeah, that makes sense.
[01:57:24.517 --> 01:57:24.496]  100%.
[01:57:24.637 --> 01:57:26.358]  And that is my argument to this day.
[01:57:26.758 --> 01:57:38.254]   And I feel I'm obligated to at least speak that because that is the missing point that the media And I know a lot of attorneys across the nation know exactly what I'm saying.
[01:57:38.334 --> 01:57:41.757]  This case should have never been moved forward at all.
[01:57:41.938 --> 01:57:51.748]  So just to summarize for the audience, they needed someone who was a co-conscriptor in the same state.
[01:57:52.523 --> 01:57:53.304]  Well, I just have a question.
[01:57:53.324 --> 01:57:54.525]  Would that make it open to appeal?
[01:57:54.345 --> 01:58:00.945]   were the said person to essentially bring the case in that state, afterwards you were
[01:58:00.945 --> 01:58:04.744]  removed but for some reason the case continued.
[01:58:04.744 --> 01:58:05.744]  Yes.
[01:58:05.744 --> 01:58:06.744]  Okay.
[01:58:06.744 --> 01:58:07.744]  So that means...
[01:58:07.744 --> 01:58:08.744]  100% fact.
[01:58:08.744 --> 01:58:09.744]  Okay, I get that.
[01:58:09.744 --> 01:58:14.945]   So is there any kind of pushback to that proposition by anybody on the other side?
[01:58:14.945 --> 01:58:16.184]  Well I just have a question.
[01:58:16.184 --> 01:58:18.824]  Would that make it open to appeal?
[01:58:18.824 --> 01:58:22.345]  Yeah, thanks for telling us now.
[01:58:22.345 --> 01:58:31.784]   Listen guys, these guys have known the facts and so have the other side attorneys, whether
[01:58:31.784 --> 01:58:37.145]  they have disclosed that or not under their "conditions".
[01:58:37.244 --> 01:58:45.871]  I have never, and this is also for the record, I have never, ever, made any commitment to that at all.
[01:58:49.456 --> 01:58:52.565]  I mean, this is probably the first time you're hearing this.
[01:58:52.565 --> 01:58:57.226]   If what he is saying does add up, and he's not just like making it up. And by the way, I'm
[01:58:57.226 --> 01:59:00.336]   not saying you are tricks, we just don't know who you are. But let's say hypothetically,
[01:59:00.336 --> 01:59:06.286]   this is true. And hypothetically, this guy isn't making it up. And would this would you have
[01:59:06.286 --> 01:59:13.295]   some kind of source for appeal or something to use this or like, what do you think, Alex?
[01:59:14.096 --> 01:59:18.885]  I just know they attack me on HBO, CNN, ABC, everything.
[01:59:18.885 --> 01:59:20.735]  And they say stop attacking.
[01:59:20.943 --> 01:59:21.803]  We're not even talking about them.
[01:59:22.783 --> 01:59:26.205]  And so, I understand this is a larger operation.
[01:59:26.885 --> 01:59:27.666]  And so, I don't know.
[01:59:27.686 --> 01:59:29.446]  I barely ever talked about it.
[01:59:31.267 --> 01:59:34.589]  I know about court, how they use somebody in the state to actually have jurisdiction.
[01:59:34.609 --> 01:59:36.169]  I don't know if this guy is real.
[01:59:36.710 --> 01:59:39.431]  But all I know is, it just goes on and on and on.
[01:59:39.831 --> 01:59:42.092]  I'm on every TV channel everywhere about these people.
[01:59:42.112 --> 01:59:43.412]  I barely ever talked about them.
[01:59:44.053 --> 01:59:45.613]  And so, I appreciate this long discussion.
[01:59:45.633 --> 01:59:47.054]  And I love you guys.
[01:59:47.754 --> 01:59:49.015]  I'm gonna go spend time with my family.
[01:59:49.522 --> 01:59:50.122]  But I don't know.
[01:59:50.162 --> 01:59:51.483]  We should continue to investigate this.
[01:59:51.883 --> 01:59:52.843]  And I appreciate you all.
[01:59:53.223 --> 01:59:55.464]  Please follow me at RealAlexJones on Instagram.
[01:59:55.484 --> 01:59:56.124]  I appreciate everybody.
[01:59:57.024 --> 01:59:57.945]  Appreciate Alex.
[01:59:57.985 --> 02:00:06.487]  Thank you for taking your time out to come on the space and answer a number of questions both for and against you.
[02:00:06.527 --> 02:00:08.828]  We did have a number of questions from both sides.
[02:00:09.721 --> 02:00:29.297]  I think we gave the space some justice because, and that's what makes it different, because there has been spaces, Alex has been spaces himself on this, but what we did different was we provided a conversation from both sides, debate from both sides, and I think there was a lot of tough questions asked to Alex, and there was a lot of people who also defended Alex's position and provided the other side.
[02:00:30.298 --> 02:00:36.182]  We are going to be wrapping up the space now, unless, yeah, we are going to be wrapping up the space now.
[02:00:36.703 --> 02:00:39.445]  Any last comments before we wrap up, Sarah?
[02:00:42.461 --> 02:00:43.902]  Other than Suleiman, you did an awesome job.
[02:00:44.622 --> 02:00:45.463]  Yes, of course.
[02:00:45.523 --> 02:00:47.684]  That doesn't even need to be said.
[02:00:48.884 --> 02:00:49.425]  Can you hear me?
[02:00:50.085 --> 02:00:51.085]  Yeah, yeah.
[02:00:51.145 --> 02:00:52.406]  The world can hear your accurate statement.
[02:00:53.444 --> 02:00:54.225]  Thank you, thank you.
[02:00:54.985 --> 02:00:57.206]  No, I thought it was a good conversation.
[02:00:57.706 --> 02:01:02.989]  Reading the comments, you know, Alex Jones, you either love him or hate him.
[02:01:03.089 --> 02:01:04.250]  There is no in-between.
[02:01:04.310 --> 02:01:11.133]  I've not met one person that says, oh, Alex Jones, oh, I don't really know about him or their feelings about him.
[02:01:11.633 --> 02:01:14.555]  I thought it was a good and balanced discussion.
[02:01:14.715 --> 02:01:21.518]  If anything, there were more against than were for Alex Jones.
[02:01:22.884 --> 02:01:26.247]  You know, that sort of warmed my heart a little bit, I won't lie.
[02:01:27.348 --> 02:01:28.869]  But thank you, Silly Mom.
[02:01:28.889 --> 02:01:31.731]  Thank you for an excellent job, and I'll send it back to you.
[02:01:33.853 --> 02:01:34.754]  Thank you for that, Sarah.
[02:01:34.774 --> 02:01:36.475]  I appreciate you guys.
[02:01:36.495 --> 02:01:37.276]  I think it was really good.
[02:01:37.316 --> 02:01:40.518]  I think we got a lot of information, a lot of people pushed back.
[02:01:40.578 --> 02:01:42.820]  Then at the same time, a lot of people also defended.
[02:01:42.840 --> 02:01:44.281]  I appreciate you guys joining in.
[02:01:44.301 --> 02:01:46.023]  I appreciate you guys listening.
[02:01:46.503 --> 02:01:48.545]  I'm for sure we will see you next time.
