[00:00:07.543 --> 00:00:08.624]  ...government cover-ups.
[02:37:39.592 --> 02:37:47.854]  And they're again giving you a $10 discount if you get your SmartTexPay tracker chip, which they tried to put in all the inspection stickers, but we shot down.
[02:37:48.114 --> 02:37:52.315]  Now all these idiots are lining up to go drive down the filthy toll roads!
[02:37:53.795 --> 02:37:54.795]  Ah, it makes me mad!
[02:37:55.495 --> 02:37:56.936]  Toll roads going in everywhere!
[02:37:57.336 --> 02:38:00.696]  To pay for the North American Union and the death of my country!
[02:38:02.397 --> 02:38:05.898]  Stupid, stupid, stupid Austinites don't even know what it means!
[02:38:07.078 --> 02:38:07.798]  I'm sorry, go ahead.
[02:38:10.266 --> 02:38:11.767]  I mean, I am just really mad.
[02:38:11.787 --> 02:38:20.094]  I mean, I am mad, folks, they're putting a prison grid around me, the North American Union's here, I'm gonna be paying taxes to drive on it.
[02:38:21.515 --> 02:38:26.599]  I gotta pay for my destruction, I gotta pay for the death of my state, the death of my country!
[02:38:27.640 --> 02:38:31.163]  And I gotta put up with stupid police at checkpoints to keep us safe.
[02:38:31.263 --> 02:38:32.084]  Give me a break.
[02:38:33.402 --> 02:38:35.743]  The schools are prisons of brainwashing camps.
[02:38:35.983 --> 02:38:44.588]  Here in Austin they give them all over the country little cards with $200 credit card dividends on it and they cattle on people outside school and in school.
[02:38:44.848 --> 02:38:46.629]  I mean, that's not America!
[02:38:46.889 --> 02:38:47.830]  We're a joke!
[02:38:48.310 --> 02:38:49.310]  We're a joke!
[02:38:51.031 --> 02:39:01.737]  Until we hate the government, until we hate the criminals that run it, until we realize it's totally illegitimate, until we stop trusting them as the founding fathers said, what I'm saying is not radical unless you're a radical idiot.
[02:39:03.698 --> 02:39:04.938]  I'm out of control today.
[02:39:05.138 --> 02:39:06.159]  This is how we should be behaving.
[02:39:06.179 --> 02:39:06.539]  I'm mad.
[02:39:06.579 --> 02:39:07.879]  I'm letting you know how I really feel.
[02:39:08.800 --> 02:39:10.240]  John in Texas, you're on the air.
[02:39:10.260 --> 02:39:11.080]  Hi Alex.
[02:39:11.440 --> 02:39:11.680]  Hi.
[02:39:12.901 --> 02:39:22.004]  A co-worker of mine ran into some trouble this past weekend trying to plug your TerraStorm DVD and the Loose Chains DVD.
[02:39:23.964 --> 02:39:33.387]  He met a friend, his brother, and two lifelong friends in Louisiana for a little hunting excursion this weekend.
[02:39:34.518 --> 02:39:39.961]  And he wanted to try to plug both of the DVDs.
[02:39:40.901 --> 02:39:52.247]  So one of his friends, we'll call him Bobby, he picks up the loose chain DVD and puts it in the computer and ten minutes went by and he freaked out.
[02:39:54.215 --> 02:39:59.419]  He jumped up and he said this is BS and they almost got into a fight.
[02:39:59.699 --> 02:40:02.761]  These guys are lifelong friends for 40 years.
[02:40:02.801 --> 02:40:05.743]  Yes, because it shows Operation Northwoods when the film starts.
[02:40:05.823 --> 02:40:08.585]  It shows the information and they'll just say it's a lie.
[02:40:08.605 --> 02:40:10.186]  They'll just say it's not true.
[02:40:10.546 --> 02:40:12.047]  Yeah, it is true, okay?
[02:40:12.448 --> 02:40:13.829]  It's true like everything else.
[02:40:15.510 --> 02:40:21.314]  And then the thing that really kicked it in was Bobby's sister is an FBI agent.
[02:40:22.068 --> 02:40:35.913]  And then my co-worker told him about the FBI agents taking the pictures, when whatever hit the Pentagon, taking the film from the Sheraton and the gas station.
[02:40:36.493 --> 02:40:38.994]  He totally freaked out after that.
[02:40:39.014 --> 02:40:41.435]  You're saying it was all lies?
[02:40:41.515 --> 02:40:42.715]  Oh yeah, yeah.
[02:40:42.836 --> 02:40:45.396]  You got him living in these little bubbles, you see.
[02:40:45.416 --> 02:40:46.777]  These little bubbles.
[02:40:47.701 --> 02:40:51.626]  And they're like five year olds, man.
[02:40:52.367 --> 02:40:53.368]  They're not adults.
[02:40:53.648 --> 02:40:55.250]  Most Americans aren't adults.
[02:40:55.491 --> 02:40:56.091]  So what do you do, Alex?
[02:40:56.111 --> 02:40:58.454]  They're these cowardly little pieces of trash.
[02:40:58.694 --> 02:40:59.455]  What do you do, Alex?
[02:40:59.495 --> 02:40:59.696]  Move on?
[02:40:59.736 --> 02:41:00.096]  I don't know.
[02:41:00.136 --> 02:41:02.539]  I'd let that person slug me and then I'd break his jaw.
[02:41:02.759 --> 02:41:03.941]  That'll teach that scum.
[02:41:04.621 --> 02:41:06.664]  I bet that cop a punk could get in my face.
[02:41:06.984 --> 02:41:07.605]  They're punks!
[02:41:07.885 --> 02:41:08.346]  God bless, Alex.
[02:41:28.075 --> 02:41:29.396]  I mean, thank you, God bless you.
[02:41:29.436 --> 02:41:30.396]  I mean, I'm mad, man.
[02:41:30.616 --> 02:41:37.159]  I'm sick of these little people that think they're good, and think they got all the answers, and they call us traitors.
[02:41:37.240 --> 02:41:38.820]  Well, let me tell you something.
[02:41:39.040 --> 02:41:40.041]  You're the traitors.
[02:41:40.581 --> 02:41:41.722]  You're the traitors!
[02:41:44.443 --> 02:41:51.306]  Let's go ahead and... I mean, I'm mad, folks.
[02:41:51.326 --> 02:41:52.887]  This is a normal response, okay?
[02:41:52.907 --> 02:41:54.388]  I'm letting you know how I really feel today.
[02:41:57.006 --> 02:42:05.948]  I'm sick of naive, they're like these little soft little do-gooders and they have little American flags and their little Chinese made caps and they kind of waddle around.
[02:42:05.968 --> 02:42:06.808]  You know how they are.
[02:42:06.828 --> 02:42:10.349]  And just everything's good in their life and everything's fine.
[02:42:10.429 --> 02:42:11.710]  Do do do do do.
[02:42:11.990 --> 02:42:12.930]  Do do do do do.
[02:42:12.950 --> 02:42:13.430]  You see them.
[02:42:13.450 --> 02:42:19.031]  They need to be slapped upside their smiling, beady-eyed little faces.
[02:42:19.231 --> 02:42:22.032]  They need to grow up and face the truth!
[02:42:30.202 --> 02:42:34.423]  Let's go ahead and talk to Johnny in Vancouver.
[02:42:34.463 --> 02:42:35.064]  Go ahead, Johnny.
[02:42:35.624 --> 02:42:35.964]  Hey, Alex.
[02:42:35.984 --> 02:42:36.444]  How's it going?
[02:42:36.464 --> 02:42:37.504]  I don't know.
[02:42:37.544 --> 02:42:38.945]  What's the show sound like today?
[02:42:38.965 --> 02:42:40.665]  It sounds like yourself.
[02:42:42.586 --> 02:42:43.826]  What size t-shirt are you?
[02:42:43.846 --> 02:42:48.208]  Because I'd like to send you my... Just an extra-large.
[02:42:48.568 --> 02:42:49.028]  Extra-large?
[02:42:49.108 --> 02:42:49.488]  Okay, good.
[02:42:49.588 --> 02:42:52.469]  I'm going to send you my 9-11 inside job t-shirt that I've produced.
[02:42:52.769 --> 02:42:53.269]  Oh, good.
[02:42:53.689 --> 02:42:59.391]  Yeah, and I wanted to ask you, I've heard that you have problems sending stuff into Canada.
[02:43:00.177 --> 02:43:05.281]  And I'm wondering, I'm looking basically into distributing them for you.
[02:43:06.102 --> 02:43:12.327]  What do I need to do in order to distribute your films through Canada so people do not have to go through you anymore?
[02:43:12.447 --> 02:43:13.188]  They can go through me.
[02:43:13.208 --> 02:43:15.910]  Yeah, I need to get some distributors up there.
[02:43:17.691 --> 02:43:18.912]  I just haven't gotten around with it.
[02:43:18.972 --> 02:43:19.673]  I haven't vetted.
[02:43:19.733 --> 02:43:21.975]  I've got one group I'm probably going to end up using.
[02:43:22.755 --> 02:43:25.758]  That's Global Outlook, but we could have more than one person up there.
[02:43:26.545 --> 02:43:30.946]  Wanted to do it, but people have to be set up with a shopping cart, with a toll-free number, with the whole thing.
[02:43:31.506 --> 02:43:38.528]  Okay, because I mean, I can do like Western Canada, and if, you know, somebody wants to take over Eastern Canada... Sure, let me ask you a question.
[02:43:39.249 --> 02:43:40.709]  Do they search your stuff internally?
[02:43:42.510 --> 02:43:46.791]  No matter what I get from the States, it always comes back opened and ripped up.
[02:43:48.231 --> 02:43:50.032]  Yeah, it's... But we don't search.
[02:43:50.072 --> 02:43:52.412]  If I send something to Toronto, it's not opened.
[02:43:52.492 --> 02:43:54.433]  There's no such thing as internal
[02:43:55.352 --> 02:43:57.193]  Customs between provinces, right?
[02:43:57.333 --> 02:43:58.113]  No, but I'm asking you.
[02:43:58.213 --> 02:43:59.073]  Do you have a website?
[02:43:59.093 --> 02:44:00.034]  Do you have a toll-free number?
[02:44:00.054 --> 02:44:02.154]  Are you shut up to deliver to people there?
[02:44:02.795 --> 02:44:03.375]  Not right now.
[02:44:03.535 --> 02:44:04.115]  That's the thing.
[02:44:04.135 --> 02:44:07.616]  I've got a blog, and I can set that up so I can have a shopping cart.
[02:44:07.636 --> 02:44:10.997]  Well, you're welcome to plug your blog, but I don't know who we're going to use to distribute in Canada.
[02:44:11.017 --> 02:44:11.638]  It is a good idea.
[02:44:11.938 --> 02:44:13.298]  But you can plug your blog.
[02:44:13.318 --> 02:44:13.658]  Go ahead.
[02:44:13.838 --> 02:44:17.339]  It's www.info-warriors.com.
[02:44:17.559 --> 02:44:18.620]  Oh, I've seen that before.
[02:44:18.940 --> 02:44:19.120]  Yeah.
[02:44:19.480 --> 02:44:20.160]  That's a good site.
[02:44:20.200 --> 02:44:21.381]  Listen, I appreciate your call.
[02:44:23.559 --> 02:44:26.241]  I don't get up here and yell and scream to put on an act, folks.
[02:44:26.902 --> 02:44:29.885]  I really don't like doing this radio show, I'm going to be honest with you.
[02:44:30.105 --> 02:44:32.867]  I don't like having to focus on this stuff.
[02:44:33.067 --> 02:44:34.328]  I really do get mad.
[02:44:35.790 --> 02:44:36.811]  And I just image.
[02:44:38.132 --> 02:44:45.018]  You know, I should actually say that I'm happy that your friend's friend got upset and got mad.
[02:44:46.579 --> 02:44:50.923]  Because, you see, if what we're saying is a lie, people should get mad at us.
[02:44:52.157 --> 02:44:56.178]  And the things we're talking about are such a big deal that it is something you should get upset about.
[02:44:59.319 --> 02:45:03.099]  Imagine how mad your friend would get when... because it sounds like he's somebody who really cares.
[02:45:04.720 --> 02:45:08.220]  Imagine how mad somebody like that would get when they find out we're telling the truth.
[02:45:09.641 --> 02:45:11.741]  Not some nitpick debunking.
[02:45:11.761 --> 02:45:20.263]  I mean, they build trauma and they go, Alex Jones says the CIA was running drills of flying hijacked jets into the World Trade Center.
[02:45:22.691 --> 02:45:36.957]  When it was really the Pentagon Protective Services, well, there were about eight different drills, and on that day, two different ones, and we learned of it from the CIA officer who told the Chicago Papers at a symposium that the CIA ran the drill.
[02:45:37.257 --> 02:45:40.479]  The CIA ran the drill, and it was run out of the offices of the Pentagon.
[02:45:40.819 --> 02:45:46.801]  But see, they keep saying, oh, look, it was the Pentagon that ran the drills of flying the planes into buildings, not CIA, like he says.
[02:45:48.642 --> 02:45:51.063]  See, that's called a straw man, ladies and gentlemen.
[02:45:53.141 --> 02:45:55.842]  Or they'll claim I'm wrong about something I'm not really wrong about.
[02:45:59.542 --> 02:46:04.863]  Or they will nitpick at something.
[02:46:05.064 --> 02:46:10.885]  Or they'll go to their own operatives, who they've got out saying ridiculous things that can't be proven, to then disprove those.
[02:46:11.985 --> 02:46:13.625]  Then there's mockingbirds who pick up on it.
[02:46:13.905 --> 02:46:21.547]  But I mean, if you go read the 9-11 official report, just a year after it got released, already the whole thing's been proven to be a lie.
[02:46:22.717 --> 02:46:23.978]  From the government's own position.
[02:46:24.658 --> 02:46:26.219]  I mean, they're lying about everything!
[02:46:27.900 --> 02:46:32.663]  And Northwoods is real, and Tonkin, and Ajax, and all of it.
[02:46:34.124 --> 02:46:35.145]  I mean, this stuff's real.
[02:46:35.845 --> 02:46:44.790]  Our government admits, no debating, that they staged terror attacks all over Europe, all over the Middle East, all over Asia, all over Latin America.
[02:46:44.990 --> 02:46:46.191]  I mean, that is admitted.
[02:46:47.932 --> 02:46:49.313]  They do this stuff all the time.
[02:46:49.353 --> 02:46:50.694]  I mean, the old stuff's admitted.
[02:46:51.633 --> 02:46:55.897]  So then, of course, our prime suspect is criminal elements in the government who stood to gain from trillions in oil.
[02:46:56.458 --> 02:46:57.619]  Yes, trillions in oil.
[02:46:59.061 --> 02:47:02.885]  Who stood to gain in hundreds of billions in weapons sales and domestic police state and control.
[02:47:03.786 --> 02:47:04.726]  I mean, on and on and on.
[02:47:04.767 --> 02:47:07.029]  The opium, the hundreds of billions in op... All of it!
[02:47:07.750 --> 02:47:14.997]  You've got... They've done it in the past, they've got the means to do it, they've got the motive, and then, my gosh, you look at the evidence, they're all over it.
[02:47:19.656 --> 02:47:36.916]  I mean there's other nitpicking I get on 9-11 or like take Terror Storm and what I did is I the film was getting too long I was cutting out some of the voiceover I think I'm gonna do a second edition maybe in six eight months and put all the stuff back in there and I'll do something like you know the paper I'm reading right out of the paper it says he went and bought a paper at the Metro
