[00:00:26.592 --> 00:00:29.534]  It is Friday.
[02:38:22.893 --> 02:38:24.375]  Maybe I won't even do Christmas Monday.
[02:38:24.395 --> 02:38:25.316]  Maybe we'll just be here live.
[02:38:25.336 --> 02:38:28.640]  I wonder if I can make somebody at the network come in to do that.
[02:38:29.381 --> 02:38:30.002]  No, no, no, no.
[02:38:30.042 --> 02:38:31.403]  Let's have a holly jolly Christmas.
[02:38:31.423 --> 02:38:32.505]  Forget the camp.
[02:38:32.525 --> 02:38:33.586]  We shouldn't go out there, right Kevin?
[02:38:34.474 --> 02:38:36.595]  Hello, holly jolly Christmas.
[02:38:36.815 --> 02:38:42.897]  It may take a couple days to coordinate our aerial armada, but I think we ought to do an aerial recon mission over the K2.
[02:38:42.937 --> 02:38:47.298]  Well, you're a pilot, but your old plane is in mothballs up in Dallas, right?
[02:38:47.859 --> 02:38:50.139]  A little expensive fly right now, let me tell you.
[02:38:50.159 --> 02:38:51.160]  So, yeah, it's in the hangar.
[02:38:51.780 --> 02:38:53.080]  But we can arrange something.
[02:38:53.741 --> 02:39:00.523]  Yeah, we're already doing our reconnaissance mission next week over the Trans-Texas Corridor for footage we're shooting for a new film.
[02:39:00.603 --> 02:39:01.223]  It's not far.
[02:39:02.244 --> 02:39:03.284]  With Barbara McLeod.
[02:39:04.073 --> 02:39:05.514]  She's not helping Mel Gibson.
[02:39:05.874 --> 02:39:06.795]  She's our Air Force.
[02:39:06.815 --> 02:39:10.176]  Dun, dun, dun, dun, dun, dun, dun.
[02:39:11.117 --> 02:39:13.378]  I really should read this whole article here about the camps.
[02:39:13.858 --> 02:39:23.504]  According to lawyers who visited their clients in the facility, the children receive one hour of education, English instruction a day, and one and a half of indoor recreation.
[02:39:24.484 --> 02:39:26.886]  Jeans and T-shirts have been replaced with jail uniforms.
[02:39:26.926 --> 02:39:28.166]  Children are issued uniforms.
[02:39:28.446 --> 02:39:31.148]  But the point is the government under Rex 84 in the 80s.
[02:39:31.228 --> 02:39:32.909]  I have the Senate hearings.
[02:39:33.937 --> 02:39:49.265]  Jack Brooks and Chairman Inouye, and they're talking to Oliver North, and they go, well, the Miami Papers were reporting a plan to put American citizens in these camps, and the cover story with North's plan then was they'd claim it was for illegals at first, get them open and everybody used to them, but it's really for citizens.
[02:39:49.765 --> 02:39:50.906]  Kevin, is that not Rex 84?
[02:39:51.246 --> 02:39:52.227]  Well, you know what, Alex?
[02:39:52.267 --> 02:39:59.951]  I was just watching that clip last night on a video, and I mean, you're reading kids in orange jumpsuits now?
[02:40:00.351 --> 02:40:01.311]  They're part of it?
[02:40:01.512 --> 02:40:01.992]  They're going to be...
[02:40:03.470 --> 02:40:06.615]  Well, I mean, they're arresting four-year-olds that hug their teacher, AP.
[02:40:06.635 --> 02:40:09.038]  That's sexual assault, man.
[02:40:09.158 --> 02:40:15.327]  When I just asked that previous caller... You pull over in Wyoming on a highway to urinate, you go to prison as a sex offender.
[02:40:15.647 --> 02:40:19.413]  I just asked that military guy earlier about the children, and I'll ask you.
[02:40:20.006 --> 02:40:21.868]  When I was a little kid, it was airplanes.
[02:40:21.988 --> 02:40:22.848]  Airplane, airplane!
[02:40:22.888 --> 02:40:24.069]  I was always looking in the sky.
[02:40:24.089 --> 02:40:26.651]  Hey, if kids go bang, bang, you're dead, they arrest them.
[02:40:26.811 --> 02:40:30.094]  That's all we did was run around going, You're dead!
[02:40:30.214 --> 02:40:30.654]  Get in!
[02:40:30.715 --> 02:40:31.095]  Kill!
[02:40:31.135 --> 02:40:31.535]  Kill!
[02:40:31.615 --> 02:40:32.336]  I'm the Indian!
[02:40:32.376 --> 02:40:33.377]  You're the cowboy!
[02:40:34.357 --> 02:40:36.079]  Hugging people, pinching them.
[02:40:36.359 --> 02:40:37.180]  Oh, prison time.
[02:40:37.200 --> 02:40:38.020]  Sorry, life's over.
[02:40:38.421 --> 02:40:39.341]  What is it with your children?
[02:40:39.361 --> 02:40:42.224]  Is it trains or is it big construction dozers?
[02:40:42.264 --> 02:40:43.725]  What's the thing that your son is doing?
[02:40:43.745 --> 02:40:43.965]  Trains.
[02:40:43.985 --> 02:40:44.325]  I think so.
[02:41:10.743 --> 02:41:28.242]  Well, I was watching this clip from Fallujah last night, and what crushed me, I saw a little boy, you know, maybe three years old, just getting good on his feet, or maybe he's a Mount Rush six-year-old, but he's straddling his little bicycle, and he's looking into the sky, looking for airplanes, and it wasn't the same look I had on my face when I was a kid looking for airplanes.
[02:41:28.262 --> 02:41:28.603]  This kid...
[02:41:29.406 --> 02:41:35.931]  Well, a few months ago you had the head of the John Birch Society on McManus, and to our knowledge it was the first time that he ever acknowledged anything about Building 7 being fishy.
[02:41:35.951 --> 02:41:36.171]  Building 7.
[02:41:57.222 --> 02:42:05.564]  Coming out on December 25th, we've got an article in the New American from William F. Jasper, and it's detailing 9-11 Press for Truth and the Jersey Girls.
[02:42:05.584 --> 02:42:07.925]  This is up on InfoWars.com and PrisonPlanet.com.
[02:42:07.945 --> 02:42:10.726]  And it says, Henry Kissinger nearly fell off the couch.
[02:42:10.766 --> 02:42:12.166]  He spilled his coffee on himself.
[02:42:12.446 --> 02:42:13.607]  He was visibly shaken.
[02:42:13.907 --> 02:42:17.408]  The next day, he announced that he was stepping down as chairman of the 9-11 Commission.
[02:42:18.508 --> 02:42:18.588]  Yep.
[02:42:42.794 --> 02:42:50.105]  They're calling an independent, but Baker had just blocked the Saudi suit against the Saudis, and what happened to Kissinger?
[02:42:50.754 --> 02:42:55.317]  Well, Kristen, Britt Weiser, another 9-11 witness was there, and she gives this account.
[02:42:55.337 --> 02:42:57.679]  She said, Kissinger told us to trust him.
[02:42:58.899 --> 02:42:59.480]  Trust me.
[02:42:59.500 --> 02:43:00.180]  Trust me.
[02:43:00.260 --> 02:43:00.861]  Trust me.
[02:43:00.921 --> 02:43:01.982]  Give up your security.
[02:43:02.222 --> 02:43:03.002]  Everything's fine.
[02:43:03.062 --> 02:43:04.063]  I'm very independent.
[02:43:04.483 --> 02:43:05.544]  We told him we couldn't.
[02:43:05.624 --> 02:43:06.324]  He said, huh?
[02:43:06.384 --> 02:43:07.485]  Kissinger seemed stunned.
[02:43:07.705 --> 02:43:09.747]  He didn't understand the fuss about his client list.
[02:43:10.067 --> 02:43:11.848]  They were all reputable people, he said.
[02:43:11.928 --> 02:43:14.370]  Kissinger seemed stricken and became unsteady.
[02:43:14.410 --> 02:43:20.554]  In reaching for a cup of coffee, he bobbled, knocked the pot, spilled his own coffee in his lap, and almost fell off the couch.
[02:43:20.934 --> 02:43:22.076]  And the next day he resigned.
[02:43:22.096 --> 02:43:25.780]  So I guess the peasantry, the serfs, the suboids got a little closer.
[02:43:25.800 --> 02:43:27.402]  They've seen me, they know who I am.
[02:43:27.422 --> 02:43:30.126]  Yeah, they're aware and they live sunglasses.
[02:43:30.246 --> 02:43:31.307]  Now give us the other 9-11-ish.
[02:43:32.651 --> 02:43:42.495]  Well, if you guys have been following, Kurt Weldon had been just pushed out of Congress, and it was because he had been funneling lobbying money to his daughter's lobbying firm.
[02:43:42.875 --> 02:43:45.336]  Oh, my goodness, a congressman funneling money like that.
[02:43:45.376 --> 02:43:46.816]  That's what they all do, folks.
[02:43:46.896 --> 02:43:52.098]  But they went after him, and it seems that... The problem is he didn't steal $4 trillion from the Pentagon.
[02:43:52.518 --> 02:43:53.119]  Yeah, he's bad.
[02:43:53.159 --> 02:43:54.341]  He talks about able danger.
[02:43:54.682 --> 02:43:56.905]  But this ties in, we believe, to Mr. Berger.
[02:43:56.925 --> 02:43:59.348]  March 31st of 2005, he pled guilty to a misdemeanor offense.
[02:44:03.487 --> 02:44:04.967]  Crime of treason, I suppose.
[02:44:04.988 --> 02:44:09.969]  He's in a high-security dome there at the Capitol looking at the highest-level security stuff.
[02:44:10.189 --> 02:44:13.930]  He's stealing documents in his pants and in his shoes and in his socks.
[02:44:13.990 --> 02:44:21.013]  And it turns out, Weldon's saying, lo and behold, that it's Able Danger documents, the government-protecting al-Qaeda documents.
[02:44:21.473 --> 02:44:28.075]  Yeah, he said he was reviewing the materials to help determine which Clinton administration documents to provide the Independent Commission investigating 9-11.
[02:44:28.855 --> 02:44:29.895]  It was an honest mistake.
[02:44:30.195 --> 02:44:31.676]  He denied any criminal wrongdoing.
[02:44:32.316 --> 02:44:33.237]  And, you know, it goes on.
[02:44:33.257 --> 02:44:37.539]  We even got Mr. John Gibson from Fox News saying, I made a mistake having him on my show.
[02:44:38.039 --> 02:44:40.520]  Berger didn't just stuff the odd paper in his socks.
[02:44:40.580 --> 02:44:46.623]  He ran a dead drop operation to get certain documents out of the National Security Archives.
[02:44:47.064 --> 02:44:50.846]  Well, of course, because Bill Clinton protected Al Qaeda, and so did George Bush, because they are Al Qaeda.
[02:44:51.106 --> 02:44:52.466]  Kevin, thank you for those reports.
[02:44:52.627 --> 02:44:53.367]  You have something else there?
[02:44:54.016 --> 02:45:03.270]  Well, you know, just the last part about Kurt Welding saying, hey, the CIA is out of control, the FBI, they're coming after me because I am exposing the Able Danger Intelligence Program.
[02:45:03.290 --> 02:45:04.812]  Oh, yeah, you can steal hundreds of billions.
[02:45:05.052 --> 02:45:08.037]  Just don't go after any real corruption or they'll come after you.
[02:45:08.397 --> 02:45:09.359]  Thanks for coming in, Kevin.
[02:45:09.859 --> 02:45:13.362]  Hey, everyone have a Merry Christmas, happy holidays, and a great New Year.
[02:45:13.382 --> 02:45:13.962]  Stay safe.
[02:45:14.222 --> 02:45:15.063]  Keep up the fight.
[02:45:15.203 --> 02:45:15.803]  All right, good.
[02:45:16.644 --> 02:45:19.285]  I said I'd play all these clips, and now it's the impossible.
[02:45:19.345 --> 02:45:20.566]  Play clips and take calls.
[02:45:20.927 --> 02:45:26.951]  Let's go to Peter Jennings talking about Skull and Bones and making excuses for it in 2001.
[02:45:27.211 --> 02:45:28.632]  I thought it would just be important to play this.
[02:45:29.032 --> 02:45:39.079]  On the record, this is your Christian conservatives, and I've had Christian conservatives walk up to me and say, this is no big deal, this is of the Lord, worshiping Satan, they're just having fun.
[02:45:39.119 --> 02:45:39.419]  Here it is.
[02:45:40.019 --> 02:45:54.882]  This evening, getting under the skin of the Ivy League, those eight old, definitely distinguished colleges that are known for their ivy-covered buildings and their sometimes superior attitudes to other colleges and universities, which often gets under the skin of people who went elsewhere.
[02:45:55.542 --> 02:46:06.524]  Yale University is 300 years old this year, and were you to visit its campus, you would see that it still has exotic clubhouses, which look like tombs where Yale's legendary secret societies meet.
[02:46:07.711 --> 02:46:12.754]  Their prestige and importance have largely evaporated, but the rituals are still a secret.
[02:46:13.755 --> 02:46:21.480]  And so when we heard that some enterprising characters had managed to spy on the famous Skull and Bone Society, we couldn't resist.
[02:46:22.080 --> 02:46:23.321]  Here's ABC's Dan Harris.
[02:46:23.931 --> 02:46:37.738]  The videotape provides a grainy glimpse into what appear to be the initiation rituals of a secret society that's been around since 1832, whose members have gone on to be leaders of Wall Street and the White House, the Senate and the Supreme Court.
[02:46:38.238 --> 02:46:44.541]  They're sort of trying to scare the initiates, make them, you know, disorient them, frighten them.
[02:46:44.701 --> 02:46:51.845]  New York Observer investigative reporter Ron Rosenbaum accompanied a team of Yale students who shot these pictures nine days ago.
[02:46:52.654 --> 02:47:04.258]  Rosenbaum's curiosity about skull and bones was permanently piqued when, as a classmate of George W. Bush, he lived right next to the tomb, the group's heavily fortified home.
[02:47:04.938 --> 02:47:09.120]  From their perch, Rosenbaum and his cohorts taped the tomb's courtyard.
[02:47:09.600 --> 02:47:15.382]  What they captured, they say, was initiates known as neophytes being forced to kiss a skull...
[02:47:18.024 --> 02:47:20.246]  Then, members performing a mock killing.
[02:47:23.810 --> 02:47:27.994]  It may look like your average fraternity nonsense, but Rosenbaum says it's not.
[02:47:28.664 --> 02:47:36.030]  Even though it may seem silly to us, it seems to mean something to them, and you can't argue with the success of Skull and Bones.
[02:47:36.110 --> 02:47:36.390]  True.
[02:47:36.870 --> 02:47:51.441]  Famous alums include senators, John Kerry and John Chafee to name two, cabinet secretaries, such as Averill Harriman, and three presidents, William Taft, George Bush, and George W. Bush, who have been reluctant to talk about Skull and Bones.
[02:47:51.721 --> 02:47:53.602]  Does it still exist?
[02:47:53.623 --> 02:47:56.465]  The thing is so secret, I'm not even sure it still exists.
[02:47:57.185 --> 02:48:09.794]  In recent years, by many accounts, the on-campus influence and allure of Skull and Bones has waned dramatically, and there is no proof that the rituals recently caught on videotape are the same ones performed by the current president.
[02:48:10.514 --> 02:48:20.701]  Still, Rosenbaum says the tape is a valuable artifact, an extremely rare view into the secret society that groomed the American ruling class for generations.
