[00:00:00.069 --> 00:00:00.689]  Cover-ups.
[02:49:00.137 --> 02:49:05.418]  The name Barry Sotoro, I disagree with using that name and I'll tell you why.
[02:49:05.438 --> 02:49:07.399]  Do you know what name he graduated by?
[02:49:07.419 --> 02:49:10.360]  Um, no.
[02:49:11.540 --> 02:49:14.781]  Barry Obama, and he went to Punahou High School.
[02:49:15.181 --> 02:49:17.822]  I also believe I know his CIA name.
[02:49:17.862 --> 02:49:19.143]  Did he not work in the CIA?
[02:49:20.475 --> 02:49:22.436]  Well, Reverend Manning says he has that evidence.
[02:49:22.456 --> 02:49:25.017]  And by the way, I've been saying for two weeks I want to get Reverend Manning back on.
[02:49:25.037 --> 02:49:25.898]  Let's get him on next week.
[02:49:26.678 --> 02:49:28.439]  Tarpley says there's a lot of evidence of that.
[02:49:28.879 --> 02:49:30.200]  But he's had a bunch of different names.
[02:49:30.240 --> 02:49:34.642]  And yes, I did know about the Barry Obama name he also used on the diploma.
[02:49:34.702 --> 02:49:36.843]  I just wasn't specific which graduation.
[02:49:36.863 --> 02:49:37.884]  I think he has three degrees.
[02:49:38.604 --> 02:49:41.545]  But we know when he was adopted, it was Bari Sotaro.
[02:49:42.266 --> 02:49:44.467]  And that makes him ineligible to be president.
[02:49:44.927 --> 02:49:55.331]  Clearly he was born in Kenya as well, but we can't 100% prove that, but we know he's an Indonesian citizen and his name is Barry Sitaro, hence we're putting that info out.
[02:49:56.211 --> 02:50:03.614]  Well, okay, now let me tell you what I think his last name is, because I ran into someone that's, you know what G2 is?
[02:50:05.174 --> 02:50:06.915]  Oh, that's a clearance level in the government?
[02:50:08.375 --> 02:50:10.056]  G2 is counterintelligence.
[02:50:10.416 --> 02:50:10.596]  Yeah.
[02:50:11.687 --> 02:50:17.252]  This guy is in G2, not knowing who he was talking to.
[02:50:17.292 --> 02:50:18.352]  He spelled the beans.
[02:50:18.773 --> 02:50:23.457]  And I'm going to expose the name on tax day, because what better day is there?
[02:50:23.477 --> 02:50:24.337]  Okay, expose it!
[02:50:25.318 --> 02:50:28.200]  B-O-E-H-M-E-R, Bomer.
[02:50:28.300 --> 02:50:29.942]  Now, I did not get the first name.
[02:50:30.464 --> 02:50:33.025]  He said, I saw a document with that name on it.
[02:50:33.085 --> 02:50:34.526]  And I said, what document?
[02:50:34.806 --> 02:50:36.627]  He says, why are you interrogating me?
[02:50:36.988 --> 02:50:38.709]  I said, I'm not interrogating you.
[02:50:38.769 --> 02:50:40.450]  I just wondered what the document was.
[02:50:41.610 --> 02:50:42.871]  I don't like to speculate.
[02:50:42.891 --> 02:50:45.672]  We'll try to flesh that out and send us an email about it, sir.
[02:50:46.253 --> 02:50:48.694]  We know his name is Barry Sitaro on record.
[02:50:49.054 --> 02:50:50.335]  We know he's an Indonesian citizen.
[02:50:50.455 --> 02:50:50.755]  Done.
[02:50:51.115 --> 02:50:51.596]  Case closed.
[02:50:52.176 --> 02:50:53.418]  Hi, this is Alex Jones.
[02:50:53.478 --> 02:50:58.825]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[02:50:59.066 --> 02:51:03.692]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[02:51:04.073 --> 02:51:04.473]  It's true.
[02:51:04.553 --> 02:51:09.120]  Seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[02:51:09.640 --> 02:51:14.343]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[02:51:14.864 --> 02:51:16.785]  They call it a Survival Seed Bank.
[02:51:17.185 --> 02:51:21.788]  And it can produce an endless supply of nutrient-dense food for you and your family.
[02:51:21.988 --> 02:51:22.889]  And here's the best part.
[02:51:23.109 --> 02:51:25.871]  These seeds have not been genetically modified in any way.
[02:51:26.171 --> 02:51:29.453]  And you actually get enough seeds to plant a full acre crisis garden.
[02:51:29.794 --> 02:51:32.636]  So visit them today at SurvivalSeedBank.com.
[02:51:32.976 --> 02:51:34.877]  That's SurvivalSeedBank.com.
[02:51:35.217 --> 02:51:36.118]  Or give them a call at 877-327-0365.
[02:51:39.761 --> 02:51:40.782]  That's 877-327-0365.
[02:51:41.203 --> 02:51:48.514]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[02:51:48.835 --> 02:51:51.219]  This is Alex Jones for survivalseedbank.com.
[02:51:56.612 --> 02:51:57.553]  Tyranny is here.
[02:51:57.873 --> 02:52:01.516]  The grim future foretold in 1984 has become reality.
[02:52:01.536 --> 02:52:04.058]  It really says that the state is God.
[02:52:04.218 --> 02:52:09.483]  The United States is now recognized globally as one of the most oppressive police states on earth.
[02:52:09.923 --> 02:52:16.128]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[02:52:16.568 --> 02:52:22.133]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:52:22.553 --> 02:52:26.257]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[02:52:26.737 --> 02:52:30.720]  Prepare to enter the secretive world of emergency dictatorship.
[02:52:31.021 --> 02:52:36.585]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[02:52:36.986 --> 02:52:39.948]  It's only the beginning of the New World Order's hellish plan.
[02:52:40.529 --> 02:52:41.950]  The police state isn't coming.
[02:52:42.490 --> 02:52:42.931]  It's here.
[02:52:43.592 --> 02:52:50.426]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv
[02:52:52.208 --> 02:52:52.528]  Fact.
[02:52:52.548 --> 02:52:54.110]  4 million people in the U.S.
[02:52:54.150 --> 02:52:55.952]  have hepatitis C due to liver damage.
[02:52:56.272 --> 02:52:56.592]  Fact.
[02:52:56.792 --> 02:53:00.155]  Cirrhosis of the liver is the 8th leading cause of death among Americans.
[02:53:00.476 --> 02:53:00.796]  Fact.
[02:53:01.096 --> 02:53:06.401]  Alcohol, many prescription drugs, food additives, pesticides, and environmental toxins damage the liver.
[02:53:06.601 --> 02:53:06.922]  Fact.
[02:53:06.942 --> 02:53:11.106]  1 in 10 Americans is or has been affected by liver or gallbladder disease.
[02:53:11.446 --> 02:53:11.786]  Fact.
[02:53:12.026 --> 02:53:15.710]  Anything that keeps the liver from doing its job can put your life in danger.
[02:53:15.970 --> 02:53:23.697]  Protect your liver by visiting ResearchedHerbs.com and learning more about the world's number one selling all-natural liver support formula, LIB52.
[02:53:23.817 --> 02:53:34.907]  It is the only herbal liver supplement that is backed by over 190 published clinical trials and endorsed by a quarter of a million healthcare professionals in 76 countries worldwide.
[02:53:35.168 --> 02:53:36.609]  Don't wait to protect your liver!
[02:53:36.809 --> 02:53:40.070]  Visit us at ResearchedHerbs.com or call 1-800-973-1486.
[02:53:41.150 --> 02:53:47.311]  That's 1-800-973-1486 or go to ResearchedHerbs.com.
[02:53:47.551 --> 02:53:50.031]  All the goodness with none of the side effects.
[02:53:56.172 --> 02:53:57.993]  Final segment on Tax Day.
[02:53:58.053 --> 02:54:04.514]  We'll be back live tomorrow on 1in4Wars.com, iPad torture to death and psychological experiment.
[02:54:05.394 --> 02:54:05.734]  And hey!
[02:54:07.068 --> 02:54:08.109]  I did this last year.
[02:54:08.129 --> 02:54:09.149]  It's now something we do.
[02:54:09.169 --> 02:54:12.251]  I've lost my shirt to the Internal Revenue Service.
[02:54:12.312 --> 02:54:14.973]  I know it's illegal, unlawful, didn't have it until 1913.
[02:54:15.674 --> 02:54:16.835]  Goes to the private bankers.
[02:54:16.875 --> 02:54:18.376]  You can zoom down a little bit more, boys.
[02:54:19.136 --> 02:54:20.897]  And look, I'm not wearing a shirt here.
[02:54:20.917 --> 02:54:22.979]  I don't have a shirt on.
[02:54:24.119 --> 02:54:26.041]  In fact, the government can have
[02:54:27.301 --> 02:54:29.021]  My watch as well, here, here.
[02:54:29.501 --> 02:54:31.482]  For the private bankers, it's all yours, here.
[02:54:31.982 --> 02:54:32.562]  My boots!
[02:54:33.042 --> 02:54:35.562]  It's even worse than last year, and the taxes are all going up.
[02:54:35.923 --> 02:54:36.823]  It's all yours!
[02:54:37.283 --> 02:54:38.283]  You can have it all!
[02:54:38.843 --> 02:54:40.123]  Enjoy it, parasites!
[02:54:40.143 --> 02:54:40.823]  You own me!
[02:54:41.644 --> 02:54:42.484]  I'm your slave!
[02:54:42.764 --> 02:54:44.524]  And now under health care, they own my body!
[02:54:44.564 --> 02:54:51.745]  They get to decide what type of health care I get, and they're trying to push forced inoculation, with the whole swine flu hysteria, that they can force things in my body!
[02:54:51.765 --> 02:54:54.866]  So I guess, you don't just own, uh,
[02:54:55.606 --> 02:55:00.327]  My clothes and my watch and my wallet and my bank account, but you own my body.
[02:55:00.367 --> 02:55:03.748]  You own my labor that my body creates, that my mind creates.
[02:55:03.808 --> 02:55:04.428]  I'm a serf.
[02:55:04.488 --> 02:55:05.128]  I'm a slave.
[02:55:05.388 --> 02:55:06.029]  I don't want to be.
[02:55:06.069 --> 02:55:07.269]  I'm reclaiming my liberty.
[02:55:09.229 --> 02:55:11.730]  I'm reclaiming my freedom.
[02:55:12.650 --> 02:55:14.411]  And all of us need to do that.
[02:55:15.611 --> 02:55:21.672]  We will be premiering the new film, Invisible Empire, at PrisonPlanet.tv in about T-minus five minutes.
[02:55:21.712 --> 02:55:24.193]  It's going up there right now, ladies and gentlemen.
[02:55:26.109 --> 02:55:29.433]  I guess let's go ahead and end this with a couple more phone calls.
[02:55:30.694 --> 02:55:32.876]  Let's talk to Mark in New Mexico.
[02:55:32.956 --> 02:55:33.757]  Mark, you're on the air.
[02:55:37.020 --> 02:55:38.382]  Okay, Max in California.
[02:55:41.505 --> 02:55:42.086]  Go ahead, Max.
[02:55:43.163 --> 02:55:52.254]  Hi Alex, I've been watching your videos and I didn't hear anything about an Australian government merging with another government.
[02:55:53.335 --> 02:55:54.737]  How is that possible?
[02:55:54.777 --> 02:56:01.245]  They have a pretty large size land and nothing happened with that country.
[02:56:01.686 --> 02:56:02.226]  Say it again?
[02:56:03.664 --> 02:56:08.507]  I'm talking about Australian government.
[02:56:08.567 --> 02:56:18.673]  How come Australian government does not get involved in any, you know, emerging, you know, like... Well, no, no, no, no, no, no, no.
[02:56:18.753 --> 02:56:20.214]  They're part of the Asian Union.
[02:56:20.934 --> 02:56:24.597]  They're taking most of the farmers' and ranchers' property just outright for carbon taxes.
[02:56:24.617 --> 02:56:26.178]  They've confiscated most of the guns.
[02:56:26.598 --> 02:56:28.139]  They're passing hate speech laws.
[02:56:28.179 --> 02:56:31.581]  They're passing one of the most draconian internet censorship laws.
[02:56:32.122 --> 02:56:34.303]  Australia is part of the British Commonwealth.
[02:56:36.185 --> 02:56:43.810]  In 1979, their parliament said no to the New World Order, so the Queen had her Governor-General come in and veto them.
[02:56:43.870 --> 02:56:46.271]  That's happened twice in the last three years in Canada.
[02:56:46.792 --> 02:56:49.714]  Australia is descending into a New World Order pit.
[02:56:50.538 --> 02:56:52.319]  Okay, so I have to disagree with you.
[02:56:52.400 --> 02:56:55.362]  No, Australia is deeply involved with the New World Order.
[02:56:55.542 --> 02:57:01.927]  Every country in the world is either under New World Order control or they're being bombarded and invaded or sanctioned or attacked.
[02:57:02.367 --> 02:57:04.769]  Doesn't mean that countries that aren't part of the New World Order are good either.
[02:57:04.969 --> 02:57:05.970]  Most governments are bad.
[02:57:06.510 --> 02:57:11.234]  It's just they're not part of the big mega-eugenics New World Order, ladies and gentlemen.
[02:57:12.635 --> 02:57:14.457]  And for all of you out there that don't realize
[02:57:15.566 --> 02:57:20.427]  That even if you don't pay high income taxes, you don't get paid as much because your bosses are.
[02:57:21.348 --> 02:57:23.728]  And you're paying Social Security that you're never going to collect.
[02:57:24.309 --> 02:57:30.350]  And now they've got the value-added tax they want, and the carbon taxes that will hit everybody, and all the other hundreds of hidden taxes.
[02:57:30.730 --> 02:57:32.191]  So remember that on Tax Day.
[02:57:32.911 --> 02:57:34.072]  You know, I am flat out of time.
[02:57:34.092 --> 02:57:39.316]  I just want to say great job to the whole crew that helped me shoot the torture of the iPad yesterday.
[02:57:39.336 --> 02:57:40.737]  That's really going to educate a lot of people.
[02:57:40.757 --> 02:57:44.119]  If you want to find out what we're talking about, go see it at InfoWars.com.
[02:57:44.679 --> 02:57:49.163]  I want to thank the great crew that helped us produce and make Jason Burma's Invisible Empire.
[02:57:49.503 --> 02:57:50.263]  A new order to find.
[02:57:50.283 --> 02:57:51.664]  You can order the DVD right now.
[02:57:51.704 --> 02:57:52.525]  It's now shipping out.
[02:57:52.805 --> 02:57:54.566]  Get the expanded extras on the high-quality DVD.
[02:57:55.527 --> 02:58:04.692]  I just want to thank everybody that's been so supportive of this radio show and all the work we do in the news websites, PrisonPlanet.com and PrisonPlanet.tv.
