[00:00:07.276 --> 00:00:08.583]  We are simulcasting.
[02:17:13.157 --> 02:17:13.578]  That's right.
[02:17:13.878 --> 02:17:16.502]  Their rebellion against incumbents is exactly right.
[02:17:16.802 --> 02:17:20.648]  And see, it's like we've got an organic Ron Paul revolution going on within us.
[02:17:20.688 --> 02:17:24.293]  We've got Stephen Shopey running against Lamar Smith.
[02:17:24.713 --> 02:17:27.798]  We've got Joe Patronus here in Texas running against Michael McCaul.
[02:17:27.818 --> 02:17:29.080]  Why did Ron Paul endorse Smith?
[02:17:29.460 --> 02:17:34.063]  Well, I have pretty good information that he didn't know about Steven Shobby filing.
[02:17:34.543 --> 02:17:37.064]  Steven Shobby didn't file until the very last day of filing.
[02:17:37.464 --> 02:17:40.106]  Ron Paul, in my view, was most likely unaware.
[02:17:40.126 --> 02:17:41.246]  So it was the lesser of two evils.
[02:17:41.266 --> 02:17:41.967]  That's all it was.
[02:17:42.127 --> 02:17:45.749]  He was unaware about it, and I'm sure that there's some sorrow there.
[02:17:46.049 --> 02:17:46.709]  Stay there.
[02:17:46.729 --> 02:17:47.330]  We've got a break.
[02:17:47.390 --> 02:17:48.470]  Final segment straight ahead.
[02:17:49.051 --> 02:17:50.751]  Give people that website one more time for Debra Medina.
[02:17:51.152 --> 02:17:52.793]  Medina4Texas.com.
[02:17:53.093 --> 02:17:54.253]  Medina4Texas.com.
[02:17:54.593 --> 02:17:54.994]  Donate.
[02:17:55.154 --> 02:17:55.714]  Get a button.
[02:17:55.734 --> 02:17:56.474]  Get a yard sign.
[02:17:56.495 --> 02:17:56.855]  We'll be back.
[02:17:58.581 --> 02:17:59.141]  Hi, neighbor.
[02:17:59.161 --> 02:18:04.943]  No matter when the time comes to survive on our food supply, every single one of us who have prepared will have two regrets.
[02:18:05.583 --> 02:18:11.345]  Even those who haven't wasted a single penny on Christmas, birthdays, and vacations in order to store all the food possible.
[02:18:12.085 --> 02:18:15.346]  Even those who have sold stuff and taken on part-time jobs to buy food.
[02:18:15.986 --> 02:18:19.267]  Even those who have traded their gold while it will still buy food.
[02:18:19.887 --> 02:18:23.248]  Yes, we will have been called stupid, crazy, and foolish.
[02:18:23.849 --> 02:18:28.310]  When folks won't be able to afford food, and there won't be any food for any amount of money.
[02:18:29.091 --> 02:18:31.052]  We will still have two regrets.
[02:18:31.713 --> 02:18:35.055]  We will regret that we didn't get more serious about more food sooner.
[02:18:35.735 --> 02:18:38.617]  We will deeply regret that we didn't get enough food.
[02:18:39.397 --> 02:18:44.841]  Putting off emergency food preparations will be the most dangerous decision that some of us will ever make.
[02:18:44.861 --> 02:18:47.062]  Call 800-409-5633 on the web eFoodsDirect.com 800-409-5633
[02:18:59.088 --> 02:19:02.718]  Hundreds of nations have fallen to tyranny in the last century alone.
[02:19:03.139 --> 02:19:06.127]  This is our last chance to not relive history.
[02:19:06.368 --> 02:19:07.791]  As we're finishing off this agenda...
[02:19:08.487 --> 02:19:11.128]  They'll be pulling the rug from underneath Americans at home.
[02:19:11.148 --> 02:19:17.349]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[02:19:17.549 --> 02:19:22.590]  I think it's incumbent upon all of us as American citizens to pay attention.
[02:19:22.731 --> 02:19:32.713]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[02:19:32.833 --> 02:19:34.954]  Tim Geithner, Bernanke, they're arsonists!
[02:19:35.194 --> 02:19:36.514]  They're asking for more matches!
[02:19:36.774 --> 02:19:39.055]  And the Congress is saying, who do we make the check out to?
[02:19:39.235 --> 02:19:41.076]  Today seems like nobody does care.
[02:19:41.096 --> 02:19:46.138]  And right now in Washington, D.C., we have seen a fall of the Republic.
[02:19:46.498 --> 02:19:55.621]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[02:19:57.941 --> 02:19:59.502]  You may be new to freeze-dry foods.
[02:19:59.722 --> 02:20:01.322]  You may have storable food questions.
[02:20:01.562 --> 02:20:06.104]  You may want to buy your freeze-dried foods from a very reputable company and not go broke in the process.
[02:20:06.404 --> 02:20:07.985]  Welcome to the freeze-dry guy.
[02:20:08.005 --> 02:20:10.506]  Okay, actually, we're more than just one guy.
[02:20:10.606 --> 02:20:13.427]  We're a California-based company that's been serving our U.S.
[02:20:13.467 --> 02:20:19.190]  military and other government agencies with the finest in freeze-dried storable foods and emergency rations since 1970.
[02:20:20.430 --> 02:20:22.813]  See all about us at freeze dry guy dot com.
[02:20:22.973 --> 02:20:29.000]  With freeze dry guy freeze dried foods, you can and will be ready for just about any unexpected crisis.
[02:20:29.260 --> 02:20:36.189]  Freeze dry guy foods are delicious, require little preparation and will taste just as fresh decades from now as they do today.
[02:20:36.349 --> 02:20:37.770]  Just add hot water and serve.
[02:20:37.971 --> 02:20:40.794]  Backpackers consistently write us number one year after year
[02:20:40.794 --> 02:20:41.854]  The other good news is Deborah Medina.
[02:20:41.894 --> 02:20:42.435]  I've talked to her.
[02:20:42.455 --> 02:20:43.475]  She's coming on Thursday.
[02:21:06.289 --> 02:21:09.771]  She is swamped from 6 in the morning until 11 at night.
[02:21:10.171 --> 02:21:15.875]  She is doing interview after interview after interview after interview after interview on talk radio, newspapers, and TV.
[02:21:16.495 --> 02:21:20.257]  I mean, she is the hottest thing since, you know, Corvettes and blondes.
[02:21:20.297 --> 02:21:24.460]  I mean, it is super, super hot what's going on.
[02:21:24.480 --> 02:21:26.861]  And again, it shows that fervor.
[02:21:27.301 --> 02:21:31.844]  The other big problem is, and she has raised, what, $300-something thousand dollars?
[02:21:33.137 --> 02:21:36.098]  Right, which for a statewide campaign here in Texas, that's nothing.
[02:21:36.118 --> 02:21:38.659]  You've got Rick Perry and Kay Bailey each having millions of dollars.
[02:21:39.159 --> 02:21:42.860]  But still, for a new Dark Horse candidate out of the middle of nowhere, that is big.
[02:21:43.620 --> 02:21:53.002]  Now expanding on that, you are worried as I am about Glenn Beck, about Sarah Palin, their clear positioning of her as a spoiler in 2012.
[02:21:53.143 --> 02:21:53.783]  Explain that.
[02:21:55.003 --> 02:21:55.383]  That's right.
[02:21:55.403 --> 02:21:59.666]  Well, folks, the New World Order is positioning Sarah Palin as a presidential candidate for 2012.
[02:21:59.946 --> 02:22:01.187]  There's no doubt about that.
[02:22:01.627 --> 02:22:03.028]  And right now, she's a rhino.
[02:22:03.088 --> 02:22:05.529]  She's just a product of the New World Order propaganda.
[02:22:05.889 --> 02:22:07.470]  But there's a chance she may become patriot.
[02:22:07.510 --> 02:22:07.850]  Who knows?
[02:22:07.890 --> 02:22:11.453]  But I want to ask the Info Warriors out there in the Tennessee area.
[02:22:11.893 --> 02:22:18.677]  Palin is supposed to be at a Tea Party convention, a national Tea Party convention, next weekend, the first weekend of February.
[02:22:19.077 --> 02:22:22.239]  I'd like for folks to get over there and call her out and say, look, Sarah Palin,
[02:22:22.759 --> 02:22:24.580]  You're going to come to Texas and endorse Rick Perry.
[02:22:24.640 --> 02:22:25.701]  You need to stop that.
[02:22:25.781 --> 02:22:35.846]  You need to not come to Texas, not do the photo ops with Rick Perry, not do a big press endorsement of Rick Perry, because your rogueness, at that point Sarah Palin, your rogueness is over.
[02:22:36.286 --> 02:22:42.669]  There are going to be patriots nationwide saying, look Sarah Palin, we know you are not rogue, and stop.
[02:22:42.749 --> 02:22:43.649]  Don't come down to Texas.
[02:22:45.030 --> 02:22:46.711]  Perry, he says he's got new jobs.
[02:22:46.731 --> 02:22:47.752]  They're all government jobs.
[02:22:47.772 --> 02:22:49.953]  We lost jobs in the private sector.
[02:22:50.313 --> 02:22:51.654]  Perry goes to Bilderberg.
[02:22:51.834 --> 02:22:53.695]  Kay Bailey Hutchinson is a steering committee member.
[02:22:53.715 --> 02:22:55.756]  I mean, that's highest level globalist.
[02:22:56.897 --> 02:23:05.482]  I mean, Perry vetoed, until the heat got on him, the legislature banning all the toll roads.
[02:23:06.164 --> 02:23:06.605]  Oh, I know.
[02:23:06.845 --> 02:23:09.047]  Rick Perry is still pushing the Trans-Texas Corridor.
[02:23:09.087 --> 02:23:10.068]  He's still pushing NAFTA.
[02:23:10.108 --> 02:23:13.531]  He's still pushing all these globalist agendas, albeit more quietly.
[02:23:13.832 --> 02:23:17.175]  But you know how you can really find out where Rick Perry stands are by his appointments.
[02:23:17.535 --> 02:23:25.724]  He appointed Ted Houghton, the one sole holdout vote that voted pro-Sintra on SH-121 up in Dallas-Fort Worth area.
[02:23:26.104 --> 02:23:26.885]  Ted Houghton was adopted.
[02:23:26.905 --> 02:23:27.405]  But that's okay.
[02:23:27.505 --> 02:23:30.048]  Sintra isn't owned by Spain because Lewis Black of the Chronicle says so.
[02:23:30.128 --> 02:23:30.708]  Well, there you go.
[02:23:30.728 --> 02:23:35.412]  So, I mean, if you look at the appointments that Rick Perry makes, then you'll know where he really stands.
[02:23:35.712 --> 02:23:37.213]  And that's what I recommend that people do.
[02:23:37.273 --> 02:23:41.876]  And Ted Houghton was a pro-Sentra vote back in summer of 07 on SH-121.
[02:23:42.216 --> 02:23:45.298]  Now, he's the chairman of the Texas Transportation Commission.
[02:23:45.818 --> 02:23:54.524]  And Rick Perry hand-picked Ted Houghton as Rick Williamson's replacement when Rick Williamson passed away to sit on this Texas Transportation Commission.
[02:23:54.844 --> 02:23:57.506]  So, that tells you right there a lot of what you need to know about Rick Perry.
[02:23:57.546 --> 02:24:00.108]  So, if Rick Perry has his way, he'd like to toll every
[02:24:00.388 --> 02:24:02.891]  He's presided over the new franchise tax.
[02:24:02.951 --> 02:24:04.453]  It's really an income tax.
[02:24:04.693 --> 02:24:05.134]  You name it.
[02:24:05.154 --> 02:24:15.145]  Well, we can talk about the Gardasil thing that he tried to do, slamming, trying to get all the girls here in Texas injected with this HPV vaccine that was a fraud and the eugenics implications behind that.
[02:24:15.185 --> 02:24:18.068]  But he's got nice hair and talks like a country boy.
[02:24:18.328 --> 02:24:19.209]  That's right, that's right.
[02:24:19.249 --> 02:24:21.451]  Well, I tell you what, let's send him to the private sector.
[02:24:21.791 --> 02:24:32.360]  Deborah Medina not only has a possibility to win, she can win and she will win if we just get up and get out there and get at the voting booth and donate some money to her campaign.
[02:24:32.380 --> 02:24:34.021]  Well, she's on the show Thursday.
[02:24:34.041 --> 02:24:34.442]  Awesome.
[02:24:34.602 --> 02:24:41.087]  Right before the debate Friday and she's on in the last hour so we look forward to that just like you were here with us today Richard Reeves.
[02:24:41.428 --> 02:24:42.849]  Give her website out again one more time.
[02:24:43.109 --> 02:24:52.216]  Medina4Texas.com, Medina4Texas.com folks, donate, get a button right here, a lapel button, get signs in your yard, and let's win this election.
[02:24:52.236 --> 02:24:53.477]  Let's send Rick Perry home.
[02:24:53.757 --> 02:24:55.259]  Let's not even go through a runoff.
[02:24:55.299 --> 02:24:56.199]  We can win this election.
[02:24:56.219 --> 02:24:57.540]  We're out of time, and Richard, stay there.
[02:24:57.560 --> 02:25:06.768]  I want to talk to you after the show, but folks, the issue here, as you're listening in New York, you're listening in Tennessee, you're listening in Arizona, you're listening in Oregon, this
[02:25:08.339 --> 02:25:11.941]  He's already getting people to run in their states on the Patriot ticket.
[02:25:12.581 --> 02:25:14.582]  And you can run as a Democrat, Republican, whatever you want.
[02:25:14.622 --> 02:25:17.524]  The point is, this is how we're going to take America back.
[02:25:17.604 --> 02:25:18.364]  We can do it.
