# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:31.280 --> 00:00:32.859]  Tomorrow's news today.
[03:25:21.520 --> 03:25:22.959]  And I know you have a lot more coming.
[03:25:23.200 --> 03:25:26.559]  She told me you've seen nothing yet.
[03:25:26.879 --> 03:25:30.000]  So I heard those rumors about you, but now I know they're true.
[03:25:30.159 --> 03:25:31.840]  So we're very proud of you, Tulsi.
[03:25:31.920 --> 03:25:34.399]  They cheated so badly.
[03:25:34.719 --> 03:25:39.440]  And ultimately, it led to a loss in 2020.
[03:25:39.760 --> 03:25:40.879]  And it shouldn't have been a loss.
[03:25:40.959 --> 03:25:41.680]  It was a big victory.
[03:25:41.840 --> 03:25:42.719]  We won by a lot.
[03:25:42.879 --> 03:25:44.079]  We had to do it again.
[03:25:44.399 --> 03:25:46.559]  But if I thought we lost, I would never have run again.
[03:25:46.639 --> 03:25:50.559]  And this is a far more consequential election than it would have been if we did.
[03:25:50.719 --> 03:25:54.159]  That's the only thing I can say in favor of it.
[03:25:56.079 --> 03:25:59.520]  But we can't ever let that happen again to our country.
[03:25:59.840 --> 03:26:02.719]  Look at what happened in terms of inflation, in terms of so many things.
[03:26:02.879 --> 03:26:08.879]  But most importantly, maybe in terms of allowing millions and millions of people into our country that we shouldn't have.
[03:26:09.200 --> 03:26:12.479]  It's so crazy what we've been through and how epic this has been.
[03:26:12.799 --> 03:26:17.120]  And then to see Trump jump into a bear trap and what he's done.
[03:26:17.200 --> 03:26:21.440]  I'll get to some other issues that are breaking Kyle that you want to get into and I want to get into as well.
[03:26:22.399 --> 03:26:27.920]  But first, big picture, what do you think this does to the Trump admin?
[03:26:28.000 --> 03:26:33.680]  The polls show that he was bucking the trend of a new incumbent president.
[03:26:33.840 --> 03:26:40.239]  And then almost always whoever the party that's incumbent and winning the general election loses the House, probably the Senate too.
[03:26:41.360 --> 03:26:42.719]  Raspusson shows that trending.
[03:26:42.799 --> 03:26:49.040]  It's bounced back some, but he really took bucking the trend and flushed it with whether he came up with that or whoever gave him the advice.
[03:26:49.360 --> 03:26:54.639]  Looking at all this, how could Trump extricate himself from this or what do you see happening?
[03:26:56.399 --> 03:26:59.200]  What kind of confuses me is you went out and did a press conference.
[03:26:59.520 --> 03:27:09.840]  Again, if you don't capitalize on that, if you don't go, he campaigned on lock her up with Hillary Clinton and then sort of relented when he went in the first term and said, we're not going to go after Hillary and it's the wrong thing to do.
[03:27:10.159 --> 03:27:13.040]  We saw the exact opposite thing happen when Biden got into office, right?
[03:27:13.120 --> 03:27:16.159]  He went after Donald Trump and knew that that would be his political rival.
[03:27:16.399 --> 03:27:18.399]  So they made that the real problem.
[03:27:19.280 --> 03:27:36.239]  I'm really curious how Tulsi Gabbard was able to find this stuff in the in six months in being in office when the previous DNI, the last guy that held that job, is now in charge of the CIA and they didn't go looking for it or find it in 2020.
[03:27:36.559 --> 03:27:38.159]  I don't know why that would, why would that be?
[03:27:38.559 --> 03:27:44.639]  How did it happen that our previous director of national intelligence didn't go looking for this stuff?
[03:27:44.719 --> 03:27:46.000]  And why is it available now?
[03:27:46.239 --> 03:27:47.360]  Is it a focus thing?
[03:27:47.680 --> 03:27:50.399]  There needs to be some, there needs to be some explanations.
[03:27:50.719 --> 03:27:59.200]  You know, you can't make the allegation that the previous administration, because people are acting like Donald Trump wasn't president from 2017 to 2020.
[03:28:00.159 --> 03:28:04.079]  I don't know why they're acting like that, but those of us who live through it remember he was there.
[03:28:04.399 --> 03:28:05.120]  He didn't get it right.
[03:28:05.280 --> 03:28:06.159]  So, what is he getting right?
[03:28:06.479 --> 03:28:07.920]  Is he de-weaponizing this animal?
[03:28:08.239 --> 03:28:08.799]  Is he fixing it?
[03:28:08.959 --> 03:28:12.799]  I see guys like Ed Martin talking about it, and he's at a much lower level at DOJ.
[03:28:12.959 --> 03:28:15.200]  There are a couple of people that are mouthing the right things.
[03:28:15.520 --> 03:28:20.319]  But if you're going to de-weaponize this intelligence agencies, then you got to start by splitting them.
[03:28:20.399 --> 03:28:30.159]  So, if he wants a big win, he should be investigating who are the bad actors within these agencies, not the big names, the people that are mechanically making it happen.
[03:28:30.479 --> 03:28:36.079]  And then he also needs to take the Intel component completely away from the FBI so that they can't come after us again.
[03:28:36.399 --> 03:28:41.760]  Because at the end of the day, guys like you and me, we're most concerned that the FBI is going to come knock down our door.
[03:28:41.840 --> 03:28:43.920]  That's not something that Intel promised to do.
[03:28:44.000 --> 03:28:46.239]  He didn't say close the FBI headquarters.
[03:28:46.479 --> 03:28:49.360]  He said get rid of the intelligence component.
[03:28:49.680 --> 03:28:51.840]  He said, I want to break out the Intel component.
[03:28:52.000 --> 03:28:55.840]  And the advice that I gave him personally was go give it back to ODNI.
[03:28:56.159 --> 03:28:57.920]  Give it back to the director of national intelligence.
[03:28:58.000 --> 03:29:01.280]  Let them run Intel and not be underneath the FBI's payroll.
[03:29:01.440 --> 03:29:04.799]  And more importantly, don't let them share Intel in the same way.
[03:29:05.040 --> 03:29:13.760]  Look, the threats that the FBI is constantly warding, they're constantly over, like they hype every single time that they have a win.
[03:29:14.079 --> 03:29:15.520]  And those wins aren't that big, Alex.
[03:29:15.600 --> 03:29:17.120]  The one in New York is the one we can talk about in a minute.
[03:29:17.280 --> 03:29:18.319]  We'll talk about that in a moment.
[03:29:19.120 --> 03:29:22.159]  So bottom line, what do you need to get rid of this intel?
[03:29:22.239 --> 03:29:22.959]  That's what's going to kill us.
[03:29:23.040 --> 03:29:33.120]  It's people having unauthorized, unconstitutional access to our private information, whether you be the president of the United States or whether you be an individual guy or you'd be a podcaster or a TV person.
[03:29:33.280 --> 03:29:34.159]  It doesn't make a difference.
[03:29:35.520 --> 03:29:42.479]  We should have a Bill of Rights that actually means something to law enforcement and they shouldn't have an end around the Fourth Amendment, but instead of AI, it's getting worse.
[03:29:43.040 --> 03:29:46.719]  So your prediction for the Trump administration on the current trajectory.
[03:29:47.680 --> 03:29:50.079]  I think they probably do lose it unless something dramatic happens.
[03:29:50.159 --> 03:29:55.360]  Look, if they slap cuffs on Obama and they actually go out there and they have a solid case, like, yeah, people are going to be thrilled.
[03:29:55.680 --> 03:29:59.040]  You're going to get a bunch of people that are saying, well, you said something and you followed through.
[03:29:59.280 --> 03:30:00.879]  But what we haven't seen is that follow through.
[03:30:01.200 --> 03:30:04.079]  So I don't like to predict the future because I don't know what cards they're holding.
[03:30:04.159 --> 03:30:08.719]  But what I've watched them do in the last six months is over promise and under deliver.
[03:30:08.799 --> 03:30:09.840]  They need to switch those around.
[03:30:10.079 --> 03:30:14.639]  They need to change up their business model so that they are under promising and delivering way more than people expect.
[03:30:14.959 --> 03:30:17.920]  And then they can also get some wins on, you know, the financial situation.
[03:30:18.079 --> 03:30:20.159]  Like, you know, gas is more expensive here in Texas.
[03:30:20.239 --> 03:30:21.040]  Again, it went down.
[03:30:21.120 --> 03:30:21.840]  It's gone back up.
[03:30:22.000 --> 03:30:24.719]  There's some transient costs that are still continue to go up.
[03:30:24.959 --> 03:30:27.040]  Housing is totally unaffordable right now.
[03:30:27.360 --> 03:30:33.520]  My cousin sent me a graph from Zero Hedge that showed that now new housing is actually cheaper than existing housing.
[03:30:33.600 --> 03:30:35.440]  So people who live in houses can't turn and sell them.
[03:30:35.600 --> 03:30:37.760]  It's actually cheaper to buy a brand new house that they're building.
[03:30:37.920 --> 03:30:38.879]  None of that makes any sense.
[03:30:38.959 --> 03:30:41.120]  So we've got some real problems in like affordability.
[03:30:41.440 --> 03:30:47.680]  If you want to deliver what you said, the quote unquote golden era, you shouldn't be doing it with memes and eagles that are throwing dollar bills on people.
[03:30:47.840 --> 03:30:56.319]  You should go out there and let people go and realize, hey, I have more money than I had last month or the month before, or as we move into midterms in a year.
[03:30:56.639 --> 03:30:59.280]  They should be looking around and saying, yeah, I'm financially in better shape.
[03:30:59.440 --> 03:31:01.760]  I can afford housing that I couldn't afford before, blah, blah, blah.
[03:31:01.840 --> 03:31:03.520]  Like real wins that people can feel.
[03:31:03.760 --> 03:31:05.040]  Otherwise, you're just doing messaging.
[03:31:05.200 --> 03:31:06.159]  Messaging doesn't win.
[03:31:06.319 --> 03:31:06.639]  I don't think.
[03:31:06.799 --> 03:31:09.840]  I don't think it lasts long enough because people can still look at their bank accounts.
[03:31:10.159 --> 03:31:15.280]  What do you think the Democrats and the real deep stay are going to do if they're able to win the House and Senate?
[03:31:15.520 --> 03:31:20.399]  And then if they got back in power in three and a half years, I mean, they've said they're coming after everybody.
[03:31:21.040 --> 03:31:22.479]  I mean, I have no reason to doubt them.
[03:31:22.559 --> 03:31:23.680]  I already saw what they did the first time.
[03:31:23.760 --> 03:31:28.479]  They broke, like I said, they broke panes of glass that should have been protecting us from a lot of evil out there.
[03:31:28.959 --> 03:31:31.280]  We had a near assassination on Donald Trump.
[03:31:31.440 --> 03:31:32.719]  You know, that was a hit.
[03:31:32.879 --> 03:31:33.760]  He got hit in the head.
[03:31:34.239 --> 03:31:43.120]  That was probably a millimeter or two away from one of the scariest situations, which is that we live in a country where if you don't like somebody and you don't like their politics, that you go kill them.
[03:31:43.440 --> 03:31:45.600]  And that was really, really close to being the reality of it.
[03:31:45.680 --> 03:31:53.360]  Now, if somebody attempted it, the fact that they didn't, by the grace of God only, we didn't fall into whatever that black hole is because we've done all the other Banana Republic stuff.
[03:31:53.680 --> 03:31:55.360]  You know, we've arrested political leaders.
[03:31:55.600 --> 03:31:58.639]  We've had politicization of our Justice Department.
[03:31:58.879 --> 03:32:05.200]  We've decided that we're going to go after people for religion, which is expressly forbidden in our Bill of Rights.
[03:32:05.280 --> 03:32:08.319]  Like this is like fundamental American freedoms have been trod upon.
[03:32:08.399 --> 03:32:09.840]  And I wouldn't think anything else.
[03:32:10.159 --> 03:32:13.760]  I think that whenever the Democrats are playing, they play to win.
[03:32:13.840 --> 03:32:17.600]  And you can at least respect them for always pushing, even when it's against their own interest.
[03:32:17.840 --> 03:32:20.000]  They keep pushing because they're progressives.
[03:32:20.079 --> 03:32:21.360]  They do progressive work.
[03:32:21.600 --> 03:32:24.239]  It seems like Republicans just like to lose more slowly.
[03:32:24.479 --> 03:32:27.840]  So Donald Trump is more of a brake pedal or a speed bump than he is a U-turn.
