# Transcription model: large-v3
[00:00:27.980 --> 00:00:30.780]  InfoWars. InfoWars.
[03:04:16.639 --> 03:04:18.200]  We can't migrate it away.
[03:04:18.319 --> 03:04:19.420]  We can't immigrate it away.
[03:04:19.739 --> 03:04:21.360]  We can't test tube it away.
[03:04:21.559 --> 03:04:22.959]  That's what they're going to be advocating for next.
[03:04:24.520 --> 03:04:37.459]  Some scientists and experts are estimating now that by 2050, Virtually all men will be totally infertile if the rates of sperm counts continue to decline at the rate that they have for the last decades.
[03:04:38.879 --> 03:04:52.659]  So now we've got this opportunity, this window opening up for the globalists where in the name of infertility and depopulation they can advocate for centralized eugenics policies.
[03:04:53.000 --> 03:04:56.000]  I mean it's positively macabre.
[03:04:56.020 --> 03:05:05.110]  It's very Third Reich-esque stuff that I thought we'd solved ideologically in the first half of the 20th century is coming back in droves.
[03:05:05.110 --> 03:05:08.229]  And that's because it's the hybrid of Marxism and fascism.
[03:05:08.250 --> 03:05:16.649]  It takes the eugenics of fascism with the control and cultural revolution aspect of Marxism and that is what globalism is.
[03:05:16.750 --> 03:05:20.149]  100% fascism plus Marxism equals globalism.
[03:05:21.309 --> 03:05:26.079]  And even Larry Fink of BlackRock Has come out and said that depopulation is a major issue.
[03:05:26.159 --> 03:05:29.959]  Let's watch clip letter P. Larry Fink talking about declining population growth.
[03:05:31.659 --> 03:05:38.180]  I can argue in the developed countries, the big winners are countries that have shrinking populations.
[03:05:39.280 --> 03:05:41.940]  That's something that most people never talked about.
[03:05:42.299 --> 03:05:48.040]  We always used to think shrinking population is a cause for negative growth.
[03:05:49.709 --> 03:05:54.790]  But in my conversations with the leadership of these large...
[03:05:54.790 --> 03:05:57.430]  Speaking at the World Economic Forum, which loves depopulation.
[03:05:57.709 --> 03:06:02.670]  Xenophobic immigration policies, they don't allow anybody to come in.
[03:06:03.350 --> 03:06:07.549]  Shrinking unemployment, excuse me, shrinking demographics.
[03:06:08.350 --> 03:06:15.569]  These countries will rapidly develop robotics and AI and technology.
[03:06:17.149 --> 03:06:33.409]  And if the promise, I didn't say it's going to happen, but if the promise of all that transforms productivity, which most of us think it will, we'll be able to elevate the standard of living of countries, the standard of living of individuals, even with shrinking populations.
[03:06:34.110 --> 03:06:39.969]  And so the paradigm of negative population growth is going to be changing.
[03:06:40.690 --> 03:06:53.810]  And the social problems that one will have in substituting humans for machines is gonna be far easier in those countries that have declining populations.
[03:06:53.810 --> 03:07:02.739]  And so for those countries that have rising populations, the answer will be education and so rapidly developing.
[03:07:02.940 --> 03:07:07.810]  For those countries that do not have a foundation of rule of law or education,
[03:07:08.700 --> 03:07:11.299]  That's where the divide is going to get more and more extreme.
[03:07:11.420 --> 03:07:13.299]  Look, I'm no fan of BlackRock.
[03:07:13.500 --> 03:07:14.760]  And I can't tell yet.
[03:07:14.899 --> 03:07:16.579]  It's probably BlackRock's fault.
[03:07:16.700 --> 03:07:26.180]  But BlackRock catches a lot of flack for things like conglomerating property, buying up houses, buying up apartment complexes during the COVID stuff.
[03:07:26.319 --> 03:07:32.299]  But ultimately, any business would do what they did in the environment that our political class allowed to exist.
[03:07:32.739 --> 03:07:35.200]  It's our fault for electing the politicians.
[03:07:35.979 --> 03:07:37.379]  It's the politicians' fault.
[03:07:37.739 --> 03:07:47.799]  For creating a system that benefits the Larry Finks and the Black Rocks that incentivizes conglomeration and consolidation at the expense of the American people.
[03:07:49.159 --> 03:07:56.079]  And he's putting his money where his mouth is because if you remember, Black Rock is involved, as I understand it, with OpenAI.
[03:07:56.159 --> 03:07:59.459]  I believe that Black Rock made a major investment in XAI.
[03:07:59.739 --> 03:08:06.040]  XAI, which is 54% owned by Elon Musk now, now owns X, the social media platform.
[03:08:07.850 --> 03:08:11.729]  And so you see him diversifying and really investing in artificial intelligence.
[03:08:11.870 --> 03:08:13.049]  And what he's saying there is simple.
[03:08:13.149 --> 03:08:18.709]  He's saying that, look, traditionally speaking, depopulation was a problem for major superpowers, major countries.
[03:08:18.729 --> 03:08:25.809]  Throughout all of history, it's been a problem, especially for China, given that China needs a labor force in order to manufacture goods that it ships all over the world.
[03:08:25.870 --> 03:08:27.090]  It's a major exporter.
[03:08:27.930 --> 03:08:39.709]  And he's saying that artificial intelligence and robotics combined are going to replace the human beings that Currently exist, but will no longer exist demographically speaking in these nations.
[03:08:39.909 --> 03:08:41.110]  And that they're going to be fine.
[03:08:42.209 --> 03:08:55.770]  But the problem with this is China is so economically desperate that it's unable to develop the technology and the artificial intelligence at a fast enough rate to outpace its demographic decline.
[03:08:56.250 --> 03:08:59.110]  And that's why we have to turn our attention to Taiwan.
[03:08:59.920 --> 03:09:06.680]  Because what they're doing is they're funding Iran to destabilize the Middle East so that we can't create a competitive trade corridor with the Belt and Road Initiative.
[03:09:07.000 --> 03:09:08.540]  That's one play that they have.
[03:09:10.399 --> 03:09:15.260]  They're simultaneously trying to have basically a monopoly on manufacturing for the entire world.
[03:09:15.299 --> 03:09:23.700]  They do other things all the time to try to sabotage India, other competitive manufacturers, India still being dependent on raw materials from China.
[03:09:24.040 --> 03:09:25.940]  So they're maintaining control there.
[03:09:26.399 --> 03:09:54.360]  But Taiwan is the major producer of the technology required to sustain large artificial intelligence platforms.
[03:09:55.659 --> 03:10:01.399]  The chips that are made in Taiwan power things like ChatGPT.
[03:10:01.479 --> 03:10:03.159]  They power things like Grok.
[03:10:03.280 --> 03:10:05.760]  They power things like high-speed trading.
[03:10:06.100 --> 03:10:06.819]  NVIDIA, namely.
[03:10:08.139 --> 03:10:14.559]  And so China can talk all day about how it wants to reunite a one-China policy, how Taiwan's always been part of China.
[03:10:14.639 --> 03:10:16.799]  They just haven't exercised their will over it yet.
[03:10:16.860 --> 03:10:18.420]  You know that they could any minute if they wanted to.
[03:10:18.459 --> 03:10:20.838]  They did the same thing in Hong Kong prematurely
[03:10:21.878 --> 03:10:22.729]  their word.
[03:10:47.979 --> 03:10:51.879]  Not unless they make sustained changes over the course of many decades to come.
[03:10:51.920 --> 03:11:04.260]  We can fix everything in the next four years if we just fixed inflation, provided tax incentives for people to have children, encourage people to have more children.
[03:11:04.579 --> 03:11:09.700]  There's all sorts of policies, cultural things you can do to get your population to have children.
[03:11:09.760 --> 03:11:15.139]  But you have to have a good economy and you have to have sound money and you can't have astronomical sums of debt.
[03:11:15.600 --> 03:11:25.500]  So Trump's trying to reduce the government spending, despite the fact that there has been a record amount of money allocated to the Pentagon because of the rising threat of China and Iran.
[03:11:27.420 --> 03:11:30.450]  He's trying to cut the spending so that he can cut the inflation.
[03:11:30.450 --> 03:11:45.530]  He's initiating these tariffs basically exclusively against China to force the market to diversify production so that when their population declines and they are unable to replace it with robotics and artificial intelligence, we don't rely on them to supply us
[03:11:45.530 --> 03:11:50.750]  with pharmaceuticals, raw materials, electronics, basically everything that we become dependent on them for.
[03:11:50.770 --> 03:11:54.950]  He's playing 4D chess on multiple fronts at the same time always.
[03:11:54.950 --> 03:12:00.079]  And China is freaking out because they need as much money as possible now in this space race.
[03:12:00.100 --> 03:12:01.159]  We are cutting off
[03:12:01.579 --> 03:12:13.360]  Our funding of their AI development, their military development, their cultural development, their propaganda, their efforts against us in the entire region through Iran, the Belt and Road Initiative, right now we're cutting off the funding of the enemy.
[03:12:13.440 --> 03:12:14.340]  We have been propping them up.
[03:12:14.399 --> 03:12:21.120]  It's like if during the Cold War, Russia or the Soviet Union had been responsible for all of our manufacturing, it would be such a conflict of interest.
[03:12:21.540 --> 03:12:24.479]  Now we're finally admitting that our enemy is our enemy.
[03:12:24.559 --> 03:12:25.979]  We're calling a spade a spade.
[03:12:27.600 --> 03:12:35.620]  And the Chinese, over the course of the last 50 years, have successfully Bribed politician after politician after politician on the right and on the left.
[03:12:35.739 --> 03:12:38.379]  In fact, I have a clip of Bill Clinton.
[03:12:38.459 --> 03:12:41.860]  This is clip K. Hindsight is 2020, but there's no serious debate.
[03:12:42.180 --> 03:12:44.139]  Clinton totally sold out to the Chinese.
[03:12:44.219 --> 03:12:44.799]  So did the Bidens.
[03:12:44.819 --> 03:12:45.260]  Let's watch this.
[03:12:45.760 --> 03:12:48.760]  The WTO agreement will move China in the right direction.
[03:12:49.120 --> 03:12:53.940]  It will advance the goals America has worked for in China for the past three decades.
[03:12:54.920 --> 03:12:57.979]  And of course, it will advance our own economic interests.
[03:12:59.239 --> 03:13:14.959]  Economically, This agreement is the equivalent of a one-way street that requires China to open its markets with a fifth of the world's population, potentially the biggest markets in the world, to both our products and services in unprecedented new ways.
[03:13:14.959 --> 03:13:15.440]  Yeah, that was a lie.
[03:13:15.540 --> 03:13:16.979]  I never sold shit to them other than soybeans.
[03:13:16.979 --> 03:13:20.680]  All we do is to agree to maintain the present access which China enjoys.
[03:13:22.079 --> 03:13:28.899]  Chinese tariffs from telecommunications products to automobiles to agriculture will fall by half or more over just five years.
[03:13:29.579 --> 03:13:39.379]  For the first time, our companies will be able to sell and distribute products in China made by workers here in America without being forced to relocate manufacturing to China.
[03:13:39.520 --> 03:13:40.100]  Didn't work out like that.
[03:13:40.100 --> 03:13:46.440]  Sell to the Chinese government or transfer valuable technology for the first time.
[03:13:47.379 --> 03:13:48.579]  We'll be able to export products.
[03:13:48.579 --> 03:13:49.020]  So there we go.
[03:13:49.280 --> 03:13:52.059]  Bill Clinton selling out the United States to China.
[03:13:52.780 --> 03:13:53.639]  To what end?
[03:13:54.040 --> 03:13:57.639]  Well, to satisfy the billionaire class, he was probably personally paid off.
[03:13:57.680 --> 03:14:00.239]  And he was a smart guy, Rhodes Scholar, brilliant guy, evil, but brilliant.
[03:14:01.360 --> 03:14:04.780]  But let's just take a look at all that China has done for the United States of America.
[03:14:05.579 --> 03:14:08.899]  It's imported enough fentanyl to kill 100,000 people a year into this country.
[03:14:09.159 --> 03:14:18.040]  It's made us completely dependent on their pharmaceuticals and their economy and manufacturing for all of our electronics, whether it's our phones, our computers, or our automobiles.
[03:14:19.719 --> 03:14:20.860]  They have simultaneously...
[03:14:21.670 --> 03:14:26.469]  Brainwashed our children through TikTok and then stolen the data with no accountability whatsoever.
[03:14:27.729 --> 03:14:35.149]  They've been stealing our military plans, namely for the F-35B, one of which mysteriously disappeared.
[03:14:35.430 --> 03:14:38.069]  Government claimed that they found it, but there's no evidence that they did.
[03:14:38.129 --> 03:14:39.489]  Only one witness that they saw it crash.
[03:14:39.690 --> 03:14:43.989]  And the pilot was ejected from the plane after testing an update to the plane.
[03:14:45.129 --> 03:15:14.850]  One notable detail is that the F-35B, I believe, is the first When it leaked from the lab as early as September of 2019,
