# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: e88e4929dc3fcfc98d92524c7c7cd4d1
[00:00:07.759 --> 00:00:08.240]  Christmas.
[03:22:36.704 --> 03:22:37.344]  Look at that.
[03:22:38.544 --> 03:22:39.344]  They found that.
[03:22:39.664 --> 03:22:46.864]  It says kids, it's like, it's very, it's like, it's not, kids have lots of heart attacks, contrary to proper belief.
[03:22:47.184 --> 03:22:52.864]  So I'm like fighting the stolen election in December of 2020.
[03:22:53.504 --> 03:22:59.664]  And so I'm in Virginia and I'm in Georgia and I'm in Arizona and I'm in LA.
[03:22:59.744 --> 03:23:01.024]  And I'm, so I observe things.
[03:23:01.264 --> 03:23:06.224]  I know when a PR rolled out, I'm like, buses, mRNA, genetic engineering can save you.
[03:23:06.544 --> 03:23:09.824]  Another bus drives by, it's normal for kids to have heart attacks.
[03:23:11.264 --> 03:23:13.344]  And I'm like, oh my God.
[03:23:14.544 --> 03:23:15.424]  It's the Matrix.
[03:23:15.584 --> 03:23:17.424]  We are living in the Matrix.
[03:23:17.664 --> 03:23:20.704]  Or those people who've chosen to blue pill themselves, they're living.
[03:23:21.104 --> 03:23:24.864]  I feel like they live with the sunglasses are on and you can like, you know, see it.
[03:23:25.184 --> 03:23:25.424]  Yeah.
[03:23:25.744 --> 03:23:27.584]  Well, it's been great being with you, Alex.
[03:23:28.864 --> 03:23:30.384]  I'll come back more often.
[03:23:30.704 --> 03:23:31.584]  We'll do this again.
[03:23:32.464 --> 03:23:33.744]  You've been in Texas a long time.
[03:23:34.064 --> 03:23:35.504]  Yeah, since 2004.
[03:23:35.744 --> 03:23:36.384]  Love Texas.
[03:23:36.544 --> 03:23:37.504]  And now you're in Wimberly.
[03:23:37.744 --> 03:23:38.304]  In Wimberly.
[03:23:38.544 --> 03:23:39.344]  What a great place.
[03:23:40.064 --> 03:23:41.184]  That's like Mayberry over there.
[03:23:41.424 --> 03:23:41.584]  Yeah.
[03:23:41.904 --> 03:23:43.824]  We only got a few minutes left, and I appreciate you.
[03:23:44.144 --> 03:23:45.504]  And I know you're already ready to punch out here.
[03:23:45.664 --> 03:23:46.784]  I'll come back and cover some final news.
[03:23:46.864 --> 03:23:49.584]  But Joc, you've always got more news, more info.
[03:23:49.824 --> 03:23:51.904]  What else do you want to tell folks out there?
[03:23:52.544 --> 03:23:55.824]  I want to tell the mothers in particular.
[03:23:56.464 --> 03:24:05.904]  So all those years ago, I followed the basic rules of clinical medicine, that is to listen to the patient, or in this case, the patient's parents, particularly the patient's mother.
[03:24:06.064 --> 03:24:12.304]  The mother has an instinct for her child's well-being, whether he's well, ill, what's good for him or not.
[03:24:12.464 --> 03:24:14.464]  That's an innate connectivity.
[03:24:15.024 --> 03:24:16.624]  They were once one.
[03:24:17.264 --> 03:24:20.384]  And she understands her child like no one else.
[03:24:20.544 --> 03:24:26.224]  Certainly more so better than any pediatrician, any man in a white coat, any woman in a white coat.
[03:24:26.544 --> 03:24:28.224]  Mothers know their children.
[03:24:28.544 --> 03:24:35.664]  Many, many, many mothers I've spoken to said, I know when I went in there for that shot for my child that this was wrong.
[03:24:35.904 --> 03:24:41.344]  That little voice was telling me that feeling in the pit of my stomach was saying, don't do this.
[03:24:41.984 --> 03:24:43.584]  Listen to that voice.
[03:24:43.904 --> 03:24:51.264]  Listen to it because it has served us extremely well in terms of man's evolution, our survival.
[03:24:51.344 --> 03:24:56.864]  Our existence on this planet right now is dependent upon that maternal intuition.
[03:24:57.024 --> 03:24:58.624]  It is a very powerful force.
[03:24:58.864 --> 03:24:59.904]  Please trust it.
[03:25:00.144 --> 03:25:01.584]  Well, it's really the genetic memory.
[03:25:01.824 --> 03:25:02.064]  Yeah.
[03:25:02.864 --> 03:25:06.304]  And it will look after you.
[03:25:06.544 --> 03:25:10.224]  It will look after your children and your children's children.
[03:25:10.624 --> 03:25:14.864]  Well, people ask how a duck that was born in Canada flies 3,000 miles to Mexico.
[03:25:14.944 --> 03:25:16.224]  It's genetic memory.
[03:25:17.184 --> 03:25:19.584]  And the women have that more than men when it comes to the children.
[03:25:19.744 --> 03:25:23.984]  Yeah, I don't know what it is at the end of the day, but it's very, very powerful.
[03:25:24.304 --> 03:25:25.344]  By the way, here's the Canadian ads.
[03:25:25.424 --> 03:25:26.704]  It's normal to have heart attacks when you're kids.
[03:25:28.784 --> 03:25:29.584]  Sorry, I'm interrupting.
[03:25:29.664 --> 03:25:30.064]  It's just you can't.
[03:25:30.304 --> 03:25:30.784]  No, no, no.
[03:25:31.344 --> 03:25:32.064]  That's extraordinary.
[03:25:32.304 --> 03:25:32.864]  This doesn't sound real.
[03:25:33.184 --> 03:25:34.224]  I have not seen that one before.
[03:25:34.704 --> 03:25:35.264]  No, but you're right.
[03:25:35.344 --> 03:25:36.544]  It's user instincts.
[03:25:36.704 --> 03:25:36.864]  Yes.
[03:25:37.104 --> 03:25:38.704]  Plus, we have statistics on top of it.
[03:25:39.024 --> 03:25:39.344]  Yeah.
[03:25:39.664 --> 03:25:52.864]  My job as a filmmaker, Alex, is to take all the information, complex information, and distill it into an entertaining and informative story so that people don't have to go and read all the books and Google everything and they can go and watch the movie and they can understand.
[03:25:53.184 --> 03:26:05.744]  And as long as that movie is made honestly and with integrity and is telling them the truth, which our movies are, then they're going to learn something from that and they can make an informed choice based upon that movie.
[03:26:05.904 --> 03:26:06.544]  So that's my job.
[03:26:06.704 --> 03:26:11.824]  My job is to take these complex issues and turn them into entertaining movies.
[03:26:12.144 --> 03:26:14.064]  And I can say, I've known you 20 years or so.
[03:26:14.384 --> 03:26:16.064]  You, if anything, are conservative.
[03:26:16.624 --> 03:26:18.784]  You're being very conservative in what you say or what you put.
[03:26:19.424 --> 03:26:21.024]  Like whatever you're saying is like certified.
[03:26:21.344 --> 03:26:30.944]  Yeah, I mean, these are high-risk movies because you're taking on big companies, huge companies, Merck, for example, the American government, and you're calling them out.
[03:26:31.584 --> 03:26:32.784]  You stand to get sued.
[03:26:32.864 --> 03:26:34.144]  You know what you're, we've been there.
[03:26:34.224 --> 03:26:35.104]  You know what it's like.
[03:26:35.824 --> 03:26:36.864]  You stand to get sued.
[03:26:36.944 --> 03:26:37.584]  And who am I?
[03:26:37.664 --> 03:26:38.624]  I've got nothing.
[03:26:38.944 --> 03:26:44.784]  They can take what I've got, but we can make these movies because we know it's true.
[03:26:45.104 --> 03:26:51.584]  And we know that they're not going to open that can of worms any further coming after us because what we're saying is factual is true.
[03:26:51.744 --> 03:26:54.704]  And it's rather like Dell's film the other day, An Inconvenient Study.
[03:26:55.024 --> 03:26:59.344]  He can put that out there because he knows it's true and he's got the guy telling him it's true.
[03:26:59.504 --> 03:27:02.224]  And he caught because he said what the guy told me, we're going to sue you.
[03:27:02.304 --> 03:27:02.944]  Oh, here's the video.
[03:27:03.024 --> 03:27:03.904]  Oh, whoa, we don't want to.
[03:27:04.704 --> 03:27:04.864]  Yeah.
[03:27:06.064 --> 03:27:06.304]  Yeah.
[03:27:07.104 --> 03:27:08.544]  Deafening silence.
[03:27:08.864 --> 03:27:17.584]  Well, they got a big problem because, you know, 30 years ago, there was Dr. Andre Wakefield, and then now there's even a 20-year RFK Jr. big tree.
[03:27:17.984 --> 03:27:20.224]  It just gets, now they got Elon Musk on their ass.
[03:27:20.544 --> 03:27:23.904]  I mean, they thought crushing you and I was going to save them.
[03:27:24.944 --> 03:27:25.744]  They thought wrong.
[03:27:25.984 --> 03:27:30.144]  Yeah, no, there are so many people now on the side of rights, so many people informed.
[03:27:31.504 --> 03:27:33.344]  And film has been a large part of that.
[03:27:33.904 --> 03:27:34.544]  Well, great job.
[03:27:34.704 --> 03:27:35.984]  Everybody should follow your work.
[03:27:36.304 --> 03:27:38.144]  WakefieldMediaGroup.com.
[03:27:38.224 --> 03:27:39.104]  All the films are there.
[03:27:39.184 --> 03:27:40.064]  The new film's coming out.
[03:27:40.304 --> 03:27:40.864]  Incredible job.
[03:27:40.944 --> 03:27:41.424]  And God bless you.
[03:27:41.504 --> 03:27:41.984]  Thanks for being here.
[03:27:42.064 --> 03:27:42.944]  Thank you very much, Alex.
[03:27:43.024 --> 03:27:43.984]  Let me see you out here.
[03:27:44.304 --> 03:27:45.024]  I'm going to.
[03:27:45.584 --> 03:27:46.544]  God bless you, brother.
[03:27:46.704 --> 03:27:47.504]  Thank you so much.
[03:27:47.824 --> 03:27:51.184]  I'm going to go to break here, come back and hit some final news here for the next 30 minutes.
[03:27:51.344 --> 03:27:54.224]  And then the war room, Harrison Smith.
[03:27:54.704 --> 03:27:57.904]  But remember, you know all this stuff, or you know most of it.
[03:27:58.064 --> 03:27:59.984]  Some of you know more than I do on some subjects.
[03:28:00.304 --> 03:28:01.104]  Dog don't hunt.
[03:28:01.264 --> 03:28:01.984]  You don't share it.
[03:28:02.304 --> 03:28:03.424]  So share the live feed.
[03:28:03.584 --> 03:28:05.104]  Once we archive this interview, share it.
[03:28:05.264 --> 03:28:06.224]  This is powerful stuff.
[03:28:06.304 --> 03:28:08.544]  That guy's been through hell to get us to this point.
[03:28:08.704 --> 03:28:11.184]  We stand on people's shoulders like Dr. Andrew Wakefield.
[03:28:11.504 --> 03:28:13.184]  So that is all coming up.
[03:28:13.504 --> 03:28:17.984]  But speaking of the vaccine news, there's a bunch I haven't hit.
[03:28:18.064 --> 03:28:18.544]  I had this tag.
[03:28:18.624 --> 03:28:19.744]  I forgot to go to it with him.
[03:28:19.904 --> 03:28:22.304]  So I'm going to hit this one, come back briefly.
[03:28:23.584 --> 03:28:26.224]  And then get into all the other news that is coming up.
[03:28:26.304 --> 03:28:34.544]  But here's the bottom line: the cakewalk for the mad scientists and the eugenicists and Bill Gates and the depopulationists, it's over.
[03:28:34.864 --> 03:28:36.144]  And I don't say something unless it's true.
[03:28:36.224 --> 03:28:36.944]  Everybody knows that.
[03:28:37.264 --> 03:28:38.144]  It's not a bluff.
[03:28:38.304 --> 03:28:39.984]  It's over, Bill Gates.
[03:28:41.184 --> 03:28:43.424]  Fauci, it's easier on you to give up now.
[03:28:43.744 --> 03:28:45.344]  We'll be right back on the other side.
[03:28:45.664 --> 03:28:46.224]  Stay with us.
[03:28:46.304 --> 03:29:07.264]  I'm Alex Jones Let me tell you about this Our sponsor, Big Lee, and the products they have at thealejonstore.com are whatever the highest source, best quality, highest rated products are.
[03:29:07.584 --> 03:29:10.944]  We go out in private label them and in some cases, soup them up, make them even better.
[03:29:11.184 --> 03:29:12.784]  So we did a year ago a survey.
[03:29:12.944 --> 03:29:13.984]  What do listeners want?
[03:29:14.224 --> 03:29:16.144]  And you wanted methylene blue.
[03:29:16.304 --> 03:29:21.104]  You wanted beef tallow that Kennedy talks about, which I know is great for cooking and it's so much better for you than seed oils.
[03:29:21.424 --> 03:29:23.264]  And you wanted high-quality shiloji.
[03:29:23.424 --> 03:29:24.144]  He brought you all the best.
[03:29:24.384 --> 03:29:25.264]  They've sourced the best.
[03:29:25.344 --> 03:29:25.904]  This is so heavy.
[03:29:25.984 --> 03:29:26.624]  This is so huge.
[03:29:26.864 --> 03:29:33.024]  Tiny little scoop of this with whatever you're cooking makes it taste so great, whether it's potatoes, whether it's eggs, whatever you're cooking.
[03:29:33.184 --> 03:29:34.944]  Beef tallow is so delicious.
[03:29:35.024 --> 03:29:36.544]  This is concentrated beef tallow.
[03:29:36.704 --> 03:29:38.784]  Privately over the top ones in the country.
[03:29:39.104 --> 03:29:42.464]  No preservatives, no artificial ingredients, gluten-free, packed with nutrients.
[03:29:42.624 --> 03:29:53.264]  Unlike seed oils, which are fake, toxic garbage, beef tallow is real food that promotes whole body health to 25% off now when you become a subscriber today and then lock in a bigger discount.
[03:29:53.344 --> 03:29:56.064]  You can cancel anytime for free at alexjonstore.com.
[03:29:56.224 --> 03:29:58.064]  Beef tallow has been all the rage.
[03:29:58.224 --> 03:29:59.504]  It's what the listeners asked for.
[03:29:59.744 --> 03:30:04.544]  We've got the best for you right now at thealixjonestore.com.
[03:30:04.784 --> 03:30:11.504]  And separately, creatine of the highest quality type of creatine, five milligram gummies, huge container of them.
[03:30:11.744 --> 03:30:13.904]  Look into neurological studies, Alzheimer's, you name it.
