# Transcription model: large-v3-turbo, custom faster_whisper
[00:00:15.580 --> 00:01:04.030]  Tomorrow's news today.
[03:16:48.770 --> 03:16:50.889]  This is a serious question you ask conservatives.
[03:16:51.629 --> 03:16:54.870]  How do you want to bring a pharmaceutical industry to our country?
[03:16:55.010 --> 03:16:57.909]  Do you want to do it by reducing taxes or raising taxes?
[03:16:58.170 --> 03:17:04.569]  The president thinks if you raise taxes on imports, which Americans will pay, that it will encourage local industry.
[03:17:04.889 --> 03:17:08.850]  Another way of doing it is China makes like four different antibiotics.
[03:17:09.069 --> 03:17:09.489]  They're generic.
[03:17:09.649 --> 03:17:10.610]  There's not much profit in them.
[03:17:10.709 --> 03:17:16.690]  What we should do is lower the taxes to zero for 10 years for anybody who will compete with them in our country.
[03:17:16.729 --> 03:17:18.209]  So look, Rand Paul's coming out.
[03:17:18.329 --> 03:17:19.389]  He's a free trade guy.
[03:17:19.530 --> 03:17:21.030]  He's a laissez-faire capitalist guy.
[03:17:21.030 --> 03:17:23.790]  I'm not sure, but I assume he's named after Ayn Rand.
[03:17:23.969 --> 03:17:24.450]  Maybe I'm wrong.
[03:17:24.569 --> 03:17:26.829]  Maybe his real name's Randall or something, and it's a family name.
[03:17:27.450 --> 03:17:31.610]  Certainly got Ayn Rand policies in terms of capitalism, free markets, stuff like that.
[03:17:33.059 --> 03:17:34.479]  I understand his concern.
[03:17:34.620 --> 03:17:42.540]  Look, if we raise tariffs on imports from China, then it's going to cause the cost of goods that we import from China to go up, and it's just going to be a burden on the consumers in the United States of America.
[03:17:42.579 --> 03:17:46.620]  He's trying to have an America-first argument in favor of not having tariffs on China.
[03:17:47.139 --> 03:17:56.940]  But what he's missing is the fact that China is going away in terms of being able to supply the United States because of its demographic crisis, its population crisis.
[03:17:57.579 --> 03:18:06.600]  And the fewer and fewer people every day that goes by that are able to work or of working age in China, the more expensive labor is in China.
[03:18:06.760 --> 03:18:08.899]  It's the law of supply and demand.
[03:18:09.180 --> 03:18:11.879]  Wealth of Nations, Adam Smith, Invisible Hand stuff.
[03:18:12.020 --> 03:18:13.020]  It goes back centuries.
[03:18:13.360 --> 03:18:21.040]  And free market capitalists understand that the laws of supply and demand and the invisible hand are the most efficient way to navigate and control a market.
[03:18:21.479 --> 03:18:24.719]  Just hands-off capitalism, laissez-faire capitalism.
[03:18:24.860 --> 03:18:25.520]  That's what that means.
[03:18:26.700 --> 03:18:42.860]  But if China's ability to manufacture for the United States of America to meet the demands of the international market, especially the market in the United States of America, is inevitably evaporating anyway, rather than wait for the crisis to manifest...
[03:18:42.889 --> 03:18:57.950]  Right before our eyes, when they just suddenly can't do it and we haven't created any alternatives, by doing this tariff approach, we've been able to catalyze diversification of our manufacturing on our terms rather than responding to a crisis, a demographic crisis, 5 or 10 or 15 years from now.
[03:18:58.950 --> 03:19:00.750]  And by doing this...
[03:19:00.750 --> 03:19:06.329]  It weakens China now in all of their attempts to subvert the dollar as the global reserve currency through the Belt and Road Initiative.
[03:19:06.569 --> 03:19:23.209]  It weakens China now in their attempts to basically subjugate via neo-surfdom third world and second world countries throughout the Belt and Road Initiative route where they engage in predatory lending to build up the infrastructure for this trade route and then these countries can't pay it back because they don't have economies, really.
[03:19:23.510 --> 03:19:27.829]  And when they can't pay it back, China just goes in and owns everything legally in these countries.
[03:19:28.319 --> 03:19:29.840]  It's some mafia-level stuff.
[03:19:29.840 --> 03:19:34.719]  It's like the mob boss going to the pizza store in the neighborhood and saying, hey, where's my 10%?
[03:19:34.780 --> 03:19:35.860]  I'll offer you protection.
[03:19:36.100 --> 03:19:43.840]  That's exactly what China has engaged in throughout the entire hemisphere that they're on in terms of these vulnerable economies and communities, whether it's Pakistan or others in Africa.
[03:19:43.920 --> 03:19:45.139]  We've seen it time and time again.
[03:19:45.200 --> 03:19:48.100]  So this trade thing is not about arguing.
[03:19:49.699 --> 03:19:55.739]  Laissez-faire capitalism versus a mixed economy or free market trade versus price fixing.
[03:19:55.879 --> 03:19:56.659]  That's not what this is about.
[03:19:56.760 --> 03:19:58.799]  This is ultimately a national security thing.
[03:19:59.940 --> 03:20:12.120]  And all the money that we're going to make off of the tariffs and all the money that we're going to make off of bringing domestic manufacturing back home or the cheaper labor that we're going to outsource to India or Mexico even.
[03:20:13.000 --> 03:20:40.079]  In conjunction with the money that we're going to make off of the alternative trade route to the Belt and Road Initiative through Saudi Arabia and the radical development of artificial intelligence technology funded in large by our allies and not just by us here in the United States of America is going to be astronomically higher than the amount of money the American people would possibly save by allowing us to maintain our dependence on China for virtually everything that we consume here in the United States of America, from pharmaceuticals to technology to electronics to whatever.
[03:20:42.030 --> 03:20:52.850]  And so I don't think Rand Paul is corrupt in the same way that I think the Amy Klobuchar's are corrupt when they complain about tariffs or the Nancy Pelosi's or the Elizabeth Warren's are corrupt when they complain about tariffs.
[03:20:52.969 --> 03:20:59.469]  I think that he's just mistaken in not really understanding the implications of everything that is playing out here with these tariffs.
[03:21:01.229 --> 03:21:11.190]  It was really just about diversifying ourselves, our nation, away from needing China and then using that to catalyze new trade agreements with new allies.
[03:21:11.790 --> 03:21:34.030]  So that we can win the AI arms race and ensure that China does not subvert the dollar as the global reserve currency, all while the technology is being developed to make energy totally 100% renewable through zero-point energy in a way that won't crash the dollar because there is going to come, in the next four years, an alternative approach to the way that we do money in the United States by the Trump administration.
[03:21:34.030 --> 03:21:37.229]  You have not heard much from the Trump administration to this point.
[03:21:38.050 --> 03:21:43.129]  About replacing the dollar with a new system or criticizing fractional reserve banking.
[03:21:43.290 --> 03:21:49.170]  All you heard was that he was cracking down with tariffs at the same time as he was looking into whether or not we had gold in Fort Knox.
[03:21:49.409 --> 03:21:50.690]  Heard nothing about that since.
[03:21:51.500 --> 03:22:07.459]  So I believe, I don't know this, I don't have insider information, but just putting the pieces of this puzzle together, I believe that the Trump administration, that Trump himself is personally aware of the fact that our current monetary system itself is a Ponzi scheme, totally unsustainable over the course of this century.
[03:22:08.059 --> 03:22:12.059]  And I believe he has plans that he has not yet announced or developed.
[03:22:12.430 --> 03:22:18.610]  We're catalyzed or manifest to replace the foundation of our money so we are not dependent on the petrodollar.
[03:22:18.729 --> 03:22:32.930]  And for a long time, the globalists tried to do this prematurely before the United States could develop an alternative because the globalists wanted the dollar to collapse so they could usher in the post-collapse infrastructure they have already developed via the central bank digital currencies.
[03:22:33.440 --> 03:22:39.280]  But Trump came out this year and signed an executive order saying that the United States will never use a central bank digital currency.
[03:22:39.639 --> 03:22:42.879]  And then they installed Mark Carney to be the Prime Minister of Canada.
[03:22:42.959 --> 03:23:02.500]  He's a globalist puppet from the Bank of England and the Bank of Canada and the World Economic Forum and the Bilderberg Group, I believe, who's written extensively about how important it is to save the environment in the context of how great central bank digital currencies are.
[03:23:03.049 --> 03:23:13.190]  And one would question, how is it that this person is so invested or such an expert on the environment and at the same time an expert on economics?
[03:23:13.309 --> 03:23:14.350]  I mean, he's a banker, basically.
[03:23:14.909 --> 03:23:18.350]  Why is he writing about the environment in conjunction with central bank digital currencies?
[03:23:18.530 --> 03:23:31.190]  Because all of the green energy programs, initiatives, deals from these globalist institutions and their NGOs were ultimately about reducing the demand for oil, not to save the environment, but to destroy the dollar.
[03:23:31.770 --> 03:23:39.549]  So they could usher in the central bank digital currency infrastructure and control the finances of every person in the world, subjugate the entire planet.
[03:23:40.030 --> 03:23:41.209]  That's what's going on.
[03:23:41.469 --> 03:23:47.909]  And Trump sees this and he understands that this is inevitable and he understands that everything is about to change with artificial intelligence.
[03:23:47.909 --> 03:23:56.110]  It's essential because of the demographic depopulation crisis that we face in the United States, that China faces there, that Japan faces, South Korea, Russia, all of them.
[03:23:56.270 --> 03:24:01.350]  All of these conflicts are in part due to this depopulation crisis that's playing out right before our eyes.
[03:24:02.229 --> 03:24:10.690]  And in order to develop this artificial intelligence and actually run it, we have to use 99% of the energy that we're currently using in the United States just for the AI deployment?
[03:24:12.510 --> 03:24:16.229]  Well, now's the time to announce the fact that we have zero-point energy.
