# Transcription model: large-v3-turbo
[00:00:05.099 --> 00:00:06.759]  You're now entering.
[02:11:05.050 --> 02:11:06.310]  Your partner is not real.
[02:11:06.630 --> 02:11:08.149]  Alex Jones is not real.
[02:11:08.460 --> 02:11:09.859]  He has no soul.
[02:11:10.159 --> 02:11:10.899]  I am God.
[02:11:11.180 --> 02:11:15.539]  The Bible says you must judge people and say they have no souls and they're not real.
[02:11:16.239 --> 02:11:18.039]  That is Christian to do.
[02:11:18.319 --> 02:11:19.659]  I am your God.
[02:11:19.979 --> 02:11:24.140]  I am David J. Sorensen.
[02:11:24.720 --> 02:11:26.239]  There are false prophets.
[02:11:26.420 --> 02:11:28.260]  You cannot trust anyone but me.
[02:11:28.600 --> 02:11:33.460]  Oh, and there are other prophets that tell you you cannot trust anyone but them.
[02:11:33.659 --> 02:11:37.060]  And I'm actually telling you what the false prophet does to you.
[02:11:37.260 --> 02:11:39.300]  Doing more of a Count Dracula voice now.
[02:11:43.060 --> 02:11:44.579]  The internet's entertaining, man.
[02:11:45.039 --> 02:11:46.640]  It's absolutely entertaining.
[02:11:47.079 --> 02:11:49.119]  Christ said you judge a tree by its fruits.
[02:11:49.819 --> 02:11:51.579]  And yeah, there are a lot of false prophets.
[02:11:51.680 --> 02:11:52.640]  A lot of them are crazy too.
[02:11:55.159 --> 02:12:00.520]  But was I real five years ago when I was supposedly Bill Hicks that I don't even look like?
[02:12:03.279 --> 02:12:08.279]  I mean, I don't look like Alex Jones, 63 pounds lighter.
[02:12:08.539 --> 02:12:13.039]  I mean, I got the same brow ridges, the same eyes, the same voice, the same teeth.
[02:12:13.720 --> 02:12:15.720]  Oh, those are really good fake teeth, huh?
[02:12:17.600 --> 02:12:21.399]  I got the same hands, the same ears.
[02:12:23.220 --> 02:12:25.520]  And I lost weight in front of everyone for eight months.
[02:12:25.600 --> 02:12:26.979]  The regular listeners were like, this is ridiculous.
[02:12:27.880 --> 02:12:28.899]  The same body.
[02:12:30.760 --> 02:12:33.260]  You know a clone of Alex Jones wouldn't show you his body.
[02:12:33.439 --> 02:12:34.420]  Show me in the gym.
[02:12:34.859 --> 02:12:36.199]  Oh, they'll say that's AI.
[02:12:38.000 --> 02:12:38.960]  It's AI, folks.
[02:12:40.640 --> 02:12:41.119]  It's AI.
[02:12:41.119 --> 02:12:42.600]  I'm about to show you the AI right now.
[02:12:43.880 --> 02:12:44.439]  That's right.
[02:12:45.420 --> 02:12:46.340]  You're about to see it.
[02:12:48.380 --> 02:12:49.479]  Get this thing off here.
[02:12:50.319 --> 02:12:52.279]  I know, even with the AI, we still got to have microphones.
[02:12:53.039 --> 02:12:54.239]  All right, here you go.
[02:12:56.359 --> 02:12:58.939]  Yep, I was also Benjamin Franklin.
[02:13:00.619 --> 02:13:01.939]  Let's get this off here.
[02:13:03.140 --> 02:13:04.560]  I've got to prove it to everybody.
[02:13:04.699 --> 02:13:05.979]  They're going to say this is AI, though.
[02:13:07.979 --> 02:13:08.659]  There we go.
[02:13:09.279 --> 02:13:10.359]  Worked out really hard this morning.
[02:13:11.039 --> 02:13:13.979]  Show, they'll all now study the photos of me and my shirt off.
[02:13:14.119 --> 02:13:24.039]  So this is the same guy in the photos from 35 years ago, or 33 years ago when I was 19. And I'm the same guy now.
[02:13:24.720 --> 02:13:27.979]  And it's the same watch my dad gave me 18 years ago.
[02:13:28.939 --> 02:13:30.720]  And it's the same barrel-chested man.
[02:13:32.600 --> 02:13:33.300]  Same guy.
[02:13:34.159 --> 02:13:34.920]  Here I am.
[02:13:35.399 --> 02:13:36.020]  It's me.
[02:13:36.359 --> 02:13:37.260]  But you know what?
[02:13:37.579 --> 02:13:40.159]  The new actor looks just like the same guy.
[02:13:40.699 --> 02:13:42.060]  He's got the same build.
[02:13:42.549 --> 02:13:43.249]  Same chest.
[02:13:48.460 --> 02:13:50.180]  Not only The Rock can do that, baby.
[02:13:51.060 --> 02:13:52.279]  And so, yeah.
[02:13:52.560 --> 02:13:53.199]  Well, you know what?
[02:13:53.300 --> 02:13:54.279]  If I'm a clone, I don't know it.
[02:13:54.920 --> 02:13:55.520]  Same guy.
[02:13:55.699 --> 02:13:56.500]  Same guy I've always been.
[02:13:57.380 --> 02:13:58.960]  So, there you go.
[02:13:59.739 --> 02:14:05.659]  Now, I want him to take his shirt off to make sure there's not a pig's body under there.
[02:14:06.140 --> 02:14:07.140]  I bet there is.
[02:14:08.300 --> 02:14:13.260]  I want him to take off his clothes so he can make sure there's not a Jew hiding in there somewhere.
[02:14:15.869 --> 02:14:19.609]  And these same people say, I'm Jewish because I joked once and said, if you're going to attack the Jews, you've got to attack me.
[02:14:19.689 --> 02:14:20.710]  If you're going to attack black people, you've got to attack me.
[02:14:20.949 --> 02:14:22.210]  And if I was Jewish, I'd be proud of it.
[02:14:22.229 --> 02:14:23.310]  But I'm not Jewish.
[02:14:24.170 --> 02:14:30.390]  I'm about as Northern European or Welsh or German as you can possibly get, obviously.
[02:14:30.409 --> 02:14:31.710]  That's why I'm the archetype of it.
[02:14:31.789 --> 02:14:33.949]  And that's why these guys are so upset.
[02:14:34.390 --> 02:14:35.289]  Because they wish they were me.
[02:14:35.829 --> 02:14:38.210]  Now, the point is, and I'm not bragging, it's just true.
[02:14:39.750 --> 02:14:41.010]  Of course, I'm not the same Alex Jones.
[02:14:41.250 --> 02:14:42.770]  You know, I'm not saying I'm the coolest guy around.
[02:14:42.850 --> 02:14:43.850]  I've always been the coolest guy around.
[02:14:46.400 --> 02:14:47.319]  I'm going to stop now.
[02:14:47.340 --> 02:14:47.819]  I apologize.
[02:14:48.539 --> 02:14:50.460]  So, yeah, I can keep doing the show like this.
[02:14:51.720 --> 02:14:52.479]  Here, pull up.
[02:14:52.579 --> 02:14:53.699]  Pull up me when I'm 19 again.
[02:14:54.359 --> 02:15:00.380]  People don't believe that's me at 19. No, that's me at 19. Yeah, I've been in pretty good shape for a while, and then I got out of shape.
[02:15:01.500 --> 02:15:04.020]  And so I've always had the same hair, too.
[02:15:05.060 --> 02:15:06.359]  Oh, you're zooming in on my head?
[02:15:06.960 --> 02:15:07.920]  Yeah, let's zoom in on that.
[02:15:08.659 --> 02:15:09.579]  Oh, there it is.
[02:15:09.699 --> 02:15:13.520]  That's the same brow ridges, same everything, but it's all fake, folks.
[02:15:13.640 --> 02:15:14.220]  It's all fake.
[02:15:15.380 --> 02:15:16.960]  But put the photos of me back up.
[02:15:17.380 --> 02:15:21.479]  And he goes through all this great length to prove he's still him.
[02:15:21.619 --> 02:15:22.319]  He's not.
[02:15:22.479 --> 02:15:23.680]  I've seen it.
[02:15:23.899 --> 02:15:25.340]  His soul is gone.
[02:15:25.739 --> 02:15:27.899]  Jesus said, judge other men.
[02:15:28.619 --> 02:15:30.079]  Tell others they are damned.
[02:15:30.180 --> 02:15:31.159]  Even though the Bible says the opposite.
[02:15:31.760 --> 02:15:38.180]  I am telling you, in my Bain jacket I always wear, in the boat I live on, or whatever it is.
[02:15:38.810 --> 02:15:39.890]  Listen to me.
[02:15:40.170 --> 02:15:41.949]  There are people saying don't trust others.
[02:15:42.170 --> 02:15:43.210]  Don't listen to them.
[02:15:43.529 --> 02:15:45.170]  Do not trust anyone but me.
[02:15:45.609 --> 02:15:48.770]  Anyone saying you cannot trust other people is bad.
[02:15:49.069 --> 02:15:49.970]  Do not trust other people.
[02:15:50.050 --> 02:15:50.930]  Only trust me.
[02:15:51.550 --> 02:15:53.229]  You can only trust me.
[02:15:55.890 --> 02:15:56.810]  Different guys.
[02:15:57.029 --> 02:15:57.789]  He's a different person.
[02:15:58.449 --> 02:16:01.130]  Look, the nose is a little bigger now.
[02:16:01.430 --> 02:16:04.289]  He doesn't know your cartilage grows as you get old.
[02:16:04.550 --> 02:16:07.029]  If I live to 90, I will have big ears now.
[02:16:07.520 --> 02:16:08.979]  But I don't have you.
[02:16:09.199 --> 02:16:10.739]  Look at my titties.
[02:16:10.920 --> 02:16:12.380]  They're the same titties.
[02:16:12.739 --> 02:16:14.380]  They did a good job with you.
[02:16:14.960 --> 02:16:16.560]  This actor is incredible.
[02:16:17.720 --> 02:16:20.000]  Dude, they hired me to play a lot of shows.
[02:16:20.159 --> 02:16:21.739]  I can be the top actor in the world, obviously.
[02:16:21.939 --> 02:16:25.859]  I mean, can you imagine being able to play a character this good that can beat voice print?
[02:16:27.220 --> 02:16:29.140]  I mean, it's just...
[02:16:29.140 --> 02:16:31.439]  See, that is an earlier clone.
[02:16:32.680 --> 02:16:34.159]  That C, it...
[02:16:34.239 --> 02:16:36.479]  He does not look like the fat man before.
[02:16:36.799 --> 02:16:38.959]  They replaced the young one with another one too.
[02:16:39.620 --> 02:16:46.000]  And I guess if I live to be 85 and he does as well, he'll say, see, now they replace him with another one.
[02:16:47.940 --> 02:16:52.200]  You can joke about this, but it is not the same soul.
[02:16:53.299 --> 02:16:55.379]  It is not the same man.
[02:16:56.739 --> 02:16:59.319]  He is not the Alex Jones.
[02:17:00.739 --> 02:17:03.020]  He will only trust me.
[02:17:03.319 --> 02:17:04.059]  Don't listen to David.
[02:17:04.200 --> 02:17:05.180]  He says only trust him.
[02:17:05.639 --> 02:17:07.379]  Anyone saying only trust one person is bad?
[02:17:07.559 --> 02:17:08.379]  Only trust me!
[02:17:08.879 --> 02:17:10.120]  I will tell you!
[02:17:12.719 --> 02:17:14.020]  This guy is awesome.
[02:17:14.840 --> 02:17:16.739]  The only person funnier is AOC.
[02:17:17.440 --> 02:17:18.719]  And you gotta fart harder.
[02:17:19.879 --> 02:17:20.760]  I don't know, man.
[02:17:20.819 --> 02:17:21.520]  They're all hilarious.
[02:17:22.239 --> 02:17:23.659]  Alright. I love the crew.
[02:17:24.459 --> 02:17:26.379]  We're gonna take this and chop it up and put it out.
[02:17:26.959 --> 02:17:28.680]  There is the man with his soul.
[02:17:28.940 --> 02:17:29.459]  Hold on.
[02:17:29.520 --> 02:17:30.059]  Put that photo back up.
[02:17:30.299 --> 02:17:31.440]  I'm going to ask David.
[02:17:31.639 --> 02:17:34.319]  David, is that fat one good for you?
[02:17:35.559 --> 02:17:37.180]  Is that fat one good?
[02:17:37.920 --> 02:17:39.040]  Is he all right?
[02:17:39.139 --> 02:17:41.280]  And then I've seen other videos where people go, look at the photos.
[02:17:41.280 --> 02:17:43.920]  The beard is darker here than there.
[02:17:44.059 --> 02:17:45.379]  It's called lighting.
[02:17:45.620 --> 02:17:47.079]  It's called the lighting.
[02:17:47.139 --> 02:17:51.379]  The lighting changes how it looks and how much sun you've had.
[02:17:52.260 --> 02:17:55.159]  But I gotta tell you, when I'm standing up, there's no rolls of fat.
[02:17:55.280 --> 02:17:57.200]  There's still a little pinch of fat.
[02:17:57.280 --> 02:17:58.780]  So I'm gonna lose about 10 more pounds for you.
[02:17:59.399 --> 02:18:01.299]  Look, they have a new clone.
[02:18:02.260 --> 02:18:07.040]  Look, this one from March of 2025 looked like this.
[02:18:07.299 --> 02:18:08.819]  And this one looked like this.
[02:18:09.399 --> 02:18:09.840]  Yeah, no.
[02:18:10.159 --> 02:18:15.520]  If I lost another 30 pounds, I would look like Governor Tarkin on the Death Star.
[02:18:17.239 --> 02:18:19.479]  But I'm not trying to look like an SS general.
[02:18:22.409 --> 02:18:24.889]  So, I'm sorry I'm too popular for you.
[02:18:25.809 --> 02:18:27.149]  I'm sorry you're jealous.
[02:18:27.610 --> 02:18:29.229]  But you get big audience now.
[02:18:29.549 --> 02:18:35.649]  We want, like I told Brian Solder, I said, you didn't have a big audience on CNN, but you got one on my show being made fun of.
[02:18:36.229 --> 02:18:38.549]  So, the offer's there.
[02:18:41.229 --> 02:18:43.649]  Oh, I got to launch a nighttime show called Clown World.
[02:18:44.450 --> 02:18:49.770]  And then, the problem is it's not fair to have crazy, quote, patriots on without having the left on.
[02:18:49.909 --> 02:18:50.770]  God, can you imagine it?
[02:18:52.279 --> 02:18:56.000]  Loony trannies, loony everything.
[02:18:57.940 --> 02:19:00.219]  I do want to see the ship he lives in or whatever.
[02:19:01.459 --> 02:19:01.979]  All right.
[02:19:02.239 --> 02:19:03.100]  I'm out of time.
[02:19:03.239 --> 02:19:04.299]  Spent too much time on that.
[02:19:05.079 --> 02:19:05.840]  Love you all.
[02:19:06.299 --> 02:19:15.620]  If you take the Irish Seamoss, if you take the Shilogy, if you intermittent fast, if you work out, if you just intermittent fast and eat healthier, you know, the fatter you are, the bigger the thing you're going to see.
[02:19:15.719 --> 02:19:17.120]  You don't want Ozempic.
[02:19:17.239 --> 02:19:17.959]  It doesn't work.
[02:19:18.079 --> 02:19:20.000]  I haven't taken it, but I've read the literature.
[02:19:20.680 --> 02:19:22.440]  They're going to end up pulling it off the market soon.
[02:19:22.559 --> 02:19:23.780]  A bunch of these other things are killing people.
[02:19:24.399 --> 02:19:28.100]  I'm mad at folks saying I'm on Ozempic because you're hurting other people.
[02:19:29.319 --> 02:19:31.600]  Because they're going to believe that and go out and do it, okay?
[02:19:32.440 --> 02:19:33.239]  Not the case.
[02:19:33.559 --> 02:19:35.799]  So please support us at realalexjones.com.
[02:19:35.940 --> 02:19:37.760]  Now that's actually what I'm morphing into.
[02:19:38.059 --> 02:19:38.979]  That's actually real.
[02:19:39.979 --> 02:19:40.459]  All right.
[02:19:40.540 --> 02:19:41.559]  Judging tree bites fruits, folks.
[02:19:41.739 --> 02:19:43.040]  Don't spend all your time on stuff like this.
[02:19:43.159 --> 02:19:44.559]  Spend time warning people about the globalists.
[02:19:44.940 --> 02:19:46.260]  And God bless you all.
[02:19:46.420 --> 02:19:48.700]  I really appreciate you, the writers, the crew, and everybody else.
[02:19:48.819 --> 02:19:50.639]  And I'll see you back tomorrow, Lord willing.
[02:19:51.680 --> 02:19:55.540]  4 p.m. Central for the Infowars show.
[02:19:55.659 --> 02:19:56.559]  They're trying to shut it down again.
[02:19:57.000 --> 02:19:58.139]  That tool is fake.
