# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: a23bf4b0a482f14c0e2864bd70b6756b
[00:00:03.040 --> 00:00:04.240]  It's Sunday night.
[02:04:45.296 --> 02:04:46.896]  Mass arrests are coming for us.
[02:04:47.056 --> 02:04:53.216]  If this administration does not execute or deliver on mass arrests of these deep state villains, okay?
[02:04:53.696 --> 02:04:54.736]  They're coming off for all of us.
[02:04:55.856 --> 02:04:58.976]  Luke Skywalker and Han Solo are doing the Death Star attack.
[02:04:59.216 --> 02:05:01.776]  We're back on Yavin at the base.
[02:05:02.096 --> 02:05:03.296]  We want him to succeed.
[02:05:03.376 --> 02:05:05.296]  The Death Star is orbiting to blow us up.
[02:05:05.536 --> 02:05:06.736]  That's why we're so urgent.
[02:05:06.976 --> 02:05:08.096]  You guys are public.
[02:05:08.336 --> 02:05:10.816]  You guys, most of you out there, you're not public.
[02:05:10.896 --> 02:05:11.856]  You got an avatar.
[02:05:12.016 --> 02:05:12.896]  You all feel safe.
[02:05:13.136 --> 02:05:14.576]  You're not Alex Jones, okay?
[02:05:14.736 --> 02:05:16.096]  Or General Flynn or whoever.
[02:05:16.336 --> 02:05:19.296]  They are literally coming to put us in prison or kill us.
[02:05:19.536 --> 02:05:22.256]  This is why we're upset because we know.
[02:05:24.496 --> 02:05:30.176]  I think people, I think, to go to your point, I think people kind of like listen to this and they're like, oh, you're just being so petty.
[02:05:30.256 --> 02:05:32.416]  I'm like, this is petty to you?
[02:05:33.456 --> 02:05:35.776]  Do you think I want to get up here and just say this stuff just to say it?
[02:05:36.416 --> 02:05:37.776]  I'm not paid by a foreign government.
[02:05:38.735 --> 02:05:41.615]  I'm supported on my own show by my viewers, my listeners.
[02:05:41.776 --> 02:05:45.056]  It's kind of like an offshoot of Infowars into the future.
[02:05:45.136 --> 02:05:45.936]  I'm thankful for that.
[02:05:46.416 --> 02:05:50.256]  I just speak my mind and I say what needs to be said because I want to speak the truth.
[02:05:50.416 --> 02:05:55.856]  But right now, these are the types of conversations that I hope are happening in that White House.
[02:05:55.936 --> 02:05:56.496]  I hope they're having a lot of people.
[02:05:56.735 --> 02:06:02.096]  I'm not trying to be mean to people, but the listeners don't know 10% of what's been done to us.
[02:06:02.176 --> 02:06:02.655]  I'm not a victim.
[02:06:02.735 --> 02:06:03.536]  I asked for this.
[02:06:03.856 --> 02:06:05.776]  This is totally existential.
[02:06:06.096 --> 02:06:08.976]  And I love people with no real skin in the game who sit around.
[02:06:09.056 --> 02:06:10.416]  Oh, oh, yeah, the white pillars.
[02:06:10.735 --> 02:06:11.376]  They're the worst.
[02:06:11.536 --> 02:06:13.456]  The black pillars say there's nothing to solve with Trump.
[02:06:13.536 --> 02:06:13.856]  They're wrong.
[02:06:14.016 --> 02:06:15.776]  The white pillars sit around and point at us.
[02:06:16.096 --> 02:06:18.976]  Men in the U anti-follow the stuff you've done, Drew.
[02:06:19.056 --> 02:06:22.976]  All the attacks men are, they have no idea to actually beat Drew Hernandez or Alex Jones.
[02:06:23.136 --> 02:06:30.256]  And that's why I wish all you would get out the field while you sit around your Monday morning quarterback, literally in the comfort of your home.
[02:06:30.496 --> 02:06:31.536]  Nobody knows who you are.
[02:06:31.695 --> 02:06:32.655]  You've never been targeted.
[02:06:32.816 --> 02:06:33.615]  You don't know anything.
[02:06:33.936 --> 02:06:34.576]  You don't know anything.
[02:06:34.655 --> 02:06:37.136]  I'm trying to be mean to you, but you don't know.
[02:06:37.456 --> 02:06:39.536]  You haven't been in front of the grand juries in Congress.
[02:06:39.776 --> 02:06:42.096]  You haven't had him attack your family and bankrupt your family.
[02:06:42.256 --> 02:06:44.735]  You haven't had your dad make your dad have a heart attack.
[02:06:44.976 --> 02:06:46.576]  You haven't had him put the PIs on you.
[02:06:46.816 --> 02:06:47.936]  You don't know.
[02:06:48.256 --> 02:06:51.936]  And I'm telling you, you guys have never been on the field in a real jousting battle.
[02:06:52.096 --> 02:06:57.456]  And you want to tell people that have got the freaking NFL rings that we're pussies.
[02:06:57.695 --> 02:06:58.416]  That is pathetic.
[02:06:58.576 --> 02:07:00.896]  It's not about, I need you to kiss my ass.
[02:07:01.136 --> 02:07:02.576]  It's that you're not a man.
[02:07:02.896 --> 02:07:07.776]  When you sit there and like Muhammad Ali Lee gets knocked down in a fight, you've never been in a boxing match.
[02:07:08.016 --> 02:07:09.856]  You go, Muhammad Ali's a fucking pussy.
[02:07:10.176 --> 02:07:11.136]  You don't know what you're talking about.
[02:07:11.296 --> 02:07:12.096]  It's my point.
[02:07:13.056 --> 02:07:14.496]  It's this weird spectator thing.
[02:07:14.655 --> 02:07:15.856]  Like, I'm a real person.
[02:07:16.096 --> 02:07:17.056]  Drew's a real person.
[02:07:17.296 --> 02:07:18.735]  This isn't a simulation for us.
[02:07:18.976 --> 02:07:19.776]  This is war.
[02:07:20.096 --> 02:07:21.216]  Our names are who we are.
[02:07:21.456 --> 02:07:22.816]  You understand what I'm saying, Drew?
[02:07:23.456 --> 02:07:25.936]  I 100% understand because that's my point.
[02:07:26.176 --> 02:07:39.296]  My point is because of that reality that many people have lived, because of that reality that many people face threat, because of that reality that maybe many people face what we're facing with this satanic death cult.
[02:07:39.376 --> 02:07:41.056]  And it's not just the Democrats.
[02:07:41.376 --> 02:07:43.216]  And this has been my problem with Trump too.
[02:07:43.456 --> 02:07:49.615]  Like, you want to excommunicate MTG, but buddy buddy up with Lindsey Graham on your damn golf course?
[02:07:50.256 --> 02:07:51.776]  Like, that's why I made the point earlier.
[02:07:51.856 --> 02:07:54.096]  I'm like, Alex, is he okay?
[02:07:54.256 --> 02:08:00.655]  Is he okay with facilitating allowing the rhinos come back in, take over the GOP, take over the Republican Party?
[02:08:00.816 --> 02:08:02.096]  But get out of here, MTG.
[02:08:02.176 --> 02:08:02.496]  Goodbye.
[02:08:02.655 --> 02:08:03.936]  Thomas Massey's the enemy.
[02:08:04.176 --> 02:08:10.016]  And then you get these shills and these MAGA cheerleaders and these damn people that are just huffing copium 24-7.
[02:08:10.416 --> 02:08:14.016]  Oh, you just got to, you know, keep your friends close and keep your enemies closer.
[02:08:14.176 --> 02:08:18.816]  If that were true, then why isn't MTG closer to Trump if she's the true enemy?
[02:08:18.896 --> 02:08:20.256]  But Lindsey Graham?
[02:08:20.896 --> 02:08:21.536]  This is my point.
[02:08:21.695 --> 02:08:27.296]  It's like, it seems like there is some kind of subversion happening again with MAGA.
[02:08:27.856 --> 02:08:36.655]  There seems to be like the subversion of the neocon, kind of Paul Ryan, McCain, the Bush era is like making their way back in.
[02:08:36.816 --> 02:08:39.056]  And Trump seems to be allowing it.
[02:08:39.695 --> 02:08:40.096]  And we don't know.
[02:08:40.256 --> 02:08:42.336]  Don't ask me why, but that's just what is happening.
[02:08:42.496 --> 02:08:43.296]  And here's the motive.
[02:08:43.456 --> 02:08:44.256]  He lost half his time.
[02:08:44.416 --> 02:08:47.296]  I'd love to ask him, by the way, I would love to ask him.
[02:08:47.615 --> 02:08:48.576]  Like, I really don't care.
[02:08:48.736 --> 02:08:54.256]  All these shills that end up, you know, in the White House press corps or whatever, a lot of them, I know them.
[02:08:54.336 --> 02:08:54.736]  I love them.
[02:08:54.896 --> 02:09:02.416]  But you get some of these people that are just unwilling to ask these very simple questions, you know, like, why is he doing this to his own base?
[02:09:02.496 --> 02:09:03.936]  Like, this is very destructive.
[02:09:04.256 --> 02:09:05.056]  You're not allowed to do that.
[02:09:05.216 --> 02:09:06.655]  That seems to be kept away from him.
[02:09:06.736 --> 02:09:08.176]  And I don't understand that.
[02:09:10.336 --> 02:09:21.136]  I'd use the analogy of I'm in a submarine at a thousand feet and the airlock starts leaking and I've got a tool that fixes it and the tool's not working perfectly.
[02:09:21.296 --> 02:09:22.096]  I need the tool to work.
[02:09:22.256 --> 02:09:25.376]  I mean, you know, to me, it's more like I have these nightmares.
[02:09:25.456 --> 02:09:26.256]  I'm going to call them nightmares.
[02:09:26.336 --> 02:09:29.136]  I just have these dreams all the time now.
[02:09:29.456 --> 02:09:30.496]  About work and the globalist.
[02:09:30.736 --> 02:09:33.056]  And they're just dreams over and over again trying to fix things.
[02:09:33.376 --> 02:09:34.736]  Over and over again, trying to fix things.
[02:09:34.896 --> 02:09:38.416]  And I'm just like so frustrated because of all this art.
[02:09:38.496 --> 02:09:40.496]  I said I was going to get out of here, but this is great, Drew.
[02:09:40.576 --> 02:09:41.136]  You take over.
[02:09:41.216 --> 02:09:41.936]  I love you.
[02:09:43.536 --> 02:09:45.136]  But yeah, this has been a great discussion.
[02:09:45.456 --> 02:09:46.976]  And I know this.
[02:09:47.615 --> 02:09:49.936]  Kissing Trump's ass is not going to get us where we need to go.
[02:09:50.096 --> 02:09:51.776]  He does end up getting the messages the other day.
[02:09:51.856 --> 02:09:52.816]  I'll leave it at that.
[02:09:53.376 --> 02:09:58.016]  And I know he just wants to make deals, but you guys understand he can't trust these people.
[02:09:58.256 --> 02:09:59.376]  Drew, what do you got coming up?
[02:09:59.536 --> 02:09:59.856]  Take over.
[02:09:59.936 --> 02:10:00.256]  Go ahead.
[02:10:00.736 --> 02:10:01.856]  I'm leaving now.
[02:10:02.496 --> 02:10:02.655]  Yeah.
[02:10:02.816 --> 02:10:08.736]  No, we're going to get into a lot this evening that we have in the news and some more thoughts on obviously what's happening.
[02:10:08.896 --> 02:10:10.176]  I did want to touch on this.
[02:10:10.336 --> 02:10:17.776]  You know, Alex and I didn't even talk about this before the show, but I did want to touch on as we head into these 2026 midterms.
[02:10:17.936 --> 02:10:29.936]  You know, the state of the country, the state of MAGA, the state of where we are as the America first entity, where we need to go as well, because these conversations that drive us forward need to happen.
[02:10:30.256 --> 02:10:30.496]  Okay.
[02:10:30.655 --> 02:10:38.655]  And like I said, this isn't about hating Trump or, you know, we just desperately want Trump to fail because I'm paid by Qatar.
[02:10:38.976 --> 02:10:41.296]  No, no, people just want to be right.
[02:10:41.615 --> 02:10:41.856]  Okay.
[02:10:42.016 --> 02:10:43.856]  It's not about just simply being right.
[02:10:44.416 --> 02:10:47.376]  It's about the future of the country and the republic.
[02:10:47.695 --> 02:10:49.136]  And Trump's got about three years left.
[02:10:49.456 --> 02:10:51.776]  Staying aligned with God and not selling out.
[02:10:52.416 --> 02:10:53.216]  Absolutely.
[02:10:53.536 --> 02:10:55.376]  That's exactly where we need to be.
[02:10:57.856 --> 02:11:02.256]  So yes, we are going to cut to a break real quick and don't go anywhere.
[02:11:02.336 --> 02:11:07.395]  If you guys are watching on X or anywhere on social media, make sure to copy the links and blast them and share them everywhere.
[02:11:13.985 --> 02:11:20.065]  Ladies and gentlemen, Nitric Boost, the all-time fan favorite, is now back in stock at Infowarsstore.com.
[02:11:20.416 --> 02:11:21.216]  You've looked at our formula.
[02:11:21.695 --> 02:11:22.096]  You like it?
[02:11:22.416 --> 02:11:23.376]  I did, and I do.
[02:11:23.615 --> 02:11:23.936]  Yes.
[02:11:24.416 --> 02:11:26.176]  Well, nitric oxide is a key.
[02:11:26.336 --> 02:11:28.336]  It's made by our own bodies again.
[02:11:28.655 --> 02:11:32.736]  It's made by L-citrulline and L-arginine, the amino acids.
[02:11:32.976 --> 02:11:42.016]  Ladies and gentlemen, Dr. Judy Mikovitz, without me even knowing she'd gotten it and used it, came on years ago and said, this was the best spike protein detoxer she'd found.
[02:11:42.336 --> 02:11:45.136]  So you want to boost your own body's ability.
[02:11:45.456 --> 02:11:49.936]  The nitric oxide relaxes the endothelium, the vasculature.
[02:11:50.096 --> 02:11:51.296]  It relaxes the vein.
[02:11:51.536 --> 02:11:53.936]  So I use the two, your InfoWars.
[02:11:54.176 --> 02:11:55.456]  I keep that on my shelf.
[02:11:55.695 --> 02:11:59.856]  And I feed myself the Cardiomiracle, which is Drace just for straight food.
[02:12:00.176 --> 02:12:02.016]  It's a different formulation than that one.
[02:12:02.096 --> 02:12:04.496]  And the two together are a one-two punch.
[02:12:04.576 --> 02:12:08.896]  So you get in your food the ability to make what you need and no more.
[02:12:09.216 --> 02:12:13.776]  It is already a nationwide best-selling bodybuilding product for over 20 years.
[02:12:14.096 --> 02:12:17.376]  Bodybuilders take us as it helps grow muscles and better workouts and things.
[02:12:17.615 --> 02:12:23.376]  So for those of you that love Nitric Boost, it's back in stock right now at InfoWarStore.com.
[02:12:23.695 --> 02:12:27.216]  And for those that haven't tried Nitric Boost, you are really missing out.
[02:12:27.536 --> 02:12:31.136]  Secure your Nitric Boost right now at InfowarStore.com.
[02:12:31.376 --> 02:12:32.416]  We're battling in the courts.
[02:12:32.576 --> 02:12:33.216]  We're still here.
[02:12:33.536 --> 02:12:37.216]  A year after the Onions said they bought us, we might actually hold on and win.
[02:12:37.376 --> 02:12:41.536]  But regardless, the shopping cart's there, the shipments are going out, and you will get your product.
[02:12:41.856 --> 02:12:44.416]  But if you don't order it and support us, we'll be off the air.
[02:12:44.655 --> 02:12:49.776]  So please take action now at InfowarStore.com and experience Nitric Boost for yourself.
[02:12:49.856 --> 02:12:50.816]  It's good for men and women.
[02:12:50.976 --> 02:12:55.695]  Get your Nitric Boost now, right now, exclusively at InfoWarStore.com.
[02:12:55.856 --> 02:12:57.136]  And thanks for being the reason.
