# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:30.000 --> 00:00:32.320]  InfoWars, tomorrow's news.
[03:11:20.879 --> 03:11:25.680]  That's in the last, say, five months, five, six months, or four, five months.
[03:11:26.000 --> 03:11:34.399]  They've contacted me, written to me, phoned me, spoken to me on the telephone, WhatsApp, what do you call it, Zoomed with me?
[03:11:34.719 --> 03:11:35.360]  Signal all of it.
[03:11:37.120 --> 03:11:38.559]  They want to align with Trump.
[03:11:38.719 --> 03:11:42.879]  That's from the DRC, Mozambique, Botswana.
[03:11:43.520 --> 03:11:46.879]  I don't know if you know these countries, Namibia and so on.
[03:11:47.040 --> 03:12:02.319]  The only country that is a troublesome country is South Africa, where the black government is dead set against doing anything that is in the interests of the US.
[03:12:02.799 --> 03:12:14.559]  But all the other African countries, the president of the DRC said to me a few months ago, he phoned me, he said, please help us become aligned with Trump, which I did.
[03:12:14.719 --> 03:12:18.399]  I sent letters and everything there to the Trump people.
[03:12:19.600 --> 03:12:21.680]  And he said, this is what he said.
[03:12:21.920 --> 03:12:32.399]  The president of the DRC, he said to me, Trump's a believer, and I'm a believer, and that's enough for me, which I thought was a very nice thing to say.
[03:12:33.680 --> 03:12:35.760]  Well, they obviously want to innovate.
[03:12:36.079 --> 03:12:40.079]  They want into the West, just like, and they understand its optimism.
[03:12:40.399 --> 03:12:45.200]  And then South Africa is a Soros globalist enclave trying to steal the wealth.
[03:12:45.600 --> 03:12:48.719]  But the Africans, on average, absolutely know Trump's a change.
[03:12:48.799 --> 03:12:52.879]  And they're like, hey, and they say, Trump does want everybody to flourish.
[03:12:53.040 --> 03:12:55.040]  And so they're like, hey, and Africa's so rich.
[03:12:55.280 --> 03:13:00.719]  Imagine that's one big mistake Trump made was making the joke about, oh, we'll annex Canada.
[03:13:00.799 --> 03:13:02.559]  And he helped the globalists win there.
[03:13:02.719 --> 03:13:04.079]  Carney is a bad guy.
[03:13:04.399 --> 03:13:07.200]  No, Canada wanted to align with us.
[03:13:07.280 --> 03:13:10.239]  I get the joke, but that's one of the few things that backfired.
[03:13:10.399 --> 03:13:12.559]  The world, just look at all the trade deals.
[03:13:12.639 --> 03:13:14.319]  Everybody swung to us overnight.
[03:13:15.200 --> 03:13:16.799]  They want a new system.
[03:13:17.760 --> 03:13:18.399]  Yes.
[03:13:18.719 --> 03:13:19.360]  Oh, yes.
[03:13:19.600 --> 03:13:21.760]  And Mosen Beek contacted me.
[03:13:22.000 --> 03:13:31.440]  They said all our harbors, all our airfields, all our minerals, whatever the U.S. wants, we want the U.S. to have it.
[03:13:31.760 --> 03:13:39.440]  And, you know, I send all this information over to, you know, to the State Department there and everything.
[03:13:39.760 --> 03:13:41.280]  I hope they respond.
[03:13:41.440 --> 03:13:48.719]  And I know they have recently, this week, responded with the DRC, Democratic Republic of Congo.
[03:13:49.040 --> 03:13:54.479]  And so, yes, definitely a lot of places are waking up.
[03:13:54.799 --> 03:13:56.319]  South Africa is a problem.
[03:13:56.559 --> 03:13:57.840]  By the way, Erin, let me interrupt you.
[03:13:58.000 --> 03:13:58.799]  It's funny you say this.
[03:13:59.040 --> 03:14:01.200]  I get contacted by a lot of governments that don't really respond.
[03:14:01.520 --> 03:14:04.959]  I've had the president of the Congo contact me saying this.
[03:14:05.120 --> 03:14:08.000]  I just forgot Monday saying the same thing.
[03:14:08.319 --> 03:14:10.159]  So they really want in.
[03:14:12.399 --> 03:14:12.879]  Yes.
[03:14:13.200 --> 03:14:14.000]  Yes, that's right.
[03:14:14.559 --> 03:14:16.000]  That would be, yeah, that's right.
[03:14:16.159 --> 03:14:16.399]  Yeah.
[03:14:16.639 --> 03:14:17.840]  Sorry, I interrupted.
[03:14:18.959 --> 03:14:19.280]  Go back.
[03:14:19.360 --> 03:14:19.840]  I interrupted you.
[03:14:20.000 --> 03:14:20.319]  You said it.
[03:14:22.719 --> 03:14:33.520]  I was just saying that the problem is here in South Africa, we have a sort of renegade government here that does not care about the people, their own people, their own black people.
[03:14:33.600 --> 03:14:34.159]  They don't care.
[03:14:34.399 --> 03:14:39.920]  They only care about a few hundred insiders that are well looked after.
[03:14:40.239 --> 03:14:45.760]  And the rest of the country's, you know, sort of ambling along trying to survive.
[03:14:46.159 --> 03:14:49.440]  South Africa is probably the worst place it's ever been.
[03:14:50.239 --> 03:14:51.040]  People are happy.
[03:14:51.200 --> 03:14:51.760]  At least they're not.
[03:14:51.840 --> 03:14:53.040]  There's no racism here.
[03:14:53.360 --> 03:14:55.600]  There's absolutely no racism in South Africa.
[03:14:55.680 --> 03:14:57.120]  So that's a good thing.
[03:14:57.360 --> 03:14:59.200]  You never see a racist incident here.
[03:14:59.520 --> 03:15:04.319]  But at the same Time, the people are on their knees when it comes to finance and income.
[03:15:04.559 --> 03:15:05.520]  We've got 63.
[03:15:06.079 --> 03:15:15.440]  One of the big organizations here that does this kind of thing, they worked out there's 63 million people in South Africa, but only 7 million people have a job.
[03:15:15.760 --> 03:15:19.920]  So that gives you some idea of the situation.
[03:15:20.479 --> 03:15:23.040]  It's 80% unemployment?
[03:15:24.399 --> 03:15:26.000]  Yeah, about 80% unemployed.
[03:15:28.159 --> 03:15:31.280]  You know, I was going to raise South Africa because I've never been there, but I've studied it.
[03:15:31.440 --> 03:15:33.920]  My wife did college, some college there for a year.
[03:15:34.159 --> 03:15:35.680]  She said there wasn't even a lot of racism then.
[03:15:36.000 --> 03:15:40.000]  And the average American, white or black, literally thinks like Nazis running.
[03:15:40.319 --> 03:15:45.680]  And that I saw black leaders going, these South African farmers coming here better not call me the N-word.
[03:15:46.000 --> 03:15:47.600]  I mean, they don't even know.
[03:15:47.920 --> 03:15:49.040]  It's just crazy.
[03:15:50.639 --> 03:15:52.399]  No, no, there's no racism.
[03:15:52.479 --> 03:15:54.719]  The racism here, no.
[03:15:55.680 --> 03:15:59.280]  South African white people, oddly enough, get on very well with black people.
[03:15:59.360 --> 03:16:00.239]  It's my experience.
[03:16:00.719 --> 03:16:01.840]  We get on very well together.
[03:16:02.000 --> 03:16:03.520]  We understand each other very well.
[03:16:03.760 --> 03:16:04.479]  We work together.
[03:16:04.559 --> 03:16:05.360]  We employ.
[03:16:06.959 --> 03:16:09.040]  Most people employ a lot of black people.
[03:16:09.120 --> 03:16:10.159]  I certainly did.
[03:16:10.399 --> 03:16:11.920]  And we get on very well.
[03:16:12.559 --> 03:16:14.000]  There's never really been amazing.
[03:16:16.079 --> 03:16:18.319]  I mean, there is the Kill the Boar group.
[03:16:18.639 --> 03:16:19.440]  There's that group.
[03:16:19.760 --> 03:16:19.920]  Yeah.
[03:16:20.559 --> 03:16:24.479]  Yes, but that's the government group.
[03:16:25.440 --> 03:16:26.399]  Using racer control.
[03:16:26.479 --> 03:16:26.879]  Incredible.
[03:16:26.959 --> 03:16:28.239]  Errol Musk, four-minute break.
[03:16:28.319 --> 03:16:28.959]  We're honored to have you.
[03:16:29.040 --> 03:16:30.639]  I want you to come back again, but we got 30 more minutes.
[03:16:30.799 --> 03:16:31.520]  Stay right there.
[03:16:31.840 --> 03:16:32.879]  You're literally reading my mind.
[03:16:32.959 --> 03:16:34.879]  Every time I'm about to ask a question, you bring it up first.
[03:16:35.200 --> 03:16:36.799]  So I can't wait to hear what you're going to say next.
[03:16:36.959 --> 03:16:43.040]  Errol Musk, be sure and follow him on X. Errol underscore Musk, the father of the great Elon Musk.
[03:16:43.200 --> 03:16:43.920]  This is amazing.
[03:16:44.079 --> 03:16:44.639]  Stay with us.
[03:16:45.120 --> 03:16:47.600]  You took methylene blue about 30 minutes ago.
[03:16:47.760 --> 03:16:48.639]  Are you feeling it?
[03:16:48.959 --> 03:16:50.079]  I think I am.
[03:16:50.559 --> 03:16:52.000]  Well, you told me during the break something.
[03:16:52.318 --> 03:16:53.359]  repeat what you said is happening.
[03:16:56.559 --> 03:16:58.159]  I feel tingling fingers.
[03:16:58.479 --> 03:17:00.079]  You're feeling the palpitine love?
[03:17:00.319 --> 03:17:02.319]  I think I feel the palpitine love.
[03:17:02.559 --> 03:17:02.879]  Yeah.
[03:17:03.520 --> 03:17:06.959]  Well, go ahead and there's the camera blasting with full power right there.
[03:17:10.479 --> 03:17:10.799]  Yeah!
[03:17:15.120 --> 03:17:19.680]  Powered by methylene blue, ultra-methylene blue at the aloe showstore.com.
[03:17:20.319 --> 03:17:22.159]  So seriously, though, I didn't tell during the break.
[03:17:22.239 --> 03:17:22.799]  I said, are you feeling?
[03:17:22.879 --> 03:17:23.920]  Should I feel the tingle?
[03:17:24.159 --> 03:17:24.479]  I do.
[03:17:24.639 --> 03:17:25.680]  What are you feeling now?
[03:17:26.239 --> 03:17:28.000]  Well, it's kind of going up my arms.
[03:17:28.319 --> 03:17:30.079]  I feel it in my head and neck, too.
[03:17:30.239 --> 03:17:33.920]  Like, when I'm talking, it seems like it's not really me talking.
[03:17:34.239 --> 03:17:36.559]  I can hear my talking and going, wow, you.
[03:17:36.959 --> 03:17:37.200]  I agree.
[03:17:37.280 --> 03:17:40.399]  It's almost like an out-of-body experience for some people.
[03:17:40.559 --> 03:17:42.399]  Like, that's how it's like, I didn't tell you that.
[03:17:42.559 --> 03:17:43.760]  It's like you're behind yourself.
[03:17:44.000 --> 03:17:45.120]  That is what it feels like.
[03:17:45.360 --> 03:17:47.360]  But my brain's going really fast.
[03:17:47.680 --> 03:17:51.360]  You know, because my brain, sometimes it goes so fast that I can't get it out on.
[03:17:51.920 --> 03:17:56.079]  All it does is increase electrochemical activity in the mitochondria, but that's a big deal.
[03:17:56.399 --> 03:17:57.520]  No, I really like it.
[03:17:57.600 --> 03:17:58.879]  I'm going to have to get on this stuff.
[03:17:59.040 --> 03:18:00.559]  Here, Shower Kennedy taking it.
[03:18:00.879 --> 03:18:02.639]  Kennedy literally gobbles it.
[03:18:02.959 --> 03:18:04.959]  Unlimited power!
[03:18:04.959 --> 03:18:10.149]  Unlimited power!
[03:18:10.159 --> 03:18:11.920]  Limited power.
[03:18:13.120 --> 03:18:14.399]  Not going to be like that.
[03:18:14.719 --> 03:18:15.760]  Well, I'm like that normally.
[03:18:16.799 --> 03:18:18.479]  Yeah, you are like that normally.
[03:18:18.799 --> 03:18:22.000]  Unlimited power power.
[03:18:22.638 --> 03:18:24.638]  volunteer power!
[03:18:24.638 --> 03:18:26.638]  Ha ha ha!
[03:18:26.638 --> 03:18:28.628]  Ha ha ha ha!
[03:18:28.638 --> 03:18:30.638]  Ha ha ha!
[03:18:30.638 --> 03:18:32.638]  Woo!
[03:18:32.638 --> 03:18:34.628]  Ha ha ha ha!
[03:18:34.638 --> 03:18:42.638]  Ha ha ha!
[03:18:42.638 --> 03:18:47.600]  you You know, I knew about Errol Musk, but I never actually read his bio.
[03:18:47.840 --> 03:19:02.319]  This guy's like a champion, sharpshooter in like military competitions, armored car leader, officer commanding the 19th Electronic Warfare.
[03:19:03.440 --> 03:19:04.639]  And it just goes on and on.
[03:19:06.399 --> 03:19:08.239]  IBM programmer, electrical engineer.
[03:19:08.319 --> 03:19:10.000]  It would take an hour to go over all this.
[03:19:10.319 --> 03:19:16.079]  Well, we can see what the genes are doing here with his sons and daughter and all their successes.
[03:19:16.719 --> 03:19:18.959]  You were finishing up on South Africa and the state of it.
[03:19:19.040 --> 03:19:25.920]  And from South Africans, I know they say there's very little anti-white black stuff except the communists and the government and these gangs they support.
[03:19:26.239 --> 03:19:38.079]  I don't mean to bring up a negative point, but it just shows the level of violence that the left and media tried to cover up and the government chanting with hundreds of thousands of sports stadiums, kill the African farmers and then saying, oh, God, don't move any of them here.
[03:19:38.879 --> 03:19:39.600]  They're going to be racist.
[03:19:39.840 --> 03:19:49.200]  But Elon Musk's dad killed three men who would have murdered six-year-old daughter and boiled her head, which is what they do.
[03:19:49.520 --> 03:19:52.239]  So you say it's rare, but it's this group.
[03:19:52.559 --> 03:19:53.440]  Who is that?
[03:19:53.760 --> 03:20:02.479]  And the fact that you had to do this back in 1998, just a brief story on that, just to show that what's going on in South Africa that the leftist media tries to cover up.
[03:20:02.559 --> 03:20:09.280]  And how could South Africa be reformed with such a wealthy, amazing culture and brought back from the brink of total collapse?
[03:20:11.120 --> 03:20:11.600]  Yes.
[03:20:11.920 --> 03:20:14.319]  Well, you know, that's actually, you know, that's true.
[03:20:14.559 --> 03:20:15.200]  That's what happened.
[03:20:16.239 --> 03:20:18.879]  You know, not happy about it, but that's what happened.
[03:20:18.959 --> 03:20:19.120]  Yes.
